case,dx,zeps,zqumqe,zdqmin,zdh,zmfmax,pqu_ikb,plu_ikb,pqenh_ikb
11,1500.0,00000000,3A55FB80,3961874F,468FAA98,40AB268E,3CB6E18D,322BCC77,3CB031B6
11,4500.0,00000000,3A55FB80,3961874F,468FAA98,40AB268E,3CB6E18D,322BCC77,3CB031B6
11,9000.0,00000000,3A55FB80,3961874F,468FAA98,40AB268E,3CB6E18D,322BCC77,3CB031B6
11,13500.0,00000000,3A55FB80,3961874F,468FAA98,40AB268E,3CB6E18D,322BCC77,3CB031B6
11,15000.0,00000000,3A55FB80,3961874F,468FAA98,40AB268E,3CB6E18D,322BCC77,3CB031B6
11,27000.0,00000000,3A55FB80,3961874F,468FAA98,40AB268E,3CB6E18D,322BCC77,3CB031B6
