case,dx,k,pqc,pqi,pt,pqv,pu,pv
18,15000.0,49,00000000,00000000,43890000,3B7367FF,40A00000,00000000
1,27000.0,1,00000000,00000000,43458000,36D29A0B,4225AFFB,00000000
1,27000.0,2,00000000,00000000,434464EE,3831FDA8,42151A8E,00000000
1,27000.0,3,00000000,379F3E67,434B4B27,36EC1F5D,420CC240,00000000
1,27000.0,4,00000000,3725A36D,43529FF3,3784FB6F,42046460,00000000
1,27000.0,5,00000000,3661935F,4358ED83,37FE4BBC,41F99E90,00000000
1,27000.0,6,00000000,2F9E693A,435E48C4,38439841,41EBF5A1,00000000
1,27000.0,7,00000000,30A7B7C6,4363721E,38A66CFE,41DF9B28,00000000
1,27000.0,8,00000000,31918712,4367F163,38F64A13,41D468C6,00000000
1,27000.0,9,00000000,32577ABC,436C1050,392D14D2,41CA29F7,00000000
1,27000.0,10,00000000,32F9A216,436FDE17,398392A5,41C0B785,00000000
1,27000.0,11,00000000,33808576,43736674,39C39266,41B7F35C,00000000
1,27000.0,12,00000000,33F2C0E0,4376B2BF,3A0A88DA,41AFC5DE,00000000
1,27000.0,13,00000000,3456A57A,4379CAA1,3A3C98EA,41A81C24,00000000
1,27000.0,14,316FC220,34B38783,437CB447,3A788F98,41A0E6CE,00000000
1,27000.0,15,32E8CF6F,350CFD07,437F7412,3A9F9B39,419A192B,00000000
1,27000.0,16,33D33131,3550CFFC,43810743,3AC871C4,4193A8A5,00000000
1,27000.0,17,348D4762,3590E1D1,43824399,3AF6F95B,418D8C51,00000000
1,27000.0,18,351E03EE,35BAD7B3,4383708B,3B15AA84,4187BC98,00000000
1,27000.0,19,359BB346,35DD2DE8,43848F7C,3B32CEB2,418232FE,00000000
1,27000.0,20,360AD85B,35EB10EB,4385A178,3B52EFEF,4179D3DF,00000000
1,27000.0,21,36578DB3,35CA5ABE,4386A65F,3B760F83,416FB935,00000000
1,27000.0,22,36986BA4,357C7FA1,4387A025,3B8E14C6,41660D9F,00000000
1,27000.0,23,36C9FDC1,33D4FE17,43888FBE,3BA29C18,415CC9BC,00000000
1,27000.0,24,36DF3C5B,00000000,438973B9,3BB88EA1,4153E6EA,00000000
1,27000.0,25,36F50669,00000000,438A4E1A,3BCE4518,414B5EFD,00000000
1,27000.0,26,3706F602,00000000,438B1EB3,3BE39BE3,41432CE6,00000000
1,27000.0,27,371298CC,00000000,438BE613,3BF9A8AF,413B4C66,00000000
1,27000.0,28,371D1E75,00000000,438CA4BC,3C0845FB,4133B97D,00000000
1,27000.0,29,37263E9C,00000000,438D5B29,3C141BF8,412C70A0,00000000
1,27000.0,30,372DB7BF,00000000,438E18E9,3C204EB9,41256EB4,00000000
1,27000.0,31,3733501D,00000000,438ED6F3,3C2CD5FD,411EB0F9,00000000
1,27000.0,32,3736D5B9,00000000,438F7ECA,3C39A916,4118350D,00000000
1,27000.0,33,37381D5A,00000000,43902025,3C46BE7A,4111F8E2,00000000
1,27000.0,34,373704E4,00000000,4390BB32,3C540BF2,410BFABD,00000000
1,27000.0,35,3733717D,00000000,43915013,3C618674,4106392F,00000000
1,27000.0,36,372D4D25,00000000,4391DEE9,3C6F2224,4100B319,00000000
1,27000.0,37,37248B33,00000000,439267C5,3C7CD1EB,40F6CF62,00000000
1,27000.0,38,37192592,00000000,4392EAB3,3C8543D6,40ECAD03,00000000
1,27000.0,39,370B1A71,00000000,439367B8,3C8C19F9,40E2FEF2,00000000
1,27000.0,40,36F9D1CE,00000000,4393DECD,3C926491,40D9C535,00000000
1,27000.0,41,36DA8B4D,00000000,43944FDC,3C984AA9,40D10202,00000000
1,27000.0,42,36B7B70E,00000000,4394BBF9,3C9DEFCB,40C9004D,00000000
1,27000.0,43,369310D2,00000000,43951D0B,3CA37669,40C09DDD,00000000
1,27000.0,44,365B7DCC,00000000,43957A9C,3CA90E4F,40B96B77,00000000
1,27000.0,45,35C27EB7,00000000,4395D132,3CADFAAB,40B2D7BD,00000000
1,27000.0,46,00000000,00000000,4396206B,3CB26ABD,40AD02E9,00000000
1,27000.0,47,00000000,00000000,43966140,3CB6A9BA,40A84147,00000000
1,27000.0,48,00000000,00000000,43969A0C,3CBA0EBD,40A3D0B4,00000000
1,27000.0,49,00000000,00000000,4396BFB8,3CBC0966,40A0F6DE,00000000
2,27000.0,1,00000000,00000000,43468000,36F52143,41CA7C65,00000000
2,27000.0,2,00000000,00000000,4345BD3F,38B5CE5B,41C343C8,00000000
2,27000.0,3,00000000,377D184D,434C5CAB,37036314,41C0AF1A,00000000
2,27000.0,4,00000000,37B37B1B,43532E3A,37794287,41BD154D,00000000
2,27000.0,5,00000000,37EB9FD6,4359DD38,380AADF7,41B9F893,00000000
2,27000.0,6,00000000,3810DBDF,435F73BD,3873CE29,41B73974,00000000
2,27000.0,7,00000000,38292B9B,436475C1,38C2D325,41B4C34D,00000000
2,27000.0,8,00000000,383E5F6E,4368FFFE,3910C396,41B287D5,00000000
2,27000.0,9,00000000,38512B8F,436D2771,394B524C,41B07CB8,00000000
2,27000.0,10,00000000,3853CB50,4370F9AC,3995EF9B,41AE9B90,00000000
2,27000.0,11,00000000,384DAF08,437484D3,39DB4727,41ACDD09,00000000
2,27000.0,12,00000000,3843A25C,4377D375,3A19D2E3,41AB3C12,00000000
2,27000.0,13,318DC221,3838E8CB,437AED8A,3A4FC828,41A9B509,00000000
2,27000.0,14,3553CE1A,382CB4A2,437DD916,3A882A55,41A844E8,00000000
2,27000.0,15,3632DED6,381D87B1,43804D3C,3AAE31D1,41A6E93C,00000000
2,27000.0,16,36B32B62,380C0F39,43819B38,3ADA2070,41A59FFF,00000000
2,27000.0,17,371023D0,37F19182,4382D874,3B06191B,41A4677A,00000000
2,27000.0,18,374D54F8,37C84983,43840676,3B2243F8,41A33E31,00000000
2,27000.0,19,378737A4,379D258F,43852674,3B419DE1,41A222DF,00000000
2,27000.0,20,37A872D2,37621E3E,43863838,3B642F81,41A11468,00000000
2,27000.0,21,37C920BC,3709F71E,43873D6E,3B84FE91,41A011D1,00000000
2,27000.0,22,37E80E98,364F537A,4388375E,3B9984F0,419F1A44,00000000
2,27000.0,23,37F50892,00000000,43891E60,3BAFA090,419E2D01,00000000
2,27000.0,24,37E84B0A,00000000,438A0299,3BC74D15,419D4959,00000000
2,27000.0,25,37D07520,00000000,438ADC16,3BDF3087,419C6EAF,00000000
2,27000.0,26,37BAC607,00000000,438BABC9,3BF65625,419B9C86,00000000
2,27000.0,27,37A6C191,00000000,438C7240,3C06E1E5,419AD279,00000000
2,27000.0,28,37944E8E,00000000,438D2FFD,3C130A3D,419A1020,00000000
2,27000.0,29,378355BE,00000000,438DE576,3C1F9D6B,41995521,00000000
2,27000.0,30,3767830C,00000000,438E9316,3C2C9454,4198A12B,00000000
2,27000.0,31,374AFB2D,00000000,438F393B,3C39E717,4197F3F8,00000000
2,27000.0,32,3730ED86,00000000,438FF630,3C478D29,41974D4C,00000000
2,27000.0,33,371935AA,00000000,4390AD35,3C557D3A,4196ACF0,00000000
2,27000.0,34,3703B0C1,00000000,439147D0,3C63AD1A,419612BB,00000000
2,27000.0,35,36E07A8E,00000000,4391DC40,3C72118C,41957E89,00000000
2,27000.0,36,36BD73BB,00000000,43926AA5,3C804F37,4194F03F,00000000
2,27000.0,37,369E0D08,00000000,4392F314,3C87A321,419467C8,00000000
2,27000.0,38,36820795,00000000,4393759C,3C8EFCF8,4193E51D,00000000
2,27000.0,39,36524543,00000000,4393F242,3C965470,4193683E,00000000
2,27000.0,40,36272FEB,00000000,43946901,3C9D48E0,4192F137,00000000
2,27000.0,41,36016669,00000000,4394D9BD,3CA3C68E,41928020,00000000
2,27000.0,42,35BFB1A2,00000000,43954458,3CAA05F5,41921521,00000000
2,27000.0,43,35831164,00000000,4395A898,3CB013B1,4191B078,00000000
2,27000.0,44,3512A961,00000000,439607E9,3CB5D470,41915720,00000000
2,27000.0,45,335D0736,00000000,439659EC,3CBB5D7A,4190F652,00000000
2,27000.0,46,00000000,00000000,43969C31,3CC1971C,4190B5F4,00000000
2,27000.0,47,00000000,00000000,4396E477,3CC5FCDD,41907109,00000000
2,27000.0,48,00000000,00000000,439718BF,3CC9F034,419037F4,00000000
2,27000.0,49,00000000,00000000,4397318A,3CCAEFD2,4190134C,00000000
3,27000.0,1,00000000,00000000,43468000,36F52143,42263741,00000000
3,27000.0,2,00000000,00000000,4345C2E0,38B70A0C,42142664,00000000
3,27000.0,3,00000000,377ED1D6,434C5D52,370370CE,420DB5EC,00000000
3,27000.0,4,00000000,37B4A06D,43532E85,37795C72,4204B572,00000000
3,27000.0,5,00000000,37ECFFAA,4359DDAB,380ACC6C,41F9DB4E,00000000
3,27000.0,6,00000000,38119E1C,435F7423,38740AF8,41EC1FB7,00000000
3,27000.0,7,00000000,3829F6D2,43647620,38C303A9,41DFD0FF,00000000
3,27000.0,8,00000000,383F2FD9,43690058,3910E493,41D4A7B3,00000000
3,27000.0,9,00000000,3851FEFF,436D27C3,394B7B6F,41CA7024,00000000
3,27000.0,10,00000000,38544EFB,4370F9F1,39963FC4,41C10A8D,00000000
3,27000.0,11,00000000,384DD1AA,43748508,39DC18DA,41B8520D,00000000
3,27000.0,12,00000000,38436C84,4377D3A0,3A1A9B6F,41B02D5A,00000000
3,27000.0,13,318C1A48,38387DEA,437AEDA9,3A5110A1,41A88A3D,00000000
3,27000.0,14,3552F35D,382C2041,437DD92F,3A8920BB,41A159A3,00000000
3,27000.0,15,36320695,381CD84F,43804D43,3AAF8E20,419A8F4C,00000000
3,27000.0,16,36B22D72,380B52C3,43819B3D,3ADBF7E1,4194211B,00000000
3,27000.0,17,370F3A40,37F018A7,4382D87A,3B074DB3,418E067C,00000000
3,27000.0,18,374BDED4,37C6E829,43840679,3B23CCE3,41883809,00000000
3,27000.0,19,37862671,379BF107,43852679,3B438730,4182AF64,00000000
3,27000.0,20,37A6FC14,376035EC,43863833,3B66855C,417ACDFC,00000000
3,27000.0,21,37C7367E,3708B2A2,43873D68,3B866615,4170B404,00000000
3,27000.0,22,37E5A35E,364D5047,43883759,3B9B2F50,41670860,00000000
3,27000.0,23,37F240C3,00000000,43891E58,3BB19435,415DC39F,00000000
3,27000.0,24,37E56C3A,00000000,438A0292,3BC99051,4154DEF3,00000000
3,27000.0,25,37CE7A43,00000000,438ADC12,3BE1AB58,414C541B,00000000
3,27000.0,26,37B92F34,00000000,438BABCA,3BF8DC91,41441E57,00000000
3,27000.0,27,37A5808B,00000000,438C7245,3C082082,413C39AC,00000000
3,27000.0,28,37935624,00000000,438D3006,3C1440F4,4134A214,00000000
3,27000.0,29,37829A10,00000000,438DE586,3C20C914,412D53FF,00000000
3,27000.0,30,37666F68,00000000,438E932A,3C2DB1A7,41264C4E,00000000
3,27000.0,31,374A3925,00000000,438F3950,3C3AF2B9,411F883F,00000000
3,27000.0,32,37306C49,00000000,438FF5A1,3C488404,41190571,00000000
3,27000.0,33,3718E715,00000000,4390AD50,3C565C36,4112C1D9,00000000
3,27000.0,34,370388AF,00000000,439147ED,3C647148,410CBBC1,00000000
3,27000.0,35,36E0625C,00000000,4391DC60,3C72B81E,4106F1C8,00000000
3,27000.0,36,36BD8358,00000000,43926AC5,3C809261,410162DB,00000000
3,27000.0,37,369E3773,00000000,4392F334,3C87D4EE,40F81C7A,00000000
3,27000.0,38,36824211,00000000,439375BD,3C8F1C5B,40EDE71E,00000000
3,27000.0,39,3652CB61,00000000,4393F261,3C966074,40E425A9,00000000
3,27000.0,40,3627A49E,00000000,4394691E,3C9D4997,40DAD919,00000000
3,27000.0,41,3601C0BC,00000000,4394D9DA,3CA3C4F7,40D20342,00000000
3,27000.0,42,35C03771,00000000,43954472,3CAA046A,40C9A74A,00000000
3,27000.0,43,35836CE3,00000000,4395A8B2,3CB01233,40C1CA12,00000000
3,27000.0,44,35130FC0,00000000,43960807,3CB5D2F8,40BACF68,00000000
3,27000.0,45,335DA17F,00000000,439659FB,3CBB5C1A,40B33EAF,00000000
3,27000.0,46,00000000,00000000,43969C45,3CC19697,40AE3823,00000000
3,27000.0,47,00000000,00000000,4396E48C,3CC5FC4D,40A8D5CE,00000000
3,27000.0,48,00000000,00000000,439718D0,3CC9EFCF,40A46023,00000000
3,27000.0,49,00000000,00000000,43973193,3CCAEE95,40A18305,00000000
4,27000.0,1,00000000,00000000,4346CCCC,37003B33,42266007,00000000
4,27000.0,2,00000000,00000000,43463486,38D96164,4213EEB7,00000000
4,27000.0,3,00000000,37979AD9,434C470C,36D35127,420DD581,00000000
4,27000.0,4,00000000,37D50929,4353D200,37903C25,4204D349,00000000
4,27000.0,5,00000000,380A2786,435A26D2,38113972,41FA13F8,00000000
4,27000.0,6,00000000,3827B49D,435FBE06,387FE7AE,41EC55BB,00000000
4,27000.0,7,00000000,384197AD,4364C091,38CC5F72,41E004A5,00000000
4,27000.0,8,00000000,38580440,43694B46,39177BC4,41D4D937,00000000
4,27000.0,9,00000000,386BB23C,436D7303,39542E75,41CA9FB7,00000000
4,27000.0,10,00000000,386BAEC0,43714538,399B70E7,41C138D8,00000000
4,27000.0,11,00000000,3861D116,4374D078,39E2DB7A,41B87F64,00000000
4,27000.0,12,00000000,3853FA29,43781F55,3A1F179D,41B0599D,00000000
4,27000.0,13,32A58871,3847E0E2,437B39CB,3A56E03C,41A8B55B,00000000
4,27000.0,14,35849A78,3839DDDE,437E25AA,3A8CDF41,41A18386,00000000
4,27000.0,15,36511A22,3828C29C,438073B5,3AB44C01,419AB7ED,00000000
4,27000.0,16,36CC2871,38154982,4381C1F0,3AE1E41C,4194487B,00000000
4,27000.0,17,3721F7E7,37FFF3C9,4382FF8E,3B0AF2FA,418E2C9D,00000000
4,27000.0,18,37649F5A,37D29B33,43842DE5,3B283769,41885CF1,00000000
4,27000.0,19,37958993,37A37B76,43854DCC,3B48CEE7,4182D319,00000000
4,27000.0,20,37B945CF,37672601,43865F39,3B6CC24D,417B1310,00000000
4,27000.0,21,37DC2D0B,3707D82B,4387647E,3B8A0B9E,4170F6CC,00000000
4,27000.0,22,37FCEFBA,362CE61C,43885E8C,3B9F6A40,416748EA,00000000
4,27000.0,23,38021E34,00000000,438944A4,3BB669F9,415E01EF,00000000
4,27000.0,24,37F6512E,00000000,438A28AE,3BCF1551,41551B06,00000000
4,27000.0,25,37E7EF8E,00000000,438B0218,3BE7F9D6,414C8DEA,00000000
4,27000.0,26,37D0682C,00000000,438BD1BF,3BFFE372,414455DB,00000000
4,27000.0,27,37BAA768,00000000,438C982C,3C0BF256,413C6EF4,00000000
4,27000.0,28,37A69200,00000000,438D55DE,3C1863E1,4134D52D,00000000
4,27000.0,29,37940E0B,00000000,438E0B4E,3C253F8B,412D84F7,00000000
4,27000.0,30,378303E7,00000000,438EB8E7,3C327DFE,41267B31,00000000
4,27000.0,31,3766BB86,00000000,438F5F04,3C40172F,411FB51A,00000000
4,27000.0,32,374A0E8F,00000000,43901011,3C4E0280,41193050,00000000
4,27000.0,33,372FDA9C,00000000,4390D4FC,3C5C367E,4112EAC7,00000000
4,27000.0,34,3717FB4A,00000000,43916FB9,3C6AA8EB,410CE2C9,00000000
4,27000.0,35,37024D03,00000000,4392044B,3C794E8C,410716F4,00000000
4,27000.0,36,36DD5D60,00000000,439292CE,3C840D80,41018633,00000000
4,27000.0,37,36B9FD1A,00000000,43931B58,3C8B8058,40F85F99,00000000
4,27000.0,38,369A38FD,00000000,43939DFB,3C92F85E,40EE26BE,00000000
4,27000.0,39,367BA0BF,00000000,43941AB8,3C9A6D29,40E461DC,00000000
4,27000.0,40,364A099C,00000000,4394918B,3CA18C74,40DB11F4,00000000
4,27000.0,41,361E3BC6,00000000,4395025D,3CA838FD,40D238DF,00000000
4,27000.0,42,35EE62B9,00000000,43956D09,3CAEA4F8,40C9D9C2,00000000
4,27000.0,43,35A85395,00000000,4395D158,3CB4DE40,40C1F98A,00000000
4,27000.0,44,354EF20F,00000000,43962EF5,3CBAD6AC,40BA9F87,00000000
4,27000.0,45,349BC574,00000000,4396883D,3CC06F25,40B42DF2,00000000
4,27000.0,46,2DB4481C,00000000,4396CFA9,3CC5C9C2,40AD0870,00000000
4,27000.0,47,00000000,00000000,43970686,3CCC0549,40A897C2,00000000
4,27000.0,48,00000000,00000000,43973759,3CD03E14,40A42078,00000000
4,27000.0,49,00000000,00000000,43975015,3CD0C7AA,40A1424F,00000000
5,27000.0,1,00000000,00000000,43470000,37042470,42267973,00000000
5,27000.0,2,00000000,00000000,434652B1,38BD04EA,4214711B,00000000
5,27000.0,3,00000000,37836712,434CB41A,370AC16B,420DEAC3,00000000
5,27000.0,4,00000000,37B9AFAA,435387B1,3783E029,4204E67D,00000000
5,27000.0,5,00000000,37F27C5C,435A3827,38122635,41FA36D5,00000000
5,27000.0,6,00000000,3814338C,435FD0D1,38802DFC,41EC7573,00000000
5,27000.0,7,00000000,382C1FF7,4364D4B9,38CC590A,41E02188,00000000
5,27000.0,8,00000000,3840E5CC,436960AC,391773BC,41D4F383,00000000
5,27000.0,9,00000000,38533B7F,436D89A5,39544187,41CAB7A1,00000000
5,27000.0,10,00000000,3855113F,43715D67,399BB309,41C14D90,00000000
5,27000.0,11,00000000,384DD29F,4374EA0B,39E3519C,41B8912B,00000000
5,27000.0,12,00000000,3842B69B,43783A1C,3A1F5803,41B068E1,00000000
5,27000.0,13,330D937A,38380217,437B55A6,3A5713D5,41A8C26F,00000000
5,27000.0,14,3586F8F3,382B3652,437E4261,3A8CEAFB,41A18EB2,00000000
5,27000.0,15,364C67BA,381B7915,4380827B,3AB434ED,419AC171,00000000
5,27000.0,16,36C4CF61,380974F0,4381D10D,3AE194B6,41945087,00000000
5,27000.0,17,371B1B76,37EB52E1,43830EED,3B0AA591,418E3355,00000000
5,27000.0,18,375A23C0,37C11427,43843D7B,3B27B948,41886273,00000000
5,27000.0,19,378E5F44,3795157B,43855E03,3B4814C5,4182D77B,00000000
5,27000.0,20,37B02913,375091EC,43866FD3,3B6BC00B,417B19BB,00000000
5,27000.0,21,37D12D6A,36EEB105,43877578,3B896016,4170FB80,00000000
5,27000.0,22,37F031F7,36023668,43886FE4,3B9E8E37,41674BC4,00000000
5,27000.0,23,37F36DF6,00000000,4389571E,3BB5539E,415E0307,00000000
5,27000.0,24,37E6C140,00000000,438A3B38,3BCDC2C7,41551A79,00000000
5,27000.0,25,37CDCFC4,00000000,438B14C2,3BE66130,414C8BED,00000000
5,27000.0,26,37B85A1F,00000000,438BE485,3BFE0F33,41445290,00000000
5,27000.0,27,37A4864E,00000000,438CAB09,3C0AF573,413C6A67,00000000
5,27000.0,28,37923CCA,00000000,438D68D0,3C1753C1,4134CF6C,00000000
5,27000.0,29,37816755,00000000,438E1E55,3C241BD4,412D7E0C,00000000
5,27000.0,30,3763E2AE,00000000,438ECBFE,3C314648,41267328,00000000
5,27000.0,31,37478FB3,00000000,438F722A,3C3ECB2F,411FABFE,00000000
5,27000.0,32,372DB19A,00000000,43904161,3C4CA1E4,4119262B,00000000
5,27000.0,33,371625A9,00000000,4390E9A8,3C5AC10B,4112DFA2,00000000
5,27000.0,34,3700CB99,00000000,4391848D,3C691E6D,410CD6B1,00000000
5,27000.0,35,36DB05F4,00000000,43921943,3C77AEB2,410709F4,00000000
5,27000.0,36,36B85A36,00000000,4392A7E8,3C8332D4,41017858,00000000
5,27000.0,37,36995780,00000000,43933098,3C8A9AD5,40F84246,00000000
5,27000.0,38,367B89E5,00000000,4393B35C,3C9207E4,40EE07EA,00000000
5,27000.0,39,364ACF04,00000000,4394303C,3C9971A8,40E441A5,00000000
5,27000.0,40,3620DCFE,00000000,4394A72F,3CA07E35,40DAF078,00000000
5,27000.0,41,35F8E88B,00000000,43951821,3CA7197D,40D2163A,00000000
5,27000.0,42,35B8B9EA,00000000,439582EE,3CAD76F1,40C9B614,00000000
5,27000.0,43,357B6BE3,00000000,4395EA9C,3CB38485,40C29254,00000000
5,27000.0,44,3503FC80,00000000,4396405C,3CB973BD,40B9B952,00000000
5,27000.0,45,2DA68297,00000000,43969719,3CBF985C,40B3346E,00000000
5,27000.0,46,00000000,00000000,4396DB2E,3CC56258,40AE58E0,00000000
5,27000.0,47,00000000,00000000,43972270,3CC9BBC8,40A8F3DF,00000000
5,27000.0,48,00000000,00000000,43975A43,3CCD7099,40A47BFB,00000000
5,27000.0,49,00000000,00000000,43978101,3CCF82D5,40A19D70,00000000
6,27000.0,1,00000000,00000000,435D4000,391DFB6F,42294F08,00000000
6,27000.0,2,00000000,00000000,435C86DE,38FEF31D,42193243,00000000
6,27000.0,3,00000000,386DCABF,435D0508,38A8FA8D,420C9A9C,00000000
6,27000.0,4,00000000,3828EB5F,435E13A5,389111B1,420453CE,00000000
6,27000.0,5,00000000,37AD6DB8,435DC511,38586D00,41F9DD22,00000000
6,27000.0,6,00000000,37CD37E1,435FB246,3885B9DA,41EC203C,00000000
6,27000.0,7,00000000,37EF879B,436446AD,38C27B75,41DFCF46,00000000
6,27000.0,8,00000000,3806B82D,4368D14F,390FBDF2,41D4A3E6,00000000
6,27000.0,9,00000000,3813F929,436CF944,39494ABA,41CA6A65,00000000
6,27000.0,10,00000000,38159A4E,4370CCC1,3995F2B5,41C100ED,00000000
6,27000.0,11,00000000,381107A8,4374594E,39DCCBFC,41B844B8,00000000
6,27000.0,12,00000000,3809B47D,4377A935,3A1B7C8D,41B01D07,00000000
6,27000.0,13,31457233,38020076,437AC44E,3A52AD08,41A8777A,00000000
6,27000.0,14,3514A558,37F2938E,437DB0AD,3A8A62A5,41A144EF,00000000
6,27000.0,15,35FAE411,37DD0A7A,43803973,3AB14DFA,419A790F,00000000
6,27000.0,16,367B1AD4,37C45903,438187CD,3ADE4778,41940999,00000000
6,27000.0,17,36C9D995,37A92EEE,4382C54F,3B08C4C3,418DEDE7,00000000
6,27000.0,18,370FA828,378C28C8,4383F37A,3B259B59,41881E85,00000000
6,27000.0,19,373D0EA6,375BC488,43851392,3B45B50C,4182950D,00000000
6,27000.0,20,376B54AC,371DFD51,438625BC,3B691A22,417A97D9,00000000
6,27000.0,21,378C5FFA,36C0A5C8,43872B7F,3B87E745,41707C97,00000000
6,27000.0,22,37A1D063,3610AC7C,438825FD,3B9CE9A0,4166CFD6,00000000
6,27000.0,23,37AAB3F9,00000000,43890FEA,3BB38BCF,415D8A23,00000000
6,27000.0,24,37A1A988,00000000,4389F480,3BCBC8B1,4154A4C5,00000000
6,27000.0,25,37917E74,00000000,438ACE6F,3BE3E0F9,414C19A1,00000000
6,27000.0,26,37827D62,00000000,438B9E92,3BFB04A2,4143E3E4,00000000
6,27000.0,27,37693DCF,00000000,438C6577,3C094804,413BFF6B,00000000
6,27000.0,28,374FA403,00000000,438D23A3,3C157B1B,4134682E,00000000
6,27000.0,29,37380E7A,00000000,438DD98E,3C2214C3,412D1AA0,00000000
6,27000.0,30,3722602A,00000000,438E879F,3C2F0D7B,412613A3,00000000
6,27000.0,31,370E7F03,00000000,438F5234,3C3C5D18,411F5073,00000000
6,27000.0,32,36F8A1D4,00000000,439001B5,3C49FB13,4118CEB1,00000000
6,27000.0,33,36D77C2C,00000000,4390A317,3C57DDE8,41128C4E,00000000
6,27000.0,34,36B95EC3,00000000,43913E29,3C65FB63,410C8795,00000000
6,27000.0,35,369E1CA2,00000000,4391D310,3C74484C,4106BF20,00000000
6,27000.0,36,36858A3A,00000000,439261EB,3C815C4F,410131D6,00000000
6,27000.0,37,365EF955,00000000,4392EAD0,3C889F79,40F7BDF4,00000000
6,27000.0,38,36379278,00000000,43936DCD,3C8FE658,40ED8C49,00000000
6,27000.0,39,3614892D,00000000,4393EAE5,3C9728BB,40E3CEA6,00000000
6,27000.0,40,35EC4233,00000000,43946212,3C9E010A,40DA85F5,00000000
6,27000.0,41,35B6DC33,00000000,4394D33C,3CA471A2,40D1B407,00000000
6,27000.0,42,358771EA,00000000,43953E3E,3CAAABF6,40C95BF4,00000000
6,27000.0,43,35393796,00000000,4395A2E3,3CB0B3FB,40C18285,00000000
6,27000.0,44,34CF40D0,00000000,43960211,3CB67281,40BA7019,00000000
6,27000.0,45,331C2BF4,00000000,439655AB,3CBBF1A0,40B31E57,00000000
6,27000.0,46,00000000,00000000,43969BD5,3CC1CEF0,40ADC5D5,00000000
6,27000.0,47,00000000,00000000,4396E370,3CC63977,40A8637F,00000000
6,27000.0,48,00000000,00000000,43971963,3CCA19E4,40A3EDD4,00000000
6,27000.0,49,00000000,00000000,439735D5,3CCB7534,40A110B6,00000000
7,27000.0,1,00000000,00000000,4346999A,36F8DB00,422644E4,00000000
7,27000.0,2,00000000,00000000,4345E1B7,38BE20E7,42141B34,00000000
7,27000.0,3,00000000,37847438,434C73D7,3704DC35,420DC073,00000000
7,27000.0,4,00000000,37BB79EC,4353426D,377B5A20,4204BF5A,00000000
7,27000.0,5,00000000,37F57246,4359F3CD,380C63F0,41F9EE0C,00000000
7,27000.0,6,00000000,38167274,435F8A9E,3876F9CD,41EC3184,00000000
7,27000.0,7,00000000,3914A91F,43648CE4,38C55AB7,41DFE1F3,00000000
7,27000.0,8,00000000,391A0C1B,4369175B,391292C5,41D4B7E3,00000000
7,27000.0,9,00000000,391ED042,436D3EFA,394DBD8E,41CA7FA3,00000000
7,27000.0,10,00000000,391F4088,43711141,3997D18C,41C1199F,00000000
7,27000.0,11,00000000,391D6938,43749C72,39DE8ED4,41B860CC,00000000
7,27000.0,12,00000000,391A96F0,4377EB29,3A1C7945,41B03BBA,00000000
7,27000.0,13,3204243E,3917C090,437B055C,3A53BC58,41A89834,00000000
7,27000.0,14,3561780F,3914873A,437DF102,3A8AF93F,41A16729,00000000
7,27000.0,15,3639BBCA,3910939F,4380593F,3AB2048B,419A9C5E,00000000
7,27000.0,16,36B836C0,390C1192,4381A74C,3ADF29AB,41942DB6,00000000
7,27000.0,17,3713552A,390720A9,4382E4A6,3B095466,418E12A0,00000000
7,27000.0,18,39D83F16,37C80C8A,438412BF,3B2650D0,418843B7,00000000
7,27000.0,19,39DA49BD,379C3BB5,438532D7,3B4698B9,4182BA9D,00000000
7,27000.0,20,39DC5CE7,375F450E,43864478,3B6A3547,417AE389,00000000
7,27000.0,21,39DE648E,37067247,438749B7,3B8895A0,4170C8AB,00000000
7,27000.0,22,39E04D2A,3640129A,438843B6,3B9DBFB3,41671C27,00000000
7,27000.0,23,39E0F617,00000000,43892A89,3BB48BDC,415DD686,00000000
7,27000.0,24,39E0237D,00000000,438A0EB6,3BCCFA59,4154F0F9,00000000
7,27000.0,25,39DEC35F,00000000,438AE835,3BE5778A,414C6535,00000000
7,27000.0,26,39DD6DCB,00000000,438BB7EE,3BFCDBE7,41442E7F,00000000
7,27000.0,27,39DC31A3,00000000,438C7E68,3C0A2C35,413C48ED,00000000
7,27000.0,28,39DB0D75,00000000,438D3C29,3C16562C,4134B079,00000000
7,27000.0,29,39D9FFEC,00000000,438DF1A8,3C22E524,412D6191,00000000
7,27000.0,30,39D907D0,00000000,438E9F4B,3C2FD1F6,41265914,00000000
7,27000.0,31,39D823FB,00000000,438F4571,3C3D149A,411F9442,00000000
7,27000.0,32,39D7535C,00000000,43900077,3C4AA4D4,411910B5,00000000
7,27000.0,33,39D694E8,00000000,4390BA1A,3C58794D,4112CC66,00000000
7,27000.0,34,39D5E7A4,00000000,439154C3,3C668840,410CC59C,00000000
7,27000.0,35,39D54A9D,00000000,4391E93E,3C74C675,4106FAF4,00000000
7,27000.0,36,39D4BCE3,00000000,439277AC,3C819416,41016B5C,00000000
7,27000.0,37,39D43D8D,00000000,43930023,3C88D018,40F82C30,00000000
7,27000.0,38,39D3CBAD,00000000,439382B0,3C900FF5,40EDF58F,00000000
7,27000.0,39,39D36652,00000000,4393FF5B,3C974BA6,40E432DB,00000000
