case,dx,k,pmfu,pmfd,puen,pven,puu,pvu,pud,pvd,pmfude_rate
14,4500.0,8,00000000,00000000,41D83593,00000000,41E3AA51,00000000,41E3AA51,00000000,00000000
14,4500.0,9,00000000,00000000,41CDB8BE,00000000,41D83593,00000000,41D83593,00000000,00000000
14,4500.0,10,00000000,00000000,41C40C22,00000000,41CDB8BE,00000000,41CDB8BE,00000000,00000000
14,4500.0,11,00000000,00000000,41BB1133,00000000,41C40C22,00000000,41C40C22,00000000,00000000
14,4500.0,12,00000000,00000000,41B2AFF0,00000000,41BB1133,00000000,41BB1133,00000000,00000000
14,4500.0,13,00000000,00000000,41AAD523,00000000,41B2AFF0,00000000,41B2AFF0,00000000,00000000
14,4500.0,14,00000000,00000000,41A37124,00000000,41AAD523,00000000,41AAD523,00000000,00000000
14,4500.0,15,00000000,00000000,419C770C,00000000,41A37124,00000000,41A37124,00000000,00000000
14,4500.0,16,00000000,00000000,4195DC10,00000000,419C770C,00000000,419C770C,00000000,00000000
14,4500.0,17,00000000,00000000,418F971B,00000000,4195DC10,00000000,4195DC10,00000000,00000000
14,4500.0,18,00000000,00000000,4189A06C,00000000,418F971B,00000000,418F971B,00000000,00000000
14,4500.0,19,00000000,00000000,4183F15E,00000000,4189A06C,00000000,4189A06C,00000000,00000000
14,4500.0,20,00000000,00000000,417D0869,00000000,4183F15E,00000000,4183F15E,00000000,00000000
14,4500.0,21,00000000,00000000,4172A7E5,00000000,417D0869,00000000,417D0869,00000000,00000000
14,4500.0,22,00000000,00000000,4168B87B,00000000,4172A7E5,00000000,4172A7E5,00000000,00000000
14,4500.0,23,00000000,00000000,415F328D,00000000,4168B87B,00000000,4168B87B,00000000,00000000
14,4500.0,24,00000000,00000000,41560F5D,00000000,415F328D,00000000,415F328D,00000000,00000000
14,4500.0,25,00000000,00000000,414D496A,00000000,41560F5D,00000000,41560F5D,00000000,00000000
14,4500.0,26,00000000,00000000,4144DC66,00000000,414D496A,00000000,414D496A,00000000,00000000
14,4500.0,27,00000000,00000000,413CC3BF,00000000,4144DC66,00000000,4144DC66,00000000,00000000
14,4500.0,28,00000000,00000000,4134FB67,00000000,413CC3BF,00000000,413CC3BF,00000000,00000000
14,4500.0,29,00000000,00000000,412D7FC3,00000000,4134FB67,00000000,4134FB67,00000000,00000000
14,4500.0,30,00000000,00000000,41264DAE,00000000,412D7FC3,00000000,412D7FC3,00000000,00000000
14,4500.0,31,00000000,00000000,411F6257,00000000,41264DAE,00000000,41264DAE,00000000,00000000
14,4500.0,32,00000000,00000000,4118BB52,00000000,411F6257,00000000,411F6257,00000000,00000000
14,4500.0,33,00000000,00000000,41125684,00000000,4118BB52,00000000,4118BB52,00000000,00000000
14,4500.0,34,00000000,00000000,410C3223,00000000,41125684,00000000,41125684,00000000,00000000
14,4500.0,35,00000000,00000000,41064CB7,00000000,410C3223,00000000,410C3223,00000000,00000000
14,4500.0,36,00000000,00000000,4100A511,00000000,41064CB7,00000000,41064CB7,00000000,00000000
14,4500.0,37,00000000,00000000,40F674B4,00000000,4100A511,00000000,4100A511,00000000,00000000
14,4500.0,38,00000000,00000000,40EC1819,00000000,40F674B4,00000000,40F674B4,00000000,00000000
14,4500.0,39,00000000,00000000,40E23410,00000000,40EC1819,00000000,40EC1819,00000000,00000000
14,4500.0,40,00000000,00000000,40D90E14,00000000,40E23410,00000000,40E23410,00000000,00000000
14,4500.0,41,00000000,00000000,40D05E62,00000000,40D90E14,00000000,40D90E14,00000000,00000000
14,4500.0,42,00000000,00000000,40C827D2,00000000,40D05E62,00000000,40D05E62,00000000,00000000
14,4500.0,43,00000000,00000000,40C06ED2,00000000,40C827D2,00000000,40C827D2,00000000,00000000
14,4500.0,44,00000000,00000000,40B93A18,00000000,40C06ED2,00000000,40C06ED2,00000000,00000000
14,4500.0,45,00000000,00000000,40B293B4,00000000,40B93A18,00000000,40B93A18,00000000,00000000
14,4500.0,46,00000000,00000000,40AC8B37,00000000,40B293B4,00000000,40B293B4,00000000,00000000
14,4500.0,47,00000000,00000000,40A73A73,00000000,40AC8B37,00000000,40AC8B37,00000000,00000000
14,4500.0,48,00000000,00000000,40A2D38D,00000000,40A73A73,00000000,40A73A73,00000000,00000000
14,4500.0,49,00000000,00000000,40A00000,00000000,40A2D38D,00000000,40A2D38D,00000000,00000000
15,4500.0,1,00000000,00000000,4235A49C,00000000,4235A49C,00000000,4235A49C,00000000,00000000
15,4500.0,2,00000000,00000000,4224B5FB,00000000,4235A49C,00000000,4235A49C,00000000,00000000
15,4500.0,3,00000000,00000000,4217BC71,00000000,4224B5FB,00000000,4224B5FB,00000000,00000000
15,4500.0,4,00000000,00000000,420D1A1F,00000000,4217BC71,00000000,4217BC71,00000000,00000000
15,4500.0,5,00000000,00000000,42040966,00000000,420D1A1F,00000000,420D1A1F,00000000,00000000
15,4500.0,6,00000000,00000000,41F8429B,00000000,42040966,00000000,42040966,00000000,00000000
15,4500.0,7,00000000,00000000,41EA3BA6,00000000,41F8429B,00000000,41F8429B,00000000,00000000
15,4500.0,8,00000000,00000000,41DDA0AC,00000000,41EA3BA6,00000000,41EA3BA6,00000000,00000000
15,4500.0,9,00000000,00000000,41D22EC9,00000000,41DDA0AC,00000000,41DDA0AC,00000000,00000000
15,4500.0,10,00000000,00000000,41C7B466,00000000,41D22EC9,00000000,41D22EC9,00000000,00000000
15,4500.0,11,00000000,00000000,41BE0B98,00000000,41C7B466,00000000,41C7B466,00000000,00000000
15,4500.0,12,00000000,00000000,41B516D0,00000000,41BE0B98,00000000,41BE0B98,00000000,00000000
15,4500.0,13,00000000,00000000,41ACBE88,00000000,41B516D0,00000000,41B516D0,00000000,00000000
15,4500.0,14,00000000,00000000,41A4EFB2,00000000,41ACBE88,00000000,41ACBE88,00000000,00000000
15,4500.0,15,00000000,00000000,419D9AB3,00000000,41A4EFB2,00000000,41A4EFB2,00000000,00000000
15,4500.0,16,00000000,00000000,4196B28A,00000000,419D9AB3,00000000,419D9AB3,00000000,00000000
15,4500.0,17,00000000,00000000,41902C54,00000000,4196B28A,00000000,4196B28A,00000000,00000000
15,4500.0,18,00000000,00000000,4189FED3,00000000,41902C54,00000000,41902C54,00000000,00000000
15,4500.0,19,00000000,00000000,41842222,00000000,4189FED3,00000000,4189FED3,00000000,00000000
15,4500.0,20,00000000,00000000,417D1EE3,00000000,41842222,00000000,41842222,00000000,00000000
15,4500.0,21,00000000,00000000,417281BE,00000000,417D1EE3,00000000,417D1EE3,00000000,00000000
15,4500.0,22,00000000,00000000,41686293,00000000,417281BE,00000000,417281BE,00000000,00000000
15,4500.0,23,00000000,00000000,415EB868,00000000,41686293,00000000,41686293,00000000,00000000
15,4500.0,24,00000000,00000000,41557B55,00000000,415EB868,00000000,415EB868,00000000,00000000
15,4500.0,25,00000000,00000000,414CA458,00000000,41557B55,00000000,41557B55,00000000,00000000
15,4500.0,26,00000000,00000000,41442D2C,00000000,414CA458,00000000,414CA458,00000000,00000000
15,4500.0,27,00000000,00000000,413C1062,00000000,41442D2C,00000000,41442D2C,00000000,00000000
15,4500.0,28,00000000,00000000,4134492A,00000000,413C1062,00000000,413C1062,00000000,00000000
15,4500.0,29,00000000,00000000,412CD334,00000000,4134492A,00000000,4134492A,00000000,00000000
15,4500.0,30,00000000,00000000,4125AABE,00000000,412CD334,00000000,412CD334,00000000,00000000
15,4500.0,31,00000000,00000000,411ECC6D,00000000,4125AABE,00000000,4125AABE,00000000,00000000
15,4500.0,32,00000000,00000000,41183550,00000000,411ECC6D,00000000,411ECC6D,00000000,00000000
15,4500.0,33,00000000,00000000,4111E2D7,00000000,41183550,00000000,41183550,00000000,00000000
15,4500.0,34,00000000,00000000,410BD2D1,00000000,4111E2D7,00000000,4111E2D7,00000000,00000000
15,4500.0,35,00000000,00000000,41060362,00000000,410BD2D1,00000000,410BD2D1,00000000,00000000
15,4500.0,36,00000000,00000000,41007304,00000000,41060362,00000000,41060362,00000000,00000000
15,4500.0,37,00000000,00000000,40F64117,00000000,41007304,00000000,41007304,00000000,00000000
15,4500.0,38,00000000,00000000,40EC1651,00000000,40F64117,00000000,40F64117,00000000,00000000
15,4500.0,39,00000000,00000000,40E264E4,00000000,40EC1651,00000000,40EC1651,00000000,00000000
15,4500.0,40,00000000,00000000,40D92CEF,00000000,40E264E4,00000000,40E264E4,00000000,00000000
15,4500.0,41,00000000,00000000,40D06F8A,00000000,40D92CEF,00000000,40D92CEF,00000000,00000000
15,4500.0,42,00000000,00000000,40C82F08,00000000,40D06F8A,00000000,40D06F8A,00000000,00000000
15,4500.0,43,00000000,00000000,40C06F57,00000000,40C82F08,00000000,40C82F08,00000000,00000000
15,4500.0,44,00000000,00000000,40B936AF,00000000,40C06F57,00000000,40C06F57,00000000,00000000
15,4500.0,45,00000000,00000000,40B28EA1,00000000,40B936AF,00000000,40B936AF,00000000,00000000
15,4500.0,46,00000000,00000000,40AC8641,00000000,40B28EA1,00000000,40B28EA1,00000000,00000000
15,4500.0,47,00000000,00000000,40A736D8,00000000,40AC8641,00000000,40AC8641,00000000,00000000
15,4500.0,48,00000000,00000000,40A2D1ED,00000000,40A736D8,00000000,40A736D8,00000000,00000000
15,4500.0,49,00000000,00000000,40A00000,00000000,40A2D1ED,00000000,40A2D1ED,00000000,00000000
16,4500.0,1,00000000,00000000,423FEEE3,00000000,423FEEE3,00000000,423FEEE3,00000000,00000000
16,4500.0,2,00000000,00000000,422D1DB0,00000000,423FEEE3,00000000,423FEEE3,00000000,00000000
16,4500.0,3,00000000,00000000,421EBCF6,00000000,422D1DB0,00000000,422D1DB0,00000000,00000000
16,4500.0,4,00000000,00000000,42131B64,00000000,421EBCF6,00000000,421EBCF6,00000000,00000000
16,4500.0,5,00000000,00000000,420941E2,00000000,42131B64,00000000,42131B64,00000000,00000000
16,4500.0,6,00000000,00000000,4200B72E,00000000,420941E2,00000000,420941E2,00000000,00000000
16,4500.0,7,00000000,00000000,41F25A45,00000000,4200B72E,00000000,4200B72E,00000000,00000000
16,4500.0,8,00000000,00000000,41E4DCD1,00000000,41F25A45,00000000,41F25A45,00000000,00000000
16,4500.0,9,00000000,00000000,41D8A9D1,00000000,41E4DCD1,00000000,41E4DCD1,00000000,00000000
16,4500.0,10,00000000,00000000,41CD88FA,00000000,41D8A9D1,00000000,41D8A9D1,00000000,00000000
16,4500.0,11,00000000,00000000,41C34EDE,00000000,41CD88FA,00000000,41CD88FA,00000000,00000000
16,4500.0,12,00000000,00000000,41B9D9A5,00000000,41C34EDE,00000000,41C34EDE,00000000,00000000
16,4500.0,13,00000000,00000000,41B10F17,00000000,41B9D9A5,00000000,41B9D9A5,00000000,00000000
16,4500.0,14,00000000,00000000,41A8DA04,00000000,41B10F17,00000000,41B10F17,00000000,00000000
16,4500.0,15,00000000,00000000,41A1291A,00000000,41A8DA04,00000000,41A8DA04,00000000,00000000
16,4500.0,16,00000000,00000000,4199EDF6,00000000,41A1291A,00000000,41A1291A,00000000,00000000
16,4500.0,17,00000000,00000000,41931C8E,00000000,4199EDF6,00000000,4199EDF6,00000000,00000000
16,4500.0,18,00000000,00000000,418CAAB2,00000000,41931C8E,00000000,41931C8E,00000000,00000000
16,4500.0,19,00000000,00000000,41868FAD,00000000,418CAAB2,00000000,418CAAB2,00000000,00000000
16,4500.0,20,00000000,00000000,4180C406,00000000,41868FAD,00000000,41868FAD,00000000,00000000
16,4500.0,21,00000000,00000000,4176828A,00000000,4180C406,00000000,4180C406,00000000,00000000
16,4500.0,22,00000000,00000000,416C0394,00000000,4176828A,00000000,4176828A,00000000,00000000
16,4500.0,23,00000000,00000000,41620154,00000000,416C0394,00000000,416C0394,00000000,00000000
16,4500.0,24,00000000,00000000,41587325,00000000,41620154,00000000,41620154,00000000,00000000
16,4500.0,25,00000000,00000000,414F5176,00000000,41587325,00000000,41587325,00000000,00000000
16,4500.0,26,00000000,00000000,41469604,00000000,414F5176,00000000,414F5176,00000000,00000000
16,4500.0,27,00000000,00000000,413E3AC8,00000000,41469604,00000000,41469604,00000000,00000000
16,4500.0,28,00000000,00000000,41363A6F,00000000,413E3AC8,00000000,413E3AC8,00000000,00000000
16,4500.0,29,00000000,00000000,412E9036,00000000,41363A6F,00000000,41363A6F,00000000,00000000
16,4500.0,30,00000000,00000000,412737F0,00000000,412E9036,00000000,412E9036,00000000,00000000
16,4500.0,31,00000000,00000000,41202DE2,00000000,412737F0,00000000,412737F0,00000000,00000000
16,4500.0,32,00000000,00000000,41196EC7,00000000,41202DE2,00000000,41202DE2,00000000,00000000
16,4500.0,33,00000000,00000000,4112F7C4,00000000,41196EC7,00000000,41196EC7,00000000,00000000
16,4500.0,34,00000000,00000000,410CC661,00000000,4112F7C4,00000000,4112F7C4,00000000,00000000
16,4500.0,35,00000000,00000000,4106D882,00000000,410CC661,00000000,410CC661,00000000,00000000
16,4500.0,36,00000000,00000000,41012C68,00000000,4106D882,00000000,4106D882,00000000,00000000
16,4500.0,37,00000000,00000000,40F7816A,00000000,41012C68,00000000,41012C68,00000000,00000000
16,4500.0,38,00000000,00000000,40ED28CD,00000000,40F7816A,00000000,40F7816A,00000000,00000000
16,4500.0,39,00000000,00000000,40E34DD2,00000000,40ED28CD,00000000,40ED28CD,00000000,00000000
16,4500.0,40,00000000,00000000,40D9F02E,00000000,40E34DD2,00000000,40E34DD2,00000000,00000000
16,4500.0,41,00000000,00000000,40D110AA,00000000,40D9F02E,00000000,40D9F02E,00000000,00000000
16,4500.0,42,00000000,00000000,40C8B15E,00000000,40D110AA,00000000,40D110AA,00000000,00000000
16,4500.0,43,00000000,00000000,40C0D606,00000000,40C8B15E,00000000,40C8B15E,00000000,00000000
16,4500.0,44,00000000,00000000,40B984B2,00000000,40C0D606,00000000,40C0D606,00000000,00000000
16,4500.0,45,00000000,00000000,40B2C6D5,00000000,40B984B2,00000000,40B984B2,00000000,00000000
16,4500.0,46,00000000,00000000,40ACAB74,00000000,40B2C6D5,00000000,40B2C6D5,00000000,00000000
16,4500.0,47,00000000,00000000,40A74BE9,00000000,40ACAB74,00000000,40ACAB74,00000000,00000000
16,4500.0,48,00000000,00000000,40A2DA0D,00000000,40A74BE9,00000000,40A74BE9,00000000,00000000
16,4500.0,49,00000000,00000000,40A00000,00000000,40A2DA0D,00000000,40A2DA0D,00000000,00000000
17,4500.0,1,00000000,00000000,4219AA76,00000000,4219AA76,00000000,4219AA76,00000000,00000000
17,4500.0,2,00000000,00000000,420B4996,00000000,4219AA76,00000000,4219AA76,00000000,00000000
17,4500.0,3,00000000,00000000,420044EB,00000000,420B4996,00000000,420B4996,00000000,00000000
17,4500.0,4,00000000,00000000,41EEB269,00000000,420044EB,00000000,420044EB,00000000,00000000
17,4500.0,5,00000000,00000000,41DFBA08,00000000,41EEB269,00000000,41EEB269,00000000,00000000
17,4500.0,6,00000000,00000000,41D2D8BD,00000000,41DFBA08,00000000,41DFBA08,00000000,00000000
17,4500.0,7,00000000,00000000,41C78E97,00000000,41D2D8BD,00000000,41D2D8BD,00000000,00000000
17,4500.0,8,00000000,00000000,41BD84CC,00000000,41C78E97,00000000,41C78E97,00000000,00000000
17,4500.0,9,00000000,00000000,41B4702D,00000000,41BD84CC,00000000,41BD84CC,00000000,00000000
17,4500.0,10,00000000,00000000,41AC155F,00000000,41B4702D,00000000,41B4702D,00000000,00000000
17,4500.0,11,00000000,00000000,41A458CC,00000000,41AC155F,00000000,41AC155F,00000000,00000000
17,4500.0,12,00000000,00000000,419D24D3,00000000,41A458CC,00000000,41A458CC,00000000,00000000
17,4500.0,13,00000000,00000000,41966826,00000000,419D24D3,00000000,419D24D3,00000000,00000000
17,4500.0,14,00000000,00000000,419014B8,00000000,41966826,00000000,41966826,00000000,00000000
17,4500.0,15,00000000,00000000,418A1EFA,00000000,419014B8,00000000,419014B8,00000000,00000000
17,4500.0,16,00000000,00000000,41847D44,00000000,418A1EFA,00000000,418A1EFA,00000000,00000000
17,4500.0,17,00000000,00000000,417E4EF2,00000000,41847D44,00000000,41847D44,00000000,00000000
17,4500.0,18,00000000,00000000,41742D5F,00000000,417E4EF2,00000000,417E4EF2,00000000,00000000
17,4500.0,19,00000000,00000000,416A89FC,00000000,41742D5F,00000000,41742D5F,00000000,00000000
17,4500.0,20,00000000,00000000,41615A92,00000000,416A89FC,00000000,416A89FC,00000000,00000000
17,4500.0,21,00000000,00000000,41589642,00000000,41615A92,00000000,41615A92,00000000,00000000
17,4500.0,22,00000000,00000000,41503550,00000000,41589642,00000000,41589642,00000000,00000000
17,4500.0,23,00000000,00000000,414830F6,00000000,41503550,00000000,41503550,00000000,00000000
17,4500.0,24,00000000,00000000,41408338,00000000,414830F6,00000000,414830F6,00000000,00000000
17,4500.0,25,00000000,00000000,413926D4,00000000,41408338,00000000,41408338,00000000,00000000
17,4500.0,26,00000000,00000000,4132171A,00000000,413926D4,00000000,413926D4,00000000,00000000
17,4500.0,27,00000000,00000000,412B4FEA,00000000,4132171A,00000000,4132171A,00000000,00000000
17,4500.0,28,00000000,00000000,4124CD9C,00000000,412B4FEA,00000000,412B4FEA,00000000,00000000
17,4500.0,29,00000000,00000000,411E8CE9,00000000,4124CD9C,00000000,4124CD9C,00000000,00000000
17,4500.0,30,00000000,00000000,41188AFA,00000000,411E8CE9,00000000,411E8CE9,00000000,00000000
17,4500.0,31,00000000,00000000,4112C53F,00000000,41188AFA,00000000,41188AFA,00000000,00000000
17,4500.0,32,00000000,00000000,410D3984,00000000,4112C53F,00000000,4112C53F,00000000,00000000
17,4500.0,33,00000000,00000000,4107E5DC,00000000,410D3984,00000000,410D3984,00000000,00000000
17,4500.0,34,00000000,00000000,4102C8A3,00000000,4107E5DC,00000000,4107E5DC,00000000,00000000
17,4500.0,35,00000000,00000000,40FBC0F8,00000000,4102C8A3,00000000,4102C8A3,00000000,00000000
17,4500.0,36,00000000,00000000,40F25894,00000000,40FBC0F8,00000000,40FBC0F8,00000000,00000000
17,4500.0,37,00000000,00000000,40E9567C,00000000,40F25894,00000000,40F25894,00000000,00000000
17,4500.0,38,00000000,00000000,40E0B9A0,00000000,40E9567C,00000000,40E9567C,00000000,00000000
17,4500.0,39,00000000,00000000,40D8819D,00000000,40E0B9A0,00000000,40E0B9A0,00000000,00000000
17,4500.0,40,00000000,00000000,40D0AEC0,00000000,40D8819D,00000000,40D8819D,00000000,3C9636B1
17,4500.0,41,3C9636B1,00000000,40C94236,00000000,40D0AEC0,00000000,40D0AEC0,00000000,00000000
17,4500.0,42,3C5A96A9,00000000,40C23E3E,00000000,40C94236,00000000,40C94236,00000000,00000000
17,4500.0,43,3C186C30,00000000,40BBA675,00000000,40C23E3E,00000000,40C23E3E,00000000,00000000
17,4500.0,44,3BC90F11,00000000,40B5806A,00000000,40BBA675,00000000,40BBA675,00000000,00000000
17,4500.0,45,3B75CA33,00000000,40AFD483,00000000,40B5806A,00000000,40B5806A,00000000,00000000
17,4500.0,46,3B068E9A,00000000,40AAAFD9,00000000,40AFD483,00000000,40AFD483,00000000,00000000
17,4500.0,47,3A778819,00000000,40A62842,00000000,40AAAFD9,00000000,40AAAFD9,00000000,00000000
17,4500.0,48,39A5A8CB,00000000,40A26843,00000000,40A62842,00000000,40A62842,00000000,00000000
17,4500.0,49,384BF39C,00000000,40A00000,00000000,40A26843,00000000,40A26843,00000000,00000000
18,4500.0,1,00000000,00000000,421F2ADC,00000000,421F2ADC,00000000,421F2ADC,00000000,00000000
18,4500.0,2,00000000,00000000,421068D1,00000000,421F2ADC,00000000,421F2ADC,00000000,00000000
18,4500.0,3,00000000,00000000,420519B4,00000000,421068D1,00000000,421068D1,00000000,00000000
18,4500.0,4,00000000,00000000,41F7E372,00000000,420519B4,00000000,420519B4,00000000,00000000
18,4500.0,5,00000000,00000000,41E885EF,00000000,41F7E372,00000000,41F7E372,00000000,00000000
18,4500.0,6,00000000,00000000,41DB4DA2,00000000,41E885EF,00000000,41E885EF,00000000,00000000
18,4500.0,7,00000000,00000000,41CFB739,00000000,41DB4DA2,00000000,41DB4DA2,00000000,00000000
18,4500.0,8,00000000,00000000,41C55D71,00000000,41CFB739,00000000,41CFB739,00000000,00000000
18,4500.0,9,00000000,00000000,41BBE71D,00000000,41C55D71,00000000,41C55D71,00000000,00000000
18,4500.0,10,00000000,00000000,41B32F9D,00000000,41BBE71D,00000000,41BBE71D,00000000,00000000
18,4500.0,11,00000000,00000000,41AB1AD5,00000000,41B32F9D,00000000,41B32F9D,00000000,00000000
18,4500.0,12,00000000,00000000,41A392B0,00000000,41AB1AD5,00000000,41AB1AD5,00000000,00000000
18,4500.0,13,00000000,00000000,419C8586,00000000,41A392B0,00000000,41A392B0,00000000,00000000
18,4500.0,14,00000000,00000000,4195E4F5,00000000,419C8586,00000000,419C8586,00000000,00000000
18,4500.0,15,00000000,00000000,418FA52A,00000000,4195E4F5,00000000,4195E4F5,00000000,00000000
18,4500.0,16,00000000,00000000,4189BC42,00000000,418FA52A,00000000,418FA52A,00000000,00000000
18,4500.0,17,00000000,00000000,418421EB,00000000,4189BC42,00000000,4189BC42,00000000,00000000
18,4500.0,18,00000000,00000000,417D9E1D,00000000,418421EB,00000000,418421EB,00000000,00000000
18,4500.0,19,00000000,00000000,41737B39,00000000,417D9E1D,00000000,417D9E1D,00000000,00000000
18,4500.0,20,00000000,00000000,4169D0A8,00000000,41737B39,00000000,41737B39,00000000,00000000
18,4500.0,21,00000000,00000000,41609551,00000000,4169D0A8,00000000,4169D0A8,00000000,00000000
18,4500.0,22,00000000,00000000,4157C140,00000000,41609551,00000000,41609551,00000000,00000000
18,4500.0,23,00000000,00000000,414F4D7D,00000000,4157C140,00000000,4157C140,00000000,00000000
18,4500.0,24,00000000,00000000,414733E5,00000000,414F4D7D,00000000,414F4D7D,00000000,00000000
18,4500.0,25,00000000,00000000,413F6F0E,00000000,414733E5,00000000,414733E5,00000000,00000000
18,4500.0,26,00000000,00000000,4137FA2A,00000000,413F6F0E,00000000,413F6F0E,00000000,00000000
18,4500.0,27,00000000,00000000,4130D0F8,00000000,4137FA2A,00000000,4137FA2A,00000000,00000000
18,4500.0,28,00000000,00000000,4129EFB6,00000000,4130D0F8,00000000,4130D0F8,00000000,00000000
18,4500.0,29,00000000,00000000,41235306,00000000,4129EFB6,00000000,4129EFB6,00000000,00000000
18,4500.0,30,00000000,00000000,411CF7FD,00000000,41235306,00000000,41235306,00000000,00000000
18,4500.0,31,00000000,00000000,4116DBFB,00000000,411CF7FD,00000000,411CF7FD,00000000,00000000
18,4500.0,32,00000000,00000000,4110FCBD,00000000,4116DBFB,00000000,4116DBFB,00000000,00000000
18,4500.0,33,00000000,00000000,410B584B,00000000,4110FCBD,00000000,4110FCBD,00000000,00000000
18,4500.0,34,00000000,00000000,4105ECF8,00000000,410B584B,00000000,410B584B,00000000,3D007A5E
18,4500.0,35,3D007A5E,00000000,4100B964,00000000,4105ECF8,00000000,4105ECF8,00000000,00000000
18,4500.0,36,3CD548B6,00000000,40F778DC,00000000,4100B964,00000000,4100B964,00000000,00000000
18,4500.0,37,3CAE9B2F,00000000,40EDEA94,00000000,40F778DC,00000000,40F778DC,00000000,00000000
18,4500.0,38,3C8CAB90,00000000,40E4C6E8,00000000,40EDEA94,00000000,40EDEA94,00000000,00000000
18,4500.0,39,3C5E6F52,00000000,40DC0D8B,00000000,40E4C6E8,00000000,40E4C6E8,00000000,00000000
18,4500.0,40,3C2BF74F,00000000,40D3BEE8,00000000,40DC0D8B,00000000,40DC0D8B,00000000,00000000
18,4500.0,41,3C016390,00000000,40CBDC57,00000000,40D3BEE8,00000000,40D3BEE8,00000000,00000000
18,4500.0,42,3BBC48E2,00000000,40C46853,00000000,40CBDC57,00000000,40CBDC57,00000000,00000000
18,4500.0,43,3B834AA9,00000000,40BD66C9,00000000,40C46853,00000000,40C46853,00000000,00000000
18,4500.0,44,3B2D2F6E,00000000,40B6DDB6,00000000,40BD66C9,00000000,40BD66C9,00000000,00000000
18,4500.0,45,3AD3B70C,00000000,40B0D61E,00000000,40B6DDB6,00000000,40B6DDB6,00000000,00000000
18,4500.0,46,3A67CE42,00000000,40AB5E07,00000000,40B0D61E,00000000,40B0D61E,00000000,00000000
18,4500.0,47,39D5371C,00000000,40A68CBE,00000000,40AB5E07,00000000,40AB5E07,00000000,00000000
18,4500.0,48,390EB17C,00000000,40A28F96,00000000,40A68CBE,00000000,40A68CBE,00000000,00000000
18,4500.0,49,37AFAD4C,00000000,40A00000,00000000,40A28F96,00000000,40A28F96,00000000,00000000
1,9000.0,1,00000000,00000000,4225AFFB,00000000,4225AFFB,00000000,4225AFFB,00000000,00000000
1,9000.0,2,00000000,00000000,42181152,00000000,4225AFFB,00000000,4225AFFB,00000000,3DF7C8AF
1,9000.0,3,3DF7C8AF,00000000,420D5852,00000000,42181152,00000000,42181152,00000000,3D120AB2
1,9000.0,4,3E206704,00000000,420459D0,00000000,420D5852,00000000,420D5852,00000000,3C479E37
1,9000.0,5,3E2CE0E7,00000000,41F92792,00000000,420459D0,00000000,420459D0,00000000,3B412C3C
1,9000.0,6,3E2FE595,00000000,41EB6F06,00000000,41F92792,00000000,41F92792,00000000,344DFC87
1,9000.0,7,3E2FE597,00000000,41DF22E2,00000000,41EB6F06,00000000,41EB6F06,00000000,352F1806
1,9000.0,8,3E2FE59B,00000000,41D3FBC8,00000000,41DF22E2,00000000,41DF22E2,00000000,35FF4F4C
1,9000.0,9,3E2FE5AB,00000000,41C9C61A,00000000,41D3FBC8,00000000,41D3FBC8,00000000,36A486F3
1,9000.0,10,3E2FE5D8,00000000,41C05B35,00000000,41C9C61A,00000000,41C9C61A,00000000,372A0E25
1,9000.0,11,3E2FE621,00000000,41B79D6A,00000000,41C05B35,00000000,41C05B35,00000000,379F94B2
1,9000.0,12,3E2FE677,00000000,41AF7563,00000000,41B79D6A,00000000,41B79D6A,00000000,380D60F9
1,9000.0,13,3E2FE6BC,00000000,41A7D06E,00000000,41AF7563,00000000,41AF7563,00000000,387023CD
1,9000.0,14,3E2FE6B1,00000000,41A09F54,00000000,41A7D06E,00000000,41A7D06E,00000000,38C6F92F
1,9000.0,15,3E2FE5DE,00000000,4199D586,00000000,41A09F54,00000000,41A09F54,00000000,39210197
1,9000.0,16,3E2FE391,00000000,41936888,00000000,4199D586,00000000,4199D586,00000000,397CCFC3
1,9000.0,17,3E2FDEB4,00000000,418D4F84,00000000,41936888,00000000,41936888,00000000,39BFA433
1,9000.0,18,3E2FD5A2,00000000,418782F1,00000000,418D4F84,00000000,418D4F84,00000000,3A0BD35C
1,9000.0,19,3E2FC601,00000000,4181FC5A,00000000,418782F1,00000000,418782F1,00000000,3A43FF0A
1,9000.0,20,3E2FAC9A,00000000,41796C52,00000000,4181FC5A,00000000,4181FC5A,00000000,3A83C85F
1,9000.0,21,3E2F8537,00000000,416F570C,00000000,41796C52,00000000,41796C52,00000000,3AA9D6E6
1,9000.0,22,3E2F4AAB,00000000,4165B068,00000000,416F570C,00000000,416F570C,00000000,3AD18CC9
1,9000.0,23,3E2EF709,00000000,415C70FB,00000000,4165B068,00000000,4165B068,00000000,3AF8DB72
1,9000.0,24,3E2E8364,00000000,4153923A,00000000,415C70FB,00000000,415C70FB,00000000,3B104591
1,9000.0,25,3E2DE7DB,00000000,414B0E74,00000000,4153923A,00000000,4153923A,00000000,3B292B77
1,9000.0,26,3E2D20A9,00000000,4142E09A,00000000,414B0E74,00000000,414B0E74,00000000,3B475CC9
1,9000.0,27,3E2C296F,00000000,413B042A,00000000,4142E09A,00000000,4142E09A,00000000,3B67F1AE
1,9000.0,28,3E2AFB7C,00000000,41337525,00000000,413B042A,00000000,413B042A,00000000,3B85477C
1,9000.0,29,3E299039,00000000,412C3000,00000000,41337525,00000000,41337525,00000000,3B975F1D
