case,dx,k,ztenu,ztenv,pvom,pvol,puen,pven,ptte
1,13500.0,16,00000000,00000000,39EA1B82,00000000,41936888,00000000,3B336665
1,13500.0,17,00000000,00000000,39DE01CF,00000000,418D4F84,00000000,3B2DFCBE
1,13500.0,18,00000000,00000000,39D2834C,00000000,418782F1,00000000,3B299534
1,13500.0,19,00000000,00000000,39C78691,00000000,4181FC5A,00000000,3B26B883
1,13500.0,20,00000000,00000000,39BD0FBC,00000000,41796C52,00000000,3B24C088
1,13500.0,21,00000000,00000000,39B337BC,00000000,416F570C,00000000,3B1B9D55
1,13500.0,22,00000000,00000000,39AA2F58,00000000,4165B068,00000000,3B133D2F
1,13500.0,23,00000000,00000000,39A20B59,00000000,415C70FB,00000000,3B0D21C4
1,13500.0,24,00000000,00000000,399A9F46,00000000,4153923A,00000000,3AF09B5F
1,13500.0,25,00000000,00000000,39930895,00000000,414B0E74,00000000,3ABE825A
1,13500.0,26,00000000,00000000,398B4DB8,00000000,4142E09A,00000000,3A7478EE
1,13500.0,27,00000000,00000000,3983E289,00000000,413B042A,00000000,39967946
1,13500.0,28,00000000,00000000,39798DF0,00000000,41337525,00000000,B9F5B5CC
1,13500.0,29,00000000,00000000,396BF9CA,00000000,412C3000,00000000,BAAD1563
1,13500.0,30,00000000,00000000,395F08E9,00000000,412531A0,00000000,3AAA321B
1,13500.0,31,00000000,00000000,3952BC5D,00000000,411E7743,00000000,3ADE016C
1,13500.0,32,00000000,00000000,39471434,00000000,4117FE88,00000000,3AD7DCBD
1,13500.0,33,00000000,00000000,393C0F24,00000000,4111C562,00000000,3AD1648C
1,13500.0,34,00000000,00000000,3931AF2E,00000000,410BCA14,00000000,3ACA8077
1,13500.0,35,00000000,00000000,3927F2BC,00000000,41060B31,00000000,3AC32439
1,13500.0,36,00000000,00000000,391EDBC1,00000000,41008798,00000000,3ABB6BDE
1,13500.0,37,00000000,00000000,391667F6,00000000,40F67D01,00000000,3AB331D1
1,13500.0,38,00000000,00000000,390E9DFD,00000000,40EC5EE6,00000000,3AAA89D9
1,13500.0,39,00000000,00000000,39078292,00000000,40E2B4BA,00000000,3AA16D4B
1,13500.0,40,00000000,00000000,38FF73E7,00000000,40D97F3F,00000000,3A9838CC
1,13500.0,41,00000000,00000000,38F0570D,00000000,40D0C030,00000000,3A8EDA8E
1,13500.0,42,00000000,00000000,3974472B,00000000,40C87A81,00000000,3A972801
1,13500.0,43,00000000,00000000,B8187D50,00000000,40C0B2BE,00000000,3A37D80F
1,13500.0,44,00000000,00000000,B6FAF459,00000000,40B96FC3,00000000,3A1F8C01
1,13500.0,45,00000000,00000000,384C1B80,00000000,40B2BBCA,00000000,3A0F3973
1,13500.0,46,00000000,00000000,39287FDB,00000000,40ACA69F,00000000,3A134ACD
1,13500.0,47,00000000,00000000,39E15BB3,00000000,40A74A69,00000000,379EE4F1
1,13500.0,48,00000000,00000000,39E15BB4,00000000,40A2D9D6,00000000,B8AE251B
1,13500.0,49,00000000,00000000,39E15BB5,00000000,40A00000,00000000,B77EF654
2,13500.0,1,00000000,00000000,00000000,00000000,41CA7C65,00000000,00000000
2,13500.0,2,00000000,00000000,BB4BF9E9,00000000,41C502AB,00000000,BC31EA25
2,13500.0,3,00000000,00000000,B82FC1B8,00000000,41C0B51F,00000000,3C3AC2F6
2,13500.0,4,00000000,00000000,B7E037CE,00000000,41BD1924,00000000,3B85E664
2,13500.0,5,00000000,00000000,B7673B6F,00000000,41B9FA8E,00000000,3C141738
2,13500.0,6,00000000,00000000,B616BB1F,00000000,41B739C6,00000000,3C13218E
2,13500.0,7,00000000,00000000,370B50E5,00000000,41B4C21C,00000000,3C122F40
2,13500.0,8,00000000,00000000,3797A487,00000000,41B2853D,00000000,3C10EB09
2,13500.0,9,00000000,00000000,37E45C51,00000000,41B078CF,00000000,3C0F4A04
2,13500.0,10,00000000,00000000,383DEB48,00000000,41AE9510,00000000,3C0B4ED3
2,13500.0,11,00000000,00000000,38833146,00000000,41ACD40D,00000000,3C06D6C8
2,13500.0,12,00000000,00000000,38A0876E,00000000,41AB3115,00000000,3C02D512
2,13500.0,13,00000000,00000000,38B865BC,00000000,41A9A869,00000000,3BFF3C38
2,13500.0,14,00000000,00000000,38CB6FC9,00000000,41A836FA,00000000,3BFA0666
2,13500.0,15,00000000,00000000,38DA9E32,00000000,41A6DA44,00000000,3BF4AFF5
2,13500.0,16,00000000,00000000,38E7229A,00000000,41A5902C,00000000,3BF011CE
2,13500.0,17,00000000,00000000,38F1C4C6,00000000,41A456EC,00000000,3BECC119
2,13500.0,18,00000000,00000000,38FB0E7B,00000000,41A32D01,00000000,3BEAB3D3
2,13500.0,19,00000000,00000000,3901A1A3,00000000,41A2111F,00000000,3BE98C84
2,13500.0,20,00000000,00000000,390541D4,00000000,41A10228,00000000,3BE44CF1
2,13500.0,21,00000000,00000000,39087C0C,00000000,419FFF21,00000000,3BDD8422
2,13500.0,22,00000000,00000000,390B4409,00000000,419F0732,00000000,3BD6B31C
2,13500.0,23,00000000,00000000,390D9E30,00000000,419E199C,00000000,3BB0E531
2,13500.0,24,00000000,00000000,390F63AA,00000000,419D35B7,00000000,3BA3DE3D
2,13500.0,25,00000000,00000000,39102892,00000000,419C5AF1,00000000,3B90B007
2,13500.0,26,00000000,00000000,39102C26,00000000,419B88C8,00000000,3B72325E
2,13500.0,27,00000000,00000000,390FC17D,00000000,419ABECA,00000000,3B3ADD62
2,13500.0,28,00000000,00000000,390EE88C,00000000,4199FC8F,00000000,3AF8E541
2,13500.0,29,00000000,00000000,390D9ACD,00000000,419941BD,00000000,3A5EABBA
2,13500.0,30,00000000,00000000,390BE682,00000000,41988E03,00000000,B99440B6
2,13500.0,31,00000000,00000000,3909BBF0,00000000,4197E11C,00000000,BA42FF04
2,13500.0,32,00000000,00000000,390726BD,00000000,41973ACA,00000000,3B83F3A4
2,13500.0,33,00000000,00000000,390426A4,00000000,41969AD8,00000000,3B7CD86F
2,13500.0,34,00000000,00000000,3900C10E,00000000,4196011A,00000000,3B719E04
2,13500.0,35,00000000,00000000,38F9FDA5,00000000,41956D6C,00000000,3B6651C4
2,13500.0,36,00000000,00000000,38F1D613,00000000,4194DFB0,00000000,3B5AF413
2,13500.0,37,00000000,00000000,38E92415,00000000,419457D2,00000000,3B4FA75D
2,13500.0,38,00000000,00000000,38DFFB9C,00000000,4193D5C7,00000000,3B4465CD
2,13500.0,39,00000000,00000000,38D6930F,00000000,4193598D,00000000,3B394FD5
2,13500.0,40,00000000,00000000,38CD0644,00000000,4192E32E,00000000,3B2E86AA
2,13500.0,41,00000000,00000000,38C35DD6,00000000,419272C0,00000000,3B23F806
2,13500.0,42,00000000,00000000,38B9C842,00000000,41920869,00000000,3B19C4DD
2,13500.0,43,00000000,00000000,38B06E06,00000000,4191A464,00000000,3B100FE8
2,13500.0,44,00000000,00000000,38EB07C6,00000000,41914709,00000000,3B13BC8B
2,13500.0,45,00000000,00000000,381F7896,00000000,4190F0DC,00000000,3AD6FBDF
2,13500.0,46,00000000,00000000,390CF02B,00000000,4190A2A8,00000000,393701BA
2,13500.0,47,00000000,00000000,390CF029,00000000,41905DBD,00000000,39E09066
2,13500.0,48,00000000,00000000,390CF02A,00000000,419024A8,00000000,B957EB71
2,13500.0,49,00000000,00000000,390CF029,00000000,41900000,00000000,BAD09DA8
3,13500.0,1,00000000,00000000,00000000,00000000,42263741,00000000,00000000
3,13500.0,2,00000000,00000000,BC7FBAF8,00000000,421886F0,00000000,BC2FD8A9
3,13500.0,3,00000000,00000000,B95D5838,00000000,420DC514,00000000,3C3B8CAC
3,13500.0,4,00000000,00000000,B90D8DDD,00000000,4204BF23,00000000,3B86F2A9
3,13500.0,5,00000000,00000000,B89307EA,00000000,41F9E55F,00000000,3C14D36F
3,13500.0,6,00000000,00000000,B74D3917,00000000,41EC2179,00000000,3C13DEF7
3,13500.0,7,00000000,00000000,382A5F0B,00000000,41DFCB2A,00000000,3C12EE7B
3,13500.0,8,00000000,00000000,38BBEC45,00000000,41D49AD5,00000000,3C11AB55
3,13500.0,9,00000000,00000000,390E0874,00000000,41CA5CB1,00000000,3C10091F
3,13500.0,10,00000000,00000000,396DDDE6,00000000,41C0E9FA,00000000,3C0C042C
3,13500.0,11,00000000,00000000,39A4D14A,00000000,41B824EA,00000000,3C077EE9
3,13500.0,12,00000000,00000000,39C9D430,00000000,41AFF614,00000000,3C03779D
3,13500.0,13,00000000,00000000,39E7F31A,00000000,41A84AB7,00000000,3C003629
3,13500.0,14,00000000,00000000,39FFEE26,00000000,41A1138C,00000000,3BFB311D
3,13500.0,15,00000000,00000000,3A097B5E,00000000,419A43FF,00000000,3BF5CBE6
3,13500.0,16,00000000,00000000,3A11506D,00000000,4193D184,00000000,3BF129F1
3,13500.0,17,00000000,00000000,3A17F311,00000000,418DB342,00000000,3BEDE0E5
3,13500.0,18,00000000,00000000,3A1DB9CB,00000000,4187E1A5,00000000,3BEBD0E2
3,13500.0,19,00000000,00000000,3A22D11D,00000000,41825636,00000000,3BEAA3F9
3,13500.0,20,00000000,00000000,3A275450,00000000,417A16B0,00000000,3BE54B96
3,13500.0,21,00000000,00000000,3A2B4CE2,00000000,416FF85D,00000000,3BDE7955
3,13500.0,22,00000000,00000000,3A2EBF07,00000000,416648F3,00000000,3BD7ABAA
3,13500.0,23,00000000,00000000,3A31A8FA,00000000,415D0101,00000000,3BB1CC87
3,13500.0,24,00000000,00000000,3A33D46F,00000000,415419F5,00000000,3BA4C45D
3,13500.0,25,00000000,00000000,3A34BCEB,00000000,414B8E1E,00000000,3B919F55
3,13500.0,26,00000000,00000000,3A34A6AE,00000000,41435873,00000000,3B7429D4
3,13500.0,27,00000000,00000000,3A341004,00000000,413B746D,00000000,3B3CFAE7
3,13500.0,28,00000000,00000000,3A32F43C,00000000,4133DE0C,00000000,3AFD317D
3,13500.0,29,00000000,00000000,3A315326,00000000,412C91C0,00000000,3A680112
3,13500.0,30,00000000,00000000,3A2F27F3,00000000,41258C6F,00000000,B980D92F
3,13500.0,31,00000000,00000000,3A2C75C8,00000000,411ECB54,00000000,BA4B97F1
3,13500.0,32,00000000,00000000,3A293A49,00000000,41184C10,00000000,3B853DC6
3,13500.0,33,00000000,00000000,3A257D8B,00000000,41120C90,00000000,3B7F82D8
3,13500.0,34,00000000,00000000,3A214363,00000000,410C0B1A,00000000,3B745FD9
3,13500.0,35,00000000,00000000,3A1C9550,00000000,41064642,00000000,3B6927D8
3,13500.0,36,00000000,00000000,3A17811A,00000000,4100BCE4,00000000,3B5DD585
3,13500.0,37,00000000,00000000,3A1213B9,00000000,40F6DC71,00000000,3B528D8D
3,13500.0,38,00000000,00000000,3A0C5FC1,00000000,40ECB394,00000000,3B474E9A
3,13500.0,39,00000000,00000000,3A06796A,00000000,40E2FF0C,00000000,3B3C411B
3,13500.0,40,00000000,00000000,3A007B42,00000000,40D9BF9C,00000000,3B317971
3,13500.0,41,00000000,00000000,39F4E0AD,00000000,40D0F702,00000000,3B26EA02
3,13500.0,42,00000000,00000000,39E8D8BE,00000000,40C8A838,00000000,3B1CB090
3,13500.0,43,00000000,00000000,39DD2579,00000000,40C0D7D2,00000000,3B1300D4
3,13500.0,44,00000000,00000000,3A1349D0,00000000,40B98CB7,00000000,3B16B01D
3,13500.0,45,00000000,00000000,3947EBB9,00000000,40B2D12F,00000000,3ADCB3AD
3,13500.0,46,00000000,00000000,3A30A6B8,00000000,40ACB51E,00000000,3960DB6E
3,13500.0,47,00000000,00000000,3A30A6B6,00000000,40A752C9,00000000,39F5FBE9
3,13500.0,48,00000000,00000000,3A30A6B8,00000000,40A2DD1E,00000000,B92EA732
3,13500.0,49,00000000,00000000,3A30A6B6,00000000,40A00000,00000000,BACBF2B0
4,13500.0,1,00000000,00000000,00000000,00000000,42266007,00000000,80000000
4,13500.0,2,00000000,00000000,BC8A4440,00000000,4218AA6A,00000000,BC0E753C
4,13500.0,3,00000000,00000000,B96F9739,00000000,420DE5E8,00000000,3BF2BA15
4,13500.0,4,00000000,00000000,B918B7F7,00000000,4204DDBE,00000000,3C29128A
4,13500.0,5,00000000,00000000,B89D3751,00000000,41FA1EBC,00000000,3C266ACF
4,13500.0,6,00000000,00000000,B7483E12,00000000,41EC5772,00000000,3C24C533
4,13500.0,7,00000000,00000000,383F7448,00000000,41DFFE17,00000000,3C231D5A
4,13500.0,8,00000000,00000000,38CF9B24,00000000,41D4CB00,00000000,3C2130C5
4,13500.0,9,00000000,00000000,391C2D6D,00000000,41CA8A54,00000000,3C1ED30A
4,13500.0,10,00000000,00000000,3981DBC2,00000000,41C11548,00000000,3C19E494
4,13500.0,11,00000000,00000000,39B42B1B,00000000,41B84E0C,00000000,3C14A4F2
4,13500.0,12,00000000,00000000,39DCB477,00000000,41B01D2C,00000000,3C100A02
4,13500.0,13,00000000,00000000,39FDA255,00000000,41A86FE6,00000000,3C0C6905
4,13500.0,14,00000000,00000000,3A0BDB16,00000000,41A136EC,00000000,3C096125
4,13500.0,15,00000000,00000000,3A1637D7,00000000,419A65A6,00000000,3C065D30
4,13500.0,16,00000000,00000000,3A1EBE9F,00000000,4193F188,00000000,3C03DC74
4,13500.0,17,00000000,00000000,3A25FA8D,00000000,418DD1B4,00000000,3C0246F0
4,13500.0,18,00000000,00000000,3A2C463A,00000000,4187FE96,00000000,3C01420E
4,13500.0,19,00000000,00000000,3A31D422,00000000,418271B3,00000000,3BFFDBBD
4,13500.0,20,00000000,00000000,3A36C08C,00000000,417A4ADF,00000000,3BF848BB
4,13500.0,21,00000000,00000000,3A3B1968,00000000,417029D8,00000000,3BF09BAF
4,13500.0,22,00000000,00000000,3A3EE2AD,00000000,416677D0,00000000,3BE92854
4,13500.0,23,00000000,00000000,3A421680,00000000,415D2D53,00000000,3BBEDD08
4,13500.0,24,00000000,00000000,3A447846,00000000,415443CE,00000000,3BB007B3
4,13500.0,25,00000000,00000000,3A4582F7,00000000,414BB58E,00000000,3B9B8008
4,13500.0,26,00000000,00000000,3A457816,00000000,41437D8A,00000000,3B82A5D6
4,13500.0,27,00000000,00000000,3A44EA41,00000000,413B973E,00000000,3B4BA373
4,13500.0,28,00000000,00000000,3A43D7DF,00000000,4133FEA4,00000000,3B0AE180
4,13500.0,29,00000000,00000000,3A423D12,00000000,412CB030,00000000,3A87CC95
4,13500.0,30,00000000,00000000,3A401769,00000000,4125A8C4,00000000,B9068D6A
4,13500.0,31,00000000,00000000,3A3D6957,00000000,411EE59D,00000000,BAB2BF46
4,13500.0,32,00000000,00000000,3A3A3192,00000000,41186459,00000000,3B76EFEA
4,13500.0,33,00000000,00000000,3A367544,00000000,411222E8,00000000,3B894053
4,13500.0,34,00000000,00000000,3A3239E9,00000000,410C1F8D,00000000,3B835EB7
4,13500.0,35,00000000,00000000,3A2D878E,00000000,410658DC,00000000,3B7AF53D
4,13500.0,36,00000000,00000000,3A286C01,00000000,4100CDB4,00000000,3B6F1293
4,13500.0,37,00000000,00000000,3A22F33E,00000000,40F6FA98,00000000,3B633336
4,13500.0,38,00000000,00000000,3A1D2F92,00000000,40ECCE5E,00000000,3B576AD7
4,13500.0,39,00000000,00000000,3A173537,00000000,40E31695,00000000,3B4BBFFB
4,13500.0,40,00000000,00000000,3A111F62,00000000,40D9D402,00000000,3B40609B
4,13500.0,41,00000000,00000000,3A0AF926,00000000,40D10866,00000000,3B3541FA
4,13500.0,42,00000000,00000000,3A04D6C2,00000000,40C8B6BA,00000000,3B2A7702
4,13500.0,43,00000000,00000000,39FDB962,00000000,40C0E399,00000000,3B2022E0
4,13500.0,44,00000000,00000000,39F27840,00000000,40B995EB,00000000,3B166BB8
4,13500.0,45,00000000,00000000,3A1C1499,00000000,40B2D7FE,00000000,3B22369F
4,13500.0,46,00000000,00000000,390FB41E,00000000,40ACB9BB,00000000,3ACE9250
4,13500.0,47,00000000,00000000,3A131D29,00000000,40A75573,00000000,B90437CF
4,13500.0,48,00000000,00000000,3A131D2B,00000000,40A2DE29,00000000,BA9776C4
4,13500.0,49,00000000,00000000,3A131D2A,00000000,40A00000,00000000,BB275C35
5,13500.0,1,00000000,00000000,00000000,00000000,42267973,00000000,00000000
5,13500.0,2,00000000,00000000,BC7BC5AA,00000000,4218C04E,00000000,BC215DA7
5,13500.0,3,00000000,00000000,B95DE018,00000000,420DF9F4,00000000,3C3D1BCF
5,13500.0,4,00000000,00000000,B90E6FF1,00000000,4204F03E,00000000,3B88BF81
5,13500.0,5,00000000,00000000,B8955DFF,00000000,41FA410F,00000000,3C147607
5,13500.0,6,00000000,00000000,B7647C74,00000000,41EC7768,00000000,3C1357C6
5,13500.0,7,00000000,00000000,38239880,00000000,41E01BEE,00000000,3C1234DA
5,13500.0,8,00000000,00000000,38B806F6,00000000,41D4E6EA,00000000,3C10C32A
5,13500.0,9,00000000,00000000,390BD932,00000000,41CAA47B,00000000,3C0EED3A
5,13500.0,10,00000000,00000000,3967E534,00000000,41C12DCF,00000000,3C0ADAF0
5,13500.0,11,00000000,00000000,39A10E24,00000000,41B86510,00000000,3C065CD5
5,13500.0,12,00000000,00000000,39C587BE,00000000,41B032C9,00000000,3C0260E6
5,13500.0,13,00000000,00000000,39E3494E,00000000,41A88431,00000000,3BFE93AE
5,13500.0,14,00000000,00000000,39FAEC8F,00000000,41A149FA,00000000,3BF93E40
5,13500.0,15,00000000,00000000,3A06ED49,00000000,419A778A,00000000,3BF3EE20
5,13500.0,16,00000000,00000000,3A0EC5F4,00000000,41940254,00000000,3BEF6B20
5,13500.0,17,00000000,00000000,3A157C3D,00000000,418DE175,00000000,3BEC7E98
5,13500.0,18,00000000,00000000,3A1B5AC8,00000000,41880D5C,00000000,3BEA94E3
5,13500.0,19,00000000,00000000,3A208DE2,00000000,41827F8B,00000000,3BE99165
5,13500.0,20,00000000,00000000,3A252DF1,00000000,417A64CA,00000000,3BE2C9F2
5,13500.0,21,00000000,00000000,3A29419D,00000000,41704216,00000000,3BDBEDC2
5,13500.0,22,00000000,00000000,3A2CCF2C,00000000,41668E77,00000000,3BD54A0B
5,13500.0,23,00000000,00000000,3A2FC8A8,00000000,415D4278,00000000,3BAE8503
5,13500.0,24,00000000,00000000,3A31F9D5,00000000,41545783,00000000,3B9F55A3
5,13500.0,25,00000000,00000000,3A32F23D,00000000,414BC7E6,00000000,3B8AB7C4
5,13500.0,26,00000000,00000000,3A32E711,00000000,41438E96,00000000,3B637CFC
5,13500.0,27,00000000,00000000,3A3257B9,00000000,413BA70A,00000000,3B297C0D
5,13500.0,28,00000000,00000000,3A31403E,00000000,41340D41,00000000,3AD0AEDE
5,13500.0,29,00000000,00000000,3A2FA085,00000000,412CBDA9,00000000,3A0430EE
5,13500.0,30,00000000,00000000,3A2D7303,00000000,4125B528,00000000,BA2EBDA5
5,13500.0,31,00000000,00000000,3A2ABAAE,00000000,411EF0F8,00000000,3A4B6BF6
5,13500.0,32,00000000,00000000,3A277713,00000000,41186EB8,00000000,3B829BC7
5,13500.0,33,00000000,00000000,3A23AE99,00000000,41122C55,00000000,3B7A1B61
5,13500.0,34,00000000,00000000,3A1F670B,00000000,410C2814,00000000,3B6EE4FA
5,13500.0,35,00000000,00000000,3A1AA95A,00000000,41066088,00000000,3B638DFC
5,13500.0,36,00000000,00000000,3A15833B,00000000,4100D490,00000000,3B582599
5,13500.0,37,00000000,00000000,3A100391,00000000,40F706C2,00000000,3B4CC432
5,13500.0,38,00000000,00000000,3A0A3D58,00000000,40ECD90D,00000000,3B417497
5,13500.0,39,00000000,00000000,3A0443B6,00000000,40E31FDF,00000000,3B364E95
5,13500.0,40,00000000,00000000,39FC668F,00000000,40D9DBFA,00000000,3B2B6949
5,13500.0,41,00000000,00000000,39F02F8C,00000000,40D10F1E,00000000,3B20CD25
5,13500.0,42,00000000,00000000,39E40821,00000000,40C8BC48,00000000,3B168FFB
5,13500.0,43,00000000,00000000,3A429073,00000000,40C0E811,00000000,3B24327C
5,13500.0,44,00000000,00000000,3869463E,00000000,40B99961,00000000,3AC28927
5,13500.0,45,00000000,00000000,392422C1,00000000,40B2DA88,00000000,3AB46D89
5,13500.0,46,00000000,00000000,3A3CB598,00000000,40ACBB70,00000000,38B9D8AC
5,13500.0,47,00000000,00000000,3A3CB594,00000000,40A7566F,00000000,3960D65A
5,13500.0,48,00000000,00000000,3A3CB595,00000000,40A2DE8B,00000000,B81DF91E
5,13500.0,49,00000000,00000000,3A3CB596,00000000,40A00000,00000000,3900C8B8
6,13500.0,1,00000000,00000000,00000000,00000000,42294F08,00000000,00000000
6,13500.0,2,00000000,00000000,BB478A4F,00000000,421A0CD8,00000000,BC299387
6,13500.0,3,00000000,00000000,BBCCEBA3,00000000,420E5B90,00000000,BB5C07CC
6,13500.0,4,00000000,00000000,BB03BC31,00000000,4204E41D,00000000,3C40D400
6,13500.0,5,00000000,00000000,B870A95E,00000000,41F9E55F,00000000,3BF2EC32
6,13500.0,6,00000000,00000000,B7108F35,00000000,41EC2179,00000000,3C4C5FE3
6,13500.0,7,00000000,00000000,37F01974,00000000,41DFCB2A,00000000,3BCEBAF4
6,13500.0,8,00000000,00000000,38846B67,00000000,41D49AD5,00000000,3BCCEE17
6,13500.0,9,00000000,00000000,38C82ABB,00000000,41CA5CB1,00000000,3BCA9A43
6,13500.0,10,00000000,00000000,39279CB0,00000000,41C0E9FA,00000000,3BC4ECA3
6,13500.0,11,00000000,00000000,396846C9,00000000,41B824EA,00000000,3BBE87B4
6,13500.0,12,00000000,00000000,398E372D,00000000,41AFF614,00000000,3BB8D59D
6,13500.0,13,00000000,00000000,39A37200,00000000,41A84AB7,00000000,3BB43C80
6,13500.0,14,00000000,00000000,39B45725,00000000,41A1138C,00000000,3BB086EA
6,13500.0,15,00000000,00000000,39C1C083,00000000,419A43FF,00000000,3BACB6E3
6,13500.0,16,00000000,00000000,39CCCA24,00000000,4193D184,00000000,3BA96F84
6,13500.0,17,00000000,00000000,39D6241E,00000000,418DB342,00000000,3BA71AA5
6,13500.0,18,00000000,00000000,39DE4905,00000000,4187E1A5,00000000,3BA5A491
6,13500.0,19,00000000,00000000,39E574FF,00000000,41825636,00000000,3BA4CF3F
6,13500.0,20,00000000,00000000,39EBD12E,00000000,417A16B0,00000000,3BA104DB
6,13500.0,21,00000000,00000000,39F16A73,00000000,416FF85D,00000000,3B9C349E
6,13500.0,22,00000000,00000000,39F644C4,00000000,416648F3,00000000,3B9766CB
6,13500.0,23,00000000,00000000,39FA603B,00000000,415D0101,00000000,3B78682B
6,13500.0,24,00000000,00000000,39FD6EDE,00000000,415419F5,00000000,3B60F209
6,13500.0,25,00000000,00000000,39FEB70E,00000000,414B8E1E,00000000,3B3DCBCA
6,13500.0,26,00000000,00000000,39FE972B,00000000,41435873,00000000,3B11AFDD
6,13500.0,27,00000000,00000000,39FDC26B,00000000,413B746D,00000000,3ABB0258
6,13500.0,28,00000000,00000000,39FC32FD,00000000,4133DE0C,00000000,3A0895AB
6,13500.0,29,00000000,00000000,39F9E729,00000000,412C91C0,00000000,B9FB62C8
6,13500.0,30,00000000,00000000,39F6D8BE,00000000,41258C6F,00000000,B8D4F65E
6,13500.0,31,00000000,00000000,39F30B8E,00000000,411ECB54,00000000,3B421DFA
6,13500.0,32,00000000,00000000,39EE7DE4,00000000,41184C10,00000000,3B3A7A8C
6,13500.0,33,00000000,00000000,39E9398C,00000000,41120C90,00000000,3B32B910
6,13500.0,34,00000000,00000000,39E34478,00000000,410C0B1A,00000000,3B2ADBDE
6,13500.0,35,00000000,00000000,39DCABD7,00000000,41064642,00000000,3B22F3A1
6,13500.0,36,00000000,00000000,39D58371,00000000,4100BCE4,00000000,3B1AF52C
6,13500.0,37,00000000,00000000,39CDDDDF,00000000,40F6DC71,00000000,3B1300C4
6,13500.0,38,00000000,00000000,39C5D418,00000000,40ECB394,00000000,3B0B1125
6,13500.0,39,00000000,00000000,39BD8393,00000000,40E2FF0C,00000000,3B03431A
6,13500.0,40,00000000,00000000,39B5117F,00000000,40D9BF9C,00000000,3AF74CD1
6,13500.0,41,00000000,00000000,39AC8DAA,00000000,40D0F702,00000000,3AE87008
6,13500.0,42,00000000,00000000,39A41334,00000000,40C8A838,00000000,3ADA0030
6,13500.0,43,00000000,00000000,399BD486,00000000,40C0D7D2,00000000,3ACC50A4
6,13500.0,44,00000000,00000000,39CF9265,00000000,40B98CB7,00000000,3AD17C39
6,13500.0,45,00000000,00000000,390CE030,00000000,40B2D12F,00000000,3A98A695
6,13500.0,46,00000000,00000000,39F8F42B,00000000,40ACB51E,00000000,3907407D
6,13500.0,47,00000000,00000000,39F8F426,00000000,40A752C9,00000000,39A1B149
6,13500.0,48,00000000,00000000,39F8F42A,00000000,40A2DD1E,00000000,B91275F3
6,13500.0,49,00000000,00000000,39F8F428,00000000,40A00000,00000000,BA92A24F
7,13500.0,1,00000000,00000000,00000000,00000000,422644E4,00000000,00000000
7,13500.0,2,00000000,00000000,BC827F17,00000000,421892CE,00000000,BC2B218B
7,13500.0,3,00000000,00000000,B9642EA3,00000000,420DD012,00000000,3C40DB70
7,13500.0,4,00000000,00000000,B91290BF,00000000,4204C963,00000000,3B8B9983
7,13500.0,5,00000000,00000000,B899FC69,00000000,41F9F897,00000000,3C18AB2E
7,13500.0,6,00000000,00000000,B76F6012,00000000,41EC3391,00000000,3C179415
7,13500.0,7,00000000,00000000,3826D2DA,00000000,41DFDC3D,00000000,3C167D42
7,13500.0,8,00000000,00000000,38BC670C,00000000,41D4AAFD,00000000,3C151667
7,13500.0,9,00000000,00000000,390F5150,00000000,41CA6C03,00000000,3C134BEB
7,13500.0,10,00000000,00000000,3971B24B,00000000,41C0F886,00000000,3C0F0E94
7,13500.0,11,00000000,00000000,39A83419,00000000,41B832BC,00000000,3C0A56BE
7,13500.0,12,00000000,00000000,39CE5549,00000000,41B00338,00000000,3C0623A5
7,13500.0,13,00000000,00000000,39ED5322,00000000,41A85736,00000000,3C02C8BE
7,13500.0,14,00000000,00000000,3A02F380,00000000,41A11F70,00000000,3C0008B6
7,13500.0,15,00000000,00000000,3A0CB1DE,00000000,419A4F4E,00000000,3BFA7840
7,13500.0,16,00000000,00000000,3A14B1BD,00000000,4193DC45,00000000,3BF5AC76
7,13500.0,17,00000000,00000000,3A1B775F,00000000,418DBD79,00000000,3BF25FE0
7,13500.0,18,00000000,00000000,3A2157DD,00000000,4187EB58,00000000,3BF03D0D
7,13500.0,19,00000000,00000000,3A268566,00000000,41825F68,00000000,3BEF0C90
7,13500.0,20,00000000,00000000,3A2B191E,00000000,417A281B,00000000,3BE8EE1B
7,13500.0,21,00000000,00000000,3A2F1F8D,00000000,417008D5,00000000,3BE1E1DB
7,13500.0,22,00000000,00000000,3A329CFD,00000000,4166587E,00000000,3BDAE8B0
7,13500.0,23,00000000,00000000,3A358EC9,00000000,415D0FA4,00000000,3BB3FF98
7,13500.0,24,00000000,00000000,3A37BC34,00000000,415427B4,00000000,3BA66587
7,13500.0,25,00000000,00000000,3A389912,00000000,414B9AFE,00000000,3B92DE1C
7,13500.0,26,00000000,00000000,3A386BBE,00000000,4143647A,00000000,3B75D978
7,13500.0,27,00000000,00000000,3A37C12A,00000000,413B7FA2,00000000,3B3DF444
7,13500.0,28,00000000,00000000,3A369401,00000000,4133E878,00000000,3AFDC19B
7,13500.0,29,00000000,00000000,3A34E45C,00000000,412C9B69,00000000,3A66532B
7,13500.0,30,00000000,00000000,3A32AAC6,00000000,4125955C,00000000,B989AECD
7,13500.0,31,00000000,00000000,3A2FE97C,00000000,411ED38E,00000000,BA7A4C6F
7,13500.0,32,00000000,00000000,3A2CA165,00000000,4118539A,00000000,3B86B670
7,13500.0,33,00000000,00000000,3A28D4F2,00000000,41121374,00000000,3B8120C0
