case,dx,k,ztenu,ztenv,pvom,pvol,puen,pven,ptte
13,1500.0,46,00000000,00000000,00000000,00000000,41A4B517,41000000,37A5B729
13,1500.0,47,00000000,00000000,00000000,00000000,41A2B66F,41000000,37A69645
13,1500.0,48,00000000,00000000,00000000,00000000,41A10F89,41000000,37A74F09
13,1500.0,49,00000000,00000000,00000000,00000000,41A00000,41000000,37A7C5AC
14,1500.0,1,00000000,00000000,00000000,00000000,42299A62,00000000,00000000
14,1500.0,2,00000000,00000000,00000000,00000000,421B6E77,00000000,00000000
14,1500.0,3,00000000,00000000,00000000,00000000,42106B00,00000000,35163DC4
14,1500.0,4,00000000,00000000,00000000,00000000,42072E04,00000000,36066E1A
14,1500.0,5,00000000,00000000,00000000,00000000,41FE63F2,00000000,365A2771
14,1500.0,6,00000000,00000000,00000000,00000000,41F04C02,00000000,369205B9
14,1500.0,7,00000000,00000000,00000000,00000000,41E3AA51,00000000,36B322A4
14,1500.0,8,00000000,00000000,00000000,00000000,41D83593,00000000,36D12AA9
14,1500.0,9,00000000,00000000,00000000,00000000,41CDB8BE,00000000,36ECA8C9
14,1500.0,10,00000000,00000000,00000000,00000000,41C40C22,00000000,37030287
14,1500.0,11,00000000,00000000,00000000,00000000,41BB1133,00000000,370EC7CB
14,1500.0,12,00000000,00000000,00000000,00000000,41B2AFF0,00000000,3719C3A0
14,1500.0,13,00000000,00000000,00000000,00000000,41AAD523,00000000,37240F38
14,1500.0,14,00000000,00000000,00000000,00000000,41A37124,00000000,372DBF19
14,1500.0,15,00000000,00000000,00000000,00000000,419C770C,00000000,3736E42B
14,1500.0,16,00000000,00000000,00000000,00000000,4195DC10,00000000,373F8C93
14,1500.0,17,00000000,00000000,00000000,00000000,418F971B,00000000,3747C43A
14,1500.0,18,00000000,00000000,00000000,00000000,4189A06C,00000000,374F9548
14,1500.0,19,00000000,00000000,00000000,00000000,4183F15E,00000000,37570872
14,1500.0,20,00000000,00000000,00000000,00000000,417D0869,00000000,375E2540
14,1500.0,21,00000000,00000000,00000000,00000000,4172A7E5,00000000,3764F23A
14,1500.0,22,00000000,00000000,00000000,00000000,4168B87B,00000000,376B7513
14,1500.0,23,00000000,00000000,00000000,00000000,415F328D,00000000,3771B2CD
14,1500.0,24,00000000,00000000,00000000,00000000,41560F5D,00000000,3777AFCF
14,1500.0,25,00000000,00000000,00000000,00000000,414D496A,00000000,377D6FB6
14,1500.0,26,00000000,00000000,00000000,00000000,4144DC66,00000000,37817AAB
14,1500.0,27,00000000,00000000,00000000,00000000,413CC3BF,00000000,378421D6
14,1500.0,28,00000000,00000000,00000000,00000000,4134FB67,00000000,3786AEAF
14,1500.0,29,00000000,00000000,00000000,00000000,412D7FC3,00000000,37892267
14,1500.0,30,00000000,00000000,00000000,00000000,41264DAE,00000000,378B7E05
14,1500.0,31,00000000,00000000,00000000,00000000,411F6257,00000000,378DC273
14,1500.0,32,00000000,00000000,00000000,00000000,4118BB52,00000000,378FF07E
14,1500.0,33,00000000,00000000,00000000,00000000,41125684,00000000,379208D7
14,1500.0,34,00000000,00000000,00000000,00000000,410C3223,00000000,37940C14
14,1500.0,35,00000000,00000000,00000000,00000000,41064CB7,00000000,3795FAB0
14,1500.0,36,00000000,00000000,00000000,00000000,4100A511,00000000,3797D50D
14,1500.0,37,00000000,00000000,00000000,00000000,40F674B4,00000000,37999B73
14,1500.0,38,00000000,00000000,00000000,00000000,40EC1819,00000000,379B4E0E
14,1500.0,39,00000000,00000000,00000000,00000000,40E23410,00000000,379CECE7
14,1500.0,40,00000000,00000000,00000000,00000000,40D90E14,00000000,379E6C9D
14,1500.0,41,00000000,00000000,00000000,00000000,40D05E62,00000000,379FD8F2
14,1500.0,42,00000000,00000000,00000000,00000000,40C827D2,00000000,37A1316D
14,1500.0,43,00000000,00000000,00000000,00000000,40C06ED2,00000000,37A27557
14,1500.0,44,00000000,00000000,00000000,00000000,40B93A18,00000000,37A3A394
14,1500.0,45,00000000,00000000,00000000,00000000,40B293B4,00000000,37A4BA7F
14,1500.0,46,00000000,00000000,00000000,00000000,40AC8B37,00000000,37A5B78C
14,1500.0,47,00000000,00000000,00000000,00000000,40A73A73,00000000,37A6967E
14,1500.0,48,00000000,00000000,00000000,00000000,40A2D38D,00000000,37A74F20
14,1500.0,49,00000000,00000000,00000000,00000000,40A00000,00000000,37A7C5AC
15,1500.0,1,00000000,00000000,00000000,00000000,4235A49C,00000000,00000000
15,1500.0,2,00000000,00000000,00000000,00000000,4224B5FB,00000000,00000000
15,1500.0,3,00000000,00000000,00000000,00000000,4217BC71,00000000,00000000
15,1500.0,4,00000000,00000000,00000000,00000000,420D1A1F,00000000,00000000
15,1500.0,5,00000000,00000000,00000000,00000000,42040966,00000000,00000000
15,1500.0,6,00000000,00000000,00000000,00000000,41F8429B,00000000,00000000
15,1500.0,7,00000000,00000000,00000000,00000000,41EA3BA6,00000000,00000000
15,1500.0,8,00000000,00000000,00000000,00000000,41DDA0AC,00000000,00000000
15,1500.0,9,00000000,00000000,00000000,00000000,41D22EC9,00000000,00000000
15,1500.0,10,00000000,00000000,00000000,00000000,41C7B466,00000000,00000000
15,1500.0,11,00000000,00000000,00000000,00000000,41BE0B98,00000000,00000000
15,1500.0,12,00000000,00000000,00000000,00000000,41B516D0,00000000,00000000
15,1500.0,13,00000000,00000000,00000000,00000000,41ACBE88,00000000,00000000
15,1500.0,14,00000000,00000000,00000000,00000000,41A4EFB2,00000000,00000000
15,1500.0,15,00000000,00000000,00000000,00000000,419D9AB3,00000000,00000000
15,1500.0,16,00000000,00000000,00000000,00000000,4196B28A,00000000,00000000
15,1500.0,17,00000000,00000000,00000000,00000000,41902C54,00000000,00000000
15,1500.0,18,00000000,00000000,00000000,00000000,4189FED3,00000000,00000000
15,1500.0,19,00000000,00000000,00000000,00000000,41842222,00000000,00000000
15,1500.0,20,00000000,00000000,00000000,00000000,417D1EE3,00000000,00000000
15,1500.0,21,00000000,00000000,00000000,00000000,417281BE,00000000,00000000
15,1500.0,22,00000000,00000000,00000000,00000000,41686293,00000000,00000000
15,1500.0,23,00000000,00000000,00000000,00000000,415EB868,00000000,00000000
15,1500.0,24,00000000,00000000,00000000,00000000,41557B55,00000000,00000000
15,1500.0,25,00000000,00000000,00000000,00000000,414CA458,00000000,00000000
15,1500.0,26,00000000,00000000,00000000,00000000,41442D2C,00000000,00000000
15,1500.0,27,00000000,00000000,00000000,00000000,413C1062,00000000,00000000
15,1500.0,28,00000000,00000000,00000000,00000000,4134492A,00000000,00000000
15,1500.0,29,00000000,00000000,00000000,00000000,412CD334,00000000,00000000
15,1500.0,30,00000000,00000000,00000000,00000000,4125AABE,00000000,00000000
15,1500.0,31,00000000,00000000,00000000,00000000,411ECC6D,00000000,00000000
15,1500.0,32,00000000,00000000,00000000,00000000,41183550,00000000,00000000
15,1500.0,33,00000000,00000000,00000000,00000000,4111E2D7,00000000,00000000
15,1500.0,34,00000000,00000000,00000000,00000000,410BD2D1,00000000,00000000
15,1500.0,35,00000000,00000000,00000000,00000000,41060362,00000000,00000000
15,1500.0,36,00000000,00000000,00000000,00000000,41007304,00000000,00000000
15,1500.0,37,00000000,00000000,00000000,00000000,40F64117,00000000,00000000
15,1500.0,38,00000000,00000000,00000000,00000000,40EC1651,00000000,00000000
15,1500.0,39,00000000,00000000,00000000,00000000,40E264E4,00000000,00000000
15,1500.0,40,00000000,00000000,00000000,00000000,40D92CEF,00000000,00000000
15,1500.0,41,00000000,00000000,00000000,00000000,40D06F8A,00000000,00000000
15,1500.0,42,00000000,00000000,00000000,00000000,40C82F08,00000000,00000000
15,1500.0,43,00000000,00000000,00000000,00000000,40C06F57,00000000,00000000
15,1500.0,44,00000000,00000000,00000000,00000000,40B936AF,00000000,00000000
15,1500.0,45,00000000,00000000,00000000,00000000,40B28EA1,00000000,00000000
15,1500.0,46,00000000,00000000,00000000,00000000,40AC8641,00000000,00000000
15,1500.0,47,00000000,00000000,00000000,00000000,40A736D8,00000000,00000000
15,1500.0,48,00000000,00000000,00000000,00000000,40A2D1ED,00000000,00000000
15,1500.0,49,00000000,00000000,00000000,00000000,40A00000,00000000,00000000
16,1500.0,1,00000000,00000000,00000000,00000000,423FEEE3,00000000,00000000
16,1500.0,2,00000000,00000000,00000000,00000000,422D1DB0,00000000,00000000
16,1500.0,3,00000000,00000000,00000000,00000000,421EBCF6,00000000,00000000
16,1500.0,4,00000000,00000000,00000000,00000000,42131B64,00000000,00000000
16,1500.0,5,00000000,00000000,00000000,00000000,420941E2,00000000,00000000
16,1500.0,6,00000000,00000000,00000000,00000000,4200B72E,00000000,00000000
16,1500.0,7,00000000,00000000,00000000,00000000,41F25A45,00000000,00000000
16,1500.0,8,00000000,00000000,00000000,00000000,41E4DCD1,00000000,00000000
16,1500.0,9,00000000,00000000,00000000,00000000,41D8A9D1,00000000,00000000
16,1500.0,10,00000000,00000000,00000000,00000000,41CD88FA,00000000,00000000
16,1500.0,11,00000000,00000000,00000000,00000000,41C34EDE,00000000,00000000
16,1500.0,12,00000000,00000000,00000000,00000000,41B9D9A5,00000000,00000000
16,1500.0,13,00000000,00000000,00000000,00000000,41B10F17,00000000,00000000
16,1500.0,14,00000000,00000000,00000000,00000000,41A8DA04,00000000,00000000
16,1500.0,15,00000000,00000000,00000000,00000000,41A1291A,00000000,00000000
16,1500.0,16,00000000,00000000,00000000,00000000,4199EDF6,00000000,00000000
16,1500.0,17,00000000,00000000,00000000,00000000,41931C8E,00000000,00000000
16,1500.0,18,00000000,00000000,00000000,00000000,418CAAB2,00000000,00000000
16,1500.0,19,00000000,00000000,00000000,00000000,41868FAD,00000000,00000000
16,1500.0,20,00000000,00000000,00000000,00000000,4180C406,00000000,00000000
16,1500.0,21,00000000,00000000,00000000,00000000,4176828A,00000000,00000000
16,1500.0,22,00000000,00000000,00000000,00000000,416C0394,00000000,00000000
16,1500.0,23,00000000,00000000,00000000,00000000,41620154,00000000,00000000
16,1500.0,24,00000000,00000000,00000000,00000000,41587325,00000000,00000000
16,1500.0,25,00000000,00000000,00000000,00000000,414F5176,00000000,00000000
16,1500.0,26,00000000,00000000,00000000,00000000,41469604,00000000,00000000
16,1500.0,27,00000000,00000000,00000000,00000000,413E3AC8,00000000,00000000
16,1500.0,28,00000000,00000000,00000000,00000000,41363A6F,00000000,00000000
16,1500.0,29,00000000,00000000,00000000,00000000,412E9036,00000000,00000000
16,1500.0,30,00000000,00000000,00000000,00000000,412737F0,00000000,00000000
16,1500.0,31,00000000,00000000,00000000,00000000,41202DE2,00000000,00000000
16,1500.0,32,00000000,00000000,00000000,00000000,41196EC7,00000000,00000000
16,1500.0,33,00000000,00000000,00000000,00000000,4112F7C4,00000000,00000000
16,1500.0,34,00000000,00000000,00000000,00000000,410CC661,00000000,00000000
16,1500.0,35,00000000,00000000,00000000,00000000,4106D882,00000000,00000000
16,1500.0,36,00000000,00000000,00000000,00000000,41012C68,00000000,00000000
16,1500.0,37,00000000,00000000,00000000,00000000,40F7816A,00000000,00000000
16,1500.0,38,00000000,00000000,00000000,00000000,40ED28CD,00000000,00000000
16,1500.0,39,00000000,00000000,00000000,00000000,40E34DD2,00000000,00000000
16,1500.0,40,00000000,00000000,00000000,00000000,40D9F02E,00000000,00000000
16,1500.0,41,00000000,00000000,00000000,00000000,40D110AA,00000000,00000000
16,1500.0,42,00000000,00000000,00000000,00000000,40C8B15E,00000000,00000000
16,1500.0,43,00000000,00000000,00000000,00000000,40C0D606,00000000,00000000
16,1500.0,44,00000000,00000000,00000000,00000000,40B984B2,00000000,00000000
16,1500.0,45,00000000,00000000,00000000,00000000,40B2C6D5,00000000,00000000
16,1500.0,46,00000000,00000000,00000000,00000000,40ACAB74,00000000,00000000
16,1500.0,47,00000000,00000000,00000000,00000000,40A74BE9,00000000,00000000
16,1500.0,48,00000000,00000000,00000000,00000000,40A2DA0D,00000000,00000000
16,1500.0,49,00000000,00000000,00000000,00000000,40A00000,00000000,00000000
17,1500.0,1,00000000,00000000,00000000,00000000,4219AA76,00000000,00000000
17,1500.0,2,00000000,00000000,00000000,00000000,420B4996,00000000,00000000
17,1500.0,3,00000000,00000000,00000000,00000000,420044EB,00000000,00000000
17,1500.0,4,00000000,00000000,00000000,00000000,41EEB269,00000000,00000000
17,1500.0,5,00000000,00000000,00000000,00000000,41DFBA08,00000000,00000000
17,1500.0,6,00000000,00000000,00000000,00000000,41D2D8BD,00000000,00000000
17,1500.0,7,00000000,00000000,00000000,00000000,41C78E97,00000000,00000000
17,1500.0,8,00000000,00000000,00000000,00000000,41BD84CC,00000000,00000000
17,1500.0,9,00000000,00000000,00000000,00000000,41B4702D,00000000,3504CB3E
17,1500.0,10,00000000,00000000,00000000,00000000,41AC155F,00000000,35DE23EC
17,1500.0,11,00000000,00000000,00000000,00000000,41A458CC,00000000,36372E34
17,1500.0,12,00000000,00000000,00000000,00000000,419D24D3,00000000,367A514E
17,1500.0,13,00000000,00000000,00000000,00000000,41966826,00000000,369C8E36
17,1500.0,14,00000000,00000000,00000000,00000000,419014B8,00000000,36BA094C
17,1500.0,15,00000000,00000000,00000000,00000000,418A1EFA,00000000,36D5CFC5
17,1500.0,16,00000000,00000000,00000000,00000000,41847D44,00000000,36F00EA4
17,1500.0,17,00000000,00000000,00000000,00000000,417E4EF2,00000000,370475D9
17,1500.0,18,00000000,00000000,00000000,00000000,41742D5F,00000000,37104395
17,1500.0,19,00000000,00000000,00000000,00000000,416A89FC,00000000,371B7E4B
17,1500.0,20,00000000,00000000,00000000,00000000,41615A92,00000000,372631E5
17,1500.0,21,00000000,00000000,00000000,00000000,41589642,00000000,373068B4
17,1500.0,22,00000000,00000000,00000000,00000000,41503550,00000000,373A2BBE
17,1500.0,23,00000000,00000000,00000000,00000000,414830F6,00000000,374382E8
17,1500.0,24,00000000,00000000,00000000,00000000,41408338,00000000,374C752A
17,1500.0,25,00000000,00000000,00000000,00000000,413926D4,00000000,375508A4
17,1500.0,26,00000000,00000000,00000000,00000000,4132171A,00000000,375D42CB
17,1500.0,27,00000000,00000000,00000000,00000000,412B4FEA,00000000,3765286E
17,1500.0,28,00000000,00000000,00000000,00000000,4124CD9C,00000000,376CBDD1
17,1500.0,29,00000000,00000000,00000000,00000000,411E8CE9,00000000,377406C4
17,1500.0,30,00000000,00000000,00000000,00000000,41188AFA,00000000,377B0698
17,1500.0,31,00000000,00000000,00000000,00000000,4112C53F,00000000,3780E023
17,1500.0,32,00000000,00000000,00000000,00000000,410D3984,00000000,37841B30
17,1500.0,33,00000000,00000000,00000000,00000000,4107E5DC,00000000,37873593
17,1500.0,34,00000000,00000000,00000000,00000000,4102C8A3,00000000,378A3041
17,1500.0,35,00000000,00000000,00000000,00000000,40FBC0F8,00000000,378D0C04
17,1500.0,36,00000000,00000000,00000000,00000000,40F25894,00000000,378FC982
17,1500.0,37,00000000,00000000,00000000,00000000,40E9567C,00000000,37926935
17,1500.0,38,00000000,00000000,00000000,00000000,40E0B9A0,00000000,3794EB6B
17,1500.0,39,00000000,00000000,00000000,00000000,40D8819D,00000000,37975042
17,1500.0,40,00000000,00000000,00000000,00000000,40D0AEC0,00000000,B808CEF3
17,1500.0,41,00000000,00000000,00000000,00000000,40C94236,00000000,380C3BF2
17,1500.0,42,00000000,00000000,00000000,00000000,40C23E3E,00000000,38039343
17,1500.0,43,00000000,00000000,00000000,00000000,40BBA675,00000000,37F697FA
17,1500.0,44,00000000,00000000,00000000,00000000,40B5806A,00000000,37E6E200
17,1500.0,45,00000000,00000000,00000000,00000000,40AFD483,00000000,37D81F64
17,1500.0,46,00000000,00000000,00000000,00000000,40AAAFD9,00000000,37CA7471
17,1500.0,47,00000000,00000000,00000000,00000000,40A62842,00000000,37BE1662
17,1500.0,48,00000000,00000000,00000000,00000000,40A26843,00000000,37B35F47
17,1500.0,49,00000000,00000000,00000000,00000000,40A00000,00000000,37AB3CF7
18,1500.0,1,00000000,00000000,00000000,00000000,421F2ADC,00000000,00000000
18,1500.0,2,00000000,00000000,00000000,00000000,421068D1,00000000,00000000
18,1500.0,3,00000000,00000000,00000000,00000000,420519B4,00000000,00000000
18,1500.0,4,00000000,00000000,00000000,00000000,41F7E372,00000000,00000000
18,1500.0,5,00000000,00000000,00000000,00000000,41E885EF,00000000,00000000
18,1500.0,6,00000000,00000000,00000000,00000000,41DB4DA2,00000000,00000000
18,1500.0,7,00000000,00000000,00000000,00000000,41CFB739,00000000,00000000
18,1500.0,8,00000000,00000000,00000000,00000000,41C55D71,00000000,34B0D4FE
18,1500.0,9,00000000,00000000,00000000,00000000,41BBE71D,00000000,35CAF525
18,1500.0,10,00000000,00000000,00000000,00000000,41B32F9D,00000000,362E99C3
18,1500.0,11,00000000,00000000,00000000,00000000,41AB1AD5,00000000,367263F1
18,1500.0,12,00000000,00000000,00000000,00000000,41A392B0,00000000,3698C932
18,1500.0,13,00000000,00000000,00000000,00000000,419C8586,00000000,36B65C9F
18,1500.0,14,00000000,00000000,00000000,00000000,4195E4F5,00000000,36D22885
18,1500.0,15,00000000,00000000,00000000,00000000,418FA52A,00000000,36EC5E89
18,1500.0,16,00000000,00000000,00000000,00000000,4189BC42,00000000,37029412
18,1500.0,17,00000000,00000000,00000000,00000000,418421EB,00000000,370E5418
18,1500.0,18,00000000,00000000,00000000,00000000,417D9E1D,00000000,37197E38
18,1500.0,19,00000000,00000000,00000000,00000000,41737B39,00000000,37241F29
18,1500.0,20,00000000,00000000,00000000,00000000,4169D0A8,00000000,372E41EE
18,1500.0,21,00000000,00000000,00000000,00000000,41609551,00000000,3737F012
18,1500.0,22,00000000,00000000,00000000,00000000,4157C140,00000000,374131ED
18,1500.0,23,00000000,00000000,00000000,00000000,414F4D7D,00000000,374A0ECC
18,1500.0,24,00000000,00000000,00000000,00000000,414733E5,00000000,37528D1C
18,1500.0,25,00000000,00000000,00000000,00000000,413F6F0E,00000000,375AB28F
18,1500.0,26,00000000,00000000,00000000,00000000,4137FA2A,00000000,3762842D
18,1500.0,27,00000000,00000000,00000000,00000000,4130D0F8,00000000,376A066B
18,1500.0,28,00000000,00000000,00000000,00000000,4129EFB6,00000000,37713D3C
18,1500.0,29,00000000,00000000,00000000,00000000,41235306,00000000,37782C25
18,1500.0,30,00000000,00000000,00000000,00000000,411CF7FD,00000000,377ED637
18,1500.0,31,00000000,00000000,00000000,00000000,4116DBFB,00000000,37829F19
18,1500.0,32,00000000,00000000,00000000,00000000,4110FCBD,00000000,3785B33B
18,1500.0,33,00000000,00000000,00000000,00000000,410B584B,00000000,3788A889
18,1500.0,34,00000000,00000000,00000000,00000000,4105ECF8,00000000,B8506960
18,1500.0,35,00000000,00000000,00000000,00000000,4100B964,00000000,37F32802
18,1500.0,36,00000000,00000000,00000000,00000000,40F778DC,00000000,37EC8E8B
18,1500.0,37,00000000,00000000,00000000,00000000,40EDEA94,00000000,37E603FE
18,1500.0,38,00000000,00000000,00000000,00000000,40E4C6E8,00000000,37DF9D92
18,1500.0,39,00000000,00000000,00000000,00000000,40DC0D8B,00000000,37D95EEE
18,1500.0,40,00000000,00000000,00000000,00000000,40D3BEE8,00000000,37D34C18
18,1500.0,41,00000000,00000000,00000000,00000000,40CBDC57,00000000,37CD699B
18,1500.0,42,00000000,00000000,00000000,00000000,40C46853,00000000,37C7BC96
18,1500.0,43,00000000,00000000,00000000,00000000,40BD66C9,00000000,37C24B15
18,1500.0,44,00000000,00000000,00000000,00000000,40B6DDB6,00000000,37BD1C62
18,1500.0,45,00000000,00000000,00000000,00000000,40B0D61E,00000000,37B839A7
18,1500.0,46,00000000,00000000,00000000,00000000,40AB5E07,00000000,37B3AF00
18,1500.0,47,00000000,00000000,00000000,00000000,40A68CBE,00000000,37AF8DCE
18,1500.0,48,00000000,00000000,00000000,00000000,40A28F96,00000000,37ABF28D
18,1500.0,49,00000000,00000000,00000000,00000000,40A00000,00000000,37A92343
1,4500.0,1,00000000,00000000,00000000,00000000,4225AFFB,00000000,00000000
1,4500.0,2,00000000,00000000,BABD405F,00000000,42181152,00000000,BB0E0AF6
1,4500.0,3,00000000,00000000,B995B865,00000000,420D5852,00000000,3A44F9EE
1,4500.0,4,00000000,00000000,37A8996E,00000000,420459D0,00000000,3A51F390
1,4500.0,5,00000000,00000000,38ED6DBA,00000000,41F92792,00000000,3A4B655C
1,4500.0,6,00000000,00000000,39064B00,00000000,41EB6F06,00000000,39B8ECAA
1,4500.0,7,00000000,00000000,38EFFCA3,00000000,41DF22E2,00000000,3A3166AE
1,4500.0,8,00000000,00000000,38D97B00,00000000,41D3FBC8,00000000,3A207328
1,4500.0,9,00000000,00000000,38C743C2,00000000,41C9C61A,00000000,3A12F3E7
1,4500.0,10,00000000,00000000,38B83222,00000000,41C05B35,00000000,3A07E35F
1,4500.0,11,00000000,00000000,38AB7D66,00000000,41B79D6A,00000000,39FD3F16
1,4500.0,12,00000000,00000000,38A09582,00000000,41AF7563,00000000,39EDC4C4
1,4500.0,13,00000000,00000000,3897122F,00000000,41A7D06E,00000000,39E19A61
1,4500.0,14,00000000,00000000,388E9F93,00000000,41A09F54,00000000,39D8C3F9
1,4500.0,15,00000000,00000000,3886FA45,00000000,4199D586,00000000,39D04E23
1,4500.0,16,00000000,00000000,387FDAD0,00000000,41936888,00000000,39C951B5
1,4500.0,17,00000000,00000000,3872A166,00000000,418D4F84,00000000,39C39DA9
1,4500.0,18,00000000,00000000,3866117F,00000000,418782F1,00000000,39BF0480
1,4500.0,19,00000000,00000000,385A0FC6,00000000,4181FC5A,00000000,39BC144C
1,4500.0,20,00000000,00000000,384E9FB8,00000000,41796C52,00000000,39BA1CCA
1,4500.0,21,00000000,00000000,3843DD34,00000000,416F570C,00000000,39B04E10
1,4500.0,22,00000000,00000000,3839FE4B,00000000,4165B068,00000000,39A7526C
1,4500.0,23,00000000,00000000,38311938,00000000,415C70FB,00000000,39A0D0F5
1,4500.0,24,00000000,00000000,3828FC53,00000000,4153923A,00000000,3901A40B
1,4500.0,25,00000000,00000000,3820B133,00000000,414B0E74,00000000,B963780F
1,4500.0,26,00000000,00000000,38183E34,00000000,4142E09A,00000000,B9865B62
1,4500.0,27,00000000,00000000,381022F0,00000000,413B042A,00000000,398CB7E1
1,4500.0,28,00000000,00000000,38085E90,00000000,41337525,00000000,3989DBCF
1,4500.0,29,00000000,00000000,3800F35F,00000000,412C3000,00000000,398703B5
1,4500.0,30,00000000,00000000,37F3C174,00000000,412531A0,00000000,39840B9B
1,4500.0,31,00000000,00000000,37E64FDC,00000000,411E7743,00000000,3980FC44
1,4500.0,32,00000000,00000000,37D991FC,00000000,4117FE88,00000000,397B7A1B
1,4500.0,33,00000000,00000000,37CD87E6,00000000,4111C562,00000000,39749F2F
1,4500.0,34,00000000,00000000,37C23109,00000000,410BCA14,00000000,396D4F8D
1,4500.0,35,00000000,00000000,37B78C1E,00000000,41060B31,00000000,39657802
1,4500.0,36,00000000,00000000,37AD9D4A,00000000,41008798,00000000,395D3656
1,4500.0,37,00000000,00000000,37A4611B,00000000,40F67D01,00000000,39546DEA
1,4500.0,38,00000000,00000000,379BDDDA,00000000,40EC5EE6,00000000,394B21C6
1,4500.0,39,00000000,00000000,379418D4,00000000,40E2B4BA,00000000,394159E0
1,4500.0,40,00000000,00000000,378B976F,00000000,40D97F3F,00000000,39377255
1,4500.0,41,00000000,00000000,37835501,00000000,40D0C030,00000000,392D5BB6
1,4500.0,42,00000000,00000000,38057C5C,00000000,40C87A81,00000000,39369A1F
1,4500.0,43,00000000,00000000,B6A6A875,00000000,40C0B2BE,00000000,38EBF894
1,4500.0,44,00000000,00000000,B58921CA,00000000,40B96FC3,00000000,38D1AA7E
1,4500.0,45,00000000,00000000,36DF12D9,00000000,40B2BBCA,00000000,38C01A8C
1,4500.0,46,00000000,00000000,37B8271F,00000000,40ACA69F,00000000,38C4BEAC
1,4500.0,47,00000000,00000000,38764AEF,00000000,40A74A69,00000000,37A581E2
1,4500.0,48,00000000,00000000,38764AF0,00000000,40A2D9D6,00000000,36C51628
1,4500.0,49,00000000,00000000,38764AF1,00000000,40A00000,00000000,377ED4EC
2,4500.0,1,00000000,00000000,00000000,00000000,41CA7C65,00000000,00000000
2,4500.0,2,00000000,00000000,B9DEECFE,00000000,41C502AB,00000000,BAC27106
2,4500.0,3,00000000,00000000,B6C013C1,00000000,41C0B51F,00000000,3ACC3840
2,4500.0,4,00000000,00000000,B6750FF7,00000000,41BD1924,00000000,3A12E0EC
2,4500.0,5,00000000,00000000,B5FCD18F,00000000,41B9FA8E,00000000,3AA2411B
2,4500.0,6,00000000,00000000,B4A48729,00000000,41B739C6,00000000,3AA15458
2,4500.0,7,00000000,00000000,35982359,00000000,41B4C21C,00000000,3AA0672C
2,4500.0,8,00000000,00000000,3625B7D1,00000000,41B2853D,00000000,3A9F1E3C
2,4500.0,9,00000000,00000000,367980BE,00000000,41B078CF,00000000,3A9D6D6F
2,4500.0,10,00000000,00000000,36CF8DB2,00000000,41AE9510,00000000,3A992977
2,4500.0,11,00000000,00000000,370F6AAA,00000000,41ACD40D,00000000,3A945A09
2,4500.0,12,00000000,00000000,372F68D2,00000000,41AB3115,00000000,3A900BA4
2,4500.0,13,00000000,00000000,37498231,00000000,41A9A869,00000000,3A8C99DF
2,4500.0,14,00000000,00000000,375E54A4,00000000,41A836FA,00000000,3A89D189
2,4500.0,15,00000000,00000000,376EEC5A,00000000,41A6DA44,00000000,3A86F69B
2,4500.0,16,00000000,00000000,377C9EC9,00000000,41A5902C,00000000,3A847E86
2,4500.0,17,00000000,00000000,3784215F,00000000,41A456EC,00000000,3A82BD68
2,4500.0,18,00000000,00000000,37893049,00000000,41A32D01,00000000,3A81ABAF
2,4500.0,19,00000000,00000000,378DAC0E,00000000,41A2111F,00000000,3A811494
2,4500.0,20,00000000,00000000,3791A2AD,00000000,41A10228,00000000,3A7C8913
2,4500.0,21,00000000,00000000,3795299C,00000000,419FFF21,00000000,3A7534EE
2,4500.0,22,00000000,00000000,379833D9,00000000,419F0732,00000000,3A6DD8FF
2,4500.0,23,00000000,00000000,379ACB55,00000000,419E199C,00000000,3A38BDBF
2,4500.0,24,00000000,00000000,379CB58B,00000000,419D35B7,00000000,39DEC286
2,4500.0,25,00000000,00000000,379D8F9D,00000000,419C5AF1,00000000,B79FE3A7
2,4500.0,26,00000000,00000000,379D90C2,00000000,419B88C8,00000000,BA1E22E3
2,4500.0,27,00000000,00000000,379D1938,00000000,419ABECA,00000000,39E48051
2,4500.0,28,00000000,00000000,379C2C0F,00000000,4199FC8F,00000000,3A2B3580
2,4500.0,29,00000000,00000000,379AC557,00000000,419941BD,00000000,3A258C36
2,4500.0,30,00000000,00000000,3798E590,00000000,41988E03,00000000,3A1FD0D0
2,4500.0,31,00000000,00000000,3796847D,00000000,4197E11C,00000000,3A1A00E6
2,4500.0,32,00000000,00000000,3793B7FA,00000000,41973ACA,00000000,3A1419F9
2,4500.0,33,00000000,00000000,37907068,00000000,41969AD8,00000000,3A0E1977
2,4500.0,34,00000000,00000000,378CB712,00000000,4196011A,00000000,3A08082F
2,4500.0,35,00000000,00000000,37889E69,00000000,41956D6C,00000000,3A01E6E2
2,4500.0,36,00000000,00000000,37842692,00000000,4194DFB0,00000000,39F77CAE
2,4500.0,37,00000000,00000000,377ECC65,00000000,419457D2,00000000,39EB3CEB
2,4500.0,38,00000000,00000000,3774D5BF,00000000,4193D5C7,00000000,39DEFCEC
2,4500.0,39,00000000,00000000,376A7B9B,00000000,4193598D,00000000,39D2FEC8
2,4500.0,40,00000000,00000000,376011A7,00000000,4192E32E,00000000,39C74728
2,4500.0,41,00000000,00000000,37558398,00000000,419272C0,00000000,39BBD41B
2,4500.0,42,00000000,00000000,374B09FA,00000000,41920869,00000000,39B0BD41
