case,dx,k,t3d,qv3d,qc3d,qi3d,u3d,v3d,pcps,p8w,dz8w,rho3d,pi3d,w,qvften,thften,rthcuten,rqvcuten,rqccuten,rqicuten,rucuten,rvcuten
12,15000.0,4,43961CD0,3C1A2310,00000000,00000000,40AC8D94,00000000,47BFEC14,47C0F26C,42BCAB78,3F9124DF,3F7EB8F0,3B176619,32A9B151,37A5B729,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,5,4395CE53,3C163582,00000000,00000000,40B29729,00000000,47BDC730,47BEE5BD,42CFF45D,3F8FD64C,3F7DE7F5,3B602609,32A8AE03,37A4B9EF,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,6,439577D1,3C11F562,00000000,00000000,40B93EB9,00000000,47BB7530,47BCA8A3,42E1560C,3F8E6C0B,3F7D03E5,3B981F45,32A79033,37A3A2D2,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,7,43951A13,3C0D7406,00000000,00000000,40C074AE,00000000,47B8FBC1,47BA41BE,42F17D11,3F8CE925,3F7C0E76,3BC371FD,32A65A80,37A27461,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,8,4394B59E,3C08BEA2,00000000,00000000,40C82EF4,00000000,47B65F04,47B7B5C4,430068FD,3F8B4FC7,3F7B08CB,3BF1C45F,32A50E9A,37A13042,00000000,2D888889,00000000,00000000,00000000,00000000
12,15000.0,9,43944AC7,3C03DF76,00000000,00000000,40D066D2,00000000,47B3A227,47B50844,4307CDFC,3F89A198,3F79F3A9,3C1170A7,32A3ADA1,379FD78F,00000000,2D888889,00000000,00000000,00000000,00000000
12,15000.0,10,4393D9CA,3BFDBE9D,00000000,00000000,40D917D8,00000000,47B0C7B3,47B23C0A,430F0668,3F87DFDE,3F78CF9A,3C2B4F4A,32A23855,379E6B03,00000000,AD088889,00000000,00000000,00000000,00000000
12,15000.0,11,4397E2CB,3C572632,00000000,00000000,40E23F2B,00000000,47ADD1BE,47AF535C,431B4405,3F81A078,3F779CF6,3C466C3E,32A0AF30,379CEB15,00000000,2D888889,00000000,00000000,00000000,00000000
12,15000.0,12,4397619C,3C5BE90C,00000000,00000000,40EC2F0B,00000000,47AAC205,47AC501F,4322A716,3F7F7DE2,3F765BF3,3C63ADB4,329F0466,379B4A4B,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,13,4396DA49,3C6000C4,00000000,00000000,40F697F2,00000000,47A79A06,47A933EB,432A0DFB,3F7B9C32,3F750CA9,3C810CA3,329D454D,379995AD,00000000,AD888889,00000000,00000000,00000000,00000000
12,15000.0,14,43964CCC,3C635D62,00000000,00000000,4100BD0F,00000000,47A45B0A,47A60021,433184F4,3F779D1C,3F73AF19,3C90CF86,329B71DB,3797CD30,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,15,4395B91A,3C65F1AA,00000000,00000000,41066B4C,00000000,47A10632,47A2B5F3,4339160D,3F7381A3,3F72432C,3CA11760,329989E6,3795F0AA,00000000,2D888889,00000000,00000000,00000000,00000000
12,15000.0,16,43951F1C,3C67B211,00000000,00000000,410C5786,00000000,479D9C7B,479F5670,4340CC13,3F6F4A8D,3F70C8B8,3CB1DB74,32978D23,3793FFD4,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,17,43947EB4,3C689531,00000000,00000000,411282EB,00000000,479A1ECA,479BE286,4348B018,3F6AF884,3F6F3F82,3CC31254,32957B2E,3791FA4A,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,18,4393D7BB,3C68937E,00000000,00000000,4118EEF4,00000000,47968DEA,47985B0D,4350CBDF,3F668C00,3F6DA73B,3CD4B177,32935388,378FDF93,00000000,2D888889,00000000,00000000,00000000,00000000
12,15000.0,19,43932A03,3C67A76C,00000000,00000000,411F9D6A,00000000,4792EA95,4794C0C7,43592978,3F62055F,3F6BFF85,3CE6AD0C,32911599,378DAF17,00000000,AD888889,00000000,00000000,00000000,00000000
12,15000.0,20,43927556,3C65CD65,00000000,00000000,41269068,00000000,478F3572,47911463,4361D2FB,3F5D64D6,3F6A47ED,3CF8F7B0,328EC0AB,378B6826,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,21,4391B973,3C630379,00000000,00000000,412DCA5C,00000000,478B6F1C,478D5682,436AD475,3F58AA8C,3F687FEE,3D05C10C,328C53ED,378909F5,00000000,AD888889,00000000,00000000,00000000,00000000
12,15000.0,22,4390F612,3C5F49FB,00000000,00000000,41354E16,00000000,4787981E,478987B5,43743849,3F53D67D,3F66A6F0,3D0F1D70,3289CE6F,37869398,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,23,43902AE1,3C5AA324,00000000,00000000,413D1EBC,00000000,4783B0FB,4785A886,437E0D1F,3F4EE896,3F64BC45,3D1886FA,32872F20,37840405,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,24,438F5782,3C551330,00000000,00000000,41453FEC,00000000,477F7458,4781B970,4384305B,3F49E0AB,3F62BF27,3D21F22B,328474CB,37815A0E,00000000,2D888889,00000000,00000000,00000000,00000000
12,15000.0,25,438E7B8C,3C4EA07A,00000000,00000000,414DB5B4,00000000,47776842,477B75D0,4389A1C1,3F44BE70,3F60AEB7,3D2B51C6,32819E14,377D28BE,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,26,438D9687,3C3B9139,00000000,00000000,415684AA,00000000,476F3E84,47735AB4,438F5463,3F3F96CA,3F5E89FA,3D34968C,327D52E0,377762EF,00000000,2D888889,00000000,00000000,00000000,00000000
12,15000.0,27,438CA807,3C25685E,00000000,00000000,415FB0FA,00000000,4766F7E1,476B2254,43955DF2,3F3A56BE,3F5C4FD2,3D3DADED,32772AF3,37715FF1,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,28,438BAF7B,3C10B09E,00000000,00000000,41694035,00000000,475E9510,4762CD6E,439BD100,3F34F5AC,3F59FEFF,3D468398,3270C0A5,376B1C21,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,29,438AAC33,3BFADEE2,00000000,00000000,4173391A,00000000,475616BC,475A5CB1,43A2BBA9,3F2F734B,3F579615,3D4F0086,326A0F6C,3764930F,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,30,43899D6A,3BD7513B,00000000,00000000,417DA352,00000000,474D7D88,4751D0C6,43AA2ECF,3F29CF47,3F551379,3D570A0A,32631227,375DBFBA,00000000,2D088889,00000000,00000000,00000000,00000000
12,15000.0,31,4388823A,3BB6BB3E,00000000,00000000,418443CC,00000000,4744CA0D,47492A4A,43B23E52,3F240935,3F527553,3D5E8135,325BC2FA,37569C68,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,32,438759A2,3B991C75,00000000,00000000,4189F7F8,00000000,473BFCDA,474069D0,43BB01F9,3F1E2095,3F4FB98D,3D65421C,32541B2A,374F2287,00000000,2D088889,00000000,00000000,00000000,00000000
12,15000.0,33,43862273,3B7CDE9D,00000000,00000000,418FF3F0,00000000,47331678,47378FE4,43C495D3,3F1814CC,3F4CDDBC,3D6B22E9,324C12FE,37474A8C,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,34,4384DB55,3B4D5452,00000000,00000000,41963E5D,00000000,472A1768,472E9D0C,43CF1CE8,3F11E51C,3F49DF18,3D6FF2CE,3243A185,373F0BBC,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,35,438382B2,3B237BE3,00000000,00000000,419CDF08,00000000,47210026,472591C4,43DAC0B9,3F0B90A9,3F46BA63,3D7378BF,323ABC49,37365BDF,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,36,438216B1,3AFE59D3,00000000,00000000,41A3DF0E,00000000,4717D12A,471C6E89,43E7B727,3F051664,3F436BD0,3D7571D2,32315713,372D2F08,00000000,2C088889,00000000,00000000,00000000,00000000
12,15000.0,37,4380951E,3AC06625,00000000,00000000,41AB4945,00000000,470E8AE0,471333CA,43F6423A,3EFCEA04,3F3FEEDC,3D758F68,32276355,37237701,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,38,437DF6B0,3A8C9BC6,00000000,00000000,41B32A9F,00000000,47052DB5,4709E1F6,44035C12,3EEF55F6,3F3C3E26,3D7374C6,321CCFB0,371922D2,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,39,437A8C5B,3A44BED5,00000000,00000000,41BB92D1,00000000,46F7741C,47007974,440CC458,3EE16CD1,3F385329,3D6EB443,32118710,370E1DE5,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,40,4376E369,3A01F542,00000000,00000000,41C49525,00000000,46E46098,46EDF550,4417A4C5,3ED329F2,3F3425E1,3D66CBC7,32056F8F,37024EF2,00000000,AB888889,00000000,00000000,00000000,00000000
12,15000.0,41,4372F212,39B7389A,00000000,00000000,41CE49AD,00000000,46D1219A,46DACBE0,44246485,3EC48628,3F2FAC53,3D5B208F,31F0D1C4,36EB2CDA,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,42,436EABE0,3985A2AD,00000000,00000000,41D8CF15,00000000,46BDB7DA,46C77754,4433925C,3EB57C02,3F2AD9C8,3D4AF9FF,31D493B6,36CF983F,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,43,436A00A5,393A2206,00000000,00000000,41E44D30,00000000,46AA2402,46B3F860,4445FF69,3EA60300,3F259DB1,3D357BF6,31B5BA0E,36B177B2,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,44,4364DAC5,38F45259,00000000,00000000,41F0F92F,00000000,469666B6,46A04FA4,445CE992,3E960ED6,3F1FE1DD,3D19A0CF,3193B605,36903FC1,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,45,435F1C60,38943FB3,00000000,00000000,41FF1C9C,00000000,46828094,468C7DC8,447A4F9B,3E858F62,3F198776,3CEC6984,315B8460,36565F46,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,46,43589A4E,38218036,00000000,00000000,420790DA,00000000,465CE468,467106C0,4490CE63,3E68DD73,3F1261A1,3C93AF41,310582CC,360261BB,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,47,435112A6,3796797B,00000000,00000000,4210D55C,00000000,46347860,4648C210,44ACA22C,3E451B4C,3F0A2AFD,3B98A611,300800EB,3504D0E5,00000000,29088889,00000000,00000000,00000000,00000000
12,15000.0,48,434E8000,37891854,00000000,00000000,421BE1C9,00000000,460BBE28,46202EB0,44DE8214,3E1A86CC,3F006E70,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,49,434E8000,37C21548,00000000,00000000,422A1F5C,00000000,45C56DA0,45EE9B40,451FDAF5,3DDA5053,3EE89483,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,1,4396C000,3C22498F,00000000,00000000,41A00000,41000000,47C4C68E,47C54400,4230C7BF,3F942404,3F8045F2,00000000,32ABCC77,37A7C5AC,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,2,43969B3B,3C208BE3,00000000,00000000,41A10F89,41000000,47C386CA,47C4491D,4289A9B5,3F9359A4,3F800A41,3A087C85,32AB52FB,37A74F09,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,3,439661F6,3C1DA440,00000000,00000000,41A2B66F,41000000,47C1DB71,47C2C476,42A63AB3,3F92533E,3F7F741B,3AAE8426,32AA95C8,37A69645,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,4,43961CD0,3C1A2310,00000000,00000000,41A4B517,41000000,47BFEC14,47C0F26C,42BCAB78,3F9124DF,3F7EB8F0,3B176619,32A9B151,37A5B729,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,5,4395CE53,3C163582,00000000,00000000,41A6F8AF,41000000,47BDC730,47BEE5BD,42CFF45D,3F8FD64C,3F7DE7F5,3B602609,32A8AE03,37A4B9EF,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,6,439577D1,3C11F562,00000000,00000000,41A97785,41000000,47BB7530,47BCA8A3,42E1560C,3F8E6C0B,3F7D03E5,3B981F45,32A79033,37A3A2D2,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,7,43951A13,3C0D7406,00000000,00000000,41AC2BC1,41000000,47B8FBC1,47BA41BE,42F17D11,3F8CE925,3F7C0E76,3BC371FD,32A65A80,37A27461,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,8,4394B59E,3C08BEA2,00000000,00000000,41AF119B,41000000,47B65F04,47B7B5C4,430068FD,3F8B4FC7,3F7B08CB,3BF1C45F,32A50E9A,37A13042,00000000,2D888889,00000000,00000000,00000000,00000000
13,15000.0,9,43944AC7,3C03DF76,00000000,00000000,41B2268F,41000000,47B3A227,47B50844,4307CDFC,3F89A198,3F79F3A9,3C1170A7,32A3ADA1,379FD78F,00000000,2D888889,00000000,00000000,00000000,00000000
13,15000.0,10,4398D9CA,3C69B8FA,00000000,00000000,41B568F1,41000000,47B0C7B3,47B23C0A,43147204,3F82E9C4,3F78CF9A,3C2B4F4A,32A23855,379E6B03,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,11,43985E48,3C645F1E,00000000,00000000,41B8F8FE,41000000,47ADD1BE,47AF535C,431BD5AA,3F812751,3F779CF6,3C477289,32A0A04A,379CDC88,00000000,2D888889,00000000,00000000,00000000,00000000
13,15000.0,12,4397DCA1,3C68EA4C,00000000,00000000,41BCB670,41000000,47AAC205,47AC501F,43233F43,3F7E8FB7,3F765BF3,3C64CD8F,329EF3EF,379B3A37,00000000,AD888889,00000000,00000000,00000000,00000000
13,15000.0,13,439754CE,3C6CC5EE,00000000,00000000,41C0A16E,41000000,47A79A06,47A933EB,432AAC9F,3F7AB252,3F750CA9,3C81A990,329D3334,37998401,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,14,4396C6CE,3C6FE29D,00000000,00000000,41C4BA0D,41000000,47A45B0A,47A60021,43322A0F,3F76B7A5,3F73AF19,3C91798E,329B5E0F,3797B9DA,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,15,43963293,3C7232CD,00000000,00000000,41C900B1,41000000,47A10632,47A2B5F3,4339C1A5,3F72A0B2,3F72432C,3CA1CE85,32997453,3795DB99,00000000,AD888889,00000000,00000000,00000000,00000000
13,15000.0,16,43959806,3C73AB02,00000000,00000000,41CD75FB,41000000,479D9C7B,479F5670,43417E36,3F6E6E40,3F70C8B8,3CB29F97,329775B9,3793E8F6,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,17,4394F70A,3C744203,00000000,00000000,41D21ACD,41000000,479A1ECA,479BE286,434968DD,3F6A20F6,3F6F3F82,3CC3E334,329561D9,3791E18E,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,18,43944F77,3C73F033,00000000,00000000,41D6F043,41000000,47968DEA,47985B0D,43518B62,3F65B94C,3F6DA73B,3CD58EAE,32933838,378FC4E7,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,19,4393A120,3C72B03E,00000000,00000000,41DBF7B4,41000000,4792EA95,4794C0C7,4359EFE1,3F613799,3F6BFF85,3CE79603,3290F83B,378D9269,00000000,2D888889,00000000,00000000,00000000,00000000
13,15000.0,20,4392EBCD,3C707E72,00000000,00000000,41E132B6,41000000,478F3572,47911463,4362A076,3F5C9C1A,3F6A47ED,3CF9EBA2,328EA12B,378B4964,00000000,AD888889,00000000,00000000,00000000,00000000
13,15000.0,21,43922F3F,3C6D5938,00000000,00000000,41E6A31A,41000000,478B6F1C,478D5682,436BA93A,3F57E6EE,3F687FEE,3D064006,328C3239,3788E90B,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,22,43916B2D,3C6940F0,00000000,00000000,41EC4B02,41000000,4787981E,478987B5,43751493,3F531814,3F66A6F0,3D0FA0CE,3289AA71,37867072,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,23,43909F45,3C6437FA,00000000,00000000,41F22CC8,41000000,4783B0FB,4785A886,437EF13E,3F4E2F73,3F64BC45,3D190DFC,328708C5,3783DE90,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,24,438FCB28,3C5E429F,00000000,00000000,41F84B25,41000000,477F7458,4781B970,4384A67D,3F492CE1,3F62BF27,3D227BED,32844BFD,37813235,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,25,438EEE6D,3C576777,00000000,00000000,41FEA927,41000000,47776842,477B75D0,438A1C24,3F441016,3F60AEB7,3D2BDD37,328172BD,377CD418,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,26,438E089D,3C430F64,00000000,00000000,4202A520,41000000,476F3E84,47735AB4,438FD20A,3F3EEF67,3F5E89FA,3D35226B,327CF6F0,37770926,00000000,2D888889,00000000,00000000,00000000,00000000
13,15000.0,27,438D194B,3C2C9B0F,00000000,00000000,420618C2,41000000,4766F7E1,476B2254,4395E067,3F39B48B,3F5C4FD2,3D3E38B5,3276C99E,377100E4,00000000,2D888889,00000000,00000000,00000000,00000000
13,15000.0,28,438C1FE6,3C17900E,00000000,00000000,4209B199,41000000,475E9510,4762CD6E,439C588C,3F3458C8,3F59FEFF,3D470B9D,327059B5,376AB79A,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,29,438B1BBE,3C03F462,00000000,00000000,420D7230,41000000,475616BC,475A5CB1,43A3489E,3F2EDBD5,3F579615,3D4F83DB,3269A2A9,376428D9,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,30,438A0C09,3BE3985D,00000000,00000000,42115D67,41000000,474D7D88,4751D0C6,43AAC188,3F293D5E,3F551379,3D57867B,32629F57,375D4F9B,00000000,2D088889,00000000,00000000,00000000,00000000
13,15000.0,31,4388EFE6,3BC23428,00000000,00000000,42157687,41000000,4744CA0D,47492A4A,43B2D73A,3F237CF6,3F527553,3D5EF43D,325B49DC,37562621,00000000,AD088889,00000000,00000000,00000000,00000000
13,15000.0,32,4387C64F,3BA3BCEE,00000000,00000000,4219C153,41000000,473BFCDA,474069D0,43BBA192,3F1D9A15,3F4FB98D,3D65A8DC,32539B7B,374EA5D6,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,33,43868E17,3B882F6D,00000000,00000000,421E4222,41000000,47331678,47378FE4,43C53CB3,3F179421,3F4CDDBC,3D6B7A22,324B8C76,3746C72B,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,34,438545E3,3B5F0813,00000000,00000000,4222FDF4,41000000,472A1768,472E9D0C,43CFCBBC,3F116A5D,3F49DF18,3D7036DB,324313D1,373E815A,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,35,4383EC1E,3B335CA7,00000000,00000000,4227FAA7,41000000,47210026,472591C4,43DB7859,3F0B1BE4,3F46BA63,3D73A581,323A2713,3735CA28,00000000,2C888889,00000000,00000000,00000000,00000000
13,15000.0,36,43827EEA,3B0D3930,00000000,00000000,422D3F14,41000000,4717D12A,471C6E89,43E8788D,3F04A7AD,3F436BD0,3D7582B6,3230B9FA,372C959E,00000000,AC888889,00000000,00000000,00000000,00000000
13,15000.0,37,4380FC16,3AD8DF43,00000000,00000000,4232D361,41000000,470E8AE0,471333CA,43F70E99,3EFC18CC,3F3FEEDC,3D757F53,3226BDEE,3722D57A,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,38,437EC1F7,3AA18ADE,00000000,00000000,4238C14C,41000000,47052DB5,4709E1F6,4403C87D,3EEE910F,3F3C3E26,3D733E1A,321C2182,371878B9,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,39,437B54D0,3A67CE37,00000000,00000000,423F14A6,41000000,46F7741C,47007974,440D37E8,3EE0B458,3F385329,3D6E50DC,3210CF91,370D6AB3,00000000,AB888889,00000000,00000000,00000000,00000000
13,15000.0,40,4377A8DD,3A1E95D0,00000000,00000000,4245DBF1,41000000,46E46098,46EDF550,441820A2,3ED27E04,3F3425E1,3D663507,3204AE22,3701920D,00000000,AB888889,00000000,00000000,00000000,00000000
13,15000.0,41,4373B44E,39E5A233,00000000,00000000,424D2949,41000000,46D1219A,46DACBE0,4424EA3A,3EC3E6D3,3F2FAC53,3D5A4F77,31EF39A4,36E99E4A,00000000,2B088889,00000000,00000000,00000000,00000000
13,15000.0,42,436F6AA1,39A7C0B4,00000000,00000000,425513C3,41000000,46BDB7DA,46C77754,443423B4,3EB4E993,3F2AD9C8,3D49E761,31D2E499,36CDF33D,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,43,436ABB9F,396A14F3,00000000,00000000,425DB950,41000000,46AA2402,46B3F860,44469F0A,3EA57D94,3F259DB1,3D3420EB,31B3F1FA,36AFBA4E,00000000,AB088889,00000000,00000000,00000000,00000000
13,15000.0,44,43659199,3919F5F8,00000000,00000000,426741F9,41000000,469666B6,46A04FA4,445D9B1A,3E9596A0,3F1FE1DD,3D17F75B,3191D286,368E6796,00000000,AA888889,00000000,00000000,00000000,00000000
13,15000.0,45,435FCE96,38BB51CC,00000000,00000000,4271E511,41000000,46828094,468C7DC8,447B1845,3E8524A6,3F198776,3CE87262,3157805F,3652735D,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,46,4359474E,384CB485,00000000,00000000,427DF285,41000000,465CE468,467106C0,44914247,3E6823AA,3F1261A1,3C8F15FA,310139DC,35FC6501,00000000,29888889,00000000,00000000,00000000,00000000
13,15000.0,47,4351B99E,37BF7C1F,00000000,00000000,4285F234,41000000,46347860,4648C210,44AD2C2B,3E447E3A,3F0A2AFD,3B840C4A,2FEB3D25,34E5B9B6,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,48,434F8000,37B764CC,00000000,00000000,428E4225,41000000,460BBE28,46202EB0,44DF961F,3E19C804,3F006E70,00000000,00000000,00000000,00000000,29088889,00000000,00000000,00000000,00000000
13,15000.0,49,434F8000,3801D07B,00000000,00000000,4298FD93,41000000,45C56DA0,45EE9B40,4520A154,3DD942B7,3EE89483,00000000,00000000,00000000,00000000,A9888889,00000000,00000000,00000000,00000000
14,15000.0,1,4396C000,3C0E005C,00000000,00000000,40A00000,00000000,47C4C68E,47C54400,4230A5E2,3F94406A,3F8045F2,00000000,32ABCC77,37A7C5AC,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,2,43969B42,3C0C7ADE,00000000,00000000,40A2D38D,00000000,47C386CA,47C4491D,42898FA5,3F93758F,3F800A41,3A086260,32AB5313,37A74F20,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,3,43966208,3C09F0E6,00000000,00000000,40A73A73,00000000,47C1DB71,47C2C476,42A61BDA,3F926E6B,3F7F741B,3AAE62F6,32AA9603,37A6967E,00000000,AD888889,00000000,00000000,00000000,00000000
14,15000.0,4,43961CEE,3C06E09B,00000000,00000000,40AC8B37,00000000,47BFEC14,47C0F26C,42BC894D,3F913F2D,3F7EB8F0,3B17499D,32A9B1B6,37A5B78C,00000000,2D888889,00000000,00000000,00000000,00000000
14,15000.0,5,4395CE80,3C0371A4,00000000,00000000,40B293B4,00000000,47BDC730,47BEE5BD,42CFCFBF,3F8FEFA4,3F7DE7F5,3B5FFC68,32A8AE97,37A4BA7F,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,6,4395780D,3BFF74C6,00000000,00000000,40B93A18,00000000,47BB7530,47BCA8A3,42E12F97,3F8E845E,3F7D03E5,3B980370,32A790FA,37A3A394,00000000,AD088889,00000000,00000000,00000000,00000000
14,15000.0,7,43951A5F,3BF7941E,00000000,00000000,40C06ED2,00000000,47B8FBC1,47BA41BE,42F1553B,3F8D0067,3F7C0E76,3BC34ED2,32A65B7C,37A27557,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,8,4394B5FA,3BEF5845,00000000,00000000,40C827D2,00000000,47B65F04,47B7B5C4,43005494,3F8B65EF,3F7B08CB,3BF199AD,32A50FCC,37A1316D,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,9,43944B35,3BE6D36A,00000000,00000000,40D05E62,00000000,47B3A227,47B50844,4307B93F,3F89B6A0,3F79F3A9,3C11577B,32A3AF0C,379FD8F2,00000000,2D088889,00000000,00000000,00000000,00000000
14,15000.0,10,4393DA49,3BDE1497,00000000,00000000,40D90E14,00000000,47B0C7B3,47B23C0A,430EF178,3F87F3C4,3F78CF9A,3C2B324A,32A239F9,379E6C9D,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,11,4397635B,3C31A6EF,00000000,00000000,40E23410,00000000,47ADD1BE,47AF535C,431A8B0E,3F823B9D,3F779CF6,3C464B6E,32A0B10D,379CECE7,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,12,4396E2C7,3C375914,00000000,00000000,40EC1819,00000000,47AAC205,47AC501F,4321E6F3,3F80568A,3F765BF3,3C636A62,329F083F,379B4E0E,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,13,43965C13,3C3C6A5F,00000000,00000000,40F674B4,00000000,47A79A06,47A933EB,432946E1,3F7CC424,3F750CA9,3C80D95A,329D4B37,37999B73,00000000,AD888889,00000000,00000000,00000000,00000000
14,15000.0,14,4395CF3C,3C40CAAA,00000000,00000000,4100A511,00000000,47A45B0A,47A60021,4330B704,3F78BDAB,3F73AF19,3C908A5F,329B79E9,3797D50D,00000000,2D888889,00000000,00000000,00000000,00000000
14,15000.0,15,43953C35,3C446BF2,00000000,00000000,41064CB7,00000000,47A10632,47A2B5F3,43384167,3F749AAB,3F72432C,3CA0C038,32999429,3795FAB0,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,16,4394A2E8,3C474242,00000000,00000000,410C3223,00000000,479D9C7B,479F5670,433FF0C5,3F705BF4,3F70C8B8,3CB17250,329799AF,37940C14,00000000,AD888889,00000000,00000000,00000000,00000000
14,15000.0,17,43940337,3C4943AB,00000000,00000000,41125684,00000000,479A1ECA,479BE286,4347CE33,3F6C022B,3F6F3F82,3CC29760,32958A14,379208D7,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,18,43935CFA,3C4A67E9,00000000,00000000,4118BB52,00000000,47968DEA,47985B0D,434FE35D,3F678DD9,3F6DA73B,3CD42509,329364DC,378FF07E,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,19,4392B003,3C4AA8D9,00000000,00000000,411F6257,00000000,4792EA95,4794C0C7,43583A51,3F62FF59,3F6BFF85,3CE60FA9,3291296C,378DC273,00000000,AD888889,00000000,00000000,00000000,00000000
14,15000.0,20,4391FC1C,3C4A023A,00000000,00000000,41264DAE,00000000,478F3572,47911463,4360DD20,3F5E56E6,3F6A47ED,3CF84A16,328ED70F,378B7E05,00000000,2D888889,00000000,00000000,00000000,00000000
14,15000.0,21,43914106,3C4871A9,00000000,00000000,412D7FC3,00000000,478B6F1C,478D5682,4369D7CF,3F5994A4,3F687FEE,3D05629F,328C6CF5,37892267,00000000,2D888889,00000000,00000000,00000000,00000000
14,15000.0,22,43907E78,3C45F6A1,00000000,00000000,4134FB67,00000000,4787981E,478987B5,437334B3,3F54B898,3F66A6F0,3D0EB802,3289EA2C,3786AEAF,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,23,438FB41F,3C42927E,00000000,00000000,413CC3BF,00000000,4783B0FB,4785A886,437D026A,3F4FC2B2,3F64BC45,3D181B4C,32874DA8,378421D6,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,24,438EE19E,3C3E48BB,00000000,00000000,4144DC66,00000000,477F7458,4781B970,4383A757,3F4AB2C5,3F62BF27,3D21812B,32849630,37817AAB,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,25,438E068B,3C391EC9,00000000,00000000,414D496A,00000000,47776842,477B75D0,438914EA,3F458892,3F60AEB7,3D2ADC8D,3281C26A,377D6FB6,00000000,AD888889,00000000,00000000,00000000,00000000
