case,dx,k,t3d,qv3d,qc3d,qi3d,u3d,v3d,pcps,p8w,dz8w,rho3d,pi3d,w,qvften,thften,rthcuten,rqvcuten,rqccuten,rqicuten,rucuten,rvcuten
11,4500.0,17,43960057,3C27374F,00000000,00000000,411272D0,00000000,479A1ECA,479BE286,434A3C75,3F692BFE,3F6F3F82,3CC2E5BE,32958095,3791FF92,00000000,00000000,00000000,00000000,00000000,00000000
11,4500.0,18,43955814,3C1DFA61,00000000,00000000,4118EB88,00000000,47968DEA,47985B0D,4352567D,3F64DB79,3F6DA73B,3CD4A82A,329354AE,378FE0B2,00000000,00000000,00000000,00000000,00000000,00000000
11,4500.0,19,4394A914,3C14D322,00000000,00000000,411FA69E,00000000,4792EA95,4794C0C7,435AB398,3F606E0E,3F6BFF85,3CE6C58F,32911282,378DAC13,00000000,2D888889,00000000,00000000,00000000,00000000
11,4500.0,20,4393F31E,3C0BC78A,00000000,00000000,4126A638,00000000,478F3572,47911463,43635E34,3F5BE3FF,3F6A47ED,3CF93069,328EB959,378B6101,00000000,00000000,00000000,00000000,00000000,00000000
11,4500.0,21,439335F3,3C02DD7B,00000000,00000000,412DECD2,00000000,478B6F1C,478D5682,436C62C0,3F573D7B,3F687FEE,3D05ECA1,328C485D,3788FEAA,00000000,00000000,00000000,00000000,00000000,00000000
11,4500.0,22,43927146,3BF434A6,00000000,00000000,41357D4A,00000000,4787981E,478987B5,4375CBEC,3F527A9E,3F66A6F0,3D0F5749,3289BE97,37868420,00000000,AD088889,00000000,00000000,00000000,00000000
11,4500.0,23,4391A4C6,3BE3073A,00000000,00000000,413D5ADC,00000000,4783B0FB,4785A886,437FA8CB,3F4D9B6A,3F64BC45,3D18CE07,32871AF3,3783F051,00000000,2D088889,00000000,00000000,00000000,00000000
11,4500.0,24,4390D010,3BD23C98,00000000,00000000,41458938,00000000,477F7458,4781B970,438503BA,3F489FDE,3F62BF27,3D22453E,32845C33,37814209,00000000,AD088889,00000000,00000000,00000000,00000000
11,4500.0,25,438FF2BA,3BC1DEF1,00000000,00000000,414E0C88,00000000,47776842,477B75D0,438A7C5D,3F4387DA,3F60AEB7,3D2BAF8E,328180F1,377CEFD7,00000000,00000000,00000000,00000000,00000000,00000000
11,4500.0,26,438F0C4A,3BAE4EB5,00000000,00000000,4156E97B,00000000,476F3E84,47735AB4,43904593,3F3E5680,3F5E89FA,3D34FD86,327D0F37,377720DC,00000000,00000000,00000000,00000000,00000000,00000000
11,4500.0,27,438E1C38,3B9AC15B,00000000,00000000,4160253B,00000000,4766F7E1,476B2254,43966BBE,3F390884,3F5C4FD2,3D3E1D35,3276DCF0,377113C2,00000000,00000000,00000000,00000000,00000000,00000000
11,4500.0,28,438D21EB,3B885F83,00000000,00000000,4169C5BA,00000000,475E9510,4762CD6E,439CFC69,3F339C89,3F59FEFF,3D46FA08,3270670B,376AC4A1,00000000,AD088889,00000000,00000000,00000000,00000000
11,4500.0,29,438C1CB2,3B6E5FA1,00000000,00000000,4173D1C9,00000000,475616BC,475A5CB1,43A405B8,3F2E123E,3F579615,3D4F7C46,3269A8F6,37642F00,00000000,00000000,00000000,00000000,00000000,00000000
11,4500.0,30,438B0BC3,3B4E6EBC,00000000,00000000,417E5121,00000000,474D7D88,4751D0C6,43AB98A8,3F286932,3F551379,3D578874,32629D84,375D4DD3,00000000,2C888889,00000000,00000000,00000000,00000000
11,4500.0,31,4389EE39,3B30F39E,00000000,00000000,4184A648,00000000,4744CA0D,47492A4A,43B3C93C,3F22A0E4,3F527553,3D5EFEB2,325B3ECB,37561B52,00000000,00000000,00000000,00000000,00000000,00000000
11,4500.0,32,4388C30F,3B15F250,00000000,00000000,418A6717,00000000,473BFCDA,474069D0,43BCAF69,3F1CB8B1,3F4FB98D,3D65BA01,32538607,374E90E2,00000000,2C888889,00000000,00000000,00000000,00000000
11,4500.0,33,43878916,3AFAD629,00000000,00000000,419070CC,00000000,47331678,47378FE4,43C66775,3F16AFE1,3F4CDDBC,3D6B8F5A,324B6B69,3746A6E4,00000000,00000000,00000000,00000000,00000000,00000000
11,4500.0,34,43863EF2,3ACEB541,00000000,00000000,4196CA20,00000000,472A1768,472E9D0C,43D114AF,3F108594,3F49DF18,3D704C8C,3242E5EE,373E548A,00000000,00000000,00000000,00000000,00000000,00000000
11,4500.0,35,4384E308,3AA7725E,00000000,00000000,419D7AEA,00000000,47210026,472591C4,43DCE0FD,3F0A38C2,3F46BA63,3D73B703,3239EB10,37358F8E,00000000,AC088889,00000000,00000000,00000000,00000000
11,4500.0,36,4383737E,3A84F624,00000000,00000000,41A48C5B,00000000,4717D12A,471C6E89,43EA02BF,3F03C837,3F436BD0,3D758A20,32306E7A,372C4BE3,00000000,00000000,00000000,00000000,00000000,00000000
11,4500.0,37,4381EE19,3A4E3D61,00000000,00000000,41AC095F,00000000,470E8AE0,471333CA,43F8BC92,3EFA6504,3F3FEEDC,3D757562,32266181,37227B38,00000000,AB888889,00000000,00000000,00000000,00000000
11,4500.0,38,43805033,3A1B8079,00000000,00000000,41B3FF06,00000000,47052DB5,4709E1F6,4404B2C7,3EECEBDC,3F3C3E26,3D731A09,321BB29D,37180C6D,00000000,AB888889,00000000,00000000,00000000,00000000
11,4500.0,39,437D2D28,39E28E9E,00000000,00000000,41BC7D26,00000000,46F7741C,47007974,440E374D,3EDF20D2,3F385329,3D6E0848,32104C8C,370CEAC0,00000000,2B088889,00000000,00000000,00000000,00000000
11,4500.0,40,43797A92,399E17DA,00000000,00000000,41C59738,00000000,46E46098,46EDF550,44193777,3ED0FEF3,3F3425E1,3D65BBD3,3204152F,3700FCB0,00000000,00000000,00000000,00000000,00000000,00000000
11,4500.0,41,43757EC2,3968A2A5,00000000,00000000,41CF6585,00000000,46D1219A,46DACBE0,44261AE1,3EC27F86,3F2FAC53,3D5997CC,31EDD7D4,36E844C5,00000000,AA888889,00000000,00000000,00000000,00000000
11,4500.0,42,43712D2A,392A9760,00000000,00000000,41DA06FB,00000000,46BDB7DA,46C77754,44357240,3EB39C03,3F2AD9C8,3D48E1DC,31D14E74,36CC669D,00000000,00000000,00000000,00000000,00000000,00000000
11,4500.0,43,436C7575,38EF14E4,00000000,00000000,41E5A3CC,00000000,46AA2402,46B3F860,4448117F,3EA44B27,3F259DB1,3D32BCFB,31B2225C,36ADF58E,00000000,2A088889,00000000,00000000,00000000,00000000
11,4500.0,44,436741CE,389E0CC9,00000000,00000000,41F271B8,00000000,469666B6,46A04FA4,445F39D5,3E9480B5,3F1FE1DD,3D162413,318FC344,368C64B0,00000000,00000000,00000000,00000000,00000000,00000000
11,4500.0,45,43617403,38417557,00000000,00000000,42005D86,00000000,46828094,468C7DC8,447CEF5F,3E842CAA,3F198776,3CE3CE08,3152D361,364DE26D,00000000,00000000,00000000,00000000,00000000,00000000
11,4500.0,46,435AE07A,37D4F8FB,00000000,00000000,42087592,00000000,465CE468,467106C0,4492534A,3E66728B,3F1261A1,3C895EBD,30F7D5F0,35F206EC,00000000,00000000,00000000,00000000,00000000,00000000
11,4500.0,47,43534498,37491263,00000000,00000000,4211D2F6,00000000,46347860,4648C210,44AE7204,3E430F32,3F0A2AFD,3B51E5E1,2FBAE920,34B687A9,00000000,A8888889,00000000,00000000,00000000,00000000
11,4500.0,48,43518000,374DB9E3,00000000,00000000,421CFD14,00000000,460BBE28,46202EB0,44E1BD79,3E18506B,3F006E70,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,4500.0,49,43518000,37919FC8,00000000,00000000,422B6F9B,00000000,45C56DA0,45EE9B40,45222D57,3DD73033,3EE89483,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,1,4396C000,3C22498F,00000000,00000000,40A00000,00000000,47C4C68E,47C54400,4230C7BF,3F942404,3F8045F2,00000000,32ABCC77,37A7C5AC,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,2,43969B3B,3C208BE3,00000000,00000000,40A2D418,00000000,47C386CA,47C4491D,4289A9B5,3F9359A4,3F800A41,3A087C85,32AB52FB,37A74F09,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,3,439661F6,3C1DA440,00000000,00000000,40A73BD4,00000000,47C1DB71,47C2C476,42A63AB3,3F92533E,3F7F741B,3AAE8426,32AA95C8,37A69645,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,4,43961CD0,3C1A2310,00000000,00000000,40AC8D94,00000000,47BFEC14,47C0F26C,42BCAB78,3F9124DF,3F7EB8F0,3B176619,32A9B151,37A5B729,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,5,4395CE53,3C163582,00000000,00000000,40B29729,00000000,47BDC730,47BEE5BD,42CFF45D,3F8FD64C,3F7DE7F5,3B602609,32A8AE03,37A4B9EF,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,6,439577D1,3C11F562,00000000,00000000,40B93EB9,00000000,47BB7530,47BCA8A3,42E1560C,3F8E6C0B,3F7D03E5,3B981F45,32A79033,37A3A2D2,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,7,43951A13,3C0D7406,00000000,00000000,40C074AE,00000000,47B8FBC1,47BA41BE,42F17D11,3F8CE925,3F7C0E76,3BC371FD,32A65A80,37A27461,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,8,4394B59E,3C08BEA2,00000000,00000000,40C82EF4,00000000,47B65F04,47B7B5C4,430068FD,3F8B4FC7,3F7B08CB,3BF1C45F,32A50E9A,37A13042,00000000,2D888889,00000000,00000000,00000000,00000000
12,4500.0,9,43944AC7,3C03DF76,00000000,00000000,40D066D2,00000000,47B3A227,47B50844,4307CDFC,3F89A198,3F79F3A9,3C1170A7,32A3ADA1,379FD78F,00000000,2D888889,00000000,00000000,00000000,00000000
12,4500.0,10,4393D9CA,3BFDBE9D,00000000,00000000,40D917D8,00000000,47B0C7B3,47B23C0A,430F0668,3F87DFDE,3F78CF9A,3C2B4F4A,32A23855,379E6B03,00000000,AD088889,00000000,00000000,00000000,00000000
12,4500.0,11,4397E2CB,3C572632,00000000,00000000,40E23F2B,00000000,47ADD1BE,47AF535C,431B4405,3F81A078,3F779CF6,3C466C3E,32A0AF30,379CEB15,00000000,2D888889,00000000,00000000,00000000,00000000
12,4500.0,12,4397619C,3C5BE90C,00000000,00000000,40EC2F0B,00000000,47AAC205,47AC501F,4322A716,3F7F7DE2,3F765BF3,3C63ADB4,329F0466,379B4A4B,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,13,4396DA49,3C6000C4,00000000,00000000,40F697F2,00000000,47A79A06,47A933EB,432A0DFB,3F7B9C32,3F750CA9,3C810CA3,329D454D,379995AD,00000000,AD888889,00000000,00000000,00000000,00000000
12,4500.0,14,43964CCC,3C635D62,00000000,00000000,4100BD0F,00000000,47A45B0A,47A60021,433184F4,3F779D1C,3F73AF19,3C90CF86,329B71DB,3797CD30,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,15,4395B91A,3C65F1AA,00000000,00000000,41066B4C,00000000,47A10632,47A2B5F3,4339160D,3F7381A3,3F72432C,3CA11760,329989E6,3795F0AA,00000000,2D888889,00000000,00000000,00000000,00000000
12,4500.0,16,43951F1C,3C67B211,00000000,00000000,410C5786,00000000,479D9C7B,479F5670,4340CC13,3F6F4A8D,3F70C8B8,3CB1DB74,32978D23,3793FFD4,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,17,43947EB4,3C689531,00000000,00000000,411282EB,00000000,479A1ECA,479BE286,4348B018,3F6AF884,3F6F3F82,3CC31254,32957B2E,3791FA4A,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,18,4393D7BB,3C68937E,00000000,00000000,4118EEF4,00000000,47968DEA,47985B0D,4350CBDF,3F668C00,3F6DA73B,3CD4B177,32935388,378FDF93,00000000,2D888889,00000000,00000000,00000000,00000000
12,4500.0,19,43932A03,3C67A76C,00000000,00000000,411F9D6A,00000000,4792EA95,4794C0C7,43592978,3F62055F,3F6BFF85,3CE6AD0C,32911599,378DAF17,00000000,AD888889,00000000,00000000,00000000,00000000
12,4500.0,20,43927556,3C65CD65,00000000,00000000,41269068,00000000,478F3572,47911463,4361D2FB,3F5D64D6,3F6A47ED,3CF8F7B0,328EC0AB,378B6826,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,21,4391B973,3C630379,00000000,00000000,412DCA5C,00000000,478B6F1C,478D5682,436AD475,3F58AA8C,3F687FEE,3D05C10C,328C53ED,378909F5,00000000,AD888889,00000000,00000000,00000000,00000000
12,4500.0,22,4390F612,3C5F49FB,00000000,00000000,41354E16,00000000,4787981E,478987B5,43743849,3F53D67D,3F66A6F0,3D0F1D70,3289CE6F,37869398,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,23,43902AE1,3C5AA324,00000000,00000000,413D1EBC,00000000,4783B0FB,4785A886,437E0D1F,3F4EE896,3F64BC45,3D1886FA,32872F20,37840405,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,24,438F5782,3C551330,00000000,00000000,41453FEC,00000000,477F7458,4781B970,4384305B,3F49E0AB,3F62BF27,3D21F22B,328474CB,37815A0E,00000000,2D888889,00000000,00000000,00000000,00000000
12,4500.0,25,438E7B8C,3C4EA07A,00000000,00000000,414DB5B4,00000000,47776842,477B75D0,4389A1C1,3F44BE70,3F60AEB7,3D2B51C6,32819E14,377D28BE,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,26,438D9687,3C3B9139,00000000,00000000,415684AA,00000000,476F3E84,47735AB4,438F5463,3F3F96CA,3F5E89FA,3D34968C,327D52E0,377762EF,00000000,2D888889,00000000,00000000,00000000,00000000
12,4500.0,27,438CA807,3C25685E,00000000,00000000,415FB0FA,00000000,4766F7E1,476B2254,43955DF2,3F3A56BE,3F5C4FD2,3D3DADED,32772AF3,37715FF1,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,28,438BAF7B,3C10B09E,00000000,00000000,41694035,00000000,475E9510,4762CD6E,439BD100,3F34F5AC,3F59FEFF,3D468398,3270C0A5,376B1C21,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,29,438AAC33,3BFADEE2,00000000,00000000,4173391A,00000000,475616BC,475A5CB1,43A2BBA9,3F2F734B,3F579615,3D4F0086,326A0F6C,3764930F,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,30,43899D6A,3BD7513B,00000000,00000000,417DA352,00000000,474D7D88,4751D0C6,43AA2ECF,3F29CF47,3F551379,3D570A0A,32631227,375DBFBA,00000000,2D088889,00000000,00000000,00000000,00000000
12,4500.0,31,4388823A,3BB6BB3E,00000000,00000000,418443CC,00000000,4744CA0D,47492A4A,43B23E52,3F240935,3F527553,3D5E8135,325BC2FA,37569C68,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,32,438759A2,3B991C75,00000000,00000000,4189F7F8,00000000,473BFCDA,474069D0,43BB01F9,3F1E2095,3F4FB98D,3D65421C,32541B2A,374F2287,00000000,2D088889,00000000,00000000,00000000,00000000
12,4500.0,33,43862273,3B7CDE9D,00000000,00000000,418FF3F0,00000000,47331678,47378FE4,43C495D3,3F1814CC,3F4CDDBC,3D6B22E9,324C12FE,37474A8C,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,34,4384DB55,3B4D5452,00000000,00000000,41963E5D,00000000,472A1768,472E9D0C,43CF1CE8,3F11E51C,3F49DF18,3D6FF2CE,3243A185,373F0BBC,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,35,438382B2,3B237BE3,00000000,00000000,419CDF08,00000000,47210026,472591C4,43DAC0B9,3F0B90A9,3F46BA63,3D7378BF,323ABC49,37365BDF,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,36,438216B1,3AFE59D3,00000000,00000000,41A3DF0E,00000000,4717D12A,471C6E89,43E7B727,3F051664,3F436BD0,3D7571D2,32315713,372D2F08,00000000,2C088889,00000000,00000000,00000000,00000000
12,4500.0,37,4380951E,3AC06625,00000000,00000000,41AB4945,00000000,470E8AE0,471333CA,43F6423A,3EFCEA04,3F3FEEDC,3D758F68,32276355,37237701,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,38,437DF6B0,3A8C9BC6,00000000,00000000,41B32A9F,00000000,47052DB5,4709E1F6,44035C12,3EEF55F6,3F3C3E26,3D7374C6,321CCFB0,371922D2,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,39,437A8C5B,3A44BED5,00000000,00000000,41BB92D1,00000000,46F7741C,47007974,440CC458,3EE16CD1,3F385329,3D6EB443,32118710,370E1DE5,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,40,4376E369,3A01F542,00000000,00000000,41C49525,00000000,46E46098,46EDF550,4417A4C5,3ED329F2,3F3425E1,3D66CBC7,32056F8F,37024EF2,00000000,AB888889,00000000,00000000,00000000,00000000
12,4500.0,41,4372F212,39B7389A,00000000,00000000,41CE49AD,00000000,46D1219A,46DACBE0,44246485,3EC48628,3F2FAC53,3D5B208F,31F0D1C4,36EB2CDA,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,42,436EABE0,3985A2AD,00000000,00000000,41D8CF15,00000000,46BDB7DA,46C77754,4433925C,3EB57C02,3F2AD9C8,3D4AF9FF,31D493B6,36CF983F,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,43,436A00A5,393A2206,00000000,00000000,41E44D30,00000000,46AA2402,46B3F860,4445FF69,3EA60300,3F259DB1,3D357BF6,31B5BA0E,36B177B2,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,44,4364DAC5,38F45259,00000000,00000000,41F0F92F,00000000,469666B6,46A04FA4,445CE992,3E960ED6,3F1FE1DD,3D19A0CF,3193B605,36903FC1,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,45,435F1C60,38943FB3,00000000,00000000,41FF1C9C,00000000,46828094,468C7DC8,447A4F9B,3E858F62,3F198776,3CEC6984,315B8460,36565F46,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,46,43589A4E,38218036,00000000,00000000,420790DA,00000000,465CE468,467106C0,4490CE63,3E68DD73,3F1261A1,3C93AF41,310582CC,360261BB,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,47,435112A6,3796797B,00000000,00000000,4210D55C,00000000,46347860,4648C210,44ACA22C,3E451B4C,3F0A2AFD,3B98A611,300800EB,3504D0E5,00000000,29088889,00000000,00000000,00000000,00000000
12,4500.0,48,434E8000,37891854,00000000,00000000,421BE1C9,00000000,460BBE28,46202EB0,44DE8214,3E1A86CC,3F006E70,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,4500.0,49,434E8000,37C21548,00000000,00000000,422A1F5C,00000000,45C56DA0,45EE9B40,451FDAF5,3DDA5053,3EE89483,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,4500.0,1,4396C000,3C22498F,00000000,00000000,41A00000,41000000,47C4C68E,47C54400,4230C7BF,3F942404,3F8045F2,00000000,32ABCC77,37A7C5AC,00000000,00000000,00000000,00000000,00000000,00000000
13,4500.0,2,43969B3B,3C208BE3,00000000,00000000,41A10F89,41000000,47C386CA,47C4491D,4289A9B5,3F9359A4,3F800A41,3A087C85,32AB52FB,37A74F09,00000000,00000000,00000000,00000000,00000000,00000000
13,4500.0,3,439661F6,3C1DA440,00000000,00000000,41A2B66F,41000000,47C1DB71,47C2C476,42A63AB3,3F92533E,3F7F741B,3AAE8426,32AA95C8,37A69645,00000000,00000000,00000000,00000000,00000000,00000000
13,4500.0,4,43961CD0,3C1A2310,00000000,00000000,41A4B517,41000000,47BFEC14,47C0F26C,42BCAB78,3F9124DF,3F7EB8F0,3B176619,32A9B151,37A5B729,00000000,00000000,00000000,00000000,00000000,00000000
13,4500.0,5,4395CE53,3C163582,00000000,00000000,41A6F8AF,41000000,47BDC730,47BEE5BD,42CFF45D,3F8FD64C,3F7DE7F5,3B602609,32A8AE03,37A4B9EF,00000000,00000000,00000000,00000000,00000000,00000000
13,4500.0,6,439577D1,3C11F562,00000000,00000000,41A97785,41000000,47BB7530,47BCA8A3,42E1560C,3F8E6C0B,3F7D03E5,3B981F45,32A79033,37A3A2D2,00000000,00000000,00000000,00000000,00000000,00000000
13,4500.0,7,43951A13,3C0D7406,00000000,00000000,41AC2BC1,41000000,47B8FBC1,47BA41BE,42F17D11,3F8CE925,3F7C0E76,3BC371FD,32A65A80,37A27461,00000000,00000000,00000000,00000000,00000000,00000000
13,4500.0,8,4394B59E,3C08BEA2,00000000,00000000,41AF119B,41000000,47B65F04,47B7B5C4,430068FD,3F8B4FC7,3F7B08CB,3BF1C45F,32A50E9A,37A13042,00000000,2D888889,00000000,00000000,00000000,00000000
13,4500.0,9,43944AC7,3C03DF76,00000000,00000000,41B2268F,41000000,47B3A227,47B50844,4307CDFC,3F89A198,3F79F3A9,3C1170A7,32A3ADA1,379FD78F,00000000,2D888889,00000000,00000000,00000000,00000000
13,4500.0,10,4398D9CA,3C69B8FA,00000000,00000000,41B568F1,41000000,47B0C7B3,47B23C0A,43147204,3F82E9C4,3F78CF9A,3C2B4F4A,32A23855,379E6B03,00000000,00000000,00000000,00000000,00000000,00000000
13,4500.0,11,43985E48,3C645F1E,00000000,00000000,41B8F8FE,41000000,47ADD1BE,47AF535C,431BD5AA,3F812751,3F779CF6,3C477289,32A0A04A,379CDC88,00000000,2D888889,00000000,00000000,00000000,00000000
13,4500.0,12,4397DCA1,3C68EA4C,00000000,00000000,41BCB670,41000000,47AAC205,47AC501F,43233F43,3F7E8FB7,3F765BF3,3C64CD8F,329EF3EF,379B3A37,00000000,AD888889,00000000,00000000,00000000,00000000
13,4500.0,13,439754CE,3C6CC5EE,00000000,00000000,41C0A16E,41000000,47A79A06,47A933EB,432AAC9F,3F7AB252,3F750CA9,3C81A990,329D3334,37998401,00000000,00000000,00000000,00000000,00000000,00000000
13,4500.0,14,4396C6CE,3C6FE29D,00000000,00000000,41C4BA0D,41000000,47A45B0A,47A60021,43322A0F,3F76B7A5,3F73AF19,3C91798E,329B5E0F,3797B9DA,00000000,00000000,00000000,00000000,00000000,00000000
13,4500.0,15,43963293,3C7232CD,00000000,00000000,41C900B1,41000000,47A10632,47A2B5F3,4339C1A5,3F72A0B2,3F72432C,3CA1CE85,32997453,3795DB99,00000000,AD888889,00000000,00000000,00000000,00000000
13,4500.0,16,43959806,3C73AB02,00000000,00000000,41CD75FB,41000000,479D9C7B,479F5670,43417E36,3F6E6E40,3F70C8B8,3CB29F97,329775B9,3793E8F6,00000000,00000000,00000000,00000000,00000000,00000000
13,4500.0,17,4394F70A,3C744203,00000000,00000000,41D21ACD,41000000,479A1ECA,479BE286,434968DD,3F6A20F6,3F6F3F82,3CC3E334,329561D9,3791E18E,00000000,00000000,00000000,00000000,00000000,00000000
13,4500.0,18,43944F77,3C73F033,00000000,00000000,41D6F043,41000000,47968DEA,47985B0D,43518B62,3F65B94C,3F6DA73B,3CD58EAE,32933838,378FC4E7,00000000,00000000,00000000,00000000,00000000,00000000
13,4500.0,19,4393A120,3C72B03E,00000000,00000000,41DBF7B4,41000000,4792EA95,4794C0C7,4359EFE1,3F613799,3F6BFF85,3CE79603,3290F83B,378D9269,00000000,2D888889,00000000,00000000,00000000,00000000
13,4500.0,20,4392EBCD,3C707E72,00000000,00000000,41E132B6,41000000,478F3572,47911463,4362A076,3F5C9C1A,3F6A47ED,3CF9EBA2,328EA12B,378B4964,00000000,AD888889,00000000,00000000,00000000,00000000
13,4500.0,21,43922F3F,3C6D5938,00000000,00000000,41E6A31A,41000000,478B6F1C,478D5682,436BA93A,3F57E6EE,3F687FEE,3D064006,328C3239,3788E90B,00000000,00000000,00000000,00000000,00000000,00000000
13,4500.0,22,43916B2D,3C6940F0,00000000,00000000,41EC4B02,41000000,4787981E,478987B5,43751493,3F531814,3F66A6F0,3D0FA0CE,3289AA71,37867072,00000000,00000000,00000000,00000000,00000000,00000000
13,4500.0,23,43909F45,3C6437FA,00000000,00000000,41F22CC8,41000000,4783B0FB,4785A886,437EF13E,3F4E2F73,3F64BC45,3D190DFC,328708C5,3783DE90,00000000,00000000,00000000,00000000,00000000,00000000
13,4500.0,24,438FCB28,3C5E429F,00000000,00000000,41F84B25,41000000,477F7458,4781B970,4384A67D,3F492CE1,3F62BF27,3D227BED,32844BFD,37813235,00000000,00000000,00000000,00000000,00000000,00000000
13,4500.0,25,438EEE6D,3C576777,00000000,00000000,41FEA927,41000000,47776842,477B75D0,438A1C24,3F441016,3F60AEB7,3D2BDD37,328172BD,377CD418,00000000,00000000,00000000,00000000,00000000,00000000
13,4500.0,26,438E089D,3C430F64,00000000,00000000,4202A520,41000000,476F3E84,47735AB4,438FD20A,3F3EEF67,3F5E89FA,3D35226B,327CF6F0,37770926,00000000,2D888889,00000000,00000000,00000000,00000000
13,4500.0,27,438D194B,3C2C9B0F,00000000,00000000,420618C2,41000000,4766F7E1,476B2254,4395E067,3F39B48B,3F5C4FD2,3D3E38B5,3276C99E,377100E4,00000000,2D888889,00000000,00000000,00000000,00000000
13,4500.0,28,438C1FE6,3C17900E,00000000,00000000,4209B199,41000000,475E9510,4762CD6E,439C588C,3F3458C8,3F59FEFF,3D470B9D,327059B5,376AB79A,00000000,00000000,00000000,00000000,00000000,00000000
13,4500.0,29,438B1BBE,3C03F462,00000000,00000000,420D7230,41000000,475616BC,475A5CB1,43A3489E,3F2EDBD5,3F579615,3D4F83DB,3269A2A9,376428D9,00000000,00000000,00000000,00000000,00000000,00000000
13,4500.0,30,438A0C09,3BE3985D,00000000,00000000,42115D67,41000000,474D7D88,4751D0C6,43AAC188,3F293D5E,3F551379,3D57867B,32629F57,375D4F9B,00000000,2D088889,00000000,00000000,00000000,00000000
13,4500.0,31,4388EFE6,3BC23428,00000000,00000000,42157687,41000000,4744CA0D,47492A4A,43B2D73A,3F237CF6,3F527553,3D5EF43D,325B49DC,37562621,00000000,AD088889,00000000,00000000,00000000,00000000
13,4500.0,32,4387C64F,3BA3BCEE,00000000,00000000,4219C153,41000000,473BFCDA,474069D0,43BBA192,3F1D9A15,3F4FB98D,3D65A8DC,32539B7B,374EA5D6,00000000,00000000,00000000,00000000,00000000,00000000
13,4500.0,33,43868E17,3B882F6D,00000000,00000000,421E4222,41000000,47331678,47378FE4,43C53CB3,3F179421,3F4CDDBC,3D6B7A22,324B8C76,3746C72B,00000000,00000000,00000000,00000000,00000000,00000000
13,4500.0,34,438545E3,3B5F0813,00000000,00000000,4222FDF4,41000000,472A1768,472E9D0C,43CFCBBC,3F116A5D,3F49DF18,3D7036DB,324313D1,373E815A,00000000,00000000,00000000,00000000,00000000,00000000
13,4500.0,35,4383EC1E,3B335CA7,00000000,00000000,4227FAA7,41000000,47210026,472591C4,43DB7859,3F0B1BE4,3F46BA63,3D73A581,323A2713,3735CA28,00000000,2C888889,00000000,00000000,00000000,00000000
13,4500.0,36,43827EEA,3B0D3930,00000000,00000000,422D3F14,41000000,4717D12A,471C6E89,43E8788D,3F04A7AD,3F436BD0,3D7582B6,3230B9FA,372C959E,00000000,AC888889,00000000,00000000,00000000,00000000
13,4500.0,37,4380FC16,3AD8DF43,00000000,00000000,4232D361,41000000,470E8AE0,471333CA,43F70E99,3EFC18CC,3F3FEEDC,3D757F53,3226BDEE,3722D57A,00000000,00000000,00000000,00000000,00000000,00000000
13,4500.0,38,437EC1F7,3AA18ADE,00000000,00000000,4238C14C,41000000,47052DB5,4709E1F6,4403C87D,3EEE910F,3F3C3E26,3D733E1A,321C2182,371878B9,00000000,00000000,00000000,00000000,00000000,00000000
