case,dx,k,paph,pten,plglac,plude,pmfus,pmfds,pmfuq,pmfdq,pmful,pdmfup,pdmfdp,pdpmel,ptent_in,ptenq_in,pcte_in,pmfu,pmfd
15,4500.0,19,474069D0,438CAC44,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,20,47492A4A,438D4850,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,21,4751D0C6,438DDCE8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,22,475A5CB1,438E6A9C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,23,4762CD6E,438EF1EA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,24,476B2254,438F7341,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,25,47735AB4,438FEF03,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,26,477B75D0,43906588,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,27,4781B970,4390D71B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,28,4785A886,43914400,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,29,478987B5,4391AC73,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,30,478D5682,439210AA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,31,47911463,439270D2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,32,4794C0C7,4392CD16,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,33,47985B0D,43932598,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,34,479BE286,43937A79,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,35,479F5670,4393CBD1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,36,47A2B5F3,439419B6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,37,47A60021,43946438,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,38,47A933EB,4394AB64,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,39,47AC501F,4394EF3E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,40,47AF535C,43952FC5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,41,47B23C0A,43956CF3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,42,47B50844,4395A6B7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,43,47B7B5C4,4395DCF5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,44,47BA41BE,43960F81,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,45,47BCA8A3,43963E1A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,46,47BEE5BD,43966854,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,47,47C0F26C,43968D80,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,48,47C2C476,4396AC43,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
15,4500.0,49,47C4491D,4396C000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,1,459C4000,4386C000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,2,45EE9B40,4386C000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,3,46202EB0,4386C000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,4,4648C210,4386DC94,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,5,467106C0,438817C4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,6,468C7DC8,4389291A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,7,46A04FA4,438A1A5C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,8,46B3F860,438AF233,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,9,46C77754,438BB563,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,10,46DACBE0,438C6770,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,11,46EDF550,438D0B12,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,12,47007974,438DA266,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,13,4709E1F6,438E2F0F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,14,471333CA,438EB260,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,15,471C6E89,438F2D6E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,16,472591C4,438FA121,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,17,472E9D0C,43900E37,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,18,47378FE4,43907555,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,19,474069D0,4390D705,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,20,47492A4A,439133C0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,21,4751D0C6,43918BEC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,22,475A5CB1,4391DFE3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,23,4762CD6E,43922FF5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,24,476B2254,43927C67,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,25,47735AB4,4392C574,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,26,477B75D0,43930B50,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,27,4781B970,43934E2A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,28,4785A886,43938E2D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,29,478987B5,4393CB7E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,30,478D5682,43940640,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,31,47911463,43943E91,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,32,4794C0C7,4394748A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,33,47985B0D,4394A842,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,34,479BE286,4394D9CD,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,35,479F5670,4395093C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,36,47A2B5F3,4395369D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,37,47A60021,439561FA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,38,47A933EB,43958B5D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,39,47AC501F,4395B2C9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,40,47AF535C,4395D83F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,41,47B23C0A,4395FBBD,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,42,47B50844,43961D3B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,43,47B7B5C4,43963CA8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,44,47BA41BE,439659ED,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,45,47BCA8A3,439674E5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,46,47BEE5BD,43968D52,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,47,47C0F26C,4396A2D0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,48,47C2C476,4396B498,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
16,4500.0,49,47C4491D,4396C000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,4500.0,1,459C4000,43508000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,4500.0,2,45EE9B40,43508000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,4500.0,3,46202EB0,43508000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,4500.0,4,4648C210,43508000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,4500.0,5,467106C0,43508000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,4500.0,6,468C7DC8,43508000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,4500.0,7,46A04FA4,43508000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,4500.0,8,46B3F860,43508000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
17,4500.0,9,46C77754,4351B970,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3504CB3E,3007FB21,00000000,00000000,00000000
17,4500.0,10,46DACBE0,435498A8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,35DE23EC,30E378C0,00000000,00000000,00000000
17,4500.0,11,46EDF550,4357417A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36372E34,313B93AA,00000000,00000000,00000000
17,4500.0,12,47007974,4359BB58,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,367A514E,318029A1,00000000,00000000,00000000
17,4500.0,13,4709E1F6,435C0C33,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,369C8E36,31A05017,00000000,00000000,00000000
17,4500.0,14,471333CA,435E38E1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36BA094C,31BE804E,00000000,00000000,00000000
17,4500.0,15,471C6E89,4360455A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36D5CFC5,31DAF16D,00000000,00000000,00000000
17,4500.0,16,472591C4,436234F1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36F00EA4,31F5D18E,00000000,00000000,00000000
17,4500.0,17,472E9D0C,43640A6E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,370475D9,3207A3AF,00000000,00000000,00000000
17,4500.0,18,47378FE4,4365C834,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37104395,3213B9F1,00000000,00000000,00000000
17,4500.0,19,474069D0,43677049,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,371B7E4B,321F39A5,00000000,00000000,00000000
17,4500.0,20,47492A4A,4369046F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,372631E5,322A2EFF,00000000,00000000,00000000
17,4500.0,21,4751D0C6,436A862D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,373068B4,3234A490,00000000,00000000,00000000
17,4500.0,22,475A5CB1,436BF6D6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,373A2BBE,323EA394,00000000,00000000,00000000
17,4500.0,23,4762CD6E,436D5796,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,374382E8,32483421,00000000,00000000,00000000
17,4500.0,24,476B2254,436EA972,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,374C752A,32515D5B,00000000,00000000,00000000
17,4500.0,25,47735AB4,436FED54,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,375508A4,325A2586,00000000,00000000,00000000
17,4500.0,26,477B75D0,43712408,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,375D42CB,32629239,00000000,00000000,00000000
17,4500.0,27,4781B970,43724E44,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3765286E,326AA861,00000000,00000000,00000000
17,4500.0,28,4785A886,43736CA9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,376CBDD1,32726C5C,00000000,00000000,00000000
17,4500.0,29,478987B5,43747FC8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,377406C4,3279E211,00000000,00000000,00000000
17,4500.0,30,478D5682,4375881D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,377B0698,32808673,00000000,00000000,00000000
17,4500.0,31,47911463,43768619,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3780E023,3283F7F2,00000000,00000000,00000000
17,4500.0,32,4794C0C7,43777A1D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37841B30,328746D9,00000000,00000000,00000000
17,4500.0,33,47985B0D,4378647E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37873593,328A744D,00000000,00000000,00000000
17,4500.0,34,479BE286,43794584,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,378A3041,328D8149,00000000,00000000,00000000
17,4500.0,35,479F5670,437A1D6B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,378D0C04,32906E9C,00000000,00000000,00000000
17,4500.0,36,47A2B5F3,437AEC63,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,378FC982,32933CF0,00000000,00000000,00000000
17,4500.0,37,47A60021,437BB291,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37926935,3295ECC2,00000000,00000000,00000000
17,4500.0,38,47A933EB,437C700C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3794EB6B,32987E62,00000000,00000000,00000000
17,4500.0,39,47AC501F,437D24DD,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37975042,329AF1EE,00000000,00000000,00000000
17,4500.0,40,47AF535C,437DD0FC,00000000,33B4972E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,379997A2,329D474E,00000000,00000000,00000000
17,4500.0,41,47B23C0A,437E744F,00000000,00000000,C0F88800,00000000,B41CC480,00000000,33B4972E,00000000,00000000,00000000,379BC135,329F7E2A,00000000,3C9636B1,00000000
17,4500.0,42,47B50844,437F0EA7,00000000,00000000,C0BA6319,00000000,B341757A,00000000,00000000,00000000,00000000,00000000,379DCC52,32A195D5,00000000,3C5A96A9,00000000
17,4500.0,43,47B7B5C4,437F9FB2,00000000,00000000,C081F7EC,00000000,B306E64E,00000000,00000000,00000000,00000000,00000000,379FB7EC,32A38D3C,00000000,3C186C30,00000000
17,4500.0,44,47BA41BE,4380137B,00000000,00000000,C02B7099,00000000,B2B1F1CB,00000000,00000000,00000000,00000000,00000000,37A18265,32A562B6,00000000,3BC90F11,00000000
17,4500.0,45,47BCA8A3,438051DE,00000000,00000000,BFD194CD,00000000,B2598877,00000000,00000000,00000000,00000000,00000000,37A3294B,32A713C1,00000000,3B75CA33,00000000
17,4500.0,46,47BEE5BD,43808A72,00000000,00000000,BF657830,00000000,B1EE2D07,00000000,00000000,00000000,00000000,00000000,37A4A8CC,32A89C77,00000000,3B068E9A,00000000
17,4500.0,47,47C0F26C,4380BC45,00000000,00000000,BED31103,00000000,B15B131A,00000000,00000000,00000000,00000000,00000000,37A5FA8E,32A9F654,00000000,3A778819,00000000
17,4500.0,48,47C2C476,4380E585,00000000,00000000,BE0D4155,00000000,B0929D58,00000000,00000000,00000000,00000000,00000000,37A7122C,32AB14A8,00000000,39A5A8CB,00000000
17,4500.0,49,47C4491D,43810000,00000000,00000000,BCADE80B,00000000,AF348133,00000000,00000000,00000000,00000000,00000000,37A7C5AC,32ABCC77,00000000,384BF39C,00000000
18,4500.0,1,459C4000,43560000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,4500.0,2,45EE9B40,43560000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,4500.0,3,46202EB0,43560000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,4500.0,4,4648C210,43560000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,4500.0,5,467106C0,43560000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,4500.0,6,468C7DC8,43560000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,4500.0,7,46A04FA4,43560000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
18,4500.0,8,46B3F860,4356FCF6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,34B0D4FE,2FB51373,00000000,00000000,00000000
18,4500.0,9,46C77754,435A8955,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,35CAF525,30CFD41E,00000000,00000000,00000000
18,4500.0,10,46DACBE0,435DCE25,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,362E99C3,3132CA83,00000000,00000000,00000000
18,4500.0,11,46EDF550,4360D5F0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,367263F1,31783530,00000000,00000000,00000000
18,4500.0,12,47007974,4363A8FE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3698C932,319C73E9,00000000,00000000,00000000
18,4500.0,13,4709E1F6,43664DEE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36B65C9F,31BABD0D,00000000,00000000,00000000
18,4500.0,14,471333CA,4368CA24,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36D22885,31D733BB,00000000,00000000,00000000
18,4500.0,15,471C6E89,436B2210,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36EC5E89,31F20ACA,00000000,00000000,00000000
18,4500.0,16,472591C4,436D5968,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37029412,3205B658,00000000,00000000,00000000
18,4500.0,17,472E9D0C,436F7348,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,370E5418,3211BE90,00000000,00000000,00000000
18,4500.0,18,47378FE4,4371725A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37197E38,321D2D47,00000000,00000000,00000000
18,4500.0,19,474069D0,437358E5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37241F29,32280F86,00000000,00000000,00000000
18,4500.0,20,47492A4A,437528E0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,372E41EE,32327091,00000000,00000000,00000000
18,4500.0,21,4751D0C6,4376E401,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3737F012,323C5A2F,00000000,00000000,00000000
18,4500.0,22,475A5CB1,43788BC4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,374131ED,3245D4EA,00000000,00000000,00000000
18,4500.0,23,4762CD6E,437A2179,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,374A0ECC,324EE83D,00000000,00000000,00000000
18,4500.0,24,476B2254,437BA645,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37528D1C,32579ABD,00000000,00000000,00000000
18,4500.0,25,47735AB4,437D1B2D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,375AB28F,325FF23D,00000000,00000000,00000000
18,4500.0,26,477B75D0,437E8118,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3762842D,3267F3E5,00000000,00000000,00000000
18,4500.0,27,4781B970,437FD8D1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,376A066B,326FA445,00000000,00000000,00000000
18,4500.0,28,4785A886,43809187,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37713D3C,32770769,00000000,00000000,00000000
18,4500.0,29,478987B5,43813037,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37782C25,327E20EA,00000000,00000000,00000000
18,4500.0,30,478D5682,4381C8C0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,377ED637,328279F7,00000000,00000000,00000000
18,4500.0,31,47911463,43825B60,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37829F19,3285C1A3,00000000,00000000,00000000
18,4500.0,32,4794C0C7,4382E84E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3785B33B,3288E8AF,00000000,00000000,00000000
18,4500.0,33,47985B0D,43836FB9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3788A889,328BF02B,00000000,00000000,00000000
18,4500.0,34,479BE286,4383F1C9,00000000,344EB2DE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,378B7FE4,328ED8FA,00000000,00000000,00000000
18,4500.0,35,479F5670,43846E9F,00000000,00000000,C1401400,00000000,35982100,00000000,344EB2DE,00000000,00000000,00000000,378E3A06,3291A3DE,00000000,3D007A5E,00000000
18,4500.0,36,47A2B5F3,4384E656,00000000,00000000,C1265F66,00000000,3593B823,00000000,00000000,00000000,00000000,00000000,3790D785,3294516D,00000000,3CD548B6,00000000
18,4500.0,37,47A60021,43855901,00000000,00000000,C10833B1,00000000,3571DCCB,00000000,00000000,00000000,00000000,00000000,379358CC,3296E218,00000000,3CAE9B2F,00000000
18,4500.0,38,47A933EB,4385C6AD,00000000,00000000,C0DB75CB,00000000,3542DACD,00000000,00000000,00000000,00000000,00000000,3795BE21,32995626,00000000,3C8CAB90,00000000
18,4500.0,39,47AC501F,43862F5D,00000000,00000000,C0AD82C1,00000000,351A0E9D,00000000,00000000,00000000,00000000,00000000,37980797,329BADA9,00000000,3C5E6F52,00000000
