case,dx,k,paph,pten,plglac,plude,pmfus,pmfds,pmfuq,pmfdq,pmful,pdmfup,pdmfdp,pdpmel,ptent_in,ptenq_in,pcte_in,pmfu,pmfd
9,27000.0,21,4751D0C6,438A3A57,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3664EE4B,326A6CD9,00000000,00000000,00000000
9,27000.0,22,475A5CB1,438B3C58,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,366B6F22,327115A4,00000000,00000000,00000000
9,27000.0,23,4762CD6E,438C339A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3671AAA1,3277776E,00000000,00000000,00000000
9,27000.0,24,476B2254,438D20CB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3677A531,327D96B9,00000000,00000000,00000000
9,27000.0,25,47735AB4,438E0484,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,367D629F,3281BBB6,00000000,00000000,00000000
9,27000.0,26,477B75D0,438EDF46,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3681731C,32848E73,00000000,00000000,00000000
9,27000.0,27,4781B970,438FB18A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36841982,32874521,00000000,00000000,00000000
9,27000.0,28,4785A886,43907BBA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3686A5D7,3289E11E,00000000,00000000,00000000
9,27000.0,29,478987B5,43913E35,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3689194F,328C63A5,00000000,00000000,00000000
9,27000.0,30,478D5682,4391F94C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,368B74F1,328ECDC3,00000000,00000000,00000000
9,27000.0,31,47911463,4392AD4A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,368DB9AA,3291206D,00000000,00000000,00000000
9,27000.0,32,4794C0C7,43935A6E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,368FE849,32935C73,00000000,00000000,00000000
9,27000.0,33,47985B0D,439400EF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3692017C,3295828B,00000000,00000000,00000000
9,27000.0,34,479BE286,4394A0FA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,369405D8,3297934C,00000000,00000000,00000000
9,27000.0,35,479F5670,43953AB5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3695F5D7,32998F33,00000000,00000000,00000000
9,27000.0,36,47A2B5F3,4395CE3F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3697D1DB,329B76A3,00000000,00000000,00000000
9,27000.0,37,47A60021,43965BAB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36999A26,329D49E1,00000000,00000000,00000000
9,27000.0,38,47A933EB,4392DF2F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,369B4277,329EFC61,00000000,00000000,00000000
9,27000.0,39,47AC501F,43935CD3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,369CD7D3,32A09B78,00000000,00000000,00000000
9,27000.0,40,47AF535C,4393D48A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,369E5A12,32A226FC,00000000,00000000,00000000
9,27000.0,41,47B23C0A,4394463E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,369FC8EB,32A39EA3,00000000,00000000,00000000
9,27000.0,42,47B50844,4394B1C7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36A123E1,32A501ED,00000000,00000000,00000000
9,27000.0,43,47B7B5C4,439516EC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36A26A36,32A65017,00000000,00000000,00000000
9,27000.0,44,47BA41BE,43957553,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36A39AC9,32A787F9,00000000,00000000,00000000
9,27000.0,45,47BCA8A3,4395CC77,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36A4B3EE,32A8A7DE,00000000,00000000,00000000
9,27000.0,46,47BEE5BD,43961B8A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36A5B30E,32A9AD1D,00000000,00000000,00000000
9,27000.0,47,47C0F26C,43966139,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36A693E1,32AA9355,00000000,00000000,00000000
9,27000.0,48,47C2C476,43969AF0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36A74E19,32AB5205,00000000,00000000,00000000
9,27000.0,49,47C4491D,4396C000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36A7C5AC,32ABCC77,00000000,00000000,00000000
10,27000.0,1,459C4000,434E0000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
10,27000.0,2,45EE9B40,434E0000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
10,27000.0,3,46202EB0,4350CA7E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,341013BE,301388F4,00000000,00000000,00000000
10,27000.0,4,4648C210,43584F8E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,350510E0,3108426F,00000000,00000000,00000000
10,27000.0,5,467106C0,435ECF60,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3558F16B,315E2651,00000000,00000000,00000000
10,27000.0,6,468C7DC8,43648BC8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,35917C01,3194F9DD,00000000,00000000,00000000
10,27000.0,7,46A04FA4,4369AFDF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,35B2A870,31B6F21D,00000000,00000000,00000000
10,27000.0,8,46B3F860,436E597C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,35D0BE8B,31D5C112,00000000,00000000,00000000
10,27000.0,9,46C77754,43729E32,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,35EC4998,31F1F558,00000000,00000000,00000000
10,27000.0,10,46DACBE0,43768E29,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3602D8DF,3205FCCC,00000000,00000000,00000000
10,27000.0,11,46EDF550,437A35CA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,360EA393,32120FF3,00000000,00000000,00000000
10,27000.0,12,47007974,437D9ED8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3619A464,321D545F,00000000,00000000,00000000
10,27000.0,13,4709E1F6,43806892,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3623F48C,3227E3E3,00000000,00000000,00000000
10,27000.0,14,471333CA,4381E986,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,362DA88F,3231D385,00000000,00000000,00000000
10,27000.0,15,471C6E89,438354E7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3636D15B,323B3497,00000000,00000000,00000000
10,27000.0,16,472591C4,4384ACE7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,363F7D1C,3244159E,00000000,00000000,00000000
10,27000.0,17,472E9D0C,4385F35F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3647B7BA,324C82CB,00000000,00000000,00000000
10,27000.0,18,47378FE4,438729E1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,364F8B5C,32548683,00000000,00000000,00000000
10,27000.0,19,474069D0,438851C7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,365700BB,325C29B6,00000000,00000000,00000000
10,27000.0,20,47492A4A,43896C3C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,365E1F5D,32637416,00000000,00000000,00000000
10,27000.0,21,4751D0C6,438A7A43,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3664EDCB,326A6C55,00000000,00000000,00000000
10,27000.0,22,475A5CB1,438B7CBF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,366B71BC,3271184E,00000000,00000000,00000000
10,27000.0,23,4762CD6E,438C7476,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3671B02F,32777D1E,00000000,00000000,00000000
10,27000.0,24,476B2254,438D6217,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3677AD8E,327D9F4A,00000000,00000000,00000000
10,27000.0,25,47735AB4,438E463A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,367D6DAD,3281C15F,00000000,00000000,00000000
10,27000.0,26,477B75D0,438F2163,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,368179EE,3284956F,00000000,00000000,00000000
10,27000.0,27,4781B970,438FF40A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36842192,32874D62,00000000,00000000,00000000
10,27000.0,28,4785A886,4390BE98,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3686AF19,3289EA99,00000000,00000000,00000000
10,27000.0,29,478987B5,4391816E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,368923B6,328C6E4C,00000000,00000000,00000000
10,27000.0,30,478D5682,43923CDE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,368B8073,328ED98D,00000000,00000000,00000000
10,27000.0,31,47911463,43906DE1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,368DBB91,3291225F,00000000,00000000,00000000
10,27000.0,32,4794C0C7,4391182A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,368FE0F9,329354F7,00000000,00000000,00000000
10,27000.0,33,47985B0D,4391BBEF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3691F15A,32957207,00000000,00000000,00000000
10,27000.0,34,479BE286,4392595D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3693ED48,32977A25,00000000,00000000,00000000
10,27000.0,35,479F5670,4392F099,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3695D53A,32996DCD,00000000,00000000,00000000
10,27000.0,36,47A2B5F3,439381C2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3697A990,329B4D60,00000000,00000000,00000000
10,27000.0,37,47A60021,43940CEA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36996A8B,329D1922,00000000,00000000,00000000
10,27000.0,38,47A933EB,43949220,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,369B1854,329ED13B,00000000,00000000,00000000
10,27000.0,39,47AC501F,43951163,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,369CB2ED,32A075B0,00000000,00000000,00000000
10,27000.0,40,47AF535C,43958AA9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,369E3A33,32A20659,00000000,00000000,00000000
10,27000.0,41,47B23C0A,4395FDD9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,369FADD6,32A382E8,00000000,00000000,00000000
10,27000.0,42,47B50844,43966ACC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36A10D59,32A4EADA,00000000,00000000,00000000
10,27000.0,43,47B7B5C4,4396D145,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36A257F9,32A63D6A,00000000,00000000,00000000
10,27000.0,44,47BA41BE,439730EB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36A38C93,32A7796C,00000000,00000000,00000000
10,27000.0,45,47BCA8A3,43978937,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36A4A972,32A89D21,00000000,00000000,00000000
10,27000.0,46,47BEE5BD,4397D957,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36A5ABF7,32A9A5DA,00000000,00000000,00000000
10,27000.0,47,47C0F26C,43981FF4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36A68FCA,32AA8F25,00000000,00000000,00000000
10,27000.0,48,47C2C476,43985A71,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36A74C7F,32AB5061,00000000,00000000,00000000
10,27000.0,49,47C4491D,43988000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36A7C5AC,32ABCC77,00000000,00000000,00000000
11,27000.0,1,459C4000,43518000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,2,45EE9B40,43518000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,3,46202EB0,43534498,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,34B687A9,2FBAE920,00000000,00000000,00000000
11,27000.0,4,4648C210,435AE07A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,35F206EC,30F7D5F0,00000000,00000000,00000000
11,27000.0,5,467106C0,43617403,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,364DE26D,3152D361,00000000,00000000,00000000
11,27000.0,6,468C7DC8,436741CE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,368C64B0,318FC344,00000000,00000000,00000000
11,27000.0,7,46A04FA4,436C7575,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36ADF58E,31B2225C,00000000,00000000,00000000
11,27000.0,8,46B3F860,43712D2A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36CC669D,31D14E74,00000000,00000000,00000000
11,27000.0,9,46C77754,43757EC2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36E844C5,31EDD7D4,00000000,00000000,00000000
11,27000.0,10,46DACBE0,43797A92,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3700FCB0,3204152F,00000000,00000000,00000000
11,27000.0,11,46EDF550,437D2D28,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,370CEAC0,32104C8C,00000000,00000000,00000000
11,27000.0,12,47007974,43805033,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37180C6D,321BB29D,00000000,00000000,00000000
11,27000.0,13,4709E1F6,4381EE19,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37227B38,32266181,00000000,00000000,00000000
11,27000.0,14,471333CA,4383737E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,372C4BE3,32306E7A,00000000,00000000,00000000
11,27000.0,15,471C6E89,4384E308,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37358F8E,3239EB10,00000000,00000000,00000000
11,27000.0,16,472591C4,43863EF2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,373E548A,3242E5EE,00000000,00000000,00000000
11,27000.0,17,472E9D0C,43878916,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3746A6E4,324B6B69,00000000,00000000,00000000
11,27000.0,18,47378FE4,4388C30F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,374E90E2,32538607,00000000,00000000,00000000
11,27000.0,19,474069D0,4389EE39,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37561B52,325B3ECB,00000000,00000000,00000000
11,27000.0,20,47492A4A,438B0BC3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,375D4DD3,32629D84,00000000,00000000,00000000
11,27000.0,21,4751D0C6,438C1CB2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37642F00,3269A8F6,00000000,00000000,00000000
11,27000.0,22,475A5CB1,438D21EB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,376AC4A1,3270670B,00000000,00000000,00000000
11,27000.0,23,4762CD6E,438E1C38,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,377113C2,3276DCF0,00000000,00000000,00000000
11,27000.0,24,476B2254,438F0C4A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,377720DC,327D0F37,00000000,00000000,00000000
11,27000.0,25,47735AB4,438FF2BA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,377CEFD7,328180F1,00000000,00000000,00000000
11,27000.0,26,477B75D0,4390D010,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37814209,32845C33,00000000,00000000,00000000
11,27000.0,27,4781B970,4391A4C6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3783F051,32871AF3,00000000,00000000,00000000
11,27000.0,28,4785A886,43927146,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37868420,3289BE97,00000000,00000000,00000000
11,27000.0,29,478987B5,439335F3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3788FEAA,328C485D,00000000,00000000,00000000
11,27000.0,30,478D5682,4393F31E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,378B6101,328EB959,00000000,00000000,00000000
11,27000.0,31,47911463,4394A914,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,378DAC13,32911282,00000000,00000000,00000000
11,27000.0,32,4794C0C7,43955814,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,378FE0B2,329354AE,00000000,00000000,00000000
11,27000.0,33,47985B0D,43960057,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3791FF92,32958095,00000000,00000000,00000000
11,27000.0,34,479BE286,4396A20B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3794094A,329796D3,00000000,00000000,00000000
11,27000.0,35,479F5670,43973D58,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3795FE58,329997E8,00000000,00000000,00000000
11,27000.0,36,47A2B5F3,4397D25B,00000000,37030508,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3797DF20,329B8439,00000000,00000000,00000000
11,27000.0,37,47A60021,43925BB4,00000000,36D75BF4,C1FBD000,00000000,37F66950,00000000,37030508,3542D9A8,00000000,00000000,37999A42,329D49FE,00000000,3BD726B1,00000000
11,27000.0,38,47A933EB,4392DF31,00000000,35525EAE,416AB400,00000000,382E49F4,00000000,374DD7C8,35A59926,00000000,00000000,379B427B,329EFC66,00000000,3C39799F,00000000
11,27000.0,39,47AC501F,43935CD3,00000000,352991B1,41488900,00000000,380FC120,00000000,37325CC6,359DF8EC,00000000,00000000,379CD7D3,32A09B78,00000000,3C33F071,00000000
11,27000.0,40,47AF535C,4393D48A,00000000,350F1855,41213300,00000000,37DDFDF8,00000000,3715964F,3593E4B6,00000000,00000000,379E5A12,32A226FC,00000000,3C2E0BD6,00000000
11,27000.0,41,47B23C0A,4394463E,00000000,34F0CBA1,40F57E00,00000000,37BC0C08,00000000,36F47688,358A2074,00000000,00000000,379FC8EB,32A39EA3,00000000,3C27F38F,00000000
11,27000.0,42,47B50844,4394B1C7,00000000,34C1BC7A,40AE9A00,00000000,37A736B0,00000000,36C29D54,3582BBE0,00000000,00000000,37A123E1,32A501ED,00000000,3C21BE8A,00000000
11,27000.0,43,47B7B5C4,439516EC,00000000,349380E0,405A7800,00000000,379289F8,00000000,3695DA7E,357C3F00,00000000,00000000,37A26A36,32A65017,00000000,3C1B814E,00000000
11,27000.0,44,47BA41BE,43957553,00000000,344F9FA6,3FC38000,00000000,377C3B70,00000000,365D3F1D,35726590,00000000,00000000,37A39AC9,32A787F9,00000000,3C15528D,00000000
11,27000.0,45,47BCA8A3,4395CC77,00000000,33AB7962,BE584000,00000000,37543390,00000000,36195784,34E400E0,00000000,00000000,37A4B3EE,32A8A7DE,00000000,3C0F4B59,00000000
11,27000.0,46,47BEE5BD,43961B8A,00000000,00000000,BFE72800,00000000,372D74A0,00000000,357E6099,00000000,00000000,00000000,37A5B30E,32A9AD1D,00000000,3C0987C2,00000000
11,27000.0,47,47C0F26C,43966139,00000000,00000000,BFB28800,00000000,36E5E980,00000000,2EB8970D,00000000,00000000,00000000,37A693E1,32AA9355,00000000,3C0987C2,00000000
11,27000.0,48,47C2C476,43969AF0,00000000,00000000,BF4E945A,00000000,3684FF77,00000000,00000000,00000000,00000000,00000000,37A74E19,32AB5205,00000000,3B9F1CF7,00000000
11,27000.0,49,47C4491D,4396C000,00000000,00000000,BEA21453,00000000,35D0B255,00000000,00000000,00000000,00000000,00000000,37A7C5AC,32ABCC77,00000000,3AF9AD09,00000000
12,27000.0,1,459C4000,434E8000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,2,45EE9B40,434E8000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,3,46202EB0,435112A6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3504D0E5,300800EB,00000000,00000000,00000000
12,27000.0,4,4648C210,43589A4E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,360261BB,310582CC,00000000,00000000,00000000
12,27000.0,5,467106C0,435F1C60,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36565F46,315B8460,00000000,00000000,00000000
12,27000.0,6,468C7DC8,4364DAC5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36903FC1,3193B605,00000000,00000000,00000000
12,27000.0,7,46A04FA4,436A00A5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36B177B2,31B5BA0E,00000000,00000000,00000000
12,27000.0,8,46B3F860,436EABE0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36CF983F,31D493B6,00000000,00000000,00000000
12,27000.0,9,46C77754,4372F212,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36EB2CDA,31F0D1C4,00000000,00000000,00000000
12,27000.0,10,46DACBE0,4376E369,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37024EF2,32056F8F,00000000,00000000,00000000
12,27000.0,11,46EDF550,437A8C5B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,370E1DE5,32118710,00000000,00000000,00000000
12,27000.0,12,47007974,437DF6B0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,371922D2,321CCFB0,00000000,00000000,00000000
12,27000.0,13,4709E1F6,4380951E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37237701,32276355,00000000,00000000,00000000
12,27000.0,14,471333CA,438216B1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,372D2F08,32315713,00000000,00000000,00000000
12,27000.0,15,471C6E89,438382B2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37365BDF,323ABC49,00000000,00000000,00000000
12,27000.0,16,472591C4,4384DB55,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,373F0BBC,3243A185,00000000,00000000,00000000
12,27000.0,17,472E9D0C,43862273,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37474A8C,324C12FE,00000000,00000000,00000000
12,27000.0,18,47378FE4,438759A2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,374F2287,32541B2A,00000000,00000000,00000000
12,27000.0,19,474069D0,4388823A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37569C68,325BC2FA,00000000,00000000,00000000
12,27000.0,20,47492A4A,43899D6A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,375DBFBA,32631227,00000000,00000000,00000000
12,27000.0,21,4751D0C6,438AAC33,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3764930F,326A0F6C,00000000,00000000,00000000
12,27000.0,22,475A5CB1,438BAF7B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,376B1C21,3270C0A5,00000000,00000000,00000000
12,27000.0,23,4762CD6E,438CA807,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37715FF1,32772AF3,00000000,00000000,00000000
12,27000.0,24,476B2254,438D9687,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,377762EF,327D52E0,00000000,00000000,00000000
12,27000.0,25,47735AB4,438E7B8C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,377D28BE,32819E14,00000000,00000000,00000000
12,27000.0,26,477B75D0,438F5782,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37815A0E,328474CB,00000000,00000000,00000000
12,27000.0,27,4781B970,43902AE1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37840405,32872F20,00000000,00000000,00000000
12,27000.0,28,4785A886,4390F612,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37869398,3289CE6F,00000000,00000000,00000000
12,27000.0,29,478987B5,4391B973,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,378909F5,328C53ED,00000000,00000000,00000000
12,27000.0,30,478D5682,43927556,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,378B6826,328EC0AB,00000000,00000000,00000000
12,27000.0,31,47911463,43932A03,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,378DAF17,32911599,00000000,00000000,00000000
12,27000.0,32,4794C0C7,4393D7BB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,378FDF93,32935388,00000000,00000000,00000000
12,27000.0,33,47985B0D,43947EB4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3791FA4A,32957B2E,00000000,00000000,00000000
12,27000.0,34,479BE286,43951F1C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3793FFD4,32978D23,00000000,00000000,00000000
12,27000.0,35,479F5670,4395B91A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3795F0AA,329989E6,00000000,00000000,00000000
12,27000.0,36,47A2B5F3,43964CCC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3797CD30,329B71DB,00000000,00000000,00000000
