case,dx,k,rthcuten,rqvcuten,rqccuten,rqicuten,rucuten,rvcuten
18,1500.0,46,00000000,29088889,00000000,00000000,00000000,00000000
18,1500.0,47,00000000,00000000,00000000,00000000,00000000,00000000
18,1500.0,48,00000000,00000000,00000000,00000000,00000000,00000000
18,1500.0,49,00000000,2A088889,00000000,00000000,00000000,00000000
1,4500.0,1,B6883E16,B41EEEEF,00000000,00000000,38764CCE,00000000
1,4500.0,2,B76653F4,B40CEEEF,00000000,00000000,38764CCE,00000000
1,4500.0,3,3508D34E,B407AAAB,00000000,00000000,38764CCE,00000000
1,4500.0,4,389C83B3,B4283334,00000000,00000000,37B82223,00000000
1,4500.0,5,3898B73E,B3F71112,31420B38,00000000,36DF3334,00000000
1,4500.0,6,38AA8582,B3D57778,31DAFB76,00000000,B589999A,00000000
1,4500.0,7,38C64105,B439AAAB,3212B97F,00000000,B6A6AAAB,00000000
1,4500.0,8,3925E265,B43B5556,323749F7,00000000,38058000,00000000
1,4500.0,9,391D5116,B42BBBBC,325A0987,00000000,37835556,00000000
1,4500.0,10,392876D6,B4374445,32793D77,00000000,378B999A,00000000
1,4500.0,11,3933C175,B44E3BBC,328AC7D8,00000000,37941112,00000000
1,4500.0,12,393F3355,B44C6EF0,3298CAA2,00000000,379BDDDE,00000000
1,4500.0,13,394A405D,B44AD112,32A4297E,00000000,37A46667,00000000
1,4500.0,14,3954E8DF,B4492AAB,32ACE63B,00000000,37AD999A,00000000
1,4500.0,15,395E9CD6,B447599A,32B306EE,00000000,37B7999A,00000000
1,4500.0,16,39690D4F,B4454CCD,32B69836,00000000,37C22223,00000000
1,4500.0,17,397289A4,B4430001,32B7B007,00000000,37CD7778,00000000
1,4500.0,18,397BA245,B4404445,32B66928,00000000,37D9999A,00000000
1,4500.0,19,398275B6,B43D2223,32B2E5A4,00000000,37E64445,00000000
1,4500.0,20,3986E9A4,B4398445,32AD5097,00000000,37F3BBBD,00000000
1,4500.0,21,398B783E,B4356223,32A5DBE6,00000000,3800EEEF,00000000
1,4500.0,22,398FD7B6,B430B778,329CC129,00000000,38086667,00000000
1,4500.0,23,399454B7,B42B8223,329241BF,00000000,38102223,00000000
1,4500.0,24,B9A0C581,B425C445,3286A5DE,00000000,38184445,00000000
1,4500.0,25,B98A8C9F,B42AD99A,327474E9,00000000,3820AAAB,00000000
1,4500.0,26,3903E872,B4309112,325EB7CC,00000000,38290001,00000000
1,4500.0,27,39B22BF7,B4231BBC,324985D1,2F547F9F,38311112,00000000
1,4500.0,28,39BBE4B0,B417D112,32181121,30FBE9B0,383A0001,00000000
1,4500.0,29,39C91397,B40C6556,31D70DB5,3149E295,3843DDDF,00000000
1,4500.0,30,39D74CB6,B401199A,318A85E9,316A8554,384E999A,00000000
1,4500.0,31,39DCE5A1,B3EBB99A,311B56D2,315CAA92,385A0001,00000000
1,4500.0,32,39E3BF5B,B3D55DDF,309DA619,313A68C1,38662223,00000000
1,4500.0,33,39ECEC69,B3BF4112,300CF37D,31108BC9,3872AAAB,00000000
1,4500.0,34,39F7E0BD,B3A9A334,2F52B3C9,30D053FE,387FDDDF,00000000
1,4500.0,35,3A029F6B,B394B112,2E684531,308CA94F,38870000,00000000
1,4500.0,36,3A0A98DB,B3807EEF,2CEF33C2,30331CE8,388E999A,00000000
1,4500.0,37,3A132996,B3569223,00000000,2FD62604,38971112,00000000
1,4500.0,38,3A1E91D9,B331D112,00000000,2F7230B9,38A0999A,00000000
1,4500.0,39,3A2CF55B,B310C556,00000000,2F003925,38AB7778,00000000
1,4500.0,40,3A3E6BD7,B2DAFAAB,00000000,2E790DD9,38B83334,00000000
1,4500.0,41,3A53B0AB,B2876112,00000000,2DD6FAC9,38C74445,00000000
1,4500.0,42,3A6E3E3B,B2659EF0,00000000,2D1130A8,38D97778,00000000
1,4500.0,43,3A882E1B,B23CAEF0,00000000,2C27542E,38F00001,00000000
1,4500.0,44,3A128FA9,B2856445,00000000,2B1E0B29,39064CCD,00000000
1,4500.0,45,3AA8F783,B184E4CD,00000000,31E10D6D,38ED6667,00000000
1,4500.0,46,3AB70C08,B1211778,00000000,32A54113,37A88889,00000000
1,4500.0,47,3AB6CFB6,B0A1A801,00000000,331EDFD8,B995BBBC,00000000
1,4500.0,48,BB8CB9C9,339F0516,00000000,00000000,BABD4001,00000000
1,4500.0,49,00000000,A8088889,00000000,00000000,00000000,00000000
2,4500.0,1,B9667103,B4E2D556,00000000,00000000,379A2223,00000000
2,4500.0,2,B80217B7,B40DBBBC,00000000,00000000,379A2223,00000000
2,4500.0,3,386B2B2F,B44E199A,00000000,00000000,379A2223,00000000
2,4500.0,4,37B4194B,B43DDDDF,00000000,00000000,379A2223,00000000
2,4500.0,5,3969E9CD,B4FBF334,2EDC83F6,00000000,36ADDDDE,00000000
2,4500.0,6,39A1E334,B5066AAB,30925249,00000000,37808889,00000000
2,4500.0,7,399E70D1,B5084CCD,3102C390,00000000,37411112,00000000
2,4500.0,8,39A9F6A6,B50D2AAB,313F3FCD,00000000,374B3334,00000000
2,4500.0,9,39B62BAC,B5117DDE,31811992,00000000,37555556,00000000
2,4500.0,10,39C2CDCA,B51B2AAB,31A6CCA4,00000000,37600001,00000000
2,4500.0,11,39D02716,B52A9BBC,31D1C866,00000000,376AAAAB,00000000
2,4500.0,12,39DDAE88,B52BF99A,3201BA5E,00000000,3774CCCE,00000000
2,4500.0,13,39EBAE72,B52C5BBC,321DAF2E,00000000,377EEEF0,00000000
2,4500.0,14,39FA2B39,B52BC001,323D033A,00000000,37844445,00000000
2,4500.0,15,3A044CAE,B52A1778,325FF542,00000000,37888889,00000000
2,4500.0,16,3A0BC645,B527699A,3283628D,00000000,378CCCCD,00000000
2,4500.0,17,3A133C11,B523BCCD,3298DAB1,00000000,37908889,00000000
2,4500.0,18,3A1AAF96,B51F1CCD,32B08477,00000000,3793BBBC,00000000
2,4500.0,19,3A22477E,B5199DDE,32CA82A6,00000000,37966667,00000000
2,4500.0,20,3A29E115,B5135223,32E6F993,00000000,3798CCCD,00000000
2,4500.0,21,3A317E59,B50C5667,330307C0,00000000,379AAAAB,00000000
2,4500.0,22,3A396D40,B504C223,3313F67C,00000000,379C4445,00000000
2,4500.0,23,39F68595,B4F97778,33265E8C,00000000,379D1112,00000000
2,4500.0,24,BA370CF9,B4E8A99A,333A571F,00000000,379D999A,00000000
2,4500.0,25,B822DB31,B4EC4445,334FF957,00000000,379D999A,00000000
2,4500.0,26,39F74034,B4EBA778,3367C119,00000000,379CCCCD,00000000
2,4500.0,27,3A523E1F,B4D0B223,33747711,00000000,379AAAAB,00000000
2,4500.0,28,3A8979AB,B4B73223,336784CB,31CED85B,37984445,00000000
2,4500.0,29,3A8F71F5,B49F7556,3348A94D,3289A532,37951112,00000000
2,4500.0,30,3A959ED5,B488B19A,33280ECA,32E197F8,3791999A,00000000
2,4500.0,31,3A9AF7EE,B466A889,3306E75C,331CC83F,378D999A,00000000
2,4500.0,32,3A9DD44F,B43F1556,32CCDB0A,3347D295,37891112,00000000
2,4500.0,33,3AA15D54,B41AD778,328FCE38,3371020F,37840000,00000000
2,4500.0,34,3AA62023,B3F40001,3232C0FC,338BBC0D,377CCCCE,00000000
2,4500.0,35,3AAC0443,B3B88001,31B274A0,339D2A27,376EEEF0,00000000
2,4500.0,36,3AB2B9FB,B3847778,30D35055,33AC4E15,375E6667,00000000
2,4500.0,37,3AB9CC53,B3295001,2D0D6DF4,33B87AFD,3749999A,00000000
2,4500.0,38,3AC23EE2,B2B83556,00000000,33C32E30,372F7778,00000000
2,4500.0,39,3ACC7068,B211BDDE,00000000,33CD34E5,370F7778,00000000
2,4500.0,40,3AD82470,31809DDE,00000000,33D34D8C,36D00001,00000000
2,4500.0,41,3AE402E7,3266F778,00000000,33D0AF5A,3679999A,00000000
2,4500.0,42,3AED24F0,31EFA223,00000000,33BDEE62,36266667,00000000
2,4500.0,43,3AF6CDCC,30CB2AAB,00000000,33A8C727,3599999A,00000000
2,4500.0,44,3B00A798,B1217DDE,00000000,339085DA,B4AAAAAB,00000000
2,4500.0,45,3B06DE27,B18ECAAB,00000000,336B13EB,B5FBBBBD,00000000
2,4500.0,46,3A7FCCA7,B1FDE6AC,00000000,33331089,B6755556,00000000
2,4500.0,47,3B3D1480,B095CAAB,00000000,32FC8203,B6C00001,00000000
2,4500.0,48,BB41A5B9,342A9329,00000000,00000000,B9DEEEF0,00000000
2,4500.0,49,00000000,28088889,00000000,00000000,00000000,00000000
3,4500.0,1,B965E8C5,B4E37778,00000000,00000000,38C11112,00000000
3,4500.0,2,B7FBA794,B40E199A,00000000,00000000,38C11112,00000000
3,4500.0,3,386F71C8,B44EA223,00000000,00000000,38C11112,00000000
3,4500.0,4,37BCACC9,B43E6667,00000000,00000000,38C11112,00000000
3,4500.0,5,396AFD1E,B4FCAAAC,2EDD1DE3,00000000,37DA7778,00000000
3,4500.0,6,39A2F77D,B506C889,3092B86C,00000000,38A0F778,00000000
3,4500.0,7,399F40D2,B508ACCD,31031ED6,00000000,3871B334,00000000
3,4500.0,8,39AAC780,B50D8AAB,313FC54B,00000000,387E7778,00000000
3,4500.0,9,39B6FD6D,B511E223,318173AE,00000000,3885D112,00000000
3,4500.0,10,39C3E6C0,B51AFDDE,31A74112,00000000,388C6AAB,00000000
3,4500.0,11,39D0FAD3,B5293556,31D24E34,00000000,3892F778,00000000
3,4500.0,12,39DECA48,B52AACCD,3201F4B7,00000000,38996AAB,00000000
3,4500.0,13,39ECCBB6,B52B2001,321DD97F,00000000,389FA667,00000000
3,4500.0,14,39FB4A17,B52A9DDE,323D12CD,00000000,38A59112,00000000
3,4500.0,15,3A04DCF5,B5291001,325FDD1C,00000000,38AB2223,00000000
3,4500.0,16,3A0C3324,B5267CCD,32833A93,00000000,38B03BBC,00000000
3,4500.0,17,3A13A9A3,B522F001,32988C49,00000000,38B4DDDE,00000000
3,4500.0,18,3A1B42A9,B51E7001,32B00386,00000000,38B8EEF0,00000000
3,4500.0,19,3A22B692,B5191556,32C9C10F,00000000,38BC7778,00000000
3,4500.0,20,3A2A50FA,B512EEEF,32E5E692,00000000,38BF6EF0,00000000
3,4500.0,21,3A31EF19,B50C1DDE,33024C82,00000000,38C1CCCD,00000000
3,4500.0,22,3A39B904,B504B556,3312FEA7,00000000,38C39112,00000000
3,4500.0,23,39F1BF1F,B4F9A667,33251E44,00000000,38C4CCCD,00000000
3,4500.0,24,BA36BFE6,B4E93001,3338C13D,00000000,38C56EF0,00000000
3,4500.0,25,B81DFEAC,B4EEEBBD,334DFFA6,00000000,38C58889,00000000
3,4500.0,26,39F7DD44,B4F01223,3364E3FD,00000000,38C48889,00000000
3,4500.0,27,3A528D72,B4D4B667,3371B0E8,00000000,38C22AAB,00000000
3,4500.0,28,3A89B5CB,B4BAD001,33651B01,31CCD65B,38BEF778,00000000
3,4500.0,29,3A8FAEC2,B4A2ADDE,3346C031,32886175,38BB3334,00000000
3,4500.0,30,3A95DC59,B48B8889,332698EB,32DFB0C8,38B6DDDE,00000000
3,4500.0,31,3A9B4AF8,B46B9889,3305D6C7,331B946D,38B1EEF0,00000000
3,4500.0,32,3A9E2872,B4434CCD,32CB65C4,3346720A,38AC6667,00000000
3,4500.0,33,3AA1C7F5,B41E6223,328EE533,336F8A13,38A61112,00000000
3,4500.0,34,3AA676B5,B3F9D223,3231C3A4,338B0008,389ECCCD,00000000
3,4500.0,35,3AAC7230,B3BD1DDF,31B19CDE,339C7B2B,38964445,00000000
3,4500.0,36,3AB334F3,B387EEEF,30D27617,33ABBA09,388BDDDE,00000000
3,4500.0,37,3ABA54E7,B32E2556,2D0BC717,33B8105B,387D7778,00000000
3,4500.0,38,3AC2D5BF,B2BE2001,00000000,33C2F878,385C8889,00000000
3,4500.0,39,3ACD222E,B2174445,00000000,33CD5772,38342223,00000000
3,4500.0,40,3AD8E676,31822223,00000000,33D3D0E9,38020000,00000000
3,4500.0,41,3AE4E2BD,326CBEF0,00000000,33D1824B,379B3334,00000000
3,4500.0,42,3AEE0B16,31F8CEF0,00000000,33BEBE51,374D5556,00000000
3,4500.0,43,3AF7C869,30E5FBBD,00000000,33A991E5,36BAAAAB,00000000
3,4500.0,44,3B01303B,B1190667,00000000,339147A4,B5E22223,00000000
3,4500.0,45,3B07738E,B18C9EEF,00000000,336C72ED,B7208889,00000000
3,4500.0,46,3A80C62E,B1FD5AAC,00000000,33343529,B79AAAAB,00000000
3,4500.0,47,3B3DE20A,B094A889,00000000,32FE3A87,B7F22223,00000000
3,4500.0,48,BB3C10F1,342BCE13,00000000,00000000,BB0BBDDE,00000000
3,4500.0,49,00000000,28088889,00000000,00000000,00000000,00000000
4,4500.0,1,B9B1C101,B4ED3334,00000000,00000000,38A0C889,00000000
4,4500.0,2,B91BAF44,B2E5999A,00000000,00000000,38A0C889,00000000
4,4500.0,3,B708D34E,B4074CCD,00000000,00000000,38A0C889,00000000
4,4500.0,4,396BD7FB,B50AE223,2933DD0D,00000000,379D1112,00000000
4,4500.0,5,39B7A2A7,B518A001,301B68F4,00000000,38AA9556,00000000
4,4500.0,6,39AB0FA6,B51B1334,30CE772A,00000000,38848000,00000000
4,4500.0,7,39B68B9B,B5207556,3127EFA1,00000000,388AA667,00000000
4,4500.0,8,39C2B5CC,B5255556,316DD529,00000000,38912EEF,00000000
4,4500.0,9,39CF9219,B5298889,319DDDCF,00000000,3897E223,00000000
4,4500.0,10,39DCDE83,B5336445,31C991A3,00000000,389E999A,00000000
4,4500.0,11,39EAE53E,B542AEF0,31FB0B51,00000000,38A54001,00000000
4,4500.0,12,39F96459,B5438AAB,3219DD69,00000000,38ABC889,00000000
4,4500.0,13,3A040C67,B5435556,32398EA8,00000000,38B21556,00000000
4,4500.0,14,3A0BA6E5,B5420CCD,325CD9EA,00000000,38B81112,00000000
4,4500.0,15,3A133BFB,B53FA99A,3281FFA3,00000000,38BDAAAB,00000000
4,4500.0,16,3A1AF156,B53C3223,3297A10A,00000000,38C2C445,00000000
4,4500.0,17,3A22C91B,B537AEF0,32AF7230,00000000,38C76667,00000000
4,4500.0,18,3A2AC5A6,B5323223,32C99692,00000000,38CB8001,00000000
4,4500.0,19,3A32C47D,B52BCDDE,32E63283,00000000,38CF0001,00000000
4,4500.0,20,3A3AC79C,B5249778,3302B61A,00000000,38D1EEF0,00000000
4,4500.0,21,3A42F6C7,B51CB001,3313B61F,00000000,38D44445,00000000
4,4500.0,22,3A4B2F63,B5142DDE,33262F16,00000000,38D60889,00000000
4,4500.0,23,39FDFBAE,B50B3556,333A3890,00000000,38D73334,00000000
4,4500.0,24,BA438B8B,B501E000,334FEC69,00000000,38D7CCCE,00000000
4,4500.0,25,B86958A1,B505B3BC,336765D3,00000000,38D7DDDF,00000000
4,4500.0,26,39FF888C,B505DF78,3375BEE9,00000000,38D6BBBC,00000000
4,4500.0,27,3A5FB8C3,B4ED399A,3381D0EF,00000000,38D4199A,00000000
4,4500.0,28,3A96B4C2,B4CF5667,337C5987,31AC7F71,38D0A223,00000000
4,4500.0,29,3A9D383C,B4B44112,335BAA4B,3287877F,38CC7778,00000000
4,4500.0,30,3AA409AF,B49A1CCD,3338D7CB,32E69CC0,38C7BBBC,00000000
4,4500.0,31,3AAB1B20,B48192AB,331530C6,33231A61,38C25556,00000000
4,4500.0,32,3AAF153B,B455B556,32E41797,33521E23,38BC4445,00000000
4,4500.0,33,3AB2DBE2,B42C1778,32A197B8,337F5BCA,38B56667,00000000
4,4500.0,34,3AB7B5D7,B40686EF,324BAF35,3394F0DA,38AD7778,00000000
4,4500.0,35,3ABE2321,B3C8CCCD,31D09DF6,33A85E64,38A43334,00000000
4,4500.0,36,3AC59723,B38C9223,31044BBA,33B96F7F,3898DDDE,00000000
4,4500.0,37,3ACD89D2,B32B6334,2E252626,33C76A32,388A999A,00000000
4,4500.0,38,3AD6DF19,B2A13112,00000000,33D37C48,38713334,00000000
4,4500.0,39,3AE26209,B175F778,00000000,33E14AFD,3844EEF0,00000000
4,4500.0,40,3AEFAF39,323C3112,00000000,33EB22CB,380DDDDE,00000000
4,4500.0,41,3AFD8FD4,32B8D445,00000000,33EB2646,37AAAAAB,00000000
4,4500.0,42,3B0441E4,32644445,00000000,33D783F8,3762AAAB,00000000
4,4500.0,43,3B0A025D,31CE7DDF,00000000,33C124B7,36D11112,00000000
4,4500.0,44,3B105F76,2FD88889,00000000,33A75106,B5D9999A,00000000
4,4500.0,45,3B17D1EE,B145F334,00000000,3389D57C,B72BBBBC,00000000
4,4500.0,46,3B21B601,B182DC00,00000000,33548AA8,B7A6EEF0,00000000
4,4500.0,47,3AF5EE43,B19BE6EF,00000000,331740D2,B802EEEF,00000000
4,4500.0,48,BB176C4A,344D8FDB,00000000,00000000,BB171CCD,00000000
4,4500.0,49,00000000,00000000,00000000,00000000,00000000,00000000
5,4500.0,1,377F7469,B49D7778,00000000,00000000,38CE3BBC,00000000
5,4500.0,2,B6DDCC1A,B4856AAB,00000000,00000000,38CE3BBC,00000000
5,4500.0,3,37EB2B2F,B47B5DDF,00000000,00000000,38CE3BBC,00000000
5,4500.0,4,3734194B,B449EEF0,00000000,00000000,38CE3BBC,00000000
5,4500.0,5,394445A6,B4BE8001,29261FB8,00000000,37B36667,00000000
5,4500.0,6,39549CBE,B5082445,3083AE22,00000000,36FEEEF0,00000000
5,4500.0,7,39B57644,B50EE667,30FAD698,00000000,38D4A223,00000000
5,4500.0,8,39A6B33E,B50CACCD,31384C39,00000000,38793BBD,00000000
5,4500.0,9,39B2E4A7,B5113112,317854BE,00000000,38834000,00000000
5,4500.0,10,39BFC929,B51ACCCD,31A07D78,00000000,3889EAAB,00000000
5,4500.0,11,39CD1EB8,B5292223,31CA5696,00000000,38908CCD,00000000
5,4500.0,12,39DAE926,B52ACAAB,31FAF487,00000000,38971556,00000000
5,4500.0,13,39E8E545,B52B7334,3218FC73,00000000,389D6667,00000000
5,4500.0,14,39F75E0E,B52B1556,3237ECBD,00000000,38A36667,00000000
5,4500.0,15,3A030810,B529AEF0,325A83E7,00000000,38A90889,00000000
5,4500.0,16,3A0A5B5D,B5273BBC,32807F1D,00000000,38AE3334,00000000
5,4500.0,17,3A11CED5,B523C334,3295CC81,00000000,38B2E667,00000000
5,4500.0,18,3A1964AB,B51F5223,32AD4A77,00000000,38B70889,00000000
5,4500.0,19,3A20FA42,B519FCCD,32C71933,00000000,38BA999A,00000000
5,4500.0,20,3A289167,B513D778,32E35B5D,00000000,38BD9112,00000000
5,4500.0,21,3A302C19,B50CFCCD,33011A7D,00000000,38BFEEF0,00000000
5,4500.0,22,3A37F267,B5058778,3311E5F4,00000000,38C1BBBC,00000000
5,4500.0,23,3A3FE7AD,B4FB2CCE,3324249C,00000000,38C2E667,00000000
5,4500.0,24,BA2E51D4,B4EA8CCE,3337ECA7,00000000,38C38889,00000000
5,4500.0,25,B9537852,B4F15112,334D558F,00000000,38C39112,00000000
5,4500.0,26,39BC0BAB,B4F0C889,3366383A,00000000,38C28001,00000000
5,4500.0,27,3A430F30,B4D5CEF0,3372DD69,00000000,38C0199A,00000000
5,4500.0,28,3A88C54A,B4BAB556,336FA357,3181E916,38BCDDDF,00000000
5,4500.0,29,3A8E9308,B4A2A001,3350B133,326E2347,38B8F778,00000000
5,4500.0,30,3A94BD48,B48B4445,332FC079,32D01613,38B48889,00000000
5,4500.0,31,3A9B2173,B46AA001,330E0AB9,3314BCF6,38AF7778,00000000
5,4500.0,32,3A9DD44F,B441FEF0,32D9A238,3340A181,38A9CCCD,00000000
5,4500.0,33,3AA15D54,B41CC445,329ABF5B,336AC724,38A36667,00000000
5,4500.0,34,3AA5C98F,B3F67CCE,32445A85,33892352,389C1112,00000000
5,4500.0,35,3AAB9656,B3B95BBC,31CBEE59,339B1CC3,38937778,00000000
5,4500.0,36,3AB24A32,B383DBBC,3106A8CD,33AAD0A9,38892223,00000000
5,4500.0,37,3AB97145,B326FAAB,2E8D3F69,33B794D4,38786667,00000000
5,4500.0,38,3AC1A805,B2AC199A,00000000,33C242FB,3857DDDF,00000000
5,4500.0,39,3ACBD656,B1E44445,00000000,33CD5868,38300001,00000000
5,4500.0,40,3AD786CB,31DAEAAB,00000000,33D492BA,37FD5556,00000000
5,4500.0,41,3AE37A1E,3286AEEF,00000000,33D2BE10,3798CCCD,00000000
5,4500.0,42,3AECE502,3217B334,00000000,33C07342,37491112,00000000
5,4500.0,43,3AF6DAFD,3146CCCD,00000000,33ABB9C3,36B33334,00000000
5,4500.0,44,3B00DE3F,B0C6EAAB,00000000,3393DB8A,B5FBBBBD,00000000
5,4500.0,45,3B073AA3,B17EFAAC,00000000,3371EC5F,B7233334,00000000
5,4500.0,46,3A82A3BC,B1FD62AC,00000000,33394167,B79BBBBC,00000000
5,4500.0,47,3B3F7D1F,B08C6800,00000000,3303190C,B7F2AAAB,00000000
5,4500.0,48,BB2C51BA,3430ED36,00000000,00000000,BB099445,00000000
5,4500.0,49,00000000,00000000,00000000,00000000,00000000,00000000
6,4500.0,1,B921C9BA,B4A04889,00000000,00000000,38880889,00000000
6,4500.0,2,B7AEE0ED,B3C85556,00000000,00000000,38880889,00000000
6,4500.0,3,3828E4D5,B411A223,00000000,00000000,38880889,00000000
6,4500.0,4,3784EE19,B4063334,00000000,00000000,38880889,00000000
6,4500.0,5,39259F11,B4B20889,2E9BCF36,00000000,3799EEEF,00000000
6,4500.0,6,39655734,B4BDF334,304EC5BC,00000000,3862DDDF,00000000
6,4500.0,7,39604127,B4C0999A,30B8C998,00000000,382A4CCD,00000000
6,4500.0,8,3970F0B2,B4C77BBC,3107217C,00000000,38335556,00000000
6,4500.0,9,3980E98E,B4CD999A,31366F9B,00000000,383C9112,00000000
6,4500.0,10,398A024A,B4DA6EF0,316BB5E8,00000000,3845E667,00000000
6,4500.0,11,39933925,B4EE7BBD,319430F8,00000000,384F2223,00000000
6,4500.0,12,399CD701,B4F08445,31B72575,00000000,38583334,00000000
6,4500.0,13,39A6DF12,B4F12AAB,31DE74EC,00000000,38610001,00000000
6,4500.0,14,39B10D1A,B4F07334,32053AED,00000000,38695556,00000000
6,4500.0,15,39BB1B7A,B4EE4223,321DBEBD,00000000,38713334,00000000
6,4500.0,16,39C59CB9,B4EAA445,3238F0B0,00000000,38786667,00000000
6,4500.0,17,39D00300,B4E5A001,3256FC36,00000000,387EDDDF,00000000
6,4500.0,18,39DA9988,B4DF4889,32780E2E,00000000,38825556,00000000
6,4500.0,19,39E563B0,B4D7BBBC,328E2A65,00000000,3884CCCD,00000000
6,4500.0,20,39F01A8F,B4CF1334,32A1FFBE,00000000,3886E667,00000000
6,4500.0,21,39FAC079,B4C57778,32B7A12C,00000000,38889112,00000000
6,4500.0,22,3A02D1E0,B4BB0889,32CF28B6,00000000,3889CCCD,00000000
6,4500.0,23,3A08648F,B4AFEAAB,32E8B34B,00000000,388AAAAB,00000000
6,4500.0,24,B99204E0,B4A45223,33022FE5,00000000,388B2223,00000000
6,4500.0,25,B98FB6EB,B4A85AAB,3311280E,00000000,388B3334,00000000
6,4500.0,26,396D6F34,B4A92AAB,33214989,00000000,388A8000,00000000
6,4500.0,27,3A0F9F36,B495E334,332A4E9B,00000000,3888D556,00000000
6,4500.0,28,3A41FFF5,B483A334,3321704B,31905692,38869112,00000000
6,4500.0,29,3A4A8061,B4654223,330C0C9C,32403360,3883EEEF,00000000
6,4500.0,30,3A532277,B444A556,32EAC8EE,329D9F7F,3880DDDE,00000000
6,4500.0,31,3A5AC9E0,B4260223,32BC9E61,32DB4207,387ACCCE,00000000
6,4500.0,32,3A5ED161,B4099DDE,328F52D8,330BD58C,3872EEF0,00000000
6,4500.0,33,3A63ED28,B3DF3556,324961B8,3328CA77,386A0001,00000000
6,4500.0,34,3A6AB075,B3B00889,31FA85B7,3343E469,385FDDDF,00000000
6,4500.0,35,3A7309FA,B3854334,317A4F14,335C8737,3853BBBC,00000000
6,4500.0,36,3A7C90FC,B33F9334,30944D14,33720382,38451112,00000000
6,4500.0,37,3A834A4D,B2F56CCE,2CC4FCF3,3381B342,3832AAAB,00000000
6,4500.0,38,3A89438E,B285F99A,00000000,338962B6,381B7778,00000000
6,4500.0,39,3A908883,B1D52EF0,00000000,3390B189,37FDDDDF,00000000
6,4500.0,40,3A98DBAA,31376667,00000000,33954176,37B73334,00000000
6,4500.0,41,3AA144EB,3226D223,00000000,3393A149,375AAAAB,00000000
6,4500.0,42,3AA7B81A,31AF5334,00000000,3386682C,37108889,00000000
6,4500.0,43,3AAE90EB,30A21112,00000000,336EF95E,36833334,00000000
6,4500.0,44,3B32D32D,321494CD,00000000,334CBE04,B59DDDDE,00000000
6,4500.0,45,3ADD6142,B233399A,00000000,332D06BA,B703BBBC,00000000
6,4500.0,46,3B38A66D,317B0667,00000000,33A88710,B98FF778,00000000
6,4500.0,47,BA5A03D2,B171B112,00000000,33ED3D89,BA5FF334,00000000
6,4500.0,48,BB381462,32FDDA23,00000000,00000000,B9DA1112,00000000
6,4500.0,49,00000000,AA888889,00000000,00000000,00000000,00000000
7,4500.0,1,B96B3B32,B4EA0001,00000000,00000000,38C51556,00000000
7,4500.0,2,B7FFEB81,B411DDDE,00000000,00000000,38C51556,00000000
7,4500.0,3,3875DBB1,B4540001,00000000,00000000,38C51556,00000000
7,4500.0,4,37C0F688,B4435556,00000000,00000000,38C51556,00000000
7,4500.0,5,396FD40D,B501A889,2EE1DED5,00000000,37DF0001,00000000
7,4500.0,6,39A6345A,B50A4EEF,3095F864,00000000,38A45112,00000000
7,4500.0,7,39A280D6,B50C4AAB,31061112,00000000,3876BBBD,00000000
7,4500.0,8,39AE5085,B5114889,31442223,00000000,3881E667,00000000
7,4500.0,9,39BAD04A,B515BDDE,31846AAB,00000000,3888999A,00000000
7,4500.0,10,39C80456,B51E8223,31AB199A,00000000,388F599A,00000000
7,4500.0,11,39D56416,B52BCAAB,31D71DDF,00000000,38960889,00000000
7,4500.0,12,39E3394B,B52D5BBC,3204D778,00000000,389C9DDE,00000000
7,4500.0,13,39F1CF6D,B52DEEF0,32213DDE,00000000,38A2F334,00000000
7,4500.0,14,3A002A7F,B52D7DDE,32410001,00000000,38A90001,00000000
7,4500.0,15,3A078A44,B52C0334,3264599A,00000000,38AEA223,00000000
7,4500.0,16,3A0F08F3,B5298001,3285C223,00000000,38B3D556,00000000
7,4500.0,17,3A16A89F,B525FBBC,329B5DDE,00000000,38B88001,00000000
7,4500.0,18,3A1E46CC,B5218223,32B31DDE,00000000,38BCAAAB,00000000
7,4500.0,19,3A25E526,B51C2CCD,32CD2223,00000000,38C04445,00000000
7,4500.0,20,3A2DAAD3,B5160556,32E98BBD,00000000,38C34445,00000000
7,4500.0,21,3A354F85,B50F3112,33043E67,00000000,38C5B334,00000000
7,4500.0,22,3A3D463F,B507C667,33150D56,00000000,38C78889,00000000
7,4500.0,23,3A022014,B4FFC001,33274556,00000000,38C8D556,00000000
7,4500.0,24,BA3D5F87,B4EF399A,333AFBBC,00000000,38C99112,00000000
7,4500.0,25,B85F9F9A,B4F79667,33504889,00000000,38C9BBBC,00000000
7,4500.0,26,39F56904,B4FA4556,33663D56,00000000,38C8CCCD,00000000
7,4500.0,27,3A5441BB,B4DDEBBC,33735EF0,00000000,38C66EF0,00000000
7,4500.0,28,3A8C5F38,B4C2C667,3368D667,31BFA08A,38C33334,00000000
7,4500.0,29,3A927411,B4A9AEF0,334A5EF0,32862270,38BF6667,00000000
7,4500.0,30,3A98D306,B4918DDE,3329F801,32DEC078,38BB0001,00000000
7,4500.0,31,3A9EC7A4,B475C667,3308D912,331BDEEE,38B60001,00000000
7,4500.0,32,3AA1B0DC,B44BB99A,32D08445,334795BC,38B05556,00000000
7,4500.0,33,3AA55CFE,B4252AAB,3292FDAC,33719912,38A9EEF0,00000000
