case,dx,k,rthcuten,rqvcuten,rqccuten,rqicuten,rucuten,rvcuten
12,15000.0,33,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,34,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,35,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,36,00000000,2C088889,00000000,00000000,00000000,00000000
12,15000.0,37,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,38,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,39,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,40,00000000,AB888889,00000000,00000000,00000000,00000000
12,15000.0,41,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,42,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,43,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,44,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,45,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,46,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,47,00000000,29088889,00000000,00000000,00000000,00000000
12,15000.0,48,00000000,00000000,00000000,00000000,00000000,00000000
12,15000.0,49,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,1,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,2,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,3,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,4,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,5,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,6,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,7,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,8,00000000,2D888889,00000000,00000000,00000000,00000000
13,15000.0,9,00000000,2D888889,00000000,00000000,00000000,00000000
13,15000.0,10,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,11,00000000,2D888889,00000000,00000000,00000000,00000000
13,15000.0,12,00000000,AD888889,00000000,00000000,00000000,00000000
13,15000.0,13,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,14,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,15,00000000,AD888889,00000000,00000000,00000000,00000000
13,15000.0,16,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,17,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,18,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,19,00000000,2D888889,00000000,00000000,00000000,00000000
13,15000.0,20,00000000,AD888889,00000000,00000000,00000000,00000000
13,15000.0,21,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,22,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,23,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,24,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,25,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,26,00000000,2D888889,00000000,00000000,00000000,00000000
13,15000.0,27,00000000,2D888889,00000000,00000000,00000000,00000000
13,15000.0,28,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,29,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,30,00000000,2D088889,00000000,00000000,00000000,00000000
13,15000.0,31,00000000,AD088889,00000000,00000000,00000000,00000000
13,15000.0,32,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,33,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,34,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,35,00000000,2C888889,00000000,00000000,00000000,00000000
13,15000.0,36,00000000,AC888889,00000000,00000000,00000000,00000000
13,15000.0,37,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,38,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,39,00000000,AB888889,00000000,00000000,00000000,00000000
13,15000.0,40,00000000,AB888889,00000000,00000000,00000000,00000000
13,15000.0,41,00000000,2B088889,00000000,00000000,00000000,00000000
13,15000.0,42,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,43,00000000,AB088889,00000000,00000000,00000000,00000000
13,15000.0,44,00000000,AA888889,00000000,00000000,00000000,00000000
13,15000.0,45,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,46,00000000,29888889,00000000,00000000,00000000,00000000
13,15000.0,47,00000000,00000000,00000000,00000000,00000000,00000000
13,15000.0,48,00000000,29088889,00000000,00000000,00000000,00000000
13,15000.0,49,00000000,A9888889,00000000,00000000,00000000,00000000
14,15000.0,1,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,2,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,3,00000000,AD888889,00000000,00000000,00000000,00000000
14,15000.0,4,00000000,2D888889,00000000,00000000,00000000,00000000
14,15000.0,5,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,6,00000000,AD088889,00000000,00000000,00000000,00000000
14,15000.0,7,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,8,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,9,00000000,2D088889,00000000,00000000,00000000,00000000
14,15000.0,10,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,11,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,12,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,13,00000000,AD888889,00000000,00000000,00000000,00000000
14,15000.0,14,00000000,2D888889,00000000,00000000,00000000,00000000
14,15000.0,15,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,16,00000000,AD888889,00000000,00000000,00000000,00000000
14,15000.0,17,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,18,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,19,00000000,AD888889,00000000,00000000,00000000,00000000
14,15000.0,20,00000000,2D888889,00000000,00000000,00000000,00000000
14,15000.0,21,00000000,2D888889,00000000,00000000,00000000,00000000
14,15000.0,22,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,23,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,24,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,25,00000000,AD888889,00000000,00000000,00000000,00000000
14,15000.0,26,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,27,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,28,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,29,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,30,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,31,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,32,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,33,00000000,2C888889,00000000,00000000,00000000,00000000
14,15000.0,34,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,35,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,36,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,37,00000000,2C088889,00000000,00000000,00000000,00000000
14,15000.0,38,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,39,00000000,AB888889,00000000,00000000,00000000,00000000
14,15000.0,40,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,41,00000000,AB088889,00000000,00000000,00000000,00000000
14,15000.0,42,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,43,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,44,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,45,00000000,AA088889,00000000,00000000,00000000,00000000
14,15000.0,46,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,47,00000000,00000000,00000000,00000000,00000000,00000000
14,15000.0,48,00000000,28888889,00000000,00000000,00000000,00000000
14,15000.0,49,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,1,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,2,00000000,AD088889,00000000,00000000,00000000,00000000
15,15000.0,3,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,4,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,5,00000000,2D088889,00000000,00000000,00000000,00000000
15,15000.0,6,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,7,00000000,2D088889,00000000,00000000,00000000,00000000
15,15000.0,8,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,9,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,10,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,11,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,12,00000000,AD088889,00000000,00000000,00000000,00000000
15,15000.0,13,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,14,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,15,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,16,00000000,AC888889,00000000,00000000,00000000,00000000
15,15000.0,17,00000000,AC888889,00000000,00000000,00000000,00000000
15,15000.0,18,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,19,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,20,00000000,2C888889,00000000,00000000,00000000,00000000
15,15000.0,21,00000000,2C888889,00000000,00000000,00000000,00000000
15,15000.0,22,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,23,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,24,00000000,2C088889,00000000,00000000,00000000,00000000
15,15000.0,25,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,26,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,27,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,28,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,29,00000000,AC088889,00000000,00000000,00000000,00000000
15,15000.0,30,00000000,AC088889,00000000,00000000,00000000,00000000
15,15000.0,31,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,32,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,33,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,34,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,35,00000000,2B888889,00000000,00000000,00000000,00000000
15,15000.0,36,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,37,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,38,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,39,00000000,AB088889,00000000,00000000,00000000,00000000
15,15000.0,40,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,41,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,42,00000000,2B088889,00000000,00000000,00000000,00000000
15,15000.0,43,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,44,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,45,00000000,AA888889,00000000,00000000,00000000,00000000
15,15000.0,46,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,47,00000000,00000000,00000000,00000000,00000000,00000000
15,15000.0,48,00000000,2A888889,00000000,00000000,00000000,00000000
15,15000.0,49,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,1,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,2,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,3,00000000,2E088889,00000000,00000000,00000000,00000000
16,15000.0,4,00000000,2E088889,00000000,00000000,00000000,00000000
16,15000.0,5,00000000,AE088889,00000000,00000000,00000000,00000000
16,15000.0,6,00000000,AE088889,00000000,00000000,00000000,00000000
16,15000.0,7,00000000,2E088889,00000000,00000000,00000000,00000000
16,15000.0,8,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,9,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,10,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,11,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,12,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,13,00000000,2E088889,00000000,00000000,00000000,00000000
16,15000.0,14,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,15,00000000,2E088889,00000000,00000000,00000000,00000000
16,15000.0,16,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,17,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,18,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,19,00000000,2E088889,00000000,00000000,00000000,00000000
16,15000.0,20,00000000,AE088889,00000000,00000000,00000000,00000000
16,15000.0,21,00000000,AE088889,00000000,00000000,00000000,00000000
16,15000.0,22,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,23,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,24,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,25,00000000,2E088889,00000000,00000000,00000000,00000000
16,15000.0,26,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,27,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,28,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,29,00000000,2E088889,00000000,00000000,00000000,00000000
16,15000.0,30,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,31,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,32,00000000,2E088889,00000000,00000000,00000000,00000000
16,15000.0,33,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,34,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,35,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,36,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,37,00000000,AE088889,00000000,00000000,00000000,00000000
16,15000.0,38,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,39,00000000,AD888889,00000000,00000000,00000000,00000000
16,15000.0,40,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,41,00000000,AD888889,00000000,00000000,00000000,00000000
16,15000.0,42,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,43,00000000,2D888889,00000000,00000000,00000000,00000000
16,15000.0,44,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,45,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,46,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,47,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,48,00000000,00000000,00000000,00000000,00000000,00000000
16,15000.0,49,00000000,AE088889,00000000,00000000,00000000,00000000
17,15000.0,1,35083E16,2C4CCCCE,00000000,00000000,00000000,00000000
17,15000.0,2,35CCBC67,2D3BBBBC,00000000,00000000,00000000,00000000
17,15000.0,3,364D3CF5,2DCCCCCE,00000000,00000000,00000000,00000000
17,15000.0,4,369A5ED3,2E155556,00000000,00000000,00000000,00000000
17,15000.0,5,36CE7D2C,2E59999A,00000000,00000000,00000000,00000000
17,15000.0,6,370A24DD,2E8EEEEF,00000000,00000000,00000000,00000000
17,15000.0,7,3731AB95,2EB11112,00000000,00000000,00000000,00000000
17,15000.0,8,375533C2,2ED77778,00000000,00000000,00000000,00000000
17,15000.0,9,377D746A,2F000000,00000000,00000000,00000000,00000000
17,15000.0,10,B85B7F51,B0844445,2D764256,30146883,00000000,00000000
17,15000.0,11,00000000,AB888889,00000000,00000000,00000000,00000000
17,15000.0,12,00000000,AB888889,00000000,00000000,00000000,00000000
17,15000.0,13,00000000,00000000,00000000,00000000,00000000,00000000
17,15000.0,14,00000000,00000000,00000000,00000000,00000000,00000000
17,15000.0,15,00000000,00000000,00000000,00000000,00000000,00000000
17,15000.0,16,00000000,2B888889,00000000,00000000,00000000,00000000
17,15000.0,17,00000000,2B888889,00000000,00000000,00000000,00000000
17,15000.0,18,00000000,00000000,00000000,00000000,00000000,00000000
17,15000.0,19,00000000,00000000,00000000,00000000,00000000,00000000
17,15000.0,20,00000000,2B088889,00000000,00000000,00000000,00000000
17,15000.0,21,00000000,00000000,00000000,00000000,00000000,00000000
17,15000.0,22,00000000,00000000,00000000,00000000,00000000,00000000
17,15000.0,23,00000000,AB088889,00000000,00000000,00000000,00000000
17,15000.0,24,00000000,00000000,00000000,00000000,00000000,00000000
17,15000.0,25,00000000,AA888889,00000000,00000000,00000000,00000000
17,15000.0,26,00000000,AA888889,00000000,00000000,00000000,00000000
17,15000.0,27,00000000,00000000,00000000,00000000,00000000,00000000
17,15000.0,28,00000000,AA888889,00000000,00000000,00000000,00000000
17,15000.0,29,00000000,AA888889,00000000,00000000,00000000,00000000
17,15000.0,30,00000000,00000000,00000000,00000000,00000000,00000000
17,15000.0,31,00000000,00000000,00000000,00000000,00000000,00000000
17,15000.0,32,00000000,2A088889,00000000,00000000,00000000,00000000
17,15000.0,33,00000000,00000000,00000000,00000000,00000000,00000000
17,15000.0,34,00000000,00000000,00000000,00000000,00000000,00000000
17,15000.0,35,00000000,A9888889,00000000,00000000,00000000,00000000
17,15000.0,36,00000000,00000000,00000000,00000000,00000000,00000000
17,15000.0,37,00000000,00000000,00000000,00000000,00000000,00000000
17,15000.0,38,00000000,00000000,00000000,00000000,00000000,00000000
17,15000.0,39,00000000,00000000,00000000,00000000,00000000,00000000
17,15000.0,40,00000000,28888889,00000000,00000000,00000000,00000000
17,15000.0,41,00000000,00000000,00000000,00000000,00000000,00000000
17,15000.0,42,00000000,00000000,00000000,00000000,00000000,00000000
17,15000.0,43,00000000,A8088889,00000000,00000000,00000000,00000000
17,15000.0,44,00000000,A8088889,00000000,00000000,00000000,00000000
17,15000.0,45,00000000,00000000,00000000,00000000,00000000,00000000
17,15000.0,46,00000000,00000000,00000000,00000000,00000000,00000000
17,15000.0,47,00000000,00000000,00000000,00000000,00000000,00000000
17,15000.0,48,00000000,00000000,00000000,00000000,00000000,00000000
17,15000.0,49,00000000,00000000,00000000,00000000,00000000,00000000
18,15000.0,1,00000000,AD888889,00000000,00000000,00000000,00000000
18,15000.0,2,35087D9A,AE99999A,00000000,00000000,00000000,00000000
18,15000.0,3,3588D34E,AF000000,00000000,00000000,00000000,00000000
18,15000.0,4,35CDD3C4,AF511112,00000000,00000000,00000000,00000000
18,15000.0,5,362C12FA,AF911112,00000000,00000000,00000000,00000000
18,15000.0,6,364F374C,AFC00001,00000000,00000000,00000000,00000000
18,15000.0,7,368AAB62,AFEEEEF0,00000000,00000000,00000000,00000000
18,15000.0,8,36AE0AE7,B0122223,00000000,00000000,00000000,00000000
18,15000.0,9,36D1C173,B02AAAAB,00000000,00000000,00000000,00000000
18,15000.0,10,36E446F7,B0477778,00000000,00000000,00000000,00000000
18,15000.0,11,370455E2,B0644445,00000000,00000000,00000000,00000000
18,15000.0,12,3716BE5C,B0808889,00000000,00000000,00000000,00000000
18,15000.0,13,372960EC,B0908889,00000000,00000000,00000000,00000000
18,15000.0,14,373C41C8,B0A08889,00000000,00000000,00000000,00000000
18,15000.0,15,375869CE,B0B08889,00000000,00000000,00000000,00000000
18,15000.0,16,B8936DF3,31D91112,2FD13334,303D0301,00000000,00000000
18,15000.0,17,00000000,00000000,00000000,00000000,00000000,00000000
18,15000.0,18,00000000,2C088889,00000000,00000000,00000000,00000000
18,15000.0,19,00000000,00000000,00000000,00000000,00000000,00000000
18,15000.0,20,00000000,2C088889,00000000,00000000,00000000,00000000
18,15000.0,21,00000000,00000000,00000000,00000000,00000000,00000000
18,15000.0,22,00000000,00000000,00000000,00000000,00000000,00000000
18,15000.0,23,00000000,00000000,00000000,00000000,00000000,00000000
18,15000.0,24,00000000,00000000,00000000,00000000,00000000,00000000
18,15000.0,25,00000000,00000000,00000000,00000000,00000000,00000000
18,15000.0,26,00000000,00000000,00000000,00000000,00000000,00000000
18,15000.0,27,00000000,2B888889,00000000,00000000,00000000,00000000
18,15000.0,28,00000000,00000000,00000000,00000000,00000000,00000000
18,15000.0,29,00000000,00000000,00000000,00000000,00000000,00000000
18,15000.0,30,00000000,AB888889,00000000,00000000,00000000,00000000
18,15000.0,31,00000000,AB088889,00000000,00000000,00000000,00000000
18,15000.0,32,00000000,AB088889,00000000,00000000,00000000,00000000
18,15000.0,33,00000000,00000000,00000000,00000000,00000000,00000000
18,15000.0,34,00000000,2B088889,00000000,00000000,00000000,00000000
18,15000.0,35,00000000,00000000,00000000,00000000,00000000,00000000
18,15000.0,36,00000000,2A888889,00000000,00000000,00000000,00000000
18,15000.0,37,00000000,00000000,00000000,00000000,00000000,00000000
18,15000.0,38,00000000,00000000,00000000,00000000,00000000,00000000
18,15000.0,39,00000000,00000000,00000000,00000000,00000000,00000000
18,15000.0,40,00000000,A9888889,00000000,00000000,00000000,00000000
18,15000.0,41,00000000,00000000,00000000,00000000,00000000,00000000
18,15000.0,42,00000000,00000000,00000000,00000000,00000000,00000000
18,15000.0,43,00000000,00000000,00000000,00000000,00000000,00000000
18,15000.0,44,00000000,29088889,00000000,00000000,00000000,00000000
18,15000.0,45,00000000,A9088889,00000000,00000000,00000000,00000000
18,15000.0,46,00000000,29088889,00000000,00000000,00000000,00000000
18,15000.0,47,00000000,00000000,00000000,00000000,00000000,00000000
18,15000.0,48,00000000,00000000,00000000,00000000,00000000,00000000
18,15000.0,49,00000000,2A088889,00000000,00000000,00000000,00000000
1,27000.0,1,B81945D9,B5A9EEF0,00000000,00000000,3A03A99A,00000000
1,27000.0,2,B8F31FBA,B596A99A,00000000,00000000,3A03A99A,00000000
1,27000.0,3,366F71C8,B5910778,00000000,00000000,3A03A99A,00000000
1,27000.0,4,3A275E5D,B5B3D889,00000000,00000000,3944E223,00000000
1,27000.0,5,3A22CC5B,B5840BBC,32CF7619,00000000,386E8001,00000000
1,27000.0,6,3A368736,B5644001,336A1FC9,00000000,B712AAAB,00000000
1,27000.0,7,3A5433C2,B5C68667,339CDEBE,00000000,B8322AAB,00000000
1,27000.0,8,3AB1711D,B5C84556,33C3F676,00000000,398EB778,00000000
1,27000.0,9,3AA81ADE,B5B79667,33E91D20,00000000,390C6AAB,00000000
1,27000.0,10,3AB4318E,B5C3E99A,34053CB3,00000000,39154001,00000000
1,27000.0,11,3AC03B27,B5DC7112,34146079,00000000,391E5556,00000000
1,27000.0,12,3ACC4B29,B5DA9778,34235B47,00000000,3926A445,00000000
1,27000.0,13,3AD80A93,B5D8D3BC,342F836A,00000000,392FBDDE,00000000
1,27000.0,14,3AE3564A,B5D70B34,3438DAD3,00000000,39399DDF,00000000
1,27000.0,15,3AEE407B,B5D51B34,343F67FD,00000000,39443BBC,00000000
1,27000.0,16,3AF8EDD3,B5D2EF78,3443386B,00000000,394F9DDF,00000000
1,27000.0,17,3B01944E,B5D07089,34446394,00000000,395BBBBC,00000000
1,27000.0,18,3B069402,B5CD899A,3443061B,00000000,39689DDF,00000000
1,27000.0,19,3B0B6D57,B5CA2F78,343F4464,00000000,39763BBD,00000000
1,27000.0,20,B6F26F52,B5C64F78,34394C88,00000000,39824CCD,00000000
1,27000.0,21,BA95AC4B,B5C1E889,343153DA,00000000,3989DDDE,00000000
1,27000.0,22,B94F2E44,B5BCEB34,342797F5,00000000,3991CCCD,00000000
1,27000.0,23,3A2BC26A,B5B75D56,341C5EB8,00000000,399A199A,00000000
1,27000.0,24,3AB746C7,B5B137BC,340FF558,00000000,39A2C445,00000000
1,27000.0,25,3B03F0DD,B5B6A556,3402AE16,00000000,39ABCEF0,00000000
1,27000.0,26,3B22B306,B5BCC3BC,33EE1E40,00000000,39B4AAAB,00000000
1,27000.0,27,3B3E90F8,B5AE5EAB,33D77513,30E3312A,39BD5778,00000000
1,27000.0,28,3B4901B6,B5A24FBC,33A294F4,3286AA78,39C6DBBC,00000000
1,27000.0,29,3B56EE23,B5961778,3365EC7B,32D7D843,39D16889,00000000
1,27000.0,30,3B665B99,B58A04EF,331419FB,32FABCB7,39DCE889,00000000
1,27000.0,31,3B6C0FB4,B57C02AC,32A61490,32EBECB4,39E92223,00000000
1,27000.0,32,3B735B9F,B5641AF0,32288CBA,32C74C7B,39F5FBBD,00000000
1,27000.0,33,3B7D4065,B54C78CD,3196B28B,329A8A79,3A01B556,00000000
1,27000.0,34,3B848A86,B5355C01,30E1458A,325EBBB8,3A08C667,00000000
1,27000.0,35,3B8BA3DB,B51EF6AB,2FF854BC,3216633B,3A104EEF,00000000
1,27000.0,36,3B942095,B5095F78,2E7FBE01,31BF7F7B,3A187BBC,00000000
1,27000.0,37,3B9D5AD9,B4E56734,00000000,3164F4C7,3A218445,00000000
1,27000.0,38,3BA98753,B4BE1C01,00000000,310177EF,3A2BB112,00000000
1,27000.0,39,3BB8E417,B49AC812,00000000,308916E5,3A37599A,00000000
1,27000.0,40,3BCB8AD6,B46A1E67,00000000,3005233F,3A44EEF0,00000000
1,27000.0,41,3BE24974,B410BE00,00000000,2F65D841,3A550AAB,00000000
1,27000.0,42,3BFEACE6,B3F57E78,00000000,2E9B3ABE,3A688445,00000000
1,27000.0,43,3C11920C,B3C9BACD,00000000,2DB2E629,3A804AAB,00000000
1,27000.0,44,3B9CACDF,B40E9D3C,00000000,2CA8F8C7,3A8F9445,00000000
1,27000.0,45,3C34AE3A,B30E1534,00000000,33709D33,3A7DD99A,00000000
1,27000.0,46,3C43B9E8,B2AC3ABC,00000000,3430AE53,39344445,00000000
1,27000.0,47,3C437AE3,B22CD5D6,00000000,34A9DC2A,BB201334,00000000
1,27000.0,48,BD1676B7,352A0572,00000000,00000000,BC4A5667,00000000
1,27000.0,49,00000000,A8088889,00000000,00000000,00000000,00000000
2,27000.0,1,BAF6463A,B6727778,00000000,00000000,3924AAAB,00000000
2,27000.0,2,B98A1713,B5978CCD,00000000,00000000,3924AAAB,00000000
2,27000.0,3,39FAEF87,B5DC4DDF,00000000,00000000,3924AAAB,00000000
2,27000.0,4,393ED1A8,B5CAF667,00000000,00000000,3924AAAB,00000000
2,27000.0,5,3AFA3F33,B686A8CD,306BC36E,00000000,383A6667,00000000
2,27000.0,6,3B2D26F5,B68FAC45,321C7068,00000000,39094CCD,00000000
2,27000.0,7,3B297A35,B691B223,328BCE49,00000000,38CE2223,00000000
2,27000.0,8,3B35C249,B696E445,32CC7936,00000000,38D91112,00000000
2,27000.0,9,3B42BBED,B69B81DE,330A06D7,00000000,38E44445,00000000
2,27000.0,10,3B5062A1,B6A5DB34,33325540,00000000,38EF8889,00000000
2,27000.0,11,3B5E6B8B,B6B65956,336049E2,00000000,38FABBBD,00000000
2,27000.0,12,3B6CFDDE,B6B7CFBC,338AB2C2,00000000,3902DDDE,00000000
2,27000.0,13,3B7C036C,B6B839DE,33A89670,00000000,39083334,00000000
2,27000.0,14,3B85AE6D,B6B791DE,33CA150C,00000000,390D4CCD,00000000
2,27000.0,15,3B8D79AB,B6B5CD34,33EF71A9,00000000,39120889,00000000
2,27000.0,16,3B9560F1,B6B2F067,340C7846,00000000,39166EEF,00000000
2,27000.0,17,3B9D5D38,B6AF0312,34236C72,00000000,391A6667,00000000
2,27000.0,18,3AFF70A2,B6AA1156,343CB918,00000000,391DEEEF,00000000
2,27000.0,19,BA638258,B6A432EF,34588364,00000000,3920EEEF,00000000
2,27000.0,20,39F7AE09,B69D76CD,3476F230,00000000,39237778,00000000
2,27000.0,21,3AE5C20B,B6960267,348C1732,00000000,39257778,00000000
2,27000.0,22,3B421EF6,B68DE934,349E31A9,00000000,3926F778,00000000
2,27000.0,23,3B85CCCD,B68554CD,34B1DF8A,00000000,3927F778,00000000
2,27000.0,24,3BA73024,B678B512,34C739A2,00000000,39287778,00000000
2,27000.0,25,3BC49EB8,B67C8D56,34DE5ACE,00000000,39287778,00000000
2,27000.0,26,3BDD9DEF,B67BE689,34F7C783,00000000,39278889,00000000
2,27000.0,27,3BEFDF96,B65F16AB,3502AF3D,00000000,39258001,00000000
2,27000.0,28,3C12FF45,B643D59A,34F78709,335D25D8,3922BBBC,00000000
2,27000.0,29,3C195ECD,B62A75DE,34D68952,341329BA,391F7778,00000000
2,27000.0,30,3C1FF3F2,B61220EF,34B3ADAD,34713154,391BBBBC,00000000
2,27000.0,31,3C25AC38,B5F695BD,34903B5A,34A79F88,39177778,00000000
