case,dx,k,pmfu,pmfd,pmfus,pmfds,pmfuq,pmfdq,pmful,plglac,pdmfup,pdmfdp,pdpmel,pmflxr,pmflxs,pqsen,plude,pmfdde_rate,pmfude_rate
13,4500.0,17,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3BC75E99,00000000,00000000,00000000
13,4500.0,18,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3BE64A3D,00000000,00000000,00000000
13,4500.0,19,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C02B418,00000000,00000000,00000000
13,4500.0,20,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C12D783,00000000,00000000,00000000
13,4500.0,21,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C23C261,00000000,00000000,00000000
13,4500.0,22,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C356956,00000000,00000000,00000000
13,4500.0,23,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C47C12F,00000000,00000000,00000000
13,4500.0,24,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C5ABE46,00000000,00000000,00000000
13,4500.0,25,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C6E537B,00000000,00000000,00000000
13,4500.0,26,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C813859,00000000,00000000,00000000
13,4500.0,27,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C8B841A,00000000,00000000,00000000
13,4500.0,28,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C9605F5,00000000,00000000,00000000
13,4500.0,29,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CA0B6E1,00000000,00000000,00000000
13,4500.0,30,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CAB8F83,00000000,00000000,00000000
13,4500.0,31,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CB6885E,00000000,00000000,00000000
13,4500.0,32,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC199C8,00000000,00000000,00000000
13,4500.0,33,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CCCBBDF,00000000,00000000,00000000
13,4500.0,34,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CD7E655,00000000,00000000,00000000
13,4500.0,35,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CE310D4,00000000,00000000,00000000
13,4500.0,36,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CEE323C,00000000,00000000,00000000
13,4500.0,37,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CF94157,00000000,00000000,00000000
13,4500.0,38,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3D021A1A,00000000,00000000,00000000
13,4500.0,39,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3D077FE8,00000000,00000000,00000000
13,4500.0,40,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3D0CCD29,00000000,00000000,00000000
13,4500.0,41,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CA185CC,00000000,00000000,00000000
13,4500.0,42,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CA75A64,00000000,00000000,00000000
13,4500.0,43,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CACFA80,00000000,00000000,00000000
13,4500.0,44,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CB25A23,00000000,00000000,00000000
13,4500.0,45,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CB769E9,00000000,00000000,00000000
13,4500.0,46,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CBC1599,00000000,00000000,00000000
13,4500.0,47,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC03EF6,00000000,00000000,00000000
13,4500.0,48,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC3B0EE,00000000,00000000,00000000
13,4500.0,49,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC5C0E4,00000000,00000000,00000000
14,4500.0,1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,380E1A9C,00000000,00000000,00000000
14,4500.0,2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37C8C349,00000000,00000000,00000000
14,4500.0,3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37EDECF8,00000000,00000000,00000000
14,4500.0,4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3889DE55,00000000,00000000,00000000
14,4500.0,5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,39077AE8,00000000,00000000,00000000
14,4500.0,6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,396D4CA7,00000000,00000000,00000000
14,4500.0,7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,39BEF9A3,00000000,00000000,00000000
14,4500.0,8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3A101AB7,00000000,00000000,00000000
14,4500.0,9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3A4EC00F,00000000,00000000,00000000
14,4500.0,10,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3A8E687D,00000000,00000000,00000000
14,4500.0,11,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3ABDC18C,00000000,00000000,00000000
14,4500.0,12,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3AF6D208,00000000,00000000,00000000
14,4500.0,13,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3B1DAAC0,00000000,00000000,00000000
14,4500.0,14,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3B459913,00000000,00000000,00000000
14,4500.0,15,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3B72DA3A,00000000,00000000,00000000
14,4500.0,16,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3B9264FB,00000000,00000000,00000000
14,4500.0,17,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3BAD3F9D,00000000,00000000,00000000
14,4500.0,18,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3BC968BA,00000000,00000000,00000000
14,4500.0,19,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3BE63066,00000000,00000000,00000000
14,4500.0,20,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C01901D,00000000,00000000,00000000
14,4500.0,21,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C10A49F,00000000,00000000,00000000
14,4500.0,22,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C206455,00000000,00000000,00000000
14,4500.0,23,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C30C4F4,00000000,00000000,00000000
14,4500.0,24,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C41BC06,00000000,00000000,00000000
14,4500.0,25,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C533D78,00000000,00000000,00000000
14,4500.0,26,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C653B4E,00000000,00000000,00000000
14,4500.0,27,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C77A8FD,00000000,00000000,00000000
14,4500.0,28,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C853D00,00000000,00000000,00000000
14,4500.0,29,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C8ED0AF,00000000,00000000,00000000
14,4500.0,30,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C9888FE,00000000,00000000,00000000
14,4500.0,31,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CA25F34,00000000,00000000,00000000
14,4500.0,32,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CAC4C53,00000000,00000000,00000000
14,4500.0,33,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CB64926,00000000,00000000,00000000
14,4500.0,34,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC04E37,00000000,00000000,00000000
14,4500.0,35,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CCA53FA,00000000,00000000,00000000
14,4500.0,36,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CD45251,00000000,00000000,00000000
14,4500.0,37,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CDE40C2,00000000,00000000,00000000
14,4500.0,38,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CE81633,00000000,00000000,00000000
14,4500.0,39,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CF1C8EA,00000000,00000000,00000000
14,4500.0,40,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C9B9073,00000000,00000000,00000000
14,4500.0,41,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CA18E42,00000000,00000000,00000000
14,4500.0,42,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CA761AF,00000000,00000000,00000000
14,4500.0,43,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CAD00B1,00000000,00000000,00000000
14,4500.0,44,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CB25F29,00000000,00000000,00000000
14,4500.0,45,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CB76DC1,00000000,00000000,00000000
14,4500.0,46,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CBC1837,00000000,00000000,00000000
14,4500.0,47,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC04090,00000000,00000000,00000000
14,4500.0,48,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC3B18E,00000000,00000000,00000000
14,4500.0,49,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC5C0E4,00000000,00000000,00000000
15,4500.0,1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3B9B2AD4,00000000,00000000,00000000
15,4500.0,2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3B5B08DD,00000000,00000000,00000000
15,4500.0,3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3B2986C5,00000000,00000000,00000000
15,4500.0,4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3B3C1C68,00000000,00000000,00000000
15,4500.0,5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3B6BEAF1,00000000,00000000,00000000
15,4500.0,6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3B8FCFD5,00000000,00000000,00000000
15,4500.0,7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3BAAF104,00000000,00000000,00000000
15,4500.0,8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3BC69E26,00000000,00000000,00000000
15,4500.0,9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3BE233E0,00000000,00000000,00000000
15,4500.0,10,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3BFD25BE,00000000,00000000,00000000
15,4500.0,11,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C0B7ED7,00000000,00000000,00000000
15,4500.0,12,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C17ACBC,00000000,00000000,00000000
15,4500.0,13,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C22F405,00000000,00000000,00000000
15,4500.0,14,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C2D5B15,00000000,00000000,00000000
15,4500.0,15,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C37736F,00000000,00000000,00000000
15,4500.0,16,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C414EA8,00000000,00000000,00000000
15,4500.0,17,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C4AED7D,00000000,00000000,00000000
15,4500.0,18,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C5450E8,00000000,00000000,00000000
15,4500.0,19,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C5D79E4,00000000,00000000,00000000
15,4500.0,20,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C666993,00000000,00000000,00000000
15,4500.0,21,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C6F20BA,00000000,00000000,00000000
15,4500.0,22,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C77A049,00000000,00000000,00000000
15,4500.0,23,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C7FE929,00000000,00000000,00000000
15,4500.0,24,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C83FE22,00000000,00000000,00000000
15,4500.0,25,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C87ED31,00000000,00000000,00000000
15,4500.0,26,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C8BC240,00000000,00000000,00000000
15,4500.0,27,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C8F7D80,00000000,00000000,00000000
15,4500.0,28,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C931F3A,00000000,00000000,00000000
15,4500.0,29,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C96A7A7,00000000,00000000,00000000
15,4500.0,30,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C9A16FD,00000000,00000000,00000000
15,4500.0,31,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3C9D6D35,00000000,00000000,00000000
15,4500.0,32,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CA0AA7C,00000000,00000000,00000000
15,4500.0,33,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CA3CEA5,00000000,00000000,00000000
15,4500.0,34,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CA6D9C5,00000000,00000000,00000000
15,4500.0,35,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CA9CB7E,00000000,00000000,00000000
15,4500.0,36,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CACA396,00000000,00000000,00000000
15,4500.0,37,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CAF61A1,00000000,00000000,00000000
15,4500.0,38,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CB20536,00000000,00000000,00000000
15,4500.0,39,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CB48D78,00000000,00000000,00000000
15,4500.0,40,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CB6F968,00000000,00000000,00000000
15,4500.0,41,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CB947F6,00000000,00000000,00000000
15,4500.0,42,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CBB7783,00000000,00000000,00000000
15,4500.0,43,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CBD85FE,00000000,00000000,00000000
15,4500.0,44,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CBF709C,00000000,00000000,00000000
15,4500.0,45,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC1339F,00000000,00000000,00000000
15,4500.0,46,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC2C905,00000000,00000000,00000000
15,4500.0,47,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC4276A,00000000,00000000,00000000
15,4500.0,48,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC53BE8,00000000,00000000,00000000
15,4500.0,49,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC5C0E4,00000000,00000000,00000000
16,4500.0,1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3D3F39FD,00000000,00000000,00000000
16,4500.0,2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3D05F70C,00000000,00000000,00000000
16,4500.0,3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CCE89AF,00000000,00000000,00000000
16,4500.0,4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CAB591E,00000000,00000000,00000000
16,4500.0,5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CAF8FEC,00000000,00000000,00000000
16,4500.0,6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CB2189B,00000000,00000000,00000000
16,4500.0,7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CB42CB2,00000000,00000000,00000000
16,4500.0,8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CB5FCBE,00000000,00000000,00000000
16,4500.0,9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CB793FB,00000000,00000000,00000000
16,4500.0,10,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CB8FB4A,00000000,00000000,00000000
16,4500.0,11,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CBA3B06,00000000,00000000,00000000
16,4500.0,12,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CBB59D4,00000000,00000000,00000000
16,4500.0,13,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CBC5C12,00000000,00000000,00000000
16,4500.0,14,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CBD4575,00000000,00000000,00000000
16,4500.0,15,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CBE1907,00000000,00000000,00000000
16,4500.0,16,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CBED98A,00000000,00000000,00000000
16,4500.0,17,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CBF88E9,00000000,00000000,00000000
16,4500.0,18,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC02932,00000000,00000000,00000000
16,4500.0,19,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC0BBE2,00000000,00000000,00000000
16,4500.0,20,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC14279,00000000,00000000,00000000
16,4500.0,21,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC1BE04,00000000,00000000,00000000
16,4500.0,22,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC22F8D,00000000,00000000,00000000
16,4500.0,23,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC2981B,00000000,00000000,00000000
16,4500.0,24,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC2F876,00000000,00000000,00000000
16,4500.0,25,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC3511F,00000000,00000000,00000000
16,4500.0,26,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC3A28E,00000000,00000000,00000000
16,4500.0,27,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC3ED3E,00000000,00000000,00000000
16,4500.0,28,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC431BD,00000000,00000000,00000000
16,4500.0,29,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC4706A,00000000,00000000,00000000
16,4500.0,30,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC4A9D5,00000000,00000000,00000000
16,4500.0,31,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC4DE67,00000000,00000000,00000000
16,4500.0,32,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC50E51,00000000,00000000,00000000
16,4500.0,33,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC539E4,00000000,00000000,00000000
16,4500.0,34,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC56168,00000000,00000000,00000000
16,4500.0,35,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC58511,00000000,00000000,00000000
16,4500.0,36,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC5A520,00000000,00000000,00000000
16,4500.0,37,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC5C192,00000000,00000000,00000000
16,4500.0,38,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC5DAC2,00000000,00000000,00000000
16,4500.0,39,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC5F091,00000000,00000000,00000000
16,4500.0,40,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC6030D,00000000,00000000,00000000
16,4500.0,41,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3CC61248,00000000,00000000,00000000
