case,dx,k,pmfu,pmfd,pmfus,pmfds,pmfuq,pmfdq,pmful,plglac,pdmfup,pdmfdp,pdpmel,pmflxr,pmflxs,pqsen,plude,pmfdde_rate,pmfude_rate
18,9000.0,5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,38341B87,00000000,00000000,00000000
18,9000.0,6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,381C4719,00000000,00000000,00000000
18,9000.0,7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,380A2572,00000000,00000000,00000000
18,9000.0,8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,380DAD3F,00000000,00000000,00000000
18,9000.0,9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,384DEBBC,00000000,00000000,00000000
18,9000.0,10,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,388F8E2E,00000000,00000000,00000000
18,9000.0,11,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,38C16FED,00000000,00000000,00000000
18,9000.0,12,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,38FD53DC,00000000,00000000,00000000
18,9000.0,13,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3921ED2E,00000000,00000000,00000000
18,9000.0,14,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,394AC5F4,00000000,00000000,00000000
18,9000.0,15,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,39796C75,00000000,00000000,00000000
18,9000.0,16,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,399706CB,00000000,00000000,00000000
18,9000.0,17,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,39B4653D,00000000,00000000,00000000
18,9000.0,18,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,39D4DD17,00000000,00000000,00000000
18,9000.0,19,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,39F87483,00000000,00000000,00000000
18,9000.0,20,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3A0F9663,00000000,00000000,00000000
18,9000.0,21,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3A24813A,00000000,00000000,00000000
18,9000.0,22,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3A3AF6A3,00000000,00000000,00000000
18,9000.0,23,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3A52F06E,00000000,00000000,00000000
18,9000.0,24,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3A6CA07F,00000000,00000000,00000000
18,9000.0,25,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3A841C7C,00000000,00000000,00000000
18,9000.0,26,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3A92D30A,00000000,00000000,00000000
18,9000.0,27,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3AA266BE,00000000,00000000,00000000
18,9000.0,28,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3AB2C794,00000000,00000000,00000000
18,9000.0,29,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3AC3E2C5,00000000,00000000,00000000
18,9000.0,30,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3AD5A361,00000000,00000000,00000000
18,9000.0,31,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3AE7F24B,00000000,00000000,00000000
18,9000.0,32,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3AFAB6EA,00000000,00000000,00000000
18,9000.0,33,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3B06EB88,00000000,00000000,00000000
18,9000.0,34,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3B109BC2,344EB2DE,00000000,3D007A5E
18,9000.0,35,3D007A5E,00000000,C1401400,00000000,35982100,00000000,344EB2DE,00000000,00000000,00000000,00000000,00000000,00000000,3B1A5E13,00000000,00000000,00000000
18,9000.0,36,3CD548B6,00000000,C1265F66,00000000,3593B823,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3B24242E,00000000,00000000,00000000
18,9000.0,37,3CAE9B2F,00000000,C10833B1,00000000,3571DCCB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3B2DDF78,00000000,00000000,00000000
18,9000.0,38,3C8CAB90,00000000,C0DB75CB,00000000,3542DACD,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3B37815C,00000000,00000000,00000000
18,9000.0,39,3C5E6F52,00000000,C0AD82C1,00000000,351A0E9D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3B40FAE7,00000000,00000000,00000000
18,9000.0,40,3C2BF74F,00000000,C0862479,00000000,34EE3494,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3B4A3D54,00000000,00000000,00000000
18,9000.0,41,3C016390,00000000,C049DC36,00000000,34B33A60,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3B533957,00000000,00000000,00000000
18,9000.0,42,3BBC48E2,00000000,C012DF33,00000000,348267A7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3B5BDF52,00000000,00000000,00000000
18,9000.0,43,3B834AA9,00000000,BFCCD422,00000000,3435DD19,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3B641F17,00000000,00000000,00000000
18,9000.0,44,3B2D2F6E,00000000,BF8717F1,00000000,33EFE4EC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3B6BE67C,00000000,00000000,00000000
18,9000.0,45,3AD3B70C,00000000,BF252614,00000000,3392A1F2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3B73215F,00000000,00000000,00000000
18,9000.0,46,3A67CE42,00000000,BEB4D20D,00000000,33208C1B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3B79B565,00000000,00000000,00000000
18,9000.0,47,39D5371C,00000000,BE2651AB,00000000,3293ABF2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3B7F8036,00000000,00000000,00000000
18,9000.0,48,390EB17C,00000000,BD5E9DCD,00000000,31C5A838,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3B8225C8,00000000,00000000,00000000
18,9000.0,49,37AFAD4C,00000000,BC090984,00000000,3073587E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3B839727,00000000,00000000,00000000
1,13500.0,1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3724F7BD,00000000,00000000,00000000
1,13500.0,2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,36E910C8,00000000,00000000,00000000
1,13500.0,3,3E9793A5,00000000,C56FA0E0,00000000,B5C56A7B,00000000,39191F27,00000000,38CFEA90,00000000,00000000,00000000,00000000,375289AB,38965189,00000000,3DB2AD18
1,13500.0,4,3EC43EEB,00000000,C514B180,00000000,B5F23990,00000000,39A51983,00000000,393254BA,00000000,00000000,00000000,38CFEA90,37FB8978,381B2B97,00000000,3CF43978
1,13500.0,5,3ED38283,00000000,C457D300,00000000,364A8F14,00000000,3A06627B,00000000,397092E2,00000000,00000000,00000000,398D2501,387D5057,3751AEA6,00000000,3BEC56C9
1,13500.0,6,3ED733DA,00000000,44078800,00000000,37B76745,00000000,3A3EEE05,00000000,39919F51,00000000,00000000,00000000,3A02B739,38E26968,3092151A,00000000,34FC0417
1,13500.0,7,3ED733DC,00000000,44831A80,00000000,38447DCD,00000000,3A797C99,00000000,39A5A18A,00000000,00000000,00000000,3A4B86E2,393965ED,3199694E,00000000,35D6385C
1,13500.0,8,3ED733E2,00000000,45004C40,00000000,38F797E3,00000000,3A9A1D6E,00000000,39B54623,00000000,00000000,00000000,3A8F2BD4,398E02AB,32840244,00000000,369C2E36
1,13500.0,9,3ED733F5,00000000,452F3F80,00000000,396E04A1,00000000,3AB5E582,00000000,39C05C3A,00000000,00000000,00000000,3ABC7D5D,39CE71E2,3341CD3F,00000000,37494ACF
1,13500.0,10,3ED7342C,00000000,45506400,00000000,39C2F230,00000000,3ACF3215,35C26D24,39C79A1C,00000000,00000000,00000000,3AEC946C,3A0FDE11,33DE9049,00000000,37D00E3E
1,13500.0,11,3ED73485,00000000,45666F80,00000000,3A0B0B86,00000000,3AE63631,388EF479,39C916F4,00000000,00000000,00000000,3B0F3D7A,3A41B620,34631F14,00000000,38433D9A
1,13500.0,12,3ED734EE,00000000,4571F500,00000000,3A375BBC,00000000,3AFA5908,391CF00D,39B9A121,00000000,00000000,00000000,3B286058,3A7D6DB0,34D48758,00000000,38ACF89F
1,13500.0,13,3ED73543,00000000,4574C840,00000000,3A64A391,00000000,3B043663,395879B7,39A6E06D,00000000,00000000,00000000,3B3F947C,3AA1CC3B,353A26D2,00000000,3912E690
1,13500.0,14,3ED73535,00000000,4571AE00,00000000,3A883440,00000000,3B085AE6,3981A712,39920326,00000000,00000000,00000000,3B54708A,3ACACEB1,359BCC85,00000000,39736F8F
1,13500.0,15,3ED73433,00000000,456AD840,00000000,3A9C4F14,00000000,3B09BB02,3994575F,3985EE40,00000000,00000000,00000000,3B66B0EF,3AFADB82,35FC23E3,00000000,39C4FC09
1,13500.0,16,3ED73163,00000000,456165C0,00000000,3AAE403C,00000000,3B09B934,39A70C58,39832A7A,00000000,00000000,00000000,3B776EB7,3B18F973,3645F477,00000000,3A1AA6FE
1,13500.0,17,3ED72B6F,00000000,45564F40,00000000,3ABDA096,00000000,3B09B566,39B9FDCC,397E2E99,00000000,00000000,00000000,3B83EA03,3B37E4FD,36960ED1,00000000,3A6A7726
1,13500.0,18,3ED72056,00000000,454A4DC0,00000000,3ACA2A14,00000000,3B09AE4C,39CCA8A2,39750457,00000000,00000000,00000000,3B8BDB78,3B59E96B,36DAF885,00000000,3AAB1229
1,13500.0,19,3ED70D38,00000000,453DC240,00000000,3AD3D38D,00000000,3B09A20F,39D9E33C,39792B6E,00000000,00000000,00000000,3B93839B,3B7EA05E,371977C0,00000000,3AEFCB1C
1,13500.0,20,3ED6EE24,00000000,452F0800,00000000,3ADC684F,00000000,3B098E2B,3982FA09,3977AEAC,00000000,00000000,00000000,3B9B4CF6,3B92C35A,374E6017,00000000,3B213B12
1,13500.0,21,3ED6BDF3,00000000,45236080,00000000,3AE359AC,00000000,3B096F54,38AA1BDC,38F9F480,00000000,00000000,00000000,3BA30A6B,3BA6FFE5,377BE5FE,00000000,3B4FCAA7
1,13500.0,22,3ED67651,00000000,451A3680,00000000,3AE80F1B,00000000,3B01FE11,3890A9AB,38AE9E61,00000000,00000000,00000000,3BA6F23D,3BBBAC9D,37908155,00000000,3B803019
1,13500.0,23,3ED61000,00000000,4510B380,00000000,3AEA48F0,00000000,3AF14F9D,38A5B722,38A87219,00000000,00000000,00000000,3BA9ACB7,3BD0670A,379F2F88,00000000,3B983BBA
1,13500.0,24,3ED58283,00000000,45070D80,00000000,3AE9FAD0,00000000,3ADF42B8,00000000,38A276BB,00000000,38D14EE1,00000000,3BAC4E7F,3BCB2CB4,37AAC30E,00000000,3BB082B4
1,13500.0,25,3ED4C439,00000000,44FB6780,00000000,3AE6C39C,00000000,3ACDD649,00000000,389C8C9E,00000000,399E0299,3939E2CE,3BA90943,3BC47894,37B8D2A5,00000000,3BCEF8EA
1,13500.0,26,3ED3D083,00000000,44E8C900,00000000,3AE43DDA,00000000,3ABD2597,00000000,3896A987,00000000,3A18C5EC,3A110B94,3B9F2919,3BBE4828,37C8A78F,00000000,3BF3E96B
1,13500.0,27,3ED2A20B,00000000,44D686C0,00000000,3AE23668,00000000,3AAD4714,00000000,3890D22E,00000000,3A73B3C9,3A9E5358,3B8C105C,3BB88DDA,37D6A97E,00000000,3C0DE314
1,13500.0,28,3ED1309E,00000000,44C4C440,00000000,3ADEAA18,00000000,3A9E3E1A,00000000,388AFDE6,00000000,3AAE3294,3B109D30,3B5B33C6,3BB33DF3,37E26FCD,00000000,3C230FCB
1,13500.0,29,3ECF7430,00000000,44B39B00,00000000,3AD9B624,00000000,3A900A86,00000000,3885268D,00000000,3AE7E461,3B6C0E69,3B041A7C,3BAE4E51,37EBA0DA,00000000,3C393267
1,13500.0,30,3ECD652A,00000000,44A32200,00000000,3AD37662,00000000,3A82A9D7,00000000,387E8F3B,00000000,3981425C,3BB214E7,3981425C,3C288BC6,37F1F23F,00000000,3C4FF0B4
1,13500.0,31,3ECAFCC9,00000000,449365C0,00000000,3ACC078C,00000000,3A6C2EFA,00000000,3872C04B,00000000,00000000,3BBC262B,00000000,3C4470A7,37F52DF1,00000000,3C66E469
1,13500.0,32,3EC8356E,00000000,44846D40,00000000,3AC384C8,00000000,3A5498E9,00000000,3866E018,00000000,00000000,3BBE0BAC,00000000,3C50FE74,37F52DC4,00000000,3C7D97E7
1,13500.0,33,3EC50B04,00000000,446C7680,00000000,3ABA08AC,00000000,3A3E813D,00000000,385AF536,00000000,00000000,3BBFD96C,00000000,3C5DAA30,37F1DCA8,00000000,3C89C639
1,13500.0,34,3EC17B55,00000000,44519B80,00000000,3AAFAC78,00000000,3A29D3F9,00000000,384F0B30,00000000,00000000,3BC18F56,00000000,3C6A6A6F,37EB37D0,00000000,3C941E7C
1,13500.0,35,3EBD865E,00000000,44383B80,00000000,3AA487D8,00000000,3A167C63,00000000,38433315,00000000,00000000,3BC32D6C,00000000,3C77354C,37E14C98,00000000,3C9D916A
1,13500.0,36,3EB92E88,00000000,44203F80,00000000,3A98B104,00000000,3A046433,00000000,383783BF,00000000,00000000,3BC4B3D2,00000000,3C820045,37D43662,00000000,3CA5DD01
1,13500.0,37,3EB478E0,00000000,44099400,00000000,3A8C3CD8,00000000,39E6E756,00000000,382C16F3,00000000,00000000,3BC622D9,00000000,3C88606D,37C421B3,00000000,3CACC225
1,13500.0,38,3EAF6D2F,00000000,43E83000,00000000,3A7E7D20,00000000,39C72926,00000000,382104E7,00000000,00000000,3BC77B07,00000000,3C8EB548,37B14B74,00000000,3CB208BE
1,13500.0,39,3EAA15F6,00000000,43BF5800,00000000,3A639010,00000000,39A9611F,00000000,381642F5,00000000,00000000,3BC8BD11,00000000,3C94F87E,379BFCD5,00000000,3CB57E47
1,13500.0,40,3EA48069,00000000,43985B00,00000000,3A47D3B8,00000000,398D6243,00000000,380BC870,00000000,00000000,3BC9E997,00000000,3C9B22D0,37873F6D,00000000,3CB9D617
1,13500.0,41,3E9EBDB2,00000000,43680800,00000000,3A31BC10,00000000,39670E87,00000000,38028D4C,00000000,00000000,3BCB0128,00000000,3CA12C7D,3763971D,00000000,3CBD2682
1,13500.0,42,3E98DFD1,00000000,43250A00,00000000,3A1E0B38,00000000,3937F125,00000000,37F72106,00000000,00000000,3BCC0643,00000000,3CA70C84,37371C9F,00000000,3CBE048A
1,13500.0,43,3E92FA2D,BD9BFC60,42CE7C00,41998C00,3A0A80B8,B8AE9560,390DA2B5,00000000,37EE69BD,B7BCC747,00000000,3BCCFD64,00000000,3CACB8C2,370B6A15,00000000,3CBC2F7F
1,13500.0,44,3E8D2238,BD9BFC60,4238C800,422D4C00,39EE6650,B866B940,38D11D0B,00000000,37E51A8D,B7879049,00000000,3BCD2F06,00000000,3CB224D5,36C43CD4,3AF2B94D,3CB76120
1,13500.0,45,3E876FA5,BD73E7A7,C0CC4000,424C5200,39C89080,B7BF5900,3890EEC2,00000000,37577FEE,B73996CD,00000000,3BCD8C90,00000000,3CB74134,36221211,3C88222E,3CAF3F99
1,13500.0,46,3E81FCFA,BD3476E8,C25A7800,42461300,39A3F180,B6310B00,37F06D68,00000000,00000000,B6E4DFB3,00000000,3BCD9B85,00000000,3CBBF91E,00000000,3C7DC2FD,00000000
1,13500.0,47,3E81FCFA,BCF4C47B,C228B800,4222F400,39594DC0,36F0B880,312E7799,00000000,00000000,B669B9C5,00000000,3BCD624D,00000000,3CC02E29,00000000,3C6852A6,00000000
1,13500.0,48,3E16632F,BC8D96F0,C1C339B5,41FC9900,38FB6899,36EA43C0,00000000,00000000,00000000,B5981A0C,00000000,3BCD4516,00000000,3CC3AA28,00000000,3C4E5B18,00000000
1,13500.0,49,3D6BFBD9,BBDE2DA5,C1192BD0,41361B00,3845406E,36C6FCA0,00000000,00000000,00000000,00000000,00000000,3BCD3B94,00000000,3CC5C0E4,00000000,3C2C170D,00000000
2,13500.0,1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3741A6B7,00000000,00000000,00000000
2,13500.0,2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3708CB70,00000000,00000000,00000000
2,13500.0,3,3ED78A9F,00000000,C4FCE100,00000000,B54ED218,00000000,39A2FF24,00000000,395C4693,00000000,00000000,00000000,00000000,376893F8,386EE8D8,00000000,3D4045D9
2,13500.0,4,3EEF935A,00000000,4474B900,00000000,36F3468A,00000000,3A14D7C9,00000000,399EF107,00000000,00000000,00000000,395C4693,380A6B32,38A82353,00000000,3D37E3E4
2,13500.0,5,3F0347EB,00000000,44F47D80,00000000,37EDF39C,00000000,3A701210,00000000,39D3364D,00000000,00000000,00000000,3A068A28,388AFAC3,38DB05E1,00000000,3D3212A3
2,13500.0,6,3F0E6914,00000000,457EA900,00000000,38E0BDB6,00000000,3AAF28DD,00000000,3A02E844,00000000,00000000,00000000,3A70254E,38F7D255,390595C4,00000000,3D2DBAA8
2,13500.0,7,3F1944B9,00000000,45B98280,00000000,398C47E1,00000000,3AEBB45B,00000000,3A195FAD,00000000,00000000,00000000,3AB986C9,394A800F,391ABD6E,00000000,3D2A4F72
2,13500.0,8,3F23E99A,00000000,45EA4960,00000000,3A0AA0A0,00000000,3B14ED53,00000000,3A2C375A,00000000,00000000,00000000,3B031B50,399AD35E,392CB02B,00000000,3D278130
2,13500.0,9,3F2E616D,00000000,4608CE40,00000000,3A6A0514,00000000,3B33C6E0,38205DB5,3A3BD296,00000000,00000000,00000000,3B2E2926,39E0B65D,393C2092,00000000,3D251FC8
2,13500.0,10,3F38B2BC,00000000,46181EE0,00000000,3AB06309,00000000,3B526D97,3964184A,3A3D860B,00000000,00000000,00000000,3B5D1DCC,3A1C5FB3,393CD3EE,00000000,3D1ACD0C
2,13500.0,11,3F425E09,00000000,46222B30,00000000,3AF252BA,00000000,3B6D175F,39C0D9A7,3A32900D,00000000,00000000,00000000,3B863FA7,3A524831,3935BDB0,00000000,3D0F8D7A
2,13500.0,12,3F4B53CA,00000000,4627E3E0,00000000,3B1BD3EA,00000000,3B80B564,39FA1C8C,3A2230D7,00000000,00000000,00000000,3B9C91A9,3A89652B,392B46B7,00000000,3D05CF40
2,13500.0,13,3F53AAE0,00000000,462A6020,00000000,3B3F0A56,00000000,3B877799,3A12AB6A,3A1BAC80,00000000,00000000,00000000,3BB0D7C4,3AAF41BB,39206097,00000000,3CFA96ED
2,13500.0,14,3F5B74E9,00000000,462A8780,00000000,3B616BA9,00000000,3B8C73C8,3A27AA20,3A1DFF60,00000000,00000000,00000000,3BC44D54,3ADBD588,39172C03,00000000,3CEC34C4
2,13500.0,15,3F62C3C3,00000000,4628FE80,00000000,3B80F36E,00000000,3B912121,3A3F1D5D,3A1E67D3,00000000,00000000,00000000,3BD80D40,3B07F6D4,390F7490,00000000,3CE02622
2,13500.0,16,3F69A505,00000000,46261D80,00000000,3B8FEE4D,00000000,3B958854,3A585168,3A1E0F03,00000000,00000000,00000000,3BEBDA3A,3B25B7AD,3908B930,00000000,3CD5A15C
2,13500.0,17,3F701DE4,00000000,46222100,00000000,3B9D6899,00000000,3B99ACBB,3A6A6CAD,3A26BF3B,00000000,00000000,00000000,3BFF9C1A,3B46F9D2,39029630,00000000,3CCC0AAC
2,13500.0,18,3F762C77,00000000,461BE120,00000000,3BAA69B0,00000000,3B9D8D19,39EF885F,3A2A2808,00000000,00000000,00000000,3C0A3A01,3B6B65DA,38F987F5,00000000,3CC2F237
2,13500.0,19,3F7BC945,00000000,46173340,00000000,3BB62E14,00000000,3BA124A6,399E3A8B,3A2B0F31,00000000,00000000,00000000,3C14DC82,3B894111,38EE1AE8,00000000,3CBA0506
2,13500.0,20,3F807479,00000000,46131420,00000000,3BC04EA7,00000000,3BA46C20,39CAF450,3A299625,00000000,00000000,00000000,3C1F8D75,3B9DDB63,38E29A8B,00000000,3CB108BD
2,13500.0,21,3F82BF31,00000000,460E24C0,00000000,3BC86CE1,00000000,3BA75B20,39F833B2,3A26AA3E,00000000,00000000,00000000,3C2A26D7,3BB32826,38D6D230,00000000,3CA7D435
2,13500.0,22,3F84BEA2,00000000,460875E0,00000000,3BCE4D2A,00000000,3BA9E9C5,3A12A3BE,3A23041F,00000000,00000000,00000000,3C34917B,3BC8C210,38CA9E7B,00000000,3C9E4BD0
2,13500.0,23,3F866E38,00000000,460226E0,00000000,3BD1D50E,00000000,3BAC1233,00000000,3A1EB2F9,00000000,38093C06,00000000,3C3EC1BD,3BD27465,38BDF9FB,00000000,3C946B4C
2,13500.0,24,3F87C94A,00000000,45F72BC0,00000000,3BD2DA69,00000000,3BADCE73,00000000,3A19C0DA,00000000,394AAF34,3A2746B9,3C3E3881,3BCB2CB4,38B1B0B7,00000000,3C8AD20F
2,13500.0,25,3F88CCE6,00000000,45E98340,00000000,3BD13F48,00000000,3BAF1ABF,00000000,3973B3A7,00000000,39EA3DB7,3AB9D9B0,3C3B0DC4,3BC47894,389D3D6B,00000000,3C830FDF
2,13500.0,26,3F89764A,00000000,45DB5140,00000000,3BCF7CD4,00000000,3BA4EB17,00000000,393FEF4F,00000000,3A4BB8EF,3B096FC9,3C33BBD6,3BBE4828,388AD7FE,00000000,3C797841
2,13500.0,27,3F89BEF5,00000000,45CCCA40,00000000,3BCDE858,00000000,3B995393,00000000,3939F21E,00000000,3A995C9F,3B485CFA,3C270047,3BB88DDA,38742E6F,00000000,3C6CEE09
2,13500.0,28,3F89A041,00000000,45BE1200,00000000,3BCA9CC2,00000000,3B8DD696,00000000,3933A587,00000000,3AD35D58,3B905536,3C13D4B3,3BB33DF3,3855BCA7,00000000,3C607ADF
2,13500.0,29,3F89145C,00000000,45AF4C80,00000000,3BC5AD9E,00000000,3B8284ED,00000000,392D08B3,00000000,3B092B60,3BCAC9B8,3BF2D210,3BAE4E51,383A261B,00000000,3C541C9C
2,13500.0,30,3F8816B0,00000000,45A097C0,00000000,3BBF3260,00000000,3B6EDCB9,00000000,39261BD8,00000000,3B2A6F91,3C0A63D7,3BAE3C60,3BA9B625,38213840,00000000,3C47D27A
2,13500.0,31,3F86A43D,00000000,459212C0,00000000,3BB7497E,00000000,3B59430D,00000000,391EE48A,00000000,3B32092F,3C37982A,3B32092F,3BBBA737,380AC557,00000000,3C3BA131
2,13500.0,32,3F84BBEB,00000000,4583D800,00000000,3BAE14F0,00000000,3B445715,00000000,391769D8,00000000,00000000,3C669608,00000000,3C5E3522,37ED41F1,00000000,3C2F8E35
2,13500.0,33,3F825ED4,00000000,456C0000,00000000,3BA3BC72,00000000,3B3030FF,00000000,390FB731,00000000,00000000,3C68F3AF,00000000,3C6B9E44,37C9437E,00000000,3C23A278
2,13500.0,34,3F7F20EC,00000000,45514080,00000000,3B986A24,00000000,3B1CE60E,00000000,3907DAD6,00000000,00000000,3C6B328C,00000000,3C791C74,37A93FFC,00000000,3C17E85E
2,13500.0,35,3F78ADA2,00000000,45379500,00000000,3B8C4B9C,00000000,3B0A88B8,00000000,38FFCB5F,00000000,00000000,3C6D51F7,00000000,3C8352A2,378CEBF0,00000000,3C0C6C0D
2,13500.0,36,3F7174C4,00000000,451F1D80,00000000,3B7F205C,00000000,3AF250AA,00000000,38EFD385,00000000,00000000,3C6F518E,00000000,3C8A16F4,3767FD51,00000000,3C013A91
2,13500.0,37,3F698C15,00000000,4507F100,00000000,3B64D064,00000000,3AD1A155,00000000,38DFEED4,00000000,00000000,3C713135,00000000,3C90D553,373C6474,00000000,3BECC0A8
2,13500.0,38,3F610DBC,00000000,44E44900,00000000,3B4A088C,00000000,3AB3154A,00000000,38D032FB,00000000,00000000,3C72F113,00000000,3C978784,37168855,00000000,3BD7D40F
2,13500.0,39,3F58179F,00000000,44BB8780,00000000,3B2F262C,00000000,3A96B775,00000000,38C08C76,00000000,00000000,3C749179,00000000,3C9E26B4,36EBCB0F,00000000,3BC3C4C3
2,13500.0,40,3F4ECAAA,00000000,4495AD00,00000000,3B1484C4,00000000,3A7911E4,00000000,38B0A946,00000000,00000000,3C761292,00000000,3CA4AB94,36B50634,00000000,3BB16FC2
2,13500.0,41,3F45331E,00000000,4465FB00,00000000,3AFBB658,00000000,3A492FDC,00000000,38A01ADE,00000000,00000000,3C7773E5,00000000,3CAB0DBC,3686C19C,00000000,3BA0252D
2,13500.0,42,3F3B6CE0,00000000,44272600,00000000,3AD309C0,00000000,3A1DB623,00000000,388D4E8C,00000000,00000000,3C78B41B,00000000,3CB143C6,363F1081,00000000,3B8F8679
2,13500.0,43,3F31A14B,00000000,43DD9C00,00000000,3AAC56D0,00000000,39EC7731,00000000,3868262D,00000000,00000000,3C79CEB8,00000000,3CB742E8,35F87F76,00000000,3B7F467C
2,13500.0,44,3F27FB35,00000000,43735000,00000000,3A880AD0,00000000,39A3857D,00000000,38182125,00000000,00000000,3C7AB6DE,00000000,3CBCFE27,35831FAF,00000000,3B60FD14
2,13500.0,45,3F1EA6B4,BE3F5C1B,42885800,4243BC00,3A4D0FA0,B9148100,3938ECA6,00000000,00000000,B848510F,00000000,3C7B4EFF,00000000,3CC26502,33B82E30,00000000,3B50B73A
2,13500.0,46,3F1F776B,BE3F5C1B,C2D57000,42C91400,3A12E0A0,B89A0680,378CB879,00000000,00000000,B836E45C,00000000,3C7A86AE,00000000,3CC76193,00000000,80000000,00000000
2,13500.0,47,3ED8499C,BE3F5C1B,C2C9A048,43137600,39CD2D5F,B72E5200,00000000,00000000,00000000,B8216782,00000000,3C79CFCA,00000000,3CCBD3D3,00000000,80000000,00000000
2,13500.0,48,3E7A3AD9,BE3F5C1B,C2694481,436CAF00,396D6042,37DBAF00,00000000,00000000,00000000,B805DDD8,00000000,3C792E62,00000000,3CCF8265,00000000,80000000,00000000
2,13500.0,49,3DC453AD,BE3F5C1B,C1B704BC,43523800,38BA3DED,3900D500,00000000,00000000,00000000,00000000,00000000,3C78A884,00000000,3CD1B73F,00000000,80000000,00000000
3,13500.0,1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,3741A6B7,00000000,00000000,00000000
