case,dx,k,ptent,ptenq,pcte
1,9000.0,7,3B03EEB9,B2E94784,2CFA48B2
1,9000.0,8,3AEE48A3,B30F7E44,2DD92B6E
1,9000.0,9,3AD9E1CA,B32AD002,2EA0C771
1,9000.0,10,3AC9248F,B3924BD7,2F3A4342
1,9000.0,11,3ABB1B4A,B3C585B0,2FBFCA93
1,9000.0,12,3AAF5E02,B3F5757C,30352122
1,9000.0,13,3AA61AF8,B4157B97,30A02851
1,9000.0,14,3A9F5AAA,B4347630,31075A4A
1,9000.0,15,3A98E3BD,B451EB70,315D40B1
1,9000.0,16,3A9387B0,B4707A9A,31AF8085
1,9000.0,17,3A8F24DB,B487FF63,320674F2
1,9000.0,18,3A8B961A,B49818BC,32465CF1
1,9000.0,19,3A894682,B4A85A3E,328C9A83
1,9000.0,20,3A87B1E4,B4B8A885,32BF4BA5
1,9000.0,21,3A804209,B4C900D9,32EC53CA
1,9000.0,22,3A72E56E,B4D981D7,33094729
1,9000.0,23,3A68F45F,B4E9BBD2,331932B6
1,9000.0,24,3A2DD8DB,B4FD229D,33269101
1,9000.0,25,39A237C0,B4F42A1D,3336D30D
1,9000.0,26,B942B496,B4EC2D51,334966B1
1,9000.0,27,BA535CC0,B4F42796,335AC3E9
1,9000.0,28,39B6D751,B4FB497A,336A77A3
1,9000.0,29,3A415DFA,B500CEE6,337815DC
1,9000.0,30,3A3CD204,B5038EDC,33819E67
1,9000.0,31,3A38167B,B505EEFB,3385CB29
1,9000.0,32,3A3319CB,B507F1DD,33886BE5
1,9000.0,33,3A2DD7D5,B509A375,3389605A
1,9000.0,34,3A2842AE,B50B0CC6,33888F16
1,9000.0,35,3A224604,B50C3BFA,3385E410
1,9000.0,36,3A1BFD91,B50D4146,33814EDD
1,9000.0,37,3A154F2E,B50E2B88,33758C18
1,9000.0,38,3A0E42BF,B50F1131,33648A24
1,9000.0,39,3A06D751,B510064B,334F952A
1,9000.0,40,39FEB039,B4FE64A2,333A66DD
1,9000.0,41,39EF65EE,B4ED4E78,332310D8
1,9000.0,42,39FD15AE,B501ACA4,33091406
1,9000.0,43,399C46E6,B5004854,32DB7706
1,9000.0,44,39886AEE,B48ECB46,32A3C5C8
1,9000.0,45,397657EA,B4A694EB,32111F22
1,9000.0,46,397CFFD1,B4E65FBB,00000000
1,9000.0,47,37A387E2,B4B778B5,00000000
1,9000.0,48,B7B9A0C1,B4BECBE3,00000000
1,9000.0,49,36BCCDF8,B4D86E5F,00000000
2,9000.0,1,00000000,00000000,00000000
2,9000.0,2,BB916B8D,34FF225A,00000000
2,9000.0,3,3B98AB6F,B11D2459,33BCD883
2,9000.0,4,3ADB134E,B2A967A5,3405EB3F
2,9000.0,5,3B7238C8,B217B034,342FCF66
2,9000.0,6,3B70B36D,B1219C0A,34582BF4
2,9000.0,7,3B6F3048,322CDFFF,347C7395
2,9000.0,8,3B6D2724,32EB22B4,348E0BBD
2,9000.0,9,3B6A83A6,334C17D1,349C124A
2,9000.0,10,3B640B58,32A5526F,349E0785
2,9000.0,11,3B5CC280,B28EBA3A,34997855
2,9000.0,12,3B563C1A,B36AE9C2,3491F8BF
2,9000.0,13,3B510122,B3E76715,3489FB75
2,9000.0,14,3B4CC446,B43A6756,3483553A
2,9000.0,15,3B486D0B,B483A9CF,347BC383
2,9000.0,16,3B44AB8D,B4AFA3E2,34726E66
2,9000.0,17,3B41FA7C,B4E028E0,346A051B
2,9000.0,18,3B4052A3,B50AD211,34620C17
2,9000.0,19,3B3F6492,B527FAF8,345A2571
2,9000.0,20,3B3B1FF0,B54768CC,34520BB4
2,9000.0,21,3B3594EC,B568D3E3,34498AB7
2,9000.0,22,3B300B25,B585CB16,34407C3E
2,9000.0,23,3B0F1D55,B5986AEC,3436D4AA
2,9000.0,24,3AF4ADB7,B5AC0D67,342D5316
2,9000.0,25,3AB4AB9A,B5AC348D,341B8A2B
2,9000.0,26,3A44F48C,B5A94518,340B5C3D
2,9000.0,27,34FB39C0,B5B555EA,33F8D949
2,9000.0,28,BA61133A,B5C0CFE6,33DD512D
2,9000.0,29,3A751864,B5CB954C,33C3FD73
2,9000.0,30,3AEAB37D,B5D56E53,33ACBDDC
2,9000.0,31,3AE1F01F,B5DE41BF,3397741C
2,9000.0,32,3AD9084D,B5E5DCEB,33840393
2,9000.0,33,3AD00162,B5EC2D18,3364A22B
2,9000.0,34,3AC6DB14,B5F113FA,33448543
2,9000.0,35,3ABDA4D3,B5F48363,33277E6F
2,9000.0,36,3AB45EC8,B5F67322,330D5BE0
2,9000.0,37,3AAB26C7,B5F6DF50,32EBDBAA
2,9000.0,38,3AA1F08F,B5F5D8AF,32C20AC9
2,9000.0,39,3A98EBF6,B5F3693E,329CE47B
2,9000.0,40,3A901D52,B5DCC79F,32797DF7
2,9000.0,41,3A878141,B5CE8033,32411A44
2,9000.0,42,3A7E52D6,B5C7F96B,320F0817
2,9000.0,43,3A6E8554,B5C0B25A,31C39773
2,9000.0,44,3A74823D,B5BDB36E,315ADCA9
2,9000.0,45,3A32C5E7,B5B161D0,2FA4EB54
2,9000.0,46,38AE0CC1,B5022DEE,00000000
2,9000.0,47,3943D565,B50D923D,00000000
2,9000.0,48,B897C7CB,B4BF3A48,00000000
2,9000.0,49,BA276ADA,B59EC9DA,00000000
3,9000.0,1,00000000,00000000,00000000
3,9000.0,2,BB8FBADC,35007CAF,00000000
3,9000.0,3,3B995A21,AFAD4ED8,33BE21F6
3,9000.0,4,3ADD27E7,B2800D5B,3406C61A
3,9000.0,5,3B73B480,B0C577C0,3430D5E8
3,9000.0,6,3B72454F,31FD4506,34594DD0
3,9000.0,7,3B70D869,32BC5D34,347DA2D5
3,9000.0,8,3B6EE241,3330F6E2,348EA73F
3,9000.0,9,3B6C4E95,3387A0B9,349CB00D
3,9000.0,10,3B65D305,33186749,349E69C2
3,9000.0,11,3B5E82BB,AEE29B00,3499922D
3,9000.0,12,3B57FEFD,B32331E2,3491D092
3,9000.0,13,3B52C1D3,B3C3C5D6,3489ABAB
3,9000.0,14,3B4E888E,B428EDA2,3482E3F5
3,9000.0,15,3B4A3152,B4766B15,347AA99E
3,9000.0,16,3B4675F9,B4A78A95,347125C9
3,9000.0,17,3B43D4EB,B4D87ACA,346894C6
3,9000.0,18,3B42322B,B5073BA0,346078D9
3,9000.0,19,3B414D54,B524B080,34587361
3,9000.0,20,3B3CF577,B54470EC,34503DE8
3,9000.0,21,3B377137,B56633D4,3447A3DC
3,9000.0,22,3B31EA11,B584AAA5,343E7E26
3,9000.0,23,3B10FD38,B5977995,3434C18C
3,9000.0,24,3AF8759F,B5AB4EB6,342B2ECE
3,9000.0,25,3AB890FA,B5AA0FC2,341A0FF8
3,9000.0,26,3A4D02B4,B5A577E4,340A2CB0
3,9000.0,27,3808677D,B5B131E3,33F6FA39
3,9000.0,28,BA588E11,B5BC5E7C,33DBDE78
3,9000.0,29,3A768168,B5C6D1C5,33C2E55E
3,9000.0,30,3AEF433E,B5D05E39,33ABF032
3,9000.0,31,3AE69677,B5D8E55D,3396E354
3,9000.0,32,3ADDD01C,B5E03F40,3383A324
3,9000.0,33,3AD4E572,B5E64EF6,33642CE5
3,9000.0,34,3ACBD92E,B5EAF9BD,33444977
3,9000.0,35,3AC2B968,B5EE31B4,33276C60
3,9000.0,36,3AB9860C,B5EFF061,330D6784
3,9000.0,37,3AB0592D,B5F02B62,32EC1AF6
3,9000.0,38,3AA7345B,B5EEFCA6,32C2620F
3,9000.0,39,3A9E3A0A,B5EC6312,329D488C
3,9000.0,40,3A957057,B5D77518,327A2C1E
3,9000.0,41,3A8CDB9E,B5C9F535,3241A10E
3,9000.0,42,3A848988,B5C35EE6,320F6BED
3,9000.0,43,3A795047,B5BC0859,31C41FFB
3,9000.0,44,3A7F66FD,B5B8FD80,315B756D
3,9000.0,45,3A3D89ED,B5AC9A83,2FA55E72
3,9000.0,46,39009EE6,B4EFE3D1,00000000
3,9000.0,47,396DF6CB,B5034FA4,00000000
3,9000.0,48,B8095B8D,B4AA5D46,00000000
3,9000.0,49,BA1D6628,B599DC22,00000000
4,9000.0,1,80000000,80000000,00000000
4,9000.0,2,BB68E0D5,3519BB7B,00000000
4,9000.0,3,3B4648B8,B28D29E6,33E23D18
4,9000.0,4,3B8A0E15,B29ECCAE,341EF4AB
4,9000.0,5,3B87CFFE,B2A661FA,344E2AA8
4,9000.0,6,3B866770,B25BFCA7,347A43F8
4,9000.0,7,3B84FF49,3096E550,349072BD
4,9000.0,8,3B835F0F,32ADD2D7,34A12E0B
4,9000.0,9,3B8163D9,33364644,34AFDD1E
4,9000.0,10,3B7AA226,3214417E,34AFDA84
4,9000.0,11,3B71FB01,B31E612C,34A87E00
4,9000.0,12,3B6A5F74,B3B4BE90,349E2A76
4,9000.0,13,3B645F25,B420105E,349532E2
4,9000.0,14,3B5F5B6C,B473B64F,348DC68A
4,9000.0,15,3B5A5BDE,B4A79102,3487ABC5
4,9000.0,16,3B5634C4,B4DB2359,34826E70
4,9000.0,17,3B538FDB,B509D6BE,347B675A
4,9000.0,18,3B51D7DB,B5290D2E,34726F8E
4,9000.0,19,3B4FA18A,B54B0060,34698EEC
4,9000.0,20,3B4960FB,B56F8AEF,346079C3
4,9000.0,21,3B43109F,B58B2ACA,3456F694
4,9000.0,22,3B3CEE80,B59F323B,344CDA78
4,9000.0,23,3B173F7D,B5B536D4,34422C87
4,9000.0,24,3AFFCD82,B5CB9C51,3437C9D8
4,9000.0,25,3ABB6CA7,B5CB3115,342D0ED0
4,9000.0,26,3A4A3364,B5C56781,341B807E
4,9000.0,27,B720DB6C,B5D2F7F5,340B4561
4,9000.0,28,BA6B7D65,B5DFF09C,33F8924A
4,9000.0,29,3A227A44,B5EC2CEE,33DCF0E4
4,9000.0,30,3AF89BCF,B5F779AC,33C3834E
4,9000.0,31,3AEF4F75,B600DA86,33AC28FB
4,9000.0,32,3AE5DB19,B6055A34,3396C38C
4,9000.0,33,3ADC4F56,B6092B10,33833672
4,9000.0,34,3AD2A3FE,B60C437A,3362CD04
4,9000.0,35,3AC8F89B,B60E93BA,33427261
4,9000.0,36,3ABF343D,B610193E,33252B9B
4,9000.0,37,3AB5707E,B610D1F6,330AC650
4,9000.0,38,3AABC6AB,B610C13E,32E62524
4,9000.0,39,3AA23250,B60FEE26,32BBC047
4,9000.0,40,3A98D9CD,B604BFD2,3296BFDB
4,9000.0,41,3A8FBB73,B5FB01B4,326C2167
4,9000.0,42,3A86D8E7,B5F4AD1B,3231DED3
4,9000.0,43,3A7CCB39,B5ED6C46,31FB3134
4,9000.0,44,3A6CCD58,B5E57631,319A6959
4,9000.0,45,3A8007CA,B5E1B72E,30E874C7
4,9000.0,46,3A1FA979,B5CDE6AB,2A068432
4,9000.0,47,B8B5F0DF,B4E0987D,00000000
4,9000.0,48,BA0514FB,B411EEF3,00000000
4,9000.0,49,BA8D7133,B5B0AD54,00000000
5,9000.0,1,00000000,00000000,00000000
5,9000.0,2,BB83E4A0,35045133,00000000
5,9000.0,3,3B9A9646,B11154DE,33C4174E
5,9000.0,4,3ADFBA69,B2A94764,340A8C88
5,9000.0,5,3B72D3E9,B2014883,3434EE03
5,9000.0,6,3B710B0B,2FB14D30,345D28DD
5,9000.0,7,3B6F3947,327524A8,34806E25
5,9000.0,8,3B6CE462,330D4E16,348FEE05
5,9000.0,9,3B69EDE2,3368B4CA,349D9C33
5,9000.0,10,3B634CB6,32E8A4BA,349EFAB5
5,9000.0,11,3B5BFA9B,B23F5427,349992E3
5,9000.0,12,3B557F24,B358EAB4,349148D6
5,9000.0,13,3B5076FF,B3E3F45A,3489666C
5,9000.0,14,3B4C20AD,B4397EA6,3482E57C
5,9000.0,15,3B47CEC0,B4844C3E,347B1357
5,9000.0,16,3B44221E,B4B17B9A,3471D67D
5,9000.0,17,3B41C61F,B4E3019C,346973C0
5,9000.0,18,3B40366E,B50CF7A2,34617266
5,9000.0,19,3B3F69D5,B52AE5F4,345977FC
5,9000.0,20,3B39E29D,B54B2E75,345140D1
5,9000.0,21,3B3449E6,B56D75AB,344899FB
5,9000.0,22,3B2EE1AA,B58859AD,343F5D86
5,9000.0,23,3B0B5155,B59C24DB,3435A249
5,9000.0,24,3AE60CC3,B5AFC5D7,342C2D43
5,9000.0,25,3AA0376A,B5AFDAFD,341990C2
5,9000.0,26,3A10D6B4,B5AA9278,34098DB1
5,9000.0,27,B97B73D6,B5B67FC5,33F584CB
5,9000.0,28,BA9347C7,B5C1D584,33DA3A9A
5,9000.0,29,3AF11E8A,B5CC6C62,33C11BA3
5,9000.0,30,3AE87C2D,B5D61399,33AA0929
5,9000.0,31,3ADFC056,B5DEA9F9,3394E6DF
5,9000.0,32,3AD6D53E,B5E605FE,338199D3
5,9000.0,33,3ACDC745,B5EC0EB6,33601034
5,9000.0,34,3AC49FEC,B5F0A861,3340333C
5,9000.0,35,3ABB6303,B5F3C1A6,33236C5C
5,9000.0,36,3AB212B7,B5F55393,33098DC3
5,9000.0,37,3AA8C760,B5F56342,32E4D4A6
5,9000.0,38,3A9F8F0A,B5F3F3BE,32BBAF3B
5,9000.0,39,3A967552,B5F120A0,32975327
5,9000.0,40,3A8D8F59,B5DC0EAB,32700E0B
5,9000.0,41,3A84E867,B5CDEA78,3239B8D1
5,9000.0,42,3A791C9D,B5C7187A,3209D52C
5,9000.0,43,3A87B510,B5C9F9AA,31BB98D7
5,9000.0,44,3A220661,B5C001A7,3144F64D
5,9000.0,45,3A168018,B58558CF,29F87B4D
5,9000.0,46,3848F163,B50AA87D,00000000
5,9000.0,47,38D0680C,B52DAB42,00000000
5,9000.0,48,B6702EF8,B5388B81,00000000
5,9000.0,49,38821762,B55A9B7E,00000000
6,9000.0,1,00000000,00000000,00000000
6,9000.0,2,BB8A9AA1,33BDCFA3,00000000
6,9000.0,3,BAB3D7FD,B234B929,34B16D70
6,9000.0,4,3B9D9BFA,323BB693,347C13B6
6,9000.0,5,3B468E16,B30605F3,3401672B
6,9000.0,6,3BA70D82,32E18A47,34191F6C
6,9000.0,7,3B2908F7,31B0DD75,3432B95D
6,9000.0,8,3B279B29,329A9DC3,34490A69
6,9000.0,9,3B25BF81,330CE266,345CD1BB
6,9000.0,10,3B212357,3259F9DA,345F403B
6,9000.0,11,3B1BF282,B25EA55B,34586D4A
6,9000.0,12,3B1751F4,B32CA31C,344D7EFB
6,9000.0,13,3B139894,B3A7D870,344204BE
6,9000.0,14,3B109747,B4067CD4,3438769D
6,9000.0,15,3B0D802A,B43D90FA,3430A0FA
6,9000.0,16,3B0AD902,B47C7E6A,3429EC92
6,9000.0,17,3B08F71D,B4A0F21A,3423E346
6,9000.0,18,3B07CA69,B4C73098,341E2C7A
6,9000.0,19,3B072242,B4F0E586,34188581
6,9000.0,20,3B040DBC,B50EEA52,3412BCB5
6,9000.0,21,3B00247C,B526CB12,340CAD0A
6,9000.0,22,3AF87709,B53FA203,34063AF5
6,9000.0,23,3AC7FBD3,B55A3854,33FEBD1A
6,9000.0,24,3AA0913F,B5763FB7,33F13F48
6,9000.0,25,3A465B4C,B574912C,33D91E92
6,9000.0,26,391C3E38,B56E2A2B,33C2BA92
6,9000.0,27,BA18A926,B57EC2B0,33AE0838
6,9000.0,28,392A6C72,B587498E,339AEE22
6,9000.0,29,3AAC0F41,B58EAEE8,33895540
6,9000.0,30,3AA60AD2,B5957122,33724FD3
6,9000.0,31,3A9FE95B,B59B7B26,3354A551
6,9000.0,32,3A99AE0E,B5A0B080,3339840D
6,9000.0,33,3A9361DC,B5A4FCD3,3320C884
6,9000.0,34,3A8CF788,B5A84D60,330A502C
6,9000.0,35,3A868899,B5AA9897,32EBF2EF
6,9000.0,36,3A800580,B5ABD9A7,32C747D1
6,9000.0,37,3A730857,B5AC08EC,32A65EFF
6,9000.0,38,3A662657,B5AB394D,3288F8B8
6,9000.0,39,3A596AF1,B5A969F5,325DA8A5
6,9000.0,40,3A4D08E6,B59AAF68,3230488A
6,9000.0,41,3A40DC4C,B591314B,320870B9
6,9000.0,42,3A35203C,B58C918F,31CA1F97
6,9000.0,43,3A29F891,B5876A60,318A32F0
6,9000.0,44,3A2E3B05,B585498F,311AA41D
6,9000.0,45,39FF9A30,B57925C8,2F690DBE
6,9000.0,46,3886FB42,B4B4E2FE,00000000
6,9000.0,47,39107133,B4C4F3BB,00000000
6,9000.0,48,B83DF826,B483FC10,00000000
6,9000.0,49,B9E9811F,B55ED07B,00000000
7,9000.0,1,00000000,00000000,00000000
7,9000.0,2,BB8BDFDC,3505A72B,00000000
7,9000.0,3,3B9DA6D3,B11949FC,33C5A8F3
7,9000.0,4,3AE4631C,B2AB656B,340BE277
7,9000.0,5,3B79B57C,B20C9B8E,34372388
7,9000.0,6,3B77F7B4,B052C548,346082CB
7,9000.0,7,3B763920,325C8F5C,3482BBDA
7,9000.0,8,3B73F7EC,3306C71E,3492CF8A
7,9000.0,9,3B71129B,3362873B,34A10932
7,9000.0,10,3B6A2A2F,32C0AE86,34A25849
7,9000.0,11,3B627B60,B290D31C,349CD99D
7,9000.0,12,3B5BA499,B37A0FA6,34946DE7
7,9000.0,13,3B562D60,B3F820E5,348BFC22
7,9000.0,14,3B51B569,B4479232,3484F79F
7,9000.0,15,3B4D27B0,B48CFC29,347E69A5
7,9000.0,16,3B493EF7,B4BBF007,34748B0C
7,9000.0,17,3B469336,B4EF8219,346BA702
7,9000.0,18,3B44D856,B5143541,34633CE1
7,9000.0,19,3B43E34B,B5332FCC,345AEB0F
7,9000.0,20,3B3EE877,B554857E,3452696B
7,9000.0,21,3B39272F,B577EF81,344981F3
7,9000.0,22,3B337AC7,B58E54D3,34400CB3
7,9000.0,23,3B115372,B5A224CD,34360351
7,9000.0,24,3AF77730,B5B6C62F,342C3112
7,9000.0,25,3AB62EBB,B5B47C1C,341BC566
7,9000.0,26,3A45960B,B5AE06D9,340BD784
7,9000.0,27,B6C42324,B5B9DE41,33FA3246
7,9000.0,28,BA650FA3,B5C5268D,33DEF201
7,9000.0,29,3A6FD357,B5CFAE22,33C5CE71
7,9000.0,30,3AEF6003,B5D94F45,33AEAA64
7,9000.0,31,3AE6862C,B5E1E641,33996A87
7,9000.0,32,3ADD8C6F,B5E9459B,3385F55E
7,9000.0,33,3AD46F59,B5EF5C2E,336863DA
7,9000.0,34,3ACB3018,B5F406E3,334811DC
7,9000.0,35,3AC1DCDA,B5F735F8,332AC754
7,9000.0,36,3AB8732D,B5F8E8B8,3310575F
7,9000.0,37,3AAF1048,B5F91025,32F12D6F
7,9000.0,38,3AA5B426,B5F7C6D7,32C6B192
7,9000.0,39,3A9C7AB1,B5F5121A,32A0E173
7,9000.0,40,3A937085,B5E18969,327FEFAB
7,9000.0,41,3A8AA4D6,B5D48EC1,32461316
7,9000.0,42,3A821F46,B5CDD38F,3212B0AB
7,9000.0,43,3A73F954,B5C65A65,31C88913
7,9000.0,44,3A7A2F98,B5C33CFD,316051D9
7,9000.0,45,3A36CDC0,B5B69713,2FA8EC93
7,9000.0,46,38B10580,B50611F8,00000000
7,9000.0,47,3947FAAF,B511C1A9,00000000
7,9000.0,48,B89C7730,B4C50EA9,00000000
7,9000.0,49,BA2C09B1,B5A3DA2B,00000000
8,9000.0,1,00000000,00000000,00000000
8,9000.0,2,00000000,00000000,00000000
8,9000.0,3,343A5421,303ECCEF,00000000
8,9000.0,4,350ED8CD,31124674,00000000
8,9000.0,5,35620C3A,31677910,00000000
8,9000.0,6,3595BCFA,319954F8,00000000
8,9000.0,7,35B6A4DD,31BB0707,00000000
8,9000.0,8,35D47CB9,31D9963F,00000000
8,9000.0,9,35EFCEB7,31F59017,00000000
8,9000.0,10,36048118,3207AF34,00000000
8,9000.0,11,36103351,3213A949,00000000
8,9000.0,12,361B1D40,321ED646,00000000
8,9000.0,13,362557E7,32294FC6,00000000
8,9000.0,14,362EF7A7,32332AA7,00000000
8,9000.0,15,36380D4A,323C781B,00000000
8,9000.0,16,3640A6D9,32454681,00000000
8,9000.0,17,3648D028,324DA1F4,00000000
8,9000.0,18,3650934C,325594C9,00000000
8,9000.0,19,3657F8E6,325D27D5,00000000
8,9000.0,20,365F0870,326462C0,00000000
8,9000.0,21,3665C867,326B4C30,00000000
8,9000.0,22,366C3E74,3271E9F0,00000000
8,9000.0,23,36726F8E,32784114,00000000
8,9000.0,24,36786015,327E5619,00000000
8,9000.0,25,367E13D0,3282166F,00000000
8,9000.0,26,3681C707,3284E461,00000000
8,9000.0,27,368468E9,32879670,00000000
8,9000.0,28,3686F0E3,328A2DF7,00000000
8,9000.0,29,36896024,328CAC2E,00000000
8,9000.0,30,368BB7B6,328F1223,00000000
8,9000.0,31,368DF882,329160C7,00000000
8,9000.0,32,36902356,329398EB,00000000
8,9000.0,33,369238DF,3295BB42,00000000
8,9000.0,34,36942E7F,3297BCED,00000000
8,9000.0,35,3696105B,3299AA59,00000000
8,9000.0,36,3697DED1,329B83E9,00000000
8,9000.0,37,36999A22,329D49DD,00000000
8,9000.0,38,369B4276,329EFC61,00000000
8,9000.0,39,369CD7D3,32A09B78,00000000
8,9000.0,40,369E5A12,32A226FC,00000000
8,9000.0,41,369FC8EB,32A39EA3,00000000
8,9000.0,42,36A123E1,32A501ED,00000000
8,9000.0,43,36A26A36,32A65017,00000000
8,9000.0,44,36A39AC9,32A787F9,00000000
8,9000.0,45,36A4B3EE,32A8A7DE,00000000
8,9000.0,46,36A5B30E,32A9AD1D,00000000
8,9000.0,47,36A693E1,32AA9355,00000000
8,9000.0,48,36A74E19,32AB5205,00000000
8,9000.0,49,36A7C5AC,32ABCC77,00000000
9,9000.0,1,00000000,00000000,00000000
9,9000.0,2,00000000,00000000,00000000
9,9000.0,3,341691A7,301A2EC0,00000000
9,9000.0,4,350683BF,3109BE35,00000000
9,9000.0,5,355A3D9F,315F7A7F,00000000
9,9000.0,6,35921102,31959271,00000000
9,9000.0,7,35B32E0F,31B77AF1,00000000
9,9000.0,8,35D13628,31D63B8E,00000000
9,9000.0,9,35ECB44E,31F2629E,00000000
9,9000.0,10,3603083F,32062D4F,00000000
9,9000.0,11,360ECD61,32123AC1,00000000
9,9000.0,12,3619C8F9,321D79D5,00000000
9,9000.0,13,36241435,3228044F,00000000
9,9000.0,14,362DC395,3231EF31,00000000
9,9000.0,15,3636E7FE,323B4BC5,00000000
9,9000.0,16,363F8F96,32442889,00000000
9,9000.0,17,3647C63C,324C91A6,00000000
9,9000.0,18,364F961D,32549186,00000000
9,9000.0,19,365707E6,325C310D,00000000
9,9000.0,20,365E231E,326377EE,00000000
9,9000.0,21,3664EE4B,326A6CD9,00000000
9,9000.0,22,366B6F22,327115A4,00000000
9,9000.0,23,3671AAA1,3277776E,00000000
9,9000.0,24,3677A531,327D96B9,00000000
9,9000.0,25,367D629F,3281BBB6,00000000
9,9000.0,26,3681731C,32848E73,00000000
9,9000.0,27,36841982,32874521,00000000
9,9000.0,28,3686A5D7,3289E11E,00000000
9,9000.0,29,3689194F,328C63A5,00000000
9,9000.0,30,368B74F1,328ECDC3,00000000
9,9000.0,31,368DB9AA,3291206D,00000000
9,9000.0,32,368FE849,32935C73,00000000
9,9000.0,33,3692017C,3295828B,00000000
9,9000.0,34,369405D8,3297934C,00000000
9,9000.0,35,3695F5D7,32998F33,00000000
9,9000.0,36,3697D1DB,329B76A3,00000000
9,9000.0,37,36999A26,329D49E1,00000000
9,9000.0,38,369B4277,329EFC61,00000000
9,9000.0,39,369CD7D3,32A09B78,00000000
9,9000.0,40,369E5A12,32A226FC,00000000
9,9000.0,41,369FC8EB,32A39EA3,00000000
9,9000.0,42,36A123E1,32A501ED,00000000
9,9000.0,43,36A26A36,32A65017,00000000
9,9000.0,44,36A39AC9,32A787F9,00000000
9,9000.0,45,36A4B3EE,32A8A7DE,00000000
9,9000.0,46,36A5B30E,32A9AD1D,00000000
9,9000.0,47,36A693E1,32AA9355,00000000
9,9000.0,48,36A74E19,32AB5205,00000000
9,9000.0,49,36A7C5AC,32ABCC77,00000000
10,9000.0,1,00000000,00000000,00000000
10,9000.0,2,00000000,00000000,00000000
10,9000.0,3,341013BE,301388F4,00000000
10,9000.0,4,350510E0,3108426F,00000000
10,9000.0,5,3558F16B,315E2651,00000000
10,9000.0,6,35917C01,3194F9DD,00000000
10,9000.0,7,35B2A870,31B6F21D,00000000
10,9000.0,8,35D0BE8B,31D5C112,00000000
10,9000.0,9,35EC4998,31F1F558,00000000
10,9000.0,10,3602D8DF,3205FCCC,00000000
10,9000.0,11,360EA393,32120FF3,00000000
10,9000.0,12,3619A464,321D545F,00000000
10,9000.0,13,3623F48C,3227E3E3,00000000
10,9000.0,14,362DA88F,3231D385,00000000
10,9000.0,15,3636D15B,323B3497,00000000
10,9000.0,16,363F7D1C,3244159E,00000000
10,9000.0,17,3647B7BA,324C82CB,00000000
10,9000.0,18,364F8B5C,32548683,00000000
10,9000.0,19,365700BB,325C29B6,00000000
10,9000.0,20,365E1F5D,32637416,00000000
10,9000.0,21,3664EDCB,326A6C55,00000000
10,9000.0,22,366B71BC,3271184E,00000000
10,9000.0,23,3671B02F,32777D1E,00000000
10,9000.0,24,3677AD8E,327D9F4A,00000000
10,9000.0,25,367D6DAD,3281C15F,00000000
10,9000.0,26,368179EE,3284956F,00000000
10,9000.0,27,36842192,32874D62,00000000
10,9000.0,28,3686AF19,3289EA99,00000000
10,9000.0,29,368923B6,328C6E4C,00000000
10,9000.0,30,368B8073,328ED98D,00000000
10,9000.0,31,368DBB91,3291225F,00000000
10,9000.0,32,368FE0F9,329354F7,00000000
10,9000.0,33,3691F15A,32957207,00000000
10,9000.0,34,3693ED48,32977A25,00000000
10,9000.0,35,3695D53A,32996DCD,00000000
10,9000.0,36,3697A990,329B4D60,00000000
10,9000.0,37,36996A8B,329D1922,00000000
10,9000.0,38,369B1854,329ED13B,00000000
10,9000.0,39,369CB2ED,32A075B0,00000000
10,9000.0,40,369E3A33,32A20659,00000000
10,9000.0,41,369FADD6,32A382E8,00000000
10,9000.0,42,36A10D59,32A4EADA,00000000
10,9000.0,43,36A257F9,32A63D6A,00000000
10,9000.0,44,36A38C93,32A7796C,00000000
10,9000.0,45,36A4A972,32A89D21,00000000
10,9000.0,46,36A5ABF7,32A9A5DA,00000000
10,9000.0,47,36A68FCA,32AA8F25,00000000
10,9000.0,48,36A74C7F,32AB5061,00000000
10,9000.0,49,36A7C5AC,32ABCC77,00000000
11,9000.0,1,00000000,00000000,00000000
11,9000.0,2,00000000,00000000,00000000
11,9000.0,3,34B687A9,2FBAE920,00000000
11,9000.0,4,35F206EC,30F7D5F0,00000000
11,9000.0,5,364DE26D,3152D361,00000000
11,9000.0,6,368C64B0,318FC344,00000000
11,9000.0,7,36ADF58E,31B2225C,00000000
11,9000.0,8,36CC669D,31D14E74,00000000
11,9000.0,9,36E844C5,31EDD7D4,00000000
11,9000.0,10,3700FCB0,3204152F,00000000
11,9000.0,11,370CEAC0,32104C8C,00000000
11,9000.0,12,37180C6D,321BB29D,00000000
11,9000.0,13,37227B38,32266181,00000000
11,9000.0,14,372C4BE3,32306E7A,00000000
11,9000.0,15,37358F8E,3239EB10,00000000
11,9000.0,16,373E548A,3242E5EE,00000000
11,9000.0,17,3746A6E4,324B6B69,00000000
11,9000.0,18,374E90E2,32538607,00000000
11,9000.0,19,37561B52,325B3ECB,00000000
11,9000.0,20,375D4DD3,32629D84,00000000
11,9000.0,21,37642F00,3269A8F6,00000000
11,9000.0,22,376AC4A1,3270670B,00000000
11,9000.0,23,377113C2,3276DCF0,00000000
11,9000.0,24,377720DC,327D0F37,00000000
11,9000.0,25,377CEFD7,328180F1,00000000
11,9000.0,26,37814209,32845C33,00000000
11,9000.0,27,3783F051,32871AF3,00000000
11,9000.0,28,37868420,3289BE97,00000000
