case,dx,k,ptenh,pqenh,pqsenh,ptu,pqu,plu,pmfu,pmfub_s,pqsen,pap,paph,pgeoh,pgeo,klab
14,1500.0,10,4374CCDF,3A0A553E,3A81FBEE,4374CCDF,3A0A553E,00000000,00000000,00000000,3A8E687D,46E46098,46DACBE0,47C6740B,47C0A929,0
14,1500.0,11,4378680B,3A35CD1E,3AAC84D0,4378680B,3A35CD1E,00000000,00000000,00000000,3ABDC18C,46F7741C,46EDF550,47BADE48,47B57DC8,0
14,1500.0,12,437BC5E3,3A78F6FF,3ADF230D,437BC5E3,3A78F6FF,00000000,00000000,00000000,3AF6D208,47052DB5,47007974,47B01D48,47AB18CD,0
14,1500.0,13,437EECAA,3AA620E8,3B0DD1CE,437EECAA,3AA620E8,00000000,00000000,00000000,3B1DAAC0,470E8AE0,4709E1F6,47A61450,47A16056,0
14,1500.0,14,4380F3BE,3AD79E8F,3B3175A8,4380F3BE,3AD79E8F,00000000,00000000,00000000,3B459913,4717D12A,471333CA,479CAC5C,47983F84,0
14,1500.0,15,43825DD1,3B08B9C1,3B5A6D61,43825DD1,3B08B9C1,00000000,00000000,00000000,3B72DA3A,47210026,471C6E89,4793D2AD,478FA53E,0
14,1500.0,16,4383B691,3B2A0B78,3B843246,4383B691,3B2A0B78,00000000,00000000,00000000,3B9264FB,472A1768,472591C4,478B77D0,47878354,0
14,1500.0,17,4384FF8F,3B4FF6CF,3B9D5F96,4384FF8F,3B4FF6CF,00000000,00000000,00000000,3BAD3F9D,47331678,472E9D0C,47838ED7,477F9BBB,0
14,1500.0,18,43863A20,3B7AA38B,3BB84E56,43863A20,3B7AA38B,00000000,00000000,00000000,3BC968BA,473BFCDA,47378FE4,477819C6,4770F58D,0
14,1500.0,19,43876762,3B9515C8,3BD46CCD,43876762,3B9515C8,00000000,00000000,00000000,3BE63066,4744CA0D,474069D0,4769D155,476302E5,0
14,1500.0,20,438887FB,3BAF4046,3BF0FE3A,438887FB,3BAF4046,00000000,00000000,00000000,3C01901D,474D7D88,47492A4A,475C3474,4755B4EB,0
14,1500.0,21,438999AD,3BCC0A13,3C06E20E,438999AD,3BCC0A13,00000000,00000000,00000000,3C10A49F,475616BC,4751D0C6,474F3562,4748FEC9,0
14,1500.0,22,438A9F49,3BEB70D9,3C15E81A,438A9F49,3BEB70D9,00000000,00000000,00000000,3C206455,475E9510,475A5CB1,4742C82E,473CD54C,0
14,1500.0,23,438B9A53,3C06ACD8,3C259611,438B9A53,3C06ACD8,00000000,00000000,00000000,3C30C4F4,4766F7E1,4762CD6E,4736E26B,47312EB1,0
14,1500.0,24,438C8B6D,3C18DD5A,3C35E242,438C8B6D,3C18DD5A,00000000,00000000,00000000,3C41BC06,476F3E84,476B2254,472B7AF9,4726025E,0
14,1500.0,25,438D732D,3C2C436C,3C46C2D4,438D732D,3C2C436C,00000000,00000000,00000000,3C533D78,47776842,47735AB4,472089C5,471B4900,0
14,1500.0,26,438E5208,3C3BFB95,3C582BBF,438E5208,3C3BFB95,00000000,00000000,00000000,3C653B4E,477F7458,477B75D0,4716083A,4710FCB4,0
14,1500.0,27,438F2857,3C40ED24,3C6A0EF8,438F2857,3C40ED24,00000000,00000000,00000000,3C77A8FD,4783B0FB,4781B970,470BF12E,4707182B,0
14,1500.0,28,438FF684,3C4501C8,3C7C60DF,438FF684,3C4501C8,00000000,00000000,00000000,3C853D00,4787981E,4785A886,47023F28,46FB2C76,0
14,1500.0,29,4390BCEB,3C4834C1,3C878A93,4390BCEB,3C4834C1,00000000,00000000,00000000,3C8ED0AF,478B6F1C,478987B5,46F1DA9E,46E8E49D,0
14,1500.0,30,43917BDD,3C4A831F,3C910F82,43917BDD,3C4A831F,00000000,00000000,00000000,3C9888FE,478F3572,478D5682,46DFEE9D,46D750B4,0
14,1500.0,31,439233A0,3C4BEBDD,3C9AB8BC,439233A0,3C4BEBDD,00000000,00000000,00000000,3CA25F34,4792EA95,47911463,46CEB2CA,46C66998,0
14,1500.0,32,4392E475,3C4C6FCC,3CA47FA0,4392E475,3C4C6FCC,00000000,00000000,00000000,3CAC4C53,47968DEA,4794C0C7,46BE2066,46B62904,0
14,1500.0,33,43938E93,3C4C115C,3CAE5D35,43938E93,3C4C115C,00000000,00000000,00000000,3CB64926,479A1ECA,47985B0D,46AE31A2,46A6898B,0
14,1500.0,34,43943227,3C4AD49A,3CB84A3D,43943227,3C4AD49A,00000000,00000000,00000000,3CC04E37,479D9C7B,479BE286,469EE173,46978684,0
14,1500.0,35,4394CF5C,3C48BF95,3CC23F57,4394CF5C,3C48BF95,00000000,00000000,00000000,3CCA53FA,47A10632,479F5670,46902B93,46891C07,0
14,1500.0,36,43956651,3C45DA0A,3CCC34DF,43956651,3C45DA0A,00000000,00000000,00000000,3CD45251,47A45B0A,47A2B5F3,46820C7C,46768DD2,0
14,1500.0,37,4395F720,3C422DC3,3CD622DE,4395F720,3C422DC3,00000000,00000000,00000000,3CDE40C2,47A79A06,47A60021,466902AD,465C0977,0
14,1500.0,38,439681DA,3C3DC5AF,3CE0009C,439681DA,3C3DC5AF,00000000,00000000,00000000,3CE81633,47AAC205,47A933EB,464F1040,4642A7BB,0
14,1500.0,39,43970686,3C38AF4E,3CE9C509,43970686,3C38AF4E,00000000,00000000,00000000,3CF1C8EA,47ADD1BE,47AC501F,46363F36,462A6713,0
14,1500.0,40,43978525,3C32F9FE,3CF3665D,43978525,3C32F9FE,00000000,00000000,00000000,3C9B9073,47B0C7B3,47AF535C,461E8EF0,46139A64,0
14,1500.0,41,4393FE01,3BE21A03,3C9CF17C,4393FE01,3BE21A03,00000000,00000000,00000000,3CA18E42,47B3A227,47B23C0A,4608A5D9,45FC7DE5,0
14,1500.0,42,43946CC4,3BEA7C3B,3CA2DFCC,43946CC4,3BEA7C3B,00000000,00000000,00000000,3CA761AF,47B65F04,47B50844,45E7B01A,45D4046A,0
14,1500.0,43,4394D566,3BF2A0B4,3CA8A2DE,4394D566,3BF2A0B4,00000000,00000000,00000000,3CAD00B1,47B8FBC1,47B7B5C4,45C058BB,45ADD9C7,0
14,1500.0,44,439537A6,3BFA77D3,3CAE3070,439537A6,3BFA77D3,00000000,00000000,00000000,3CB25F29,47BB7530,47BA41BE,459B5AD4,458A18AE,0
14,1500.0,45,43959326,3C00F744,3CB37C12,43959326,3C00F744,00000000,00000000,00000000,3CB76DC1,47BDC730,47BCA8A3,4571AD10,4551D28A,0
14,1500.0,46,4395E752,3C047616,3CB875E2,4395E752,3C047616,00000000,00000000,00000000,3CBC1837,47BFEC14,47BEE5BD,4531F803,451511D9,0
14,1500.0,47,4396334D,3C07A7EA,3CBD08D5,4396334D,3C07A7EA,00000000,00000000,00000000,3CC04090,47C1DB71,47C0F26C,44F0575D,44BD6B26,0
14,1500.0,48,439695F1,3C08CA12,3CC04090,439695F1,3C08CA12,00000000,00000000,00000000,3CC3B18E,47C386CA,47C2C476,448A7EED,4440A643,0
14,1500.0,49,4396A466,3C0CC7FF,3CC3B18E,4396BB0C,3C0F5E9A,00000000,00000000,00000000,3CC5C0E4,47C4C68E,47C4491D,43D89D56,43589D56,1
15,1500.0,1,43758000,39A594C3,00000000,43758000,39A594C3,00000000,00000000,00000000,3B9B2AD4,45C56DA0,459C4000,485EB46A,4850230C,0
15,1500.0,2,437C404A,3B539994,3BFA9E52,437C404A,3B539994,00000000,00000000,00000000,3B5B08DD,460BBE28,45EE9B40,484191AF,48376E4F,0
15,1500.0,3,437AFD8B,3AFE7877,3BA5D87B,437AFD8B,3AFE7877,00000000,00000000,00000000,3B2986C5,46347860,46202EB0,482D4AED,48258622,0
15,1500.0,4,437A2F95,3AAC4520,3B7463F5,437A2F95,3AAC4520,00000000,00000000,00000000,3B3C1C68,465CE468,4648C210,481DC159,48176358,0
15,1500.0,5,437C4D18,3A95FDE2,3B7AFB01,437C4D18,3A95FDE2,00000000,00000000,00000000,3B6BEAF1,46828094,467106C0,48110558,480B97CD,0
15,1500.0,6,437F7F77,3A933356,3B937838,437F7F77,3A933356,00000000,00000000,00000000,3B8FCFD5,469666B6,468C7DC8,48062A42,48016E52,0
15,1500.0,7,43813666,3A913097,3BAB9A5C,43813666,3A913097,00000000,00000000,00000000,3BAAF104,46AA2402,46A04FA4,47F964C3,47F0FEA9,0
15,1500.0,8,43828ED0,3A8F8EAB,3BC51F54,43828ED0,3A8F8EAB,00000000,00000000,00000000,3BC69E26,46BDB7DA,46B3F860,47E8988E,47E10C64,0
15,1500.0,9,4383CC7F,3A8E427B,3BDF4A62,4383CC7F,3A8E427B,00000000,00000000,00000000,3BE233E0,46D1219A,46C77754,47D98037,47D2A5F0,0
15,1500.0,10,4384F2A9,3A8D4447,3BF976C7,4384F2A9,3A8D4447,00000000,00000000,00000000,3BFD25BE,46E46098,46DACBE0,47CBCBA7,47C58590,0
15,1500.0,11,4386041C,3A8CB100,3C098AA1,4386041C,3A8CB100,00000000,00000000,00000000,3C0B7ED7,46F7741C,46EDF550,47BF3F77,47B976DC,0
15,1500.0,12,4387034A,3A91EDB9,3C15D646,4387034A,3A91EDB9,00000000,00000000,00000000,3C17ACBC,47052DB5,47007974,47B3AE42,47AE5171,0
15,1500.0,13,4387F224,3A979C64,3C21674D,4387F224,3A979C64,00000000,00000000,00000000,3C22F405,470E8AE0,4709E1F6,47A8F4A2,47A3F586,0
15,1500.0,14,4388D150,3A9CFD4E,3C2BFF21,4388D150,3A9CFD4E,00000000,00000000,00000000,3C2D5B15,4717D12A,471333CA,479EF669,479A499A,0
15,1500.0,15,4389A06E,3AA42DDC,3C35E97A,4389A06E,3AA42DDC,00000000,00000000,00000000,3C37736F,47210026,471C6E89,47959CCA,479138ED,0
15,1500.0,16,438A635E,3AAC0EBC,3C3F9561,438A635E,3AAC0EBC,00000000,00000000,00000000,3C414EA8,472A1768,472591C4,478CD511,4788B25F,0
15,1500.0,17,438B1BB3,3AB45D02,3C490D50,438B1BB3,3AB45D02,00000000,00000000,00000000,3C4AED7D,47331678,472E9D0C,47848FAD,4780A7A1,0
15,1500.0,18,438BCA61,3ABD051F,3C5250B3,438BCA61,3ABD051F,00000000,00000000,00000000,3C5450E8,473BFCDA,47378FE4,47797F2B,4772194D,0
15,1500.0,19,438C703E,3AC5F71F,3C5B5F83,438C703E,3AC5F71F,00000000,00000000,00000000,3C5D79E4,4744CA0D,474069D0,476AB370,4763AE56,0
15,1500.0,20,438D0E03,3ACF258B,3C6439F1,438D0E03,3ACF258B,00000000,00000000,00000000,3C666993,474D7D88,47492A4A,475CA93F,4755FCC6,0
15,1500.0,21,438DA453,3AD88483,3C6CE06B,438DA453,3AD88483,00000000,00000000,00000000,3C6F20BA,475616BC,4751D0C6,474F504C,4748F565,0
15,1500.0,22,438E33BA,3AE20904,3C755315,438E33BA,3AE20904,00000000,00000000,00000000,3C77A049,475E9510,475A5CB1,47429A7E,473C8B04,0
15,1500.0,23,438EBCB4,3AEBA96F,3C7D9254,438EBCB4,3AEBA96F,00000000,00000000,00000000,3C7FE929,4766F7E1,4762CD6E,47367B8B,4730B21F,0
15,1500.0,24,438F3FAE,3AF55DFD,3C82CF5A,438F3FAE,3AF55DFD,00000000,00000000,00000000,3C83FE22,476F3E84,476B2254,472AE8B4,4725609B,0
15,1500.0,25,438FBD09,3AFF1DBB,3C86BC48,438FBD09,3AFF1DBB,00000000,00000000,00000000,3C87ED31,47776842,47735AB4,471FD881,471A8D87,0
15,1500.0,26,43903520,3B0755B4,3C8A9044,43903520,3B0755B4,00000000,00000000,00000000,3C8BC240,477F7458,477B75D0,4715428D,471030F3,0
15,1500.0,27,4390A83E,3B13CBA1,3C8E4B9B,4390A83E,3B13CBA1,00000000,00000000,00000000,3C8F7D80,4783B0FB,4781B970,470B1F58,470643DB,0
15,1500.0,28,439116A5,3B205234,3C91EE51,439116A5,3B205234,00000000,00000000,00000000,3C931F3A,4787981E,4785A886,4701685F,46F9803C,0
15,1500.0,29,43918092,3B2CE100,3C957896,43918092,3B2CE100,00000000,00000000,00000000,3C96A7A7,478B6F1C,478987B5,46F02FB9,46E74087,0
15,1500.0,30,4391E63D,3B396FF3,3C98EA89,4391E63D,3B396FF3,00000000,00000000,00000000,3C9A16FD,478F3572,478D5682,46DE5155,46D5BEF2,0
15,1500.0,31,439247D4,3B45F6E3,3C9C443C,439247D4,3B45F6E3,00000000,00000000,00000000,3C9D6D35,4792EA95,47911463,46CD2C90,46C4F2F5,0
15,1500.0,32,4392A580,3B526DFB,3C9F858C,4392A580,3B526DFB,00000000,00000000,00000000,3CA0AA7C,47968DEA,4794C0C7,46BCB95A,46B4D505,0
15,1500.0,33,4392FF68,3B5ECE1E,3CA2AE94,4392FF68,3B5ECE1E,00000000,00000000,00000000,3CA3CEA5,479A1ECA,47985B0D,46ACF0AE,46A55E8D,0
15,1500.0,34,439355AB,3B6B0FEE,3CA5BF16,439355AB,3B6B0FEE,00000000,00000000,00000000,3CA6D9C5,479D9C7B,479BE286,469DCC6A,469689D9,0
15,1500.0,35,4393A865,3B772C0A,3CA8B708,4393A865,3B772C0A,00000000,00000000,00000000,3CA9CB7E,47A10632,479F5670,468F4748,46885211,0
15,1500.0,36,4393F7A9,3B818D54,3CAB95F2,4393F7A9,3B818D54,00000000,00000000,00000000,3CACA396,47A45B0A,47A2B5F3,46815CDB,46756650,0
15,1500.0,37,4394438D,3B876A7B,3CAE5B99,4394438D,3B876A7B,00000000,00000000,00000000,3CAF61A1,47A79A06,47A60021,466812EB,465B53C7,0
15,1500.0,38,43948C1C,3B8D28E0,3CB10754,43948C1C,3B8D28E0,00000000,00000000,00000000,3CB20536,47AAC205,47A933EB,464E94A4,464267CB,0
15,1500.0,39,4394D160,3B92C4FA,3CB398C3,4394D160,3B92C4FA,00000000,00000000,00000000,3CB48D78,47ADD1BE,47AC501F,46363AF3,462A9F6B,0
15,1500.0,40,4395135A,3B983A1B,3CB60EED,4395135A,3B983A1B,00000000,00000000,00000000,3CB6F968,47B0C7B3,47AF535C,461F03E3,4613F9D1,0
15,1500.0,41,43955206,3B9ADF6A,3CB86899,43955206,3B9ADF6A,00000000,00000000,00000000,3CB947F6,47B3A227,47B23C0A,4608EFBF,45FCF0E3,0
15,1500.0,42,43958D58,3B9C81BA,3CBAA49B,43958D58,3B9C81BA,00000000,00000000,00000000,3CBB7783,47B65F04,47B50844,45E80249,45D43EC9,0
15,1500.0,43,4395C53B,3B9E089E,3CBCC123,4395C53B,3B9E089E,00000000,00000000,00000000,3CBD85FE,47B8FBC1,47B7B5C4,45C07B48,45ADEC4D,0
15,1500.0,44,4395F98E,3B9F7185,3CBEBBEC,4395F98E,3B9F7185,00000000,00000000,00000000,3CBF709C,47BB7530,47BA41BE,459B5D51,458A11C1,0
15,1500.0,45,43962A1B,3BA0B841,3CC091BA,43962A1B,3BA0B841,00000000,00000000,00000000,3CC1339F,47BDC730,47BCA8A3,45718C5F,4551A9E4,0
15,1500.0,46,43965695,3BA1D81E,3CC23E6B,43965695,3BA1D81E,00000000,00000000,00000000,3CC2C905,47BFEC14,47BEE5BD,4531C769,4514E1C8,0
15,1500.0,47,43967E7C,3BA2C82E,3CC3BB09,43967E7C,3BA2C82E,00000000,00000000,00000000,3CC4276A,47C1DB71,47C0F26C,44EFF84D,44BD190E,0
15,1500.0,48,4396C15C,3BA02579,3CC4276A,4396C15C,3BA02579,00000000,00000000,00000000,3CC53BE8,47C386CA,47C2C476,448A39D0,44404201,0
15,1500.0,49,4396A476,3BA17CD0,3CC53BE8,4396A943,3BA1BC11,00000000,00000000,00000000,3CC5C0E4,47C4C68E,47C4491D,43D820C3,435820C3,1
16,1500.0,1,4386C000,3CECED00,00000000,4386C000,3CECED00,00000000,00000000,00000000,3D3F39FD,45C56DA0,459C4000,486E72D0,485E2B8A,0
16,1500.0,2,4388E35C,3D0ABC64,3D537FE1,4388E35C,3D0ABC64,00000000,00000000,00000000,3D05F70C,460BBE28,45EE9B40,484DE441,48429FEF,0
16,1500.0,3,43884DF6,3CC094BE,3D13C03C,43884DF6,3CC094BE,00000000,00000000,00000000,3CCE89AF,46347860,46202EB0,48375B9D,482EBFC2,0
16,1500.0,4,43880A27,3C9331A5,3CE2EDF3,43880A27,3C9331A5,00000000,00000000,00000000,3CAB591E,465CE468,4648C210,482623E9,481F2D13,0
16,1500.0,5,4387FD51,3C719DFC,3CBB4706,4387FD51,3C719DFC,00000000,00000000,00000000,3CAF8FEC,46828094,467106C0,4818363D,48125079,0
16,1500.0,6,438916EC,3C6F794D,3CBCCA27,438916EC,3C6F794D,00000000,00000000,00000000,3CB2189B,469666B6,468C7DC8,480C6AB5,48074D69,0
16,1500.0,7,438A0925,3C6EA64B,3CBD7EFE,438A0925,3C6EA64B,00000000,00000000,00000000,3CB42CB2,46AA2402,46A04FA4,4802301C,47FB58F9,0
16,1500.0,8,438AE18F,3C6E5D7A,3CBE32F4,438AE18F,3C6E5D7A,00000000,00000000,00000000,3CB5FCBE,46BDB7DA,46B3F860,47F251B9,47EA3DF5,0
16,1500.0,9,438BA592,3C6E5A60,3CBEED0B,438BA592,3C6E5A60,00000000,00000000,00000000,3CB793FB,46D1219A,46C77754,47E22A2F,47DADC45,0
16,1500.0,10,438C588A,3C6E7EDA,3CBFA31D,438C588A,3C6E7EDA,00000000,00000000,00000000,3CB8FB4A,46E46098,46DACBE0,47D38E5C,47CCE49A,0
16,1500.0,11,438CFD0E,3C6EB922,3CC05021,438CFD0E,3C6EB922,00000000,00000000,00000000,3CBA3B06,46F7741C,46EDF550,47C63AD8,47C01B3D,0
16,1500.0,12,438D9539,3C755827,3CC0F396,438D9539,3C755827,00000000,00000000,00000000,3CBB59D4,47052DB5,47007974,47B9FBA1,47B451EA,0
16,1500.0,13,438E22B5,3C814460,3CC18D6C,438E22B5,3C814460,00000000,00000000,00000000,3CBC5C12,470E8AE0,4709E1F6,47AEA832,47A964AB,0
16,1500.0,14,438EA6CB,3C8777F9,3CC21CAC,438EA6CB,3C8777F9,00000000,00000000,00000000,3CBD4575,4717D12A,471333CA,47A42122,479F371B,0
16,1500.0,15,438F2290,3C8D5063,3CC2A18B,438F2290,3C8D5063,00000000,00000000,00000000,3CBE1907,47210026,471C6E89,479A4D14,4795B22F,0
16,1500.0,16,438F96ED,3C92D5CA,3CC31C6C,438F96ED,3C92D5CA,00000000,00000000,00000000,3CBED98A,472A1768,472591C4,47911749,478CC2E7,0
16,1500.0,17,439004A3,3C980F7C,3CC38E0A,439004A3,3C980F7C,00000000,00000000,00000000,3CBF88E9,47331678,472E9D0C,47886E85,47845974,0
16,1500.0,18,43906C54,3C9D0383,3CC3F6B2,43906C54,3C9D0383,00000000,00000000,00000000,3CC02932,473BFCDA,47378FE4,47804463,4778D10B,0
16,1500.0,19,4390CE8D,3CA1B782,3CC45732,4390CE8D,3CA1B782,00000000,00000000,00000000,3CC0BBE2,4744CA0D,474069D0,47711950,4769C996,0
16,1500.0,20,43912BC8,3CA63045,3CC4B00C,43912BC8,3CA63045,00000000,00000000,00000000,3CC14279,474D7D88,47492A4A,476279DB,475B892B,0
16,1500.0,21,4391846A,3CAA7215,3CC501D7,4391846A,3CAA7215,00000000,00000000,00000000,3CC1BE04,475616BC,4751D0C6,4754987B,474DFF16,0
16,1500.0,22,4391D8D2,3CAE80A6,3CC54CF8,4391D8D2,3CAE80A6,00000000,00000000,00000000,3CC22F8D,475E9510,475A5CB1,474765B2,47411CDD,0
16,1500.0,23,4392294C,3CB25F54,3CC591E6,4392294C,3CB25F54,00000000,00000000,00000000,3CC2981B,4766F7E1,4762CD6E,473AD409,4734D5E0,0
16,1500.0,24,4392761F,3CB61135,3CC5D125,4392761F,3CB61135,00000000,00000000,00000000,3CC2F876,476F3E84,476B2254,472ED7B8,47291F0D,0
16,1500.0,25,4392BF8A,3CB9990E,3CC60B2D,4392BF8A,3CB9990E,00000000,00000000,00000000,3CC3511F,47776842,47735AB4,47236663,471DEEB1,0
16,1500.0,26,439305BF,3CBCBC1E,3CC63FFD,439305BF,3CBCBC1E,00000000,00000000,00000000,3CC3A28E,477F7458,477B75D0,471876FD,47133C81,0
16,1500.0,27,439348ED,3CBCE9DB,3CC66FBE,439348ED,3CBCE9DB,00000000,00000000,00000000,3CC3ED3E,4783B0FB,4781B970,470E0204,47090124,0
16,1500.0,28,43938941,3CBD1342,3CC69AC4,43938941,3CBD1342,00000000,00000000,00000000,3CC431BD,4787981E,4785A886,47040044,46FE6B9E,0
16,1500.0,29,4393C6DE,3CBD3899,3CC6C160,4393C6DE,3CBD3899,00000000,00000000,00000000,3CC4706A,478B6F1C,478987B5,46F4D6B3,46EBA8EA,0
16,1500.0,30,439401E8,3CBD5A0E,3CC6E3CB,439401E8,3CBD5A0E,00000000,00000000,00000000,3CC4A9D5,478F3572,478D5682,46E27B22,46D9AF7D,0
16,1500.0,31,43943A7D,3CBD77F9,3CC7025F,43943A7D,3CBD77F9,00000000,00000000,00000000,3CC4DE67,4792EA95,47911463,46D0E3D8,46C875DE,0
16,1500.0,32,439470B8,3CBD9286,3CC71D5C,439470B8,3CBD9286,00000000,00000000,00000000,3CC50E51,47968DEA,4794C0C7,46C007E3,46B7F3A9,0
16,1500.0,33,4394A4B1,3CBDA9C3,3CC734CB,4394A4B1,3CBDA9C3,00000000,00000000,00000000,3CC539E4,479A1ECA,47985B0D,46AFDF70,46A8218D,0
16,1500.0,34,4394D67A,3CBDBDDB,3CC748E3,4394D67A,3CBDBDDB,00000000,00000000,00000000,3CC56168,479D9C7B,479BE286,46A063A8,4698F923,0
16,1500.0,35,43950626,3CBDCEE2,3CC759BB,43950626,3CBDCEE2,00000000,00000000,00000000,3CC58511,47A10632,479F5670,46918E9E,468A74F5,0
16,1500.0,36,439533C2,3CBDDD04,3CC7677F,439533C2,3CBDDD04,00000000,00000000,00000000,3CC5A520,47A45B0A,47A2B5F3,46835B4B,467920C7,0
16,1500.0,37,43955F5C,3CBDE837,3CC7723A,43955F5C,3CBDE837,00000000,00000000,00000000,3CC5C192,47A79A06,47A60021,466B8AF7,465E8F64,0
16,1500.0,38,439588F9,3CBDF07F,3CC779DC,439588F9,3CBDF07F,00000000,00000000,00000000,3CC5DAC2,47AAC205,47A933EB,465193D2,46453015,0
16,1500.0,39,4395B0A1,3CBDF5F8,3CC77E98,4395B0A1,3CBDF5F8,00000000,00000000,00000000,3CC5F091,47ADD1BE,47AC501F,4638CC58,462CFF0E,0
16,1500.0,40,4395D655,3CBDF865,3CC78025,4395D655,3CBDF865,00000000,00000000,00000000,3CC6030D,47B0C7B3,47AF535C,462131C3,4615FA90,0
16,1500.0,41,4395FA13,3CBDF7BB,3CC77E84,4395FA13,3CBDF7BB,00000000,00000000,00000000,3CC61248,47B3A227,47B23C0A,460AC35D,46002333,0
16,1500.0,42,43961BD4,3CBDF3CD,3CC77986,43961BD4,3CBDF3CD,00000000,00000000,00000000,3CC61E35,47B65F04,47B50844,45EB0612,45D6F8D4,0
16,1500.0,43,43963B8B,3CBDEC55,3CC770EA,43963B8B,3CBDEC55,00000000,00000000,00000000,3CC62670,47B8FBC1,47B7B5C4,45C2EB98,45B01A65,0
16,1500.0,44,43965922,3CBDE0BD,3CC7640F,43965922,3CBDE0BD,00000000,00000000,00000000,3CC62AC9,47BB7530,47BA41BE,459D4931,458BC288,0
16,1500.0,45,4396747C,3CBDD06C,3CC7526E,4396747C,3CBDD06C,00000000,00000000,00000000,3CC62AAE,47BDC730,47BCA8A3,457477C0,45542CCA,0
16,1500.0,46,43968D63,3CBDBA51,3CC73ADD,43968D63,3CBDBA51,00000000,00000000,00000000,3CC624F2,47BFEC14,47BEE5BD,4533E1D4,4516A12D,0
16,1500.0,47,4396A388,3CBD9C66,3CC71B59,4396A388,3CBD9C66,00000000,00000000,00000000,3CC617AE,47C1DB71,47C0F26C,44F2C10A,44BF4740,0
16,1500.0,48,4396D748,3CBC9A8A,3CC617AE,4396D748,3CBC9A8A,00000000,00000000,00000000,3CC5FE1C,47C386CA,47C2C476,448BCD74,4442715F,0
16,1500.0,49,4396A426,3CBC496A,3CC5FE1C,4396A426,3CBC496A,00000000,00000000,00000000,3CC5C0E4,47C4C68E,47C4491D,43DA8FA9,435A8FA9,0
17,1500.0,1,43508000,37A9D921,00000000,43508000,37A9D921,00000000,00000000,00000000,385C514D,45C56DA0,459C4000,4838CE67,482C6FAC,0
17,1500.0,2,435C9EAA,394A77FD,396C512C,435C9EAA,394A77FD,00000000,00000000,00000000,381BA16E,460BBE28,45EE9B40,482010F1,481774FF,0
17,1500.0,3,435914C9,38AE3434,38DE067D,435914C9,38AE3434,00000000,00000000,00000000,37F10433,46347860,46202EB0,480ED90E,4808402A,0
17,1500.0,4,43571F52,38469D51,3888563C,43571F52,38469D51,00000000,00000000,00000000,37C4E942,465CE468,4648C210,4801A747,47F89FCA,0
17,1500.0,5,4355E1BD,38036876,383FEA41,4355E1BD,38036876,00000000,00000000,00000000,37A6A60E,46828094,467106C0,47EDF106,47E4FA5D,0
17,1500.0,6,435506AD,37BE5FE0,3812653A,435506AD,37BE5FE0,00000000,00000000,00000000,3790998D,469666B6,468C7DC8,47DC03B6,47D44D71,0
17,1500.0,7,43546671,37927914,37EB56D3,43546671,37927914,00000000,00000000,00000000,377FA599,46AA2402,46A04FA4,47CC972C,47C5D4AF,0
17,1500.0,8,4353EC21,376C24BE,37C42C5B,4353EC21,376C24BE,00000000,00000000,00000000,37654409,46BDB7DA,46B3F860,47BF1231,47B90F84,0
17,1500.0,9,43538BA7,375644F1,37A7EFD1,43538BA7,375644F1,00000000,00000000,00000000,3777D086,46D1219A,46C77754,47B30CD7,47AD9CF7,0
17,1500.0,10,43547A89,3769B354,37AE50C0,43547A89,3769B354,00000000,00000000,00000000,37A9BE75,46E46098,46DACBE0,47A82D15,47A32C76,0
17,1500.0,11,4357202B,379FE214,37E624DE,4357202B,379FE214,00000000,00000000,00000000,37E13AE7,46F7741C,46EDF550,479E2BD7,479989F7,0
17,1500.0,12,435997C8,37D4A6E2,38141591,435997C8,37D4A6E2,00000000,00000000,00000000,38117DBB,47052DB5,47007974,4794E817,47909800,0
17,1500.0,13,435BE706,3809F824,383A72B9,435BE706,3809F824,00000000,00000000,00000000,3837C26E,470E8AE0,4709E1F6,478C47E9,47883F40,0
17,1500.0,14,435E127A,382F340E,38665DA0,435E127A,382F340E,00000000,00000000,00000000,3863A21C,4717D12A,471333CA,47843698,47806CF4,0
17,1500.0,15,43601E0C,385A4FD3,388C0029,43601E0C,385A4FD3,00000000,00000000,00000000,388AA3B1,47210026,471C6E89,477946A1,47722389,0
17,1500.0,16,43620CEB,3885C244,38A7BC01,43620CEB,3885C244,00000000,00000000,00000000,38A6692F,472A1768,472591C4,476B0072,476441FA,0
17,1500.0,17,4363E1DA,38A17FC9,38C66CA6,4363E1DA,38A17FC9,00000000,00000000,00000000,38C52BF4,47331678,472E9D0C,475D8383,47571FF6,0
17,1500.0,18,43659F2A,38C06FEE,38E8169D,43659F2A,38C06FEE,00000000,00000000,00000000,38E6F1F3,473BFCDA,47378FE4,4750BC6A,474AAB7F,0
17,1500.0,19,436746E2,38E29D31,39065D85,436746E2,38E29D31,00000000,00000000,00000000,3905DDE9,4744CA0D,474069D0,47449A95,473ED539,0
17,1500.0,20,4368DABD,3904059E,391A2ABE,4368DABD,3904059E,00000000,00000000,00000000,3919C2FE,474D7D88,47492A4A,47390FDD,47338FF1,0
17,1500.0,21,436A5C3D,39185C55,392F6EF7,436A5C3D,39185C55,00000000,00000000,00000000,392F244F,475616BC,4751D0C6,472E1005,4728D03A,0
17,1500.0,22,436BCCB6,392E4F5B,39462420,436BCCB6,392E4F5B,00000000,00000000,00000000,3945FBC7,475E9510,475A5CB1,4723906F,471E8C24,0
