case,dx,k,zmfd,zmfds,zmfdq,zdmfdp,ztd,zqd,pmfdde_rate,ztenh,zqenh
8,13500.0,22,00000000,00000000,00000000,00000000,4389C3F1,3BABA70F,00000000,4389C3F1,3BABA70F
8,13500.0,23,00000000,00000000,00000000,00000000,438ABCBC,3BC31C86,00000000,438ABCBC,3BC31C86
8,13500.0,24,00000000,00000000,00000000,00000000,438BABA2,3BDC341F,00000000,438BABA2,3BDC341F
8,13500.0,25,00000000,00000000,00000000,00000000,438C9139,3BF6E4A7,00000000,438C9139,3BF6E4A7
8,13500.0,26,00000000,00000000,00000000,00000000,438D6DFB,3C082234,00000000,438D6DFB,3C082234
8,13500.0,27,00000000,00000000,00000000,00000000,438E4259,3C135B9E,00000000,438E4259,3C135B9E
8,13500.0,28,00000000,00000000,00000000,00000000,438F0EBB,3C1EDFEE,00000000,438F0EBB,3C1EDFEE
8,13500.0,29,00000000,00000000,00000000,00000000,438FD378,3C2AA7EC,00000000,438FD378,3C2AA7EC
8,13500.0,30,00000000,00000000,00000000,00000000,439090E6,3C36AC5C,00000000,439090E6,3C36AC5C
8,13500.0,31,00000000,00000000,00000000,00000000,43914748,3C42E53D,00000000,43914748,3C42E53D
8,13500.0,32,00000000,00000000,00000000,00000000,4391F6DF,3C4F4ABA,00000000,4391F6DF,3C4F4ABA
8,13500.0,33,00000000,00000000,00000000,00000000,43929FE1,3C5BD465,00000000,43929FE1,3C5BD465
8,13500.0,34,00000000,00000000,00000000,00000000,4393427C,3C68796D,00000000,4393427C,3C68796D
8,13500.0,35,00000000,00000000,00000000,00000000,4390E033,3C4E347C,00000000,4390E033,3C4E347C
8,13500.0,36,00000000,00000000,00000000,00000000,439172C9,3C5C9143,00000000,439172C9,3C5C9143
8,13500.0,37,00000000,00000000,00000000,00000000,4391FF83,3C6B2270,00000000,4391FF83,3C6B2270
8,13500.0,38,00000000,00000000,00000000,00000000,4392866F,3C79D8F1,00000000,4392866F,3C79D8F1
8,13500.0,39,00000000,00000000,00000000,00000000,43930795,3C845252,00000000,43930795,3C845252
8,13500.0,40,00000000,00000000,00000000,00000000,439382F0,3C8BB990,00000000,439382F0,3C8BB990
8,13500.0,41,00000000,00000000,00000000,00000000,4393F870,3C91E7A0,00000000,4393F870,3C91E7A0
8,13500.0,42,00000000,00000000,00000000,00000000,439467F8,3C977D49,00000000,439467F8,3C977D49
8,13500.0,43,00000000,00000000,00000000,00000000,4394D15B,3C9CEBA9,00000000,4394D15B,3C9CEBA9
8,13500.0,44,00000000,00000000,00000000,00000000,43953459,3CA2291B,00000000,43953459,3CA2291B
8,13500.0,45,00000000,00000000,00000000,00000000,4395908F,3CA72989,00000000,4395908F,3CA72989
8,13500.0,46,00000000,00000000,00000000,00000000,4395E569,3CABDDD9,00000000,4395E569,3CABDDD9
8,13500.0,47,00000000,00000000,00000000,00000000,43963206,3CB031B6,00000000,43963206,3CB031B6
8,13500.0,48,00000000,00000000,00000000,00000000,43969592,3CB32FE1,00000000,43969592,3CB32FE1
8,13500.0,49,00000000,00000000,00000000,00000000,4396A428,3CB8697E,00000000,4396A428,3CB8697E
9,13500.0,1,00000000,00000000,00000000,00000000,434D8000,3792778A,00000000,434D8000,3792778A
9,13500.0,2,00000000,00000000,00000000,00000000,435997E2,390E4536,00000000,435997E2,390E4536
9,13500.0,3,00000000,00000000,00000000,00000000,435604D3,387594EC,00000000,435604D3,387594EC
9,13500.0,4,00000000,00000000,00000000,00000000,4357099E,38523586,00000000,4357099E,38523586
9,13500.0,5,00000000,00000000,00000000,00000000,435D662C,38B8BD6E,00000000,435D662C,38B8BD6E
9,13500.0,6,00000000,00000000,00000000,00000000,43630C2F,3912BF0B,00000000,43630C2F,3912BF0B
9,13500.0,7,00000000,00000000,00000000,00000000,43681E37,3957F750,00000000,43681E37,3957F750
9,13500.0,8,00000000,00000000,00000000,00000000,436CB767,3995DCDC,00000000,436CB767,3995DCDC
9,13500.0,9,00000000,00000000,00000000,00000000,4370ECC0,39C6B281,00000000,4370ECC0,39C6B281
9,13500.0,10,00000000,00000000,00000000,00000000,4374CE95,39FE20E0,00000000,4374CE95,39FE20E0
9,13500.0,11,00000000,00000000,00000000,00000000,437869BC,3A24215F,00000000,437869BC,3A24215F
9,13500.0,12,00000000,00000000,00000000,00000000,437BC783,3A5A2CB4,00000000,437BC783,3A5A2CB4
9,13500.0,13,00000000,00000000,00000000,00000000,437EEE37,3A8E1F4E,00000000,437EEE37,3A8E1F4E
9,13500.0,14,00000000,00000000,00000000,00000000,4380F476,3AB4C1A1,00000000,4380F476,3AB4C1A1
9,13500.0,15,00000000,00000000,00000000,00000000,43825E73,3AE15222,00000000,43825E73,3AE15222
9,13500.0,16,00000000,00000000,00000000,00000000,4383B719,3B0A12A4,00000000,4383B719,3B0A12A4
9,13500.0,17,00000000,00000000,00000000,00000000,4384FFF8,3B26C207,00000000,4384FFF8,3B26C207
9,13500.0,18,00000000,00000000,00000000,00000000,43863A60,3B46D389,00000000,43863A60,3B46D389
9,13500.0,19,00000000,00000000,00000000,00000000,43876773,3B6A59A8,00000000,43876773,3B6A59A8
9,13500.0,20,00000000,00000000,00000000,00000000,438887D2,3B88A04A,00000000,438887D2,3B88A04A
9,13500.0,21,00000000,00000000,00000000,00000000,43899949,3B9DFC56,00000000,43899949,3B9DFC56
9,13500.0,22,00000000,00000000,00000000,00000000,438A9E9B,3BB53E02,00000000,438A9E9B,3BB53E02
9,13500.0,23,00000000,00000000,00000000,00000000,438B9955,3BCE4C52,00000000,438B9955,3BCE4C52
9,13500.0,24,00000000,00000000,00000000,00000000,438C8A17,3BE91FD6,00000000,438C8A17,3BE91FD6
9,13500.0,25,00000000,00000000,00000000,00000000,438D7175,3C02D75A,00000000,438D7175,3C02D75A
9,13500.0,26,00000000,00000000,00000000,00000000,438E4FF0,3C10CEA5,00000000,438E4FF0,3C10CEA5
9,13500.0,27,00000000,00000000,00000000,00000000,438F25F3,3C1CA4F5,00000000,438F25F3,3C1CA4F5
9,13500.0,28,00000000,00000000,00000000,00000000,438FF3E9,3C28C8E4,00000000,438FF3E9,3C28C8E4
9,13500.0,29,00000000,00000000,00000000,00000000,4390BA2C,3C35332C,00000000,4390BA2C,3C35332C
9,13500.0,30,00000000,00000000,00000000,00000000,4391790E,3C41DC02,00000000,4391790E,3C41DC02
9,13500.0,31,00000000,00000000,00000000,00000000,439230D6,3C4EBB19,00000000,439230D6,3C4EBB19
9,13500.0,32,00000000,00000000,00000000,00000000,4392E1C6,3C5BC850,00000000,4392E1C6,3C5BC850
9,13500.0,33,00000000,00000000,00000000,00000000,43938C14,3C68FADB,00000000,43938C14,3C68FADB
9,13500.0,34,00000000,00000000,00000000,00000000,43942FEF,3C76499B,00000000,43942FEF,3C76499B
9,13500.0,35,00000000,00000000,00000000,00000000,4394CD80,3C81D587,00000000,4394CD80,3C81D587
9,13500.0,36,00000000,00000000,00000000,00000000,439564E5,3C888A76,00000000,439564E5,3C888A76
9,13500.0,37,00000000,00000000,00000000,00000000,4395F638,3C8F3E70,00000000,4395F638,3C8F3E70
9,13500.0,38,00000000,00000000,00000000,00000000,43968188,3C95EB85,00000000,43968188,3C95EB85
9,13500.0,39,00000000,00000000,00000000,00000000,43930795,3C83F582,00000000,43930795,3C83F582
9,13500.0,40,00000000,00000000,00000000,00000000,439382F0,3C8BA465,00000000,439382F0,3C8BA465
9,13500.0,41,00000000,00000000,00000000,00000000,4393F870,3C91E7A0,00000000,4393F870,3C91E7A0
9,13500.0,42,00000000,00000000,00000000,00000000,439467F8,3C977D49,00000000,439467F8,3C977D49
9,13500.0,43,00000000,00000000,00000000,00000000,4394D15B,3C9CEBA9,00000000,4394D15B,3C9CEBA9
9,13500.0,44,00000000,00000000,00000000,00000000,43953459,3CA2291B,00000000,43953459,3CA2291B
9,13500.0,45,00000000,00000000,00000000,00000000,4395908F,3CA72989,00000000,4395908F,3CA72989
9,13500.0,46,00000000,00000000,00000000,00000000,4395E569,3CABDDD9,00000000,4395E569,3CABDDD9
9,13500.0,47,00000000,00000000,00000000,00000000,43963206,3CB031B6,00000000,43963206,3CB031B6
9,13500.0,48,00000000,00000000,00000000,00000000,43969592,3CB32FE1,00000000,43969592,3CB32FE1
9,13500.0,49,00000000,00000000,00000000,00000000,4396A428,3CB8697E,00000000,4396A428,3CB8697E
10,13500.0,1,00000000,00000000,00000000,00000000,434E0000,37B52427,00000000,434E0000,37B52427
10,13500.0,2,00000000,00000000,00000000,00000000,435A19E4,391AE34B,00000000,435A19E4,391AE34B
10,13500.0,3,00000000,00000000,00000000,00000000,435687E1,3887AB9C,00000000,435687E1,3887AB9C
10,13500.0,4,00000000,00000000,00000000,00000000,43576B31,38669395,00000000,43576B31,38669395
10,13500.0,5,00000000,00000000,00000000,00000000,435DCA06,38CC0F86,00000000,435DCA06,38CC0F86
10,13500.0,6,00000000,00000000,00000000,00000000,436371F3,39230D28,00000000,436371F3,39230D28
10,13500.0,7,00000000,00000000,00000000,00000000,436885A2,397136B2,00000000,436885A2,397136B2
10,13500.0,8,00000000,00000000,00000000,00000000,436D205A,39A82ED0,00000000,436D205A,39A82ED0
10,13500.0,9,00000000,00000000,00000000,00000000,43715728,39DFFDA5,00000000,43715728,39DFFDA5
10,13500.0,10,00000000,00000000,00000000,00000000,43753A77,3A0FDBA4,00000000,43753A77,3A0FDBA4
10,13500.0,11,00000000,00000000,00000000,00000000,4378D71D,3A38D670,00000000,4378D71D,3A38D670
10,13500.0,12,00000000,00000000,00000000,00000000,437C35EB,3A724D17,00000000,437C35EB,3A724D17
10,13500.0,13,00000000,00000000,00000000,00000000,437F5E5C,3A9BACB3,00000000,437F5E5C,3A9BACB3
10,13500.0,14,00000000,00000000,00000000,00000000,43812D7B,3AC39A94,00000000,43812D7B,3AC39A94
10,13500.0,15,00000000,00000000,00000000,00000000,43829877,3AF13E29,00000000,43829877,3AF13E29
10,13500.0,16,00000000,00000000,00000000,00000000,4383F216,3B127036,00000000,4383F216,3B127036
10,13500.0,17,00000000,00000000,00000000,00000000,43853BEB,3B2F6040,00000000,43853BEB,3B2F6040
10,13500.0,18,00000000,00000000,00000000,00000000,43867744,3B4F868F,00000000,43867744,3B4F868F
10,13500.0,19,00000000,00000000,00000000,00000000,4387A543,3B72F0E8,00000000,4387A543,3B72F0E8
10,13500.0,20,00000000,00000000,00000000,00000000,4388C621,3B8CBC95,00000000,4388C621,3B8CBC95
10,13500.0,21,00000000,00000000,00000000,00000000,4389D7A1,3BA1E90F,00000000,4389D7A1,3BA1E90F
10,13500.0,22,00000000,00000000,00000000,00000000,438ADD8A,3BB8D02B,00000000,438ADD8A,3BB8D02B
10,13500.0,23,00000000,00000000,00000000,00000000,438BD8D1,3BD166B8,00000000,438BD8D1,3BD166B8
10,13500.0,24,00000000,00000000,00000000,00000000,438CCA1A,3BEBA4C7,00000000,438CCA1A,3BEBA4C7
10,13500.0,25,00000000,00000000,00000000,00000000,438DB1FA,3C03BFFF,00000000,438DB1FA,3C03BFFF
10,13500.0,26,00000000,00000000,00000000,00000000,438E90ED,3C116B5A,00000000,438E90ED,3C116B5A
10,13500.0,27,00000000,00000000,00000000,00000000,438F6766,3C1D4560,00000000,438F6766,3C1D4560
10,13500.0,28,00000000,00000000,00000000,00000000,439035CC,3C296D01,00000000,439035CC,3C296D01
10,13500.0,29,00000000,00000000,00000000,00000000,4390FC79,3C35DA8E,00000000,4390FC79,3C35DA8E
10,13500.0,30,00000000,00000000,00000000,00000000,4391BBC1,3C428677,00000000,4391BBC1,3C428677
10,13500.0,31,00000000,00000000,00000000,00000000,439273EC,3C4F68AB,00000000,439273EC,3C4F68AB
10,13500.0,32,00000000,00000000,00000000,00000000,4390A67E,3C3A7447,00000000,4390A67E,3C3A7447
10,13500.0,33,00000000,00000000,00000000,00000000,43914DA4,3C498908,00000000,43914DA4,3C498908
10,13500.0,34,00000000,00000000,00000000,00000000,4391EE7F,3C590141,00000000,4391EE7F,3C590141
10,13500.0,35,00000000,00000000,00000000,00000000,43928931,3C68CFC5,00000000,43928931,3C68CFC5
10,13500.0,36,00000000,00000000,00000000,00000000,43931DDB,3C78E6A0,00000000,43931DDB,3C78E6A0
10,13500.0,37,00000000,00000000,00000000,00000000,4393AC95,3C849B47,00000000,4393AC95,3C849B47
10,13500.0,38,00000000,00000000,00000000,00000000,4394356D,3C8CD760,00000000,4394356D,3C8CD760
10,13500.0,39,00000000,00000000,00000000,00000000,4394B86C,3C951E9E,00000000,4394B86C,3C951E9E
10,13500.0,40,00000000,00000000,00000000,00000000,4395358D,3C9D66C4,00000000,4395358D,3C9D66C4
10,13500.0,41,00000000,00000000,00000000,00000000,4395ACC0,3CA4765C,00000000,4395ACC0,3CA4765C
10,13500.0,42,00000000,00000000,00000000,00000000,43961DE6,3CAAADFF,00000000,43961DE6,3CAAADFF
10,13500.0,43,00000000,00000000,00000000,00000000,439688D5,3CB0B9C0,00000000,439688D5,3CB0B9C0
10,13500.0,44,00000000,00000000,00000000,00000000,4396ED47,3CB68E92,00000000,4396ED47,3CB68E92
10,13500.0,45,00000000,00000000,00000000,00000000,43974ADC,3CBC1F6F,00000000,43974ADC,3CBC1F6F
10,13500.0,46,00000000,00000000,00000000,00000000,4397A0FE,3CC15B85,00000000,4397A0FE,3CC15B85
10,13500.0,47,00000000,00000000,00000000,00000000,4397EEC8,3CC62C4B,00000000,4397EEC8,3CC62C4B
10,13500.0,48,00000000,00000000,00000000,00000000,439854FF,3CC98ED0,00000000,439854FF,3CC98ED0
10,13500.0,49,00000000,00000000,00000000,00000000,439863C9,3CCF5BEC,00000000,439863C9,3CCF5BEC
11,13500.0,1,00000000,00000000,00000000,00000000,43518000,37919F22,00000000,43518000,37919F22
11,13500.0,2,00000000,00000000,00000000,00000000,435D9DD7,395EF9EB,00000000,435D9DD7,395EF9EB
11,13500.0,3,00000000,00000000,00000000,00000000,435A18B4,38BDBA33,00000000,435A18B4,38BDBA33
11,13500.0,4,00000000,00000000,00000000,00000000,4359EF62,388620BE,00000000,4359EF62,388620BE
11,13500.0,5,00000000,00000000,00000000,00000000,43605CA1,38E01479,00000000,43605CA1,38E01479
11,13500.0,6,00000000,00000000,00000000,00000000,4366107D,392A0010,00000000,4366107D,392A0010
11,13500.0,7,00000000,00000000,00000000,00000000,436B2E9C,396FCD7A,00000000,436B2E9C,396FCD7A
11,13500.0,8,00000000,00000000,00000000,00000000,436FD30A,399FF435,00000000,436FD30A,399FF435
11,13500.0,9,00000000,00000000,00000000,00000000,4374136B,39CC6508,00000000,4374136B,39CC6508
11,13500.0,10,00000000,00000000,00000000,00000000,43780079,39FC9AE8,00000000,43780079,39FC9AE8
11,13500.0,11,00000000,00000000,00000000,00000000,437BA67A,3A1AFBA8,00000000,437BA67A,3A1AFBA8
11,13500.0,12,00000000,00000000,00000000,00000000,437F0D00,3A455A5C,00000000,437F0D00,3A455A5C
11,13500.0,13,00000000,00000000,00000000,00000000,438120F0,3A75F013,00000000,438120F0,3A75F013
11,13500.0,14,00000000,00000000,00000000,00000000,4382A5C0,3A969A66,00000000,4382A5C0,3A969A66
11,13500.0,15,00000000,00000000,00000000,00000000,43841746,3AB5DD79,00000000,43841746,3AB5DD79
11,13500.0,16,00000000,00000000,00000000,00000000,43857750,3AD90544,00000000,43857750,3AD90544
11,13500.0,17,00000000,00000000,00000000,00000000,4386C763,3B002344,00000000,4386C763,3B002344
11,13500.0,18,00000000,00000000,00000000,00000000,438808CC,3B15E12A,00000000,438808CC,3B15E12A
11,13500.0,19,00000000,00000000,00000000,00000000,438939FB,3B2DA988,00000000,438939FB,3B2DA988
11,13500.0,20,00000000,00000000,00000000,00000000,438A5B59,3B4842C2,00000000,438A5B59,3B4842C2
11,13500.0,21,00000000,00000000,00000000,00000000,438B704B,3B653B04,00000000,438B704B,3B653B04
11,13500.0,22,00000000,00000000,00000000,00000000,438C79A9,3B824844,00000000,438C79A9,3B824844
11,13500.0,23,00000000,00000000,00000000,00000000,438D7830,3B931EAD,00000000,438D7830,3B931EAD
11,13500.0,24,00000000,00000000,00000000,00000000,438E6C87,3BA51BBC,00000000,438E6C87,3BA51BBC
11,13500.0,25,00000000,00000000,00000000,00000000,438F5745,3BB83916,00000000,438F5745,3BB83916
11,13500.0,26,00000000,00000000,00000000,00000000,439038EC,3BCB512F,00000000,439038EC,3BCB512F
11,13500.0,27,00000000,00000000,00000000,00000000,439111EF,3BDB3964,00000000,439111EF,3BDB3964
11,13500.0,28,00000000,00000000,00000000,00000000,4391E2B9,3BEB87D4,00000000,4391E2B9,3BEB87D4
11,13500.0,29,00000000,00000000,00000000,00000000,4392ABA5,3BFC3287,00000000,4392ABA5,3BFC3287
11,13500.0,30,00000000,00000000,00000000,00000000,43936D0C,3C0697DB,00000000,43936D0C,3C0697DB
11,13500.0,31,00000000,00000000,00000000,00000000,43942733,3C0F3A24,00000000,43942733,3C0F3A24
11,13500.0,32,00000000,00000000,00000000,00000000,4394DA60,3C17FAEB,00000000,4394DA60,3C17FAEB
11,13500.0,33,00000000,00000000,00000000,00000000,439586C8,3C20D41E,00000000,439586C8,3C20D41E
11,13500.0,34,00000000,00000000,00000000,00000000,43962C9F,3C29BFFC,00000000,43962C9F,3C29BFFC
11,13500.0,35,00000000,00000000,00000000,00000000,4396CC0F,3C32B823,00000000,4396CC0F,3C32B823
11,13500.0,36,00000000,00000000,00000000,00000000,43976536,3C3BB5BF,00000000,439787DA,3C3C524A
11,13500.0,37,00000000,00000000,00000000,00000000,4397F830,3C44B1C6,00000000,43951708,3C564B66
11,13500.0,38,00000000,00000000,00000000,00000000,43928676,3C6ED058,00000000,43928676,3C6ED058
11,13500.0,39,00000000,00000000,00000000,00000000,43930795,3C812607,00000000,43930795,3C812607
11,13500.0,40,00000000,00000000,00000000,00000000,439382F0,3C8B004C,00000000,439382F0,3C8B004C
11,13500.0,41,00000000,00000000,00000000,00000000,4393F870,3C91E7A0,00000000,4393F870,3C91E7A0
11,13500.0,42,00000000,00000000,00000000,00000000,439467F8,3C977D49,00000000,439467F8,3C977D49
11,13500.0,43,00000000,00000000,00000000,00000000,4394D15B,3C9CEBA9,00000000,4394D15B,3C9CEBA9
11,13500.0,44,00000000,00000000,00000000,00000000,43953459,3CA2291B,00000000,43953459,3CA2291B
11,13500.0,45,00000000,00000000,00000000,00000000,4395908F,3CA72989,00000000,4395908F,3CA72989
11,13500.0,46,00000000,00000000,00000000,00000000,4395E569,3CABDDD9,00000000,4395E569,3CABDDD9
11,13500.0,47,00000000,00000000,00000000,00000000,43963206,3CB031B6,00000000,43963206,3CB031B6
11,13500.0,48,00000000,00000000,00000000,00000000,43969592,3CB32FE1,00000000,43969592,3CB32FE1
11,13500.0,49,00000000,00000000,00000000,00000000,4396A428,3CB8697E,00000000,4396A428,3CB8697E
12,13500.0,1,00000000,00000000,00000000,00000000,434E8000,37C21422,00000000,434E8000,37C21422
12,13500.0,2,00000000,00000000,00000000,00000000,435A9B91,392543E0,00000000,435A9B91,392543E0
12,13500.0,3,00000000,00000000,00000000,00000000,43570ACA,389121A2,00000000,43570ACA,389121A2
12,13500.0,4,00000000,00000000,00000000,00000000,4357B4A6,386F55F4,00000000,4357B4A6,386F55F4
12,13500.0,5,00000000,00000000,00000000,00000000,435E152A,38D36C29,00000000,435E152A,38D36C29
12,13500.0,6,00000000,00000000,00000000,00000000,4363BE80,3928A812,00000000,4363BE80,3928A812
12,13500.0,7,00000000,00000000,00000000,00000000,4368D36A,397922B6,00000000,4368D36A,397922B6
12,13500.0,8,00000000,00000000,00000000,00000000,436D6F43,39AD7A56,00000000,436D6F43,39AD7A56
12,13500.0,9,00000000,00000000,00000000,00000000,4371A725,39E6C631,00000000,4371A725,39E6C631
12,13500.0,10,00000000,00000000,00000000,00000000,43758B8F,3A141112,00000000,43758B8F,3A141112
12,13500.0,11,00000000,00000000,00000000,00000000,43792956,3A4187B7,00000000,43792956,3A4187B7
12,13500.0,12,00000000,00000000,00000000,00000000,437C88EF,3A859EF6,00000000,437C88EF,3A859EF6
12,13500.0,13,00000000,00000000,00000000,00000000,437FB2CF,3AB3351D,00000000,437FB2CF,3AB3351D
12,13500.0,14,00000000,00000000,00000000,00000000,43815880,3AE98E11,00000000,43815880,3AE98E11
12,13500.0,15,00000000,00000000,00000000,00000000,4382C452,3B14A0D4,00000000,4382C452,3B14A0D4
12,13500.0,16,00000000,00000000,00000000,00000000,43841ECE,3B396B7E,00000000,43841ECE,3B396B7E
12,13500.0,17,00000000,00000000,00000000,00000000,43856988,3B63601C,00000000,43856988,3B63601C
12,13500.0,18,00000000,00000000,00000000,00000000,4386A5CA,3B8954B8,00000000,4386A5CA,3B8954B8
12,13500.0,19,00000000,00000000,00000000,00000000,4387D4BD,3BA3B204,00000000,4387D4BD,3BA3B204
12,13500.0,20,00000000,00000000,00000000,00000000,4388F5FB,3BC0BAF7,00000000,4388F5FB,3BC0BAF7
12,13500.0,21,00000000,00000000,00000000,00000000,438A0813,3BE0D286,00000000,438A0813,3BE0D286
12,13500.0,22,00000000,00000000,00000000,00000000,438B0ED0,3C01DF70,00000000,438B0ED0,3C01DF70
12,13500.0,23,00000000,00000000,00000000,00000000,438C0AF2,3C14BC9C,00000000,438C0AF2,3C14BC9C
12,13500.0,24,00000000,00000000,00000000,00000000,438CFD1F,3C28FB1F,00000000,438CFD1F,3C28FB1F
12,13500.0,25,00000000,00000000,00000000,00000000,438DE5EA,3C3E937B,00000000,438DE5EA,3C3E937B
12,13500.0,26,00000000,00000000,00000000,00000000,438EC5CB,3C51155C,00000000,438EC5CB,3C51155C
12,13500.0,27,00000000,00000000,00000000,00000000,438F9D16,3C57426F,00000000,438F9D16,3C57426F
12,13500.0,28,00000000,00000000,00000000,00000000,43906C37,3C5C9067,00000000,43906C37,3C5C9067
12,13500.0,29,00000000,00000000,00000000,00000000,4391338D,3C60F9BC,00000000,4391338D,3C60F9BC
12,13500.0,30,00000000,00000000,00000000,00000000,4391F363,3C647AD3,00000000,4391F363,3C647AD3
12,13500.0,31,00000000,00000000,00000000,00000000,4392AC06,3C6711F4,00000000,4392AC06,3C6711F4
12,13500.0,32,00000000,00000000,00000000,00000000,43935DB2,3C68BF2C,00000000,43935DB2,3C68BF2C
12,13500.0,33,00000000,00000000,00000000,00000000,439408A0,3C69848E,00000000,439408A0,3C69848E
12,13500.0,34,00000000,00000000,00000000,00000000,4394ACFF,3C6965C7,00000000,4394ACFF,3C6965C7
12,13500.0,35,00000000,00000000,00000000,00000000,43954AF7,3C686822,00000000,43954AF7,3C686822
12,13500.0,36,00000000,00000000,00000000,00000000,4395E2A8,3C6692EB,00000000,4395E2A8,3C6692EB
12,13500.0,37,00000000,00000000,00000000,00000000,4396742D,3C63EF0F,00000000,4396742D,3C63EF0F
12,13500.0,38,00000000,00000000,00000000,00000000,4396FF96,3C60879B,00000000,4396FF96,3C60879B
12,13500.0,39,00000000,00000000,00000000,00000000,439784EB,3C5C6902,00000000,439784EB,3C5C6902
12,13500.0,40,00000000,00000000,00000000,00000000,4398042E,3C57A27A,00000000,4398042E,3C57A27A
12,13500.0,41,00000000,00000000,00000000,00000000,4393FD85,3C00A830,00000000,4393FD85,3C00A830
12,13500.0,42,00000000,00000000,00000000,00000000,43946C59,3C05756E,00000000,43946C59,3C05756E
12,13500.0,43,00000000,00000000,00000000,00000000,4394D50E,3C0A1FBF,00000000,4394D50E,3C0A1FBF
12,13500.0,44,00000000,00000000,00000000,00000000,4395375E,3C0E9E05,00000000,4395375E,3C0E9E05
12,13500.0,45,00000000,00000000,00000000,00000000,439592ED,3C12E5B3,00000000,439592ED,3C12E5B3
12,13500.0,46,00000000,00000000,00000000,00000000,4395E728,3C16E8E9,00000000,4395E728,3C16E8E9
12,13500.0,47,00000000,00000000,00000000,00000000,43963330,3C1A94F3,00000000,43963330,3C1A94F3
12,13500.0,48,00000000,00000000,00000000,00000000,439695E9,3C1C23A8,00000000,439695E9,3C1C23A8
12,13500.0,49,00000000,00000000,00000000,00000000,4396A460,3C20B214,00000000,4396A460,3C20B214
13,13500.0,1,00000000,00000000,00000000,00000000,434F8000,3801CF73,00000000,434F8000,3801CF73
13,13500.0,2,00000000,00000000,00000000,00000000,435B9DE1,39407E88,00000000,435B9DE1,39407E88
13,13500.0,3,00000000,00000000,00000000,00000000,43581022,38AC67F0,00000000,43581022,38AC67F0
13,13500.0,4,00000000,00000000,00000000,00000000,43585E78,388938FD,00000000,43585E78,388938FD
13,13500.0,5,00000000,00000000,00000000,00000000,435EC2E5,38F3FF12,00000000,435EC2E5,38F3FF12
13,13500.0,6,00000000,00000000,00000000,00000000,43646F73,3943A7F4,00000000,43646F73,3943A7F4
13,13500.0,7,00000000,00000000,00000000,00000000,43698733,399129C6,00000000,43698733,399129C6
13,13500.0,8,00000000,00000000,00000000,00000000,436E25A7,39CAFE36,00000000,436E25A7,39CAFE36
13,13500.0,9,00000000,00000000,00000000,00000000,43726021,3A078C72,00000000,43726021,3A078C72
13,13500.0,10,00000000,00000000,00000000,00000000,43764721,3A2E9910,00000000,43764721,3A2E9910
13,13500.0,11,00000000,00000000,00000000,00000000,4379E79A,3A619886,00000000,4379E79A,3A619886
13,13500.0,12,00000000,00000000,00000000,00000000,437D4906,3A9917EA,00000000,437D4906,3A9917EA
13,13500.0,13,00000000,00000000,00000000,00000000,43803B15,3ACA061C,00000000,43803B15,3ACA061C
13,13500.0,14,00000000,00000000,00000000,00000000,4381BBEC,3B01E52C,00000000,4381BBEC,3B01E52C
13,13500.0,15,00000000,00000000,00000000,00000000,43832982,3B237996,00000000,43832982,3B237996
13,13500.0,16,00000000,00000000,00000000,00000000,438485C3,3B4A000B,00000000,438485C3,3B4A000B
13,13500.0,17,00000000,00000000,00000000,00000000,4385D235,3B75AB79,00000000,4385D235,3B75AB79
13,13500.0,18,00000000,00000000,00000000,00000000,43871028,3B935097,00000000,43871028,3B935097
13,13500.0,19,00000000,00000000,00000000,00000000,438840A5,3BAE7716,00000000,438840A5,3BAE7716
13,13500.0,20,00000000,00000000,00000000,00000000,438961B1,3BCC599E,00000000,438961B1,3BCC599E
13,13500.0,21,00000000,00000000,00000000,00000000,438A74DF,3BED328F,00000000,438A74DF,3BED328F
13,13500.0,22,00000000,00000000,00000000,00000000,438B7CAC,3C0869AF,00000000,438B7CAC,3C0869AF
13,13500.0,23,00000000,00000000,00000000,00000000,438C79D1,3C1B99CD,00000000,438C79D1,3C1B99CD
13,13500.0,24,00000000,00000000,00000000,00000000,438D6CF6,3C302396,00000000,438D6CF6,3C302396
13,13500.0,25,00000000,00000000,00000000,00000000,438E56B0,3C45FF00,00000000,438E56B0,3C45FF00
13,13500.0,26,00000000,00000000,00000000,00000000,438F3777,3C59BB4F,00000000,438F3777,3C59BB4F
13,13500.0,27,00000000,00000000,00000000,00000000,43900FA0,3C604AEA,00000000,43900FA0,3C604AEA
13,13500.0,28,00000000,00000000,00000000,00000000,4390DF97,3C65F883,00000000,4390DF97,3C65F883
13,13500.0,29,00000000,00000000,00000000,00000000,4391A7B7,3C6ABE90,00000000,4391A7B7,3C6ABE90
13,13500.0,30,00000000,00000000,00000000,00000000,43926853,3C6E9963,00000000,43926853,3C6E9963
13,13500.0,31,00000000,00000000,00000000,00000000,439321B1,3C718733,00000000,439321B1,3C718733
13,13500.0,32,00000000,00000000,00000000,00000000,4393D413,3C73880B,00000000,4393D413,3C73880B
13,13500.0,33,00000000,00000000,00000000,00000000,43947FAE,3C749D9E,00000000,43947FAE,3C749D9E
13,13500.0,34,00000000,00000000,00000000,00000000,439524B5,3C74CBB9,00000000,439524B5,3C74CBB9
13,13500.0,35,00000000,00000000,00000000,00000000,4395C34D,3C741772,00000000,4395C34D,3C741772
