case,dx,k,zmfd,zmfds,zmfdq,zdmfdp,ztd,zqd,pmfdde_rate,ztenh,zqenh
10,4500.0,48,00000000,00000000,00000000,00000000,439854FF,3CC98ED0,00000000,439854FF,3CC98ED0
10,4500.0,49,00000000,00000000,00000000,00000000,439863C9,3CCF5BEC,00000000,439863C9,3CCF5BEC
11,4500.0,1,00000000,00000000,00000000,00000000,43518000,37919F22,00000000,43518000,37919F22
11,4500.0,2,00000000,00000000,00000000,00000000,435D9DD7,395EF9EB,00000000,435D9DD7,395EF9EB
11,4500.0,3,00000000,00000000,00000000,00000000,435A18B4,38BDBA33,00000000,435A18B4,38BDBA33
11,4500.0,4,00000000,00000000,00000000,00000000,4359EF62,388620BE,00000000,4359EF62,388620BE
11,4500.0,5,00000000,00000000,00000000,00000000,43605CA1,38E01479,00000000,43605CA1,38E01479
11,4500.0,6,00000000,00000000,00000000,00000000,4366107D,392A0010,00000000,4366107D,392A0010
11,4500.0,7,00000000,00000000,00000000,00000000,436B2E9C,396FCD7A,00000000,436B2E9C,396FCD7A
11,4500.0,8,00000000,00000000,00000000,00000000,436FD30A,399FF435,00000000,436FD30A,399FF435
11,4500.0,9,00000000,00000000,00000000,00000000,4374136B,39CC6508,00000000,4374136B,39CC6508
11,4500.0,10,00000000,00000000,00000000,00000000,43780079,39FC9AE8,00000000,43780079,39FC9AE8
11,4500.0,11,00000000,00000000,00000000,00000000,437BA67A,3A1AFBA8,00000000,437BA67A,3A1AFBA8
11,4500.0,12,00000000,00000000,00000000,00000000,437F0D00,3A455A5C,00000000,437F0D00,3A455A5C
11,4500.0,13,00000000,00000000,00000000,00000000,438120F0,3A75F013,00000000,438120F0,3A75F013
11,4500.0,14,00000000,00000000,00000000,00000000,4382A5C0,3A969A66,00000000,4382A5C0,3A969A66
11,4500.0,15,00000000,00000000,00000000,00000000,43841746,3AB5DD79,00000000,43841746,3AB5DD79
11,4500.0,16,00000000,00000000,00000000,00000000,43857750,3AD90544,00000000,43857750,3AD90544
11,4500.0,17,00000000,00000000,00000000,00000000,4386C763,3B002344,00000000,4386C763,3B002344
11,4500.0,18,00000000,00000000,00000000,00000000,438808CC,3B15E12A,00000000,438808CC,3B15E12A
11,4500.0,19,00000000,00000000,00000000,00000000,438939FB,3B2DA988,00000000,438939FB,3B2DA988
11,4500.0,20,00000000,00000000,00000000,00000000,438A5B59,3B4842C2,00000000,438A5B59,3B4842C2
11,4500.0,21,00000000,00000000,00000000,00000000,438B704B,3B653B04,00000000,438B704B,3B653B04
11,4500.0,22,00000000,00000000,00000000,00000000,438C79A9,3B824844,00000000,438C79A9,3B824844
11,4500.0,23,00000000,00000000,00000000,00000000,438D7830,3B931EAD,00000000,438D7830,3B931EAD
11,4500.0,24,00000000,00000000,00000000,00000000,438E6C87,3BA51BBC,00000000,438E6C87,3BA51BBC
11,4500.0,25,00000000,00000000,00000000,00000000,438F5745,3BB83916,00000000,438F5745,3BB83916
11,4500.0,26,00000000,00000000,00000000,00000000,439038EC,3BCB512F,00000000,439038EC,3BCB512F
11,4500.0,27,00000000,00000000,00000000,00000000,439111EF,3BDB3964,00000000,439111EF,3BDB3964
11,4500.0,28,00000000,00000000,00000000,00000000,4391E2B9,3BEB87D4,00000000,4391E2B9,3BEB87D4
11,4500.0,29,00000000,00000000,00000000,00000000,4392ABA5,3BFC3287,00000000,4392ABA5,3BFC3287
11,4500.0,30,00000000,00000000,00000000,00000000,43936D0C,3C0697DB,00000000,43936D0C,3C0697DB
11,4500.0,31,00000000,00000000,00000000,00000000,43942733,3C0F3A24,00000000,43942733,3C0F3A24
11,4500.0,32,00000000,00000000,00000000,00000000,4394DA60,3C17FAEB,00000000,4394DA60,3C17FAEB
11,4500.0,33,00000000,00000000,00000000,00000000,439586C8,3C20D41E,00000000,439586C8,3C20D41E
11,4500.0,34,00000000,00000000,00000000,00000000,43962C9F,3C29BFFC,00000000,43962C9F,3C29BFFC
11,4500.0,35,00000000,00000000,00000000,00000000,4396CC0F,3C32B823,00000000,4396CC0F,3C32B823
11,4500.0,36,00000000,00000000,00000000,00000000,43976536,3C3BB5BF,00000000,439787DA,3C3C524A
11,4500.0,37,00000000,00000000,00000000,00000000,4397F830,3C44B1C6,00000000,43951708,3C564B66
11,4500.0,38,00000000,00000000,00000000,00000000,43928676,3C6ED058,00000000,43928676,3C6ED058
11,4500.0,39,00000000,00000000,00000000,00000000,43930795,3C812607,00000000,43930795,3C812607
11,4500.0,40,00000000,00000000,00000000,00000000,439382F0,3C8B004C,00000000,439382F0,3C8B004C
11,4500.0,41,00000000,00000000,00000000,00000000,4393F870,3C91E7A0,00000000,4393F870,3C91E7A0
11,4500.0,42,00000000,00000000,00000000,00000000,439467F8,3C977D49,00000000,439467F8,3C977D49
11,4500.0,43,00000000,00000000,00000000,00000000,4394D15B,3C9CEBA9,00000000,4394D15B,3C9CEBA9
11,4500.0,44,00000000,00000000,00000000,00000000,43953459,3CA2291B,00000000,43953459,3CA2291B
11,4500.0,45,00000000,00000000,00000000,00000000,4395908F,3CA72989,00000000,4395908F,3CA72989
11,4500.0,46,00000000,00000000,00000000,00000000,4395E569,3CABDDD9,00000000,4395E569,3CABDDD9
11,4500.0,47,00000000,00000000,00000000,00000000,43963206,3CB031B6,00000000,43963206,3CB031B6
11,4500.0,48,00000000,00000000,00000000,00000000,43969592,3CB32FE1,00000000,43969592,3CB32FE1
11,4500.0,49,00000000,00000000,00000000,00000000,4396A428,3CB8697E,00000000,4396A428,3CB8697E
12,4500.0,1,00000000,00000000,00000000,00000000,434E8000,37C21422,00000000,434E8000,37C21422
12,4500.0,2,00000000,00000000,00000000,00000000,435A9B91,392543E0,00000000,435A9B91,392543E0
12,4500.0,3,00000000,00000000,00000000,00000000,43570ACA,389121A2,00000000,43570ACA,389121A2
12,4500.0,4,00000000,00000000,00000000,00000000,4357B4A6,386F55F4,00000000,4357B4A6,386F55F4
12,4500.0,5,00000000,00000000,00000000,00000000,435E152A,38D36C29,00000000,435E152A,38D36C29
12,4500.0,6,00000000,00000000,00000000,00000000,4363BE80,3928A812,00000000,4363BE80,3928A812
12,4500.0,7,00000000,00000000,00000000,00000000,4368D36A,397922B6,00000000,4368D36A,397922B6
12,4500.0,8,00000000,00000000,00000000,00000000,436D6F43,39AD7A56,00000000,436D6F43,39AD7A56
12,4500.0,9,00000000,00000000,00000000,00000000,4371A725,39E6C631,00000000,4371A725,39E6C631
12,4500.0,10,00000000,00000000,00000000,00000000,43758B8F,3A141112,00000000,43758B8F,3A141112
12,4500.0,11,00000000,00000000,00000000,00000000,43792956,3A4187B7,00000000,43792956,3A4187B7
12,4500.0,12,00000000,00000000,00000000,00000000,437C88EF,3A859EF6,00000000,437C88EF,3A859EF6
12,4500.0,13,00000000,00000000,00000000,00000000,437FB2CF,3AB3351D,00000000,437FB2CF,3AB3351D
12,4500.0,14,00000000,00000000,00000000,00000000,43815880,3AE98E11,00000000,43815880,3AE98E11
12,4500.0,15,00000000,00000000,00000000,00000000,4382C452,3B14A0D4,00000000,4382C452,3B14A0D4
12,4500.0,16,00000000,00000000,00000000,00000000,43841ECE,3B396B7E,00000000,43841ECE,3B396B7E
12,4500.0,17,00000000,00000000,00000000,00000000,43856988,3B63601C,00000000,43856988,3B63601C
12,4500.0,18,00000000,00000000,00000000,00000000,4386A5CA,3B8954B8,00000000,4386A5CA,3B8954B8
12,4500.0,19,00000000,00000000,00000000,00000000,4387D4BD,3BA3B204,00000000,4387D4BD,3BA3B204
12,4500.0,20,00000000,00000000,00000000,00000000,4388F5FB,3BC0BAF7,00000000,4388F5FB,3BC0BAF7
12,4500.0,21,00000000,00000000,00000000,00000000,438A0813,3BE0D286,00000000,438A0813,3BE0D286
12,4500.0,22,00000000,00000000,00000000,00000000,438B0ED0,3C01DF70,00000000,438B0ED0,3C01DF70
12,4500.0,23,00000000,00000000,00000000,00000000,438C0AF2,3C14BC9C,00000000,438C0AF2,3C14BC9C
12,4500.0,24,00000000,00000000,00000000,00000000,438CFD1F,3C28FB1F,00000000,438CFD1F,3C28FB1F
12,4500.0,25,00000000,00000000,00000000,00000000,438DE5EA,3C3E937B,00000000,438DE5EA,3C3E937B
12,4500.0,26,00000000,00000000,00000000,00000000,438EC5CB,3C51155C,00000000,438EC5CB,3C51155C
12,4500.0,27,00000000,00000000,00000000,00000000,438F9D16,3C57426F,00000000,438F9D16,3C57426F
12,4500.0,28,00000000,00000000,00000000,00000000,43906C37,3C5C9067,00000000,43906C37,3C5C9067
12,4500.0,29,00000000,00000000,00000000,00000000,4391338D,3C60F9BC,00000000,4391338D,3C60F9BC
12,4500.0,30,00000000,00000000,00000000,00000000,4391F363,3C647AD3,00000000,4391F363,3C647AD3
12,4500.0,31,00000000,00000000,00000000,00000000,4392AC06,3C6711F4,00000000,4392AC06,3C6711F4
12,4500.0,32,00000000,00000000,00000000,00000000,43935DB2,3C68BF2C,00000000,43935DB2,3C68BF2C
12,4500.0,33,00000000,00000000,00000000,00000000,439408A0,3C69848E,00000000,439408A0,3C69848E
12,4500.0,34,00000000,00000000,00000000,00000000,4394ACFF,3C6965C7,00000000,4394ACFF,3C6965C7
12,4500.0,35,00000000,00000000,00000000,00000000,43954AF7,3C686822,00000000,43954AF7,3C686822
12,4500.0,36,00000000,00000000,00000000,00000000,4395E2A8,3C6692EB,00000000,4395E2A8,3C6692EB
12,4500.0,37,00000000,00000000,00000000,00000000,4396742D,3C63EF0F,00000000,4396742D,3C63EF0F
12,4500.0,38,00000000,00000000,00000000,00000000,4396FF96,3C60879B,00000000,4396FF96,3C60879B
12,4500.0,39,00000000,00000000,00000000,00000000,439784EB,3C5C6902,00000000,439784EB,3C5C6902
12,4500.0,40,00000000,00000000,00000000,00000000,4398042E,3C57A27A,00000000,4398042E,3C57A27A
12,4500.0,41,00000000,00000000,00000000,00000000,4393FD85,3C00A830,00000000,4393FD85,3C00A830
12,4500.0,42,00000000,00000000,00000000,00000000,43946C59,3C05756E,00000000,43946C59,3C05756E
12,4500.0,43,00000000,00000000,00000000,00000000,4394D50E,3C0A1FBF,00000000,4394D50E,3C0A1FBF
12,4500.0,44,00000000,00000000,00000000,00000000,4395375E,3C0E9E05,00000000,4395375E,3C0E9E05
12,4500.0,45,00000000,00000000,00000000,00000000,439592ED,3C12E5B3,00000000,439592ED,3C12E5B3
12,4500.0,46,00000000,00000000,00000000,00000000,4395E728,3C16E8E9,00000000,4395E728,3C16E8E9
12,4500.0,47,00000000,00000000,00000000,00000000,43963330,3C1A94F3,00000000,43963330,3C1A94F3
12,4500.0,48,00000000,00000000,00000000,00000000,439695E9,3C1C23A8,00000000,439695E9,3C1C23A8
12,4500.0,49,00000000,00000000,00000000,00000000,4396A460,3C20B214,00000000,4396A460,3C20B214
13,4500.0,1,00000000,00000000,00000000,00000000,434F8000,3801CF73,00000000,434F8000,3801CF73
13,4500.0,2,00000000,00000000,00000000,00000000,435B9DE1,39407E88,00000000,435B9DE1,39407E88
13,4500.0,3,00000000,00000000,00000000,00000000,43581022,38AC67F0,00000000,43581022,38AC67F0
13,4500.0,4,00000000,00000000,00000000,00000000,43585E78,388938FD,00000000,43585E78,388938FD
13,4500.0,5,00000000,00000000,00000000,00000000,435EC2E5,38F3FF12,00000000,435EC2E5,38F3FF12
13,4500.0,6,00000000,00000000,00000000,00000000,43646F73,3943A7F4,00000000,43646F73,3943A7F4
13,4500.0,7,00000000,00000000,00000000,00000000,43698733,399129C6,00000000,43698733,399129C6
13,4500.0,8,00000000,00000000,00000000,00000000,436E25A7,39CAFE36,00000000,436E25A7,39CAFE36
13,4500.0,9,00000000,00000000,00000000,00000000,43726021,3A078C72,00000000,43726021,3A078C72
13,4500.0,10,00000000,00000000,00000000,00000000,43764721,3A2E9910,00000000,43764721,3A2E9910
13,4500.0,11,00000000,00000000,00000000,00000000,4379E79A,3A619886,00000000,4379E79A,3A619886
13,4500.0,12,00000000,00000000,00000000,00000000,437D4906,3A9917EA,00000000,437D4906,3A9917EA
13,4500.0,13,00000000,00000000,00000000,00000000,43803B15,3ACA061C,00000000,43803B15,3ACA061C
13,4500.0,14,00000000,00000000,00000000,00000000,4381BBEC,3B01E52C,00000000,4381BBEC,3B01E52C
13,4500.0,15,00000000,00000000,00000000,00000000,43832982,3B237996,00000000,43832982,3B237996
13,4500.0,16,00000000,00000000,00000000,00000000,438485C3,3B4A000B,00000000,438485C3,3B4A000B
13,4500.0,17,00000000,00000000,00000000,00000000,4385D235,3B75AB79,00000000,4385D235,3B75AB79
13,4500.0,18,00000000,00000000,00000000,00000000,43871028,3B935097,00000000,43871028,3B935097
13,4500.0,19,00000000,00000000,00000000,00000000,438840A5,3BAE7716,00000000,438840A5,3BAE7716
13,4500.0,20,00000000,00000000,00000000,00000000,438961B1,3BCC599E,00000000,438961B1,3BCC599E
13,4500.0,21,00000000,00000000,00000000,00000000,438A74DF,3BED328F,00000000,438A74DF,3BED328F
13,4500.0,22,00000000,00000000,00000000,00000000,438B7CAC,3C0869AF,00000000,438B7CAC,3C0869AF
13,4500.0,23,00000000,00000000,00000000,00000000,438C79D1,3C1B99CD,00000000,438C79D1,3C1B99CD
13,4500.0,24,00000000,00000000,00000000,00000000,438D6CF6,3C302396,00000000,438D6CF6,3C302396
13,4500.0,25,00000000,00000000,00000000,00000000,438E56B0,3C45FF00,00000000,438E56B0,3C45FF00
13,4500.0,26,00000000,00000000,00000000,00000000,438F3777,3C59BB4F,00000000,438F3777,3C59BB4F
13,4500.0,27,00000000,00000000,00000000,00000000,43900FA0,3C604AEA,00000000,43900FA0,3C604AEA
13,4500.0,28,00000000,00000000,00000000,00000000,4390DF97,3C65F883,00000000,4390DF97,3C65F883
13,4500.0,29,00000000,00000000,00000000,00000000,4391A7B7,3C6ABE90,00000000,4391A7B7,3C6ABE90
13,4500.0,30,00000000,00000000,00000000,00000000,43926853,3C6E9963,00000000,43926853,3C6E9963
13,4500.0,31,00000000,00000000,00000000,00000000,439321B1,3C718733,00000000,439321B1,3C718733
13,4500.0,32,00000000,00000000,00000000,00000000,4393D413,3C73880B,00000000,4393D413,3C73880B
13,4500.0,33,00000000,00000000,00000000,00000000,43947FAE,3C749D9E,00000000,43947FAE,3C749D9E
13,4500.0,34,00000000,00000000,00000000,00000000,439524B5,3C74CBB9,00000000,439524B5,3C74CBB9
13,4500.0,35,00000000,00000000,00000000,00000000,4395C34D,3C741772,00000000,4395C34D,3C741772
13,4500.0,36,00000000,00000000,00000000,00000000,43965B98,3C72881A,00000000,43965B98,3C72881A
13,4500.0,37,00000000,00000000,00000000,00000000,4396EDB1,3C7026A7,00000000,4396EDB1,3C7026A7
13,4500.0,38,00000000,00000000,00000000,00000000,439779A7,3C6CFDCA,00000000,439779A7,3C6CFDCA
13,4500.0,39,00000000,00000000,00000000,00000000,4397FF86,3C691A87,00000000,4397FF86,3C691A87
13,4500.0,40,00000000,00000000,00000000,00000000,43987F48,3C648B48,00000000,43987F48,3C648B48
13,4500.0,41,00000000,00000000,00000000,00000000,4398F8F4,3C699ABA,00000000,4398F8F4,3C699ABA
13,4500.0,42,00000000,00000000,00000000,00000000,43946C59,3C05756E,00000000,43946C59,3C05756E
13,4500.0,43,00000000,00000000,00000000,00000000,4394D50E,3C0A1FBF,00000000,4394D50E,3C0A1FBF
13,4500.0,44,00000000,00000000,00000000,00000000,4395375E,3C0E9E05,00000000,4395375E,3C0E9E05
13,4500.0,45,00000000,00000000,00000000,00000000,439592ED,3C12E5B3,00000000,439592ED,3C12E5B3
13,4500.0,46,00000000,00000000,00000000,00000000,4395E728,3C16E8E9,00000000,4395E728,3C16E8E9
13,4500.0,47,00000000,00000000,00000000,00000000,43963330,3C1A94F3,00000000,43963330,3C1A94F3
13,4500.0,48,00000000,00000000,00000000,00000000,439695E9,3C1C23A8,00000000,439695E9,3C1C23A8
13,4500.0,49,00000000,00000000,00000000,00000000,4396A460,3C20B214,00000000,4396A460,3C20B214
14,4500.0,1,00000000,00000000,00000000,00000000,434D8000,37A8FFF8,00000000,434D8000,37A8FFF8
14,4500.0,2,00000000,00000000,00000000,00000000,435997E4,39111644,00000000,435997E4,39111644
14,4500.0,3,00000000,00000000,00000000,00000000,435604D2,387D8A23,00000000,435604D2,387D8A23
14,4500.0,4,00000000,00000000,00000000,00000000,435707F8,385B3603,00000000,435707F8,385B3603
14,4500.0,5,00000000,00000000,00000000,00000000,435D647B,38C27BBC,00000000,435D647B,38C27BBC
14,4500.0,6,00000000,00000000,00000000,00000000,43630A7B,391BBE1B,00000000,43630A7B,391BBE1B
14,4500.0,7,00000000,00000000,00000000,00000000,43681C81,3966DC75,00000000,43681C81,3966DC75
14,4500.0,8,00000000,00000000,00000000,00000000,436CB5B2,39A1405A,00000000,436CB5B2,39A1405A
14,4500.0,9,00000000,00000000,00000000,00000000,4370EB06,39D71876,00000000,4370EB06,39D71876
14,4500.0,10,00000000,00000000,00000000,00000000,4374CCDF,3A0A553E,00000000,4374CCDF,3A0A553E
14,4500.0,11,00000000,00000000,00000000,00000000,4378680B,3A35CD1E,00000000,4378680B,3A35CD1E
14,4500.0,12,00000000,00000000,00000000,00000000,437BC5E3,3A78F6FF,00000000,437BC5E3,3A78F6FF
14,4500.0,13,00000000,00000000,00000000,00000000,437EECAA,3AA620E8,00000000,437EECAA,3AA620E8
14,4500.0,14,00000000,00000000,00000000,00000000,4380F3BE,3AD79E8F,00000000,4380F3BE,3AD79E8F
14,4500.0,15,00000000,00000000,00000000,00000000,43825DD1,3B08B9C1,00000000,43825DD1,3B08B9C1
14,4500.0,16,00000000,00000000,00000000,00000000,4383B691,3B2A0B78,00000000,4383B691,3B2A0B78
14,4500.0,17,00000000,00000000,00000000,00000000,4384FF8F,3B4FF6CF,00000000,4384FF8F,3B4FF6CF
14,4500.0,18,00000000,00000000,00000000,00000000,43863A20,3B7AA38B,00000000,43863A20,3B7AA38B
14,4500.0,19,00000000,00000000,00000000,00000000,43876762,3B9515C8,00000000,43876762,3B9515C8
14,4500.0,20,00000000,00000000,00000000,00000000,438887FB,3BAF4046,00000000,438887FB,3BAF4046
14,4500.0,21,00000000,00000000,00000000,00000000,438999AD,3BCC0A13,00000000,438999AD,3BCC0A13
14,4500.0,22,00000000,00000000,00000000,00000000,438A9F49,3BEB70D9,00000000,438A9F49,3BEB70D9
14,4500.0,23,00000000,00000000,00000000,00000000,438B9A53,3C06ACD8,00000000,438B9A53,3C06ACD8
14,4500.0,24,00000000,00000000,00000000,00000000,438C8B6D,3C18DD5A,00000000,438C8B6D,3C18DD5A
14,4500.0,25,00000000,00000000,00000000,00000000,438D732D,3C2C436C,00000000,438D732D,3C2C436C
14,4500.0,26,00000000,00000000,00000000,00000000,438E5208,3C3BFB95,00000000,438E5208,3C3BFB95
14,4500.0,27,00000000,00000000,00000000,00000000,438F2857,3C40ED24,00000000,438F2857,3C40ED24
14,4500.0,28,00000000,00000000,00000000,00000000,438FF684,3C4501C8,00000000,438FF684,3C4501C8
14,4500.0,29,00000000,00000000,00000000,00000000,4390BCEB,3C4834C1,00000000,4390BCEB,3C4834C1
14,4500.0,30,00000000,00000000,00000000,00000000,43917BDD,3C4A831F,00000000,43917BDD,3C4A831F
14,4500.0,31,00000000,00000000,00000000,00000000,439233A0,3C4BEBDD,00000000,439233A0,3C4BEBDD
14,4500.0,32,00000000,00000000,00000000,00000000,4392E475,3C4C6FCC,00000000,4392E475,3C4C6FCC
14,4500.0,33,00000000,00000000,00000000,00000000,43938E93,3C4C115C,00000000,43938E93,3C4C115C
14,4500.0,34,00000000,00000000,00000000,00000000,43943227,3C4AD49A,00000000,43943227,3C4AD49A
14,4500.0,35,00000000,00000000,00000000,00000000,4394CF5C,3C48BF95,00000000,4394CF5C,3C48BF95
14,4500.0,36,00000000,00000000,00000000,00000000,43956651,3C45DA0A,00000000,43956651,3C45DA0A
14,4500.0,37,00000000,00000000,00000000,00000000,4395F720,3C422DC3,00000000,4395F720,3C422DC3
14,4500.0,38,00000000,00000000,00000000,00000000,439681DA,3C3DC5AF,00000000,439681DA,3C3DC5AF
14,4500.0,39,00000000,00000000,00000000,00000000,43970686,3C38AF4E,00000000,43970686,3C38AF4E
14,4500.0,40,00000000,00000000,00000000,00000000,43978525,3C32F9FE,00000000,43978525,3C32F9FE
14,4500.0,41,00000000,00000000,00000000,00000000,4393FE01,3BE21A03,00000000,4393FE01,3BE21A03
14,4500.0,42,00000000,00000000,00000000,00000000,43946CC4,3BEA7C3B,00000000,43946CC4,3BEA7C3B
14,4500.0,43,00000000,00000000,00000000,00000000,4394D566,3BF2A0B4,00000000,4394D566,3BF2A0B4
14,4500.0,44,00000000,00000000,00000000,00000000,439537A6,3BFA77D3,00000000,439537A6,3BFA77D3
14,4500.0,45,00000000,00000000,00000000,00000000,43959326,3C00F744,00000000,43959326,3C00F744
14,4500.0,46,00000000,00000000,00000000,00000000,4395E752,3C047616,00000000,4395E752,3C047616
14,4500.0,47,00000000,00000000,00000000,00000000,4396334D,3C07A7EA,00000000,4396334D,3C07A7EA
14,4500.0,48,00000000,00000000,00000000,00000000,439695F1,3C08CA12,00000000,439695F1,3C08CA12
14,4500.0,49,00000000,00000000,00000000,00000000,4396A466,3C0CC7FF,00000000,4396A466,3C0CC7FF
15,4500.0,1,00000000,00000000,00000000,00000000,43758000,39A594C3,00000000,43758000,39A594C3
15,4500.0,2,00000000,00000000,00000000,00000000,437C404A,3B539994,00000000,437C404A,3B539994
15,4500.0,3,00000000,00000000,00000000,00000000,437AFD8B,3AFE7877,00000000,437AFD8B,3AFE7877
15,4500.0,4,00000000,00000000,00000000,00000000,437A2F95,3AAC4520,00000000,437A2F95,3AAC4520
15,4500.0,5,00000000,00000000,00000000,00000000,437C4D18,3A95FDE2,00000000,437C4D18,3A95FDE2
15,4500.0,6,00000000,00000000,00000000,00000000,437F7F77,3A933356,00000000,437F7F77,3A933356
15,4500.0,7,00000000,00000000,00000000,00000000,43813666,3A913097,00000000,43813666,3A913097
15,4500.0,8,00000000,00000000,00000000,00000000,43828ED0,3A8F8EAB,00000000,43828ED0,3A8F8EAB
15,4500.0,9,00000000,00000000,00000000,00000000,4383CC7F,3A8E427B,00000000,4383CC7F,3A8E427B
15,4500.0,10,00000000,00000000,00000000,00000000,4384F2A9,3A8D4447,00000000,4384F2A9,3A8D4447
15,4500.0,11,00000000,00000000,00000000,00000000,4386041C,3A8CB100,00000000,4386041C,3A8CB100
15,4500.0,12,00000000,00000000,00000000,00000000,4387034A,3A91EDB9,00000000,4387034A,3A91EDB9
15,4500.0,13,00000000,00000000,00000000,00000000,4387F224,3A979C64,00000000,4387F224,3A979C64
15,4500.0,14,00000000,00000000,00000000,00000000,4388D150,3A9CFD4E,00000000,4388D150,3A9CFD4E
15,4500.0,15,00000000,00000000,00000000,00000000,4389A06E,3AA42DDC,00000000,4389A06E,3AA42DDC
15,4500.0,16,00000000,00000000,00000000,00000000,438A635E,3AAC0EBC,00000000,438A635E,3AAC0EBC
15,4500.0,17,00000000,00000000,00000000,00000000,438B1BB3,3AB45D02,00000000,438B1BB3,3AB45D02
15,4500.0,18,00000000,00000000,00000000,00000000,438BCA61,3ABD051F,00000000,438BCA61,3ABD051F
15,4500.0,19,00000000,00000000,00000000,00000000,438C703E,3AC5F71F,00000000,438C703E,3AC5F71F
15,4500.0,20,00000000,00000000,00000000,00000000,438D0E03,3ACF258B,00000000,438D0E03,3ACF258B
15,4500.0,21,00000000,00000000,00000000,00000000,438DA453,3AD88483,00000000,438DA453,3AD88483
15,4500.0,22,00000000,00000000,00000000,00000000,438E33BA,3AE20904,00000000,438E33BA,3AE20904
15,4500.0,23,00000000,00000000,00000000,00000000,438EBCB4,3AEBA96F,00000000,438EBCB4,3AEBA96F
15,4500.0,24,00000000,00000000,00000000,00000000,438F3FAE,3AF55DFD,00000000,438F3FAE,3AF55DFD
15,4500.0,25,00000000,00000000,00000000,00000000,438FBD09,3AFF1DBB,00000000,438FBD09,3AFF1DBB
15,4500.0,26,00000000,00000000,00000000,00000000,43903520,3B0755B4,00000000,43903520,3B0755B4
15,4500.0,27,00000000,00000000,00000000,00000000,4390A83E,3B13CBA1,00000000,4390A83E,3B13CBA1
15,4500.0,28,00000000,00000000,00000000,00000000,439116A5,3B205234,00000000,439116A5,3B205234
15,4500.0,29,00000000,00000000,00000000,00000000,43918092,3B2CE100,00000000,43918092,3B2CE100
15,4500.0,30,00000000,00000000,00000000,00000000,4391E63D,3B396FF3,00000000,4391E63D,3B396FF3
15,4500.0,31,00000000,00000000,00000000,00000000,439247D4,3B45F6E3,00000000,439247D4,3B45F6E3
15,4500.0,32,00000000,00000000,00000000,00000000,4392A580,3B526DFB,00000000,4392A580,3B526DFB
15,4500.0,33,00000000,00000000,00000000,00000000,4392FF68,3B5ECE1E,00000000,4392FF68,3B5ECE1E
15,4500.0,34,00000000,00000000,00000000,00000000,439355AB,3B6B0FEE,00000000,439355AB,3B6B0FEE
15,4500.0,35,00000000,00000000,00000000,00000000,4393A865,3B772C0A,00000000,4393A865,3B772C0A
15,4500.0,36,00000000,00000000,00000000,00000000,4393F7A9,3B818D54,00000000,4393F7A9,3B818D54
15,4500.0,37,00000000,00000000,00000000,00000000,4394438D,3B876A7B,00000000,4394438D,3B876A7B
15,4500.0,38,00000000,00000000,00000000,00000000,43948C1C,3B8D28E0,00000000,43948C1C,3B8D28E0
15,4500.0,39,00000000,00000000,00000000,00000000,4394D160,3B92C4FA,00000000,4394D160,3B92C4FA
15,4500.0,40,00000000,00000000,00000000,00000000,4395135A,3B983A1B,00000000,4395135A,3B983A1B
15,4500.0,41,00000000,00000000,00000000,00000000,43955206,3B9ADF6A,00000000,43955206,3B9ADF6A
15,4500.0,42,00000000,00000000,00000000,00000000,43958D58,3B9C81BA,00000000,43958D58,3B9C81BA
15,4500.0,43,00000000,00000000,00000000,00000000,4395C53B,3B9E089E,00000000,4395C53B,3B9E089E
15,4500.0,44,00000000,00000000,00000000,00000000,4395F98E,3B9F7185,00000000,4395F98E,3B9F7185
15,4500.0,45,00000000,00000000,00000000,00000000,43962A1B,3BA0B841,00000000,43962A1B,3BA0B841
15,4500.0,46,00000000,00000000,00000000,00000000,43965695,3BA1D81E,00000000,43965695,3BA1D81E
15,4500.0,47,00000000,00000000,00000000,00000000,43967E7C,3BA2C82E,00000000,43967E7C,3BA2C82E
15,4500.0,48,00000000,00000000,00000000,00000000,4396C15C,3BA02579,00000000,4396C15C,3BA02579
15,4500.0,49,00000000,00000000,00000000,00000000,4396A476,3BA17CD0,00000000,4396A476,3BA17CD0
16,4500.0,1,00000000,00000000,00000000,00000000,4386C000,3CECED00,00000000,4386C000,3CECED00
16,4500.0,2,00000000,00000000,00000000,00000000,4388E35C,3D0ABC64,00000000,4388E35C,3D0ABC64
16,4500.0,3,00000000,00000000,00000000,00000000,43884DF6,3CC094BE,00000000,43884DF6,3CC094BE
16,4500.0,4,00000000,00000000,00000000,00000000,43880A27,3C9331A5,00000000,43880A27,3C9331A5
16,4500.0,5,00000000,00000000,00000000,00000000,4387FD51,3C719DFC,00000000,4387FD51,3C719DFC
16,4500.0,6,00000000,00000000,00000000,00000000,438916EC,3C6F794D,00000000,438916EC,3C6F794D
16,4500.0,7,00000000,00000000,00000000,00000000,438A0925,3C6EA64B,00000000,438A0925,3C6EA64B
16,4500.0,8,00000000,00000000,00000000,00000000,438AE18F,3C6E5D7A,00000000,438AE18F,3C6E5D7A
16,4500.0,9,00000000,00000000,00000000,00000000,438BA592,3C6E5A60,00000000,438BA592,3C6E5A60
16,4500.0,10,00000000,00000000,00000000,00000000,438C588A,3C6E7EDA,00000000,438C588A,3C6E7EDA
16,4500.0,11,00000000,00000000,00000000,00000000,438CFD0E,3C6EB922,00000000,438CFD0E,3C6EB922
