case,dx,k,prsl,ghtl,omg,tf,qvf,qcf,qif,uf,vf,qvftenz,thftenz,prsi,ghti
11,15000.0,5,46828094,465B8E25,BD673329,43617403,38417557,00000000,00000000,42005D86,00000000,3152D361,364DE26D,467106C0,466375A0
11,15000.0,6,469666B6,464CACDC,BDBBD2B1,436741CE,389E0CC9,00000000,00000000,41F271B8,00000000,318FC344,368C64B0,468C7DC8,4653A6AA
11,15000.0,7,46AA2402,463F7281,BE0168D1,436C7575,38EF14E4,00000000,00000000,41E5A3CC,00000000,31B2225C,36ADF58E,46A04FA4,4645B30D
11,15000.0,8,46BDB7DA,46338663,BE234CF5,43712D2A,392A9760,00000000,00000000,41DA06FB,00000000,31D14E74,36CC669D,46B3F860,463931F5
11,15000.0,9,46D1219A,4628A9FA,BE42EFDF,43757EC2,3968A2A5,00000000,00000000,41CF6585,00000000,31EDD7D4,36E844C5,46C77754,462DDAD1
11,15000.0,10,46E46098,461EAF68,BE5FE8B6,43797A92,399E17DA,00000000,00000000,41C59738,00000000,3204152F,3700FCB0,46DACBE0,46237923
11,15000.0,11,46F7741C,461573F2,BE79F8F6,437D2D28,39E28E9E,00000000,00000000,41BC7D26,00000000,32104C8C,370CEAC0,46EDF550,4619E5AC
11,15000.0,12,47052DB5,460CDCA1,BE888157,43805033,3A1B8079,00000000,00000000,41B3FF06,00000000,321BB29D,37180C6D,47007974,46110237
11,15000.0,13,470E8AE0,4604D418,BE927EAA,4381EE19,3A4E3D61,00000000,00000000,41AC095F,00000000,32266181,37227B38,4709E1F6,4608B70B
11,15000.0,14,4717D12A,45FA9236,BE9AF81A,4383737E,3A84F624,00000000,00000000,41A48C5B,00000000,32306E7A,372C4BE3,471333CA,4600F126
11,15000.0,15,47210026,45EC5B19,BEA1F6F1,4384E308,3AA7725E,00000000,00000000,419D7AEA,00000000,3239EB10,37358F8E,471C6E89,45F34221
11,15000.0,16,472A1768,45DEEB6C,BEA78870,43863EF2,3ACEB541,00000000,00000000,4196CA20,00000000,3242E5EE,373E548A,472591C4,45E57411
11,15000.0,17,47331678,45D22F8A,BEABBC9A,43878916,3AFAD629,00000000,00000000,419070CC,00000000,324B6B69,3746A6E4,472E9D0C,45D862C6
11,15000.0,18,473BFCDA,45C616D4,BEAEA550,4388C30F,3B15F250,00000000,00000000,418A6717,00000000,32538607,374E90E2,47378FE4,45CBFC4F
11,15000.0,19,4744CA0D,45BA930E,BEB05595,4389EE39,3B30F39E,00000000,00000000,4184A648,00000000,325B3ECB,37561B52,474069D0,45C03158
11,15000.0,20,474D7D88,45AF97FF,BEB0E10E,438B0BC3,3B4E6EBC,00000000,00000000,417E5121,00000000,32629D84,375D4DD3,47492A4A,45B4F4C4
11,15000.0,21,475616BC,45A51B0C,BEB05BAE,438C1CB2,3B6E5FA1,00000000,00000000,4173D1C9,00000000,3269A8F6,37642F00,4751D0C6,45AA3B3A
11,15000.0,22,475E9510,459B12FA,BEAED95A,438D21EB,3B885F83,00000000,00000000,4169C5BA,00000000,3270670B,376AC4A1,475A5CB1,459FFADE
11,15000.0,23,4766F7E1,459177B9,BEAC6DC6,438E1C38,3B9AC15B,00000000,00000000,4160253B,00000000,3276DCF0,377113C2,4762CD6E,45962B17
11,15000.0,24,476F3E84,4588422E,BEA92C3B,438F0C4A,3BAE4EB5,00000000,00000000,4156E97B,00000000,327D0F37,377720DC,476B2254,458CC45B
11,15000.0,25,47776842,457ED83E,BEA5287C,438FF2BA,3BC1DEF1,00000000,00000000,414E0C88,00000000,328180F1,377CEFD7,47735AB4,4583C002
11,15000.0,26,477F7458,456DE03C,BEA07740,4390D010,3BD23C98,00000000,00000000,41458938,00000000,32845C33,37814209,477B75D0,45763078
11,15000.0,27,4783B0FB,455D92BA,BE9B2749,4391A4C6,3BE3073A,00000000,00000000,413D5ADC,00000000,32871AF3,3783F051,4781B970,45659001
11,15000.0,28,4787981E,454DE714,BE954996,43927146,3BF434A6,00000000,00000000,41357D4A,00000000,3289BE97,37868420,4785A886,45559574
11,15000.0,29,478B6F1C,453ED59F,BE8EEE76,439335F3,3C02DD7B,00000000,00000000,412DECD2,00000000,328C485D,3788FEAA,478987B5,454638B5
11,15000.0,30,478F3572,45305798,BE8825A1,4393F31E,3C0BC78A,00000000,00000000,4126A638,00000000,328EB959,378B6101,478D5682,45377289
11,15000.0,31,4792EA95,4522670A,BE80FE2B,4394A914,3C14D322,00000000,00000000,411FA69E,00000000,32911282,378DAC13,47911463,45293CA6
11,15000.0,32,47968DEA,4514FEB9,BE730D14,43955814,3C1DFA61,00000000,00000000,4118EB88,00000000,329354AE,378FE0B2,4794C0C7,451B916D
11,15000.0,33,479A1ECA,45081A22,BE639963,43960057,3C27374F,00000000,00000000,411272D0,00000000,32958095,3791FF92,47985B0D,450E6C05
11,15000.0,34,479D9C7B,44F76ACA,BE53BC19,4396A20B,3C30837B,00000000,00000000,410C3AA6,00000000,329796D3,3794094A,479BE286,4501C83E
11,15000.0,35,47A10632,44DF9A94,BE438F30,43973D58,3C39D836,00000000,00000000,4106418D,00000000,329997E8,3795FE58,479F5670,44EB4519
11,15000.0,36,47A45B0A,44C8BE63,BE332BD6,4397D25B,3C432E35,00000000,00000000,41008654,00000000,329B8439,3797DF20,47A2B5F3,44D3F00E
11,15000.0,37,47A79A06,44B33B70,BE2985E4,43925BB4,3C6F2593,00000000,00000000,40F67BFC,00000000,329D49FE,37999A42,47A60021,44BD8CB8
11,15000.0,38,47AAC205,449F0992,BE1909E6,4392DF31,3C81AAE9,00000000,00000000,40EC5EB7,00000000,329EFC66,379B427B,47A933EB,44A8EA28
11,15000.0,39,47ADD1BE,448BB8FC,BE08A18B,43935CD3,3C8BE747,00000000,00000000,40E2B4BA,00000000,32A09B78,379CD7D3,47AC501F,449528FD
11,15000.0,40,47B0C7B3,44729580,BDF0D8B4,4393D48A,3C931C3C,00000000,00000000,40D97F3F,00000000,32A226FC,379E5A12,47AF535C,448248FA
11,15000.0,41,47B3A227,444F83E4,BDD0FAAA,4394463E,3C98F6C6,00000000,00000000,40D0C030,00000000,32A39EA3,379FC8EB,47B23C0A,4460990D
11,15000.0,42,47B65F04,442E46A1,BDB1D619,4394B1C7,3C9EAB8C,00000000,00000000,40C87A81,00000000,32A501ED,37A123E1,47B50844,443E6EBC
11,15000.0,43,47B8FBC1,440EEC5E,BD93A207,439516EC,3CA43087,00000000,00000000,40C0B2BE,00000000,32A65017,37A26A36,47B7B5C4,441E1E86
11,15000.0,44,47BB7530,43E316C6,BD6D379F,43957553,3CA9794D,00000000,00000000,40B96FC3,00000000,32A787F9,37A39AC9,47BA41BE,43FF746B
11,15000.0,45,47BDC730,43AC8A1B,BD36169C,4395CC77,3CAE7676,00000000,00000000,40B2BBCA,00000000,32A8A7DE,37A4B3EE,47BCA8A3,43C6B920
11,15000.0,46,47BFEC14,437530CF,BD029446,43961B8A,3CB31358,00000000,00000000,40ACA69F,00000000,32A9AD1D,37A5B30E,47BEE5BD,43925B16
11,15000.0,47,47C1DB71,431BCB0A,BCA74C5C,43966139,3CB731B1,00000000,00000000,40A74A69,00000000,32AA9355,37A693E1,47C0F26C,4345AB72
11,15000.0,48,47C386CA,429E7650,BC2B5A02,43969AF0,3CBA9BFC,00000000,00000000,40A2D9D6,00000000,32AB5205,37A74E19,47C2C476,42E3D546
11,15000.0,49,47C4C68E,41B22EB5,BB41B38D,4396C000,3CBCA8B6,00000000,00000000,40A00000,00000000,32ABCC77,37A7C5AC,47C4491D,42322EB5
12,15000.0,1,45C56DA0,469C984E,80000000,434E8000,37C21548,00000000,00000000,422A1F5C,00000000,00000000,00000000,459C4000,46A695FE
12,15000.0,2,460BBE28,468BA68E,80000000,434E8000,37891854,00000000,00000000,421BE1C9,00000000,00000000,00000000,45EE9B40,46929A9F
12,15000.0,3,46347860,467E9AD9,BB901F7F,435112A6,3796797B,00000000,00000000,4210D55C,00000000,300800EB,3504D0E5,46202EB0,4684B27E
12,15000.0,4,465CE468,466AC3D0,BCCF4CAE,43589A4E,38218036,00000000,00000000,420790DA,00000000,310582CC,360261BB,4648C210,4673D0B6
12,15000.0,5,46828094,4659E46D,BD75BA9F,435F1C60,38943FB3,00000000,00000000,41FF1C9C,00000000,315B8460,36565F46,467106C0,4661B6EA
12,15000.0,6,469666B6,464B2AA4,BDC363D4,4364DAC5,38F45259,00000000,00000000,41F0F92F,00000000,3193B605,36903FC1,468C7DC8,465211F0
12,15000.0,7,46AA2402,463E135C,BE053DBA,436A00A5,393A2206,00000000,00000000,41E44D30,00000000,31B5BA0E,36B177B2,46A04FA4,46444357
12,15000.0,8,46BDB7DA,463246CD,BE271BF5,436EABE0,3985A2AD,00000000,00000000,41D8CF15,00000000,31D493B6,36CF983F,46B3F860,4637E360
12,15000.0,9,46D1219A,46278716,BE46ACE3,4372F212,39B7389A,00000000,00000000,41CE49AD,00000000,31F0D1C4,36EB2CDA,46C77754,462CAA3A
12,15000.0,10,46E46098,461DA6CC,BE638B7B,4376E369,3A01F542,00000000,00000000,41C49525,00000000,32056F8F,37024EF2,46DACBE0,462263F2
12,15000.0,11,46F7741C,46148383,BE7D7B60,437A8C5B,3A44BED5,00000000,00000000,41BB92D1,00000000,32118710,370E1DE5,46EDF550,4618E9A6
12,15000.0,12,47052DB5,460C0280,BE8A30C3,437DF6B0,3A8C9BC6,00000000,00000000,41B32A9F,00000000,321CCFB0,371922D2,47007974,46101D60
12,15000.0,13,470E8AE0,46040E96,BE941B63,4380951E,3AC06625,00000000,00000000,41AB4945,00000000,32276355,37237701,4709E1F6,4607E79F
12,15000.0,14,4717D12A,45F92D61,BE9C81A0,438216B1,3AFE59D3,00000000,00000000,41A3DF0E,00000000,32315713,372D2F08,471333CA,4600358D
12,15000.0,15,47210026,45EB19A2,BEA36CF9,438382B2,3B237BE3,00000000,00000000,419CDF08,00000000,323ABC49,37365BDF,471C6E89,45F1EFA8
12,15000.0,16,472A1768,45DDCAB4,BEA8EAD3,4384DB55,3B4D5452,00000000,00000000,41963E5D,00000000,3243A185,373F0BBC,472591C4,45E4439C
12,15000.0,17,47331678,45D12D1E,BEAD0B32,43862273,3B7CDE9D,00000000,00000000,418FF3F0,00000000,324C12FE,37474A8C,472E9D0C,45D751CD
12,15000.0,18,473BFCDA,45C53060,BEAFDFE3,438759A2,3B991C75,00000000,00000000,4189F7F8,00000000,32541B2A,374F2287,47378FE4,45CB0870
12,15000.0,19,4744CA0D,45B9C65E,BEB17BDB,4388823A,3BB6BB3E,00000000,00000000,418443CC,00000000,325BC2FA,37569C68,474069D0,45BF5850
12,15000.0,20,474D7D88,45AEE2F4,BEB1F2B2,43899D6A,3BD7513B,00000000,00000000,417DA352,00000000,32631227,375DBFBA,47492A4A,45B4346B
12,15000.0,21,475616BC,45A47BA0,BEB1583F,438AAC33,3BFADEE2,00000000,00000000,4173391A,00000000,326A0F6C,3764930F,4751D0C6,45A9917E
12,15000.0,22,475E9510,459A873B,BEAFC060,438BAF7B,3C10B09E,00000000,00000000,41694035,00000000,3270C0A5,376B1C21,475A5CB1,459F65C3
12,15000.0,23,4766F7E1,4590FDC4,BEAD3EB6,438CA807,3C25685E,00000000,00000000,415FB0FA,00000000,32772AF3,37715FF1,4762CD6E,4595A8B3
12,15000.0,24,476F3E84,4587D831,BEA9E696,438D9687,3C3B9139,00000000,00000000,415684AA,00000000,327D52E0,377762EF,476B2254,458C52D4
12,15000.0,25,47776842,457E2100,BEA5D21D,438E7B8C,3C4EA07A,00000000,00000000,414DB5B4,00000000,32819E14,377D28BE,47735AB4,45835D8E
12,15000.0,26,477F7458,456D43DE,BEA12254,438F5782,3C551330,00000000,00000000,41453FEC,00000000,328474CB,37815A0E,477B75D0,457586E3
12,15000.0,27,4783B0FB,455D106F,BE9BD653,43902AE1,3C5AA324,00000000,00000000,413D1EBC,00000000,32872F20,37840405,4781B970,456500D8
12,15000.0,28,4787981E,454D7E44,BE95FEED,4390F612,3C5F49FB,00000000,00000000,41354E16,00000000,3289CE6F,37869398,4785A886,45552006
12,15000.0,29,478B6F1C,453E85DE,BE8FAC40,4391B973,3C630379,00000000,00000000,412DCA5C,00000000,328C53ED,378909F5,478987B5,4545DC81
12,15000.0,30,478F3572,453020A2,BE88EDC2,43927556,3C65CD65,00000000,00000000,41269068,00000000,328EC0AB,378B6826,478D5682,45372F3A
12,15000.0,31,4792EA95,452248BE,BE81D249,43932A03,3C67A76C,00000000,00000000,411F9D6A,00000000,32911599,378DAF17,47911463,4529120A
12,15000.0,32,47968DEA,4514F913,BE74D00A,4393D7BB,3C68937E,00000000,00000000,4118EEF4,00000000,32935388,378FDF93,4794C0C7,451B7F72
12,15000.0,33,479A1ECA,45082D34,BE65793C,43947EB4,3C689531,00000000,00000000,411282EB,00000000,32957B2E,3791FA4A,47985B0D,450E72B4
12,15000.0,34,479D9C7B,44F7C2A5,BE55BA6B,43951F1C,3C67B211,00000000,00000000,410C5786,00000000,32978D23,3793FFD4,479BE286,4501E7B3
12,15000.0,35,47A10632,44E02483,BE45ACF9,4395B91A,3C65F1AA,00000000,00000000,41066B4C,00000000,329989E6,3795F0AA,479F5670,44EBB5E4
12,15000.0,36,47A45B0A,44C97AD2,BE356979,43964CCC,3C635D62,00000000,00000000,4100BD0F,00000000,329B71DB,3797CD30,47A2B5F3,44D49322
12,15000.0,37,47A79A06,44B3C1A4,BE2507F7,4396DA49,3C6000C4,00000000,00000000,40F697F2,00000000,329D454D,379995AD,47A60021,44BE6283
12,15000.0,38,47AAC205,449EF652,BE14A01C,4397619C,3C5BE90C,00000000,00000000,40EC2F0B,00000000,329F0466,379B4A4B,47A933EB,44A920C4
12,15000.0,39,47ADD1BE,448B17A0,BE044973,4397E2CB,3C572632,00000000,00000000,40E23F2B,00000000,32A0AF30,379CEB15,47AC501F,4494CBE1
12,15000.0,40,47B0C7B3,4470E5F2,BDF0A364,4393D9CA,3BFDBE9D,00000000,00000000,40D917D8,00000000,32A23855,379E6B03,47AF535C,44816360
12,15000.0,41,47B3A227,444E0B66,BDD0D1F3,43944AC7,3C03DF76,00000000,00000000,40D066D2,00000000,32A3ADA1,379FD78F,47B23C0A,445F0525
12,15000.0,42,47B65F04,442D0486,BDB1B84B,4394B59E,3C08BEA2,00000000,00000000,40C82EF4,00000000,32A50E9A,37A13042,47B50844,443D11A6
12,15000.0,43,47B8FBC1,440DDF96,BD938D59,43951A13,3C0D7406,00000000,00000000,40C074AE,00000000,32A65A80,37A27461,47B7B5C4,441CF767
12,15000.0,44,47BB7530,43E164C8,BD6D1CEC,439577D1,3C11F562,00000000,00000000,40B93EB9,00000000,32A79033,37A3A2D2,47BA41BE,43FD8F8A
12,15000.0,45,47BDC730,43AB3B7C,BD360709,4395CE53,3C163582,00000000,00000000,40B29729,00000000,32A8AE03,37A4B9EF,47BCA8A3,43C53A07
12,15000.0,46,47BFEC14,43734F02,BD028C80,43961CD0,3C1A2310,00000000,00000000,40AC8D94,00000000,32A9B151,37A5B729,47BEE5BD,43913CF0
12,15000.0,47,47C1DB71,431A9577,BCA74682,439661F6,3C1DA440,00000000,00000000,40A73BD4,00000000,32AA95C8,37A69645,47C0F26C,43442424
12,15000.0,48,47C386CA,429D38BA,BC2B57BF,43969B3B,3C208BE3,00000000,00000000,40A2D418,00000000,32AB52FB,37A74F09,47C2C476,42E20D94
12,15000.0,49,47C4C68E,41B0C7BF,BB41B390,4396C000,3C22498F,00000000,00000000,40A00000,00000000,32ABCC77,37A7C5AC,47C4491D,4230C7BF
13,15000.0,1,45C56DA0,469D2997,80000000,434F8000,3801D07B,00000000,00000000,4298FD93,41000000,00000000,00000000,459C4000,46A733AC
13,15000.0,2,460BBE28,468C22D1,80000000,434F8000,37B764CC,00000000,00000000,428E4225,41000000,00000000,00000000,45EE9B40,46931F82
13,15000.0,3,46347860,467F797E,BB7891D7,4351B99E,37BF7C1F,00000000,00000000,4285F234,41000000,2FEB3D25,34E5B9B6,46202EB0,46852620
13,15000.0,4,465CE468,466B9296,BCC3D029,4359474E,384CB485,00000000,00000000,427DF285,41000000,310139DC,35FC6501,4648C210,4674A6BB
13,15000.0,5,46828094,465AA5B0,BD6F8004,435FCE96,38BB51CC,00000000,00000000,4271E511,41000000,3157805F,3652735D,467106C0,46627E72
13,15000.0,6,469666B6,464BE015,BDC02AC4,43659199,3919F5F8,00000000,00000000,426741F9,41000000,3191D286,368E6796,468C7DC8,4652CCEE
13,15000.0,7,46AA2402,463EBE44,BE03A077,436ABB9F,396A14F3,00000000,00000000,425DB950,41000000,31B3F1FA,36AFBA4E,46A04FA4,4644F33C
13,15000.0,8,46BDB7DA,4632E82E,BE2587C5,436F6AA1,39A7C0B4,00000000,00000000,425513C3,41000000,31D2E499,36CDF33D,46B3F860,4638894B
13,15000.0,9,46D1219A,46281FBE,BE4528DC,4373B44E,39E5A233,00000000,00000000,424D2949,41000000,31EF39A4,36E99E4A,46C77754,462D4710
13,15000.0,10,46E46098,461E3767,BE621CCE,4377A8DD,3A1E95D0,00000000,00000000,4245DBF1,41000000,3204AE22,3701920D,46DACBE0,4622F86C
13,15000.0,11,46F7741C,46150CA2,BE7C2551,437B54D0,3A67CE37,00000000,00000000,423F14A6,41000000,3210CF91,370D6AB3,46EDF550,46197662
13,15000.0,12,47052DB5,460C849F,BE89930F,437EC1F7,3AA18ADE,00000000,00000000,4238C14C,41000000,321C2182,371878B9,47007974,4610A2E3
13,15000.0,13,470E8AE0,46048A20,BE938B82,4380FC16,3AD8DF43,00000000,00000000,4232D361,41000000,3226BDEE,3722D57A,4709E1F6,4608665B
13,15000.0,14,4717D12A,45FA1808,BE9BFFAF,43827EEA,3B0D3930,00000000,00000000,422D3F14,41000000,3230B9FA,372C959E,471333CA,4600ADE6
13,15000.0,15,47210026,45EBF881,BEA2F8C9,4383EC1E,3B335CA7,00000000,00000000,4227FAA7,41000000,323A2713,3735CA28,471C6E89,45F2D444
13,15000.0,16,472A1768,45DE9E60,BEA883FF,438545E3,3B5F0813,00000000,00000000,4222FDF4,41000000,324313D1,373E815A,472591C4,45E51CBE
13,15000.0,17,47331678,45D1F61C,BEACB129,43868E17,3B882F6D,00000000,00000000,421E4222,41000000,324B8C76,3746C72B,472E9D0C,45D82002
13,15000.0,18,473BFCDA,45C5EF2A,BEAF9200,4387C64F,3BA3BCEE,00000000,00000000,4219C153,41000000,32539B7B,374EA5D6,47378FE4,45CBCC37
13,15000.0,19,4744CA0D,45BA7B64,BEB13963,4388EFE6,3BC23428,00000000,00000000,42157687,41000000,325B49DC,37562621,474069D0,45C0121E
13,15000.0,20,474D7D88,45AF8E9E,BEB1BADC,438A0C09,3BE3985D,00000000,00000000,42115D67,41000000,32629F57,375D4F9B,47492A4A,45B4E4AA
13,15000.0,21,475616BC,45A51E4D,BEB12A45,438B1BBE,3C03F462,00000000,00000000,420D7230,41000000,3269A2A9,376428D9,4751D0C6,45AA3892
13,15000.0,22,475E9510,459B2144,BEAF9B79,438C1FE6,3C17900E,00000000,00000000,4209B199,41000000,327059B5,376AB79A,475A5CB1,45A00408
13,15000.0,23,4766F7E1,45918F7C,BEAD2222,438D194B,3C2C9B0F,00000000,00000000,420618C2,41000000,3276C99E,377100E4,4762CD6E,45963E7F
13,15000.0,24,476F3E84,458861E8,BEA9D194,438E089D,3C430F64,00000000,00000000,4202A520,41000000,327CF6F0,37770926,476B2254,458CE079
13,15000.0,25,47776842,457F24EE,BEA5C252,438EEE6D,3C576777,00000000,00000000,41FEA927,41000000,328172BD,377CD418,47735AB4,4583E358
13,15000.0,26,477F7458,456E38C3,BEA11863,438FCB28,3C5E429F,00000000,00000000,41F84B25,41000000,32844BFD,37813235,477B75D0,4576832B
13,15000.0,27,4783B0FB,455DF6D1,BE9BD195,43909F45,3C6437FA,00000000,00000000,41F22CC8,41000000,328708C5,3783DE90,4781B970,4565EE5B
13,15000.0,28,4787981E,454E56A2,BE95FEC6,43916B2D,3C6940F0,00000000,00000000,41EC4B02,41000000,3289AA71,37867072,4785A886,4555FF47
13,15000.0,29,478B6F1C,453F50B4,BE8FB01E,43922F3F,3C6D5938,00000000,00000000,41E6A31A,41000000,328C3239,3788E90B,478987B5,4546ADFE
13,15000.0,30,478F3572,4530DE66,BE88F525,4392EBCD,3C707E72,00000000,00000000,41E132B6,41000000,328EA12B,378B4964,478D5682,4537F36A
13,15000.0,31,4792EA95,4522F9E4,BE81DCB7,4393A120,3C72B03E,00000000,00000000,41DBF7B4,41000000,3290F83B,378D9269,47911463,4529C963
13,15000.0,32,47968DEA,45159E0A,BE74EA2E,43944F77,3C73F033,00000000,00000000,41D6F043,41000000,32933838,378FC4E7,4794C0C7,451C2A65
13,15000.0,33,479A1ECA,4508C668,BE6597E4,4394F70A,3C744203,00000000,00000000,41D21ACD,41000000,329561D9,3791E18E,47985B0D,450F11AF
13,15000.0,34,479D9C7B,44F8DE5E,BE55DCEE,43959806,3C73AB02,00000000,00000000,41CD75FB,41000000,329775B9,3793E8F6,479BE286,45027B21
13,15000.0,35,47A10632,44E12A60,BE45D2C4,43963293,3C7232CD,00000000,00000000,41C900B1,41000000,32997453,3795DB99,479F5670,44ECC67B
13,15000.0,36,47A45B0A,44CA6BA5,BE35920C,4396C6CE,3C6FE29D,00000000,00000000,41C4BA0D,41000000,329B5E0F,3797B9DA,47A2B5F3,44D58E46
13,15000.0,37,47A79A06,44B49E3A,BE2532E1,439754CE,3C6CC5EE,00000000,00000000,41C0A16E,41000000,329D3334,37998401,47A60021,44BF4904
13,15000.0,38,47AAC205,449FBF7C,BE14CCFC,4397DCA1,3C68EA4C,00000000,00000000,41BCB670,41000000,329EF3EF,379B3A37,47A933EB,44A9F370
13,15000.0,39,47ADD1BE,448BCE2E,BE0477FD,43985E48,3C645F1E,00000000,00000000,41B8F8FE,41000000,32A0A04A,379CDC88,47AC501F,44958B88
13,15000.0,40,47B0C7B3,44719366,BDE87E7B,4398D9CA,3C69B8FA,00000000,00000000,41B568F1,41000000,32A23855,379E6B03,47AF535C,448210D3
13,15000.0,41,47B3A227,444E0B66,BDD0D1F3,43944AC7,3C03DF76,00000000,00000000,41B2268F,41000000,32A3ADA1,379FD78F,47B23C0A,445F0525
13,15000.0,42,47B65F04,442D0486,BDB1B84B,4394B59E,3C08BEA2,00000000,00000000,41AF119B,41000000,32A50E9A,37A13042,47B50844,443D11A6
13,15000.0,43,47B8FBC1,440DDF96,BD938D59,43951A13,3C0D7406,00000000,00000000,41AC2BC1,41000000,32A65A80,37A27461,47B7B5C4,441CF767
13,15000.0,44,47BB7530,43E164C8,BD6D1CEC,439577D1,3C11F562,00000000,00000000,41A97785,41000000,32A79033,37A3A2D2,47BA41BE,43FD8F8A
13,15000.0,45,47BDC730,43AB3B7C,BD360709,4395CE53,3C163582,00000000,00000000,41A6F8AF,41000000,32A8AE03,37A4B9EF,47BCA8A3,43C53A07
13,15000.0,46,47BFEC14,43734F02,BD028C80,43961CD0,3C1A2310,00000000,00000000,41A4B517,41000000,32A9B151,37A5B729,47BEE5BD,43913CF0
13,15000.0,47,47C1DB71,431A9577,BCA74682,439661F6,3C1DA440,00000000,00000000,41A2B66F,41000000,32AA95C8,37A69645,47C0F26C,43442424
13,15000.0,48,47C386CA,429D38BA,BC2B57BF,43969B3B,3C208BE3,00000000,00000000,41A10F89,41000000,32AB52FB,37A74F09,47C2C476,42E20D94
13,15000.0,49,47C4C68E,41B0C7BF,BB41B390,4396C000,3C22498F,00000000,00000000,41A00000,41000000,32ABCC77,37A7C5AC,47C4491D,4230C7BF
14,15000.0,1,45C56DA0,469C0A0E,80000000,434D8000,37A900D7,00000000,00000000,42299A62,00000000,00000000,00000000,459C4000,46A5FB5A
14,15000.0,2,460BBE28,468B2D52,80000000,434D8000,376EC281,00000000,00000000,421B6E77,00000000,00000000,00000000,45EE9B40,469218C3
14,15000.0,3,46347860,467DC25E,BBA3810B,43506910,3789AD9E,00000000,00000000,42106B00,00000000,3019D8DA,35163DC4,46202EB0,468441E0
14,15000.0,4,465CE468,4669FB6E,BCDA82E3,4357EA9C,38145E2F,00000000,00000000,42072E04,00000000,3109A80A,36066E1A,4648C210,467300FC
14,15000.0,5,46828094,465929BD,BD7BCCCB,435E6766,3888A1E6,00000000,00000000,41FE63F2,00000000,315F63C8,365A2771,467106C0,4660F5E0
14,15000.0,6,469666B6,464A7BEA,BDC6874E,43642120,38E1C57D,00000000,00000000,41F04C02,00000000,319586E3,369205B9,468C7DC8,46515D9A
14,15000.0,7,46AA2402,463D6F46,BE06D00D,436942CF,392C619E,00000000,00000000,41E3AA51,00000000,31B76F40,36B322A4,46A04FA4,46439A39
14,15000.0,8,46BDB7DA,4631AC52,BE28A576,436DEA3C,3977FE4C,00000000,00000000,41D83593,00000000,31D62FC8,36D12AA9,46B3F860,46374453
14,15000.0,9,46D1219A,4626F55D,BE4826C1,43722CF3,39AA490B,00000000,00000000,41CDB8BE,00000000,31F256D2,36ECA8C9,46C77754,462C1451
14,15000.0,10,46E46098,461D1D21,BE64F0F5,43761B12,39F345D3,00000000,00000000,41C40C22,00000000,32062774,37030287,46DACBE0,4621D669
14,15000.0,11,46F7741C,46140152,BE7EC9E2,4379C104,3A36546F,00000000,00000000,41BB1133,00000000,32123509,370EC7CB,46EDF550,461863D9
14,15000.0,12,47052DB5,460B874E,BE8ACBC4,437D2886,3A817005,00000000,00000000,41B2AFF0,00000000,321D745A,3719C3A0,47007974,460F9ECB
14,15000.0,13,470E8AE0,460399FA,BE94A9E7,43802CB5,3AB04559,00000000,00000000,41AAD523,00000000,3227FF34,37240F38,4709E1F6,46076FD0
14,15000.0,14,4717D12A,45F850A1,BE9D03D9,4381AD04,3AE83405,00000000,00000000,41A37124,00000000,3231EA99,372DBF19,471333CA,45FF8848
14,15000.0,15,47210026,45EA48BF,BEA3E367,438317D2,3B14D77E,00000000,00000000,419C770C,00000000,323B47DA,3736E42B,471C6E89,45F118FA
14,15000.0,16,472A1768,45DD052A,BEA95637,43846F4D,3B3A8922,00000000,00000000,4195DC10,00000000,32442574,373F8C93,472591C4,45E37884
14,15000.0,17,47331678,45D07278,BEAD6C7A,4385B54F,3B6552CE,00000000,00000000,418F971B,00000000,324C8F98,3747C43A,472E9D0C,45D691CF
14,15000.0,18,473BFCDA,45C48038,BEB03822,4386EB6A,3B8AA744,00000000,00000000,4189A06C,00000000,325490AD,374F9548,47378FE4,45CA5320
14,15000.0,19,4744CA0D,45B9205E,BEB1CC30,438812F9,3BA546C9,00000000,00000000,4183F15E,00000000,325C319C,37570872,474069D0,45BEAD51
14,15000.0,20,474D7D88,45AE46D0,BEB23C4C,43892D25,3BC28C23,00000000,00000000,417D0869,00000000,32637A1D,375E2540,47492A4A,45B3936B
14,15000.0,21,475616BC,45A3E916,BEB19C51,438A3AF3,3BE277D3,00000000,00000000,4172A7E5,00000000,326A70DF,3764F23A,4751D0C6,45A8FA36
14,15000.0,22,475E9510,4599FE0E,BEB00014,438B3D44,3C028327,00000000,00000000,4168B87B,00000000,32711BB9,376B7513,475A5CB1,459ED7F5
14,15000.0,23,4766F7E1,45907DC2,BEAD7B38,438C34DE,3C15183F,00000000,00000000,415F328D,00000000,32777FCC,3771B2CD,4762CD6E,45952428
14,15000.0,24,476F3E84,4587612E,BEAA20FA,438D2271,3C28F620,00000000,00000000,41560F5D,00000000,327DA199,3777AFCF,476B2254,458BD75D
14,15000.0,25,47776842,457D44B1,BEA60C2B,438E068B,3C391EC9,00000000,00000000,414D496A,00000000,3281C26A,377D6FB6,47735AB4,4582EB00
14,15000.0,26,477F7458,456C78EC,BEA15A43,438EE19E,3C3E48BB,00000000,00000000,4144DC66,00000000,32849630,37817AAB,477B75D0,4574B362
