case,dx,k,prsl,ghtl,omg,tf,qvf,qcf,qif,uf,vf,qvftenz,thftenz,prsi,ghti
12,1500.0,43,47B8FBC1,440DDF96,BD938D59,43951A13,3C0D7406,00000000,00000000,40C074AE,00000000,32A65A80,37A27461,47B7B5C4,441CF767
12,1500.0,44,47BB7530,43E164C8,BD6D1CEC,439577D1,3C11F562,00000000,00000000,40B93EB9,00000000,32A79033,37A3A2D2,47BA41BE,43FD8F8A
12,1500.0,45,47BDC730,43AB3B7C,BD360709,4395CE53,3C163582,00000000,00000000,40B29729,00000000,32A8AE03,37A4B9EF,47BCA8A3,43C53A07
12,1500.0,46,47BFEC14,43734F02,BD028C80,43961CD0,3C1A2310,00000000,00000000,40AC8D94,00000000,32A9B151,37A5B729,47BEE5BD,43913CF0
12,1500.0,47,47C1DB71,431A9577,BCA74682,439661F6,3C1DA440,00000000,00000000,40A73BD4,00000000,32AA95C8,37A69645,47C0F26C,43442424
12,1500.0,48,47C386CA,429D38BA,BC2B57BF,43969B3B,3C208BE3,00000000,00000000,40A2D418,00000000,32AB52FB,37A74F09,47C2C476,42E20D94
12,1500.0,49,47C4C68E,41B0C7BF,BB41B390,4396C000,3C22498F,00000000,00000000,40A00000,00000000,32ABCC77,37A7C5AC,47C4491D,4230C7BF
13,1500.0,1,45C56DA0,469D2997,80000000,434F8000,3801D07B,00000000,00000000,4298FD93,41000000,00000000,00000000,459C4000,46A733AC
13,1500.0,2,460BBE28,468C22D1,80000000,434F8000,37B764CC,00000000,00000000,428E4225,41000000,00000000,00000000,45EE9B40,46931F82
13,1500.0,3,46347860,467F797E,BB7891D7,4351B99E,37BF7C1F,00000000,00000000,4285F234,41000000,2FEB3D25,34E5B9B6,46202EB0,46852620
13,1500.0,4,465CE468,466B9296,BCC3D029,4359474E,384CB485,00000000,00000000,427DF285,41000000,310139DC,35FC6501,4648C210,4674A6BB
13,1500.0,5,46828094,465AA5B0,BD6F8004,435FCE96,38BB51CC,00000000,00000000,4271E511,41000000,3157805F,3652735D,467106C0,46627E72
13,1500.0,6,469666B6,464BE015,BDC02AC4,43659199,3919F5F8,00000000,00000000,426741F9,41000000,3191D286,368E6796,468C7DC8,4652CCEE
13,1500.0,7,46AA2402,463EBE44,BE03A077,436ABB9F,396A14F3,00000000,00000000,425DB950,41000000,31B3F1FA,36AFBA4E,46A04FA4,4644F33C
13,1500.0,8,46BDB7DA,4632E82E,BE2587C5,436F6AA1,39A7C0B4,00000000,00000000,425513C3,41000000,31D2E499,36CDF33D,46B3F860,4638894B
13,1500.0,9,46D1219A,46281FBE,BE4528DC,4373B44E,39E5A233,00000000,00000000,424D2949,41000000,31EF39A4,36E99E4A,46C77754,462D4710
13,1500.0,10,46E46098,461E3767,BE621CCE,4377A8DD,3A1E95D0,00000000,00000000,4245DBF1,41000000,3204AE22,3701920D,46DACBE0,4622F86C
13,1500.0,11,46F7741C,46150CA2,BE7C2551,437B54D0,3A67CE37,00000000,00000000,423F14A6,41000000,3210CF91,370D6AB3,46EDF550,46197662
13,1500.0,12,47052DB5,460C849F,BE89930F,437EC1F7,3AA18ADE,00000000,00000000,4238C14C,41000000,321C2182,371878B9,47007974,4610A2E3
13,1500.0,13,470E8AE0,46048A20,BE938B82,4380FC16,3AD8DF43,00000000,00000000,4232D361,41000000,3226BDEE,3722D57A,4709E1F6,4608665B
13,1500.0,14,4717D12A,45FA1808,BE9BFFAF,43827EEA,3B0D3930,00000000,00000000,422D3F14,41000000,3230B9FA,372C959E,471333CA,4600ADE6
13,1500.0,15,47210026,45EBF881,BEA2F8C9,4383EC1E,3B335CA7,00000000,00000000,4227FAA7,41000000,323A2713,3735CA28,471C6E89,45F2D444
13,1500.0,16,472A1768,45DE9E60,BEA883FF,438545E3,3B5F0813,00000000,00000000,4222FDF4,41000000,324313D1,373E815A,472591C4,45E51CBE
13,1500.0,17,47331678,45D1F61C,BEACB129,43868E17,3B882F6D,00000000,00000000,421E4222,41000000,324B8C76,3746C72B,472E9D0C,45D82002
13,1500.0,18,473BFCDA,45C5EF2A,BEAF9200,4387C64F,3BA3BCEE,00000000,00000000,4219C153,41000000,32539B7B,374EA5D6,47378FE4,45CBCC37
13,1500.0,19,4744CA0D,45BA7B64,BEB13963,4388EFE6,3BC23428,00000000,00000000,42157687,41000000,325B49DC,37562621,474069D0,45C0121E
13,1500.0,20,474D7D88,45AF8E9E,BEB1BADC,438A0C09,3BE3985D,00000000,00000000,42115D67,41000000,32629F57,375D4F9B,47492A4A,45B4E4AA
13,1500.0,21,475616BC,45A51E4D,BEB12A45,438B1BBE,3C03F462,00000000,00000000,420D7230,41000000,3269A2A9,376428D9,4751D0C6,45AA3892
13,1500.0,22,475E9510,459B2144,BEAF9B79,438C1FE6,3C17900E,00000000,00000000,4209B199,41000000,327059B5,376AB79A,475A5CB1,45A00408
13,1500.0,23,4766F7E1,45918F7C,BEAD2222,438D194B,3C2C9B0F,00000000,00000000,420618C2,41000000,3276C99E,377100E4,4762CD6E,45963E7F
13,1500.0,24,476F3E84,458861E8,BEA9D194,438E089D,3C430F64,00000000,00000000,4202A520,41000000,327CF6F0,37770926,476B2254,458CE079
13,1500.0,25,47776842,457F24EE,BEA5C252,438EEE6D,3C576777,00000000,00000000,41FEA927,41000000,328172BD,377CD418,47735AB4,4583E358
13,1500.0,26,477F7458,456E38C3,BEA11863,438FCB28,3C5E429F,00000000,00000000,41F84B25,41000000,32844BFD,37813235,477B75D0,4576832B
13,1500.0,27,4783B0FB,455DF6D1,BE9BD195,43909F45,3C6437FA,00000000,00000000,41F22CC8,41000000,328708C5,3783DE90,4781B970,4565EE5B
13,1500.0,28,4787981E,454E56A2,BE95FEC6,43916B2D,3C6940F0,00000000,00000000,41EC4B02,41000000,3289AA71,37867072,4785A886,4555FF47
13,1500.0,29,478B6F1C,453F50B4,BE8FB01E,43922F3F,3C6D5938,00000000,00000000,41E6A31A,41000000,328C3239,3788E90B,478987B5,4546ADFE
13,1500.0,30,478F3572,4530DE66,BE88F525,4392EBCD,3C707E72,00000000,00000000,41E132B6,41000000,328EA12B,378B4964,478D5682,4537F36A
13,1500.0,31,4792EA95,4522F9E4,BE81DCB7,4393A120,3C72B03E,00000000,00000000,41DBF7B4,41000000,3290F83B,378D9269,47911463,4529C963
13,1500.0,32,47968DEA,45159E0A,BE74EA2E,43944F77,3C73F033,00000000,00000000,41D6F043,41000000,32933838,378FC4E7,4794C0C7,451C2A65
13,1500.0,33,479A1ECA,4508C668,BE6597E4,4394F70A,3C744203,00000000,00000000,41D21ACD,41000000,329561D9,3791E18E,47985B0D,450F11AF
13,1500.0,34,479D9C7B,44F8DE5E,BE55DCEE,43959806,3C73AB02,00000000,00000000,41CD75FB,41000000,329775B9,3793E8F6,479BE286,45027B21
13,1500.0,35,47A10632,44E12A60,BE45D2C4,43963293,3C7232CD,00000000,00000000,41C900B1,41000000,32997453,3795DB99,479F5670,44ECC67B
13,1500.0,36,47A45B0A,44CA6BA5,BE35920C,4396C6CE,3C6FE29D,00000000,00000000,41C4BA0D,41000000,329B5E0F,3797B9DA,47A2B5F3,44D58E46
13,1500.0,37,47A79A06,44B49E3A,BE2532E1,439754CE,3C6CC5EE,00000000,00000000,41C0A16E,41000000,329D3334,37998401,47A60021,44BF4904
13,1500.0,38,47AAC205,449FBF7C,BE14CCFC,4397DCA1,3C68EA4C,00000000,00000000,41BCB670,41000000,329EF3EF,379B3A37,47A933EB,44A9F370
13,1500.0,39,47ADD1BE,448BCE2E,BE0477FD,43985E48,3C645F1E,00000000,00000000,41B8F8FE,41000000,32A0A04A,379CDC88,47AC501F,44958B88
13,1500.0,40,47B0C7B3,44719366,BDE87E7B,4398D9CA,3C69B8FA,00000000,00000000,41B568F1,41000000,32A23855,379E6B03,47AF535C,448210D3
13,1500.0,41,47B3A227,444E0B66,BDD0D1F3,43944AC7,3C03DF76,00000000,00000000,41B2268F,41000000,32A3ADA1,379FD78F,47B23C0A,445F0525
13,1500.0,42,47B65F04,442D0486,BDB1B84B,4394B59E,3C08BEA2,00000000,00000000,41AF119B,41000000,32A50E9A,37A13042,47B50844,443D11A6
13,1500.0,43,47B8FBC1,440DDF96,BD938D59,43951A13,3C0D7406,00000000,00000000,41AC2BC1,41000000,32A65A80,37A27461,47B7B5C4,441CF767
13,1500.0,44,47BB7530,43E164C8,BD6D1CEC,439577D1,3C11F562,00000000,00000000,41A97785,41000000,32A79033,37A3A2D2,47BA41BE,43FD8F8A
13,1500.0,45,47BDC730,43AB3B7C,BD360709,4395CE53,3C163582,00000000,00000000,41A6F8AF,41000000,32A8AE03,37A4B9EF,47BCA8A3,43C53A07
13,1500.0,46,47BFEC14,43734F02,BD028C80,43961CD0,3C1A2310,00000000,00000000,41A4B517,41000000,32A9B151,37A5B729,47BEE5BD,43913CF0
13,1500.0,47,47C1DB71,431A9577,BCA74682,439661F6,3C1DA440,00000000,00000000,41A2B66F,41000000,32AA95C8,37A69645,47C0F26C,43442424
13,1500.0,48,47C386CA,429D38BA,BC2B57BF,43969B3B,3C208BE3,00000000,00000000,41A10F89,41000000,32AB52FB,37A74F09,47C2C476,42E20D94
13,1500.0,49,47C4C68E,41B0C7BF,BB41B390,4396C000,3C22498F,00000000,00000000,41A00000,41000000,32ABCC77,37A7C5AC,47C4491D,4230C7BF
14,1500.0,1,45C56DA0,469C0A0E,80000000,434D8000,37A900D7,00000000,00000000,42299A62,00000000,00000000,00000000,459C4000,46A5FB5A
14,1500.0,2,460BBE28,468B2D52,80000000,434D8000,376EC281,00000000,00000000,421B6E77,00000000,00000000,00000000,45EE9B40,469218C3
14,1500.0,3,46347860,467DC25E,BBA3810B,43506910,3789AD9E,00000000,00000000,42106B00,00000000,3019D8DA,35163DC4,46202EB0,468441E0
14,1500.0,4,465CE468,4669FB6E,BCDA82E3,4357EA9C,38145E2F,00000000,00000000,42072E04,00000000,3109A80A,36066E1A,4648C210,467300FC
14,1500.0,5,46828094,465929BD,BD7BCCCB,435E6766,3888A1E6,00000000,00000000,41FE63F2,00000000,315F63C8,365A2771,467106C0,4660F5E0
14,1500.0,6,469666B6,464A7BEA,BDC6874E,43642120,38E1C57D,00000000,00000000,41F04C02,00000000,319586E3,369205B9,468C7DC8,46515D9A
14,1500.0,7,46AA2402,463D6F46,BE06D00D,436942CF,392C619E,00000000,00000000,41E3AA51,00000000,31B76F40,36B322A4,46A04FA4,46439A39
14,1500.0,8,46BDB7DA,4631AC52,BE28A576,436DEA3C,3977FE4C,00000000,00000000,41D83593,00000000,31D62FC8,36D12AA9,46B3F860,46374453
14,1500.0,9,46D1219A,4626F55D,BE4826C1,43722CF3,39AA490B,00000000,00000000,41CDB8BE,00000000,31F256D2,36ECA8C9,46C77754,462C1451
14,1500.0,10,46E46098,461D1D21,BE64F0F5,43761B12,39F345D3,00000000,00000000,41C40C22,00000000,32062774,37030287,46DACBE0,4621D669
14,1500.0,11,46F7741C,46140152,BE7EC9E2,4379C104,3A36546F,00000000,00000000,41BB1133,00000000,32123509,370EC7CB,46EDF550,461863D9
14,1500.0,12,47052DB5,460B874E,BE8ACBC4,437D2886,3A817005,00000000,00000000,41B2AFF0,00000000,321D745A,3719C3A0,47007974,460F9ECB
14,1500.0,13,470E8AE0,460399FA,BE94A9E7,43802CB5,3AB04559,00000000,00000000,41AAD523,00000000,3227FF34,37240F38,4709E1F6,46076FD0
14,1500.0,14,4717D12A,45F850A1,BE9D03D9,4381AD04,3AE83405,00000000,00000000,41A37124,00000000,3231EA99,372DBF19,471333CA,45FF8848
14,1500.0,15,47210026,45EA48BF,BEA3E367,438317D2,3B14D77E,00000000,00000000,419C770C,00000000,323B47DA,3736E42B,471C6E89,45F118FA
14,1500.0,16,472A1768,45DD052A,BEA95637,43846F4D,3B3A8922,00000000,00000000,4195DC10,00000000,32442574,373F8C93,472591C4,45E37884
14,1500.0,17,47331678,45D07278,BEAD6C7A,4385B54F,3B6552CE,00000000,00000000,418F971B,00000000,324C8F98,3747C43A,472E9D0C,45D691CF
14,1500.0,18,473BFCDA,45C48038,BEB03822,4386EB6A,3B8AA744,00000000,00000000,4189A06C,00000000,325490AD,374F9548,47378FE4,45CA5320
14,1500.0,19,4744CA0D,45B9205E,BEB1CC30,438812F9,3BA546C9,00000000,00000000,4183F15E,00000000,325C319C,37570872,474069D0,45BEAD51
14,1500.0,20,474D7D88,45AE46D0,BEB23C4C,43892D25,3BC28C23,00000000,00000000,417D0869,00000000,32637A1D,375E2540,47492A4A,45B3936B
14,1500.0,21,475616BC,45A3E916,BEB19C51,438A3AF3,3BE277D3,00000000,00000000,4172A7E5,00000000,326A70DF,3764F23A,4751D0C6,45A8FA36
14,1500.0,22,475E9510,4599FE0E,BEB00014,438B3D44,3C028327,00000000,00000000,4168B87B,00000000,32711BB9,376B7513,475A5CB1,459ED7F5
14,1500.0,23,4766F7E1,45907DC2,BEAD7B38,438C34DE,3C15183F,00000000,00000000,415F328D,00000000,32777FCC,3771B2CD,4762CD6E,45952428
14,1500.0,24,476F3E84,4587612E,BEAA20FA,438D2271,3C28F620,00000000,00000000,41560F5D,00000000,327DA199,3777AFCF,476B2254,458BD75D
14,1500.0,25,47776842,457D44B1,BEA60C2B,438E068B,3C391EC9,00000000,00000000,414D496A,00000000,3281C26A,377D6FB6,47735AB4,4582EB00
14,1500.0,26,477F7458,456C78EC,BEA15A43,438EE19E,3C3E48BB,00000000,00000000,4144DC66,00000000,32849630,37817AAB,477B75D0,4574B362
14,1500.0,27,4783B0FB,455C5664,BE9C0CCB,438FB41F,3C42927E,00000000,00000000,413CC3BF,00000000,32874DA8,378421D6,4781B970,45643E77
14,1500.0,28,4787981E,454CD4AA,BE96347D,43907E78,3C45F6A1,00000000,00000000,4134FB67,00000000,3289EA2C,3786AEAF,4785A886,45546E50
14,1500.0,29,478B6F1C,453DEC46,BE8FE16A,43914106,3C4871A9,00000000,00000000,412D7FC3,00000000,328C6CF5,37892267,478987B5,45453B05
14,1500.0,30,478F3572,452F969F,BE8922F7,4391FC1C,3C4A023A,00000000,00000000,41264DAE,00000000,328ED70F,378B7E05,478D5682,45369D88
14,1500.0,31,4792EA95,4521CDE4,BE8207E6,4392B003,3C4AA8D9,00000000,00000000,411F6257,00000000,3291296C,378DC273,47911463,45288FB6
14,1500.0,32,47968DEA,45148CF6,BE753CAC,43935CFA,3C4A67E9,00000000,00000000,4118BB52,00000000,329364DC,378FF07E,4794C0C7,451B0C11
14,1500.0,33,479A1ECA,4507CF6A,BE65E7CA,43940337,3C4943AB,00000000,00000000,41125684,00000000,32958A14,379208D7,47985B0D,450E0DDB
14,1500.0,34,479D9C7B,44F722E4,BE562B4E,4394A2E8,3C474242,00000000,00000000,410C3223,00000000,329799AF,37940C14,479BE286,450190F8
14,1500.0,35,47A10632,44DF9FC0,BE462075,43953C35,3C446BF2,00000000,00000000,41064CB7,00000000,32999429,3795FAB0,479F5670,44EB23D7
14,1500.0,36,47A45B0A,44C9103A,BE35DFC3,4395CF3C,3C40CAAA,00000000,00000000,4100A511,00000000,329B79E9,3797D50D,47A2B5F3,44D41BAA
14,1500.0,37,47A79A06,44B3705C,BE258129,43965C13,3C3C6A5F,00000000,00000000,40F674B4,00000000,329D4B37,37999B73,47A60021,44BE04CA
14,1500.0,38,47AAC205,449EBD7F,BE151C43,4396E2C7,3C375914,00000000,00000000,40EC1819,00000000,329F083F,379B4E0E,47A933EB,44A8DBEE
14,1500.0,39,47ADD1BE,448AF65F,BE04C88C,4397635B,3C31A6EF,00000000,00000000,40E23410,00000000,32A0B10D,379CECE7,47AC501F,44949F10
14,1500.0,40,47B0C7B3,4470BD2E,BDF09E61,4393DA49,3BDE1497,00000000,00000000,40D90E14,00000000,32A239F9,379E6C9D,47AF535C,44814DAE
14,1500.0,41,47B3A227,444DE7D7,BDD0CE20,43944B35,3BE6D36A,00000000,00000000,40D05E62,00000000,32A3AF0C,379FD8F2,47B23C0A,445EDEFF
14,1500.0,42,47B65F04,442CE61C,BDB1B580,4394B5FA,3BEF5845,00000000,00000000,40C827D2,00000000,32A50FCC,37A1316D,47B50844,443CF0AF
14,1500.0,43,47B8FBC1,440DC636,BD938B69,43951A5F,3BF7941E,00000000,00000000,40C06ED2,00000000,32A65B7C,37A27557,47B7B5C4,441CDB8A
14,1500.0,44,47BB7530,43E13BD2,BD6D1A6A,4395780D,3BFF74C6,00000000,00000000,40B93A18,00000000,32A790FA,37A3A394,47BA41BE,43FD61C5
14,1500.0,45,47BDC730,43AB1BE7,BD360591,4395CE80,3C0371A4,00000000,00000000,40B293B4,00000000,32A8AE97,37A4BA7F,47BCA8A3,43C515DF
14,1500.0,46,47BFEC14,4373218B,BD028BC5,43961CEE,3C06E09B,00000000,00000000,40AC8B37,00000000,32A9B1B6,37A5B78C,47BEE5BD,439121EF
14,1500.0,47,47C1DB71,431A7842,BCA745F5,43966208,3C09F0E6,00000000,00000000,40A73A73,00000000,32AA9603,37A6967E,47C0F26C,4343FF38
14,1500.0,48,47C386CA,429D1AC4,BC2B5789,43969B42,3C0C7ADE,00000000,00000000,40A2D38D,00000000,32AB5313,37A74F20,47C2C476,42E1E296
14,1500.0,49,47C4C68E,41B0A5E2,BB41B390,4396C000,3C0E005C,00000000,00000000,40A00000,00000000,32ABCC77,37A7C5AC,47C4491D,4230A5E2
15,1500.0,1,45C56DA0,46A9BC06,80000000,43758000,39A5A227,00000000,00000000,4235A49C,00000000,00000000,00000000,459C4000,46B59D4D
15,1500.0,2,460BBE28,4695963C,80000000,43758000,39694F6D,00000000,00000000,4224B5FB,00000000,00000000,00000000,45EE9B40,469DDAC0
15,1500.0,3,46347860,4686FBDE,80000000,43758000,39345DED,00000000,00000000,4217BC71,00000000,00000000,00000000,46202EB0,468D51B7
15,1500.0,4,465CE468,4676E988,80000000,43788492,39420EB0,00000000,00000000,420D1A1F,00000000,00000000,00000000,4648C210,4680A606
15,1500.0,5,46828094,4663ACB0,80000000,437C7BE3,39695007,00000000,00000000,42040966,00000000,00000000,00000000,467106C0,466C8704
15,1500.0,6,469666B6,465319B4,80000000,437FF16E,398822F7,00000000,00000000,41F8429B,00000000,00000000,00000000,468C7DC8,465AD25C
15,1500.0,7,46AA2402,464487A6,80000000,4381817A,399B6174,00000000,00000000,41EA3BA6,00000000,00000000,00000000,46A04FA4,464B610B
15,1500.0,8,46BDB7DA,46378694,80000000,4382E26D,39AE5502,00000000,00000000,41DDA0AC,00000000,00000000,00000000,46B3F860,463DAE40
15,1500.0,9,46D1219A,462BC84C,80000000,438422E2,39C0F4D7,00000000,00000000,41D22EC9,00000000,00000000,00000000,46C77754,46315EE7
15,1500.0,10,46E46098,462113EE,80000000,43854845,39D3E1AB,00000000,00000000,41C7B466,00000000,00000000,00000000,46DACBE0,462631B0
15,1500.0,11,46F7741C,46173EBE,80000000,438656BB,39FCE83B,00000000,00000000,41BE0B98,00000000,00000000,00000000,46EDF550,461BF62B
15,1500.0,12,47052DB5,460E27CC,80000000,43875181,3A13A500,00000000,00000000,41B516D0,00000000,00000000,00000000,47007974,46128752
15,1500.0,13,470E8AE0,4605B52C,80000000,43883B29,3A2964DC,00000000,00000000,41ACBE88,00000000,00000000,00000000,4709E1F6,4609C847
15,1500.0,14,4717D12A,45FBA424,80000000,438915C8,3A3F993A,00000000,00000000,41A4EFB2,00000000,00000000,00000000,471333CA,4601A210
15,1500.0,15,47210026,45ECDB26,80000000,4389E314,3A562B18,00000000,00000000,419D9AB3,00000000,00000000,00000000,471C6E89,45F40428
15,1500.0,16,472A1768,45DEF36C,80000000,438AA479,3A6D0656,00000000,00000000,4196B28A,00000000,00000000,00000000,472591C4,45E5B225
15,1500.0,17,47331678,45D1D5A4,80000000,438B5B27,3A820C6F,00000000,00000000,41902C54,00000000,00000000,00000000,472E9D0C,45D834B4
15,1500.0,18,473BFCDA,45C56E24,80000000,438C0821,3A8DA96E,00000000,00000000,4189FED3,00000000,00000000,00000000,47378FE4,45CB7694
15,1500.0,19,4744CA0D,45B9AC2E,80000000,438CAC44,3A995300,00000000,00000000,41842222,00000000,00000000,00000000,474069D0,45BF65B4
15,1500.0,20,474D7D88,45AE8169,80000000,438D4850,3AA502E1,00000000,00000000,417D1EE3,00000000,00000000,00000000,47492A4A,45B3F2A9
15,1500.0,21,475616BC,45A3E16E,80000000,438DDCE8,3AB0B313,00000000,00000000,417281BE,00000000,00000000,00000000,4751D0C6,45A91029
15,1500.0,22,475E9510,4599C17B,80000000,438E6A9C,3ABC5E4B,00000000,00000000,41686293,00000000,00000000,00000000,475A5CB1,459EB2B3
15,1500.0,23,4766F7E1,4590182C,80000000,438EF1EA,3AC7FFA6,00000000,00000000,415EB868,00000000,00000000,00000000,4762CD6E,4594D043
15,1500.0,24,476F3E84,4586DD43,80000000,438F7341,3AD392A5,00000000,00000000,41557B55,00000000,00000000,00000000,476B2254,458B6015
15,1500.0,25,47776842,457C12EE,80000000,438FEF03,3AE4E05A,00000000,00000000,414CA458,00000000,00000000,00000000,47735AB4,45825A71
15,1500.0,26,477F7458,456B2C9A,80000000,43906588,3AFF80D3,00000000,00000000,41442D2C,00000000,00000000,00000000,477B75D0,457370FA
15,1500.0,27,4783B0FB,455AFC1C,80000000,4390D71B,3B0D1946,00000000,00000000,413C1062,00000000,00000000,00000000,4781B970,4562E839
15,1500.0,28,4787981E,454B7772,80000000,43914400,3B1A7317,00000000,00000000,4134492A,00000000,00000000,00000000,4785A886,45531000
15,1500.0,29,478B6F1C,453C95B2,80000000,4391AC73,3B27C68F,00000000,00000000,412CD334,00000000,00000000,00000000,478987B5,4543DEE4
15,1500.0,30,478F3572,452E4EFE,80000000,439210AA,3B350C9B,00000000,00000000,4125AABE,00000000,00000000,00000000,478D5682,45354C80
15,1500.0,31,4792EA95,45209C60,80000000,439270D2,3B423E36,00000000,00000000,411ECC6D,00000000,00000000,00000000,47911463,4527517C
15,1500.0,32,47968DEA,451377B2,80000000,4392CD16,3B4F54C0,00000000,00000000,41183550,00000000,00000000,00000000,4794C0C7,4519E744
15,1500.0,33,479A1ECA,4506DB96,80000000,43932598,3B5C4952,00000000,00000000,4111E2D7,00000000,00000000,00000000,47985B0D,450D081F
15,1500.0,34,479D9C7B,44F586CC,80000000,43937A79,3B69156A,00000000,00000000,410BD2D1,00000000,00000000,00000000,479BE286,4500AF0C
15,1500.0,35,47A10632,44DE565B,80000000,4393CBD1,3B75B1F4,00000000,00000000,41060362,00000000,00000000,00000000,479F5670,44E9AF7F
15,1500.0,36,47A45B0A,44C81F3E,80000000,439419B6,3B810C07,00000000,00000000,41007304,00000000,00000000,00000000,47A2B5F3,44D2FD37
15,1500.0,37,47A79A06,44B2DC32,80000000,43946438,3B872024,00000000,00000000,40F64117,00000000,00000000,00000000,47A60021,44BD4145
15,1500.0,38,47AAC205,449E895B,80000000,4394AB64,3B8D1195,00000000,00000000,40EC1651,00000000,00000000,00000000,47A933EB,44A87720
15,1500.0,39,47ADD1BE,448B2452,80000000,4394EF3E,3B92DC06,00000000,00000000,40E264E4,00000000,00000000,00000000,47AC501F,44949B96
15,1500.0,40,47B0C7B3,447158D0,80000000,43952FC5,3B95D134,00000000,00000000,40D92CEF,00000000,00000000,00000000,47AF535C,4481AD0D
15,1500.0,41,47B3A227,444E459D,80000000,43956CF3,3B97C23F,00000000,00000000,40D06F8A,00000000,00000000,00000000,47B23C0A,445F5786
15,1500.0,42,47B65F04,442D15B6,80000000,4395A6B7,3B999994,00000000,00000000,40C82F08,00000000,00000000,00000000,47B50844,443D33B4
15,1500.0,43,47B8FBC1,440DD551,80000000,4395DCF5,3B9B556A,00000000,00000000,40C06F57,00000000,00000000,00000000,47B7B5C4,441CF7B7
15,1500.0,44,47BB7530,43E13086,80000000,43960F81,3B9CF351,00000000,00000000,40B936AF,00000000,00000000,00000000,47BA41BE,43FD65D5
15,1500.0,45,47BDC730,43AAFAC1,80000000,43963E1A,3B9E7019,00000000,00000000,40B28EA1,00000000,00000000,00000000,47BCA8A3,43C4FB36
15,1500.0,46,47BFEC14,4372D325,80000000,43966854,3B9FC697,00000000,00000000,40AC8641,00000000,00000000,00000000,47BEE5BD,4390FA4C
15,1500.0,47,47C1DB71,431A3550,80000000,43968D80,3BA0EED3,00000000,00000000,40A736D8,00000000,00000000,00000000,47C0F26C,4343B1B2
15,1500.0,48,47C386CA,429CC901,80000000,4396AC43,3BA1D8BF,00000000,00000000,40A2D1ED,00000000,00000000,00000000,47C2C476,42E171DC
15,1500.0,49,47C4C68E,41B0404B,80000000,4396C000,3BA2498F,00000000,00000000,40A00000,00000000,00000000,00000000,47C4491D,4230404B
16,1500.0,1,45C56DA0,46B52DAE,80000000,4386C000,3CF3FB6E,00000000,00000000,423FEEE3,00000000,00000000,00000000,459C4000,46C27412
16,1500.0,2,460BBE28,469EB723,80000000,4386C000,3CA866BC,00000000,00000000,422D1DB0,00000000,00000000,00000000,45EE9B40,46A7E749
16,1500.0,3,46347860,468E81C2,80000000,4386C000,3C80CBBE,00000000,00000000,421EBCF6,00000000,00000000,00000000,46202EB0,469586FD
16,1500.0,4,465CE468,4681CEA4,80000000,4386DC94,3C547A91,00000000,00000000,42131B64,00000000,00000000,00000000,4648C210,46877C88
16,1500.0,5,46828094,466EA316,80000000,438817C4,3C57D332,00000000,00000000,420941E2,00000000,00000000,00000000,467106C0,4678417E
16,1500.0,6,469666B6,465CAD39,80000000,4389291A,3C5ABB39,00000000,00000000,4200B72E,00000000,00000000,00000000,468C7DC8,466504AD
16,1500.0,7,46AA2402,464CF8F6,80000000,438A1A5C,3C5D43BC,00000000,00000000,41F25A45,00000000,00000000,00000000,46A04FA4,465455C5
16,1500.0,8,46BDB7DA,463F05E6,80000000,438AF233,3C5F7BA8,00000000,00000000,41E4DCD1,00000000,00000000,00000000,46B3F860,46459C27
16,1500.0,9,46D1219A,46327ABD,80000000,438BB563,3C616FE7,00000000,00000000,41D8A9D1,00000000,00000000,00000000,46C77754,46386FA4
16,1500.0,10,46E46098,462716CD,80000000,438C6770,3C632AC1,00000000,00000000,41CD88FA,00000000,00000000,00000000,46DACBE0,462C85D6
16,1500.0,11,46F7741C,461CA964,80000000,438D0B12,3C6B3B63,00000000,00000000,41C34EDE,00000000,00000000,00000000,46EDF550,4621A7C4
16,1500.0,12,47052DB5,46130CC8,80000000,438DA266,3C79E292,00000000,00000000,41B9D9A5,00000000,00000000,00000000,47007974,4617AB04
16,1500.0,13,470E8AE0,460A23A4,80000000,438E2F0F,3C83CDA8,00000000,00000000,41B10F17,00000000,00000000,00000000,4709E1F6,460E6E8B
16,1500.0,14,4717D12A,4601D6D2,80000000,438EB260,3C8A3FA9,00000000,00000000,41A8DA04,00000000,00000000,00000000,471333CA,4605D8BC
16,1500.0,15,47210026,45F4270C,80000000,438F2D6E,3C905203,00000000,00000000,41A1291A,00000000,00000000,00000000,471C6E89,45FBA9D0
16,1500.0,16,472A1768,45E59485,80000000,438FA121,3C960DF7,00000000,00000000,4199EDF6,00000000,00000000,00000000,472591C4,45ECA447
16,1500.0,17,47331678,45D7DC44,80000000,43900E37,3C9B7B1A,00000000,00000000,41931C8E,00000000,00000000,00000000,472E9D0C,45DE84C3
16,1500.0,18,473BFCDA,45CAE894,80000000,43907555,3CA0A046,00000000,00000000,418CAAB2,00000000,00000000,00000000,47378FE4,45D133C6
16,1500.0,19,4744CA0D,45BEA700,80000000,4390D705,3CA5833A,00000000,00000000,41868FAD,00000000,00000000,00000000,474069D0,45C49D62
16,1500.0,20,474D7D88,45B307BC,80000000,439133C0,3CAA2923,00000000,00000000,4180C406,00000000,00000000,00000000,47492A4A,45B8B09D
16,1500.0,21,475616BC,45A7FD2A,80000000,43918BEC,3CAE9657,00000000,00000000,4176828A,00000000,00000000,00000000,4751D0C6,45AD5EDB
