case,dx,k,ptu,pqu,plu,pmfu,pmfus,pmfuq,pmful,pdmfup,plrain,klab
17,9000.0,41,437E69CC,3A3FF36D,00000000,3CACAE6D,45AD4231,37817A56,00000000,00000000,00000000,1
17,9000.0,42,437F0551,3A477B9F,00000000,3C9636B1,459669D2,376A1A1A,00000000,00000000,00000000,1
17,9000.0,43,437F97AE,3A4ED09D,00000000,3C801903,458005EF,374EF907,00000000,00000000,00000000,1
17,9000.0,44,4380057C,3A5DB804,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,9000.0,45,4380453E,3A642977,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,9000.0,46,43807F8C,3A6A2229,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,9000.0,47,4380B3B0,3A6F818E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,9000.0,48,4380E881,3A6E324D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,9000.0,49,4380E87E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,9000.0,1,43560000,38829306,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,9000.0,2,436202E3,39CCD708,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,9000.0,3,435E9F20,393CE8F0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,9000.0,4,435CB200,38E0C140,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,9000.0,5,435B75CB,38996A3D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,9000.0,6,435A9A1B,3863CF9A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,9000.0,7,4359F8B8,3832E274,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,9000.0,8,43597D20,38122402,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,9000.0,9,435A1AD8,380ECFE4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,9000.0,10,435D5F24,385053EE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,9000.0,11,436066DD,38923E08,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,9000.0,12,436339FA,38C6B2BB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,9000.0,13,4365DEF9,39033CC2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,9000.0,14,436874DA,3904263E,00000000,3CBF39FA,45DE72CB,36456CEC,00000000,00000000,00000000,1
18,9000.0,15,436ACFEA,392BE0A6,00000000,3CE2C41D,4603294D,36983FFE,00000000,00000000,00000000,1
18,9000.0,16,436D0A4D,395A5746,00000000,3D019407,46151BB8,36DD0875,00000000,00000000,00000000,1
18,9000.0,17,436F2721,3987E9EC,00000000,3D100B30,4624EDD4,3718F30B,00000000,00000000,00000000,1
18,9000.0,18,43712907,39A647F7,00000000,3D1CAFF7,46328ED1,374B8C4C,00000000,00000000,00000000,1
18,9000.0,19,43731249,39C85B51,00000000,3D2777AE,463DFBE2,3783113C,00000000,00000000,00000000,1
18,9000.0,20,4374E4DC,39EE322F,00000000,3D3061D9,46473CFE,37A41D8B,00000000,00000000,00000000,1
18,9000.0,21,4376A27A,3A0BE9E2,00000000,3D3775F9,464E624C,37C88955,00000000,00000000,00000000,1
18,9000.0,22,43784CA1,3A22A061,00000000,3D3CC1BA,465381FE,37EFD1B1,00000000,00000000,00000000,1
18,9000.0,23,4379E4A4,3A3B399F,00000000,3D405773,4656B6AF,380CAB2C,00000000,00000000,00000000,1
18,9000.0,24,437B6BA6,3A556F66,00000000,3D424CFA,46581E02,3821FE99,00000000,00000000,00000000,1
18,9000.0,25,437CE2B0,3A6E79E8,00000000,3D42BAF5,4657D7F9,3835668B,00000000,00000000,00000000,1
18,9000.0,26,437E4AAA,3A846899,00000000,3D41BB16,46560501,3848673E,00000000,00000000,00000000,1
18,9000.0,27,437FA462,3A923351,00000000,3D3F686C,4652C657,385A9FD8,00000000,00000000,00000000,1
18,9000.0,28,43807846,3AA094E6,00000000,3D3BDE8F,464E3D2E,386BB0BE,00000000,00000000,00000000,1
18,9000.0,29,438117E7,3AAF8470,00000000,3D373942,46488A5B,387B3DDC,00000000,00000000,00000000,1
18,9000.0,30,4381B15D,3ABEF826,00000000,3D319415,4641CDED,38847809,00000000,00000000,00000000,1
18,9000.0,31,438244E4,3ACEE598,00000000,3D2B0A33,463A2708,388A3B9B,00000000,00000000,00000000,1
18,9000.0,32,4382D2B4,3ADF4167,00000000,3D23B633,4631B3C5,388EC58A,00000000,00000000,00000000,1
18,9000.0,33,43835B00,3AEFFF88,00000000,3D1BB1F2,4628910E,3891F68A,00000000,00000000,00000000,1
18,9000.0,34,4383DDEE,3B00897A,00000000,3D131688,461EDA9C,3893B482,00000000,00000000,00000000,1
18,9000.0,35,43845BA2,3B0936E5,00000000,3D09FC32,4614AAED,3893EB1B,00000000,00000000,00000000,1
18,9000.0,36,4384D439,3B120086,00000000,3D007A5E,460A1B58,38928C1A,00000000,00000000,00000000,1
18,9000.0,37,438547C3,3B1ADE6F,00000000,3CED4F46,45FE880B,388F8FE2,00000000,00000000,00000000,1
18,9000.0,38,4385B653,3B23C7EC,00000000,3CD933B0,45E8783F,388AF588,00000000,00000000,00000000,1
18,9000.0,39,43861FEE,3B2CB3C4,00000000,3CC4CC69,45D233D9,3884C388,00000000,00000000,00000000,1
18,9000.0,40,43868490,3B351BA5,00000000,3CB04300,45BBE61E,387964CF,00000000,00000000,00000000,1
18,9000.0,41,4386E42D,3B3CD71F,00000000,3C9BC033,45A5B919,3865C80D,00000000,00000000,00000000,1
18,9000.0,42,43873EAD,3B446B96,00000000,3C876C49,458FD613,384FCFA3,00000000,00000000,00000000,1
18,9000.0,43,438793E6,3B4BCD9A,00000000,3C66E0EF,4574CE15,3837CDCB,00000000,00000000,00000000,1
18,9000.0,44,4387E39C,3B52F028,00000000,3C3FEF16,454B2ED2,381E262E,00000000,00000000,00000000,1
18,9000.0,45,438817D3,3B5E2A40,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,9000.0,46,43885CE4,3B644AD5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,9000.0,47,43889AE0,3B69E0E8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,9000.0,48,4388E073,3B6B74D3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,9000.0,49,4388FA19,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,1,43458000,36D299B5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,2,4351556F,383E86F7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,3,434DC570,37A140AC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,4,4351677C,37CD7805,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,5,4357A020,383CCCBE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,6,435D2805,389BF9A4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,7,43622031,38EDC5E4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,8,4366A25C,392A5350,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,9,436AC257,39686766,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,10,436E8FA8,39987F8A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,11,4372168E,39D2B3F2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,12,437560CC,3A0F8044,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,13,43787648,3A3DF624,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,14,437B5D0B,3A75904C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,15,437E18BC,3A9BD159,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,16,4380586F,3AC1C7FE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,17,438194AA,3AECD722,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,18,4382C28B,3B0E94D6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,19,4383E34E,3B2971DE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,20,4384F7F8,3B470FF4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,21,43860164,3B677702,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,22,43870053,3B855477,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,23,4387F570,3B985105,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,24,4388E07C,3BACA22B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,25,4389C065,3BC27CAB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,26,438A97AB,3BD7C3EA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,27,438B66C5,3BECA3BE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,28,438C2E17,3C012B6C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,29,438CEDFC,3C0C67EE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,30,438DA6C1,3C18008F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,31,438E58AB,3C23ED6A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,32,438F03F8,3C30267C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,33,438FA8DD,3C3CA2D9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,34,43904787,3C495930,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,35,4390E01B,3C563F5F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,36,439172BC,3C634A93,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,37,4391FF7C,3C706F3E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,38,4392866D,3C7DA0AF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,39,43930794,3C8568A8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,40,439382F0,3C8BF911,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,41,4393F870,3C91E7A0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,42,439467F8,3C977D49,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,43,4394D15B,3C9CEBA9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,44,43953459,3CA2291B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,45,4395908F,3CA72989,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
1,13500.0,46,4395B61A,3CB44622,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
1,13500.0,47,43961CDA,3CB6E18D,322BCC77,3C0987C2,451F3C3E,39447F60,2EB8970D,00000000,00000000,2
1,13500.0,48,43967AD7,3CB9DE12,00000000,00000000,00000000,00000000,00000000,00000000,00000000,1
1,13500.0,49,4396DBED,3CBE633B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,1
2,13500.0,1,43468000,36F520CD,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
2,13500.0,2,432C228A,339C118B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
2,13500.0,3,433CD77E,35BC8168,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,4,4349F33D,3723773A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,5,4354E13E,3827429F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,6,435E2EA1,38F4C0DF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,7,4366266A,398D6817,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,8,436CF6F8,3A08D485,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,9,4372C696,3A66ED10,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,10,4377BB21,3AAF511D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,11,437BF742,3AF59E9E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,12,437F95C2,3B226F43,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,13,43815C1F,3B4CFAB4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,14,4382BDEB,3B791B18,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,15,4383FB3D,3B92EF30,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,16,43851C46,3BA95083,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,17,43862740,3BBF7BDB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,18,438720FC,3BD54D88,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,19,43880E23,3BEAC911,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,20,4388F1CF,3BFFF863,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,21,4389C98C,3C0A8D82,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,22,438A956C,3C151742,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,23,438B5637,3C1F8CFE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,24,438C0D3E,3C29F1F7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,25,438CBBA5,3C344AAE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,26,438D626D,3C3E9CC8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,27,438E0285,3C48F03C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,28,438E9CB2,3C534C65,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,29,438F318D,3C5DB691,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,30,438FC18F,3C6832AF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,31,43904D15,3C72C30D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,32,4390D460,3C7D6802,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,33,43915799,3C840FE2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,34,4391D6D3,3C8972E4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,35,43925209,3C8ED97B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,36,4392C920,3C943E56,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,37,43933BEA,3C999A87,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,38,4393AA20,3C9EE507,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,39,43941365,3CA412A0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,40,43947745,3CA915B2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,41,4394D588,3CADE50C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,42,43952E23,3CB27B73,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,43,439580B9,3CB6CD21,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,44,4395CCB4,3CBAC9AE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,45,4396116A,3CBE5F78,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
2,13500.0,46,43964E28,3CC17CB2,37E1E800,3F158E39,482DEB1B,3C621224,3783F989,00000000,00000000,2
2,13500.0,47,4396B150,3CC2DB43,00000000,00000000,00000000,00000000,00000000,00000000,00000000,1
2,13500.0,48,43971C61,3CC33D97,00000000,00000000,00000000,00000000,00000000,00000000,00000000,1
2,13500.0,49,43972408,3CC7B8C5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,1
3,13500.0,1,43468000,36F520CD,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
3,13500.0,2,432C3572,339E8FCF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
3,13500.0,3,433CEA62,35BEFB4B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,4,434A060E,372552FE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,5,4354F3D4,3828F14C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,6,435E40BE,38F6F2CD,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,7,436637B8,398E883F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,8,436D072A,3A09CA2D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,9,4372D583,3A685863,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,10,4377C8BE,3AB0426B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,11,437C0391,3AF6CA72,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,12,437FA0DF,3B23202C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,13,43816131,3B4DC1CE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,14,4382C29D,3B79F479,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,15,4383FFA4,3B936367,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,16,43852075,3BA9CAED,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,17,43862B44,3BBFFB57,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,18,438724E2,3BD5D14F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,19,438811FC,3BEB5155,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,20,4388F593,3C004251,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,21,4389CD32,3C0AD610,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,22,438A98EF,3C156170,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,23,438B5998,3C1FD876,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,24,438C107B,3C2A3E24,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,25,438CBEBB,3C3496CF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,26,438D6558,3C3EE817,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,27,438E0540,3C4939E3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,28,438E9F3B,3C53939D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,29,438F33E0,3C5DFA6D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,30,438FC3A9,3C687266,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,31,43904EF2,3C72FDBE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,32,4390D5FE,3C7D9CB7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,33,439158F7,3C8426DF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,34,4391D7EF,3C89863A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,35,439252E4,3C8EE8DC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,36,4392C9BE,3C9449C4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,37,43933C50,3C99A220,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,38,4393AA57,3C9EE93B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,39,4394137A,3CA4144C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,40,43947749,3CA915FE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,41,4394D588,3CADE50C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,42,43952E23,3CB27B73,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,43,439580B9,3CB6CD21,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,44,4395CCB4,3CBAC9AE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,45,4396116A,3CBE5F78,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
3,13500.0,46,43964E28,3CC17CB2,37E1E800,3F158E39,482DEB1B,3C621224,3783F989,00000000,00000000,2
3,13500.0,47,4396B150,3CC2DB43,00000000,00000000,00000000,00000000,00000000,00000000,00000000,1
3,13500.0,48,43971C61,3CC33D97,00000000,00000000,00000000,00000000,00000000,00000000,00000000,1
3,13500.0,49,43972408,3CC7B8C5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,1
4,13500.0,1,4346CCCC,37003AF3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
4,13500.0,2,432D78B2,33CF7524,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
4,13500.0,3,433E33DC,35EF63AD,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,4,434B5176,3749770B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,5,43563DDE,384990E1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,6,435F841A,3910AA0E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,7,43676DDD,39A42A77,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,8,436E2A51,3A1C21EF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,9,4373E269,3A81AA1F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,10,4378BEA7,3AC21B51,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,11,437CE244,3B067AE5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,12,43803554,3B302B33,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,13,4381BDC2,3B5C6E6C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,14,438318B4,3B84FD00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,15,438450C5,3B9BF540,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,16,43856DD8,3BB2D480,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,17,438675EA,3BC96A0C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,18,43876DA2,3BDF952F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,19,43885A36,3BF57389,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,20,43893C58,3C058105,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,21,438A122D,3C104A95,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,22,438ADBE2,3C1B0011,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,23,438B9AC3,3C25A009,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,24,438C5016,3C302DF7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,25,438CFCFA,3C3AAEE3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,26,438DA268,3C4528EA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,27,438E414A,3C4FA43E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,28,438EDA64,3C5A28EB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,29,438F6E4A,3C64BC60,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,30,438FFD73,3C6F62C6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,31,43908837,3C7A1E70,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,32,43910ED6,3C8277E1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,33,43919178,3C87EA7A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,34,4392102B,3C8D64C2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,35,43928AED,3C92E317,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,36,439301A0,3C986028,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,37,43937416,3C9DD505,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,38,4393E20B,3CA338A6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,39,43944B22,3CA87FC6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,40,4394AEE9,3CAD9CB9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,41,43950D21,3CB285C6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,42,439565B3,3CB7349F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,43,4395B83E,3CBB9CC8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,44,43960426,3CBFAD42,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,45,439648C3,3CC353D9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,46,4396855D,3CC67E26,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
4,13500.0,47,4396D76A,3CC854ED,322BCC77,3F08EBA5,481F4CCA,3C564B0A,31B7C585,00000000,00000000,2
4,13500.0,48,439742A5,3CC8B95D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,1
4,13500.0,49,43974A64,3CCD5B59,00000000,00000000,00000000,00000000,00000000,00000000,00000000,1
5,13500.0,1,43470000,3704242C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
5,13500.0,2,432D2964,33C24AE0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
5,13500.0,3,433DE8EB,35E3766D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
5,13500.0,4,434B0913,3740FE45,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
5,13500.0,5,4355F845,38423C14,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
5,13500.0,6,435F420A,390C1448,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
5,13500.0,7,43673053,399FA57A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
5,13500.0,8,436DF217,3A186C8D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
5,13500.0,9,4373AFBF,3A7E08D9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
5,13500.0,10,4378915C,3ABEB325,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
5,13500.0,11,437CBA1C,3B04694B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,2
