case,dx,k,ptu,pqu,plu,pmfu,pmfus,pmfuq,pmful,pdmfup,plrain,klab
13,4500.0,32,4393D413,3C73880B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
13,4500.0,33,43947FAE,3C749D9E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
13,4500.0,34,439524B5,3C74CBB9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
13,4500.0,35,4395C34D,3C741772,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
13,4500.0,36,43965B98,3C72881A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
13,4500.0,37,4396EDB1,3C7026A7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
13,4500.0,38,439779A7,3C6CFDCA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
13,4500.0,39,4397FF86,3C691A87,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
13,4500.0,40,43987F48,3C648B48,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
13,4500.0,41,4398F8F4,3C699ABA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
13,4500.0,42,43946C59,3C05756E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
13,4500.0,43,4394D50E,3C0A1FBF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
13,4500.0,44,4395375E,3C0E9E05,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
13,4500.0,45,439592ED,3C12E5B3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
13,4500.0,46,4395E728,3C16E8E9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
13,4500.0,47,43963330,3C1A94F3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
13,4500.0,48,439695E9,3C1C23A8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
13,4500.0,49,4396B345,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,1,434D8000,37A8FFF8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,2,435997E4,39111644,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,3,435604D2,387D8A23,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,4,435707F8,385B3603,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,5,435D647B,38C27BBC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,6,43630A7B,391BBE1B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,7,43681C81,3966DC75,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,8,436CB5B2,39A1405A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,9,4370EB06,39D71876,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,10,4374CCDF,3A0A553E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,11,4378680B,3A35CD1E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,12,437BC5E3,3A78F6FF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,13,437EECAA,3AA620E8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,14,4380F3BE,3AD79E8F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,15,43825DD1,3B08B9C1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,16,4383B691,3B2A0B78,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,17,4384FF8F,3B4FF6CF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,18,43863A20,3B7AA38B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,19,43876762,3B9515C8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,20,438887FB,3BAF4046,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,21,438999AD,3BCC0A13,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,22,438A9F49,3BEB70D9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,23,438BFF52,3C017B1C,00000000,3D0F86FA,46339FD0,39913013,00000000,00000000,00000000,1
14,4500.0,24,438CEEDF,3C13C00C,00000000,3D0D7919,46307E10,39A34D56,00000000,00000000,00000000,1
14,4500.0,25,438DD4EA,3C273C9E,00000000,3D0ABD35,462C8DFE,39B5448F,00000000,00000000,00000000,1
14,4500.0,26,438EB1E7,3C370D4E,00000000,3D07692C,4627EBF5,39C1A670,00000000,00000000,00000000,1
14,4500.0,27,438F8630,3C3C197A,00000000,3D039506,4622B6A4,39C15D11,00000000,00000000,00000000,1
14,4500.0,28,438FF684,3C4501C8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,29,4390BCEB,3C4834C1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,30,43917BDD,3C4A831F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,31,439233A0,3C4BEBDD,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,32,4392E475,3C4C6FCC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,33,43938E93,3C4C115C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,34,43943227,3C4AD49A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,35,4394CF5C,3C48BF95,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,36,43956651,3C45DA0A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,37,4395F720,3C422DC3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,38,439681DA,3C3DC5AF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,39,43970686,3C38AF4E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,40,43978525,3C32F9FE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,41,4393FE01,3BE21A03,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,42,43946CC4,3BEA7C3B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,43,4394D566,3BF2A0B4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,44,439537A6,3BFA77D3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,45,43959326,3C00F744,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,46,4395E752,3C047616,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,47,4396334D,3C07A7EA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,48,439695F1,3C08CA12,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
14,4500.0,49,4396BB0C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,1,43758000,39A594C3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,2,437C404A,3B539994,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,3,437AFD8B,3AFE7877,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,4,437A2F95,3AAC4520,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,5,437C4D18,3A95FDE2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,6,437F7F77,3A933356,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,7,43813666,3A913097,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,8,43828ED0,3A8F8EAB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,9,4383CC7F,3A8E427B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,10,4384F2A9,3A8D4447,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,11,4386041C,3A8CB100,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,12,4387034A,3A91EDB9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,13,4387F224,3A979C64,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,14,4388D150,3A9CFD4E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,15,4389A06E,3AA42DDC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,16,438A635E,3AAC0EBC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,17,438B1BB3,3AB45D02,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,18,438BCA61,3ABD051F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,19,438C703E,3AC5F71F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,20,438D0E03,3ACF258B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,21,438DA453,3AD88483,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,22,438E33BA,3AE20904,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,23,438EBCB4,3AEBA96F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,24,438F3FAE,3AF55DFD,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,25,438FBD09,3AFF1DBB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,26,43903520,3B0755B4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,27,4390A83E,3B13CBA1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,28,439116A5,3B205234,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,29,43918092,3B2CE100,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,30,4391E63D,3B396FF3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,31,439247D4,3B45F6E3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,32,4392A580,3B526DFB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,33,4392FF68,3B5ECE1E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,34,439355AB,3B6B0FEE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,35,4393A865,3B772C0A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,36,4393F7A9,3B818D54,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,37,4394438D,3B876A7B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,38,43948C1C,3B8D28E0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,39,4394D160,3B92C4FA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,40,4395135A,3B983A1B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,41,43955206,3B9ADF6A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,42,43958D58,3B9C81BA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,43,4395C53B,3B9E089E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,44,4395F98E,3B9F7185,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,45,43962A1B,3BA0B841,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,46,43965695,3BA1D81E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,47,43967E7C,3BA2C82E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,48,4396C15C,3BA02579,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
15,4500.0,49,4396A943,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
16,4500.0,1,4386C000,3CECED00,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
16,4500.0,2,4388E35C,3D0ABC64,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
16,4500.0,3,43884DF6,3CC094BE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
16,4500.0,4,43880A27,3C9331A5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
16,4500.0,5,4387FD51,3C719DFC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
16,4500.0,6,438916EC,3C6F794D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
16,4500.0,7,438A0925,3C6EA64B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
16,4500.0,8,438AE18F,3C6E5D7A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
16,4500.0,9,438BA592,3C6E5A60,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
16,4500.0,10,438C588A,3C6E7EDA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
16,4500.0,11,438CFD0E,3C6EB922,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
16,4500.0,12,438D9539,3C755827,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
16,4500.0,13,438E22B5,3C814460,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
16,4500.0,14,438EA6CB,3C8777F9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
16,4500.0,15,438F2290,3C8D5063,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
16,4500.0,16,438F96ED,3C92D5CA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
16,4500.0,17,439004A3,3C980F7C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
16,4500.0,18,43906C54,3C9D0383,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
16,4500.0,19,43917117,3C9D8982,00000000,2EDBE6FF,38147135,2C0752C9,00000000,00000000,00000000,1
16,4500.0,20,4391C588,3CA23C1B,00000000,2EDBE6FF,38132668,2C0B5BCF,00000000,00000000,00000000,1
16,4500.0,21,43921626,3CA6B2B7,00000000,2EDBE6FF,3811ECCC,2C0F314D,00000000,00000000,00000000,1
16,4500.0,22,43926333,3CAAF1B2,00000000,2EDBE6FF,3810C2EE,2C12D703,00000000,00000000,00000000,1
16,4500.0,23,4392ACE6,3CAEFCFB,00000000,2EDBE6FF,380FA78A,2C165050,00000000,00000000,00000000,1
16,4500.0,24,4392F373,3CB2D82B,00000000,2EDBE6FF,380E9987,2C19A04D,00000000,00000000,00000000,1
16,4500.0,25,4393370B,3CB68657,00000000,2EDBE6FF,380D97F3,2C1CC99F,00000000,00000000,00000000,1
16,4500.0,26,439377CF,3CB9CD40,00000000,2EDBE6FF,380CA1F1,2C1F9A3D,00000000,00000000,00000000,1
16,4500.0,27,4393B5DF,3CBA1CAB,00000000,2EDBE6FF,380BB6CC,2C1FDE75,00000000,00000000,00000000,1
16,4500.0,28,4393F163,3CBA65BC,00000000,2EDBE6FF,380AD5E2,2C201D39,00000000,00000000,00000000,1
16,4500.0,29,43942A76,3CBAA8F6,00000000,2EDBE6FF,3809FE99,2C2056F8,00000000,00000000,00000000,1
16,4500.0,30,43946135,3CBAE6AD,00000000,2EDBE6FF,3809306C,2C208BFB,00000000,00000000,00000000,1
16,4500.0,31,439495B6,3CBB1F6F,00000000,2EDBE6FF,38086AE5,2C20BCBD,00000000,00000000,00000000,1
16,4500.0,32,4394C80F,3CBB5391,00000000,2EDBE6FF,3807AD9C,2C20E985,00000000,00000000,00000000,1
16,4500.0,33,4394F850,3CBB8349,00000000,2EDBE6FF,3806F832,2C211282,00000000,00000000,00000000,1
16,4500.0,34,43952688,3CBBAEDC,00000000,2EDBE6FF,38064A56,2C2137F0,00000000,00000000,00000000,1
16,4500.0,35,439552C2,3CBBD68F,00000000,2EDBE6FF,3805A3C1,2C215A0A,00000000,00000000,00000000,1
16,4500.0,36,43957D0B,3CBBFA96,00000000,2EDBE6FF,38050436,2C2178FD,00000000,00000000,00000000,1
16,4500.0,37,4395A567,3CBC1B1D,00000000,2EDBE6FF,38046B82,2C2194EE,00000000,00000000,00000000,1
16,4500.0,38,4395CBDA,3CBC3835,00000000,2EDBE6FF,3803D979,2C21ADEB,00000000,00000000,00000000,1
16,4500.0,39,4395F068,3CBC5222,00000000,2EDBE6FF,38034DFF,2C21C430,00000000,00000000,00000000,1
16,4500.0,40,43961308,3CBC68D1,00000000,2EDBE6FF,3802C8F7,2C21D7AD,00000000,00000000,00000000,1
16,4500.0,41,439633B7,3CBC7C44,00000000,2EDBE6FF,38024A5C,2C21E862,00000000,00000000,00000000,1
16,4500.0,42,43965266,3CBC8C8F,00000000,2EDBE6FF,3801D22D,2C21F660,00000000,00000000,00000000,1
16,4500.0,43,43966EFF,3CBC99A0,00000000,2EDBE6FF,3801607B,2C22019A,00000000,00000000,00000000,1
16,4500.0,44,43968963,3CBCA31E,00000000,2EDBE6FF,3800F568,2C2209C1,00000000,00000000,00000000,1
16,4500.0,45,4396747C,3CBDD06C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
16,4500.0,46,43968D63,3CBDBA51,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
16,4500.0,47,4396A388,3CBD9C66,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
16,4500.0,48,4396D748,3CBC9A8A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
16,4500.0,49,4396A426,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,4500.0,1,43508000,37A9D921,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,4500.0,2,435C9EAA,394A77FD,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,4500.0,3,435914C9,38AE3434,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,4500.0,4,43571F52,38469D51,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,4500.0,5,4355E1BD,38036876,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,4500.0,6,435506AD,37BE5FE0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,4500.0,7,43546671,37927914,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,4500.0,8,4353EC21,376C24BE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,4500.0,9,43538BA7,375644F1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,4500.0,10,43547A89,3769B354,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,4500.0,11,4357202B,379FE214,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,4500.0,12,435997C8,37D4A6E2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,4500.0,13,435BE706,3809F824,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,4500.0,14,435E127A,382F340E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,4500.0,15,43601E0C,385A4FD3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,4500.0,16,43620CEB,3885C244,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,4500.0,17,4363E1DA,38A17FC9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,4500.0,18,43659F2A,38C06FEE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,4500.0,19,436753F8,38BCD41A,00000000,3D2C5034,4639D32F,367E3354,00000000,00000000,00000000,1
17,4500.0,20,4368E8CC,38DF7192,00000000,3D378516,4644F42B,36A02E59,00000000,00000000,00000000,1
17,4500.0,21,436A6B40,3902B05C,00000000,3D40A7AA,464DCD74,36C4B3BA,00000000,00000000,00000000,1
17,4500.0,22,436BDCA6,39174F8A,00000000,3D47C1FF,46547259,36EC22FC,00000000,00000000,00000000,1
17,4500.0,23,436D3E25,392D9251,00000000,3D4CE4CF,4658FC43,370AEBBB,00000000,00000000,00000000,1
17,4500.0,24,436E90C4,3945724F,00000000,3D5025DA,465B88F8,37208A12,00000000,00000000,00000000,1
17,4500.0,25,436FD567,395EE683,00000000,3D519EA7,465C3945,37368455,00000000,00000000,00000000,1
17,4500.0,26,43710CDF,3979E3E4,00000000,3D516B57,465B2FCF,374C6BD4,00000000,00000000,00000000,1
17,4500.0,27,437237E2,398B2E75,00000000,3D4FA9E7,46589056,3761CDE0,00000000,00000000,00000000,1
17,4500.0,28,4373570B,399A20F5,00000000,3D4C7957,46547EDA,377636A2,00000000,00000000,00000000,1
17,4500.0,29,43746AED,39A9C096,00000000,3D47F93B,464F1F45,378499F8,00000000,00000000,00000000,1
17,4500.0,30,4375740A,39BA0391,00000000,3D424932,464894DD,378D2BE3,00000000,00000000,00000000,1
17,4500.0,31,437672CB,39CADEC4,00000000,3D3B8898,46410208,37949CF8,00000000,00000000,00000000,1
17,4500.0,32,43776798,39DC464D,00000000,3D33D649,4638881F,379ABD89,00000000,00000000,00000000,1
17,4500.0,33,437852C1,39EE2D10,00000000,3D2B5062,462F4734,379F62E3,00000000,00000000,00000000,1
17,4500.0,34,43793493,3A004275,00000000,3D22142B,46255E0F,37A26852,00000000,00000000,00000000,1
17,4500.0,35,437A0D4C,3A099F39,00000000,3D183DFB,461AEA1D,37A3AFB7,00000000,00000000,00000000,1
17,4500.0,36,437ADD19,3A132482,00000000,3D0DE93A,46100777,37A32252,00000000,00000000,00000000,1
17,4500.0,37,437BA424,3A1CC953,00000000,3D033052,4604D0E7,37A0B13B,00000000,00000000,00000000,1
17,4500.0,38,437C6284,3A2683F2,00000000,3CF0599B,45F2C011,379C55FC,00000000,00000000,00000000,1
17,4500.0,39,437D1845,3A3049B7,00000000,3CD9EEDD,45DB9AD4,379612F9,00000000,00000000,00000000,1
17,4500.0,40,437DC563,3A384308,00000000,3CC350C6,45C4619A,378C9533,00000000,00000000,00000000,1
17,4500.0,41,437E69CC,3A3FF36D,00000000,3CACAE6D,45AD4231,37817A56,00000000,00000000,00000000,1
17,4500.0,42,437F0551,3A477B9F,00000000,3C9636B1,459669D2,376A1A1A,00000000,00000000,00000000,1
17,4500.0,43,437F97AE,3A4ED09D,00000000,3C801903,458005EF,374EF907,00000000,00000000,00000000,1
17,4500.0,44,4380057C,3A5DB804,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,4500.0,45,4380453E,3A642977,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,4500.0,46,43807F8C,3A6A2229,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,4500.0,47,4380B3B0,3A6F818E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,4500.0,48,4380E881,3A6E324D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
17,4500.0,49,4380E87E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,4500.0,1,43560000,38829306,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,4500.0,2,436202E3,39CCD708,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,4500.0,3,435E9F20,393CE8F0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,4500.0,4,435CB200,38E0C140,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,4500.0,5,435B75CB,38996A3D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,4500.0,6,435A9A1B,3863CF9A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,4500.0,7,4359F8B8,3832E274,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,4500.0,8,43597D20,38122402,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,4500.0,9,435A1AD8,380ECFE4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,4500.0,10,435D5F24,385053EE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,4500.0,11,436066DD,38923E08,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,4500.0,12,436339FA,38C6B2BB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,4500.0,13,4365DEF9,39033CC2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,0
18,4500.0,14,436874DA,3904263E,00000000,3CBF39FA,45DE72CB,36456CEC,00000000,00000000,00000000,1
18,4500.0,15,436ACFEA,392BE0A6,00000000,3CE2C41D,4603294D,36983FFE,00000000,00000000,00000000,1
18,4500.0,16,436D0A4D,395A5746,00000000,3D019407,46151BB8,36DD0875,00000000,00000000,00000000,1
18,4500.0,17,436F2721,3987E9EC,00000000,3D100B30,4624EDD4,3718F30B,00000000,00000000,00000000,1
18,4500.0,18,43712907,39A647F7,00000000,3D1CAFF7,46328ED1,374B8C4C,00000000,00000000,00000000,1
18,4500.0,19,43731249,39C85B51,00000000,3D2777AE,463DFBE2,3783113C,00000000,00000000,00000000,1
18,4500.0,20,4374E4DC,39EE322F,00000000,3D3061D9,46473CFE,37A41D8B,00000000,00000000,00000000,1
18,4500.0,21,4376A27A,3A0BE9E2,00000000,3D3775F9,464E624C,37C88955,00000000,00000000,00000000,1
18,4500.0,22,43784CA1,3A22A061,00000000,3D3CC1BA,465381FE,37EFD1B1,00000000,00000000,00000000,1
18,4500.0,23,4379E4A4,3A3B399F,00000000,3D405773,4656B6AF,380CAB2C,00000000,00000000,00000000,1
18,4500.0,24,437B6BA6,3A556F66,00000000,3D424CFA,46581E02,3821FE99,00000000,00000000,00000000,1
18,4500.0,25,437CE2B0,3A6E79E8,00000000,3D42BAF5,4657D7F9,3835668B,00000000,00000000,00000000,1
18,4500.0,26,437E4AAA,3A846899,00000000,3D41BB16,46560501,3848673E,00000000,00000000,00000000,1
18,4500.0,27,437FA462,3A923351,00000000,3D3F686C,4652C657,385A9FD8,00000000,00000000,00000000,1
18,4500.0,28,43807846,3AA094E6,00000000,3D3BDE8F,464E3D2E,386BB0BE,00000000,00000000,00000000,1
18,4500.0,29,438117E7,3AAF8470,00000000,3D373942,46488A5B,387B3DDC,00000000,00000000,00000000,1
18,4500.0,30,4381B15D,3ABEF826,00000000,3D319415,4641CDED,38847809,00000000,00000000,00000000,1
18,4500.0,31,438244E4,3ACEE598,00000000,3D2B0A33,463A2708,388A3B9B,00000000,00000000,00000000,1
18,4500.0,32,4382D2B4,3ADF4167,00000000,3D23B633,4631B3C5,388EC58A,00000000,00000000,00000000,1
18,4500.0,33,43835B00,3AEFFF88,00000000,3D1BB1F2,4628910E,3891F68A,00000000,00000000,00000000,1
18,4500.0,34,4383DDEE,3B00897A,00000000,3D131688,461EDA9C,3893B482,00000000,00000000,00000000,1
18,4500.0,35,43845BA2,3B0936E5,00000000,3D09FC32,4614AAED,3893EB1B,00000000,00000000,00000000,1
18,4500.0,36,4384D439,3B120086,00000000,3D007A5E,460A1B58,38928C1A,00000000,00000000,00000000,1
18,4500.0,37,438547C3,3B1ADE6F,00000000,3CED4F46,45FE880B,388F8FE2,00000000,00000000,00000000,1
18,4500.0,38,4385B653,3B23C7EC,00000000,3CD933B0,45E8783F,388AF588,00000000,00000000,00000000,1
18,4500.0,39,43861FEE,3B2CB3C4,00000000,3CC4CC69,45D233D9,3884C388,00000000,00000000,00000000,1
18,4500.0,40,43868490,3B351BA5,00000000,3CB04300,45BBE61E,387964CF,00000000,00000000,00000000,1
18,4500.0,41,4386E42D,3B3CD71F,00000000,3C9BC033,45A5B919,3865C80D,00000000,00000000,00000000,1
18,4500.0,42,43873EAD,3B446B96,00000000,3C876C49,458FD613,384FCFA3,00000000,00000000,00000000,1
18,4500.0,43,438793E6,3B4BCD9A,00000000,3C66E0EF,4574CE15,3837CDCB,00000000,00000000,00000000,1
18,4500.0,44,4387E39C,3B52F028,00000000,3C3FEF16,454B2ED2,381E262E,00000000,00000000,00000000,1
