case,dx,k,ptenh,pqenh,pqsenh,ptu,pqu,ptd,pqd,puu,pvu,pud,pvd,plu,klab
8,4500.0,42,439467F8,3C977D49,3CA280C9,439467F8,3C977D49,439467F8,3C977D49,40D0C030,00000000,40D0C030,00000000,00000000,0
8,4500.0,43,4394D15B,3C9CEBA9,3CA8506F,4394D15B,3C9CEBA9,4394D15B,3C9CEBA9,40C87A81,00000000,40C87A81,00000000,00000000,0
8,4500.0,44,43953459,3CA2291B,3CADEB3A,43953459,3CA2291B,43953459,3CA2291B,40C0B2BE,00000000,40C0B2BE,00000000,00000000,0
8,4500.0,45,4395908F,3CA72989,3CB3446B,4395908F,3CA72989,4395908F,3CA72989,40B96FC3,00000000,40B96FC3,00000000,00000000,0
8,4500.0,46,4395E569,3CABDDD9,3CB84BEC,4395E569,3CABDDD9,4395E569,3CABDDD9,40B2BBCA,00000000,40B2BBCA,00000000,00000000,0
8,4500.0,47,43963206,3CB031B6,3CBCEC2C,43963206,3CB031B6,43963206,3CB031B6,40ACA69F,00000000,40ACA69F,00000000,00000000,0
8,4500.0,48,43969592,3CB32FE1,3CC02E29,43969592,3CB32FE1,43969592,3CB32FE1,40A74A69,00000000,40A74A69,00000000,00000000,0
8,4500.0,49,4396A428,3CB8697E,3CC3AA28,4396A428,3CB8697E,4396A428,3CB8697E,40A2D9D6,00000000,40A2D9D6,00000000,00000000,0
9,4500.0,1,434D8000,3792778A,00000000,434D8000,3792778A,434D8000,3792778A,42299875,00000000,42299875,00000000,00000000,0
9,4500.0,2,435997E2,390E4536,391F7CEC,435997E2,390E4536,435997E2,390E4536,42299875,00000000,42299875,00000000,00000000,0
9,4500.0,3,435604D3,387594EC,38931DC2,435604D3,387594EC,435604D3,387594EC,421B6C8C,00000000,421B6C8C,00000000,00000000,0
9,4500.0,4,4357099E,38523586,3886C8F8,4357099E,38523586,4357099E,38523586,42106900,00000000,42106900,00000000,00000000,0
9,4500.0,5,435D662C,38B8BD6E,3901317A,435D662C,38B8BD6E,435D662C,38B8BD6E,42072BF4,00000000,42072BF4,00000000,00000000,0
9,4500.0,6,43630C2F,3912BF0B,395F1744,43630C2F,3912BF0B,43630C2F,3912BF0B,41FE5FB8,00000000,41FE5FB8,00000000,00000000,0
9,4500.0,7,43681E37,3957F750,39B1C7C9,43681E37,3957F750,43681E37,3957F750,41F047B4,00000000,41F047B4,00000000,00000000,0
9,4500.0,8,436CB767,3995DCDC,3A051F9E,436CB767,3995DCDC,436CB767,3995DCDC,41E3A5F6,00000000,41E3A5F6,00000000,00000000,0
9,4500.0,9,4370ECC0,39C6B281,3A3DCE17,4370ECC0,39C6B281,4370ECC0,39C6B281,41D83130,00000000,41D83130,00000000,00000000,0
9,4500.0,10,4374CE95,39FE20E0,3A8212F7,4374CE95,39FE20E0,4374CE95,39FE20E0,41CDB459,00000000,41CDB459,00000000,00000000,0
9,4500.0,11,437869BC,3A24215F,3AACA20D,437869BC,3A24215F,437869BC,3A24215F,41C407C5,00000000,41C407C5,00000000,00000000,0
9,4500.0,12,437BC783,3A5A2CB4,3ADF46E5,437BC783,3A5A2CB4,437BC783,3A5A2CB4,41BB0CEF,00000000,41BB0CEF,00000000,00000000,0
9,4500.0,13,437EEE37,3A8E1F4E,3B0DE767,437EEE37,3A8E1F4E,437EEE37,3A8E1F4E,41B2ABDC,00000000,41B2ABDC,00000000,00000000,0
9,4500.0,14,4380F476,3AB4C1A1,3B318E3A,4380F476,3AB4C1A1,4380F476,3AB4C1A1,41AAD155,00000000,41AAD155,00000000,00000000,0
9,4500.0,15,43825E73,3AE15222,3B5A8771,43825E73,3AE15222,43825E73,3AE15222,41A36DB8,00000000,41A36DB8,00000000,00000000,0
9,4500.0,16,4383B719,3B0A12A4,3B843EFD,4383B719,3B0A12A4,4383B719,3B0A12A4,419C7421,00000000,419C7421,00000000,00000000,0
9,4500.0,17,4384FFF8,3B26C207,3B9D6AC3,4384FFF8,3B26C207,4384FFF8,3B26C207,4195D9C5,00000000,4195D9C5,00000000,00000000,0
9,4500.0,18,43863A60,3B46D389,3BB85601,43863A60,3B46D389,43863A60,3B46D389,418F9592,00000000,418F9592,00000000,00000000,0
9,4500.0,19,43876773,3B6A59A8,3BD46F12,43876773,3B6A59A8,43876773,3B6A59A8,41899FCA,00000000,41899FCA,00000000,00000000,0
9,4500.0,20,438887D2,3B88A04A,3BF0F8B7,438887D2,3B88A04A,438887D2,3B88A04A,4183F1CA,00000000,4183F1CA,00000000,00000000,0
9,4500.0,21,43899949,3B9DFC56,3C06DA6E,43899949,3B9DFC56,43899949,3B9DFC56,417D0BAB,00000000,417D0BAB,00000000,00000000,0
9,4500.0,22,438A9E9B,3BB53E02,3C15D9B9,438A9E9B,3BB53E02,438A9E9B,3BB53E02,4172ADE4,00000000,4172ADE4,00000000,00000000,0
9,4500.0,23,438B9955,3BCE4C52,3C257F36,438B9955,3BCE4C52,438B9955,3BCE4C52,4168C18C,00000000,4168C18C,00000000,00000000,0
9,4500.0,24,438C8A17,3BE91FD6,3C35C0EA,438C8A17,3BE91FD6,438C8A17,3BE91FD6,415F3F04,00000000,415F3F04,00000000,00000000,0
9,4500.0,25,438D7175,3C02D75A,3C469497,438D7175,3C02D75A,438D7175,3C02D75A,41561F92,00000000,41561F92,00000000,00000000,0
9,4500.0,26,438E4FF0,3C10CEA5,3C57EF5F,438E4FF0,3C10CEA5,438E4FF0,3C10CEA5,414D5D64,00000000,414D5D64,00000000,00000000,0
9,4500.0,27,438F25F3,3C1CA4F5,3C69C571,438F25F3,3C1CA4F5,438F25F3,3C1CA4F5,4144F376,00000000,4144F376,00000000,00000000,0
9,4500.0,28,438FF3E9,3C28C8E4,3C7C0B47,438FF3E9,3C28C8E4,438FF3E9,3C28C8E4,413CDD28,00000000,413CDD28,00000000,00000000,0
9,4500.0,29,4390BA2C,3C35332C,3C875AA8,4390BA2C,3C35332C,4390BA2C,3C35332C,41351663,00000000,41351663,00000000,00000000,0
9,4500.0,30,4391790E,3C41DC02,3C90DBBA,4391790E,3C41DC02,4391790E,3C41DC02,412D9B84,00000000,412D9B84,00000000,00000000,0
9,4500.0,31,439230D6,3C4EBB19,3C9A826F,439230D6,3C4EBB19,439230D6,3C4EBB19,41266960,00000000,41266960,00000000,00000000,0
9,4500.0,32,4392E1C6,3C5BC850,3CA44892,4392E1C6,3C5BC850,4392E1C6,3C5BC850,411F7D24,00000000,411F7D24,00000000,00000000,0
9,4500.0,33,43938C14,3C68FADB,3CAE276C,43938C14,3C68FADB,43938C14,3C68FADB,4118D460,00000000,4118D460,00000000,00000000,0
9,4500.0,34,43942FEF,3C76499B,3CB81821,43942FEF,3C76499B,43942FEF,3C76499B,41126CF9,00000000,41126CF9,00000000,00000000,0
9,4500.0,35,4394CD80,3C81D587,3CC21381,4394CD80,3C81D587,4394CD80,3C81D587,410C452B,00000000,410C452B,00000000,00000000,0
9,4500.0,36,439564E5,3C888A76,3CCC11F1,439564E5,3C888A76,439564E5,3C888A76,41065B81,00000000,41065B81,00000000,00000000,0
9,4500.0,37,4395F638,3C8F3E70,3CD60BBB,4395F638,3C8F3E70,4395F638,3C8F3E70,4100AED3,00000000,4100AED3,00000000,00000000,0
9,4500.0,38,43968188,3C95EB85,3CDFF82B,43968188,3C95EB85,43968188,3C95EB85,40F67CA8,00000000,40F67CA8,00000000,00000000,0
9,4500.0,39,43930795,3C83F582,3C9035D5,43930795,3C83F582,43930795,3C83F582,40EC5ED6,00000000,40EC5ED6,00000000,00000000,0
9,4500.0,40,439382F0,3C8BA465,3C966AE9,439382F0,3C8BA465,439382F0,3C8BA465,40E2B4BA,00000000,40E2B4BA,00000000,00000000,0
9,4500.0,41,4393F870,3C91E7A0,3C9C8691,4393F870,3C91E7A0,4393F870,3C91E7A0,40D97F3F,00000000,40D97F3F,00000000,00000000,0
9,4500.0,42,439467F8,3C977D49,3CA280C9,439467F8,3C977D49,439467F8,3C977D49,40D0C030,00000000,40D0C030,00000000,00000000,0
9,4500.0,43,4394D15B,3C9CEBA9,3CA8506F,4394D15B,3C9CEBA9,4394D15B,3C9CEBA9,40C87A81,00000000,40C87A81,00000000,00000000,0
9,4500.0,44,43953459,3CA2291B,3CADEB3A,43953459,3CA2291B,43953459,3CA2291B,40C0B2BE,00000000,40C0B2BE,00000000,00000000,0
9,4500.0,45,4395908F,3CA72989,3CB3446B,4395908F,3CA72989,4395908F,3CA72989,40B96FC3,00000000,40B96FC3,00000000,00000000,0
9,4500.0,46,4395E569,3CABDDD9,3CB84BEC,4395E569,3CABDDD9,4395E569,3CABDDD9,40B2BBCA,00000000,40B2BBCA,00000000,00000000,0
9,4500.0,47,43963206,3CB031B6,3CBCEC2C,43963206,3CB031B6,43963206,3CB031B6,40ACA69F,00000000,40ACA69F,00000000,00000000,0
9,4500.0,48,43969592,3CB32FE1,3CC02E29,43969592,3CB32FE1,43969592,3CB32FE1,40A74A69,00000000,40A74A69,00000000,00000000,0
9,4500.0,49,4396A428,3CB8697E,3CC3AA28,4396A428,3CB8697E,4396A428,3CB8697E,40A2D9D6,00000000,40A2D9D6,00000000,00000000,0
10,4500.0,1,434E0000,37B52427,00000000,434E0000,37B52427,434E0000,37B52427,4229CDFB,00000000,4229CDFB,00000000,00000000,0
10,4500.0,2,435A19E4,391AE34B,392A8005,435A19E4,391AE34B,435A19E4,391AE34B,4229CDFB,00000000,4229CDFB,00000000,00000000,0
10,4500.0,3,435687E1,3887AB9C,389DBA4F,435687E1,3887AB9C,435687E1,3887AB9C,421B993D,00000000,421B993D,00000000,00000000,0
10,4500.0,4,43576B31,38669395,388DE44B,43576B31,38669395,43576B31,38669395,421090A0,00000000,421090A0,00000000,00000000,0
10,4500.0,5,435DCA06,38CC0F86,3907BFDF,435DCA06,38CC0F86,435DCA06,38CC0F86,42074F52,00000000,42074F52,00000000,00000000,0
10,4500.0,6,436371F3,39230D28,396A0884,436371F3,39230D28,436371F3,39230D28,41FE9F15,00000000,41FE9F15,00000000,00000000,0
10,4500.0,7,436885A2,397136B2,39BA3DE3,436885A2,397136B2,436885A2,397136B2,41F0808B,00000000,41F0808B,00000000,00000000,0
10,4500.0,8,436D205A,39A82ED0,3A0B4B54,436D205A,39A82ED0,436D205A,39A82ED0,41E3D8EF,00000000,41E3D8EF,00000000,00000000,0
10,4500.0,9,43715728,39DFFDA5,3A466748,43715728,39DFFDA5,43715728,39DFFDA5,41D85ED0,00000000,41D85ED0,00000000,00000000,0
10,4500.0,10,43753A77,3A0FDBA4,3A87DA4A,43753A77,3A0FDBA4,43753A77,3A0FDBA4,41CDDD0E,00000000,41CDDD0E,00000000,00000000,0
10,4500.0,11,4378D71D,3A38D670,3AB42D60,4378D71D,3A38D670,4378D71D,3A38D670,41C42BEB,00000000,41C42BEB,00000000,00000000,0
10,4500.0,12,437C35EB,3A724D17,3AE90156,437C35EB,3A724D17,437C35EB,3A724D17,41BB2CD4,00000000,41BB2CD4,00000000,00000000,0
10,4500.0,13,437F5E5C,3A9BACB3,3B14202A,437F5E5C,3A9BACB3,437F5E5C,3A9BACB3,41B2C7C4,00000000,41B2C7C4,00000000,00000000,0
10,4500.0,14,43812D7B,3AC39A94,3B3950DB,43812D7B,3AC39A94,43812D7B,3AC39A94,41AAE97E,00000000,41AAE97E,00000000,00000000,0
10,4500.0,15,43829877,3AF13E29,3B63F8A3,43829877,3AF13E29,43829877,3AF13E29,41A38257,00000000,41A38257,00000000,00000000,0
10,4500.0,16,4383F216,3B127036,3B89D9AF,4383F216,3B127036,4383F216,3B127036,419C8566,00000000,419C8566,00000000,00000000,0
10,4500.0,17,43853BEB,3B2F6040,3BA3E942,43853BEB,3B2F6040,43853BEB,3B2F6040,4195E7DC,00000000,4195E7DC,00000000,00000000,0
10,4500.0,18,43867744,3B4F868F,3BBFAF1A,43867744,3B4F868F,43867744,3B4F868F,418FA0A4,00000000,418FA0A4,00000000,00000000,0
10,4500.0,19,4387A543,3B72F0E8,3BDC8CFE,4387A543,3B72F0E8,4387A543,3B72F0E8,4189A7FD,00000000,4189A7FD,00000000,00000000,0
10,4500.0,20,4388C621,3B8CBC95,3BF9B13C,4388C621,3B8CBC95,4388C621,3B8CBC95,4183F742,00000000,4183F742,00000000,00000000,0
10,4500.0,21,4389D7A1,3BA1E90F,3C0BA653,4389D7A1,3BA1E90F,4389D7A1,3BA1E90F,417D1165,00000000,417D1165,00000000,00000000,0
10,4500.0,22,438ADD8A,3BB8D02B,3C1B246E,438ADD8A,3BB8D02B,438ADD8A,3BB8D02B,4172AEA7,00000000,4172AEA7,00000000,00000000,0
10,4500.0,23,438BD8D1,3BD166B8,3C2B4D13,438BD8D1,3BD166B8,438BD8D1,3BD166B8,4168BD95,00000000,4168BD95,00000000,00000000,0
10,4500.0,24,438CCA1A,3BEBA4C7,3C3C15F5,438CCA1A,3BEBA4C7,438CCA1A,3BEBA4C7,415F368B,00000000,415F368B,00000000,00000000,0
10,4500.0,25,438DB1FA,3C03BFFF,3C4D7471,438DB1FA,3C03BFFF,438DB1FA,3C03BFFF,415612CD,00000000,415612CD,00000000,00000000,0
10,4500.0,26,438E90ED,3C116B5A,3C5F5D5E,438E90ED,3C116B5A,438E90ED,3C116B5A,414D4C86,00000000,414D4C86,00000000,00000000,0
10,4500.0,27,438F6766,3C1D4560,3C71C481,438F6766,3C1D4560,438F6766,3C1D4560,4144DEA7,00000000,4144DEA7,00000000,00000000,0
10,4500.0,28,439035CC,3C296D01,3C824F1F,439035CC,3C296D01,439035CC,3C296D01,413CC48E,00000000,413CC48E,00000000,00000000,0
10,4500.0,29,4390FC79,3C35DA8E,3C8BEF18,4390FC79,3C35DA8E,4390FC79,3C35DA8E,4134FA25,00000000,4134FA25,00000000,00000000,0
10,4500.0,30,4391BBC1,3C428677,3C95BC14,4391BBC1,3C428677,4391BBC1,3C428677,412D7BC4,00000000,412D7BC4,00000000,00000000,0
10,4500.0,31,439273EC,3C4F68AB,3C9FAF9D,439273EC,3C4F68AB,439273EC,3C4F68AB,41264640,00000000,41264640,00000000,00000000,0
10,4500.0,32,4390A67E,3C3A7447,3C77A1F4,4390A67E,3C3A7447,4390A67E,3C3A7447,411F7758,00000000,411F7758,00000000,00000000,0
10,4500.0,33,43914DA4,3C498908,3C8368BB,43914DA4,3C498908,43914DA4,3C498908,4118EAB0,00000000,4118EAB0,00000000,00000000,0
10,4500.0,34,4391EE7F,3C590141,3C8B10B9,4391EE7F,3C590141,4391EE7F,3C590141,41129E32,00000000,41129E32,00000000,00000000,0
10,4500.0,35,43928931,3C68CFC5,3C92C341,43928931,3C68CFC5,43928931,3C68CFC5,410C9020,00000000,410C9020,00000000,00000000,0
10,4500.0,36,43931DDB,3C78E6A0,3C9A7A7C,43931DDB,3C78E6A0,43931DDB,3C78E6A0,4106BF09,00000000,4106BF09,00000000,00000000,0
10,4500.0,37,4393AC95,3C849B47,3CA23045,4393AC95,3C849B47,4393AC95,3C849B47,410129CA,00000000,410129CA,00000000,00000000,0
10,4500.0,38,4394356D,3C8CD760,3CA9DDE7,4394356D,3C8CD760,4394356D,3C8CD760,40F79F34,00000000,40F79F34,00000000,00000000,0
10,4500.0,39,4394B86C,3C951E9E,3CB17C79,4394B86C,3C951E9E,4394B86C,3C951E9E,40ED6005,00000000,40ED6005,00000000,00000000,0
10,4500.0,40,4395358D,3C9D66C4,3CB9040C,4395358D,3C9D66C4,4395358D,3C9D66C4,40E395E8,00000000,40E395E8,00000000,00000000,0
10,4500.0,41,4395ACC0,3CA4765C,3CC06C0C,4395ACC0,3CA4765C,4395ACC0,3CA4765C,40DA41C7,00000000,40DA41C7,00000000,00000000,0
10,4500.0,42,43961DE6,3CAAADFF,3CC7AAC7,43961DE6,3CAAADFF,43961DE6,3CAAADFF,40D1657C,00000000,40D1657C,00000000,00000000,0
10,4500.0,43,439688D5,3CB0B9C0,3CCEB574,439688D5,3CB0B9C0,439688D5,3CB0B9C0,40C90408,00000000,40C90408,00000000,00000000,0
10,4500.0,44,4396ED47,3CB68E92,3CD57F6F,4396ED47,3CB68E92,4396ED47,3CB68E92,40C1220D,00000000,40C1220D,00000000,00000000,0
10,4500.0,45,43974ADC,3CBC1F6F,3CDBF9B2,43974ADC,3CBC1F6F,43974ADC,3CBC1F6F,40B9C682,00000000,40B9C682,00000000,00000000,0
10,4500.0,46,4397A0FE,3CC15B85,3CE210F7,4397A0FE,3CC15B85,4397A0FE,3CC15B85,40B2FBC8,00000000,40B2FBC8,00000000,00000000,0
10,4500.0,47,4397EEC8,3CC62C4B,3CE7AB5E,4397EEC8,3CC62C4B,4397EEC8,3CC62C4B,40ACD1E7,00000000,40ACD1E7,00000000,00000000,0
10,4500.0,48,439854FF,3CC98ED0,3CEBC10B,439854FF,3CC98ED0,439854FF,3CC98ED0,40A76362,00000000,40A76362,00000000,00000000,0
10,4500.0,49,439863C9,3CCF5BEC,3CEFF5D9,439863C9,3CCF5BEC,439863C9,3CCF5BEC,40A2E39C,00000000,40A2E39C,00000000,00000000,0
11,4500.0,1,43518000,37919F22,00000000,43518000,37919F22,43518000,37919F22,422B6F9B,00000000,422B6F9B,00000000,00000000,0
11,4500.0,2,435D9DD7,395EF9EB,39862B3C,435D9DD7,395EF9EB,435D9DD7,395EF9EB,422B6F9B,00000000,422B6F9B,00000000,00000000,0
11,4500.0,3,435A18B4,38BDBA33,38FDD073,435A18B4,38BDBA33,435A18B4,38BDBA33,421CFD14,00000000,421CFD14,00000000,00000000,0
11,4500.0,4,4359EF62,388620BE,38C6446A,4359EF62,388620BE,4359EF62,388620BE,4211D2F6,00000000,4211D2F6,00000000,00000000,0
11,4500.0,5,43605CA1,38E01479,393B5326,43605CA1,38E01479,43605CA1,38E01479,42087592,00000000,42087592,00000000,00000000,0
11,4500.0,6,4366107D,392A0010,399FBE9E,4366107D,392A0010,4366107D,392A0010,42005D86,00000000,42005D86,00000000,00000000,0
11,4500.0,7,436B2E9C,396FCD7A,39FBEA42,436B2E9C,396FCD7A,436B2E9C,396FCD7A,41F271B8,00000000,41F271B8,00000000,00000000,0
11,4500.0,8,436FD30A,399FF435,3A3AF29B,436FD30A,399FF435,436FD30A,399FF435,41E5A3CC,00000000,41E5A3CC,00000000,00000000,0
11,4500.0,9,4374136B,39CC6508,3A84460F,4374136B,39CC6508,4374136B,39CC6508,41DA06FB,00000000,41DA06FB,00000000,00000000,0
11,4500.0,10,43780079,39FC9AE8,3AB42AF8,43780079,39FC9AE8,43780079,39FC9AE8,41CF6585,00000000,41CF6585,00000000,00000000,0
11,4500.0,11,437BA67A,3A1AFBA8,3AEE0F18,437BA67A,3A1AFBA8,437BA67A,3A1AFBA8,41C59738,00000000,41C59738,00000000,00000000,0
11,4500.0,12,437F0D00,3A455A5C,3B1A1E24,437F0D00,3A455A5C,437F0D00,3A455A5C,41BC7D26,00000000,41BC7D26,00000000,00000000,0
11,4500.0,13,438120F0,3A75F013,3B440399,438120F0,3A75F013,438120F0,3A75F013,41B3FF06,00000000,41B3FF06,00000000,00000000,0
11,4500.0,14,4382A5C0,3A969A66,3B74A64E,4382A5C0,3A969A66,4382A5C0,3A969A66,41AC095F,00000000,41AC095F,00000000,00000000,0
11,4500.0,15,43841746,3AB5DD79,3B95C598,43841746,3AB5DD79,43841746,3AB5DD79,41A48C5B,00000000,41A48C5B,00000000,00000000,0
11,4500.0,16,43857750,3AD90544,3BB3E5FF,43857750,3AD90544,43857750,3AD90544,419D7AEA,00000000,419D7AEA,00000000,00000000,0
11,4500.0,17,4386C763,3B002344,3BD40CDE,4386C763,3B002344,4386C763,3B002344,4196CA20,00000000,4196CA20,00000000,00000000,0
11,4500.0,18,438808CC,3B15E12A,3BF560C1,438808CC,3B15E12A,438808CC,3B15E12A,419070CC,00000000,419070CC,00000000,00000000,0
11,4500.0,19,438939FB,3B2DA988,3C0B6C15,438939FB,3B2DA988,438939FB,3B2DA988,418A6717,00000000,418A6717,00000000,00000000,0
11,4500.0,20,438A5B59,3B4842C2,3C1CC924,438A5B59,3B4842C2,438A5B59,3B4842C2,4184A648,00000000,4184A648,00000000,00000000,0
11,4500.0,21,438B704B,3B653B04,3C2F06C3,438B704B,3B653B04,438B704B,3B653B04,417E5121,00000000,417E5121,00000000,00000000,0
11,4500.0,22,438C79A9,3B824844,3C4218C3,438C79A9,3B824844,438C79A9,3B824844,4173D1C9,00000000,4173D1C9,00000000,00000000,0
11,4500.0,23,438D7830,3B931EAD,3C55F27B,438D7830,3B931EAD,438D7830,3B931EAD,4169C5BA,00000000,4169C5BA,00000000,00000000,0
11,4500.0,24,438E6C87,3BA51BBC,3C6A86D3,438E6C87,3BA51BBC,438E6C87,3BA51BBC,4160253B,00000000,4160253B,00000000,00000000,0
11,4500.0,25,438F5745,3BB83916,3C7FC87E,438F5745,3BB83916,438F5745,3BB83916,4156E97B,00000000,4156E97B,00000000,00000000,0
11,4500.0,26,439038EC,3BCB512F,3C8AD49C,439038EC,3BCB512F,439038EC,3BCB512F,414E0C88,00000000,414E0C88,00000000,00000000,0
11,4500.0,27,439111EF,3BDB3964,3C960D33,439111EF,3BDB3964,439111EF,3BDB3964,41458938,00000000,41458938,00000000,00000000,0
11,4500.0,28,4391E2B9,3BEB87D4,3CA186D0,4391E2B9,3BEB87D4,4391E2B9,3BEB87D4,413D5ADC,00000000,413D5ADC,00000000,00000000,0
11,4500.0,29,4392ABA5,3BFC3287,3CAD39D6,4392ABA5,3BFC3287,4392ABA5,3BFC3287,41357D4A,00000000,41357D4A,00000000,00000000,0
11,4500.0,30,43936D0C,3C0697DB,3CB91EFF,43936D0C,3C0697DB,43936D0C,3C0697DB,412DECD2,00000000,412DECD2,00000000,00000000,0
11,4500.0,31,43942733,3C0F3A24,3CC52E2A,43942733,3C0F3A24,43942733,3C0F3A24,4126A638,00000000,4126A638,00000000,00000000,0
11,4500.0,32,4394DA60,3C17FAEB,3CD15FBD,4394DA60,3C17FAEB,4394DA60,3C17FAEB,411FA69E,00000000,411FA69E,00000000,00000000,0
11,4500.0,33,439586C8,3C20D41E,3CDDAB42,439586C8,3C20D41E,439586C8,3C20D41E,4118EB88,00000000,4118EB88,00000000,00000000,0
11,4500.0,34,43962C9F,3C29BFFC,3CEA0879,43962C9F,3C29BFFC,43962C9F,3C29BFFC,411272D0,00000000,411272D0,00000000,00000000,0
11,4500.0,35,4396CC0F,3C32B823,3CF66E7E,4396CC0F,3C32B823,4396CC0F,3C32B823,410C3AA6,00000000,410C3AA6,00000000,00000000,0
11,4500.0,36,43976536,3C3BB5BF,3D016A15,43976536,3C3BB5BF,43976536,3C3BB5BF,4106418D,00000000,4106418D,00000000,00000000,0
11,4500.0,37,4397F830,3C44B1C6,3D0797EB,4397F830,3C44B1C6,4397F830,3C44B1C6,41008654,00000000,41008654,00000000,00000000,0
11,4500.0,38,43928676,3C6ED058,3C89EF0E,43928676,3C6ED058,43928676,3C6ED058,40F67BFC,00000000,40F67BFC,00000000,00000000,0
11,4500.0,39,43930795,3C812607,3C9035DB,43930795,3C812607,43930795,3C812607,40EC5EB7,00000000,40EC5EB7,00000000,00000000,0
11,4500.0,40,439382F0,3C8B004C,3C966AE5,439382F0,3C8B004C,439382F0,3C8B004C,40E2B4BA,00000000,40E2B4BA,00000000,00000000,0
11,4500.0,41,4393F870,3C91E7A0,3C9C8691,4393F870,3C91E7A0,4393F870,3C91E7A0,40D97F3F,00000000,40D97F3F,00000000,00000000,0
11,4500.0,42,439467F8,3C977D49,3CA280C9,439467F8,3C977D49,439467F8,3C977D49,40D0C030,00000000,40D0C030,00000000,00000000,0
11,4500.0,43,4394D15B,3C9CEBA9,3CA8506F,4394D15B,3C9CEBA9,4394D15B,3C9CEBA9,40C87A81,00000000,40C87A81,00000000,00000000,0
11,4500.0,44,43953459,3CA2291B,3CADEB3A,43953459,3CA2291B,43953459,3CA2291B,40C0B2BE,00000000,40C0B2BE,00000000,00000000,0
11,4500.0,45,4395908F,3CA72989,3CB3446B,4395908F,3CA72989,4395908F,3CA72989,40B96FC3,00000000,40B96FC3,00000000,00000000,0
11,4500.0,46,4395E569,3CABDDD9,3CB84BEC,4395E569,3CABDDD9,4395E569,3CABDDD9,40B2BBCA,00000000,40B2BBCA,00000000,00000000,0
11,4500.0,47,43963206,3CB031B6,3CBCEC2C,43963206,3CB031B6,43963206,3CB031B6,40ACA69F,00000000,40ACA69F,00000000,00000000,0
11,4500.0,48,43969592,3CB32FE1,3CC02E29,43969592,3CB32FE1,43969592,3CB32FE1,40A74A69,00000000,40A74A69,00000000,00000000,0
11,4500.0,49,4396A428,3CB8697E,3CC3AA28,4396A428,3CB8697E,4396A428,3CB8697E,40A2D9D6,00000000,40A2D9D6,00000000,00000000,0
12,4500.0,1,434E8000,37C21422,00000000,434E8000,37C21422,434E8000,37C21422,422A1F5C,00000000,422A1F5C,00000000,00000000,0
12,4500.0,2,435A9B91,392543E0,39362EEF,435A9B91,392543E0,435A9B91,392543E0,422A1F5C,00000000,422A1F5C,00000000,00000000,0
12,4500.0,3,43570ACA,389121A2,38A908B2,43570ACA,389121A2,43570ACA,389121A2,421BE1C9,00000000,421BE1C9,00000000,00000000,0
12,4500.0,4,4357B4A6,386F55F4,38937821,4357B4A6,386F55F4,4357B4A6,386F55F4,4210D55C,00000000,4210D55C,00000000,00000000,0
12,4500.0,5,435E152A,38D36C29,390CE28C,435E152A,38D36C29,435E152A,38D36C29,420790DA,00000000,420790DA,00000000,00000000,0
12,4500.0,6,4363BE80,3928A812,3972973E,4363BE80,3928A812,4363BE80,3928A812,41FF1C9C,00000000,41FF1C9C,00000000,00000000,0
12,4500.0,7,4368D36A,397922B6,39C0D929,4368D36A,397922B6,4368D36A,397922B6,41F0F92F,00000000,41F0F92F,00000000,00000000,0
12,4500.0,8,436D6F43,39AD7A56,3A101B47,436D6F43,39AD7A56,436D6F43,39AD7A56,41E44D30,00000000,41E44D30,00000000,00000000,0
12,4500.0,9,4371A725,39E6C631,3A4D1A23,4371A725,39E6C631,4371A725,39E6C631,41D8CF15,00000000,41D8CF15,00000000,00000000,0
12,4500.0,10,43758B8F,3A141112,3A8C59D2,43758B8F,3A141112,43758B8F,3A141112,41CE49AD,00000000,41CE49AD,00000000,00000000,0
12,4500.0,11,43792956,3A4187B7,3ABA0BC1,43792956,3A4187B7,43792956,3A4187B7,41C49525,00000000,41C49525,00000000,00000000,0
12,4500.0,12,437C88EF,3A859EF6,3AF097E3,437C88EF,3A859EF6,437C88EF,3A859EF6,41BB92D1,00000000,41BB92D1,00000000,00000000,0
12,4500.0,13,437FB2CF,3AB3351D,3B18FB1B,437FB2CF,3AB3351D,437FB2CF,3AB3351D,41B32A9F,00000000,41B32A9F,00000000,00000000,0
12,4500.0,14,43815880,3AE98E11,3B3F5FBC,43815880,3AE98E11,43815880,3AE98E11,41AB4945,00000000,41AB4945,00000000,00000000,0
12,4500.0,15,4382C452,3B14A0D4,3B6B5830,4382C452,3B14A0D4,4382C452,3B14A0D4,41A3DF0E,00000000,41A3DF0E,00000000,00000000,0
12,4500.0,16,43841ECE,3B396B7E,3B8E3AC2,43841ECE,3B396B7E,43841ECE,3B396B7E,419CDF08,00000000,419CDF08,00000000,00000000,0
12,4500.0,17,43856988,3B63601C,3BA8FDC7,43856988,3B63601C,43856988,3B63601C,41963E5D,00000000,41963E5D,00000000,00000000,0
12,4500.0,18,4386A5CA,3B8954B8,3BC570A4,4386A5CA,3B8954B8,4386A5CA,3B8954B8,418FF3F0,00000000,418FF3F0,00000000,00000000,0
12,4500.0,19,4387D4BD,3BA3B204,3BE2EBC4,4387D4BD,3BA3B204,4387D4BD,3BA3B204,4189F7F8,00000000,4189F7F8,00000000,00000000,0
