case,dx,k,ztp1,zqp1,zqsat,pgeo,pgeoh,pverv,ptte,pqte
15,4500.0,16,438AA479,3A6CCF85,3C414EA8,4788B25F,478CD511,80000000,00000000,00000000
15,4500.0,17,438B5B27,3A81EB6F,3C4AED7D,4780A7A1,47848FAD,80000000,00000000,00000000
15,4500.0,18,438C0821,3A8D8247,3C5450E8,4772194D,47797F2B,80000000,00000000,00000000
15,4500.0,19,438CAC44,3A992523,3C5D79E4,4763AE56,476AB370,80000000,00000000,00000000
15,4500.0,20,438D4850,3AA4CDC3,3C666993,4755FCC6,475CA93F,80000000,00000000,00000000
15,4500.0,21,438DDCE8,3AB0762C,3C6F20BA,4748F565,474F504C,80000000,00000000,00000000
15,4500.0,22,438E6A9C,3ABC1917,3C77A049,473C8B04,47429A7E,80000000,00000000,00000000
15,4500.0,23,438EF1EA,3AC7B1A5,3C7FE929,4730B21F,47367B8B,80000000,00000000,00000000
15,4500.0,24,438F7341,3AD33B5B,3C83FE22,4725609B,472AE8B4,80000000,00000000,00000000
15,4500.0,25,438FEF03,3AE47A38,3C87ED31,471A8D87,471FD881,80000000,00000000,00000000
15,4500.0,26,43906588,3AFF0192,3C8BC240,471030F3,4715428D,80000000,00000000,00000000
15,4500.0,27,4390D71B,3B0CCBAC,3C8F7D80,470643DB,470B1F58,80000000,00000000,00000000
15,4500.0,28,43914400,3B1A1620,3C931F3A,46F9803C,4701685F,80000000,00000000,00000000
15,4500.0,29,4391AC73,3B2758E3,3C96A7A7,46E74087,46F02FB9,80000000,00000000,00000000
15,4500.0,30,439210AA,3B348CEB,3C9A16FD,46D5BEF2,46DE5155,80000000,00000000,00000000
15,4500.0,31,439270D2,3B41AB43,3C9D6D35,46C4F2F5,46CD2C90,80000000,00000000,00000000
15,4500.0,32,4392CD16,3B4EAD5E,3CA0AA7C,46B4D505,46BCB95A,80000000,00000000,00000000
15,4500.0,33,43932598,3B5B8C66,3CA3CEA5,46A55E8D,46ACF0AE,80000000,00000000,00000000
15,4500.0,34,43937A79,3B6841F2,3CA6D9C5,469689D9,469DCC6A,80000000,00000000,00000000
15,4500.0,35,4393CBD1,3B74C707,3CA9CB7E,46885211,468F4748,80000000,00000000,00000000
15,4500.0,36,439419B6,3B808A6F,3CACA396,46756650,46815CDB,80000000,00000000,00000000
15,4500.0,37,43946438,3B869214,3CAF61A1,465B53C7,466812EB,80000000,00000000,00000000
15,4500.0,38,4394AB64,3B8C76C6,3CB20536,464267CB,464E94A4,80000000,00000000,00000000
15,4500.0,39,4394EF3E,3B923447,3CB48D78,462A9F6B,46363AF3,80000000,00000000,00000000
15,4500.0,40,43952FC5,3B9522A6,3CB6F968,4613F9D1,461F03E3,80000000,00000000,00000000
15,4500.0,41,43956CF3,3B970F26,3CB947F6,45FCF0E3,4608EFBF,80000000,00000000,00000000
15,4500.0,42,4395A6B7,3B98E21E,3CBB7783,45D43EC9,45E80249,80000000,00000000,00000000
15,4500.0,43,4395DCF5,3B9A99CD,3CBD85FE,45ADEC4D,45C07B48,80000000,00000000,00000000
15,4500.0,44,43960F81,3B9C33C9,3CBF709C,458A11C1,459B5D51,80000000,00000000,00000000
15,4500.0,45,43963E1A,3B9DACEE,3CC1339F,4551A9E4,45718C5F,80000000,00000000,00000000
15,4500.0,46,43966854,3B9F001E,3CC2C905,4514E1C8,4531C769,80000000,00000000,00000000
15,4500.0,47,43968D80,3BA02579,3CC4276A,44BD190E,44EFF84D,80000000,00000000,00000000
15,4500.0,48,4396AC43,3BA10D1B,3CC53BE8,44404201,448A39D0,80000000,00000000,00000000
15,4500.0,49,4396C000,3BA17CD0,3CC5C0E4,435820C3,43D820C3,80000000,00000000,00000000
16,4500.0,1,4386C000,3CECED00,3D3F39FD,485E2B8A,486E72D0,80000000,00000000,00000000
16,4500.0,2,4386C000,3CA5025E,3D05F70C,48429FEF,484DE441,80000000,00000000,00000000
16,4500.0,3,4386C000,3C7D9AC2,3CCE89AF,482EBFC2,48375B9D,80000000,00000000,00000000
16,4500.0,4,4386DC94,3C51C22C,3CAB591E,481F2D13,482623E9,80000000,00000000,00000000
16,4500.0,5,438817C4,3C5504D7,3CAF8FEC,48125079,4818363D,80000000,00000000,00000000
16,4500.0,6,4389291A,3C57D985,3CB2189B,48074D69,480C6AB5,80000000,00000000,00000000
16,4500.0,7,438A1A5C,3C5A50F6,3CB42CB2,47FB58F9,4802301C,80000000,00000000,00000000
16,4500.0,8,438AF233,3C5C79C6,3CB5FCBE,47EA3DF5,47F251B9,80000000,00000000,00000000
16,4500.0,9,438BB563,3C5E6096,3CB793FB,47DADC45,47E22A2F,80000000,00000000,00000000
16,4500.0,10,438C6770,3C600F74,3CB8FB4A,47CCE49A,47D38E5C,80000000,00000000,00000000
16,4500.0,11,438D0B12,3C67E707,3CBA3B06,47C01B3D,47C63AD8,80000000,00000000,00000000
16,4500.0,12,438DA266,3C762190,3CBB59D4,47B451EA,47B9FBA1,80000000,00000000,00000000
16,4500.0,13,438E2F0F,3C81B75F,3CBC5C12,47A964AB,47AEA832,80000000,00000000,00000000
16,4500.0,14,438EB260,3C87F44D,3CBD4575,479F371B,47A42122,80000000,00000000,00000000
16,4500.0,15,438F2D6E,3C8DD265,3CBE1907,4795B22F,479A4D14,80000000,00000000,00000000
16,4500.0,16,438FA121,3C935AFC,3CBED98A,478CC2E7,47911749,80000000,00000000,00000000
16,4500.0,17,43900E37,3C9895BA,3CBF88E9,47845974,47886E85,80000000,00000000,00000000
16,4500.0,18,43907555,3C9D8982,3CC02932,4778D10B,47804463,80000000,00000000,00000000
16,4500.0,19,4390D705,3CA23C1B,3CC0BBE2,4769C996,47711950,80000000,00000000,00000000
16,4500.0,20,439133C0,3CA6B2B7,3CC14279,475B892B,476279DB,80000000,00000000,00000000
16,4500.0,21,43918BEC,3CAAF1B2,3CC1BE04,474DFF16,4754987B,80000000,00000000,00000000
16,4500.0,22,4391DFE3,3CAEFCFB,3CC22F8D,47411CDD,474765B2,80000000,00000000,00000000
16,4500.0,23,43922FF5,3CB2D82B,3CC2981B,4734D5E0,473AD409,80000000,00000000,00000000
16,4500.0,24,43927C67,3CB68657,3CC2F876,47291F0D,472ED7B8,80000000,00000000,00000000
16,4500.0,25,4392C574,3CB9CD40,3CC3511F,471DEEB1,47236663,80000000,00000000,00000000
16,4500.0,26,43930B50,3CBA1CAB,3CC3A28E,47133C81,471876FD,80000000,00000000,00000000
16,4500.0,27,43934E2A,3CBA65BC,3CC3ED3E,47090124,470E0204,80000000,00000000,00000000
16,4500.0,28,43938E2D,3CBAA8F6,3CC431BD,46FE6B9E,47040044,80000000,00000000,00000000
16,4500.0,29,4393CB7E,3CBAE6AD,3CC4706A,46EBA8EA,46F4D6B3,80000000,00000000,00000000
16,4500.0,30,43940640,3CBB1F6F,3CC4A9D5,46D9AF7D,46E27B22,80000000,00000000,00000000
16,4500.0,31,43943E91,3CBB5391,3CC4DE67,46C875DE,46D0E3D8,80000000,00000000,00000000
16,4500.0,32,4394748A,3CBB8349,3CC50E51,46B7F3A9,46C007E3,80000000,00000000,00000000
16,4500.0,33,4394A842,3CBBAEDC,3CC539E4,46A8218D,46AFDF70,80000000,00000000,00000000
16,4500.0,34,4394D9CD,3CBBD68F,3CC56168,4698F923,46A063A8,80000000,00000000,00000000
16,4500.0,35,4395093C,3CBBFA96,3CC58511,468A74F5,46918E9E,80000000,00000000,00000000
16,4500.0,36,4395369D,3CBC1B1D,3CC5A520,467920C7,46835B4B,80000000,00000000,00000000
16,4500.0,37,439561FA,3CBC3835,3CC5C192,465E8F64,466B8AF7,80000000,00000000,00000000
16,4500.0,38,43958B5D,3CBC5222,3CC5DAC2,46453015,465193D2,80000000,00000000,00000000
16,4500.0,39,4395B2C9,3CBC68D1,3CC5F091,462CFF0E,4638CC58,80000000,00000000,00000000
16,4500.0,40,4395D83F,3CBC7C44,3CC6030D,4615FA90,462131C3,80000000,00000000,00000000
16,4500.0,41,4395FBBD,3CBC8C8F,3CC61248,46002333,460AC35D,80000000,00000000,00000000
16,4500.0,42,43961D3B,3CBC99A0,3CC61E35,45D6F8D4,45EB0612,80000000,00000000,00000000
16,4500.0,43,43963CA8,3CBCA31E,3CC62670,45B01A65,45C2EB98,80000000,00000000,00000000
16,4500.0,44,439659ED,3CBCA8C7,3CC62AC9,458BC288,459D4931,80000000,00000000,00000000
16,4500.0,45,439674E5,3CBCAA22,3CC62AAE,45542CCA,457477C0,80000000,00000000,00000000
16,4500.0,46,43968D52,3CBCA5FF,3CC624F2,4516A12D,4533E1D4,80000000,00000000,00000000
16,4500.0,47,4396A2D0,3CBC9A8A,3CC617AE,44BF4740,44F2C10A,80000000,00000000,00000000
16,4500.0,48,4396B498,3CBC8325,3CC5FE1C,4442715F,448BCD74,80000000,00000000,00000000
16,4500.0,49,4396C000,3CBC496A,3CC5C0E4,435A8FA9,43DA8FA9,80000000,00000000,00000000
17,4500.0,1,43508000,37A9D921,385C514D,482C6FAC,4838CE67,80000000,00000000,00000000
17,4500.0,2,43508000,376FF373,381BA16E,481774FF,482010F1,80000000,00000000,00000000
17,4500.0,3,43508000,3739CBCC,37F10433,4808402A,480ED90E,80000000,00000000,00000000
17,4500.0,4,43508000,3717CB58,37C4E942,47F89FCA,4801A747,80000000,00000000,00000000
17,4500.0,5,43508000,370076F3,37A6A60E,47E4FA5D,47EDF106,80000000,00000000,00000000
17,4500.0,6,43508000,36DEEF38,3790998D,47D44D71,47DC03B6,80000000,00000000,00000000
17,4500.0,7,43508000,36C6E342,377FA599,47C5D4AF,47CC972C,80000000,00000000,00000000
17,4500.0,8,43508000,36D752B0,37654409,47B90F84,47BF1231,80000000,00000000,00000000
17,4500.0,9,4351B970,3704E25A,3777D086,47AD9CF7,47B30CD7,BC267761,3504CB3E,3007FB21
17,4500.0,10,435498A8,3746F755,37A9BE75,47A32C76,47A82D15,BD414A92,35DE23EC,30E378C0
17,4500.0,11,4357417A,378DB6A7,37E13AE7,479989F7,479E2BD7,BDCFE8B7,36372E34,313B93AA
17,4500.0,12,4359BB58,37C2064B,38117DBB,47909800,4794E817,BE1F464D,367A514E,318029A1
17,4500.0,13,435C0C33,380098DC,3837C26E,47883F40,478C47E9,BE54C7BC,369C8E36,31A05017
17,4500.0,14,435E38E1,3825F19D,3863A21C,47806CF4,47843698,BE83AA16,36BA094C,31BE804E
17,4500.0,15,4360455A,385153E7,388AA3B1,47722389,477946A1,BE9B0A21,36D5CFC5,31DAF16D
17,4500.0,16,436234F1,38817C52,38A6692F,476441FA,476B0072,BEB03836,36F00EA4,31F5D18E
17,4500.0,17,43640A6E,389D8545,38C52BF4,47571FF6,475D8383,BEC30297,370475D9,3207A3AF
17,4500.0,18,4365C834,38BCD41A,38E6F1F3,474AAB7F,4750BC6A,BED34C98,37104395,3213B9F1
17,4500.0,19,43677049,38DF7192,3905DDE9,473ED539,47449A95,BEE10A8F,371B7E4B,321F39A5
17,4500.0,20,4369046F,3902B05C,3919C2FE,47338FF1,47390FDD,BEEC3E3D,372631E5,322A2EFF
17,4500.0,21,436A862D,39174F8A,392F244F,4728D03A,472E1005,BEF4F3F8,373068B4,3234A490
17,4500.0,22,436BF6D6,392D9251,3945FBC7,471E8C24,4723906F,BEFB4042,373A2BBE,323EA394
17,4500.0,23,436D5796,3945724F,395E4184,4714BAFD,471987D8,BEFF3DC7,374382E8,32483421
17,4500.0,24,436EA972,395EE683,3977EB85,470B5522,470FEE21,BF0085EA,374C752A,32515D5B
17,4500.0,25,436FED54,3979E3E4,39897724,470253D8,4706BC23,BF006674,375508A4,325A2586
17,4500.0,26,43712408,398B2E75,39979E16,46F36258,46FBD71D,BEFEA5C9,375D42CB,32629239
17,4500.0,27,43724E44,399A20F5,39A662FD,46E2CFAD,46EAED94,BEFABC7A,3765286E,326AA861
17,4500.0,28,43736CA9,39A9C096,39B5BD51,46D2E65A,46DAB1C6,BEF537B3,376CBDD1,32726C5C
17,4500.0,29,43747FC8,39BA0391,39C5A3E2,46C39E15,46CB1AEF,BEEE3E3D,377406C4,3279E211
17,4500.0,30,4375881D,39CADEC4,39D60C4B,46B4EF8A,46BC213C,BEE5F68A,377B0698,32808673
17,4500.0,31,43768619,39DC464D,39E6EB89,46A6D441,46ADBDD9,BEDC8673,3780E023,3283F7F2
17,4500.0,32,43777A1D,39EE2D10,39F83584,46994685,469FEAA9,BED212E4,37841B30,328746D9
17,4500.0,33,4378647E,3A004275,3A04EEA4,468C4163,4692A261,BEC6BFC6,37873593,328A744D
17,4500.0,34,43794584,3A099F39,3A0DEA61,467F812D,4685E065,BEBAAFD9,378A3041,328D8149
17,4500.0,35,437A1D6B,3A132482,3A17065E,4667810C,46734190,BEAE04B7,378D0C04,32906E9C
17,4500.0,36,437AEC63,3A1CC953,3A20452E,46507C77,465BC089,BEA0DEC6,378FC982,32933CF0
17,4500.0,37,437BB291,3A2683F2,3A29AA20,463A6ED2,46453865,BE935D57,37926935,3295ECC2
17,4500.0,38,437C700C,3A3049B7,3A332973,462554E9,462FA541,BE859EC6,3794EB6B,32987E62
17,4500.0,39,437D24DD,3A384308,3A3CB621,46112D00,461B0492,BE6F8173,37975042,329AF1EE
17,4500.0,40,437DD0FC,3A3FF36D,3A4641B6,45FBEDF5,4607556D,BE53C022,379997A2,329D474E
17,4500.0,41,437E744F,3A477B9F,3A4FBC26,45D76939,45E9310F,BE383311,379BC135,329F7E2A
17,4500.0,42,437F0EA7,3A4ED09D,3A5913A3,45B4D403,45C5A164,BE1D146F,379DCC52,32A195D5
17,4500.0,43,437F9FB2,3A55E54C,3A623368,45943C5D,45A406A3,BE02A063,379FB7EC,32A38D3C
17,4500.0,44,4380137B,3A5CAA2C,3A6B034C,456B7073,45847217,BDD22EA9,37A18265,32A562B6
17,4500.0,45,438051DE,3A630BF5,3A736607,4532D20B,454DFCB7,BDA18318,37A3294B,32A713C1
17,4500.0,46,43808A72,3A68F0D0,3A7B3560,44FE0906,4517A75E,BD67D717,37A4A8CC,32A89C77
17,4500.0,47,4380BC45,3A6E324D,3A811D3D,44A15E55,44CCC34D,BD149BBD,37A5FA8E,32A9F654
17,4500.0,48,4380E585,3A728D51,3A840C25,4424190B,446BF2B9,BC984645,37A7122C,32AB14A8
17,4500.0,49,43810000,3A752B0F,3A85D815,43387EBA,43B87EBA,BBAC2D1F,37A7C5AC,32ABCC77
18,4500.0,1,43560000,38829306,38EE1DCE,483359DC,48400C36,80000000,00000000,00000000
18,4500.0,2,43560000,383875D5,38A833A2,481DD164,4826A783,80000000,00000000,00000000
18,4500.0,3,43560000,380ED384,38823DD4,480E35CE,4814FB44,80000000,00000000,00000000
18,4500.0,4,43560000,37E95F96,3854D08F,4801F4DF,48077058,80000000,00000000,00000000
18,4500.0,5,43560000,37C580FB,38341B87,47EFBF99,47F8F2CE,80000000,00000000,00000000
18,4500.0,6,43560000,37AB5EE2,381C4719,47DEA206,47E68C63,80000000,00000000,00000000
18,4500.0,7,43560000,37977CA7,380A2572,47CFC780,47D6B7A8,80000000,00000000,00000000
18,4500.0,8,4356FCF6,37A0E515,380DAD3F,47C2A4C7,47C8D759,BBC44753,34B0D4FE,2FB51373
18,4500.0,9,435A8955,38029C6C,384DEBBC,47B6C7D4,47BC7236,BD13A9AB,35CAF525,30CFD41E
18,4500.0,10,435DCE25,3846418E,388F8E2E,47ABE553,47B11D73,BDAF1CA4,362E99C3,3132CA83
18,4500.0,11,4360D5F0,388EDFA3,38C16FED,47A1D684,47A6AD35,BE0A46DD,367263F1,31783530
18,4500.0,12,4363A8FE,38C59D19,38FD53DC,47987D56,479CFFD2,BE3B9F6C,3698C932,319C73E9
18,4500.0,13,43664DEE,3904263E,3921ED2E,478FC1FF,4793FAD9,BE6A7DD1,36B65C9F,31BABD0D
18,4500.0,14,4368CA24,392BE0A6,394AC5F4,47879151,478B8925,BE8B0934,36D22885,31D733BB
18,4500.0,15,436B2210,395A5746,39796C75,477FB737,4783997E,BE9EE533,36EC5E89,31F20ACA
18,4500.0,16,436D5968,3987E9EC,399706CB,477127B9,47783B73,BEB0A233,37029412,3205B658
18,4500.0,17,436F7348,39A647F7,39B4653D,47635E5D,476A1400,BEC0234D,370E5418,3211BE90
18,4500.0,18,4371725A,39C85B51,39D4DD17,475648B2,475CA8BB,BECD5B66,37197E38,321D2D47
18,4500.0,19,437358E5,39EE322F,39F87483,4749D6F3,474FE8A8,BED849E9,37241F29,32280F86
18,4500.0,20,437528E0,3A0BE9E2,3A0F9663,473DFB96,4743C53F,BEE0F807,372E41EE,32327091
18,4500.0,21,4376E401,3A22A061,3A24813A,4732AADE,473831EF,BEE77685,3737F012,323C5A2F
18,4500.0,22,43788BC4,3A3B399F,3A3AF6A3,4727DA94,472D23CF,BEEBDBE1,374131ED,3245D4EA
18,4500.0,23,437A2179,3A556F66,3A52F06E,471D81CB,4722915B,BEEE42E0,374A0ECC,324EE83D
18,4500.0,24,437BA645,3A6E79E8,3A6CA07F,471398A8,4718723B,BEEEC9BD,37528D1C,32579ABD
18,4500.0,25,437D1B2D,3A846899,3A841C7C,470A1842,470EBF15,BEED8FFA,375AB28F,325FF23D
18,4500.0,26,437E8118,3A923351,3A92D30A,4700FA79,4705716E,BEEAB6C5,3762842D,3267F3E5
18,4500.0,27,437FD8D1,3AA094E6,3AA266BE,46F073C3,46F90707,BEE65FF4,376A066B,326FA445
18,4500.0,28,43809187,3AAF8470,3AB2C794,46DFA35D,46E7E07D,BEE0AD93,37713D3C,32770769
18,4500.0,29,43813037,3ABEF826,3AC3E2C5,46CF7B3B,46D7663D,BED9C16E,37782C25,327E20EA
18,4500.0,30,4381C8C0,3ACEE598,3AD5A361,46BFF3D4,46C79039,BED1BCD4,377ED637,328279F7
18,4500.0,31,43825B60,3ADF4167,3AE7F24B,46B10686,46B85770,BEC8C062,37829F19,3285C1A3
18,4500.0,32,4382E84E,3AEFFF88,3AFAB6EA,46A2AD75,46A9B59C,BEBEEBCF,3785B33B,3288E8AF
18,4500.0,33,43836FB9,3B00897A,3B06EB88,4694E393,469BA550,BEB45DDF,3788A889,328BF02B
18,4500.0,34,4383F1C9,3B0936E5,3B109BC2,4687A481,468E21D6,BEA9344C,378B7FE4,328ED8FA
18,4500.0,35,43846E9F,3B120086,3B1A5E13,4675D930,4681272D,BE9D8BD1,378E3A06,3291A3DE
18,4500.0,36,4384E656,3B1ADE6F,3B24242E,465D71AF,46696406,BE918020,3790D785,3294516D
18,4500.0,37,43855901,3B23C7EC,3B2DDF78,46460DE5,46517F57,BE852C03,379358CC,3296E218
18,4500.0,38,4385C6AD,3B2CB3C4,3B37815C,462FAAAC,463A9C72,BE7152FB,3795BE21,32995626
18,4500.0,39,43862F5D,3B351BA5,3B40FAE7,461A466A,4624B8E4,BE582415,37980797,329BADA9
18,4500.0,40,4386930D,3B3CD71F,3B4A3D54,4605E144,460FD3F0,BE3EFD49,379A3513,329DE887
18,4500.0,41,4386F1AC,3B446B96,3B533957,45E4FAB2,45F7DD33,BE260FFD,379C463B,32A00661
18,4500.0,42,43874B1C,3B4BCD9A,3B5BDF52,45C03E74,45D21831,BE0D8EB7,379E3A68,32A2068F
18,4500.0,43,43879F2F,3B52F028,3B641F17,459D9D28,45AE64B8,BDEB5BE7,37A01092,32A3E802
18,4500.0,44,4387ED9B,3B59C32E,3B6BE67C,457A5D16,458CD597,BDBD4C6D,37A1C728,32A5A91F
18,4500.0,45,438835F7,3B603361,3B73215F,453E2D21,455B0EFE,BD916E8C,37A35BCD,32A7477A
18,4500.0,46,43887798,3B66261B,3B79B565,450718C8,45214B45,BD50B883,37A4CAD3,32A8BF4F
18,4500.0,47,4388B167,3B6B74D3,3B7F8036,44ABA59E,44D9CC98,BD05C52E,37A60E20,32AA0A5E
18,4500.0,48,4388E145,3B6FDB7E,3B8225C8,442E8FC0,447AFD48,BC890E4B,37A719D0,32AB1C7B
18,4500.0,49,43890000,3B728170,3B839727,43444470,43C44470,BB9AF581,37A7C5AC,32ABCC77
1,9000.0,1,43458000,36D299B5,3724F7BD,483A2DF1,4845E594,80000000,00000000,00000000
1,9000.0,2,43458000,3694C443,36E910C8,48264EA5,482E764D,80000000,00000000,00000000
1,9000.0,3,434AE83E,37002FF6,375289AB,4817BB69,481E26FE,BC1B8399,358B90C0,308EEA3E
1,9000.0,4,43523707,378F1240,37FB8978,480BED31,48114FD4,BD17C652,362417EB,3128081C
1,9000.0,5,435887ED,380777FD,387D5057,4801E303,48068A8D,BD94CBE3,36759AE3,317B7FE3
1,9000.0,6,435E1AE6,386501E8,38E26968,47F23FCC,47FA76F3,BDDE255B,369EC560,31A294DD
1,9000.0,7,436319D4,38B23B0F,393965ED,47E2ABAD,47EA08A3,BE12A492,36BF0209,31C39797
1,9000.0,8,4367A1B7,39025218,398E02AB,47D4A134,47DB4EB6,BE3440EF,36DC3E81,31E187AF
1,9000.0,9,436BC786,393587E9,39CE71E2,47C7D6BF,47CDF3B3,BE535D9D,36F7021C,31FCEFBA
1,9000.0,10,436F9AF3,398A652E,3A0FDE11,47BC1641,47C1B9CB,BE6FA665,3707D911,320B1BB8
1,9000.0,11,4373280D,39CC8FAF,3A41B620,47B136D5,47B672B8,BE847732,37134E30,3216D73B
1,9000.0,12,43767850,3A100668,3A7D6DB0,47A718BA,47ABFAF1,BE8F91CB,371DFF01,3221C9BC
1,9000.0,13,43799354,3A432C36,3AA1CC3B,479DA2C5,47A23682,BE99235F,37280406,322C0C50
1,9000.0,14,437C7F46,3A802DF8,3ACACEB1,4794C0AA,47990F09,BEA13304,37317132,3235B367
1,9000.0,15,437F4142,3AA40ED0,3AFADB82,478C61C7,4790724B,BEA7CC73,373A56F8,323ECFD7
1,9000.0,16,4380EEC4,3ACD6F68,3B18F973,47847850,47885143,BEACFEB2,3742C317,32476FB6
1,9000.0,17,43822BD9,3AFC7A27,3B37E4FD,4779F167,47809F5D,BEB0DADB,374AC125,324F9EDF
1,9000.0,18,43835967,3B18A6AC,3B59E96B,476BB247,4772A412,BEB3737C,37525B03,32576770
1,9000.0,19,438478BE,3B35FDFE,3B7EA05E,475E227E,4764C07B,BEB4DBEE,37599923,325ED210
1,9000.0,20,43858B00,3B564722,3B92C35A,475133A6,47578483,BEB527E5,376082DC,3265E642
1,9000.0,21,43869129,3B798118,3BA6FFE5,4744D93A,474AE2C7,BEB46B2E,37671E86,326CAA86
1,9000.0,22,43878C16,3B8FD320,3BBBAC9D,4739085E,473ECFAD,BEB2B962,376D71AF,3273248A
1,9000.0,23,43887C86,3BA455EE,3BD0670A,472DB78E,4733410F,BEB025CF,37738132,3279594A
1,9000.0,24,43896326,3BBA41EB,3BE54C34,4722DE6B,47282E0C,BEACC345,3779515E,327F4D2D
1,9000.0,25,438A4088,3BCF9F19,3BFAEC7D,471875A4,471D8ECB,BEA8A5B0,377EE5E6,328281FF
1,9000.0,26,438B1530,3BE49954,3C089D80,470E76CA,47135C7E,BEA3DE93,37822110,32854094
1,9000.0,27,438BE194,3BFA6A9F,3C141482,4704DC21,47099116,BE9E7DF4,3784B480,3287E3D7
1,9000.0,28,438CA61A,3C088296,3C1FD375,46F74124,4700272C,BE98944A,37872E91,328A6D20
1,9000.0,29,438D6320,3C142D59,3C2BD2A6,46E57F32,46EE33F1,BE92315E,3789906D,328CDD9E
1,9000.0,30,438E18F6,3C202DB4,3C3809DC,46D46A76,46DCCA74,BE8B6462,378BDB18,328F365E
1,9000.0,31,438EC7E3,3C2C7B4C,3C4470A7,46C3FBED,46CC0A79,BE843BEF,378E0F7B,3291784D
1,9000.0,32,438F7026,3C390D4A,3C50FE74,46B42D6F,46BBED62,BE798C12,37902E5B,3293A434
1,9000.0,33,439011F4,3C45DA2C,3C5DAA30,46A4F9AC,46AC6D7C,BE6A2066,37923866,3295BAC7
1,9000.0,34,4390AD7A,3C52D7CA,3C6A6A6F,46965C1B,469D85DC,BE5A4EEF,37942E2D,3297BC99
1,9000.0,35,439142DD,3C5FFB4B,3C77354C,468850F4,468F325A,BE4A30E9,37961028,3299AA25
1,9000.0,36,4391D23B,3C6D3922,3C820045,4675AA4E,46816F8D,BE39DEDA,3797DEB5,329B83CC
1,9000.0,37,43925BA7,3C7A84A1,3C88606D,465BCCD2,46687581,BE2970C7,37999A17,329D49D2
1,9000.0,38,4392DF2E,3C83E823,3C8EB548,46430674,464F2422,BE18FE59,379B4274,329EFC5F
1,9000.0,39,43935CD3,3C8A86A6,3C94F87E,462B55EF,4636E8C8,BE089F22,379CD7D3,32A09B78
1,9000.0,40,4393D48A,3C9083DF,3C9B22D0,4614BBFC,461FC317,BDF0D8B4,379E5A12,32A226FC
1,9000.0,41,4394463E,3C9628FD,3CA12C7D,45FE772C,4609B4E1,BDD0FAAA,379FC8EB,32A39EA3
1,9000.0,42,4394B1C7,3C9BA7BE,3CA70C84,45D5B4B1,45E98497,BDB1D619,37A123E1,32A501ED
1,9000.0,43,439516EC,3CA0F6A3,3CACB8C2,45AF427D,45C1E4CB,BD93A207,37A26A36,32A65017
1,9000.0,44,43957553,3CA609F3,3CB224D5,458B3BE2,459CA02E,BD6D379F,37A39AC9,32A787F9
1,9000.0,45,4395CC77,3CAAD321,3CB74134,45539398,4573AF2C,BD36169C,37A4B3EE,32A8A7DE
1,9000.0,46,43961B8A,3CAF3EA8,3CBBF91E,45165521,45337804,BD029446,37A5B30E,32A9AD1D
1,9000.0,47,43966139,3CB32FE1,3CC02E29,44BF0A94,44F2647A,BCA74C5C,37A693E1,32AA9355
1,9000.0,48,43969AF0,3CB67400,3CC3AA28,44425071,448BB0AF,BC2B5A02,37A74E19,32AB5205
1,9000.0,49,4396C000,3CB8697E,3CC5C0E4,435A7F09,43DA7F09,BB41B38D,37A7C5AC,32ABCC77
2,9000.0,1,43468000,36F520CD,3741A6B7,483ADECD,4846A5A1,80000000,00000000,00000000
2,9000.0,2,43468000,36AD2812,3708CB70,4826E5C0,482F17FA,80000000,00000000,00000000
2,9000.0,3,434B9019,370CC500,376893F8,481842A1,481EB386,BC1138DF,3582ADB6,3085D09A
2,9000.0,4,4352E4EE,379C702D,380A6B32,480C6AA5,4811D1BD,BD11DC37,361FF473,3123CB36
2,9000.0,5,43593B0F,38139E9C,388AFAC3,48025828,4807038C,BD91A17B,3671BADC,3177880C
2,9000.0,6,435ED2A6,3878D94F,38F7D255,47F31B92,47FB5988,BDDAE6B2,369CF328,31A0B775
2,9000.0,7,4363D5B8,38C1374E,394A800F,47E37A8C,47EADD9D,BE11079E,36BD4A87,31C1D588
2,9000.0,8,4368615C,390CFDFC,399AD35E,47D56472,47DC177C,BE32AF9D,36DA9F3B,31DFDE72
2,9000.0,9,436C8A9C,39440CD9,39E0B65D,47C88F61,47CEB167,BE51DE9C,36F5790C,31FB5D3B
2,9000.0,10,43706136,3994E2EC,3A1C5FB3,47BCC521,47C26D5A,BE6E3E50,37071EC9,320A5CF7
2,9000.0,11,4373F146,39DD7779,3A524831,47B1DCA9,47B71CE9,BE83D00B,37129D72,3216223F
2,9000.0,12,4377444D,3A1C9D6D,3A89652B,47A7B61E,47AC9C6A,BE8EF85B,371D5733,32211DE6
2,9000.0,13,437A61EB,3A54E96C,3AAF41BB,479E383F,47A2CFD3,BE9897FD,3727649E,322B6915
2,9000.0,14,437D5054,3A8C2A1E,3ADBD588,47954EAE,4799A0AD,BEA0B5A0,3730D9BA,3235184C
2,9000.0,15,43800A52,3AB3BA08,3B07F6D4,478CE8B9,4790FCAE,BEA75CB5,3739C709,323E3C74
2,9000.0,16,43815993,3AE16178,3B25B7AD,4784F88A,4788D4C4,BEAC9BFF,37423A56,3246E3AC
2,9000.0,17,438297B8,3B0AA764,3B46F9D2,477AE506,47811C4F,BEB0847F,374A3F40,324F19DC
