case,dx,k,ptenh,pqenh,puen,pven,pten,pqsen,pgeo,pgeoh,paph,ptu,pqu,plu,puu,pvu,ptd_in,pqd_in,pmfd_in,pmfds_in,pmfdq_in,pdmfdp_in
8,9000.0,22,4389C3F1,3BABA70F,41678535,00000000,438A5C79,3C0DB57B,473B59A3,474140D3,475A5CB1,4389C3F1,3BABA70F,00000000,41716116,00000000,4389C3F1,3BABA70F,00000000,00000000,00000000,00000000
8,9000.0,23,438ABCBC,3BC31C86,415E1289,00000000,438B521E,3C1C4E7E,472FCA43,47357274,4762CD6E,438ABCBC,3BC31C86,00000000,41678535,00000000,438ABCBC,3BC31C86,00000000,00000000,00000000,00000000
8,9000.0,24,438BABA2,3BDC341F,41550265,00000000,438C3DC2,3C2B6F49,4724B4E0,472A2212,476B2254,438BABA2,3BDC341F,00000000,415E1289,00000000,438BABA2,3BDC341F,00000000,00000000,00000000,00000000
8,9000.0,25,438C9139,3BF6E4A7,414C4F06,00000000,438D1FF9,3C3B0D70,471A1207,471F47AE,47735AB4,438C9139,3BF6E4A7,00000000,41550265,00000000,438C9139,3BF6E4A7,00000000,00000000,00000000,00000000
8,9000.0,26,438D6DFB,3C082234,4143F35E,00000000,438DF948,3C4B1E76,470FDB40,4714DC61,477B75D0,438D6DFB,3C082234,00000000,414C4F06,00000000,438D6DFB,3C082234,00000000,00000000,00000000,00000000
8,9000.0,27,438E4259,3C135B9E,413BEAD6,00000000,438ECA26,3C5B97B7,47060AC3,470ADA1F,4781B970,438E4259,3C135B9E,00000000,4143F35E,00000000,438E4259,3C135B9E,00000000,00000000,00000000,00000000
8,9000.0,28,438F0EBB,3C1EDFEE,4134315E,00000000,438F92FC,3C6C6E3C,46F936C7,47013B68,4785A886,438F0EBB,3C1EDFEE,00000000,413BEAD6,00000000,438F0EBB,3C1EDFEE,00000000,00000000,00000000,00000000
8,9000.0,29,438FD378,3C2AA7EC,412CC358,00000000,43905429,3C7D9717,46E7110C,46EFF6BD,478987B5,438FD378,3C2AA7EC,00000000,4134315E,00000000,438FD378,3C2AA7EC,00000000,00000000,00000000,00000000
8,9000.0,30,439090E6,3C36AC5C,41259D9C,00000000,43910DFE,3C878356,46D59C3A,46DE2B5A,478D5682,439090E6,3C36AC5C,00000000,412CC358,00000000,439090E6,3C36AC5C,00000000,00000000,00000000,00000000
8,9000.0,31,43914748,3C42E53D,411EBD5C,00000000,4391C0C5,3C9058B8,46C4D12F,46CD0D1A,47911463,43914748,3C42E53D,00000000,41259D9C,00000000,43914748,3C42E53D,00000000,00000000,00000000,00000000
8,9000.0,32,4391F6DF,3C4F4ABA,4118202A,00000000,43926CBC,3C994595,46B4A9A6,46BC9543,4794C0C7,4391F6DF,3C4F4ABA,00000000,411EBD5C,00000000,4391F6DF,3C4F4ABA,00000000,00000000,00000000,00000000
8,9000.0,33,43929FE1,3C5BD465,4111C3F2,00000000,43931219,3CA243A3,46A5203B,46ACBE0A,47985B0D,43929FE1,3C5BD465,00000000,4118202A,00000000,43929FE1,3C5BD465,00000000,00000000,00000000,00000000
8,9000.0,34,4393427C,3C68796D,410BC91A,00000000,4390AD93,3C6A6D63,46965937,469D826C,479BE286,439038C7,3C4ACD31,00000000,4111C3F2,00000000,4393427C,3C68796D,00000000,00000000,00000000,00000000
8,9000.0,35,4390E033,3C4E347C,41060A96,00000000,439142ED,3C773744,46884F0F,468F3003,479F5670,43912260,3C4ACD31,00000000,410BC91A,00000000,4390E033,3C4E347C,00000000,00000000,00000000,00000000
8,9000.0,36,439172C9,3C5C9143,41008745,00000000,4391D243,3C8200C8,4675A813,46816E1A,47A2B5F3,4391B31F,3C594238,00000000,41060A96,00000000,439172C9,3C5C9143,00000000,00000000,00000000,00000000
8,9000.0,37,4391FF83,3C6B2270,40F67CBE,00000000,43925BAA,3C8860A0,465BCBBB,466873F3,47A60021,43923DF1,3C67EC7A,00000000,41008745,00000000,4391FF83,3C6B2270,00000000,00000000,00000000,00000000
8,9000.0,38,4392866F,3C79D8F1,40EC5EDA,00000000,4392DF2F,3C8EB55A,46430617,464F2383,47A933EB,4392C2E3,3C76BD05,00000000,40F67CBE,00000000,4392866F,3C79D8F1,00000000,00000000,00000000,00000000
8,9000.0,39,43930795,3C845252,40E2B4BA,00000000,43935CD3,3C94F87E,462B55E2,4636E8AB,47AC501F,439341FD,3C82D1D4,00000000,40EC5EDA,00000000,43930795,3C845252,00000000,00000000,00000000,00000000
8,9000.0,40,439382F0,3C8BB990,40D97F3F,00000000,4393D48A,3C9B22D0,4614BBFC,461FC317,47AF535C,4393BB35,3C8A4725,00000000,40E2B4BA,00000000,439382F0,3C8BB990,00000000,00000000,00000000,00000000
8,9000.0,41,4393F870,3C91E7A0,40D0C030,00000000,4394463E,3CA12C7D,45FE772C,4609B4E1,47B23C0A,43942E7A,3C9083DF,00000000,40D97F3F,00000000,4393F870,3C91E7A0,00000000,00000000,00000000,00000000
8,9000.0,42,439467F8,3C977D49,40C87A81,00000000,4394B1C7,3CA70C84,45D5B4B1,45E98497,47B50844,43949BAA,3C9628FD,00000000,40D0C030,00000000,439467F8,3C977D49,00000000,00000000,00000000,00000000
8,9000.0,43,4394D15B,3C9CEBA9,40C0B2BE,00000000,439516EC,3CACB8C2,45AF427D,45C1E4CB,47B7B5C4,43950290,3C9BA7BE,00000000,40C87A81,00000000,4394D15B,3C9CEBA9,00000000,00000000,00000000,00000000
8,9000.0,44,43953459,3CA2291B,40B96FC3,00000000,43957553,3CB224D5,458B3BE2,459CA02E,47BA41BE,439562E7,3CA0F6A3,00000000,40C0B2BE,00000000,43953459,3CA2291B,00000000,00000000,00000000,00000000
8,9000.0,45,4395908F,3CA72989,40B2BBCA,00000000,4395CC77,3CB74134,45539398,4573AF2C,47BCA8A3,4395908F,3CA72989,00000000,40B96FC3,00000000,4395908F,3CA72989,00000000,00000000,00000000,00000000
8,9000.0,46,4395E569,3CABDDD9,40ACA69F,00000000,43961B8A,3CBBF91E,45165521,45337804,47BEE5BD,4395E569,3CABDDD9,00000000,40B2BBCA,00000000,4395E569,3CABDDD9,00000000,00000000,00000000,00000000
8,9000.0,47,43963206,3CB031B6,40A74A69,00000000,43966139,3CC02E29,44BF0A94,44F2647A,47C0F26C,43963206,3CB031B6,00000000,40ACA69F,00000000,43963206,3CB031B6,00000000,00000000,00000000,00000000
8,9000.0,48,43969592,3CB32FE1,40A2D9D6,00000000,43969AF0,3CC3AA28,44425071,448BB0AF,47C2C476,43969592,3CB32FE1,00000000,40A74A69,00000000,43969592,3CB32FE1,00000000,00000000,00000000,00000000
8,9000.0,49,4396A428,3CB8697E,40A00000,00000000,4396C000,3CC5C0E4,435A7F09,43DA7F09,47C4491D,4396D247,00000000,00000000,40A2D9D6,00000000,4396A428,3CB8697E,00000000,00000000,00000000,00000000
9,9000.0,1,434D8000,3792778A,42299875,00000000,434D8000,380E1A9C,483F558B,484B86B5,459C4000,434D8000,3792778A,00000000,42299875,00000000,434D8000,3792778A,00000000,00000000,00000000,00000000
9,9000.0,2,435997E2,390E4536,421B6C8C,00000000,434D8000,37C8C349,482AA827,48332462,45EE9B40,435997E2,390E4536,00000000,42299875,00000000,435997E2,390E4536,00000000,00000000,00000000,00000000
9,9000.0,3,435604D3,387594EC,42106900,00000000,43506AB0,37EE24BA,481B93B5,48222BEC,46202EB0,435604D3,387594EC,00000000,421B6C8C,00000000,435604D3,387594EC,00000000,00000000,00000000,00000000
9,9000.0,4,4357099E,38523586,42072BF4,00000000,4357EC4A,3889FD5D,480F7368,4814FB7D,4648C210,4357099E,38523586,00000000,42106900,00000000,4357099E,38523586,00000000,00000000,00000000,00000000
9,9000.0,5,435D662C,38B8BD6E,41FE5FB8,00000000,435E691E,3907983E,48052369,4809EB52,467106C0,435D662C,38B8BD6E,00000000,42072BF4,00000000,435D662C,38B8BD6E,00000000,00000000,00000000,00000000
9,9000.0,6,43630C2F,3912BF0B,41F047B4,00000000,436422DF,396D7E27,47F846AE,48005B80,468C7DC8,43630C2F,3912BF0B,00000000,41FE5FB8,00000000,43630C2F,3912BF0B,00000000,00000000,00000000,00000000
9,9000.0,7,43681E37,3957F750,41E3A5F6,00000000,43694494,39BF2038,47E84626,47EFD65D,46A04FA4,43681E37,3957F750,00000000,41F047B4,00000000,43681E37,3957F750,00000000,00000000,00000000,00000000
9,9000.0,8,436CB767,3995DCDC,41D83130,00000000,436DEC05,3A1036E8,47D9D9EA,47E0B5EE,46B3F860,436CB767,3995DCDC,00000000,41E3A5F6,00000000,436CB767,3995DCDC,00000000,00000000,00000000,00000000
9,9000.0,9,4370ECC0,39C6B281,41CDB459,00000000,43722EBC,3A4EE70F,47CCB657,47D2FDE7,46C77754,4370ECC0,39C6B281,00000000,41D83130,00000000,4370ECC0,39C6B281,00000000,00000000,00000000,00000000
9,9000.0,10,4374CE95,39FE20E0,41C407C5,00000000,43761CD8,3A8E8250,47C0A3EB,47C66EC7,46DACBE0,4374CE95,39FE20E0,00000000,41CDB459,00000000,4374CE95,39FE20E0,00000000,00000000,00000000,00000000
9,9000.0,11,437869BC,3A24215F,41BB0CEF,00000000,4379C2BF,3ABDE21F,47B5789E,47BAD90E,46EDF550,437869BC,3A24215F,00000000,41C407C5,00000000,437869BC,3A24215F,00000000,00000000,00000000,00000000
9,9000.0,12,437BC783,3A5A2CB4,41B2ABDC,00000000,437D2A2F,3AF6FA79,47AB13CC,47B0182D,47007974,437BC783,3A5A2CB4,00000000,41BB0CEF,00000000,437BC783,3A5A2CB4,00000000,00000000,00000000,00000000
9,9000.0,13,437EEE37,3A8E1F4E,41AAD155,00000000,43802D7B,3B1DC27D,47A15B9D,47A60F6D,4709E1F6,437EEE37,3A8E1F4E,00000000,41B2ABDC,00000000,437EEE37,3A8E1F4E,00000000,00000000,00000000,00000000
9,9000.0,14,4380F476,3AB4C1A1,41A36DB8,00000000,4381ADB6,3B45B32E,47983B31,479CA7CE,471333CA,4380F476,3AB4C1A1,00000000,41AAD155,00000000,4380F476,3AB4C1A1,00000000,00000000,00000000,00000000
9,9000.0,15,43825E73,3AE15222,419C7421,00000000,43831869,3B72F491,478FA173,4793CE94,471C6E89,43825E73,3AE15222,00000000,41A36DB8,00000000,43825E73,3AE15222,00000000,00000000,00000000,00000000
9,9000.0,16,4383B719,3B0A12A4,4195D9C5,00000000,43846FC4,3B927101,47878034,478B7451,472591C4,4383B719,3B0A12A4,00000000,419C7421,00000000,4383B719,3B0A12A4,00000000,00000000,00000000,00000000
9,9000.0,17,4384FFF8,3B26C207,418F9592,00000000,4385B59E,3BAD48A4,477F9724,47838C18,472E9D0C,4384FFF8,3B26C207,00000000,4195D9C5,00000000,4384FFF8,3B26C207,00000000,00000000,00000000,00000000
9,9000.0,18,43863A60,3B46D389,41899FCA,00000000,4386EB8B,3BC96CE4,4770F2F6,4778161A,47378FE4,43863A60,3B46D389,00000000,418F9592,00000000,43863A60,3B46D389,00000000,00000000,00000000,00000000
9,9000.0,19,43876773,3B6A59A8,4183F1CA,00000000,438812E3,3BE62D6A,476302A4,4769CFD1,474069D0,43876773,3B6A59A8,00000000,41899FCA,00000000,43876773,3B6A59A8,00000000,00000000,00000000,00000000
9,9000.0,20,438887D2,3B88A04A,417D0BAB,00000000,43892CD1,3C0189F6,4755B75E,475C3576,47492A4A,438887D2,3B88A04A,00000000,4183F1CA,00000000,438887D2,3B88A04A,00000000,00000000,00000000,00000000
9,9000.0,21,43899949,3B9DFC56,4172ADE4,00000000,438A3A57,3C109814,47490452,474F3948,4751D0C6,43899949,3B9DFC56,00000000,417D0BAB,00000000,43899949,3B9DFC56,00000000,00000000,00000000,00000000
9,9000.0,22,438A9E9B,3BB53E02,4168C18C,00000000,438B3C58,3C204FA2,473CDE51,4742CF5C,475A5CB1,438A9E9B,3BB53E02,00000000,4172ADE4,00000000,438A9E9B,3BB53E02,00000000,00000000,00000000,00000000
9,9000.0,23,438B9955,3BCE4C52,415F3F04,00000000,438C339A,3C30A618,47313B96,4736ED46,4762CD6E,438B9955,3BCE4C52,00000000,4168C18C,00000000,438B9955,3BCE4C52,00000000,00000000,00000000,00000000
9,9000.0,24,438C8A17,3BE91FD6,41561F92,00000000,438D20CB,3C4190A2,47261389,472B89E6,476B2254,438C8A17,3BE91FD6,00000000,415F3F04,00000000,438C8A17,3BE91FD6,00000000,00000000,00000000,00000000
9,9000.0,25,438D7175,3C02D75A,414D5D64,00000000,438E0484,3C53040F,471B5EAA,47209D2E,47735AB4,438D7175,3C02D75A,00000000,41561F92,00000000,438D7175,3C02D75A,00000000,00000000,00000000,00000000
9,9000.0,26,438E4FF0,3C10CEA5,4144F376,00000000,438EDF46,3C64F43A,4711167A,47162027,477B75D0,438E4FF0,3C10CEA5,00000000,414D5D64,00000000,438E4FF0,3C10CEA5,00000000,00000000,00000000,00000000
9,9000.0,27,438F25F3,3C1CA4F5,413CDD28,00000000,438FB18A,3C775574,47073531,470C0CCC,4781B970,438F25F3,3C1CA4F5,00000000,4144F376,00000000,438F25F3,3C1CA4F5,00000000,00000000,00000000,00000000
9,9000.0,28,438FF3E9,3C28C8E4,41351663,00000000,43907BBA,3C850DD5,46FB6B35,47025D96,4785A886,438FF3E9,3C28C8E4,00000000,413CDD28,00000000,438FF3E9,3C28C8E4,00000000,00000000,00000000,00000000
9,9000.0,29,4390BA2C,3C35332C,412D9B84,00000000,43913E35,3C8E9D58,46E9262A,46F21B3E,478987B5,4390BA2C,3C35332C,00000000,41351663,00000000,4390BA2C,3C35332C,00000000,00000000,00000000,00000000
9,9000.0,30,4391790E,3C41DC02,41266960,00000000,4391F94C,3C9852CF,46D7931B,46E03116,478D5682,4391790E,3C41DC02,00000000,412D9B84,00000000,4391790E,3C41DC02,00000000,00000000,00000000,00000000
9,9000.0,31,439230D6,3C4EBB19,411F7D24,00000000,4392AD4A,3CA227EE,46C6AADB,46CEF520,47911463,439230D6,3C4EBB19,00000000,41266960,00000000,439230D6,3C4EBB19,00000000,00000000,00000000,00000000
9,9000.0,32,4392E1C6,3C5BC850,4118D460,00000000,43935A6E,3CAC15FD,46B6671D,46BE6096,4794C0C7,4392E1C6,3C5BC850,00000000,411F7D24,00000000,4392E1C6,3C5BC850,00000000,00000000,00000000,00000000
9,9000.0,33,43938C14,3C68FADB,41126CF9,00000000,439400EF,3CB61624,46A6C270,46AE6DA3,47985B0D,43938C14,3C68FADB,00000000,4118D460,00000000,43938C14,3C68FADB,00000000,00000000,00000000,00000000
9,9000.0,34,43942FEF,3C76499B,410C452B,00000000,4394A0FA,3CC0211B,4697B833,469F173E,479BE286,43942FEF,3C76499B,00000000,41126CF9,00000000,43942FEF,3C76499B,00000000,00000000,00000000,00000000
9,9000.0,35,4394CD80,3C81D587,41065B81,00000000,43953AB5,3CCA2F62,46894487,46905928,479F5670,4394CD80,3C81D587,00000000,410C452B,00000000,4394CD80,3C81D587,00000000,00000000,00000000,00000000
9,9000.0,36,439564E5,3C888A76,4100AED3,00000000,4395CE3F,3CD43936,4676C89B,46822FE7,47A2B5F3,439564E5,3C888A76,00000000,41065B81,00000000,439564E5,3C888A76,00000000,00000000,00000000,00000000
9,9000.0,37,4395F638,3C8F3E70,40F67CA8,00000000,43965BAB,3CDE3604,465C2A5C,46693169,47A60021,4395F638,3C8F3E70,00000000,4100AED3,00000000,4395F638,3C8F3E70,00000000,00000000,00000000,00000000
9,9000.0,38,43968188,3C95EB85,40EC5ED6,00000000,4392DF2F,3C8EB55A,464305F7,464F234E,47A933EB,43927C62,3C827507,00000000,40F67CA8,00000000,43968188,3C95EB85,00000000,00000000,00000000,00000000
9,9000.0,39,43930795,3C83F582,40E2B4BA,00000000,43935CD3,3C94F87E,462B55DD,4636E8A2,47AC501F,439341FC,3C827507,00000000,40EC5ED6,00000000,43930795,3C83F582,00000000,00000000,00000000,00000000
9,9000.0,40,439382F0,3C8BA465,40D97F3F,00000000,4393D48A,3C9B22D0,4614BBFC,461FC317,47AF535C,4393BB35,3C8A31FA,00000000,40E2B4BA,00000000,439382F0,3C8BA465,00000000,00000000,00000000,00000000
9,9000.0,41,4393F870,3C91E7A0,40D0C030,00000000,4394463E,3CA12C7D,45FE772C,4609B4E1,47B23C0A,43942E7A,3C9083DF,00000000,40D97F3F,00000000,4393F870,3C91E7A0,00000000,00000000,00000000,00000000
9,9000.0,42,439467F8,3C977D49,40C87A81,00000000,4394B1C7,3CA70C84,45D5B4B1,45E98497,47B50844,43949BAA,3C9628FD,00000000,40D0C030,00000000,439467F8,3C977D49,00000000,00000000,00000000,00000000
9,9000.0,43,4394D15B,3C9CEBA9,40C0B2BE,00000000,439516EC,3CACB8C2,45AF427D,45C1E4CB,47B7B5C4,43950290,3C9BA7BE,00000000,40C87A81,00000000,4394D15B,3C9CEBA9,00000000,00000000,00000000,00000000
9,9000.0,44,43953459,3CA2291B,40B96FC3,00000000,43957553,3CB224D5,458B3BE2,459CA02E,47BA41BE,439562E7,3CA0F6A3,00000000,40C0B2BE,00000000,43953459,3CA2291B,00000000,00000000,00000000,00000000
9,9000.0,45,4395908F,3CA72989,40B2BBCA,00000000,4395CC77,3CB74134,45539398,4573AF2C,47BCA8A3,4395908F,3CA72989,00000000,40B96FC3,00000000,4395908F,3CA72989,00000000,00000000,00000000,00000000
9,9000.0,46,4395E569,3CABDDD9,40ACA69F,00000000,43961B8A,3CBBF91E,45165521,45337804,47BEE5BD,4395E569,3CABDDD9,00000000,40B2BBCA,00000000,4395E569,3CABDDD9,00000000,00000000,00000000,00000000
9,9000.0,47,43963206,3CB031B6,40A74A69,00000000,43966139,3CC02E29,44BF0A94,44F2647A,47C0F26C,43963206,3CB031B6,00000000,40ACA69F,00000000,43963206,3CB031B6,00000000,00000000,00000000,00000000
9,9000.0,48,43969592,3CB32FE1,40A2D9D6,00000000,43969AF0,3CC3AA28,44425071,448BB0AF,47C2C476,43969592,3CB32FE1,00000000,40A74A69,00000000,43969592,3CB32FE1,00000000,00000000,00000000,00000000
9,9000.0,49,4396A428,3CB8697E,40A00000,00000000,4396C000,3CC5C0E4,435A7F09,43DA7F09,47C4491D,4396CE01,00000000,00000000,40A2D9D6,00000000,4396A428,3CB8697E,00000000,00000000,00000000,00000000
10,9000.0,1,434E0000,37B52427,4229CDFB,00000000,434E0000,381904FB,483F9D3D,484BD602,459C4000,434E0000,37B52427,00000000,4229CDFB,00000000,434E0000,37B52427,00000000,00000000,00000000,00000000
10,9000.0,2,435A19E4,391AE34B,421B993D,00000000,434E0000,37D82F1E,482AE2F6,4833647A,45EE9B40,435A19E4,391AE34B,00000000,4229CDFB,00000000,435A19E4,391AE34B,00000000,00000000,00000000,00000000
10,9000.0,3,435687E1,3887AB9C,421090A0,00000000,4350CA7E,37FB5056,481BC631,48226171,46202EB0,435687E1,3887AB9C,00000000,421B993D,00000000,435687E1,3887AB9C,00000000,00000000,00000000,00000000
10,9000.0,4,43576B31,38669395,42074F52,00000000,43584F8E,38915473,480FA04F,48152AF1,4648C210,43576B31,38669395,00000000,421090A0,00000000,43576B31,38669395,00000000,00000000,00000000,00000000
10,9000.0,5,435DCA06,38CC0F86,41FE9F15,00000000,435ECF60,390E93CD,48054B8F,480A15AD,467106C0,435DCA06,38CC0F86,00000000,42074F52,00000000,435DCA06,38CC0F86,00000000,00000000,00000000,00000000
10,9000.0,6,436371F3,39230D28,41F0808B,00000000,43648BC8,397963B9,47F88EA7,48008170,468C7DC8,436371F3,39230D28,00000000,41FE9F15,00000000,436371F3,39230D28,00000000,00000000,00000000,00000000
10,9000.0,7,436885A2,397136B2,41E3D8EF,00000000,4369AFDF,39C878F7,47E886B3,47F01A6E,46A04FA4,436885A2,397136B2,00000000,41F0808B,00000000,436885A2,397136B2,00000000,00000000,00000000,00000000
10,9000.0,8,436D205A,39A82ED0,41D85ED0,00000000,436E597C,3A171E89,47DA13C1,47E0F2F8,46B3F860,436D205A,39A82ED0,00000000,41E3D8EF,00000000,436D205A,39A82ED0,00000000,00000000,00000000,00000000
10,9000.0,9,43715728,39DFFDA5,41CDDD0E,00000000,43729E32,3A589F9C,47CCEA09,47D3348A,46C77754,43715728,39DFFDA5,00000000,41D85ED0,00000000,43715728,39DFFDA5,00000000,00000000,00000000,00000000
10,9000.0,10,43753A77,3A0FDBA4,41C42BEB,00000000,43768E29,3A95179C,47C0D1EF,47C69F87,46DACBE0,43753A77,3A0FDBA4,00000000,41CDDD0E,00000000,43753A77,3A0FDBA4,00000000,00000000,00000000,00000000
10,9000.0,11,4378D71D,3A38D670,41BB2CD4,00000000,437A35CA,3AC6857E,47B5A15B,47BB0458,46EDF550,4378D71D,3A38D670,00000000,41C42BEB,00000000,4378D71D,3A38D670,00000000,00000000,00000000,00000000
10,9000.0,12,437C35EB,3A724D17,41B2C7C4,00000000,437D9ED8,3B012A63,47AB379C,47B03E5F,47007974,437C35EB,3A724D17,00000000,41BB2CD4,00000000,437C35EB,3A724D17,00000000,00000000,00000000,00000000
10,9000.0,13,437F5E5C,3A9BACB3,41AAE97E,00000000,43806892,3B24FF19,47A17ACA,47A630D9,4709E1F6,437F5E5C,3A9BACB3,00000000,41B2C7C4,00000000,437F5E5C,3A9BACB3,00000000,00000000,00000000,00000000
10,9000.0,14,43812D7B,3AC39A94,41A38257,00000000,4381E986,3B4EA648,47985600,479CC4BC,471333CA,43812D7B,3AC39A94,00000000,41AAE97E,00000000,43812D7B,3AC39A94,00000000,00000000,00000000,00000000
10,9000.0,15,43829877,3AF13E29,419C8566,00000000,438354E7,3B7DB576,478FB822,4793E745,471C6E89,43829877,3AF13E29,00000000,41A38257,00000000,43829877,3AF13E29,00000000,00000000,00000000,00000000
10,9000.0,16,4383F216,3B127036,4195E7DC,00000000,4384ACE7,3B98BA90,478792FB,478B88FF,472591C4,4383F216,3B127036,00000000,419C8566,00000000,4383F216,3B127036,00000000,00000000,00000000,00000000
10,9000.0,17,43853BEB,3B2F6040,418FA0A4,00000000,4385F35F,3BB472A7,477FB546,47839CF7,472E9D0C,43853BEB,3B2F6040,00000000,4195E7DC,00000000,43853BEB,3B2F6040,00000000,00000000,00000000,00000000
10,9000.0,18,43867744,3B4F868F,4189A7FD,00000000,438729E1,3BD1622F,47710A0B,4778309E,47378FE4,43867744,3B4F868F,00000000,418FA0A4,00000000,43867744,3B4F868F,00000000,00000000,00000000,00000000
10,9000.0,19,4387A543,3B72F0E8,4183F742,00000000,438851C7,3BEECBC1,47631302,4769E376,474069D0,4387A543,3B72F0E8,00000000,4189A7FD,00000000,4387A543,3B72F0E8,00000000,00000000,00000000,00000000
10,9000.0,20,4388C621,3B8CBC95,417D1165,00000000,43896C3C,3C064297,4755C15A,475C428E,47492A4A,4388C621,3B8CBC95,00000000,4183F742,00000000,4388C621,3B8CBC95,00000000,00000000,00000000,00000000
10,9000.0,21,4389D7A1,3BA1E90F,4172AEA7,00000000,438A7A43,3C15D0BC,47490836,474F4024,4751D0C6,4389D7A1,3BA1E90F,00000000,417D1165,00000000,4389D7A1,3BA1E90F,00000000,00000000,00000000,00000000
10,9000.0,22,438ADD8A,3BB8D02B,4168BD95,00000000,438B7CBF,3C260CA9,473CDC66,4742D046,475A5CB1,438ADD8A,3BB8D02B,00000000,4172AEA7,00000000,438ADD8A,3BB8D02B,00000000,00000000,00000000,00000000
10,9000.0,23,438BD8D1,3BD166B8,415F368B,00000000,438C7476,3C36EB6D,47313424,4736E887,4762CD6E,438BD8D1,3BD166B8,00000000,4168BD95,00000000,438BD8D1,3BD166B8,00000000,00000000,00000000,00000000
10,9000.0,24,438CCA1A,3BEBA4C7,415612CD,00000000,438D6217,3C4861E3,472606D3,472B7FC0,476B2254,438CCA1A,3BEBA4C7,00000000,415F368B,00000000,438CCA1A,3BEBA4C7,00000000,00000000,00000000,00000000
10,9000.0,25,438DB1FA,3C03BFFF,414D4C86,00000000,438E463A,3C5A6460,471B4CEB,47208DE4,47735AB4,438DB1FA,3C03BFFF,00000000,415612CD,00000000,438DB1FA,3C03BFFF,00000000,00000000,00000000,00000000
10,9000.0,26,438E90ED,3C116B5A,4144DEA7,00000000,438F2163,3C6CE6A2,4710FFEA,47160BF3,477B75D0,438E90ED,3C116B5A,00000000,414D4C86,00000000,438E90ED,3C116B5A,00000000,00000000,00000000,00000000
10,9000.0,27,438F6766,3C1D4560,413CC48E,00000000,438FF40A,3C7FDC7F,47071A01,470BF3E1,4781B970,438F6766,3C1D4560,00000000,4144DEA7,00000000,438F6766,3C1D4560,00000000,00000000,00000000,00000000
10,9000.0,28,439035CC,3C296D01,4134FA25,00000000,4390BE98,3C899CB2,46FB2BEE,47024021,4785A886,439035CC,3C296D01,00000000,413CC48E,00000000,439035CC,3C296D01,00000000,00000000,00000000,00000000
10,9000.0,29,4390FC79,3C35DA8E,412D7BC4,00000000,4391816E,3C937881,46E8DE54,46F1D79A,478987B5,4390FC79,3C35DA8E,00000000,4134FA25,00000000,4390FC79,3C35DA8E,00000000,00000000,00000000,00000000
10,9000.0,30,4391BBC1,3C428677,41264640,00000000,43923CDE,3C9D7B1D,46D74307,46DFE50D,478D5682,4391BBC1,3C428677,00000000,412D7BC4,00000000,4391BBC1,3C428677,00000000,00000000,00000000,00000000
10,9000.0,31,439273EC,3C4F68AB,411F7758,00000000,43906DE1,3C73B479,46C679DA,46CEA101,47911463,439273EC,3C4F68AB,00000000,41264640,00000000,439273EC,3C4F68AB,00000000,00000000,00000000,00000000
10,9000.0,32,4390A67E,3C3A7447,4118EAB0,00000000,4391182A,3C817EAB,46B67AE5,46BE52B5,4794C0C7,4390A67E,3C3A7447,00000000,411F7758,00000000,4390A67E,3C3A7447,00000000,00000000,00000000,00000000
10,9000.0,33,43914DA4,3C498908,41129E32,00000000,4391BBEF,3C8933A7,46A7181B,46AEA314,47985B0D,43914DA4,3C498908,00000000,4118EAB0,00000000,43914DA4,3C498908,00000000,00000000,00000000,00000000
10,9000.0,34,4391EE7F,3C590141,410C9020,00000000,4392595D,3C90F38F,46984CE8,469F8D22,479BE286,4391EE7F,3C590141,00000000,41129E32,00000000,4391EE7F,3C590141,00000000,00000000,00000000,00000000
10,9000.0,35,43928931,3C68CFC5,4106BF09,00000000,4392F099,3C98B877,468A157B,46910CAE,479F5670,43927EFC,3C756296,00000000,410C9020,00000000,43928931,3C68CFC5,00000000,00000000,00000000,00000000
10,9000.0,36,43931DDB,3C78E6A0,410129CA,00000000,439381C2,3CA07C55,4678DD7E,46831E48,47A2B5F3,43936237,3C756296,00000000,4106BF09,00000000,43931DDB,3C78E6A0,00000000,00000000,00000000,00000000
10,9000.0,37,4393AC95,3C849B47,40F79F34,00000000,43940CEA,3CA83860,465EACCB,466B7E6B,47A60021,4393EECE,3C82E757,00000000,410129CA,00000000,4393AC95,3C849B47,00000000,00000000,00000000,00000000
10,9000.0,38,4394356D,3C8CD760,40ED6005,00000000,43949220,3CAFE5CD,464595E0,4651DB2A,47A933EB,43947575,3C8B31D9,00000000,40F79F34,00000000,4394356D,3C8CD760,00000000,00000000,00000000,00000000
10,9000.0,39,4394B86C,3C951E9E,40E395E8,00000000,43951163,3CB77CBA,462D9781,46395098,47AC501F,4394F632,3C9387F2,00000000,40ED6005,00000000,4394B86C,3C951E9E,00000000,00000000,00000000,00000000
10,9000.0,40,4395358D,3C9D66C4,40DA41C7,00000000,43958AA9,3CBEF4B4,4616B299,4621DE69,47AF535C,439570FE,3C9BDF72,00000000,40E395E8,00000000,4395358D,3C9D66C4,00000000,00000000,00000000,00000000
10,9000.0,41,4395ACC0,3CA4765C,40D1657C,00000000,4395FDD9,3CC64422,4600EA7B,460B86C9,47B23C0A,4395E5C4,3CA2FF04,00000000,40DA41C7,00000000,4395ACC0,3CA4765C,00000000,00000000,00000000,00000000
