case,dx,k,ptenh,pqenh,puen,pven,pten,pqsen,pgeo,pgeoh,paph,ptu,pqu,plu,puu,pvu,ptd_in,pqd_in,pmfd_in,pmfds_in,pmfdq_in,pdmfdp_in
13,1500.0,27,43900FA0,3C604AEA,41F22CC8,41000000,43909F45,3C8B841A,4708177E,470CF9FC,4781B970,439070FB,3C5B4916,00000000,41F84B25,41000000,43900FA0,3C604AEA,00000000,00000000,00000000,00000000
13,1500.0,28,4390DF97,3C65F883,41EC4B02,41000000,43916B2D,3C9605F5,46FD05C2,47033500,4785A886,43913E9E,3C611559,00000000,41F22CC8,41000000,4390DF97,3C65F883,00000000,00000000,00000000,00000000
13,1500.0,29,4391A7B7,3C6ABE90,41E6A31A,41000000,43922F3F,3CA0B6E1,46EA99AF,46F3A185,478987B5,4391A7B7,3C6ABE90,00000000,41EC4B02,41000000,4391A7B7,3C6ABE90,00000000,00000000,00000000,00000000
13,1500.0,30,43926853,3C6E9963,41E132B6,41000000,4392EBCD,3CAB8F83,46D8E2A3,46E191D9,478D5682,43926853,3C6E9963,00000000,41E6A31A,41000000,43926853,3C6E9963,00000000,00000000,00000000,00000000
13,1500.0,31,439321B1,3C718733,41DBF7B4,41000000,4393A120,3CB6885E,46C7D978,46D0336F,47911463,439321B1,3C718733,00000000,41E132B6,41000000,439321B1,3C718733,00000000,00000000,00000000,00000000
13,1500.0,32,4393D413,3C73880B,41D6F043,41000000,43944F77,3CC199C8,46B777E1,46BF7F82,4794C0C7,4393D413,3C73880B,00000000,41DBF7B4,41000000,4393D413,3C73880B,00000000,00000000,00000000,00000000
13,1500.0,33,43947FAE,3C749D9E,41D21ACD,41000000,4394F70A,3CCCBBDF,46A7B86B,46AF703F,47985B0D,43947FAE,3C749D9E,00000000,41D6F043,41000000,43947FAE,3C749D9E,00000000,00000000,00000000,00000000
13,1500.0,34,439524B5,3C74CBB9,41CD75FB,41000000,43959806,3CD7E655,4698966C,46A00097,479BE286,439524B5,3C74CBB9,00000000,41D21ACD,41000000,439524B5,3C74CBB9,00000000,00000000,00000000,00000000
13,1500.0,35,4395C34D,3C741772,41C900B1,41000000,43963293,3CE310D4,468A0DFC,46912C41,479F5670,4395C34D,3C741772,00000000,41CD75FB,41000000,4395C34D,3C741772,00000000,00000000,00000000,00000000
13,1500.0,36,43965B98,3C72881A,41C4BA0D,41000000,4396C6CE,3CEE323C,467837D8,4682EFB6,47A2B5F3,43965B98,3C72881A,00000000,41C900B1,41000000,43965B98,3C72881A,00000000,00000000,00000000,00000000
13,1500.0,37,4396EDB1,3C7026A7,41C0A16E,41000000,439754CE,3CF94157,465D7BA1,466A9042,47A60021,4396EDB1,3C7026A7,00000000,41C4BA0D,41000000,4396EDB1,3C7026A7,00000000,00000000,00000000,00000000
13,1500.0,38,439779A7,3C6CFDCA,41BCB670,41000000,4397DCA1,3D021A1A,4643E417,465066FF,47A933EB,439779A7,3C6CFDCA,00000000,41C0A16E,41000000,439779A7,3C6CFDCA,00000000,00000000,00000000,00000000
13,1500.0,39,4397FF86,3C691A87,41B8F8FE,41000000,43985E48,3D077FE8,462B6FB6,4637612F,47AC501F,4397FF86,3C691A87,00000000,41BCB670,41000000,4397FF86,3C691A87,00000000,00000000,00000000,00000000
13,1500.0,40,43987F48,3C648B48,41B568F1,41000000,4398D9CA,3D0CCD29,46141DBC,461F7E3C,47AF535C,43987F48,3C648B48,00000000,41B8F8FE,41000000,43987F48,3C648B48,00000000,00000000,00000000,00000000
13,1500.0,41,4398F8F4,3C699ABA,41B2268F,41000000,43944AC7,3CA185CC,45FCA980,4608BD3C,47B23C0A,4398F8F4,3C699ABA,00000000,41B568F1,41000000,4398F8F4,3C699ABA,00000000,00000000,00000000,00000000
13,1500.0,42,43946C59,3C05756E,41AF119B,41000000,4394B59E,3CA75A64,45D429B6,45E7D886,47B50844,43946C59,3C05756E,00000000,41B2268F,41000000,43946C59,3C05756E,00000000,00000000,00000000,00000000
13,1500.0,43,4394D50E,3C0A1FBF,41AC2BC1,41000000,43951A13,3CACFA80,45ADF8E5,45C07AE6,47B7B5C4,4394D50E,3C0A1FBF,00000000,41AF119B,41000000,4394D50E,3C0A1FBF,00000000,00000000,00000000,00000000
13,1500.0,44,4395375E,3C0E9E05,41A97785,41000000,439577D1,3CB25A23,458A31CB,459B76E4,47BA41BE,4395375E,3C0E9E05,00000000,41AC2BC1,41000000,4395375E,3C0E9E05,00000000,00000000,00000000,00000000
13,1500.0,45,439592ED,3C12E5B3,41A6F8AF,41000000,4395CE53,3CB769E9,4551F944,4571D966,47BCA8A3,439592ED,3C12E5B3,00000000,41A97785,41000000,439592ED,3C12E5B3,00000000,00000000,00000000,00000000
13,1500.0,46,4395E728,3C16E8E9,41A4B517,41000000,43961CD0,3CBC1599,45152DB9,45321920,47BEE5BD,4395E728,3C16E8E9,00000000,41A6F8AF,41000000,4395E728,3C16E8E9,00000000,00000000,00000000,00000000
13,1500.0,47,43963330,3C1A94F3,41A2B66F,41000000,439661F6,3CC03EF6,44BD8EF7,44F084A4,47C0F26C,43963330,3C1A94F3,00000000,41A4B517,41000000,43963330,3C1A94F3,00000000,00000000,00000000,00000000
13,1500.0,48,439695E9,3C1C23A8,41A10F89,41000000,43969B3B,3CC3B0EE,4440CB01,448A9949,47C2C476,439695E9,3C1C23A8,00000000,41A2B66F,41000000,439695E9,3C1C23A8,00000000,00000000,00000000,00000000
13,1500.0,49,4396A460,3C20B214,41A00000,41000000,4396C000,3CC5C0E4,4358C6DC,43D8C6DC,47C4491D,4396B345,00000000,00000000,41A10F89,41000000,4396A460,3C20B214,00000000,00000000,00000000,00000000
14,1500.0,1,434D8000,37A8FFF8,42299A62,00000000,434D8000,380E1A9C,483F57DA,484B8906,459C4000,434D8000,37A8FFF8,00000000,42299A62,00000000,434D8000,37A8FFF8,00000000,00000000,00000000,00000000
14,1500.0,2,435997E4,39111644,421B6E77,00000000,434D8000,37C8C349,482AAA75,483326B0,45EE9B40,435997E4,39111644,00000000,42299A62,00000000,435997E4,39111644,00000000,00000000,00000000,00000000
14,1500.0,3,435604D2,387D8A23,42106B00,00000000,43506910,37EDECF8,481B960E,48222E39,46202EB0,435604D2,387D8A23,00000000,421B6E77,00000000,435604D2,387D8A23,00000000,00000000,00000000,00000000
14,1500.0,4,435707F8,385B3603,42072E04,00000000,4357EA9C,3889DE55,480F75D7,4814FDE3,4648C210,435707F8,385B3603,00000000,42106B00,00000000,435707F8,385B3603,00000000,00000000,00000000,00000000
14,1500.0,5,435D647B,38C27BBC,41FE63F2,00000000,435E6766,39077AE8,480525EA,4809EDCB,467106C0,435D647B,38C27BBC,00000000,42072E04,00000000,435D647B,38C27BBC,00000000,00000000,00000000,00000000
14,1500.0,6,43630A7B,391BBE1B,41F04C02,00000000,43642120,396D4CA7,47F84BCB,48005E08,468C7DC8,43630A7B,391BBE1B,00000000,41FE63F2,00000000,43630A7B,391BBE1B,00000000,00000000,00000000,00000000
14,1500.0,7,43681C81,3966DC75,41E3AA51,00000000,436942CF,39BEF9A3,47E84B55,47EFDB85,46A04FA4,43681C81,3966DC75,00000000,41F04C02,00000000,43681C81,3966DC75,00000000,00000000,00000000,00000000
14,1500.0,8,436CB5B2,39A1405A,41D83593,00000000,436DEA3C,3A101AB7,47D9DF26,47E0BB25,46B3F860,436CB5B2,39A1405A,00000000,41E3AA51,00000000,436CB5B2,39A1405A,00000000,00000000,00000000,00000000
14,1500.0,9,4370EB06,39D71876,41CDB8BE,00000000,43722CF3,3A4EC00F,47CCBB99,47D30328,46C77754,4370EB06,39D71876,00000000,41D83593,00000000,4370EB06,39D71876,00000000,00000000,00000000,00000000
14,1500.0,10,4374CCDF,3A0A553E,41C40C22,00000000,43761B12,3A8E687D,47C0A929,47C6740B,46DACBE0,4374CCDF,3A0A553E,00000000,41CDB8BE,00000000,4374CCDF,3A0A553E,00000000,00000000,00000000,00000000
14,1500.0,11,4378680B,3A35CD1E,41BB1133,00000000,4379C104,3ABDC18C,47B57DC8,47BADE48,46EDF550,4378680B,3A35CD1E,00000000,41C40C22,00000000,4378680B,3A35CD1E,00000000,00000000,00000000,00000000
14,1500.0,12,437BC5E3,3A78F6FF,41B2AFF0,00000000,437D2886,3AF6D208,47AB18CD,47B01D48,47007974,437BC5E3,3A78F6FF,00000000,41BB1133,00000000,437BC5E3,3A78F6FF,00000000,00000000,00000000,00000000
14,1500.0,13,437EECAA,3AA620E8,41AAD523,00000000,43802CB5,3B1DAAC0,47A16056,47A61450,4709E1F6,437EECAA,3AA620E8,00000000,41B2AFF0,00000000,437EECAA,3AA620E8,00000000,00000000,00000000,00000000
14,1500.0,14,4380F3BE,3AD79E8F,41A37124,00000000,4381AD04,3B459913,47983F84,479CAC5C,471333CA,4380F3BE,3AD79E8F,00000000,41AAD523,00000000,4380F3BE,3AD79E8F,00000000,00000000,00000000,00000000
14,1500.0,15,43825DD1,3B08B9C1,419C770C,00000000,438317D2,3B72DA3A,478FA53E,4793D2AD,471C6E89,43825DD1,3B08B9C1,00000000,41A37124,00000000,43825DD1,3B08B9C1,00000000,00000000,00000000,00000000
14,1500.0,16,4383B691,3B2A0B78,4195DC10,00000000,43846F4D,3B9264FB,47878354,478B77D0,472591C4,4383B691,3B2A0B78,00000000,419C770C,00000000,4383B691,3B2A0B78,00000000,00000000,00000000,00000000
14,1500.0,17,4384FF8F,3B4FF6CF,418F971B,00000000,4385B54F,3BAD3F9D,477F9BBB,47838ED7,472E9D0C,4384FF8F,3B4FF6CF,00000000,4195DC10,00000000,4384FF8F,3B4FF6CF,00000000,00000000,00000000,00000000
14,1500.0,18,43863A20,3B7AA38B,4189A06C,00000000,4386EB6A,3BC968BA,4770F58D,477819C6,47378FE4,43863A20,3B7AA38B,00000000,418F971B,00000000,43863A20,3B7AA38B,00000000,00000000,00000000,00000000
14,1500.0,19,43876762,3B9515C8,4183F15E,00000000,438812F9,3BE63066,476302E5,4769D155,474069D0,43876762,3B9515C8,00000000,4189A06C,00000000,43876762,3B9515C8,00000000,00000000,00000000,00000000
14,1500.0,20,438887FB,3BAF4046,417D0869,00000000,43892D25,3C01901D,4755B4EB,475C3474,47492A4A,438887FB,3BAF4046,00000000,4183F15E,00000000,438887FB,3BAF4046,00000000,00000000,00000000,00000000
14,1500.0,21,438999AD,3BCC0A13,4172A7E5,00000000,438A3AF3,3C10A49F,4748FEC9,474F3562,4751D0C6,438999AD,3BCC0A13,00000000,417D0869,00000000,438999AD,3BCC0A13,00000000,00000000,00000000,00000000
14,1500.0,22,438A9F49,3BEB70D9,4168B87B,00000000,438B3D44,3C206455,473CD54C,4742C82E,475A5CB1,438A7B34,3C017B1C,00000000,4172A7E5,00000000,438A9F49,3BEB70D9,00000000,00000000,00000000,00000000
14,1500.0,23,438B9A53,3C06ACD8,415F328D,00000000,438C34DE,3C30C4F4,47312EB1,4736E26B,4762CD6E,438BFF52,3C017B1C,00000000,4168B87B,00000000,438B9A53,3C06ACD8,00000000,00000000,00000000,00000000
14,1500.0,24,438C8B6D,3C18DD5A,41560F5D,00000000,438D2271,3C41BC06,4726025E,472B7AF9,476B2254,438CEEDF,3C13C00C,00000000,415F328D,00000000,438C8B6D,3C18DD5A,00000000,00000000,00000000,00000000
14,1500.0,25,438D732D,3C2C436C,414D496A,00000000,438E068B,3C533D78,471B4900,472089C5,47735AB4,438DD4EA,3C273C9E,00000000,41560F5D,00000000,438D732D,3C2C436C,00000000,00000000,00000000,00000000
14,1500.0,26,438E5208,3C3BFB95,4144DC66,00000000,438EE19E,3C653B4E,4710FCB4,4716083A,477B75D0,438EB1E7,3C370D4E,00000000,414D496A,00000000,438E5208,3C3BFB95,00000000,00000000,00000000,00000000
14,1500.0,27,438F2857,3C40ED24,413CC3BF,00000000,438FB41F,3C77A8FD,4707182B,470BF12E,4781B970,438F8630,3C3C197A,00000000,4144DC66,00000000,438F2857,3C40ED24,00000000,00000000,00000000,00000000
14,1500.0,28,438FF684,3C4501C8,4134FB67,00000000,43907E78,3C853D00,46FB2C76,47023F28,4785A886,438FF684,3C4501C8,00000000,413CC3BF,00000000,438FF684,3C4501C8,00000000,00000000,00000000,00000000
14,1500.0,29,4390BCEB,3C4834C1,412D7FC3,00000000,43914106,3C8ED0AF,46E8E49D,46F1DA9E,478987B5,4390BCEB,3C4834C1,00000000,4134FB67,00000000,4390BCEB,3C4834C1,00000000,00000000,00000000,00000000
14,1500.0,30,43917BDD,3C4A831F,41264DAE,00000000,4391FC1C,3C9888FE,46D750B4,46DFEE9D,478D5682,43917BDD,3C4A831F,00000000,412D7FC3,00000000,43917BDD,3C4A831F,00000000,00000000,00000000,00000000
14,1500.0,31,439233A0,3C4BEBDD,411F6257,00000000,4392B003,3CA25F34,46C66998,46CEB2CA,47911463,439233A0,3C4BEBDD,00000000,41264DAE,00000000,439233A0,3C4BEBDD,00000000,00000000,00000000,00000000
14,1500.0,32,4392E475,3C4C6FCC,4118BB52,00000000,43935CFA,3CAC4C53,46B62904,46BE2066,4794C0C7,4392E475,3C4C6FCC,00000000,411F6257,00000000,4392E475,3C4C6FCC,00000000,00000000,00000000,00000000
14,1500.0,33,43938E93,3C4C115C,41125684,00000000,43940337,3CB64926,46A6898B,46AE31A2,47985B0D,43938E93,3C4C115C,00000000,4118BB52,00000000,43938E93,3C4C115C,00000000,00000000,00000000,00000000
14,1500.0,34,43943227,3C4AD49A,410C3223,00000000,4394A2E8,3CC04E37,46978684,469EE173,479BE286,43943227,3C4AD49A,00000000,41125684,00000000,43943227,3C4AD49A,00000000,00000000,00000000,00000000
14,1500.0,35,4394CF5C,3C48BF95,41064CB7,00000000,43953C35,3CCA53FA,46891C07,46902B93,479F5670,4394CF5C,3C48BF95,00000000,410C3223,00000000,4394CF5C,3C48BF95,00000000,00000000,00000000,00000000
14,1500.0,36,43956651,3C45DA0A,4100A511,00000000,4395CF3C,3CD45251,46768DD2,46820C7C,47A2B5F3,43956651,3C45DA0A,00000000,41064CB7,00000000,43956651,3C45DA0A,00000000,00000000,00000000,00000000
14,1500.0,37,4395F720,3C422DC3,40F674B4,00000000,43965C13,3CDE40C2,465C0977,466902AD,47A60021,4395F720,3C422DC3,00000000,4100A511,00000000,4395F720,3C422DC3,00000000,00000000,00000000,00000000
14,1500.0,38,439681DA,3C3DC5AF,40EC1819,00000000,4396E2C7,3CE81633,4642A7BB,464F1040,47A933EB,439681DA,3C3DC5AF,00000000,40F674B4,00000000,439681DA,3C3DC5AF,00000000,00000000,00000000,00000000
14,1500.0,39,43970686,3C38AF4E,40E23410,00000000,4397635B,3CF1C8EA,462A6713,46363F36,47AC501F,43970686,3C38AF4E,00000000,40EC1819,00000000,43970686,3C38AF4E,00000000,00000000,00000000,00000000
14,1500.0,40,43978525,3C32F9FE,40D90E14,00000000,4393DA49,3C9B9073,46139A64,461E8EF0,47AF535C,43978525,3C32F9FE,00000000,40E23410,00000000,43978525,3C32F9FE,00000000,00000000,00000000,00000000
14,1500.0,41,4393FE01,3BE21A03,40D05E62,00000000,43944B35,3CA18E42,45FC7DE5,4608A5D9,47B23C0A,4393FE01,3BE21A03,00000000,40D90E14,00000000,4393FE01,3BE21A03,00000000,00000000,00000000,00000000
14,1500.0,42,43946CC4,3BEA7C3B,40C827D2,00000000,4394B5FA,3CA761AF,45D4046A,45E7B01A,47B50844,43946CC4,3BEA7C3B,00000000,40D05E62,00000000,43946CC4,3BEA7C3B,00000000,00000000,00000000,00000000
14,1500.0,43,4394D566,3BF2A0B4,40C06ED2,00000000,43951A5F,3CAD00B1,45ADD9C7,45C058BB,47B7B5C4,4394D566,3BF2A0B4,00000000,40C827D2,00000000,4394D566,3BF2A0B4,00000000,00000000,00000000,00000000
14,1500.0,44,439537A6,3BFA77D3,40B93A18,00000000,4395780D,3CB25F29,458A18AE,459B5AD4,47BA41BE,439537A6,3BFA77D3,00000000,40C06ED2,00000000,439537A6,3BFA77D3,00000000,00000000,00000000,00000000
14,1500.0,45,43959326,3C00F744,40B293B4,00000000,4395CE80,3CB76DC1,4551D28A,4571AD10,47BCA8A3,43959326,3C00F744,00000000,40B93A18,00000000,43959326,3C00F744,00000000,00000000,00000000,00000000
14,1500.0,46,4395E752,3C047616,40AC8B37,00000000,43961CEE,3CBC1837,451511D9,4531F803,47BEE5BD,4395E752,3C047616,00000000,40B293B4,00000000,4395E752,3C047616,00000000,00000000,00000000,00000000
14,1500.0,47,4396334D,3C07A7EA,40A73A73,00000000,43966208,3CC04090,44BD6B26,44F0575D,47C0F26C,4396334D,3C07A7EA,00000000,40AC8B37,00000000,4396334D,3C07A7EA,00000000,00000000,00000000,00000000
14,1500.0,48,439695F1,3C08CA12,40A2D38D,00000000,43969B42,3CC3B18E,4440A643,448A7EED,47C2C476,439695F1,3C08CA12,00000000,40A73A73,00000000,439695F1,3C08CA12,00000000,00000000,00000000,00000000
14,1500.0,49,4396A466,3C0CC7FF,40A00000,00000000,4396C000,3CC5C0E4,43589D56,43D89D56,47C4491D,4396BB0C,00000000,00000000,40A2D38D,00000000,4396A466,3C0CC7FF,00000000,00000000,00000000,00000000
15,1500.0,1,43758000,39A594C3,4235A49C,00000000,43758000,3B9B2AD4,4850230C,485EB46A,459C4000,43758000,39A594C3,00000000,4235A49C,00000000,43758000,39A594C3,00000000,00000000,00000000,00000000
15,1500.0,2,437C404A,3B539994,4224B5FB,00000000,43758000,3B5B08DD,48376E4F,484191AF,45EE9B40,437C404A,3B539994,00000000,4235A49C,00000000,437C404A,3B539994,00000000,00000000,00000000,00000000
15,1500.0,3,437AFD8B,3AFE7877,4217BC71,00000000,43758000,3B2986C5,48258622,482D4AED,46202EB0,437AFD8B,3AFE7877,00000000,4224B5FB,00000000,437AFD8B,3AFE7877,00000000,00000000,00000000,00000000
15,1500.0,4,437A2F95,3AAC4520,420D1A1F,00000000,43788492,3B3C1C68,48176358,481DC159,4648C210,437A2F95,3AAC4520,00000000,4217BC71,00000000,437A2F95,3AAC4520,00000000,00000000,00000000,00000000
15,1500.0,5,437C4D18,3A95FDE2,42040966,00000000,437C7BE3,3B6BEAF1,480B97CD,48110558,467106C0,437C4D18,3A95FDE2,00000000,420D1A1F,00000000,437C4D18,3A95FDE2,00000000,00000000,00000000,00000000
15,1500.0,6,437F7F77,3A933356,41F8429B,00000000,437FF16E,3B8FCFD5,48016E52,48062A42,468C7DC8,437F7F77,3A933356,00000000,42040966,00000000,437F7F77,3A933356,00000000,00000000,00000000,00000000
15,1500.0,7,43813666,3A913097,41EA3BA6,00000000,4381817A,3BAAF104,47F0FEA9,47F964C3,46A04FA4,43813666,3A913097,00000000,41F8429B,00000000,43813666,3A913097,00000000,00000000,00000000,00000000
15,1500.0,8,43828ED0,3A8F8EAB,41DDA0AC,00000000,4382E26D,3BC69E26,47E10C64,47E8988E,46B3F860,43828ED0,3A8F8EAB,00000000,41EA3BA6,00000000,43828ED0,3A8F8EAB,00000000,00000000,00000000,00000000
15,1500.0,9,4383CC7F,3A8E427B,41D22EC9,00000000,438422E2,3BE233E0,47D2A5F0,47D98037,46C77754,4383CC7F,3A8E427B,00000000,41DDA0AC,00000000,4383CC7F,3A8E427B,00000000,00000000,00000000,00000000
15,1500.0,10,4384F2A9,3A8D4447,41C7B466,00000000,43854845,3BFD25BE,47C58590,47CBCBA7,46DACBE0,4384F2A9,3A8D4447,00000000,41D22EC9,00000000,4384F2A9,3A8D4447,00000000,00000000,00000000,00000000
15,1500.0,11,4386041C,3A8CB100,41BE0B98,00000000,438656BB,3C0B7ED7,47B976DC,47BF3F77,46EDF550,4386041C,3A8CB100,00000000,41C7B466,00000000,4386041C,3A8CB100,00000000,00000000,00000000,00000000
15,1500.0,12,4387034A,3A91EDB9,41B516D0,00000000,43875181,3C17ACBC,47AE5171,47B3AE42,47007974,4387034A,3A91EDB9,00000000,41BE0B98,00000000,4387034A,3A91EDB9,00000000,00000000,00000000,00000000
15,1500.0,13,4387F224,3A979C64,41ACBE88,00000000,43883B29,3C22F405,47A3F586,47A8F4A2,4709E1F6,4387F224,3A979C64,00000000,41B516D0,00000000,4387F224,3A979C64,00000000,00000000,00000000,00000000
15,1500.0,14,4388D150,3A9CFD4E,41A4EFB2,00000000,438915C8,3C2D5B15,479A499A,479EF669,471333CA,4388D150,3A9CFD4E,00000000,41ACBE88,00000000,4388D150,3A9CFD4E,00000000,00000000,00000000,00000000
15,1500.0,15,4389A06E,3AA42DDC,419D9AB3,00000000,4389E314,3C37736F,479138ED,47959CCA,471C6E89,4389A06E,3AA42DDC,00000000,41A4EFB2,00000000,4389A06E,3AA42DDC,00000000,00000000,00000000,00000000
15,1500.0,16,438A635E,3AAC0EBC,4196B28A,00000000,438AA479,3C414EA8,4788B25F,478CD511,472591C4,438A635E,3AAC0EBC,00000000,419D9AB3,00000000,438A635E,3AAC0EBC,00000000,00000000,00000000,00000000
15,1500.0,17,438B1BB3,3AB45D02,41902C54,00000000,438B5B27,3C4AED7D,4780A7A1,47848FAD,472E9D0C,438B1BB3,3AB45D02,00000000,4196B28A,00000000,438B1BB3,3AB45D02,00000000,00000000,00000000,00000000
15,1500.0,18,438BCA61,3ABD051F,4189FED3,00000000,438C0821,3C5450E8,4772194D,47797F2B,47378FE4,438BCA61,3ABD051F,00000000,41902C54,00000000,438BCA61,3ABD051F,00000000,00000000,00000000,00000000
15,1500.0,19,438C703E,3AC5F71F,41842222,00000000,438CAC44,3C5D79E4,4763AE56,476AB370,474069D0,438C703E,3AC5F71F,00000000,4189FED3,00000000,438C703E,3AC5F71F,00000000,00000000,00000000,00000000
15,1500.0,20,438D0E03,3ACF258B,417D1EE3,00000000,438D4850,3C666993,4755FCC6,475CA93F,47492A4A,438D0E03,3ACF258B,00000000,41842222,00000000,438D0E03,3ACF258B,00000000,00000000,00000000,00000000
15,1500.0,21,438DA453,3AD88483,417281BE,00000000,438DDCE8,3C6F20BA,4748F565,474F504C,4751D0C6,438DA453,3AD88483,00000000,417D1EE3,00000000,438DA453,3AD88483,00000000,00000000,00000000,00000000
15,1500.0,22,438E33BA,3AE20904,41686293,00000000,438E6A9C,3C77A049,473C8B04,47429A7E,475A5CB1,438E33BA,3AE20904,00000000,417281BE,00000000,438E33BA,3AE20904,00000000,00000000,00000000,00000000
15,1500.0,23,438EBCB4,3AEBA96F,415EB868,00000000,438EF1EA,3C7FE929,4730B21F,47367B8B,4762CD6E,438EBCB4,3AEBA96F,00000000,41686293,00000000,438EBCB4,3AEBA96F,00000000,00000000,00000000,00000000
15,1500.0,24,438F3FAE,3AF55DFD,41557B55,00000000,438F7341,3C83FE22,4725609B,472AE8B4,476B2254,438F3FAE,3AF55DFD,00000000,415EB868,00000000,438F3FAE,3AF55DFD,00000000,00000000,00000000,00000000
15,1500.0,25,438FBD09,3AFF1DBB,414CA458,00000000,438FEF03,3C87ED31,471A8D87,471FD881,47735AB4,438FBD09,3AFF1DBB,00000000,41557B55,00000000,438FBD09,3AFF1DBB,00000000,00000000,00000000,00000000
15,1500.0,26,43903520,3B0755B4,41442D2C,00000000,43906588,3C8BC240,471030F3,4715428D,477B75D0,43903520,3B0755B4,00000000,414CA458,00000000,43903520,3B0755B4,00000000,00000000,00000000,00000000
15,1500.0,27,4390A83E,3B13CBA1,413C1062,00000000,4390D71B,3C8F7D80,470643DB,470B1F58,4781B970,4390A83E,3B13CBA1,00000000,41442D2C,00000000,4390A83E,3B13CBA1,00000000,00000000,00000000,00000000
15,1500.0,28,439116A5,3B205234,4134492A,00000000,43914400,3C931F3A,46F9803C,4701685F,4785A886,439116A5,3B205234,00000000,413C1062,00000000,439116A5,3B205234,00000000,00000000,00000000,00000000
15,1500.0,29,43918092,3B2CE100,412CD334,00000000,4391AC73,3C96A7A7,46E74087,46F02FB9,478987B5,43918092,3B2CE100,00000000,4134492A,00000000,43918092,3B2CE100,00000000,00000000,00000000,00000000
15,1500.0,30,4391E63D,3B396FF3,4125AABE,00000000,439210AA,3C9A16FD,46D5BEF2,46DE5155,478D5682,4391E63D,3B396FF3,00000000,412CD334,00000000,4391E63D,3B396FF3,00000000,00000000,00000000,00000000
15,1500.0,31,439247D4,3B45F6E3,411ECC6D,00000000,439270D2,3C9D6D35,46C4F2F5,46CD2C90,47911463,439247D4,3B45F6E3,00000000,4125AABE,00000000,439247D4,3B45F6E3,00000000,00000000,00000000,00000000
15,1500.0,32,4392A580,3B526DFB,41183550,00000000,4392CD16,3CA0AA7C,46B4D505,46BCB95A,4794C0C7,4392A580,3B526DFB,00000000,411ECC6D,00000000,4392A580,3B526DFB,00000000,00000000,00000000,00000000
15,1500.0,33,4392FF68,3B5ECE1E,4111E2D7,00000000,43932598,3CA3CEA5,46A55E8D,46ACF0AE,47985B0D,4392FF68,3B5ECE1E,00000000,41183550,00000000,4392FF68,3B5ECE1E,00000000,00000000,00000000,00000000
15,1500.0,34,439355AB,3B6B0FEE,410BD2D1,00000000,43937A79,3CA6D9C5,469689D9,469DCC6A,479BE286,439355AB,3B6B0FEE,00000000,4111E2D7,00000000,439355AB,3B6B0FEE,00000000,00000000,00000000,00000000
15,1500.0,35,4393A865,3B772C0A,41060362,00000000,4393CBD1,3CA9CB7E,46885211,468F4748,479F5670,4393A865,3B772C0A,00000000,410BD2D1,00000000,4393A865,3B772C0A,00000000,00000000,00000000,00000000
15,1500.0,36,4393F7A9,3B818D54,41007304,00000000,439419B6,3CACA396,46756650,46815CDB,47A2B5F3,4393F7A9,3B818D54,00000000,41060362,00000000,4393F7A9,3B818D54,00000000,00000000,00000000,00000000
15,1500.0,37,4394438D,3B876A7B,40F64117,00000000,43946438,3CAF61A1,465B53C7,466812EB,47A60021,4394438D,3B876A7B,00000000,41007304,00000000,4394438D,3B876A7B,00000000,00000000,00000000,00000000
15,1500.0,38,43948C1C,3B8D28E0,40EC1651,00000000,4394AB64,3CB20536,464267CB,464E94A4,47A933EB,43948C1C,3B8D28E0,00000000,40F64117,00000000,43948C1C,3B8D28E0,00000000,00000000,00000000,00000000
15,1500.0,39,4394D160,3B92C4FA,40E264E4,00000000,4394EF3E,3CB48D78,462A9F6B,46363AF3,47AC501F,4394D160,3B92C4FA,00000000,40EC1651,00000000,4394D160,3B92C4FA,00000000,00000000,00000000,00000000
15,1500.0,40,4395135A,3B983A1B,40D92CEF,00000000,43952FC5,3CB6F968,4613F9D1,461F03E3,47AF535C,4395135A,3B983A1B,00000000,40E264E4,00000000,4395135A,3B983A1B,00000000,00000000,00000000,00000000
15,1500.0,41,43955206,3B9ADF6A,40D06F8A,00000000,43956CF3,3CB947F6,45FCF0E3,4608EFBF,47B23C0A,43955206,3B9ADF6A,00000000,40D92CEF,00000000,43955206,3B9ADF6A,00000000,00000000,00000000,00000000
15,1500.0,42,43958D58,3B9C81BA,40C82F08,00000000,4395A6B7,3CBB7783,45D43EC9,45E80249,47B50844,43958D58,3B9C81BA,00000000,40D06F8A,00000000,43958D58,3B9C81BA,00000000,00000000,00000000,00000000
15,1500.0,43,4395C53B,3B9E089E,40C06F57,00000000,4395DCF5,3CBD85FE,45ADEC4D,45C07B48,47B7B5C4,4395C53B,3B9E089E,00000000,40C82F08,00000000,4395C53B,3B9E089E,00000000,00000000,00000000,00000000
15,1500.0,44,4395F98E,3B9F7185,40B936AF,00000000,43960F81,3CBF709C,458A11C1,459B5D51,47BA41BE,4395F98E,3B9F7185,00000000,40C06F57,00000000,4395F98E,3B9F7185,00000000,00000000,00000000,00000000
15,1500.0,45,43962A1B,3BA0B841,40B28EA1,00000000,43963E1A,3CC1339F,4551A9E4,45718C5F,47BCA8A3,43962A1B,3BA0B841,00000000,40B936AF,00000000,43962A1B,3BA0B841,00000000,00000000,00000000,00000000
