case,dx,k,ptenu,ptenv
16,1500.0,37,00000000,00000000
16,1500.0,38,00000000,00000000
16,1500.0,39,00000000,00000000
16,1500.0,40,00000000,00000000
16,1500.0,41,00000000,00000000
16,1500.0,42,00000000,00000000
16,1500.0,43,00000000,00000000
16,1500.0,44,00000000,00000000
16,1500.0,45,00000000,00000000
16,1500.0,46,00000000,00000000
16,1500.0,47,00000000,00000000
16,1500.0,48,00000000,00000000
16,1500.0,49,00000000,00000000
17,1500.0,1,00000000,00000000
17,1500.0,2,00000000,00000000
17,1500.0,3,00000000,00000000
17,1500.0,4,00000000,00000000
17,1500.0,5,00000000,00000000
17,1500.0,6,00000000,00000000
17,1500.0,7,00000000,00000000
17,1500.0,8,00000000,00000000
17,1500.0,9,00000000,00000000
17,1500.0,10,00000000,00000000
17,1500.0,11,00000000,00000000
17,1500.0,12,00000000,00000000
17,1500.0,13,00000000,00000000
17,1500.0,14,00000000,00000000
17,1500.0,15,00000000,00000000
17,1500.0,16,00000000,00000000
17,1500.0,17,00000000,00000000
17,1500.0,18,00000000,00000000
17,1500.0,19,00000000,00000000
17,1500.0,20,00000000,00000000
17,1500.0,21,00000000,00000000
17,1500.0,22,00000000,00000000
17,1500.0,23,00000000,00000000
17,1500.0,24,00000000,00000000
17,1500.0,25,00000000,00000000
17,1500.0,26,00000000,00000000
17,1500.0,27,00000000,00000000
17,1500.0,28,00000000,00000000
17,1500.0,29,00000000,00000000
17,1500.0,30,00000000,00000000
17,1500.0,31,00000000,00000000
17,1500.0,32,00000000,00000000
17,1500.0,33,00000000,00000000
17,1500.0,34,00000000,00000000
17,1500.0,35,00000000,00000000
17,1500.0,36,00000000,00000000
17,1500.0,37,00000000,00000000
17,1500.0,38,00000000,00000000
17,1500.0,39,00000000,00000000
17,1500.0,40,00000000,00000000
17,1500.0,41,00000000,00000000
17,1500.0,42,00000000,00000000
17,1500.0,43,00000000,00000000
17,1500.0,44,00000000,00000000
17,1500.0,45,00000000,00000000
17,1500.0,46,00000000,00000000
17,1500.0,47,00000000,00000000
17,1500.0,48,00000000,00000000
17,1500.0,49,00000000,00000000
18,1500.0,1,00000000,00000000
18,1500.0,2,00000000,00000000
18,1500.0,3,00000000,00000000
18,1500.0,4,00000000,00000000
18,1500.0,5,00000000,00000000
18,1500.0,6,00000000,00000000
18,1500.0,7,00000000,00000000
18,1500.0,8,00000000,00000000
18,1500.0,9,00000000,00000000
18,1500.0,10,00000000,00000000
18,1500.0,11,00000000,00000000
18,1500.0,12,00000000,00000000
18,1500.0,13,00000000,00000000
18,1500.0,14,00000000,00000000
18,1500.0,15,00000000,00000000
18,1500.0,16,00000000,00000000
18,1500.0,17,00000000,00000000
18,1500.0,18,00000000,00000000
18,1500.0,19,00000000,00000000
18,1500.0,20,00000000,00000000
18,1500.0,21,00000000,00000000
18,1500.0,22,00000000,00000000
18,1500.0,23,00000000,00000000
18,1500.0,24,00000000,00000000
18,1500.0,25,00000000,00000000
18,1500.0,26,00000000,00000000
18,1500.0,27,00000000,00000000
18,1500.0,28,00000000,00000000
18,1500.0,29,00000000,00000000
18,1500.0,30,00000000,00000000
18,1500.0,31,00000000,00000000
18,1500.0,32,00000000,00000000
18,1500.0,33,00000000,00000000
18,1500.0,34,00000000,00000000
18,1500.0,35,00000000,00000000
18,1500.0,36,00000000,00000000
18,1500.0,37,00000000,00000000
18,1500.0,38,00000000,00000000
18,1500.0,39,00000000,00000000
18,1500.0,40,00000000,00000000
18,1500.0,41,00000000,00000000
18,1500.0,42,00000000,00000000
18,1500.0,43,00000000,00000000
18,1500.0,44,00000000,00000000
18,1500.0,45,00000000,00000000
18,1500.0,46,00000000,00000000
18,1500.0,47,00000000,00000000
18,1500.0,48,00000000,00000000
18,1500.0,49,00000000,00000000
1,4500.0,1,00000000,00000000
1,4500.0,2,BABD405F,00000000
1,4500.0,3,B995B865,00000000
1,4500.0,4,37A8996E,00000000
1,4500.0,5,38ED6DBA,00000000
1,4500.0,6,39064B00,00000000
1,4500.0,7,38EFFCA3,00000000
1,4500.0,8,38D97B00,00000000
1,4500.0,9,38C743C2,00000000
1,4500.0,10,38B83222,00000000
1,4500.0,11,38AB7D66,00000000
1,4500.0,12,38A09582,00000000
1,4500.0,13,3897122F,00000000
1,4500.0,14,388E9F93,00000000
1,4500.0,15,3886FA45,00000000
1,4500.0,16,387FDAD0,00000000
1,4500.0,17,3872A166,00000000
1,4500.0,18,3866117F,00000000
1,4500.0,19,385A0FC6,00000000
1,4500.0,20,384E9FB8,00000000
1,4500.0,21,3843DD34,00000000
1,4500.0,22,3839FE4B,00000000
1,4500.0,23,38311938,00000000
1,4500.0,24,3828FC53,00000000
1,4500.0,25,3820B133,00000000
1,4500.0,26,38183E34,00000000
1,4500.0,27,381022F0,00000000
1,4500.0,28,38085E90,00000000
1,4500.0,29,3800F35F,00000000
1,4500.0,30,37F3C174,00000000
1,4500.0,31,37E64FDC,00000000
1,4500.0,32,37D991FC,00000000
1,4500.0,33,37CD87E6,00000000
1,4500.0,34,37C23109,00000000
1,4500.0,35,37B78C1E,00000000
1,4500.0,36,37AD9D4A,00000000
1,4500.0,37,37A4611B,00000000
1,4500.0,38,379BDDDA,00000000
1,4500.0,39,379418D4,00000000
1,4500.0,40,378B976F,00000000
1,4500.0,41,37835501,00000000
1,4500.0,42,38057C5C,00000000
1,4500.0,43,B6A6A875,00000000
1,4500.0,44,B58921CA,00000000
1,4500.0,45,36DF12D9,00000000
1,4500.0,46,37B8271F,00000000
1,4500.0,47,38764AEF,00000000
1,4500.0,48,38764AF0,00000000
1,4500.0,49,38764AF1,00000000
2,4500.0,1,00000000,00000000
2,4500.0,2,B9DEECFE,00000000
2,4500.0,3,B6C013C1,00000000
2,4500.0,4,B6750FF7,00000000
2,4500.0,5,B5FCD18F,00000000
2,4500.0,6,B4A48729,00000000
2,4500.0,7,35982359,00000000
2,4500.0,8,3625B7D1,00000000
2,4500.0,9,367980BE,00000000
2,4500.0,10,36CF8DB2,00000000
2,4500.0,11,370F6AAA,00000000
2,4500.0,12,372F68D2,00000000
2,4500.0,13,37498231,00000000
2,4500.0,14,375E54A4,00000000
2,4500.0,15,376EEC5A,00000000
2,4500.0,16,377C9EC9,00000000
2,4500.0,17,3784215F,00000000
2,4500.0,18,37893049,00000000
2,4500.0,19,378DAC0E,00000000
2,4500.0,20,3791A2AD,00000000
2,4500.0,21,3795299C,00000000
2,4500.0,22,379833D9,00000000
2,4500.0,23,379ACB55,00000000
2,4500.0,24,379CB58B,00000000
2,4500.0,25,379D8F9D,00000000
2,4500.0,26,379D90C2,00000000
2,4500.0,27,379D1938,00000000
2,4500.0,28,379C2C0F,00000000
2,4500.0,29,379AC557,00000000
2,4500.0,30,3798E590,00000000
2,4500.0,31,3796847D,00000000
2,4500.0,32,3793B7FA,00000000
2,4500.0,33,37907068,00000000
2,4500.0,34,378CB712,00000000
2,4500.0,35,37889E69,00000000
2,4500.0,36,37842692,00000000
2,4500.0,37,377ECC65,00000000
2,4500.0,38,3774D5BF,00000000
2,4500.0,39,376A7B9B,00000000
2,4500.0,40,376011A7,00000000
2,4500.0,41,37558398,00000000
2,4500.0,42,374B09FA,00000000
2,4500.0,43,3740D16C,00000000
2,4500.0,44,37806B91,00000000
2,4500.0,45,36AE48FF,00000000
2,4500.0,46,379A07CF,00000000
2,4500.0,47,379A07CD,00000000
2,4500.0,48,379A07CD,00000000
2,4500.0,49,379A07CD,00000000
3,4500.0,1,00000000,00000000
3,4500.0,2,BB0BBE46,00000000
3,4500.0,3,B7F1E887,00000000
3,4500.0,4,B79AB3A9,00000000
3,4500.0,5,B720AF1C,00000000
3,4500.0,6,B5E04F57,00000000
3,4500.0,7,36BA38F4,00000000
3,4500.0,8,374D638D,00000000
3,4500.0,9,379B3A56,00000000
3,4500.0,10,3801FB3E,00000000
3,4500.0,11,383420C6,00000000
3,4500.0,12,385C92D7,00000000
3,4500.0,13,387D7FDC,00000000
3,4500.0,14,388BD9E3,00000000
3,4500.0,15,3896407F,00000000
3,4500.0,16,389ED073,00000000
3,4500.0,17,38A6109D,00000000
3,4500.0,18,38AC60E5,00000000
3,4500.0,19,38B1F0B7,00000000
3,4500.0,20,38B6DF97,00000000
3,4500.0,21,38BB369B,00000000
3,4500.0,22,38BEFADE,00000000
3,4500.0,23,38C22A00,00000000
3,4500.0,24,38C488D4,00000000
3,4500.0,25,38C5876E,00000000
3,4500.0,26,38C56F2F,00000000
3,4500.0,27,38C4C9FE,00000000
3,4500.0,28,38C3944B,00000000
3,4500.0,29,38C1CBB6,00000000
3,4500.0,30,38BF6CF4,00000000
3,4500.0,31,38BC7A9E,00000000
3,4500.0,32,38B8F31C,00000000
3,4500.0,33,38B4DD43,00000000
3,4500.0,34,38B03E89,00000000
3,4500.0,35,38AB2110,00000000
3,4500.0,36,38A59401,00000000
3,4500.0,37,389FA592,00000000
3,4500.0,38,389969FA,00000000
3,4500.0,39,3892F72C,00000000
3,4500.0,40,388C6A7F,00000000
3,4500.0,41,3885D069,00000000
3,4500.0,42,387E79BB,00000000
3,4500.0,43,3871B083,00000000
3,4500.0,44,38A0F87D,00000000
3,4500.0,45,37DA7EA6,00000000
3,4500.0,46,38C10FA8,00000000
3,4500.0,47,38C10FAA,00000000
3,4500.0,48,38C10FA8,00000000
3,4500.0,49,38C10FA8,00000000
4,4500.0,1,00000000,00000000
4,4500.0,2,BB171C59,00000000
4,4500.0,3,B802EC27,00000000
4,4500.0,4,B7A6E9BE,00000000
4,4500.0,5,B72BD6FA,00000000
4,4500.0,6,B5DAE573,00000000
4,4500.0,7,36D13F33,00000000
4,4500.0,8,3762E661,00000000
4,4500.0,9,37AAAFC8,00000000
4,4500.0,10,380DECA2,00000000
4,4500.0,11,3844E8D7,00000000
4,4500.0,12,38713700,00000000
4,4500.0,13,388A98A6,00000000
4,4500.0,14,3898D9D3,00000000
4,4500.0,15,38A42C20,00000000
4,4500.0,16,38AD7D68,00000000
4,4500.0,17,38B5656E,00000000
4,4500.0,18,38BC466D,00000000
4,4500.0,19,38C258BF,00000000
4,4500.0,20,38C7BAFA,00000000
4,4500.0,21,38CC7A79,00000000
4,4500.0,22,38D09E93,00000000
4,4500.0,23,38D41DB2,00000000
4,4500.0,24,38D6B822,00000000
4,4500.0,25,38D7DBA4,00000000
4,4500.0,26,38D7D08A,00000000
4,4500.0,27,38D73518,00000000
4,4500.0,28,38D60920,00000000
4,4500.0,29,38D447FA,00000000
4,4500.0,30,38D1EFD8,00000000
4,4500.0,31,38CF0159,00000000
4,4500.0,32,38CB7D04,00000000
4,4500.0,33,38C767E7,00000000
4,4500.0,34,38C2C81C,00000000
4,4500.0,35,38BDA678,00000000
4,4500.0,36,38B8114F,00000000
4,4500.0,37,38B216C2,00000000
4,4500.0,38,38ABC99B,00000000
4,4500.0,39,38A540E0,00000000
4,4500.0,40,389E9A93,00000000
4,4500.0,41,3897E213,00000000
4,4500.0,42,38912D9F,00000000
4,4500.0,43,388AA59E,00000000
4,4500.0,44,38847F6F,00000000
4,4500.0,45,38AA9490,00000000
4,4500.0,46,379D0D55,00000000
4,4500.0,47,38A0C7B3,00000000
4,4500.0,48,38A0C7B6,00000000
4,4500.0,49,38A0C7B4,00000000
5,4500.0,1,00000000,00000000
5,4500.0,2,BB099489,00000000
5,4500.0,3,B7F27CFA,00000000
5,4500.0,4,B79BAAB0,00000000
5,4500.0,5,B7234119,00000000
5,4500.0,6,B5F9A54D,00000000
5,4500.0,7,36B2CCBE,00000000
5,4500.0,8,37491CA0,00000000
5,4500.0,9,3798D4C7,00000000
5,4500.0,10,37FD6F77,00000000
5,4500.0,11,3830033A,00000000
5,4500.0,12,3857E120,00000000
5,4500.0,13,3878665A,00000000
5,4500.0,14,38891E5E,00000000
5,4500.0,15,3893754A,00000000
5,4500.0,16,389C09D8,00000000
5,4500.0,17,38A35F23,00000000
5,4500.0,18,38A9C96D,00000000
5,4500.0,19,38AF783F,00000000
5,4500.0,20,38B485D5,00000000
5,4500.0,21,38B8FAB3,00000000
5,4500.0,22,38BCDCBD,00000000
5,4500.0,23,38C01D28,00000000
5,4500.0,24,38C282AC,00000000
5,4500.0,25,38C39217,00000000
5,4500.0,26,38C38535,00000000
5,4500.0,27,38C2E942,00000000
5,4500.0,28,38C1B7CD,00000000
5,4500.0,29,38BFF108,00000000
5,4500.0,30,38BD8F6B,00000000
5,4500.0,31,38BA96E0,00000000
5,4500.0,32,38B705E7,00000000
5,4500.0,33,38B2E388,00000000
5,4500.0,34,38AE359F,00000000
5,4500.0,35,38A90729,00000000
5,4500.0,36,38A36701,00000000
5,4500.0,37,389D64B7,00000000
5,4500.0,38,3897149B,00000000
5,4500.0,39,38908D1E,00000000
5,4500.0,40,3889EC96,00000000
5,4500.0,41,38833F8A,00000000
5,4500.0,42,38793794,00000000
5,4500.0,43,38D4A334,00000000
5,4500.0,44,36FEF1FA,00000000
5,4500.0,45,37B3617C,00000000
5,4500.0,46,38CE3D42,00000000
5,4500.0,47,38CE3D3E,00000000
5,4500.0,48,38CE3D41,00000000
5,4500.0,49,38CE3D3F,00000000
6,4500.0,1,00000000,00000000
6,4500.0,2,B9DA1396,00000000
6,4500.0,3,BA5FF4DC,00000000
6,4500.0,4,B98FF917,00000000
6,4500.0,5,B7038272,00000000
6,4500.0,6,B59E1003,00000000
6,4500.0,7,3683320A,00000000
6,4500.0,8,3710BA55,00000000
6,4500.0,9,375AC48D,00000000
6,4500.0,10,37B72EC4,00000000
6,4500.0,11,37FDDA3A,00000000
6,4500.0,12,381B6DD6,00000000
6,4500.0,13,3832A0C8,00000000
6,4500.0,14,38451725,00000000
6,4500.0,15,3853C146,00000000
6,4500.0,16,385FD042,00000000
6,4500.0,17,386A0911,00000000
6,4500.0,18,3872EF23,00000000
6,4500.0,19,387AC5B3,00000000
6,4500.0,20,3880DCB2,00000000
6,4500.0,21,3883EB69,00000000
6,4500.0,22,3886929D,00000000
6,4500.0,23,3888D133,00000000
6,4500.0,24,388A7CD8,00000000
6,4500.0,25,388B3047,00000000
6,4500.0,26,388B1E8E,00000000
6,4500.0,27,388AAA7F,00000000
6,4500.0,28,3889D086,00000000
6,4500.0,29,38888F0A,00000000
6,4500.0,30,3886E383,00000000
6,4500.0,31,3884CFBB,00000000
6,4500.0,32,388252BF,00000000
6,4500.0,33,387EE415,00000000
6,4500.0,34,38786176,00000000
6,4500.0,35,38712B91,00000000
6,4500.0,36,38695990,00000000
6,4500.0,37,3860FCFB,00000000
6,4500.0,38,385834EF,00000000
6,4500.0,39,384F1E67,00000000
6,4500.0,40,3845E381,00000000
6,4500.0,41,383C9523,00000000
6,4500.0,42,38335140,00000000
6,4500.0,43,382A4E4F,00000000
6,4500.0,44,3862DA9C,00000000
6,4500.0,45,3799F543,00000000
6,4500.0,46,38880A46,00000000
6,4500.0,47,38880A45,00000000
6,4500.0,48,38880A46,00000000
6,4500.0,49,38880A45,00000000
7,4500.0,1,00000000,00000000
7,4500.0,2,BB0E9E6E,00000000
7,4500.0,3,B7F95F00,00000000
7,4500.0,4,B7A02DEA,00000000
7,4500.0,5,B7284B8B,00000000
7,4500.0,6,B602DAEE,00000000
7,4500.0,7,36B650F2,00000000
7,4500.0,8,374DE660,00000000
7,4500.0,9,379CA32B,00000000
7,4500.0,10,38041407,00000000
7,4500.0,11,3837D42A,00000000
7,4500.0,12,38618040,00000000
7,4500.0,13,3881AEF9,00000000
7,4500.0,14,388F1D98,00000000
7,4500.0,15,3899C3C2,00000000
7,4500.0,16,38A28218,00000000
7,4500.0,17,38A9E882,00000000
7,4500.0,18,38B054FF,00000000
7,4500.0,19,38B5FD34,00000000
7,4500.0,20,38BAFDB4,00000000
7,4500.0,21,38BF6462,00000000
7,4500.0,22,38C334B8,00000000
7,4500.0,23,38C66C75,00000000
7,4500.0,24,38C8CD76,00000000
7,4500.0,25,38C9BF1B,00000000
7,4500.0,26,38C98D6E,00000000
7,4500.0,27,38C8D351,00000000
7,4500.0,28,38C78A54,00000000
7,4500.0,29,38C5B1B3,00000000
7,4500.0,30,38C343C2,00000000
7,4500.0,31,38C04071,00000000
7,4500.0,32,38BCAAAC,00000000
7,4500.0,33,38B8835C,00000000
7,4500.0,34,38B3D34E,00000000
7,4500.0,35,38AEA1F5,00000000
7,4500.0,36,38A8FD12,00000000
7,4500.0,37,38A2F4F7,00000000
7,4500.0,38,389C9C82,00000000
7,4500.0,39,3896096F,00000000
7,4500.0,40,388F5A92,00000000
7,4500.0,41,38889B7E,00000000
7,4500.0,42,3881E45A,00000000
7,4500.0,43,3876B938,00000000
7,4500.0,44,38A451CC,00000000
7,4500.0,45,37DF072F,00000000
7,4500.0,46,38C51353,00000000
7,4500.0,47,38C51351,00000000
7,4500.0,48,38C51351,00000000
7,4500.0,49,38C51352,00000000
8,4500.0,1,00000000,00000000
8,4500.0,2,00000000,00000000
8,4500.0,3,00000000,00000000
8,4500.0,4,00000000,00000000
8,4500.0,5,00000000,00000000
8,4500.0,6,00000000,00000000
8,4500.0,7,00000000,00000000
8,4500.0,8,00000000,00000000
8,4500.0,9,00000000,00000000
8,4500.0,10,00000000,00000000
8,4500.0,11,00000000,00000000
8,4500.0,12,00000000,00000000
8,4500.0,13,00000000,00000000
8,4500.0,14,00000000,00000000
8,4500.0,15,00000000,00000000
8,4500.0,16,00000000,00000000
8,4500.0,17,00000000,00000000
8,4500.0,18,00000000,00000000
8,4500.0,19,00000000,00000000
8,4500.0,20,00000000,00000000
8,4500.0,21,00000000,00000000
8,4500.0,22,00000000,00000000
8,4500.0,23,00000000,00000000
8,4500.0,24,00000000,00000000
8,4500.0,25,00000000,00000000
8,4500.0,26,00000000,00000000
8,4500.0,27,00000000,00000000
8,4500.0,28,00000000,00000000
8,4500.0,29,00000000,00000000
8,4500.0,30,00000000,00000000
8,4500.0,31,00000000,00000000
8,4500.0,32,00000000,00000000
8,4500.0,33,00000000,00000000
8,4500.0,34,00000000,00000000
8,4500.0,35,00000000,00000000
8,4500.0,36,00000000,00000000
8,4500.0,37,00000000,00000000
8,4500.0,38,00000000,00000000
8,4500.0,39,00000000,00000000
8,4500.0,40,00000000,00000000
8,4500.0,41,00000000,00000000
8,4500.0,42,00000000,00000000
8,4500.0,43,00000000,00000000
8,4500.0,44,00000000,00000000
8,4500.0,45,00000000,00000000
8,4500.0,46,00000000,00000000
8,4500.0,47,00000000,00000000
8,4500.0,48,00000000,00000000
8,4500.0,49,00000000,00000000
9,4500.0,1,00000000,00000000
9,4500.0,2,00000000,00000000
9,4500.0,3,00000000,00000000
9,4500.0,4,00000000,00000000
9,4500.0,5,00000000,00000000
9,4500.0,6,00000000,00000000
9,4500.0,7,00000000,00000000
9,4500.0,8,00000000,00000000
9,4500.0,9,00000000,00000000
9,4500.0,10,00000000,00000000
9,4500.0,11,00000000,00000000
9,4500.0,12,00000000,00000000
9,4500.0,13,00000000,00000000
9,4500.0,14,00000000,00000000
9,4500.0,15,00000000,00000000
9,4500.0,16,00000000,00000000
9,4500.0,17,00000000,00000000
9,4500.0,18,00000000,00000000
9,4500.0,19,00000000,00000000
9,4500.0,20,00000000,00000000
9,4500.0,21,00000000,00000000
9,4500.0,22,00000000,00000000
9,4500.0,23,00000000,00000000
9,4500.0,24,00000000,00000000
9,4500.0,25,00000000,00000000
9,4500.0,26,00000000,00000000
9,4500.0,27,00000000,00000000
9,4500.0,28,00000000,00000000
9,4500.0,29,00000000,00000000
9,4500.0,30,00000000,00000000
9,4500.0,31,00000000,00000000
9,4500.0,32,00000000,00000000
9,4500.0,33,00000000,00000000
9,4500.0,34,00000000,00000000
9,4500.0,35,00000000,00000000
9,4500.0,36,00000000,00000000
9,4500.0,37,00000000,00000000
9,4500.0,38,00000000,00000000
9,4500.0,39,00000000,00000000
9,4500.0,40,00000000,00000000
9,4500.0,41,00000000,00000000
9,4500.0,42,00000000,00000000
9,4500.0,43,00000000,00000000
9,4500.0,44,00000000,00000000
9,4500.0,45,00000000,00000000
9,4500.0,46,00000000,00000000
9,4500.0,47,00000000,00000000
9,4500.0,48,00000000,00000000
9,4500.0,49,00000000,00000000
10,4500.0,1,00000000,00000000
10,4500.0,2,00000000,00000000
10,4500.0,3,00000000,00000000
10,4500.0,4,00000000,00000000
10,4500.0,5,00000000,00000000
10,4500.0,6,00000000,00000000
10,4500.0,7,00000000,00000000
10,4500.0,8,00000000,00000000
10,4500.0,9,00000000,00000000
10,4500.0,10,00000000,00000000
10,4500.0,11,00000000,00000000
10,4500.0,12,00000000,00000000
10,4500.0,13,00000000,00000000
10,4500.0,14,00000000,00000000
10,4500.0,15,00000000,00000000
10,4500.0,16,00000000,00000000
10,4500.0,17,00000000,00000000
10,4500.0,18,00000000,00000000
10,4500.0,19,00000000,00000000
10,4500.0,20,00000000,00000000
10,4500.0,21,00000000,00000000
10,4500.0,22,00000000,00000000
10,4500.0,23,00000000,00000000
10,4500.0,24,00000000,00000000
10,4500.0,25,00000000,00000000
10,4500.0,26,00000000,00000000
10,4500.0,27,00000000,00000000
10,4500.0,28,00000000,00000000
10,4500.0,29,00000000,00000000
10,4500.0,30,00000000,00000000
10,4500.0,31,00000000,00000000
10,4500.0,32,00000000,00000000
10,4500.0,33,00000000,00000000
10,4500.0,34,00000000,00000000
10,4500.0,35,00000000,00000000
10,4500.0,36,00000000,00000000
10,4500.0,37,00000000,00000000
10,4500.0,38,00000000,00000000
10,4500.0,39,00000000,00000000
10,4500.0,40,00000000,00000000
10,4500.0,41,00000000,00000000
10,4500.0,42,00000000,00000000
10,4500.0,43,00000000,00000000
10,4500.0,44,00000000,00000000
10,4500.0,45,00000000,00000000
10,4500.0,46,00000000,00000000
10,4500.0,47,00000000,00000000
10,4500.0,48,00000000,00000000
10,4500.0,49,00000000,00000000
11,4500.0,1,00000000,00000000
11,4500.0,2,00000000,00000000
11,4500.0,3,00000000,00000000
11,4500.0,4,00000000,00000000
11,4500.0,5,00000000,00000000
11,4500.0,6,00000000,00000000
11,4500.0,7,00000000,00000000
11,4500.0,8,00000000,00000000
11,4500.0,9,00000000,00000000
11,4500.0,10,00000000,00000000
11,4500.0,11,00000000,00000000
11,4500.0,12,00000000,00000000
11,4500.0,13,00000000,00000000
11,4500.0,14,00000000,00000000
11,4500.0,15,00000000,00000000
11,4500.0,16,00000000,00000000
11,4500.0,17,00000000,00000000
11,4500.0,18,00000000,00000000
11,4500.0,19,00000000,00000000
11,4500.0,20,00000000,00000000
11,4500.0,21,00000000,00000000
11,4500.0,22,00000000,00000000
11,4500.0,23,00000000,00000000
11,4500.0,24,00000000,00000000
11,4500.0,25,00000000,00000000
11,4500.0,26,00000000,00000000
11,4500.0,27,00000000,00000000
11,4500.0,28,00000000,00000000
11,4500.0,29,00000000,00000000
11,4500.0,30,00000000,00000000
11,4500.0,31,00000000,00000000
11,4500.0,32,00000000,00000000
11,4500.0,33,00000000,00000000
11,4500.0,34,00000000,00000000
11,4500.0,35,00000000,00000000
11,4500.0,36,B6D1B5AF,00000000
11,4500.0,37,B6D8F878,00000000
11,4500.0,38,35A3435D,00000000
11,4500.0,39,35A54581,00000000
11,4500.0,40,359E8A88,00000000
11,4500.0,41,359529C2,00000000
11,4500.0,42,358CD711,00000000
11,4500.0,43,3585C11C,00000000
11,4500.0,44,35802B52,00000000
11,4500.0,45,35793245,00000000
11,4500.0,46,35C89263,00000000
11,4500.0,47,36607CCA,00000000
11,4500.0,48,36607CCD,00000000
11,4500.0,49,36607CCD,00000000
12,4500.0,1,00000000,00000000
12,4500.0,2,00000000,00000000
12,4500.0,3,00000000,00000000
12,4500.0,4,00000000,00000000
12,4500.0,5,00000000,00000000
12,4500.0,6,00000000,00000000
12,4500.0,7,00000000,00000000
12,4500.0,8,00000000,00000000
12,4500.0,9,00000000,00000000
12,4500.0,10,00000000,00000000
12,4500.0,11,00000000,00000000
12,4500.0,12,00000000,00000000
12,4500.0,13,00000000,00000000
12,4500.0,14,00000000,00000000
12,4500.0,15,00000000,00000000
12,4500.0,16,00000000,00000000
12,4500.0,17,00000000,00000000
12,4500.0,18,00000000,00000000
12,4500.0,19,00000000,00000000
12,4500.0,20,00000000,00000000
12,4500.0,21,00000000,00000000
12,4500.0,22,00000000,00000000
12,4500.0,23,00000000,00000000
12,4500.0,24,00000000,00000000
12,4500.0,25,00000000,00000000
12,4500.0,26,00000000,00000000
12,4500.0,27,00000000,00000000
12,4500.0,28,00000000,00000000
12,4500.0,29,00000000,00000000
12,4500.0,30,00000000,00000000
12,4500.0,31,00000000,00000000
12,4500.0,32,00000000,00000000
12,4500.0,33,00000000,00000000
12,4500.0,34,00000000,00000000
12,4500.0,35,00000000,00000000
12,4500.0,36,00000000,00000000
12,4500.0,37,00000000,00000000
12,4500.0,38,00000000,00000000
12,4500.0,39,00000000,00000000
12,4500.0,40,00000000,00000000
12,4500.0,41,00000000,00000000
12,4500.0,42,00000000,00000000
12,4500.0,43,00000000,00000000
12,4500.0,44,00000000,00000000
12,4500.0,45,00000000,00000000
12,4500.0,46,00000000,00000000
12,4500.0,47,00000000,00000000
12,4500.0,48,00000000,00000000
12,4500.0,49,00000000,00000000
13,4500.0,1,00000000,00000000
13,4500.0,2,00000000,00000000
13,4500.0,3,00000000,00000000
13,4500.0,4,00000000,00000000
13,4500.0,5,00000000,00000000
13,4500.0,6,00000000,00000000
13,4500.0,7,00000000,00000000
13,4500.0,8,00000000,00000000
13,4500.0,9,00000000,00000000
13,4500.0,10,00000000,00000000
13,4500.0,11,00000000,00000000
13,4500.0,12,00000000,00000000
13,4500.0,13,00000000,00000000
13,4500.0,14,00000000,00000000
13,4500.0,15,00000000,00000000
13,4500.0,16,00000000,00000000
13,4500.0,17,00000000,00000000
13,4500.0,18,00000000,00000000
13,4500.0,19,00000000,00000000
13,4500.0,20,00000000,00000000
13,4500.0,21,00000000,00000000
13,4500.0,22,00000000,00000000
13,4500.0,23,00000000,00000000
13,4500.0,24,00000000,00000000
13,4500.0,25,00000000,00000000
13,4500.0,26,00000000,00000000
13,4500.0,27,00000000,00000000
13,4500.0,28,00000000,00000000
13,4500.0,29,00000000,00000000
13,4500.0,30,00000000,00000000
13,4500.0,31,00000000,00000000
13,4500.0,32,00000000,00000000
13,4500.0,33,00000000,00000000
13,4500.0,34,00000000,00000000
13,4500.0,35,00000000,00000000
13,4500.0,36,00000000,00000000
13,4500.0,37,00000000,00000000
13,4500.0,38,00000000,00000000
13,4500.0,39,00000000,00000000
13,4500.0,40,00000000,00000000
13,4500.0,41,00000000,00000000
13,4500.0,42,00000000,00000000
13,4500.0,43,00000000,00000000
13,4500.0,44,00000000,00000000
13,4500.0,45,00000000,00000000
13,4500.0,46,00000000,00000000
13,4500.0,47,00000000,00000000
13,4500.0,48,00000000,00000000
13,4500.0,49,00000000,00000000
14,4500.0,1,00000000,00000000
14,4500.0,2,00000000,00000000
14,4500.0,3,00000000,00000000
14,4500.0,4,00000000,00000000
14,4500.0,5,00000000,00000000
14,4500.0,6,00000000,00000000
14,4500.0,7,00000000,00000000
14,4500.0,8,00000000,00000000
14,4500.0,9,00000000,00000000
14,4500.0,10,00000000,00000000
14,4500.0,11,00000000,00000000
14,4500.0,12,00000000,00000000
14,4500.0,13,00000000,00000000
14,4500.0,14,00000000,00000000
14,4500.0,15,00000000,00000000
14,4500.0,16,00000000,00000000
14,4500.0,17,00000000,00000000
14,4500.0,18,00000000,00000000
14,4500.0,19,00000000,00000000
14,4500.0,20,00000000,00000000
14,4500.0,21,00000000,00000000
14,4500.0,22,00000000,00000000
14,4500.0,23,00000000,00000000
14,4500.0,24,00000000,00000000
14,4500.0,25,00000000,00000000
14,4500.0,26,00000000,00000000
14,4500.0,27,00000000,00000000
14,4500.0,28,00000000,00000000
14,4500.0,29,00000000,00000000
