case,dx,k,ptenu,ptenv
14,4500.0,30,00000000,00000000
14,4500.0,31,00000000,00000000
14,4500.0,32,00000000,00000000
14,4500.0,33,00000000,00000000
14,4500.0,34,00000000,00000000
14,4500.0,35,00000000,00000000
14,4500.0,36,00000000,00000000
14,4500.0,37,00000000,00000000
14,4500.0,38,00000000,00000000
14,4500.0,39,00000000,00000000
14,4500.0,40,00000000,00000000
14,4500.0,41,00000000,00000000
14,4500.0,42,00000000,00000000
14,4500.0,43,00000000,00000000
14,4500.0,44,00000000,00000000
14,4500.0,45,00000000,00000000
14,4500.0,46,00000000,00000000
14,4500.0,47,00000000,00000000
14,4500.0,48,00000000,00000000
14,4500.0,49,00000000,00000000
15,4500.0,1,00000000,00000000
15,4500.0,2,00000000,00000000
15,4500.0,3,00000000,00000000
15,4500.0,4,00000000,00000000
15,4500.0,5,00000000,00000000
15,4500.0,6,00000000,00000000
15,4500.0,7,00000000,00000000
15,4500.0,8,00000000,00000000
15,4500.0,9,00000000,00000000
15,4500.0,10,00000000,00000000
15,4500.0,11,00000000,00000000
15,4500.0,12,00000000,00000000
15,4500.0,13,00000000,00000000
15,4500.0,14,00000000,00000000
15,4500.0,15,00000000,00000000
15,4500.0,16,00000000,00000000
15,4500.0,17,00000000,00000000
15,4500.0,18,00000000,00000000
15,4500.0,19,00000000,00000000
15,4500.0,20,00000000,00000000
15,4500.0,21,00000000,00000000
15,4500.0,22,00000000,00000000
15,4500.0,23,00000000,00000000
15,4500.0,24,00000000,00000000
15,4500.0,25,00000000,00000000
15,4500.0,26,00000000,00000000
15,4500.0,27,00000000,00000000
15,4500.0,28,00000000,00000000
15,4500.0,29,00000000,00000000
15,4500.0,30,00000000,00000000
15,4500.0,31,00000000,00000000
15,4500.0,32,00000000,00000000
15,4500.0,33,00000000,00000000
15,4500.0,34,00000000,00000000
15,4500.0,35,00000000,00000000
15,4500.0,36,00000000,00000000
15,4500.0,37,00000000,00000000
15,4500.0,38,00000000,00000000
15,4500.0,39,00000000,00000000
15,4500.0,40,00000000,00000000
15,4500.0,41,00000000,00000000
15,4500.0,42,00000000,00000000
15,4500.0,43,00000000,00000000
15,4500.0,44,00000000,00000000
15,4500.0,45,00000000,00000000
15,4500.0,46,00000000,00000000
15,4500.0,47,00000000,00000000
15,4500.0,48,00000000,00000000
15,4500.0,49,00000000,00000000
16,4500.0,1,00000000,00000000
16,4500.0,2,00000000,00000000
16,4500.0,3,00000000,00000000
16,4500.0,4,00000000,00000000
16,4500.0,5,00000000,00000000
16,4500.0,6,00000000,00000000
16,4500.0,7,00000000,00000000
16,4500.0,8,00000000,00000000
16,4500.0,9,00000000,00000000
16,4500.0,10,00000000,00000000
16,4500.0,11,00000000,00000000
16,4500.0,12,00000000,00000000
16,4500.0,13,00000000,00000000
16,4500.0,14,00000000,00000000
16,4500.0,15,00000000,00000000
16,4500.0,16,00000000,00000000
16,4500.0,17,00000000,00000000
16,4500.0,18,00000000,00000000
16,4500.0,19,00000000,00000000
16,4500.0,20,00000000,00000000
16,4500.0,21,00000000,00000000
16,4500.0,22,00000000,00000000
16,4500.0,23,00000000,00000000
16,4500.0,24,00000000,00000000
16,4500.0,25,00000000,00000000
16,4500.0,26,00000000,00000000
16,4500.0,27,00000000,00000000
16,4500.0,28,00000000,00000000
16,4500.0,29,00000000,00000000
16,4500.0,30,00000000,00000000
16,4500.0,31,00000000,00000000
16,4500.0,32,00000000,00000000
16,4500.0,33,00000000,00000000
16,4500.0,34,00000000,00000000
16,4500.0,35,00000000,00000000
16,4500.0,36,00000000,00000000
16,4500.0,37,00000000,00000000
16,4500.0,38,00000000,00000000
16,4500.0,39,00000000,00000000
16,4500.0,40,00000000,00000000
16,4500.0,41,00000000,00000000
16,4500.0,42,00000000,00000000
16,4500.0,43,00000000,00000000
16,4500.0,44,00000000,00000000
16,4500.0,45,00000000,00000000
16,4500.0,46,00000000,00000000
16,4500.0,47,00000000,00000000
16,4500.0,48,00000000,00000000
16,4500.0,49,00000000,00000000
17,4500.0,1,00000000,00000000
17,4500.0,2,00000000,00000000
17,4500.0,3,00000000,00000000
17,4500.0,4,00000000,00000000
17,4500.0,5,00000000,00000000
17,4500.0,6,00000000,00000000
17,4500.0,7,00000000,00000000
17,4500.0,8,00000000,00000000
17,4500.0,9,00000000,00000000
17,4500.0,10,00000000,00000000
17,4500.0,11,00000000,00000000
17,4500.0,12,00000000,00000000
17,4500.0,13,00000000,00000000
17,4500.0,14,00000000,00000000
17,4500.0,15,00000000,00000000
17,4500.0,16,00000000,00000000
17,4500.0,17,00000000,00000000
17,4500.0,18,00000000,00000000
17,4500.0,19,00000000,00000000
17,4500.0,20,00000000,00000000
17,4500.0,21,00000000,00000000
17,4500.0,22,00000000,00000000
17,4500.0,23,00000000,00000000
17,4500.0,24,00000000,00000000
17,4500.0,25,00000000,00000000
17,4500.0,26,00000000,00000000
17,4500.0,27,00000000,00000000
17,4500.0,28,00000000,00000000
17,4500.0,29,00000000,00000000
17,4500.0,30,00000000,00000000
17,4500.0,31,00000000,00000000
17,4500.0,32,00000000,00000000
17,4500.0,33,00000000,00000000
17,4500.0,34,00000000,00000000
17,4500.0,35,00000000,00000000
17,4500.0,36,00000000,00000000
17,4500.0,37,00000000,00000000
17,4500.0,38,00000000,00000000
17,4500.0,39,00000000,00000000
17,4500.0,40,00000000,00000000
17,4500.0,41,00000000,00000000
17,4500.0,42,00000000,00000000
17,4500.0,43,00000000,00000000
17,4500.0,44,00000000,00000000
17,4500.0,45,00000000,00000000
17,4500.0,46,00000000,00000000
17,4500.0,47,00000000,00000000
17,4500.0,48,00000000,00000000
17,4500.0,49,00000000,00000000
18,4500.0,1,00000000,00000000
18,4500.0,2,00000000,00000000
18,4500.0,3,00000000,00000000
18,4500.0,4,00000000,00000000
18,4500.0,5,00000000,00000000
18,4500.0,6,00000000,00000000
18,4500.0,7,00000000,00000000
18,4500.0,8,00000000,00000000
18,4500.0,9,00000000,00000000
18,4500.0,10,00000000,00000000
18,4500.0,11,00000000,00000000
18,4500.0,12,00000000,00000000
18,4500.0,13,00000000,00000000
18,4500.0,14,00000000,00000000
18,4500.0,15,00000000,00000000
18,4500.0,16,00000000,00000000
18,4500.0,17,00000000,00000000
18,4500.0,18,00000000,00000000
18,4500.0,19,00000000,00000000
18,4500.0,20,00000000,00000000
18,4500.0,21,00000000,00000000
18,4500.0,22,00000000,00000000
18,4500.0,23,00000000,00000000
18,4500.0,24,00000000,00000000
18,4500.0,25,00000000,00000000
18,4500.0,26,00000000,00000000
18,4500.0,27,00000000,00000000
18,4500.0,28,00000000,00000000
18,4500.0,29,00000000,00000000
18,4500.0,30,00000000,00000000
18,4500.0,31,00000000,00000000
18,4500.0,32,00000000,00000000
18,4500.0,33,00000000,00000000
18,4500.0,34,00000000,00000000
18,4500.0,35,00000000,00000000
18,4500.0,36,00000000,00000000
18,4500.0,37,00000000,00000000
18,4500.0,38,00000000,00000000
18,4500.0,39,00000000,00000000
18,4500.0,40,00000000,00000000
18,4500.0,41,00000000,00000000
18,4500.0,42,00000000,00000000
18,4500.0,43,00000000,00000000
18,4500.0,44,00000000,00000000
18,4500.0,45,00000000,00000000
18,4500.0,46,00000000,00000000
18,4500.0,47,00000000,00000000
18,4500.0,48,00000000,00000000
18,4500.0,49,00000000,00000000
1,9000.0,1,00000000,00000000
1,9000.0,2,BB8D89A0,00000000
1,9000.0,3,BA5FF235,00000000
1,9000.0,4,387C2F30,00000000
1,9000.0,5,39B19175,00000000
1,9000.0,6,39C8DEBF,00000000
1,9000.0,7,39B37B74,00000000
1,9000.0,8,39A2A66A,00000000
1,9000.0,9,399506C5,00000000
1,9000.0,10,3989C1C9,00000000
1,9000.0,11,39804104,00000000
1,9000.0,12,39703200,00000000
1,9000.0,13,3961F7AD,00000000
1,9000.0,14,39555436,00000000
1,9000.0,15,3949E503,00000000
1,9000.0,16,393F595F,00000000
1,9000.0,17,39357599,00000000
1,9000.0,18,392C0FFD,00000000
1,9000.0,19,392315B3,00000000
1,9000.0,20,391A877B,00000000
1,9000.0,21,39127C36,00000000
1,9000.0,22,390B19D4,00000000
1,9000.0,23,3904728F,00000000
1,9000.0,24,38FCC33E,00000000
1,9000.0,25,38F05BBC,00000000
1,9000.0,26,38E3B89E,00000000
1,9000.0,27,38D7977A,00000000
1,9000.0,28,38CBF9F0,00000000
1,9000.0,29,38C0E0A1,00000000
1,9000.0,30,38B64C72,00000000
1,9000.0,31,38AC3F5E,00000000
1,9000.0,32,38A2B776,00000000
1,9000.0,33,3899B661,00000000
1,9000.0,34,38913BA2,00000000
1,9000.0,35,388945B5,00000000
1,9000.0,36,3881D788,00000000
1,9000.0,37,3875DF46,00000000
1,9000.0,38,386922D0,00000000
1,9000.0,39,385D8502,00000000
1,9000.0,40,3850CB97,00000000
1,9000.0,41,38447101,00000000
1,9000.0,42,38C7A980,00000000
1,9000.0,43,B7794579,00000000
1,9000.0,44,B64D20A0,00000000
1,9000.0,45,37A6D4C2,00000000
1,9000.0,46,3889B982,00000000
1,9000.0,47,39383292,00000000
1,9000.0,48,39383295,00000000
1,9000.0,49,39383294,00000000
2,9000.0,1,00000000,00000000
2,9000.0,2,BAA6B8C2,00000000
2,9000.0,3,B78FA927,00000000
2,9000.0,4,B73746F6,00000000
2,9000.0,5,B6BD05AF,00000000
2,9000.0,6,B5768D5D,00000000
2,9000.0,7,3663B1C9,00000000
2,9000.0,8,36F7E057,00000000
2,9000.0,9,373AA314,00000000
2,9000.0,10,379B3A27,00000000
2,9000.0,11,37D67A5E,00000000
2,9000.0,12,38032F88,00000000
2,9000.0,13,3816B73B,00000000
2,9000.0,14,382646D7,00000000
2,9000.0,15,3832AFCC,00000000
2,9000.0,16,383CEAC2,00000000
2,9000.0,17,38459F4C,00000000
2,9000.0,18,384D3376,00000000
2,9000.0,19,3853EC0E,00000000
2,9000.0,20,3859D9C8,00000000
2,9000.0,21,385F1C92,00000000
2,9000.0,22,3863AC9E,00000000
2,9000.0,23,386780F9,00000000
2,9000.0,24,386A5DF0,00000000
2,9000.0,25,386BB0A2,00000000
2,9000.0,26,386BAE1E,00000000
2,9000.0,27,386AFFBA,00000000
2,9000.0,28,3869A19D,00000000
2,9000.0,29,38677FF3,00000000
2,9000.0,30,3864ADE3,00000000
2,9000.0,31,38612C52,00000000
2,9000.0,32,385CEA54,00000000
2,9000.0,33,385802C3,00000000
2,9000.0,34,385279FB,00000000
2,9000.0,35,384C598D,00000000
2,9000.0,36,3845AA9B,00000000
2,9000.0,37,383E8F40,00000000
2,9000.0,38,38371BA0,00000000
2,9000.0,39,382F61FC,00000000
2,9000.0,40,38278F71,00000000
2,9000.0,41,381FAAD9,00000000
2,9000.0,42,3817D9CE,00000000
2,9000.0,43,3810390A,00000000
2,9000.0,44,38401361,00000000
2,9000.0,45,378269F1,00000000
2,9000.0,46,3866641A,00000000
2,9000.0,47,38666418,00000000
2,9000.0,48,38666417,00000000
2,9000.0,49,38666418,00000000
3,9000.0,1,00000000,00000000
3,9000.0,2,BBD105D6,00000000
3,9000.0,3,B8B4EB7A,00000000
3,9000.0,4,B867669E,00000000
3,9000.0,5,B7F054E9,00000000
3,9000.0,6,B6A7BAD1,00000000
3,9000.0,7,378B46EA,00000000
3,9000.0,8,381998B1,00000000
3,9000.0,9,38682EC4,00000000
3,9000.0,10,38C26CB7,00000000
3,9000.0,11,3906B798,00000000
3,9000.0,12,3924F6EF,00000000
3,9000.0,13,393D9687,00000000
3,9000.0,14,39512F81,00000000
3,9000.0,15,3960BDC3,00000000
3,9000.0,16,396D8BDF,00000000
3,9000.0,17,3978646A,00000000
3,9000.0,18,3980EBAD,00000000
3,9000.0,19,3985147D,00000000
3,9000.0,20,3988C480,00000000
3,9000.0,21,398C031A,00000000
3,9000.0,22,398ED4C8,00000000
3,9000.0,23,39913623,00000000
3,9000.0,24,3992FC09,00000000
3,9000.0,25,3993BA69,00000000
3,9000.0,26,3993A7EB,00000000
3,9000.0,27,39932CC6,00000000
3,9000.0,28,3992448A,00000000
3,9000.0,29,3990EFF4,00000000
3,9000.0,30,398F2A2A,00000000
3,9000.0,31,398CF5F9,00000000
3,9000.0,32,398A51FC,00000000
3,9000.0,33,398743C7,00000000
3,9000.0,34,3983CF2E,00000000
3,9000.0,35,397FF730,00000000
3,9000.0,36,3977AA69,00000000
3,9000.0,37,396ECB12,00000000
3,9000.0,38,39657833,00000000
3,9000.0,39,395BD34A,00000000
3,9000.0,40,395207A5,00000000
3,9000.0,41,39482765,00000000
3,9000.0,42,393E517D,00000000
3,9000.0,43,3934C0F8,00000000
3,9000.0,44,3970C5CB,00000000
3,9000.0,45,38A3688D,00000000
3,9000.0,46,399062FE,00000000
3,9000.0,47,399062FE,00000000
3,9000.0,48,399062FD,00000000
3,9000.0,49,399062FD,00000000
4,9000.0,1,00000000,00000000
4,9000.0,2,BBE20685,00000000
4,9000.0,3,B8C3D44F,00000000
4,9000.0,4,B879A538,00000000
4,9000.0,5,B80081F9,00000000
4,9000.0,6,B6A3B156,00000000
4,9000.0,7,379C7B22,00000000
4,9000.0,8,3829B2C3,00000000
4,9000.0,9,387F4C26,00000000
4,9000.0,10,38D447B3,00000000
4,9000.0,11,3913433F,00000000
4,9000.0,12,393464F5,00000000
4,9000.0,13,394F4F6F,00000000
4,9000.0,14,3964A065,00000000
4,9000.0,15,39758F6F,00000000
4,9000.0,16,3981C06F,00000000
4,9000.0,17,3987A9DB,00000000
4,9000.0,18,398CCF52,00000000
4,9000.0,19,399158B4,00000000
4,9000.0,20,39955FD3,00000000
4,9000.0,21,3998ED37,00000000
4,9000.0,22,399C05AE,00000000
4,9000.0,23,399EA34E,00000000
4,9000.0,24,39A095DB,00000000
4,9000.0,25,39A16F96,00000000
4,9000.0,26,39A16752,00000000
4,9000.0,27,39A0F2C6,00000000
4,9000.0,28,39A012BB,00000000
4,9000.0,29,399EC2C1,00000000
4,9000.0,30,399D01AE,00000000
4,9000.0,31,399AD0AC,00000000
4,9000.0,32,39982FAF,00000000
4,9000.0,33,39952202,00000000
4,9000.0,34,3991AC37,00000000
4,9000.0,35,398DD5F0,00000000
4,9000.0,36,3989A911,00000000
4,9000.0,37,39852FF6,00000000
4,9000.0,38,398079CA,00000000
4,9000.0,39,39772E00,00000000
4,9000.0,40,396D3B65,00000000
4,9000.0,41,39632DFF,00000000
4,9000.0,42,395926D6,00000000
4,9000.0,43,394F6246,00000000
4,9000.0,44,39462F56,00000000
4,9000.0,45,397F2566,00000000
4,9000.0,46,386AE8D7,00000000
4,9000.0,47,39707D03,00000000
4,9000.0,48,39707D04,00000000
4,9000.0,49,39707D05,00000000
5,9000.0,1,00000000,00000000
5,9000.0,2,BBCDC974,00000000
5,9000.0,3,B8B5597C,00000000
5,9000.0,4,B868D773,00000000
5,9000.0,5,B7F42BF7,00000000
5,9000.0,6,B6BAB163,00000000
5,9000.0,7,3785AEC5,00000000
5,9000.0,8,38166807,00000000
5,9000.0,9,38649ABD,00000000
5,9000.0,10,38BD8A44,00000000
5,9000.0,11,3903A457,00000000
5,9000.0,12,392173DD,00000000
5,9000.0,13,3939C52D,00000000
5,9000.0,14,394D18D0,00000000
5,9000.0,15,395C9102,00000000
5,9000.0,16,39696503,00000000
5,9000.0,17,39745D1C,00000000
5,9000.0,18,397DF578,00000000
5,9000.0,19,39833AD6,00000000
5,9000.0,20,398702B4,00000000
5,9000.0,21,398A581C,00000000
5,9000.0,22,398D3EDB,00000000
5,9000.0,23,398FAD3D,00000000
5,9000.0,24,399177B3,00000000
5,9000.0,25,39924377,00000000
5,9000.0,26,399239BD,00000000
5,9000.0,27,3991C4F1,00000000
5,9000.0,28,3990E079,00000000
5,9000.0,29,398F8CAB,00000000
5,9000.0,30,398DC4B3,00000000
5,9000.0,31,398B8BE7,00000000
5,9000.0,32,3988E0CE,00000000
5,9000.0,33,3985C9BE,00000000
5,9000.0,34,398249B1,00000000
5,9000.0,35,397CD3A1,00000000
5,9000.0,36,397468DB,00000000
5,9000.0,37,396B6B79,00000000
5,9000.0,38,3961FB07,00000000
5,9000.0,39,395836CA,00000000
5,9000.0,40,394E4D48,00000000
5,9000.0,41,39445164,00000000
5,9000.0,42,393A6278,00000000
5,9000.0,43,399F070A,00000000
5,9000.0,44,37BEAB21,00000000
5,9000.0,45,388627DA,00000000
5,9000.0,46,399A3E0A,00000000
5,9000.0,47,399A3E08,00000000
5,9000.0,48,399A3E08,00000000
5,9000.0,49,399A3E08,00000000
6,9000.0,1,00000000,00000000
6,9000.0,2,BAA31858,00000000
6,9000.0,3,BB277E23,00000000
6,9000.0,4,BA57593E,00000000
6,9000.0,5,B7C4B4C7,00000000
6,9000.0,6,B66C7F92,00000000
6,9000.0,7,374443D4,00000000
6,9000.0,8,37D87B83,00000000
6,9000.0,9,38239B84,00000000
6,9000.0,10,3888FEAA,00000000
6,9000.0,11,38BDDB2A,00000000
6,9000.0,12,38E87BF7,00000000
6,9000.0,13,390596B1,00000000
6,9000.0,14,391366A3,00000000
6,9000.0,15,391E5D7A,00000000
6,9000.0,16,3927630C,00000000
6,9000.0,17,392F0791,00000000
6,9000.0,18,3935AF39,00000000
6,9000.0,19,393B8C43,00000000
6,9000.0,20,3940BED9,00000000
6,9000.0,21,39455252,00000000
6,9000.0,22,39494A99,00000000
6,9000.0,23,394CA504,00000000
6,9000.0,24,394F254E,00000000
6,9000.0,25,39503154,00000000
6,9000.0,26,39501749,00000000
6,9000.0,27,394F6949,00000000
6,9000.0,28,394E233C,00000000
6,9000.0,29,394C4266,00000000
6,9000.0,30,3949C282,00000000
6,9000.0,31,3946A773,00000000
6,9000.0,32,3942EF14,00000000
6,9000.0,33,393EA068,00000000
6,9000.0,34,3939C251,00000000
6,9000.0,35,39345DD6,00000000
6,9000.0,36,392E8429,00000000
6,9000.0,37,392843E1,00000000
6,9000.0,38,3921B206,00000000
6,9000.0,39,391AE6A0,00000000
6,9000.0,40,3913FF4A,00000000
6,9000.0,41,390D098B,00000000
6,9000.0,42,39061BAF,00000000
6,9000.0,43,38FEBCB2,00000000
6,9000.0,44,3929A8EC,00000000
6,9000.0,45,38664A6B,00000000
6,9000.0,46,394B7BC8,00000000
6,9000.0,47,394B7BC5,00000000
6,9000.0,48,394B7BC5,00000000
6,9000.0,49,394B7BC6,00000000
7,9000.0,1,00000000,00000000
7,9000.0,2,BBD552E7,00000000
7,9000.0,3,B8BA8095,00000000
7,9000.0,4,B86F97A9,00000000
7,9000.0,5,B7FBB7B4,00000000
7,9000.0,6,B6C3ADF7,00000000
7,9000.0,7,3788566A,00000000
7,9000.0,8,3819FB51,00000000
7,9000.0,9,386A4CC5,00000000
7,9000.0,10,38C58F76,00000000
7,9000.0,11,39097B8E,00000000
7,9000.0,12,3928A5AC,00000000
7,9000.0,13,3941F903,00000000
7,9000.0,14,39561135,00000000
7,9000.0,15,3965FE6D,00000000
7,9000.0,16,397311E6,00000000
7,9000.0,17,397E2448,00000000
7,9000.0,18,3983E01A,00000000
7,9000.0,19,39881B1B,00000000
7,9000.0,20,398BD8D0,00000000
7,9000.0,21,398F2324,00000000
7,9000.0,22,3991FDDD,00000000
7,9000.0,23,399465A9,00000000
7,9000.0,24,39962D2E,00000000
7,9000.0,25,3996E18F,00000000
7,9000.0,26,3996BD56,00000000
7,9000.0,27,399631C7,00000000
7,9000.0,28,39953B25,00000000
7,9000.0,29,3993DA11,00000000
7,9000.0,30,399208D7,00000000
7,9000.0,31,398FC85B,00000000
7,9000.0,32,398D1A43,00000000
7,9000.0,33,3989FEB1,00000000
7,9000.0,34,39867D0F,00000000
7,9000.0,35,39829A93,00000000
7,9000.0,36,397CC3F5,00000000
7,9000.0,37,3973BE52,00000000
7,9000.0,38,396A411A,00000000
7,9000.0,39,39606BF3,00000000
7,9000.0,40,39566B72,00000000
7,9000.0,41,394C5508,00000000
7,9000.0,42,39424A26,00000000
7,9000.0,43,3938850F,00000000
7,9000.0,44,3975C8A9,00000000
7,9000.0,45,38A6CBCC,00000000
7,9000.0,46,39936391,00000000
7,9000.0,47,39936392,00000000
7,9000.0,48,39936391,00000000
7,9000.0,49,39936391,00000000
8,9000.0,1,00000000,00000000
8,9000.0,2,00000000,00000000
8,9000.0,3,00000000,00000000
8,9000.0,4,00000000,00000000
8,9000.0,5,00000000,00000000
8,9000.0,6,00000000,00000000
8,9000.0,7,00000000,00000000
8,9000.0,8,00000000,00000000
8,9000.0,9,00000000,00000000
8,9000.0,10,00000000,00000000
8,9000.0,11,00000000,00000000
8,9000.0,12,00000000,00000000
8,9000.0,13,00000000,00000000
8,9000.0,14,00000000,00000000
8,9000.0,15,00000000,00000000
8,9000.0,16,00000000,00000000
8,9000.0,17,00000000,00000000
8,9000.0,18,00000000,00000000
8,9000.0,19,00000000,00000000
8,9000.0,20,00000000,00000000
8,9000.0,21,00000000,00000000
8,9000.0,22,00000000,00000000
8,9000.0,23,00000000,00000000
8,9000.0,24,00000000,00000000
8,9000.0,25,00000000,00000000
8,9000.0,26,00000000,00000000
8,9000.0,27,00000000,00000000
8,9000.0,28,00000000,00000000
8,9000.0,29,00000000,00000000
8,9000.0,30,00000000,00000000
8,9000.0,31,00000000,00000000
8,9000.0,32,00000000,00000000
8,9000.0,33,00000000,00000000
8,9000.0,34,00000000,00000000
8,9000.0,35,00000000,00000000
8,9000.0,36,00000000,00000000
8,9000.0,37,00000000,00000000
8,9000.0,38,00000000,00000000
8,9000.0,39,00000000,00000000
8,9000.0,40,00000000,00000000
8,9000.0,41,00000000,00000000
8,9000.0,42,00000000,00000000
8,9000.0,43,00000000,00000000
8,9000.0,44,00000000,00000000
8,9000.0,45,00000000,00000000
8,9000.0,46,00000000,00000000
8,9000.0,47,00000000,00000000
8,9000.0,48,00000000,00000000
8,9000.0,49,00000000,00000000
9,9000.0,1,00000000,00000000
9,9000.0,2,00000000,00000000
9,9000.0,3,00000000,00000000
9,9000.0,4,00000000,00000000
9,9000.0,5,00000000,00000000
9,9000.0,6,00000000,00000000
9,9000.0,7,00000000,00000000
9,9000.0,8,00000000,00000000
9,9000.0,9,00000000,00000000
9,9000.0,10,00000000,00000000
9,9000.0,11,00000000,00000000
9,9000.0,12,00000000,00000000
9,9000.0,13,00000000,00000000
9,9000.0,14,00000000,00000000
9,9000.0,15,00000000,00000000
9,9000.0,16,00000000,00000000
9,9000.0,17,00000000,00000000
9,9000.0,18,00000000,00000000
9,9000.0,19,00000000,00000000
9,9000.0,20,00000000,00000000
9,9000.0,21,00000000,00000000
9,9000.0,22,00000000,00000000
9,9000.0,23,00000000,00000000
9,9000.0,24,00000000,00000000
9,9000.0,25,00000000,00000000
9,9000.0,26,00000000,00000000
9,9000.0,27,00000000,00000000
9,9000.0,28,00000000,00000000
9,9000.0,29,00000000,00000000
9,9000.0,30,00000000,00000000
9,9000.0,31,00000000,00000000
9,9000.0,32,00000000,00000000
9,9000.0,33,00000000,00000000
9,9000.0,34,00000000,00000000
9,9000.0,35,00000000,00000000
9,9000.0,36,00000000,00000000
9,9000.0,37,00000000,00000000
9,9000.0,38,00000000,00000000
9,9000.0,39,00000000,00000000
9,9000.0,40,00000000,00000000
9,9000.0,41,00000000,00000000
9,9000.0,42,00000000,00000000
9,9000.0,43,00000000,00000000
9,9000.0,44,00000000,00000000
9,9000.0,45,00000000,00000000
9,9000.0,46,00000000,00000000
9,9000.0,47,00000000,00000000
9,9000.0,48,00000000,00000000
9,9000.0,49,00000000,00000000
10,9000.0,1,00000000,00000000
10,9000.0,2,00000000,00000000
10,9000.0,3,00000000,00000000
10,9000.0,4,00000000,00000000
10,9000.0,5,00000000,00000000
10,9000.0,6,00000000,00000000
10,9000.0,7,00000000,00000000
10,9000.0,8,00000000,00000000
10,9000.0,9,00000000,00000000
10,9000.0,10,00000000,00000000
10,9000.0,11,00000000,00000000
10,9000.0,12,00000000,00000000
10,9000.0,13,00000000,00000000
10,9000.0,14,00000000,00000000
10,9000.0,15,00000000,00000000
10,9000.0,16,00000000,00000000
10,9000.0,17,00000000,00000000
10,9000.0,18,00000000,00000000
10,9000.0,19,00000000,00000000
10,9000.0,20,00000000,00000000
10,9000.0,21,00000000,00000000
10,9000.0,22,00000000,00000000
10,9000.0,23,00000000,00000000
10,9000.0,24,00000000,00000000
10,9000.0,25,00000000,00000000
10,9000.0,26,00000000,00000000
10,9000.0,27,00000000,00000000
10,9000.0,28,00000000,00000000
10,9000.0,29,00000000,00000000
10,9000.0,30,00000000,00000000
10,9000.0,31,00000000,00000000
10,9000.0,32,00000000,00000000
10,9000.0,33,00000000,00000000
10,9000.0,34,00000000,00000000
10,9000.0,35,00000000,00000000
10,9000.0,36,00000000,00000000
10,9000.0,37,00000000,00000000
10,9000.0,38,00000000,00000000
10,9000.0,39,00000000,00000000
10,9000.0,40,00000000,00000000
10,9000.0,41,00000000,00000000
10,9000.0,42,00000000,00000000
10,9000.0,43,00000000,00000000
10,9000.0,44,00000000,00000000
10,9000.0,45,00000000,00000000
10,9000.0,46,00000000,00000000
10,9000.0,47,00000000,00000000
10,9000.0,48,00000000,00000000
10,9000.0,49,00000000,00000000
11,9000.0,1,00000000,00000000
11,9000.0,2,00000000,00000000
11,9000.0,3,00000000,00000000
11,9000.0,4,00000000,00000000
11,9000.0,5,00000000,00000000
11,9000.0,6,00000000,00000000
11,9000.0,7,00000000,00000000
11,9000.0,8,00000000,00000000
11,9000.0,9,00000000,00000000
11,9000.0,10,00000000,00000000
11,9000.0,11,00000000,00000000
11,9000.0,12,00000000,00000000
11,9000.0,13,00000000,00000000
11,9000.0,14,00000000,00000000
11,9000.0,15,00000000,00000000
11,9000.0,16,00000000,00000000
11,9000.0,17,00000000,00000000
11,9000.0,18,00000000,00000000
11,9000.0,19,00000000,00000000
11,9000.0,20,00000000,00000000
11,9000.0,21,00000000,00000000
11,9000.0,22,00000000,00000000
11,9000.0,23,00000000,00000000
11,9000.0,24,00000000,00000000
11,9000.0,25,00000000,00000000
11,9000.0,26,00000000,00000000
11,9000.0,27,00000000,00000000
11,9000.0,28,00000000,00000000
11,9000.0,29,00000000,00000000
11,9000.0,30,00000000,00000000
11,9000.0,31,00000000,00000000
11,9000.0,32,00000000,00000000
11,9000.0,33,00000000,00000000
11,9000.0,34,00000000,00000000
11,9000.0,35,00000000,00000000
11,9000.0,36,B7355B59,00000000
11,9000.0,37,B73BA2E9,00000000
11,9000.0,38,360D3060,00000000
11,9000.0,39,360EED00,00000000
11,9000.0,40,36091B94,00000000
11,9000.0,41,3600FF0E,00000000
11,9000.0,42,35F398EC,00000000
11,9000.0,43,35E7577A,00000000
11,9000.0,44,35DDADFA,00000000
11,9000.0,45,35D781EA,00000000
11,9000.0,46,362D7462,00000000
11,9000.0,47,36C22310,00000000
11,9000.0,48,36C22311,00000000
11,9000.0,49,36C22311,00000000
12,9000.0,1,00000000,00000000
12,9000.0,2,00000000,00000000
12,9000.0,3,00000000,00000000
12,9000.0,4,00000000,00000000
12,9000.0,5,00000000,00000000
12,9000.0,6,00000000,00000000
12,9000.0,7,00000000,00000000
12,9000.0,8,00000000,00000000
12,9000.0,9,00000000,00000000
12,9000.0,10,00000000,00000000
12,9000.0,11,00000000,00000000
12,9000.0,12,00000000,00000000
12,9000.0,13,00000000,00000000
12,9000.0,14,00000000,00000000
12,9000.0,15,00000000,00000000
12,9000.0,16,00000000,00000000
12,9000.0,17,00000000,00000000
12,9000.0,18,00000000,00000000
12,9000.0,19,00000000,00000000
12,9000.0,20,00000000,00000000
12,9000.0,21,00000000,00000000
12,9000.0,22,00000000,00000000
12,9000.0,23,00000000,00000000
12,9000.0,24,00000000,00000000
12,9000.0,25,00000000,00000000
12,9000.0,26,00000000,00000000
12,9000.0,27,00000000,00000000
12,9000.0,28,00000000,00000000
