case,dx,k,ptte
2,4500.0,15,3A86F7CD
2,4500.0,16,3A847FCA
2,4500.0,17,3A82BEBB
2,4500.0,18,3A81AD0F
2,4500.0,19,3A8115FF
2,4500.0,20,3A7C8BFD
2,4500.0,21,3A7537EA
2,4500.0,22,3A6DDC0B
2,4500.0,23,3A38C0D8
2,4500.0,24,39DEC8CC
2,4500.0,25,B79F7EBA
2,4500.0,26,BA1E1FBC
2,4500.0,27,39E4869B
2,4500.0,28,3A2B38A0
2,4500.0,29,3A258F4F
2,4500.0,30,3A1FD3DF
2,4500.0,31,3A1A03E9
2,4500.0,32,3A141CEE
2,4500.0,33,3A0E1C5B
2,4500.0,34,3A080B00
2,4500.0,35,3A01E99E
2,4500.0,36,39F781F8
2,4500.0,37,39EB4205
2,4500.0,38,39DF01D3
2,4500.0,39,39D3037A
2,4500.0,40,39C74BA4
2,4500.0,41,39BBD861
2,4500.0,42,39B0C151
2,4500.0,43,39A63DAF
2,4500.0,44,39AA4B08
2,4500.0,45,397CBD5A
2,4500.0,46,382BBB65
2,4500.0,47,389EC4FF
2,4500.0,48,B736513E
2,4500.0,49,B951D609
3,4500.0,1,00000000
3,4500.0,2,BABCAFBA
3,4500.0,3,3ACD59B1
3,4500.0,4,3A1529DC
3,4500.0,5,3AA3E393
3,4500.0,6,3AA332D3
3,4500.0,7,3AA28165
3,4500.0,8,3AA16EBB
3,4500.0,9,3A9FEE1C
3,4500.0,10,3A9BCED4
3,4500.0,11,3A971E9E
3,4500.0,12,3A92F29E
3,4500.0,13,3A8F9C63
3,4500.0,14,3A8CF2F9
3,4500.0,15,3A8A3182
3,4500.0,16,3A87D650
3,4500.0,17,3A86361C
3,4500.0,18,3A853CE4
3,4500.0,19,3A84C1AE
3,4500.0,20,3A81F876
3,4500.0,21,3A7CC6FB
3,4500.0,22,3A759830
3,4500.0,23,3A409CFB
3,4500.0,24,39EED491
3,4500.0,25,374F6D06
3,4500.0,26,BA15B023
3,4500.0,27,39F0BAD8
3,4500.0,28,3A33FC8F
3,4500.0,29,3A2E8782
3,4500.0,30,3A28F97F
3,4500.0,31,3A235248
3,4500.0,32,3A1D9465
3,4500.0,33,3A17BBB0
3,4500.0,34,3A11CA50
3,4500.0,35,3A0BD16B
3,4500.0,36,3A05C63A
3,4500.0,37,39FF7230
3,4500.0,38,39F3720E
3,4500.0,39,39E793C9
3,4500.0,40,39DC0764
3,4500.0,41,39D0B326
3,4500.0,42,39C5BB17
3,4500.0,43,39BB509A
3,4500.0,44,39BFAE20
3,4500.0,45,39936DCA
3,4500.0,46,38AB25E2
3,4500.0,47,38F4B182
3,4500.0,48,37FC04B1
3,4500.0,49,B9275D13
4,4500.0,1,80000000
4,4500.0,2,BA97EC50
4,4500.0,3,3A845DB5
4,4500.0,4,3AB80252
4,4500.0,5,3AB4ACA5
4,4500.0,6,3AB27F25
4,4500.0,7,3AB05EF4
4,4500.0,8,3AADFA28
4,4500.0,9,3AAB2131
4,4500.0,10,3AA583FC
4,4500.0,11,3A9F9219
4,4500.0,12,3A9A54AA
4,4500.0,13,3A962DC4
4,4500.0,14,3A92AF78
4,4500.0,15,3A8F384B
4,4500.0,16,3A8C5193
4,4500.0,17,3A8A6DC0
4,4500.0,18,3A892ADC
4,4500.0,19,3A8792E9
4,4500.0,20,3A834BD6
4,4500.0,21,3A7DF1BE
4,4500.0,22,3A759082
4,4500.0,23,3A352228
4,4500.0,24,39C6CD0F
4,4500.0,25,B8C5A5B5
4,4500.0,26,BA395094
4,4500.0,27,39CA31FF
4,4500.0,28,3A2A6C0F
4,4500.0,29,3A2422BC
4,4500.0,30,3A1DD005
4,4500.0,31,3A177574
4,4500.0,32,3A11005C
4,4500.0,33,3A0A7A6E
4,4500.0,34,3A03E3F9
4,4500.0,35,39FA96D3
4,4500.0,36,39ED4D27
4,4500.0,37,39DFFE53
4,4500.0,38,39D2D6EA
4,4500.0,39,39C5D260
4,4500.0,40,39B91B43
4,4500.0,41,39ACB997
4,4500.0,42,39A0A85D
4,4500.0,43,39952C10
4,4500.0,44,398A52C4
4,4500.0,45,39972738
4,4500.0,46,392C61B7
4,4500.0,47,B88E005F
4,4500.0,48,B95AB706
4,4500.0,49,B9D1910B
5,4500.0,1,00000000
5,4500.0,2,BAACE841
5,4500.0,3,3ACED413
5,4500.0,4,3A160BA7
5,4500.0,5,3AA2AC06
5,4500.0,6,3AA18F93
5,4500.0,7,3AA06E57
5,4500.0,8,3A9EF6E5
5,4500.0,9,3A9D0F15
5,4500.0,10,3A98B656
5,4500.0,11,3A93E658
5,4500.0,12,3A8FA310
5,4500.0,13,3A8C564A
5,4500.0,14,3A897E3A
5,4500.0,15,3A86A9D3
5,4500.0,16,3A844247
5,4500.0,17,3A82B9E8
5,4500.0,18,3A81BBAF
5,4500.0,19,3A813B14
5,4500.0,20,3A7B29EB
5,4500.0,21,3A73C20C
5,4500.0,22,3A6C97B5
5,4500.0,23,3A2B9FA7
5,4500.0,24,39AB2DB9
5,4500.0,25,B929A9FD
5,4500.0,26,BA164A59
5,4500.0,27,3A2F9870
5,4500.0,28,3A29FF8F
5,4500.0,29,3A245BD2
5,4500.0,30,3A1EA2FF
5,4500.0,31,3A18D51D
5,4500.0,32,3A12E970
5,4500.0,33,3A0CE5B5
5,4500.0,34,3A06CDEF
5,4500.0,35,3A00A8DB
5,4500.0,36,39F4EF33
5,4500.0,37,39E88E5D
5,4500.0,38,39DC4874
5,4500.0,39,39D02684
5,4500.0,40,39C44F17
5,4500.0,41,39B8C31A
5,4500.0,42,39ADA1F7
5,4500.0,43,39BCE1C8
5,4500.0,44,39665705
5,4500.0,45,39574466
5,4500.0,46,37FEE4AF
5,4500.0,47,3847ECBC
5,4500.0,48,375F2681
5,4500.0,49,3813F308
6,4500.0,1,00000000
6,4500.0,2,BAB8B41A
6,4500.0,3,B9EB550B
6,4500.0,4,3AD32766
6,4500.0,5,3A84C17E
6,4500.0,6,3ADF67DE
6,4500.0,7,3A624FAE
6,4500.0,8,3A609D57
6,4500.0,9,3A5E50C5
6,4500.0,10,3A585883
6,4500.0,11,3A51963A
6,4500.0,12,3A4B9013
6,4500.0,13,3A46BB5E
6,4500.0,14,3A42DA63
6,4500.0,15,3A3EDA0A
6,4500.0,16,3A3B6C4D
6,4500.0,17,3A390518
6,4500.0,18,3A378E65
6,4500.0,19,3A36C814
6,4500.0,20,3A32C3D9
6,4500.0,21,3A2DA015
6,4500.0,22,3A287C02
6,4500.0,23,39FE05BD
6,4500.0,24,395C7A52
6,4500.0,25,B96DEC8E
6,4500.0,26,B973F345
6,4500.0,27,39FB65B0
6,4500.0,28,39F3A46D
6,4500.0,29,39EBD4C7
6,4500.0,30,39E3E28A
6,4500.0,31,39DBCD01
6,4500.0,32,39D396CC
6,4500.0,33,39CB3E9E
6,4500.0,34,39C2CA2E
6,4500.0,35,39BA4132
6,4500.0,36,39B1A571
6,4500.0,37,39A90AB7
6,4500.0,38,39A079DD
6,4500.0,39,39980EA3
6,4500.0,40,398FD4AB
6,4500.0,41,3987C49D
6,4500.0,42,397FF290
6,4500.0,43,397123B2
6,4500.0,44,39772395
6,4500.0,45,3938B9DC
6,4500.0,46,381456BD
6,4500.0,47,387B9BC9
6,4500.0,48,B5977F0A
6,4500.0,49,B90D5CDD
7,4500.0,1,00000000
7,4500.0,2,BAB77566
7,4500.0,3,3AD2EE03
7,4500.0,4,3A192B3B
7,4500.0,5,3AA74662
7,4500.0,6,3AA630C8
7,4500.0,7,3AA51D71
7,4500.0,8,3AA3B1BF
7,4500.0,9,3AA1D68A
7,4500.0,10,3A9D4F1A
7,4500.0,11,3A983FCC
7,4500.0,12,3A93BF8E
7,4500.0,13,3A902A0C
7,4500.0,14,3A8D3B58
7,4500.0,15,3A8A3E0D
7,4500.0,16,3A87AE53
7,4500.0,17,3A85F22C
7,4500.0,18,3A84D3FF
7,4500.0,19,3A843C5C
7,4500.0,20,3A80F039
7,4500.0,21,3A7A4720
7,4500.0,22,3A72C122
7,4500.0,23,3A3A8579
7,4500.0,24,39DD02C8
7,4500.0,25,B803C8D6
7,4500.0,26,BA23AFDF
7,4500.0,27,39F0DF39
7,4500.0,28,3A2EB429
7,4500.0,29,3A2903C9
7,4500.0,30,3A23400F
7,4500.0,31,3A1D5F62
7,4500.0,32,3A17673A
7,4500.0,33,3A115A6B
7,4500.0,34,3A0B34BB
7,4500.0,35,3A0501A2
7,4500.0,36,39FD7805
7,4500.0,37,39F0FBB5
7,4500.0,38,39E47F28
7,4500.0,39,39D83CB6
7,4500.0,40,39CC2BF5
7,4500.0,41,39C071EF
7,4500.0,42,39B51851
7,4500.0,43,39AA4220
7,4500.0,44,39AE97B8
7,4500.0,45,3981406A
7,4500.0,46,383260B2
7,4500.0,47,38A3E16A
7,4500.0,48,B7300ADD
7,4500.0,49,B956D8C8
8,4500.0,1,00000000
8,4500.0,2,00000000
8,4500.0,3,343A5421
8,4500.0,4,350ED8CD
8,4500.0,5,35620C3A
8,4500.0,6,3595BCFA
8,4500.0,7,35B6A4DD
8,4500.0,8,35D47CB9
8,4500.0,9,35EFCEB7
8,4500.0,10,36048118
8,4500.0,11,36103351
8,4500.0,12,361B1D40
8,4500.0,13,362557E7
8,4500.0,14,362EF7A7
8,4500.0,15,36380D4A
8,4500.0,16,3640A6D9
8,4500.0,17,3648D028
8,4500.0,18,3650934C
8,4500.0,19,3657F8E6
8,4500.0,20,365F0870
8,4500.0,21,3665C867
8,4500.0,22,366C3E74
8,4500.0,23,36726F8E
8,4500.0,24,36786015
8,4500.0,25,367E13D0
8,4500.0,26,3681C707
8,4500.0,27,368468E9
8,4500.0,28,3686F0E3
8,4500.0,29,36896024
8,4500.0,30,368BB7B6
8,4500.0,31,368DF882
8,4500.0,32,36902356
8,4500.0,33,369238DF
8,4500.0,34,36942E7F
8,4500.0,35,3696105B
8,4500.0,36,3697DED1
8,4500.0,37,36999A22
8,4500.0,38,369B4276
8,4500.0,39,369CD7D3
8,4500.0,40,369E5A12
8,4500.0,41,369FC8EB
8,4500.0,42,36A123E1
8,4500.0,43,36A26A36
8,4500.0,44,36A39AC9
8,4500.0,45,36A4B3EE
8,4500.0,46,36A5B30E
8,4500.0,47,36A693E1
8,4500.0,48,36A74E19
8,4500.0,49,36A7C5AC
9,4500.0,1,00000000
9,4500.0,2,00000000
9,4500.0,3,341691A7
9,4500.0,4,350683BF
9,4500.0,5,355A3D9F
9,4500.0,6,35921102
9,4500.0,7,35B32E0F
9,4500.0,8,35D13628
9,4500.0,9,35ECB44E
9,4500.0,10,3603083F
9,4500.0,11,360ECD61
9,4500.0,12,3619C8F9
9,4500.0,13,36241435
9,4500.0,14,362DC395
9,4500.0,15,3636E7FE
9,4500.0,16,363F8F96
9,4500.0,17,3647C63C
9,4500.0,18,364F961D
9,4500.0,19,365707E6
9,4500.0,20,365E231E
9,4500.0,21,3664EE4B
9,4500.0,22,366B6F22
9,4500.0,23,3671AAA1
9,4500.0,24,3677A531
9,4500.0,25,367D629F
9,4500.0,26,3681731C
9,4500.0,27,36841982
9,4500.0,28,3686A5D7
9,4500.0,29,3689194F
9,4500.0,30,368B74F1
9,4500.0,31,368DB9AA
9,4500.0,32,368FE849
9,4500.0,33,3692017C
9,4500.0,34,369405D8
9,4500.0,35,3695F5D7
9,4500.0,36,3697D1DB
9,4500.0,37,36999A26
9,4500.0,38,369B4277
9,4500.0,39,369CD7D3
9,4500.0,40,369E5A12
9,4500.0,41,369FC8EB
9,4500.0,42,36A123E1
9,4500.0,43,36A26A36
9,4500.0,44,36A39AC9
9,4500.0,45,36A4B3EE
9,4500.0,46,36A5B30E
9,4500.0,47,36A693E1
9,4500.0,48,36A74E19
9,4500.0,49,36A7C5AC
10,4500.0,1,00000000
10,4500.0,2,00000000
10,4500.0,3,341013BE
10,4500.0,4,350510E0
10,4500.0,5,3558F16B
10,4500.0,6,35917C01
10,4500.0,7,35B2A870
10,4500.0,8,35D0BE8B
10,4500.0,9,35EC4998
10,4500.0,10,3602D8DF
10,4500.0,11,360EA393
10,4500.0,12,3619A464
10,4500.0,13,3623F48C
10,4500.0,14,362DA88F
10,4500.0,15,3636D15B
10,4500.0,16,363F7D1C
10,4500.0,17,3647B7BA
10,4500.0,18,364F8B5C
10,4500.0,19,365700BB
10,4500.0,20,365E1F5D
10,4500.0,21,3664EDCB
10,4500.0,22,366B71BC
10,4500.0,23,3671B02F
10,4500.0,24,3677AD8E
10,4500.0,25,367D6DAD
10,4500.0,26,368179EE
10,4500.0,27,36842192
10,4500.0,28,3686AF19
10,4500.0,29,368923B6
10,4500.0,30,368B8073
10,4500.0,31,368DBB91
10,4500.0,32,368FE0F9
10,4500.0,33,3691F15A
10,4500.0,34,3693ED48
10,4500.0,35,3695D53A
10,4500.0,36,3697A990
10,4500.0,37,36996A8B
10,4500.0,38,369B1854
10,4500.0,39,369CB2ED
10,4500.0,40,369E3A33
10,4500.0,41,369FADD6
10,4500.0,42,36A10D59
10,4500.0,43,36A257F9
10,4500.0,44,36A38C93
10,4500.0,45,36A4A972
10,4500.0,46,36A5ABF7
10,4500.0,47,36A68FCA
10,4500.0,48,36A74C7F
10,4500.0,49,36A7C5AC
11,4500.0,1,00000000
11,4500.0,2,00000000
11,4500.0,3,34B687A9
11,4500.0,4,35F206EC
11,4500.0,5,364DE26D
11,4500.0,6,368C64B0
11,4500.0,7,36ADF58E
11,4500.0,8,36CC669D
11,4500.0,9,36E844C5
11,4500.0,10,3700FCB0
11,4500.0,11,370CEAC0
11,4500.0,12,37180C6D
11,4500.0,13,37227B38
11,4500.0,14,372C4BE3
11,4500.0,15,37358F8E
11,4500.0,16,373E548A
11,4500.0,17,3746A6E4
11,4500.0,18,374E90E2
11,4500.0,19,37561B52
11,4500.0,20,375D4DD3
11,4500.0,21,37642F00
11,4500.0,22,376AC4A1
11,4500.0,23,377113C2
11,4500.0,24,377720DC
11,4500.0,25,377CEFD7
11,4500.0,26,37814209
11,4500.0,27,3783F051
11,4500.0,28,37868420
11,4500.0,29,3788FEAA
11,4500.0,30,378B6101
11,4500.0,31,378DAC13
11,4500.0,32,378FE0B2
11,4500.0,33,3791FF92
11,4500.0,34,3794094A
11,4500.0,35,3795FE58
11,4500.0,36,B8148D92
11,4500.0,37,38E810AC
11,4500.0,38,380278D6
11,4500.0,39,37FFC990
11,4500.0,40,37FB4B66
11,4500.0,41,37F6E570
11,4500.0,42,37F24913
11,4500.0,43,37ED79DA
11,4500.0,44,37E89D96
11,4500.0,45,37E3D093
11,4500.0,46,37E55D1B
11,4500.0,47,37B5C3AD
11,4500.0,48,37B67DE5
11,4500.0,49,37B6F578
12,4500.0,1,00000000
12,4500.0,2,00000000
12,4500.0,3,3504D0E5
12,4500.0,4,360261BB
12,4500.0,5,36565F46
12,4500.0,6,36903FC1
12,4500.0,7,36B177B2
12,4500.0,8,36CF983F
12,4500.0,9,36EB2CDA
12,4500.0,10,37024EF2
12,4500.0,11,370E1DE5
12,4500.0,12,371922D2
12,4500.0,13,37237701
12,4500.0,14,372D2F08
12,4500.0,15,37365BDF
12,4500.0,16,373F0BBC
12,4500.0,17,37474A8C
12,4500.0,18,374F2287
12,4500.0,19,37569C68
12,4500.0,20,375DBFBA
12,4500.0,21,3764930F
12,4500.0,22,376B1C21
12,4500.0,23,37715FF1
12,4500.0,24,377762EF
12,4500.0,25,377D28BE
12,4500.0,26,37815A0E
12,4500.0,27,37840405
12,4500.0,28,37869398
12,4500.0,29,378909F5
12,4500.0,30,378B6826
12,4500.0,31,378DAF17
12,4500.0,32,378FDF93
12,4500.0,33,3791FA4A
12,4500.0,34,3793FFD4
12,4500.0,35,3795F0AA
12,4500.0,36,3797CD30
12,4500.0,37,379995AD
12,4500.0,38,379B4A4B
12,4500.0,39,379CEB15
12,4500.0,40,379E6B03
12,4500.0,41,379FD78F
12,4500.0,42,37A13042
12,4500.0,43,37A27461
12,4500.0,44,37A3A2D2
12,4500.0,45,37A4B9EF
12,4500.0,46,37A5B729
12,4500.0,47,37A69645
12,4500.0,48,37A74F09
12,4500.0,49,37A7C5AC
13,4500.0,1,00000000
13,4500.0,2,00000000
13,4500.0,3,34E5B9B6
13,4500.0,4,35FC6501
13,4500.0,5,3652735D
13,4500.0,6,368E6796
13,4500.0,7,36AFBA4E
13,4500.0,8,36CDF33D
13,4500.0,9,36E99E4A
13,4500.0,10,3701920D
13,4500.0,11,370D6AB3
13,4500.0,12,371878B9
13,4500.0,13,3722D57A
13,4500.0,14,372C959E
13,4500.0,15,3735CA28
13,4500.0,16,373E815A
13,4500.0,17,3746C72B
13,4500.0,18,374EA5D6
13,4500.0,19,37562621
13,4500.0,20,375D4F9B
13,4500.0,21,376428D9
13,4500.0,22,376AB79A
13,4500.0,23,377100E4
13,4500.0,24,37770926
13,4500.0,25,377CD418
13,4500.0,26,37813235
13,4500.0,27,3783DE90
13,4500.0,28,37867072
13,4500.0,29,3788E90B
13,4500.0,30,378B4964
13,4500.0,31,378D9269
13,4500.0,32,378FC4E7
13,4500.0,33,3791E18E
13,4500.0,34,3793E8F6
13,4500.0,35,3795DB99
13,4500.0,36,3797B9DA
13,4500.0,37,37998401
13,4500.0,38,379B3A37
13,4500.0,39,379CDC88
13,4500.0,40,379E6B03
13,4500.0,41,379FD78F
13,4500.0,42,37A13042
13,4500.0,43,37A27461
13,4500.0,44,37A3A2D2
13,4500.0,45,37A4B9EF
13,4500.0,46,37A5B729
13,4500.0,47,37A69645
13,4500.0,48,37A74F09
13,4500.0,49,37A7C5AC
14,4500.0,1,00000000
14,4500.0,2,00000000
14,4500.0,3,35163DC4
14,4500.0,4,36066E1A
14,4500.0,5,365A2771
14,4500.0,6,369205B9
14,4500.0,7,36B322A4
14,4500.0,8,36D12AA9
14,4500.0,9,36ECA8C9
14,4500.0,10,37030287
14,4500.0,11,370EC7CB
14,4500.0,12,3719C3A0
14,4500.0,13,37240F38
14,4500.0,14,372DBF19
14,4500.0,15,3736E42B
14,4500.0,16,373F8C93
14,4500.0,17,3747C43A
14,4500.0,18,374F9548
14,4500.0,19,37570872
14,4500.0,20,375E2540
14,4500.0,21,3764F23A
14,4500.0,22,376B7513
14,4500.0,23,3771B2CD
14,4500.0,24,3777AFCF
14,4500.0,25,377D6FB6
14,4500.0,26,37817AAB
14,4500.0,27,378421D6
14,4500.0,28,3786AEAF
14,4500.0,29,37892267
14,4500.0,30,378B7E05
14,4500.0,31,378DC273
14,4500.0,32,378FF07E
14,4500.0,33,379208D7
14,4500.0,34,37940C14
14,4500.0,35,3795FAB0
14,4500.0,36,3797D50D
14,4500.0,37,37999B73
14,4500.0,38,379B4E0E
14,4500.0,39,379CECE7
14,4500.0,40,379E6C9D
14,4500.0,41,379FD8F2
14,4500.0,42,37A1316D
14,4500.0,43,37A27557
14,4500.0,44,37A3A394
14,4500.0,45,37A4BA7F
14,4500.0,46,37A5B78C
14,4500.0,47,37A6967E
14,4500.0,48,37A74F20
14,4500.0,49,37A7C5AC
15,4500.0,1,00000000
15,4500.0,2,00000000
15,4500.0,3,00000000
15,4500.0,4,00000000
15,4500.0,5,00000000
15,4500.0,6,00000000
15,4500.0,7,00000000
15,4500.0,8,00000000
15,4500.0,9,00000000
15,4500.0,10,00000000
15,4500.0,11,00000000
15,4500.0,12,00000000
15,4500.0,13,00000000
15,4500.0,14,00000000
15,4500.0,15,00000000
15,4500.0,16,00000000
15,4500.0,17,00000000
15,4500.0,18,00000000
15,4500.0,19,00000000
15,4500.0,20,00000000
15,4500.0,21,00000000
15,4500.0,22,00000000
15,4500.0,23,00000000
15,4500.0,24,00000000
15,4500.0,25,00000000
15,4500.0,26,00000000
15,4500.0,27,00000000
15,4500.0,28,00000000
15,4500.0,29,00000000
15,4500.0,30,00000000
15,4500.0,31,00000000
15,4500.0,32,00000000
15,4500.0,33,00000000
15,4500.0,34,00000000
15,4500.0,35,00000000
15,4500.0,36,00000000
15,4500.0,37,00000000
15,4500.0,38,00000000
15,4500.0,39,00000000
15,4500.0,40,00000000
15,4500.0,41,00000000
15,4500.0,42,00000000
15,4500.0,43,00000000
15,4500.0,44,00000000
15,4500.0,45,00000000
15,4500.0,46,00000000
15,4500.0,47,00000000
15,4500.0,48,00000000
15,4500.0,49,00000000
16,4500.0,1,00000000
16,4500.0,2,00000000
16,4500.0,3,00000000
16,4500.0,4,00000000
16,4500.0,5,00000000
16,4500.0,6,00000000
16,4500.0,7,00000000
16,4500.0,8,00000000
16,4500.0,9,00000000
16,4500.0,10,00000000
16,4500.0,11,00000000
16,4500.0,12,00000000
16,4500.0,13,00000000
16,4500.0,14,00000000
16,4500.0,15,00000000
16,4500.0,16,00000000
16,4500.0,17,00000000
16,4500.0,18,00000000
16,4500.0,19,00000000
16,4500.0,20,00000000
16,4500.0,21,00000000
16,4500.0,22,00000000
16,4500.0,23,00000000
16,4500.0,24,00000000
16,4500.0,25,00000000
16,4500.0,26,00000000
16,4500.0,27,00000000
16,4500.0,28,00000000
16,4500.0,29,00000000
16,4500.0,30,00000000
16,4500.0,31,00000000
16,4500.0,32,00000000
16,4500.0,33,00000000
16,4500.0,34,00000000
16,4500.0,35,00000000
16,4500.0,36,00000000
16,4500.0,37,00000000
16,4500.0,38,00000000
16,4500.0,39,00000000
16,4500.0,40,00000000
16,4500.0,41,00000000
16,4500.0,42,00000000
16,4500.0,43,00000000
16,4500.0,44,00000000
16,4500.0,45,00000000
16,4500.0,46,00000000
16,4500.0,47,00000000
16,4500.0,48,00000000
16,4500.0,49,00000000
17,4500.0,1,00000000
17,4500.0,2,00000000
17,4500.0,3,00000000
17,4500.0,4,00000000
17,4500.0,5,00000000
17,4500.0,6,00000000
17,4500.0,7,00000000
17,4500.0,8,00000000
17,4500.0,9,3504CB3E
17,4500.0,10,35DE23EC
17,4500.0,11,36372E34
17,4500.0,12,367A514E
17,4500.0,13,369C8E36
17,4500.0,14,36BA094C
17,4500.0,15,36D5CFC5
17,4500.0,16,36F00EA4
17,4500.0,17,370475D9
17,4500.0,18,37104395
17,4500.0,19,371B7E4B
17,4500.0,20,372631E5
17,4500.0,21,373068B4
17,4500.0,22,373A2BBE
17,4500.0,23,374382E8
17,4500.0,24,374C752A
17,4500.0,25,375508A4
17,4500.0,26,375D42CB
17,4500.0,27,3765286E
17,4500.0,28,376CBDD1
17,4500.0,29,377406C4
17,4500.0,30,377B0698
17,4500.0,31,3780E023
17,4500.0,32,37841B30
17,4500.0,33,37873593
17,4500.0,34,378A3041
17,4500.0,35,378D0C04
17,4500.0,36,378FC982
17,4500.0,37,37926935
17,4500.0,38,3794EB6B
17,4500.0,39,37975042
17,4500.0,40,B808CEF3
17,4500.0,41,380C3BF2
17,4500.0,42,38039343
17,4500.0,43,37F697FA
17,4500.0,44,37E6E200
17,4500.0,45,37D81F64
17,4500.0,46,37CA7471
17,4500.0,47,37BE1662
17,4500.0,48,37B35F47
17,4500.0,49,37AB3CF7
18,4500.0,1,00000000
18,4500.0,2,00000000
18,4500.0,3,00000000
18,4500.0,4,00000000
18,4500.0,5,00000000
18,4500.0,6,00000000
18,4500.0,7,00000000
18,4500.0,8,34B0D4FE
18,4500.0,9,35CAF525
18,4500.0,10,362E99C3
18,4500.0,11,367263F1
18,4500.0,12,3698C932
18,4500.0,13,36B65C9F
18,4500.0,14,36D22885
18,4500.0,15,36EC5E89
18,4500.0,16,37029412
18,4500.0,17,370E5418
18,4500.0,18,37197E38
18,4500.0,19,37241F29
18,4500.0,20,372E41EE
18,4500.0,21,3737F012
18,4500.0,22,374131ED
18,4500.0,23,374A0ECC
18,4500.0,24,37528D1C
18,4500.0,25,375AB28F
18,4500.0,26,3762842D
18,4500.0,27,376A066B
18,4500.0,28,37713D3C
18,4500.0,29,37782C25
18,4500.0,30,377ED637
18,4500.0,31,37829F19
18,4500.0,32,3785B33B
18,4500.0,33,3788A889
18,4500.0,34,B8506960
18,4500.0,35,37F32802
18,4500.0,36,37EC8E8B
18,4500.0,37,37E603FE
18,4500.0,38,37DF9D92
18,4500.0,39,37D95EEE
18,4500.0,40,37D34C18
18,4500.0,41,37CD699B
18,4500.0,42,37C7BC96
18,4500.0,43,37C24B15
18,4500.0,44,37BD1C62
18,4500.0,45,37B839A7
18,4500.0,46,37B3AF00
18,4500.0,47,37AF8DCE
18,4500.0,48,37ABF28D
18,4500.0,49,37A92343
1,9000.0,1,00000000
1,9000.0,2,BBD33688
1,9000.0,3,3B13AC1B
1,9000.0,4,3B1CBC2E
1,9000.0,5,3B17D5B5
1,9000.0,6,3A8981CB
1,9000.0,7,3B042169
1,9000.0,8,3AEEA481
1,9000.0,9,3ADA35F6
1,9000.0,10,3AC9725E
1,9000.0,11,3ABB63BB
1,9000.0,12,3AAFA1D7
1,9000.0,13,3AA65AC9
1,9000.0,14,3A9F96E9
1,9000.0,15,3A991CC1
1,9000.0,16,3A93BDBA
1,9000.0,17,3A8F581A
1,9000.0,18,3A8BC6B2
1,9000.0,19,3A897491
1,9000.0,20,3A87DD88
1,9000.0,21,3A806B67
1,9000.0,22,3A7333FF
1,9000.0,23,3A693F2E
1,9000.0,24,3A2E203D
1,9000.0,25,39A2BF83
1,9000.0,26,B941B358
1,9000.0,27,BA531FDD
1,9000.0,28,39B74A87
1,9000.0,29,3A419473
1,9000.0,30,3A3D0580
1,9000.0,31,3A384720
1,9000.0,32,3A3347BF
1,9000.0,33,3A2E033E
1,9000.0,34,3A286BB2
1,9000.0,35,3A226CC8
1,9000.0,36,3A1C223C
1,9000.0,37,3A1571E6
1,9000.0,38,3A0E63AB
1,9000.0,39,3A06F699
1,9000.0,40,39FEEB30
1,9000.0,41,39EF9D68
1,9000.0,42,39FD8674
1,9000.0,43,399C587F
1,9000.0,44,39886E8D
1,9000.0,45,39768707
1,9000.0,46,397D9B65
1,9000.0,47,37B08921
1,9000.0,48,B7AC9F82
1,9000.0,49,36F0D2F5
2,9000.0,1,00000000
2,9000.0,2,BB9150DA
2,9000.0,3,3B98ABCB
2,9000.0,4,3ADB1439
2,9000.0,5,3B723905
2,9000.0,6,3B70B377
2,9000.0,7,3B6F306C
2,9000.0,8,3B6D2773
2,9000.0,9,3B6A841E
2,9000.0,10,3B640C1F
2,9000.0,11,3B5CC393
2,9000.0,12,3B563D6A
2,9000.0,13,3B5102A4
2,9000.0,14,3B4CC5F0
2,9000.0,15,3B486ED5
2,9000.0,16,3B44AD71
2,9000.0,17,3B41FC76
2,9000.0,18,3B4054B1
2,9000.0,19,3B3F66B1
2,9000.0,20,3B3B221E
2,9000.0,21,3B359728
2,9000.0,22,3B300D6C
2,9000.0,23,3B0F1FA6
2,9000.0,24,3AF4B268
2,9000.0,25,3AB4B052
2,9000.0,26,3A44FDFB
2,9000.0,27,35233EA1
2,9000.0,28,BA6109E0
2,9000.0,29,3A7521A9
2,9000.0,30,3AEAB811
2,9000.0,31,3AE1F4A1
2,9000.0,32,3AD90CB9
2,9000.0,33,3AD005B5
2,9000.0,34,3AC6DF4B
2,9000.0,35,3ABDA8EA
2,9000.0,36,3AB462BD
2,9000.0,37,3AAB2A97
2,9000.0,38,3AA1F439
2,9000.0,39,3A98EF79
2,9000.0,40,3A9020AD
2,9000.0,41,3A878473
2,9000.0,42,3A7E58EA
2,9000.0,43,3A6E8B1A
2,9000.0,44,3A7489EE
2,9000.0,45,3A32C883
2,9000.0,46,38AE568B
2,9000.0,47,3943FA4A
2,9000.0,48,B8977E01
2,9000.0,49,BA2761A1
3,9000.0,1,00000000
3,9000.0,2,BB8D1D89
3,9000.0,3,3B99632E
3,9000.0,4,3ADD3F0F
3,9000.0,5,3B73BA83
3,9000.0,6,3B72465C
3,9000.0,7,3B70DBE5
3,9000.0,8,3B6EE9F0
3,9000.0,9,3B6C5A33
3,9000.0,10,3B65E67A
