case,dx,k,ptte
4,13500.0,5,3C266EBB
4,13500.0,6,3C24C5D3
4,13500.0,7,3C231FBD
4,13500.0,8,3C2135F3
4,13500.0,9,3C1EDAD5
4,13500.0,10,3C19F189
4,13500.0,11,3C14B6EC
4,13500.0,12,3C102008
4,13500.0,13,3C0C8254
4,13500.0,14,3C097D0E
4,13500.0,15,3C067B2A
4,13500.0,16,3C03FC22
4,13500.0,17,3C02680F
4,13500.0,18,3C01646F
4,13500.0,19,3C00115B
4,13500.0,20,3BF891AC
4,13500.0,21,3BF0E65C
4,13500.0,22,3BE97484
4,13500.0,23,3BBF2A7F
4,13500.0,24,3BB0561D
4,13500.0,25,3B9BCEDD
4,13500.0,26,3B82F4A6
4,13500.0,27,3B4C40A2
4,13500.0,28,3B0B7DD4
4,13500.0,29,3A8902AE
4,13500.0,30,B8F9F01D
4,13500.0,31,BAB190E2
4,13500.0,32,3B77848B
4,13500.0,33,3B898926
4,13500.0,34,3B83A5D9
4,13500.0,35,3B7B7FC2
4,13500.0,36,3B6F9904
4,13500.0,37,3B63B549
4,13500.0,38,3B57E850
4,13500.0,39,3B4C38AE
4,13500.0,40,3B40D473
4,13500.0,41,3B35B0E9
4,13500.0,42,3B2AE10C
4,13500.0,43,3B208824
4,13500.0,44,3B16CC7E
4,13500.0,45,3B22B336
4,13500.0,46,3ACECBAB
4,13500.0,47,B8F9C1CB
4,13500.0,48,BA968BE7
4,13500.0,49,BB26E6C6
5,13500.0,1,00000000
5,13500.0,2,BC1E3617
5,13500.0,3,3C3D26EE
5,13500.0,4,3B88CDC8
5,13500.0,5,3C1479C5
5,13500.0,6,3C13587D
5,13500.0,7,3C1236E7
5,13500.0,8,3C10C7C7
5,13500.0,9,3C0EF43C
5,13500.0,10,3C0AE68F
5,13500.0,11,3C066CFA
5,13500.0,12,3C0274B3
5,13500.0,13,3BFEC13E
5,13500.0,14,3BF9708D
5,13500.0,15,3BF42439
5,13500.0,16,3BEFA45E
5,13500.0,17,3BECBA87
5,13500.0,18,3BEAD32D
5,13500.0,19,3BE9D1C4
5,13500.0,20,3BE30C2C
5,13500.0,21,3BDC319F
5,13500.0,22,3BD58F54
5,13500.0,23,3BAECB7E
5,13500.0,24,3B9F9CFF
5,13500.0,25,3B8AFF83
5,13500.0,26,3B640C71
5,13500.0,27,3B2A0B0F
5,13500.0,28,3AD1CB23
5,13500.0,29,3A066442
5,13500.0,30,BA2C914E
5,13500.0,31,3A4D8F94
5,13500.0,32,3B82DEEC
5,13500.0,33,3B7A9EA2
5,13500.0,34,3B6F64CC
5,13500.0,35,3B640A01
5,13500.0,36,3B589D7D
5,13500.0,37,3B4D37AD
5,13500.0,38,3B41E371
5,13500.0,39,3B36B8A4
5,13500.0,40,3B2BCE7C
5,13500.0,41,3B212D72
5,13500.0,42,3B16EB68
5,13500.0,43,3B24CE80
5,13500.0,44,3AC2A089
5,13500.0,45,3AB4AF58
5,13500.0,46,38CCC2FA
5,13500.0,47,396A4B81
5,13500.0,48,B7F04904
5,13500.0,49,390A3DDF
6,13500.0,1,00000000
6,13500.0,2,BC290108
6,13500.0,3,BB57543A
6,13500.0,4,3C4134B7
6,13500.0,5,3BF2F1B7
6,13500.0,6,3C4C604D
6,13500.0,7,3BCEBDB5
6,13500.0,8,3BCCF42A
6,13500.0,9,3BCAA372
6,13500.0,10,3BC4FC05
6,13500.0,11,3BBE9D05
6,13500.0,12,3BB8EFB7
6,13500.0,13,3BB45A80
6,13500.0,14,3BB0A804
6,13500.0,15,3BACDA73
6,13500.0,16,3BA9951A
6,13500.0,17,3BA741F3
6,13500.0,18,3BA5CD5D
6,13500.0,19,3BA4F95C
6,13500.0,20,3BA13023
6,13500.0,21,3B9C60ED
6,13500.0,22,3B9793FE
6,13500.0,23,3B78C414
6,13500.0,24,3B614F11
6,13500.0,25,3B3E294A
6,13500.0,26,3B120D52
6,13500.0,27,3ABBBCA5
6,13500.0,28,3A0A07FB
6,13500.0,29,B9F884E6
6,13500.0,30,B8C9A2BC
6,13500.0,31,3B427732
6,13500.0,32,3B3AD218
6,13500.0,33,3B330EAD
6,13500.0,34,3B2B2F4B
6,13500.0,35,3B2344A2
6,13500.0,36,3B1B438D
6,13500.0,37,3B134C56
6,13500.0,38,3B0B59C4
6,13500.0,39,3B0388AB
6,13500.0,40,3AF7D1C0
6,13500.0,41,3AE8EEB7
6,13500.0,42,3ADA78A5
6,13500.0,43,3ACCC30C
6,13500.0,44,3AD2149E
6,13500.0,45,3A98DA4C
6,13500.0,46,390CF6AE
6,13500.0,47,39A48C62
6,13500.0,48,B90CBFC2
6,13500.0,49,BA91EB89
7,13500.0,1,00000000
7,13500.0,2,BC27DD94
7,13500.0,3,3C40E6DB
7,13500.0,4,3B8BA82F
7,13500.0,5,3C18AF08
7,13500.0,6,3C1794D5
7,13500.0,7,3C167F58
7,13500.0,8,3C151B1E
7,13500.0,9,3C135317
7,13500.0,10,3C0F1AAD
7,13500.0,11,3C0A6794
7,13500.0,12,3C06384C
7,13500.0,13,3C02E07F
7,13500.0,14,3C0022ED
7,13500.0,15,3BFAB095
7,13500.0,16,3BF5E7FF
7,13500.0,17,3BF29E1F
7,13500.0,18,3BF07DA6
7,13500.0,19,3BEF4F3C
7,13500.0,20,3BE9329C
7,13500.0,21,3BE227F9
7,13500.0,22,3BDB3033
7,13500.0,23,3BB44849
7,13500.0,24,3BA6AF17
7,13500.0,25,3B932805
7,13500.0,26,3B766D25
7,13500.0,27,3B3E8768
7,13500.0,28,3AFEE602
7,13500.0,29,3A689691
7,13500.0,30,B9853641
7,13500.0,31,BA7818FC
7,13500.0,32,3B86FB8E
7,13500.0,33,3B816459
7,13500.0,34,3B776E32
7,13500.0,35,3B6BFCE1
7,13500.0,36,3B606EB6
7,13500.0,37,3B54EB6C
7,13500.0,38,3B496B2C
7,13500.0,39,3B3E1D3D
7,13500.0,40,3B330187
7,13500.0,41,3B2833B5
7,13500.0,42,3B1DC048
7,13500.0,43,3B13C1F4
7,13500.0,44,3B17AC1C
7,13500.0,45,3ADC44E7
7,13500.0,46,3943906A
7,13500.0,47,39EA1A3B
7,13500.0,48,B954A9BD
7,13500.0,49,BAD525F2
8,13500.0,1,00000000
8,13500.0,2,00000000
8,13500.0,3,343A5421
8,13500.0,4,350ED8CD
8,13500.0,5,35620C3A
8,13500.0,6,3595BCFA
8,13500.0,7,35B6A4DD
8,13500.0,8,35D47CB9
8,13500.0,9,35EFCEB7
8,13500.0,10,36048118
8,13500.0,11,36103351
8,13500.0,12,361B1D40
8,13500.0,13,362557E7
8,13500.0,14,362EF7A7
8,13500.0,15,36380D4A
8,13500.0,16,3640A6D9
8,13500.0,17,3648D028
8,13500.0,18,3650934C
8,13500.0,19,3657F8E6
8,13500.0,20,365F0870
8,13500.0,21,3665C867
8,13500.0,22,366C3E74
8,13500.0,23,36726F8E
8,13500.0,24,36786015
8,13500.0,25,367E13D0
8,13500.0,26,3681C707
8,13500.0,27,368468E9
8,13500.0,28,3686F0E3
8,13500.0,29,36896024
8,13500.0,30,368BB7B6
8,13500.0,31,368DF882
8,13500.0,32,36902356
8,13500.0,33,369238DF
8,13500.0,34,36942E7F
8,13500.0,35,3696105B
8,13500.0,36,3697DED1
8,13500.0,37,36999A22
8,13500.0,38,369B4276
8,13500.0,39,369CD7D3
8,13500.0,40,369E5A12
8,13500.0,41,369FC8EB
8,13500.0,42,36A123E1
8,13500.0,43,36A26A36
8,13500.0,44,36A39AC9
8,13500.0,45,36A4B3EE
8,13500.0,46,36A5B30E
8,13500.0,47,36A693E1
8,13500.0,48,36A74E19
8,13500.0,49,36A7C5AC
9,13500.0,1,00000000
9,13500.0,2,00000000
9,13500.0,3,341691A7
9,13500.0,4,350683BF
9,13500.0,5,355A3D9F
9,13500.0,6,35921102
9,13500.0,7,35B32E0F
9,13500.0,8,35D13628
9,13500.0,9,35ECB44E
9,13500.0,10,3603083F
9,13500.0,11,360ECD61
9,13500.0,12,3619C8F9
9,13500.0,13,36241435
9,13500.0,14,362DC395
9,13500.0,15,3636E7FE
9,13500.0,16,363F8F96
9,13500.0,17,3647C63C
9,13500.0,18,364F961D
9,13500.0,19,365707E6
9,13500.0,20,365E231E
9,13500.0,21,3664EE4B
9,13500.0,22,366B6F22
9,13500.0,23,3671AAA1
9,13500.0,24,3677A531
9,13500.0,25,367D629F
9,13500.0,26,3681731C
9,13500.0,27,36841982
9,13500.0,28,3686A5D7
9,13500.0,29,3689194F
9,13500.0,30,368B74F1
9,13500.0,31,368DB9AA
9,13500.0,32,368FE849
9,13500.0,33,3692017C
9,13500.0,34,369405D8
9,13500.0,35,3695F5D7
9,13500.0,36,3697D1DB
9,13500.0,37,36999A26
9,13500.0,38,369B4277
9,13500.0,39,369CD7D3
9,13500.0,40,369E5A12
9,13500.0,41,369FC8EB
9,13500.0,42,36A123E1
9,13500.0,43,36A26A36
9,13500.0,44,36A39AC9
9,13500.0,45,36A4B3EE
9,13500.0,46,36A5B30E
9,13500.0,47,36A693E1
9,13500.0,48,36A74E19
9,13500.0,49,36A7C5AC
10,13500.0,1,00000000
10,13500.0,2,00000000
10,13500.0,3,341013BE
10,13500.0,4,350510E0
10,13500.0,5,3558F16B
10,13500.0,6,35917C01
10,13500.0,7,35B2A870
10,13500.0,8,35D0BE8B
10,13500.0,9,35EC4998
10,13500.0,10,3602D8DF
10,13500.0,11,360EA393
10,13500.0,12,3619A464
10,13500.0,13,3623F48C
10,13500.0,14,362DA88F
10,13500.0,15,3636D15B
10,13500.0,16,363F7D1C
10,13500.0,17,3647B7BA
10,13500.0,18,364F8B5C
10,13500.0,19,365700BB
10,13500.0,20,365E1F5D
10,13500.0,21,3664EDCB
10,13500.0,22,366B71BC
10,13500.0,23,3671B02F
10,13500.0,24,3677AD8E
10,13500.0,25,367D6DAD
10,13500.0,26,368179EE
10,13500.0,27,36842192
10,13500.0,28,3686AF19
10,13500.0,29,368923B6
10,13500.0,30,368B8073
10,13500.0,31,368DBB91
10,13500.0,32,368FE0F9
10,13500.0,33,3691F15A
10,13500.0,34,3693ED48
10,13500.0,35,3695D53A
10,13500.0,36,3697A990
10,13500.0,37,36996A8B
10,13500.0,38,369B1854
10,13500.0,39,369CB2ED
10,13500.0,40,369E3A33
10,13500.0,41,369FADD6
10,13500.0,42,36A10D59
10,13500.0,43,36A257F9
10,13500.0,44,36A38C93
10,13500.0,45,36A4A972
10,13500.0,46,36A5ABF7
10,13500.0,47,36A68FCA
10,13500.0,48,36A74C7F
10,13500.0,49,36A7C5AC
11,13500.0,1,00000000
11,13500.0,2,00000000
11,13500.0,3,34B687A9
11,13500.0,4,35F206EC
11,13500.0,5,364DE26D
11,13500.0,6,368C64B0
11,13500.0,7,36ADF58E
11,13500.0,8,36CC669D
11,13500.0,9,36E844C5
11,13500.0,10,3700FCB0
11,13500.0,11,370CEAC0
11,13500.0,12,37180C6D
11,13500.0,13,37227B38
11,13500.0,14,372C4BE3
11,13500.0,15,37358F8E
11,13500.0,16,373E548A
11,13500.0,17,3746A6E4
11,13500.0,18,374E90E2
11,13500.0,19,37561B52
11,13500.0,20,375D4DD3
11,13500.0,21,37642F00
11,13500.0,22,376AC4A1
11,13500.0,23,377113C2
11,13500.0,24,377720DC
11,13500.0,25,377CEFD7
11,13500.0,26,37814209
11,13500.0,27,3783F051
11,13500.0,28,37868420
11,13500.0,29,3788FEAA
11,13500.0,30,378B6101
11,13500.0,31,378DAC13
11,13500.0,32,378FE0B2
11,13500.0,33,3791FF92
11,13500.0,34,3794094A
11,13500.0,35,3795FE58
11,13500.0,36,B904DB50
11,13500.0,37,398C97C5
11,13500.0,38,385C97EE
11,13500.0,39,385446C6
11,13500.0,40,384CE765
11,13500.0,41,3845BBBF
11,13500.0,42,383E5658
11,13500.0,43,3836BDCC
11,13500.0,44,382F2A7E
11,13500.0,45,3827BA3E
11,13500.0,46,3828FAAF
11,13500.0,47,37CFA89A
11,13500.0,48,37D062D2
11,13500.0,49,37D0DA65
12,13500.0,1,00000000
12,13500.0,2,00000000
12,13500.0,3,3504D0E5
12,13500.0,4,360261BB
12,13500.0,5,36565F46
12,13500.0,6,36903FC1
12,13500.0,7,36B177B2
12,13500.0,8,36CF983F
12,13500.0,9,36EB2CDA
12,13500.0,10,37024EF2
12,13500.0,11,370E1DE5
12,13500.0,12,371922D2
12,13500.0,13,37237701
12,13500.0,14,372D2F08
12,13500.0,15,37365BDF
12,13500.0,16,373F0BBC
12,13500.0,17,37474A8C
12,13500.0,18,374F2287
12,13500.0,19,37569C68
12,13500.0,20,375DBFBA
12,13500.0,21,3764930F
12,13500.0,22,376B1C21
12,13500.0,23,37715FF1
12,13500.0,24,377762EF
12,13500.0,25,377D28BE
12,13500.0,26,37815A0E
12,13500.0,27,37840405
12,13500.0,28,37869398
12,13500.0,29,378909F5
12,13500.0,30,378B6826
12,13500.0,31,378DAF17
12,13500.0,32,378FDF93
12,13500.0,33,3791FA4A
12,13500.0,34,3793FFD4
12,13500.0,35,3795F0AA
12,13500.0,36,3797CD30
12,13500.0,37,379995AD
12,13500.0,38,379B4A4B
12,13500.0,39,379CEB15
12,13500.0,40,379E6B03
12,13500.0,41,379FD78F
12,13500.0,42,37A13042
12,13500.0,43,37A27461
12,13500.0,44,37A3A2D2
12,13500.0,45,37A4B9EF
12,13500.0,46,37A5B729
12,13500.0,47,37A69645
12,13500.0,48,37A74F09
12,13500.0,49,37A7C5AC
13,13500.0,1,00000000
13,13500.0,2,00000000
13,13500.0,3,34E5B9B6
13,13500.0,4,35FC6501
13,13500.0,5,3652735D
13,13500.0,6,368E6796
13,13500.0,7,36AFBA4E
13,13500.0,8,36CDF33D
13,13500.0,9,36E99E4A
13,13500.0,10,3701920D
13,13500.0,11,370D6AB3
13,13500.0,12,371878B9
13,13500.0,13,3722D57A
13,13500.0,14,372C959E
13,13500.0,15,3735CA28
13,13500.0,16,373E815A
13,13500.0,17,3746C72B
13,13500.0,18,374EA5D6
13,13500.0,19,37562621
13,13500.0,20,375D4F9B
13,13500.0,21,376428D9
13,13500.0,22,376AB79A
13,13500.0,23,377100E4
13,13500.0,24,37770926
13,13500.0,25,377CD418
13,13500.0,26,37813235
13,13500.0,27,3783DE90
13,13500.0,28,37867072
13,13500.0,29,3788E90B
13,13500.0,30,378B4964
13,13500.0,31,378D9269
13,13500.0,32,378FC4E7
13,13500.0,33,3791E18E
13,13500.0,34,3793E8F6
13,13500.0,35,3795DB99
13,13500.0,36,3797B9DA
13,13500.0,37,37998401
13,13500.0,38,379B3A37
13,13500.0,39,379CDC88
13,13500.0,40,379E6B03
13,13500.0,41,379FD78F
13,13500.0,42,37A13042
13,13500.0,43,37A27461
13,13500.0,44,37A3A2D2
13,13500.0,45,37A4B9EF
13,13500.0,46,37A5B729
13,13500.0,47,37A69645
13,13500.0,48,37A74F09
13,13500.0,49,37A7C5AC
14,13500.0,1,00000000
14,13500.0,2,00000000
14,13500.0,3,35163DC4
14,13500.0,4,36066E1A
14,13500.0,5,365A2771
14,13500.0,6,369205B9
14,13500.0,7,36B322A4
14,13500.0,8,36D12AA9
14,13500.0,9,36ECA8C9
14,13500.0,10,37030287
14,13500.0,11,370EC7CB
14,13500.0,12,3719C3A0
14,13500.0,13,37240F38
14,13500.0,14,372DBF19
14,13500.0,15,3736E42B
14,13500.0,16,373F8C93
14,13500.0,17,3747C43A
14,13500.0,18,374F9548
14,13500.0,19,37570872
14,13500.0,20,375E2540
14,13500.0,21,3764F23A
14,13500.0,22,376B7513
14,13500.0,23,3771B2CD
14,13500.0,24,3777AFCF
14,13500.0,25,377D6FB6
14,13500.0,26,37817AAB
14,13500.0,27,378421D6
14,13500.0,28,3786AEAF
14,13500.0,29,37892267
14,13500.0,30,378B7E05
14,13500.0,31,378DC273
14,13500.0,32,378FF07E
14,13500.0,33,379208D7
14,13500.0,34,37940C14
14,13500.0,35,3795FAB0
14,13500.0,36,3797D50D
14,13500.0,37,37999B73
14,13500.0,38,379B4E0E
14,13500.0,39,379CECE7
14,13500.0,40,379E6C9D
14,13500.0,41,379FD8F2
14,13500.0,42,37A1316D
14,13500.0,43,37A27557
14,13500.0,44,37A3A394
14,13500.0,45,37A4BA7F
14,13500.0,46,37A5B78C
14,13500.0,47,37A6967E
14,13500.0,48,37A74F20
14,13500.0,49,37A7C5AC
15,13500.0,1,00000000
15,13500.0,2,00000000
15,13500.0,3,00000000
15,13500.0,4,00000000
15,13500.0,5,00000000
15,13500.0,6,00000000
15,13500.0,7,00000000
15,13500.0,8,00000000
15,13500.0,9,00000000
15,13500.0,10,00000000
15,13500.0,11,00000000
15,13500.0,12,00000000
15,13500.0,13,00000000
15,13500.0,14,00000000
15,13500.0,15,00000000
15,13500.0,16,00000000
15,13500.0,17,00000000
15,13500.0,18,00000000
15,13500.0,19,00000000
15,13500.0,20,00000000
15,13500.0,21,00000000
15,13500.0,22,00000000
15,13500.0,23,00000000
15,13500.0,24,00000000
15,13500.0,25,00000000
15,13500.0,26,00000000
15,13500.0,27,00000000
15,13500.0,28,00000000
15,13500.0,29,00000000
15,13500.0,30,00000000
15,13500.0,31,00000000
15,13500.0,32,00000000
15,13500.0,33,00000000
15,13500.0,34,00000000
15,13500.0,35,00000000
15,13500.0,36,00000000
15,13500.0,37,00000000
15,13500.0,38,00000000
15,13500.0,39,00000000
15,13500.0,40,00000000
15,13500.0,41,00000000
15,13500.0,42,00000000
15,13500.0,43,00000000
15,13500.0,44,00000000
15,13500.0,45,00000000
15,13500.0,46,00000000
15,13500.0,47,00000000
15,13500.0,48,00000000
15,13500.0,49,00000000
16,13500.0,1,00000000
16,13500.0,2,00000000
16,13500.0,3,00000000
16,13500.0,4,00000000
16,13500.0,5,00000000
16,13500.0,6,00000000
16,13500.0,7,00000000
16,13500.0,8,00000000
16,13500.0,9,00000000
16,13500.0,10,00000000
16,13500.0,11,00000000
16,13500.0,12,00000000
16,13500.0,13,00000000
16,13500.0,14,00000000
16,13500.0,15,00000000
16,13500.0,16,00000000
16,13500.0,17,00000000
16,13500.0,18,00000000
16,13500.0,19,00000000
16,13500.0,20,00000000
16,13500.0,21,00000000
16,13500.0,22,00000000
16,13500.0,23,00000000
16,13500.0,24,00000000
16,13500.0,25,00000000
16,13500.0,26,00000000
16,13500.0,27,00000000
16,13500.0,28,00000000
16,13500.0,29,00000000
16,13500.0,30,00000000
16,13500.0,31,00000000
16,13500.0,32,00000000
16,13500.0,33,00000000
16,13500.0,34,00000000
16,13500.0,35,00000000
16,13500.0,36,00000000
16,13500.0,37,00000000
16,13500.0,38,00000000
16,13500.0,39,00000000
16,13500.0,40,00000000
16,13500.0,41,00000000
16,13500.0,42,00000000
16,13500.0,43,00000000
16,13500.0,44,00000000
16,13500.0,45,00000000
16,13500.0,46,00000000
16,13500.0,47,00000000
16,13500.0,48,00000000
16,13500.0,49,00000000
17,13500.0,1,00000000
17,13500.0,2,00000000
17,13500.0,3,00000000
17,13500.0,4,00000000
17,13500.0,5,00000000
17,13500.0,6,00000000
17,13500.0,7,00000000
17,13500.0,8,00000000
17,13500.0,9,3504CB3E
17,13500.0,10,35DE23EC
17,13500.0,11,36372E34
17,13500.0,12,367A514E
17,13500.0,13,369C8E36
17,13500.0,14,36BA094C
17,13500.0,15,36D5CFC5
17,13500.0,16,36F00EA4
17,13500.0,17,370475D9
17,13500.0,18,37104395
17,13500.0,19,371B7E4B
17,13500.0,20,372631E5
17,13500.0,21,373068B4
17,13500.0,22,373A2BBE
17,13500.0,23,374382E8
17,13500.0,24,374C752A
17,13500.0,25,375508A4
17,13500.0,26,375D42CB
17,13500.0,27,3765286E
17,13500.0,28,376CBDD1
17,13500.0,29,377406C4
17,13500.0,30,377B0698
17,13500.0,31,3780E023
17,13500.0,32,37841B30
17,13500.0,33,37873593
17,13500.0,34,378A3041
17,13500.0,35,378D0C04
17,13500.0,36,378FC982
17,13500.0,37,37926935
17,13500.0,38,3794EB6B
17,13500.0,39,37975042
17,13500.0,40,B808CEF3
17,13500.0,41,380C3BF2
17,13500.0,42,38039343
17,13500.0,43,37F697FA
17,13500.0,44,37E6E200
17,13500.0,45,37D81F64
17,13500.0,46,37CA7471
17,13500.0,47,37BE1662
17,13500.0,48,37B35F47
17,13500.0,49,37AB3CF7
18,13500.0,1,00000000
18,13500.0,2,00000000
18,13500.0,3,00000000
18,13500.0,4,00000000
18,13500.0,5,00000000
18,13500.0,6,00000000
18,13500.0,7,00000000
18,13500.0,8,34B0D4FE
18,13500.0,9,35CAF525
18,13500.0,10,362E99C3
18,13500.0,11,367263F1
18,13500.0,12,3698C932
18,13500.0,13,36B65C9F
18,13500.0,14,36D22885
18,13500.0,15,36EC5E89
18,13500.0,16,37029412
18,13500.0,17,370E5418
18,13500.0,18,37197E38
18,13500.0,19,37241F29
18,13500.0,20,372E41EE
18,13500.0,21,3737F012
18,13500.0,22,374131ED
18,13500.0,23,374A0ECC
18,13500.0,24,37528D1C
18,13500.0,25,375AB28F
18,13500.0,26,3762842D
18,13500.0,27,376A066B
18,13500.0,28,37713D3C
18,13500.0,29,37782C25
18,13500.0,30,377ED637
18,13500.0,31,37829F19
18,13500.0,32,3785B33B
18,13500.0,33,3788A889
18,13500.0,34,B8506960
18,13500.0,35,37F32802
18,13500.0,36,37EC8E8B
18,13500.0,37,37E603FE
18,13500.0,38,37DF9D92
18,13500.0,39,37D95EEE
18,13500.0,40,37D34C18
18,13500.0,41,37CD699B
18,13500.0,42,37C7BC96
18,13500.0,43,37C24B15
18,13500.0,44,37BD1C62
18,13500.0,45,37B839A7
18,13500.0,46,37B3AF00
18,13500.0,47,37AF8DCE
18,13500.0,48,37ABF28D
18,13500.0,49,37A92343
1,15000.0,1,00000000
1,15000.0,2,BCAB0F4A
1,15000.0,3,3BEF1EC4
1,15000.0,4,3BFDB286
1,15000.0,5,3BF5ABB5
1,15000.0,6,3B5E0AAE
1,15000.0,7,3BD599AD
1,15000.0,8,3BC0CC16
1,15000.0,9,3BB02F32
1,15000.0,10,3BA28E74
1,15000.0,11,3B971F05
1,15000.0,12,3B8D8C66
1,15000.0,13,3B85FECE
1,15000.0,14,3B807940
1,15000.0,15,3B76616A
1,15000.0,16,3B6D9C09
1,15000.0,17,3B6668AF
1,15000.0,18,3B60903B
1,15000.0,19,3B5CBEB3
1,15000.0,20,3B5A1A84
1,15000.0,21,3B4DFF33
1,15000.0,22,3B42E219
1,15000.0,23,3B3AC7C4
1,15000.0,24,3B22A24A
1,15000.0,25,3B088993
1,15000.0,26,3ACAED42
1,15000.0,27,3A68FF53
1,15000.0,28,38FABC04
1,15000.0,29,BA439AD8
1,15000.0,30,BA9ABF25
1,15000.0,31,3B12C3E2
1,15000.0,32,3B0EAA5E
1,15000.0,33,3B0A5FAB
1,15000.0,34,3B05D151
1,15000.0,35,3B00EB77
1,15000.0,36,3AF79748
1,15000.0,37,3AECB12B
1,15000.0,38,3AE132DB
1,15000.0,39,3AD52188
1,15000.0,40,3AC8E819
1,15000.0,41,3ABC7CBF
1,15000.0,42,3AC7ABAA
1,15000.0,43,3A71DFAC
1,15000.0,44,3A51952E
1,15000.0,45,3A3C1871
1,15000.0,46,3A41CF8F
1,15000.0,47,37C6D431
1,15000.0,48,B8E97B3C
1,15000.0,49,B7B4A96D
2,15000.0,1,00000000
2,15000.0,2,BC6B60D9
2,15000.0,3,3C774186
2,15000.0,4,3BB1414E
2,15000.0,5,3C440AB5
2,15000.0,6,3C42C54F
2,15000.0,7,3C4181C3
2,15000.0,8,3C3FD4AE
2,15000.0,9,3C3DAAED
2,15000.0,10,3C38652D
2,15000.0,11,3C3278FF
2,15000.0,12,3C2D2B08
2,15000.0,13,3C28E8C1
2,15000.0,14,3C2574E0
2,15000.0,15,3C21EC8B
2,15000.0,16,3C1EDC21
2,15000.0,17,3C1CAB09
2,15000.0,18,3C1B4ED9
2,15000.0,19,3C1A8940
2,15000.0,20,3C1710E1
2,15000.0,21,3C129199
2,15000.0,22,3C0E0F36
2,15000.0,23,3BEA9DB7
2,15000.0,24,3BDC2382
2,15000.0,25,3BC738AB
2,15000.0,26,3BADF551
2,15000.0,27,3B90A16C
2,15000.0,28,3B5F7468
2,15000.0,29,3B17495E
2,15000.0,30,3A9352C0
2,15000.0,31,B90C804F
2,15000.0,32,BA6D2379
2,15000.0,33,3BA731C2
2,15000.0,34,3B9FC41B
2,15000.0,35,3B984AE9
2,15000.0,36,3B90C50D
2,15000.0,37,3B89462F
2,15000.0,38,3B81D017
2,15000.0,39,3B74F946
2,15000.0,40,3B66ADD1
2,15000.0,41,3B58B5CF
2,15000.0,42,3B4B2E50
2,15000.0,43,3B3E570C
2,15000.0,44,3B4335D0
2,15000.0,45,3B0DE723
2,15000.0,46,396BFB9E
2,15000.0,47,3A13179C
2,15000.0,48,B9922591
2,15000.0,49,BB0A7C91
3,15000.0,1,00000000
3,15000.0,2,BC64933C
3,15000.0,3,3C7858B2
3,15000.0,4,3BB2A891
3,15000.0,5,3C44FF20
3,15000.0,6,3C43B3B8
3,15000.0,7,3C4272A7
3,15000.0,8,3C40C72E
3,15000.0,9,3C3E9D5A
3,15000.0,10,3C394E25
3,15000.0,11,3C335628
3,15000.0,12,3C2E00F7
3,15000.0,13,3C29B598
3,15000.0,14,3C263E12
3,15000.0,15,3C22AD24
3,15000.0,16,3C1F9C1A
3,15000.0,17,3C1D6EBB
3,15000.0,18,3C1C1074
3,15000.0,19,3C1B4AEB
3,15000.0,20,3C17BE3A
3,15000.0,21,3C133A40
3,15000.0,22,3C0EB957
3,15000.0,23,3BEBDCE7
3,15000.0,24,3BDD5C16
3,15000.0,25,3BC880CD
3,15000.0,26,3BAF4A5B
3,15000.0,27,3B920C84
3,15000.0,28,3B6257B5
3,15000.0,29,3B1A5D5E
3,15000.0,30,3A99B0A7
3,15000.0,31,B8AE9B9C
3,15000.0,32,BA78E063
3,15000.0,33,3BA8EB44
3,15000.0,34,3BA18BD7
3,15000.0,35,3B9A172A
3,15000.0,36,3B929781
3,15000.0,37,3B8B17B5
3,15000.0,38,3B83A3AD
3,15000.0,39,3B789A66
3,15000.0,40,3B6A4DE9
3,15000.0,41,3B5C445D
3,15000.0,42,3B4EB238
3,15000.0,43,3B41DD29
3,15000.0,44,3B46DCBC
3,15000.0,45,3B110F97
3,15000.0,46,39909E8E
3,15000.0,47,3A20B18C
3,15000.0,48,B96FF0A9
3,15000.0,49,BB078C2A
4,15000.0,1,80000000
4,15000.0,2,BC380A4A
4,15000.0,3,3C20C1A2
4,15000.0,4,3C5FEB91
4,15000.0,5,3C5C660A
4,15000.0,6,3C5A3966
4,15000.0,7,3C580E68
4,15000.0,8,3C558965
4,15000.0,9,3C526D48
4,15000.0,10,3C4BEFE0
4,15000.0,11,3C450842
4,15000.0,12,3C3EF566
4,15000.0,13,3C3A2F2E
4,15000.0,14,3C3631D4
4,15000.0,15,3C3238A9
4,15000.0,16,3C2EEC70
4,15000.0,17,3C2CD75E
4,15000.0,18,3C2B805B
4,15000.0,19,3C29C2F2
4,15000.0,20,3C24C1BC
4,15000.0,21,3C1FAFBF
4,15000.0,22,3C1AC429
4,15000.0,23,3BFE64F0
4,15000.0,24,3BEDD62F
4,15000.0,25,3BD76E53
4,15000.0,26,3BBCC7CB
4,15000.0,27,3B9E2B1A
4,15000.0,28,3B78051C
4,15000.0,29,3B2D6F39
4,15000.0,30,3ABB02D4
4,15000.0,31,390E2CB3
4,15000.0,32,BA9F9FF8
4,15000.0,33,3B87CDC8
4,15000.0,34,3BAEDACB
4,15000.0,35,3BA70EF9
4,15000.0,36,3B9F2F42
4,15000.0,37,3B9750AA
4,15000.0,38,3B8F84AD
4,15000.0,39,3B87C89D
4,15000.0,40,3B803F1B
4,15000.0,41,3B71C321
4,15000.0,42,3B6375A5
