case,dx,k,paph,puen,pven,pmfu,pmfd,puu,pud,pvu,pvd,ptenu_in,ptenv_in
13,1500.0,42,47B50844,41AF119B,41000000,00000000,00000000,41B2268F,41B2268F,41000000,41000000,00000000,00000000
13,1500.0,43,47B7B5C4,41AC2BC1,41000000,00000000,00000000,41AF119B,41AF119B,41000000,41000000,00000000,00000000
13,1500.0,44,47BA41BE,41A97785,41000000,00000000,00000000,41AC2BC1,41AC2BC1,41000000,41000000,00000000,00000000
13,1500.0,45,47BCA8A3,41A6F8AF,41000000,00000000,00000000,41A97785,41A97785,41000000,41000000,00000000,00000000
13,1500.0,46,47BEE5BD,41A4B517,41000000,00000000,00000000,41A6F8AF,41A6F8AF,41000000,41000000,00000000,00000000
13,1500.0,47,47C0F26C,41A2B66F,41000000,00000000,00000000,41A4B517,41A4B517,41000000,41000000,00000000,00000000
13,1500.0,48,47C2C476,41A10F89,41000000,00000000,00000000,41A2B66F,41A2B66F,41000000,41000000,00000000,00000000
13,1500.0,49,47C4491D,41A00000,41000000,00000000,00000000,41A10F89,41A10F89,41000000,41000000,00000000,00000000
14,1500.0,1,459C4000,42299A62,00000000,00000000,00000000,42299A62,42299A62,00000000,00000000,00000000,00000000
14,1500.0,2,45EE9B40,421B6E77,00000000,00000000,00000000,42299A62,42299A62,00000000,00000000,00000000,00000000
14,1500.0,3,46202EB0,42106B00,00000000,00000000,00000000,421B6E77,421B6E77,00000000,00000000,00000000,00000000
14,1500.0,4,4648C210,42072E04,00000000,00000000,00000000,42106B00,42106B00,00000000,00000000,00000000,00000000
14,1500.0,5,467106C0,41FE63F2,00000000,00000000,00000000,42072E04,42072E04,00000000,00000000,00000000,00000000
14,1500.0,6,468C7DC8,41F04C02,00000000,00000000,00000000,41FE63F2,41FE63F2,00000000,00000000,00000000,00000000
14,1500.0,7,46A04FA4,41E3AA51,00000000,00000000,00000000,41F04C02,41F04C02,00000000,00000000,00000000,00000000
14,1500.0,8,46B3F860,41D83593,00000000,00000000,00000000,41E3AA51,41E3AA51,00000000,00000000,00000000,00000000
14,1500.0,9,46C77754,41CDB8BE,00000000,00000000,00000000,41D83593,41D83593,00000000,00000000,00000000,00000000
14,1500.0,10,46DACBE0,41C40C22,00000000,00000000,00000000,41CDB8BE,41CDB8BE,00000000,00000000,00000000,00000000
14,1500.0,11,46EDF550,41BB1133,00000000,00000000,00000000,41C40C22,41C40C22,00000000,00000000,00000000,00000000
14,1500.0,12,47007974,41B2AFF0,00000000,00000000,00000000,41BB1133,41BB1133,00000000,00000000,00000000,00000000
14,1500.0,13,4709E1F6,41AAD523,00000000,00000000,00000000,41B2AFF0,41B2AFF0,00000000,00000000,00000000,00000000
14,1500.0,14,471333CA,41A37124,00000000,00000000,00000000,41AAD523,41AAD523,00000000,00000000,00000000,00000000
14,1500.0,15,471C6E89,419C770C,00000000,00000000,00000000,41A37124,41A37124,00000000,00000000,00000000,00000000
14,1500.0,16,472591C4,4195DC10,00000000,00000000,00000000,419C770C,419C770C,00000000,00000000,00000000,00000000
14,1500.0,17,472E9D0C,418F971B,00000000,00000000,00000000,4195DC10,4195DC10,00000000,00000000,00000000,00000000
14,1500.0,18,47378FE4,4189A06C,00000000,00000000,00000000,418F971B,418F971B,00000000,00000000,00000000,00000000
14,1500.0,19,474069D0,4183F15E,00000000,00000000,00000000,4189A06C,4189A06C,00000000,00000000,00000000,00000000
14,1500.0,20,47492A4A,417D0869,00000000,00000000,00000000,4183F15E,4183F15E,00000000,00000000,00000000,00000000
14,1500.0,21,4751D0C6,4172A7E5,00000000,00000000,00000000,417D0869,417D0869,00000000,00000000,00000000,00000000
14,1500.0,22,475A5CB1,4168B87B,00000000,00000000,00000000,4172A7E5,4172A7E5,00000000,00000000,00000000,00000000
14,1500.0,23,4762CD6E,415F328D,00000000,00000000,00000000,4168B87B,4168B87B,00000000,00000000,00000000,00000000
14,1500.0,24,476B2254,41560F5D,00000000,00000000,00000000,415F328D,415F328D,00000000,00000000,00000000,00000000
14,1500.0,25,47735AB4,414D496A,00000000,00000000,00000000,41560F5D,41560F5D,00000000,00000000,00000000,00000000
14,1500.0,26,477B75D0,4144DC66,00000000,00000000,00000000,414D496A,414D496A,00000000,00000000,00000000,00000000
14,1500.0,27,4781B970,413CC3BF,00000000,00000000,00000000,4144DC66,4144DC66,00000000,00000000,00000000,00000000
14,1500.0,28,4785A886,4134FB67,00000000,00000000,00000000,413CC3BF,413CC3BF,00000000,00000000,00000000,00000000
14,1500.0,29,478987B5,412D7FC3,00000000,00000000,00000000,4134FB67,4134FB67,00000000,00000000,00000000,00000000
14,1500.0,30,478D5682,41264DAE,00000000,00000000,00000000,412D7FC3,412D7FC3,00000000,00000000,00000000,00000000
14,1500.0,31,47911463,411F6257,00000000,00000000,00000000,41264DAE,41264DAE,00000000,00000000,00000000,00000000
14,1500.0,32,4794C0C7,4118BB52,00000000,00000000,00000000,411F6257,411F6257,00000000,00000000,00000000,00000000
14,1500.0,33,47985B0D,41125684,00000000,00000000,00000000,4118BB52,4118BB52,00000000,00000000,00000000,00000000
14,1500.0,34,479BE286,410C3223,00000000,00000000,00000000,41125684,41125684,00000000,00000000,00000000,00000000
14,1500.0,35,479F5670,41064CB7,00000000,00000000,00000000,410C3223,410C3223,00000000,00000000,00000000,00000000
14,1500.0,36,47A2B5F3,4100A511,00000000,00000000,00000000,41064CB7,41064CB7,00000000,00000000,00000000,00000000
14,1500.0,37,47A60021,40F674B4,00000000,00000000,00000000,4100A511,4100A511,00000000,00000000,00000000,00000000
14,1500.0,38,47A933EB,40EC1819,00000000,00000000,00000000,40F674B4,40F674B4,00000000,00000000,00000000,00000000
14,1500.0,39,47AC501F,40E23410,00000000,00000000,00000000,40EC1819,40EC1819,00000000,00000000,00000000,00000000
14,1500.0,40,47AF535C,40D90E14,00000000,00000000,00000000,40E23410,40E23410,00000000,00000000,00000000,00000000
14,1500.0,41,47B23C0A,40D05E62,00000000,00000000,00000000,40D90E14,40D90E14,00000000,00000000,00000000,00000000
14,1500.0,42,47B50844,40C827D2,00000000,00000000,00000000,40D05E62,40D05E62,00000000,00000000,00000000,00000000
14,1500.0,43,47B7B5C4,40C06ED2,00000000,00000000,00000000,40C827D2,40C827D2,00000000,00000000,00000000,00000000
14,1500.0,44,47BA41BE,40B93A18,00000000,00000000,00000000,40C06ED2,40C06ED2,00000000,00000000,00000000,00000000
14,1500.0,45,47BCA8A3,40B293B4,00000000,00000000,00000000,40B93A18,40B93A18,00000000,00000000,00000000,00000000
14,1500.0,46,47BEE5BD,40AC8B37,00000000,00000000,00000000,40B293B4,40B293B4,00000000,00000000,00000000,00000000
14,1500.0,47,47C0F26C,40A73A73,00000000,00000000,00000000,40AC8B37,40AC8B37,00000000,00000000,00000000,00000000
14,1500.0,48,47C2C476,40A2D38D,00000000,00000000,00000000,40A73A73,40A73A73,00000000,00000000,00000000,00000000
14,1500.0,49,47C4491D,40A00000,00000000,00000000,00000000,40A2D38D,40A2D38D,00000000,00000000,00000000,00000000
15,1500.0,1,459C4000,4235A49C,00000000,00000000,00000000,4235A49C,4235A49C,00000000,00000000,00000000,00000000
15,1500.0,2,45EE9B40,4224B5FB,00000000,00000000,00000000,4235A49C,4235A49C,00000000,00000000,00000000,00000000
15,1500.0,3,46202EB0,4217BC71,00000000,00000000,00000000,4224B5FB,4224B5FB,00000000,00000000,00000000,00000000
15,1500.0,4,4648C210,420D1A1F,00000000,00000000,00000000,4217BC71,4217BC71,00000000,00000000,00000000,00000000
15,1500.0,5,467106C0,42040966,00000000,00000000,00000000,420D1A1F,420D1A1F,00000000,00000000,00000000,00000000
15,1500.0,6,468C7DC8,41F8429B,00000000,00000000,00000000,42040966,42040966,00000000,00000000,00000000,00000000
15,1500.0,7,46A04FA4,41EA3BA6,00000000,00000000,00000000,41F8429B,41F8429B,00000000,00000000,00000000,00000000
15,1500.0,8,46B3F860,41DDA0AC,00000000,00000000,00000000,41EA3BA6,41EA3BA6,00000000,00000000,00000000,00000000
15,1500.0,9,46C77754,41D22EC9,00000000,00000000,00000000,41DDA0AC,41DDA0AC,00000000,00000000,00000000,00000000
15,1500.0,10,46DACBE0,41C7B466,00000000,00000000,00000000,41D22EC9,41D22EC9,00000000,00000000,00000000,00000000
15,1500.0,11,46EDF550,41BE0B98,00000000,00000000,00000000,41C7B466,41C7B466,00000000,00000000,00000000,00000000
15,1500.0,12,47007974,41B516D0,00000000,00000000,00000000,41BE0B98,41BE0B98,00000000,00000000,00000000,00000000
15,1500.0,13,4709E1F6,41ACBE88,00000000,00000000,00000000,41B516D0,41B516D0,00000000,00000000,00000000,00000000
15,1500.0,14,471333CA,41A4EFB2,00000000,00000000,00000000,41ACBE88,41ACBE88,00000000,00000000,00000000,00000000
15,1500.0,15,471C6E89,419D9AB3,00000000,00000000,00000000,41A4EFB2,41A4EFB2,00000000,00000000,00000000,00000000
15,1500.0,16,472591C4,4196B28A,00000000,00000000,00000000,419D9AB3,419D9AB3,00000000,00000000,00000000,00000000
15,1500.0,17,472E9D0C,41902C54,00000000,00000000,00000000,4196B28A,4196B28A,00000000,00000000,00000000,00000000
15,1500.0,18,47378FE4,4189FED3,00000000,00000000,00000000,41902C54,41902C54,00000000,00000000,00000000,00000000
15,1500.0,19,474069D0,41842222,00000000,00000000,00000000,4189FED3,4189FED3,00000000,00000000,00000000,00000000
15,1500.0,20,47492A4A,417D1EE3,00000000,00000000,00000000,41842222,41842222,00000000,00000000,00000000,00000000
15,1500.0,21,4751D0C6,417281BE,00000000,00000000,00000000,417D1EE3,417D1EE3,00000000,00000000,00000000,00000000
15,1500.0,22,475A5CB1,41686293,00000000,00000000,00000000,417281BE,417281BE,00000000,00000000,00000000,00000000
15,1500.0,23,4762CD6E,415EB868,00000000,00000000,00000000,41686293,41686293,00000000,00000000,00000000,00000000
15,1500.0,24,476B2254,41557B55,00000000,00000000,00000000,415EB868,415EB868,00000000,00000000,00000000,00000000
15,1500.0,25,47735AB4,414CA458,00000000,00000000,00000000,41557B55,41557B55,00000000,00000000,00000000,00000000
15,1500.0,26,477B75D0,41442D2C,00000000,00000000,00000000,414CA458,414CA458,00000000,00000000,00000000,00000000
15,1500.0,27,4781B970,413C1062,00000000,00000000,00000000,41442D2C,41442D2C,00000000,00000000,00000000,00000000
15,1500.0,28,4785A886,4134492A,00000000,00000000,00000000,413C1062,413C1062,00000000,00000000,00000000,00000000
15,1500.0,29,478987B5,412CD334,00000000,00000000,00000000,4134492A,4134492A,00000000,00000000,00000000,00000000
15,1500.0,30,478D5682,4125AABE,00000000,00000000,00000000,412CD334,412CD334,00000000,00000000,00000000,00000000
15,1500.0,31,47911463,411ECC6D,00000000,00000000,00000000,4125AABE,4125AABE,00000000,00000000,00000000,00000000
15,1500.0,32,4794C0C7,41183550,00000000,00000000,00000000,411ECC6D,411ECC6D,00000000,00000000,00000000,00000000
15,1500.0,33,47985B0D,4111E2D7,00000000,00000000,00000000,41183550,41183550,00000000,00000000,00000000,00000000
15,1500.0,34,479BE286,410BD2D1,00000000,00000000,00000000,4111E2D7,4111E2D7,00000000,00000000,00000000,00000000
15,1500.0,35,479F5670,41060362,00000000,00000000,00000000,410BD2D1,410BD2D1,00000000,00000000,00000000,00000000
15,1500.0,36,47A2B5F3,41007304,00000000,00000000,00000000,41060362,41060362,00000000,00000000,00000000,00000000
15,1500.0,37,47A60021,40F64117,00000000,00000000,00000000,41007304,41007304,00000000,00000000,00000000,00000000
15,1500.0,38,47A933EB,40EC1651,00000000,00000000,00000000,40F64117,40F64117,00000000,00000000,00000000,00000000
15,1500.0,39,47AC501F,40E264E4,00000000,00000000,00000000,40EC1651,40EC1651,00000000,00000000,00000000,00000000
15,1500.0,40,47AF535C,40D92CEF,00000000,00000000,00000000,40E264E4,40E264E4,00000000,00000000,00000000,00000000
15,1500.0,41,47B23C0A,40D06F8A,00000000,00000000,00000000,40D92CEF,40D92CEF,00000000,00000000,00000000,00000000
15,1500.0,42,47B50844,40C82F08,00000000,00000000,00000000,40D06F8A,40D06F8A,00000000,00000000,00000000,00000000
15,1500.0,43,47B7B5C4,40C06F57,00000000,00000000,00000000,40C82F08,40C82F08,00000000,00000000,00000000,00000000
15,1500.0,44,47BA41BE,40B936AF,00000000,00000000,00000000,40C06F57,40C06F57,00000000,00000000,00000000,00000000
15,1500.0,45,47BCA8A3,40B28EA1,00000000,00000000,00000000,40B936AF,40B936AF,00000000,00000000,00000000,00000000
15,1500.0,46,47BEE5BD,40AC8641,00000000,00000000,00000000,40B28EA1,40B28EA1,00000000,00000000,00000000,00000000
15,1500.0,47,47C0F26C,40A736D8,00000000,00000000,00000000,40AC8641,40AC8641,00000000,00000000,00000000,00000000
15,1500.0,48,47C2C476,40A2D1ED,00000000,00000000,00000000,40A736D8,40A736D8,00000000,00000000,00000000,00000000
15,1500.0,49,47C4491D,40A00000,00000000,00000000,00000000,40A2D1ED,40A2D1ED,00000000,00000000,00000000,00000000
16,1500.0,1,459C4000,423FEEE3,00000000,00000000,00000000,423FEEE3,423FEEE3,00000000,00000000,00000000,00000000
16,1500.0,2,45EE9B40,422D1DB0,00000000,00000000,00000000,423FEEE3,423FEEE3,00000000,00000000,00000000,00000000
16,1500.0,3,46202EB0,421EBCF6,00000000,00000000,00000000,422D1DB0,422D1DB0,00000000,00000000,00000000,00000000
16,1500.0,4,4648C210,42131B64,00000000,00000000,00000000,421EBCF6,421EBCF6,00000000,00000000,00000000,00000000
16,1500.0,5,467106C0,420941E2,00000000,00000000,00000000,42131B64,42131B64,00000000,00000000,00000000,00000000
16,1500.0,6,468C7DC8,4200B72E,00000000,00000000,00000000,420941E2,420941E2,00000000,00000000,00000000,00000000
16,1500.0,7,46A04FA4,41F25A45,00000000,00000000,00000000,4200B72E,4200B72E,00000000,00000000,00000000,00000000
16,1500.0,8,46B3F860,41E4DCD1,00000000,00000000,00000000,41F25A45,41F25A45,00000000,00000000,00000000,00000000
16,1500.0,9,46C77754,41D8A9D1,00000000,00000000,00000000,41E4DCD1,41E4DCD1,00000000,00000000,00000000,00000000
16,1500.0,10,46DACBE0,41CD88FA,00000000,00000000,00000000,41D8A9D1,41D8A9D1,00000000,00000000,00000000,00000000
16,1500.0,11,46EDF550,41C34EDE,00000000,00000000,00000000,41CD88FA,41CD88FA,00000000,00000000,00000000,00000000
16,1500.0,12,47007974,41B9D9A5,00000000,00000000,00000000,41C34EDE,41C34EDE,00000000,00000000,00000000,00000000
16,1500.0,13,4709E1F6,41B10F17,00000000,00000000,00000000,41B9D9A5,41B9D9A5,00000000,00000000,00000000,00000000
16,1500.0,14,471333CA,41A8DA04,00000000,00000000,00000000,41B10F17,41B10F17,00000000,00000000,00000000,00000000
16,1500.0,15,471C6E89,41A1291A,00000000,00000000,00000000,41A8DA04,41A8DA04,00000000,00000000,00000000,00000000
16,1500.0,16,472591C4,4199EDF6,00000000,00000000,00000000,41A1291A,41A1291A,00000000,00000000,00000000,00000000
16,1500.0,17,472E9D0C,41931C8E,00000000,00000000,00000000,4199EDF6,4199EDF6,00000000,00000000,00000000,00000000
16,1500.0,18,47378FE4,418CAAB2,00000000,00000000,00000000,41931C8E,41931C8E,00000000,00000000,00000000,00000000
16,1500.0,19,474069D0,41868FAD,00000000,00000000,00000000,418CAAB2,418CAAB2,00000000,00000000,00000000,00000000
16,1500.0,20,47492A4A,4180C406,00000000,00000000,00000000,41868FAD,41868FAD,00000000,00000000,00000000,00000000
16,1500.0,21,4751D0C6,4176828A,00000000,00000000,00000000,4180C406,4180C406,00000000,00000000,00000000,00000000
16,1500.0,22,475A5CB1,416C0394,00000000,00000000,00000000,4176828A,4176828A,00000000,00000000,00000000,00000000
16,1500.0,23,4762CD6E,41620154,00000000,00000000,00000000,416C0394,416C0394,00000000,00000000,00000000,00000000
16,1500.0,24,476B2254,41587325,00000000,00000000,00000000,41620154,41620154,00000000,00000000,00000000,00000000
16,1500.0,25,47735AB4,414F5176,00000000,00000000,00000000,41587325,41587325,00000000,00000000,00000000,00000000
16,1500.0,26,477B75D0,41469604,00000000,00000000,00000000,414F5176,414F5176,00000000,00000000,00000000,00000000
16,1500.0,27,4781B970,413E3AC8,00000000,00000000,00000000,41469604,41469604,00000000,00000000,00000000,00000000
16,1500.0,28,4785A886,41363A6F,00000000,00000000,00000000,413E3AC8,413E3AC8,00000000,00000000,00000000,00000000
16,1500.0,29,478987B5,412E9036,00000000,00000000,00000000,41363A6F,41363A6F,00000000,00000000,00000000,00000000
16,1500.0,30,478D5682,412737F0,00000000,00000000,00000000,412E9036,412E9036,00000000,00000000,00000000,00000000
16,1500.0,31,47911463,41202DE2,00000000,00000000,00000000,412737F0,412737F0,00000000,00000000,00000000,00000000
16,1500.0,32,4794C0C7,41196EC7,00000000,00000000,00000000,41202DE2,41202DE2,00000000,00000000,00000000,00000000
16,1500.0,33,47985B0D,4112F7C4,00000000,00000000,00000000,41196EC7,41196EC7,00000000,00000000,00000000,00000000
16,1500.0,34,479BE286,410CC661,00000000,00000000,00000000,4112F7C4,4112F7C4,00000000,00000000,00000000,00000000
16,1500.0,35,479F5670,4106D882,00000000,00000000,00000000,410CC661,410CC661,00000000,00000000,00000000,00000000
16,1500.0,36,47A2B5F3,41012C68,00000000,00000000,00000000,4106D882,4106D882,00000000,00000000,00000000,00000000
16,1500.0,37,47A60021,40F7816A,00000000,00000000,00000000,41012C68,41012C68,00000000,00000000,00000000,00000000
16,1500.0,38,47A933EB,40ED28CD,00000000,00000000,00000000,40F7816A,40F7816A,00000000,00000000,00000000,00000000
16,1500.0,39,47AC501F,40E34DD2,00000000,00000000,00000000,40ED28CD,40ED28CD,00000000,00000000,00000000,00000000
16,1500.0,40,47AF535C,40D9F02E,00000000,00000000,00000000,40E34DD2,40E34DD2,00000000,00000000,00000000,00000000
16,1500.0,41,47B23C0A,40D110AA,00000000,00000000,00000000,40D9F02E,40D9F02E,00000000,00000000,00000000,00000000
16,1500.0,42,47B50844,40C8B15E,00000000,00000000,00000000,40D110AA,40D110AA,00000000,00000000,00000000,00000000
16,1500.0,43,47B7B5C4,40C0D606,00000000,00000000,00000000,40C8B15E,40C8B15E,00000000,00000000,00000000,00000000
16,1500.0,44,47BA41BE,40B984B2,00000000,00000000,00000000,40C0D606,40C0D606,00000000,00000000,00000000,00000000
16,1500.0,45,47BCA8A3,40B2C6D5,00000000,00000000,00000000,40B984B2,40B984B2,00000000,00000000,00000000,00000000
16,1500.0,46,47BEE5BD,40ACAB74,00000000,00000000,00000000,40B2C6D5,40B2C6D5,00000000,00000000,00000000,00000000
16,1500.0,47,47C0F26C,40A74BE9,00000000,00000000,00000000,40ACAB74,40ACAB74,00000000,00000000,00000000,00000000
16,1500.0,48,47C2C476,40A2DA0D,00000000,00000000,00000000,40A74BE9,40A74BE9,00000000,00000000,00000000,00000000
16,1500.0,49,47C4491D,40A00000,00000000,00000000,00000000,40A2DA0D,40A2DA0D,00000000,00000000,00000000,00000000
17,1500.0,1,459C4000,4219AA76,00000000,00000000,00000000,4219AA76,4219AA76,00000000,00000000,00000000,00000000
17,1500.0,2,45EE9B40,420B4996,00000000,00000000,00000000,4219AA76,4219AA76,00000000,00000000,00000000,00000000
17,1500.0,3,46202EB0,420044EB,00000000,00000000,00000000,420B4996,420B4996,00000000,00000000,00000000,00000000
17,1500.0,4,4648C210,41EEB269,00000000,00000000,00000000,420044EB,420044EB,00000000,00000000,00000000,00000000
17,1500.0,5,467106C0,41DFBA08,00000000,00000000,00000000,41EEB269,41EEB269,00000000,00000000,00000000,00000000
17,1500.0,6,468C7DC8,41D2D8BD,00000000,00000000,00000000,41DFBA08,41DFBA08,00000000,00000000,00000000,00000000
17,1500.0,7,46A04FA4,41C78E97,00000000,00000000,00000000,41D2D8BD,41D2D8BD,00000000,00000000,00000000,00000000
17,1500.0,8,46B3F860,41BD84CC,00000000,00000000,00000000,41C78E97,41C78E97,00000000,00000000,00000000,00000000
17,1500.0,9,46C77754,41B4702D,00000000,00000000,00000000,41BD84CC,41BD84CC,00000000,00000000,00000000,00000000
17,1500.0,10,46DACBE0,41AC155F,00000000,00000000,00000000,41B4702D,41B4702D,00000000,00000000,00000000,00000000
17,1500.0,11,46EDF550,41A458CC,00000000,00000000,00000000,41AC155F,41AC155F,00000000,00000000,00000000,00000000
17,1500.0,12,47007974,419D24D3,00000000,00000000,00000000,41A458CC,41A458CC,00000000,00000000,00000000,00000000
17,1500.0,13,4709E1F6,41966826,00000000,00000000,00000000,419D24D3,419D24D3,00000000,00000000,00000000,00000000
17,1500.0,14,471333CA,419014B8,00000000,00000000,00000000,41966826,41966826,00000000,00000000,00000000,00000000
17,1500.0,15,471C6E89,418A1EFA,00000000,00000000,00000000,419014B8,419014B8,00000000,00000000,00000000,00000000
17,1500.0,16,472591C4,41847D44,00000000,00000000,00000000,418A1EFA,418A1EFA,00000000,00000000,00000000,00000000
17,1500.0,17,472E9D0C,417E4EF2,00000000,00000000,00000000,41847D44,41847D44,00000000,00000000,00000000,00000000
17,1500.0,18,47378FE4,41742D5F,00000000,00000000,00000000,417E4EF2,417E4EF2,00000000,00000000,00000000,00000000
17,1500.0,19,474069D0,416A89FC,00000000,00000000,00000000,41742D5F,41742D5F,00000000,00000000,00000000,00000000
17,1500.0,20,47492A4A,41615A92,00000000,00000000,00000000,416A89FC,416A89FC,00000000,00000000,00000000,00000000
17,1500.0,21,4751D0C6,41589642,00000000,00000000,00000000,41615A92,41615A92,00000000,00000000,00000000,00000000
17,1500.0,22,475A5CB1,41503550,00000000,00000000,00000000,41589642,41589642,00000000,00000000,00000000,00000000
17,1500.0,23,4762CD6E,414830F6,00000000,00000000,00000000,41503550,41503550,00000000,00000000,00000000,00000000
17,1500.0,24,476B2254,41408338,00000000,00000000,00000000,414830F6,414830F6,00000000,00000000,00000000,00000000
17,1500.0,25,47735AB4,413926D4,00000000,00000000,00000000,41408338,41408338,00000000,00000000,00000000,00000000
17,1500.0,26,477B75D0,4132171A,00000000,00000000,00000000,413926D4,413926D4,00000000,00000000,00000000,00000000
17,1500.0,27,4781B970,412B4FEA,00000000,00000000,00000000,4132171A,4132171A,00000000,00000000,00000000,00000000
17,1500.0,28,4785A886,4124CD9C,00000000,00000000,00000000,412B4FEA,412B4FEA,00000000,00000000,00000000,00000000
17,1500.0,29,478987B5,411E8CE9,00000000,00000000,00000000,4124CD9C,4124CD9C,00000000,00000000,00000000,00000000
17,1500.0,30,478D5682,41188AFA,00000000,00000000,00000000,411E8CE9,411E8CE9,00000000,00000000,00000000,00000000
17,1500.0,31,47911463,4112C53F,00000000,00000000,00000000,41188AFA,41188AFA,00000000,00000000,00000000,00000000
17,1500.0,32,4794C0C7,410D3984,00000000,00000000,00000000,4112C53F,4112C53F,00000000,00000000,00000000,00000000
17,1500.0,33,47985B0D,4107E5DC,00000000,00000000,00000000,410D3984,410D3984,00000000,00000000,00000000,00000000
17,1500.0,34,479BE286,4102C8A3,00000000,00000000,00000000,4107E5DC,4107E5DC,00000000,00000000,00000000,00000000
17,1500.0,35,479F5670,40FBC0F8,00000000,00000000,00000000,4102C8A3,4102C8A3,00000000,00000000,00000000,00000000
17,1500.0,36,47A2B5F3,40F25894,00000000,00000000,00000000,40FBC0F8,40FBC0F8,00000000,00000000,00000000,00000000
17,1500.0,37,47A60021,40E9567C,00000000,00000000,00000000,40F25894,40F25894,00000000,00000000,00000000,00000000
17,1500.0,38,47A933EB,40E0B9A0,00000000,00000000,00000000,40E9567C,40E9567C,00000000,00000000,00000000,00000000
17,1500.0,39,47AC501F,40D8819D,00000000,00000000,00000000,40E0B9A0,40E0B9A0,00000000,00000000,00000000,00000000
17,1500.0,40,47AF535C,40D0AEC0,00000000,00000000,00000000,40D8819D,40D8819D,00000000,00000000,00000000,00000000
17,1500.0,41,47B23C0A,40C94236,00000000,3C9636B1,00000000,40D0AEC0,40D0AEC0,00000000,00000000,00000000,00000000
17,1500.0,42,47B50844,40C23E3E,00000000,3C5A96A9,00000000,40C94236,40C94236,00000000,00000000,00000000,00000000
17,1500.0,43,47B7B5C4,40BBA675,00000000,3C186C30,00000000,40C23E3E,40C23E3E,00000000,00000000,00000000,00000000
17,1500.0,44,47BA41BE,40B5806A,00000000,3BC90F11,00000000,40BBA675,40BBA675,00000000,00000000,00000000,00000000
17,1500.0,45,47BCA8A3,40AFD483,00000000,3B75CA33,00000000,40B5806A,40B5806A,00000000,00000000,00000000,00000000
17,1500.0,46,47BEE5BD,40AAAFD9,00000000,3B068E9A,00000000,40AFD483,40AFD483,00000000,00000000,00000000,00000000
17,1500.0,47,47C0F26C,40A62842,00000000,3A778819,00000000,40AAAFD9,40AAAFD9,00000000,00000000,00000000,00000000
17,1500.0,48,47C2C476,40A26843,00000000,39A5A8CB,00000000,40A62842,40A62842,00000000,00000000,00000000,00000000
17,1500.0,49,47C4491D,40A00000,00000000,384BF39C,00000000,40A26843,40A26843,00000000,00000000,00000000,00000000
18,1500.0,1,459C4000,421F2ADC,00000000,00000000,00000000,421F2ADC,421F2ADC,00000000,00000000,00000000,00000000
18,1500.0,2,45EE9B40,421068D1,00000000,00000000,00000000,421F2ADC,421F2ADC,00000000,00000000,00000000,00000000
18,1500.0,3,46202EB0,420519B4,00000000,00000000,00000000,421068D1,421068D1,00000000,00000000,00000000,00000000
18,1500.0,4,4648C210,41F7E372,00000000,00000000,00000000,420519B4,420519B4,00000000,00000000,00000000,00000000
18,1500.0,5,467106C0,41E885EF,00000000,00000000,00000000,41F7E372,41F7E372,00000000,00000000,00000000,00000000
18,1500.0,6,468C7DC8,41DB4DA2,00000000,00000000,00000000,41E885EF,41E885EF,00000000,00000000,00000000,00000000
18,1500.0,7,46A04FA4,41CFB739,00000000,00000000,00000000,41DB4DA2,41DB4DA2,00000000,00000000,00000000,00000000
18,1500.0,8,46B3F860,41C55D71,00000000,00000000,00000000,41CFB739,41CFB739,00000000,00000000,00000000,00000000
18,1500.0,9,46C77754,41BBE71D,00000000,00000000,00000000,41C55D71,41C55D71,00000000,00000000,00000000,00000000
18,1500.0,10,46DACBE0,41B32F9D,00000000,00000000,00000000,41BBE71D,41BBE71D,00000000,00000000,00000000,00000000
18,1500.0,11,46EDF550,41AB1AD5,00000000,00000000,00000000,41B32F9D,41B32F9D,00000000,00000000,00000000,00000000
18,1500.0,12,47007974,41A392B0,00000000,00000000,00000000,41AB1AD5,41AB1AD5,00000000,00000000,00000000,00000000
18,1500.0,13,4709E1F6,419C8586,00000000,00000000,00000000,41A392B0,41A392B0,00000000,00000000,00000000,00000000
18,1500.0,14,471333CA,4195E4F5,00000000,00000000,00000000,419C8586,419C8586,00000000,00000000,00000000,00000000
18,1500.0,15,471C6E89,418FA52A,00000000,00000000,00000000,4195E4F5,4195E4F5,00000000,00000000,00000000,00000000
18,1500.0,16,472591C4,4189BC42,00000000,00000000,00000000,418FA52A,418FA52A,00000000,00000000,00000000,00000000
18,1500.0,17,472E9D0C,418421EB,00000000,00000000,00000000,4189BC42,4189BC42,00000000,00000000,00000000,00000000
18,1500.0,18,47378FE4,417D9E1D,00000000,00000000,00000000,418421EB,418421EB,00000000,00000000,00000000,00000000
18,1500.0,19,474069D0,41737B39,00000000,00000000,00000000,417D9E1D,417D9E1D,00000000,00000000,00000000,00000000
18,1500.0,20,47492A4A,4169D0A8,00000000,00000000,00000000,41737B39,41737B39,00000000,00000000,00000000,00000000
18,1500.0,21,4751D0C6,41609551,00000000,00000000,00000000,4169D0A8,4169D0A8,00000000,00000000,00000000,00000000
18,1500.0,22,475A5CB1,4157C140,00000000,00000000,00000000,41609551,41609551,00000000,00000000,00000000,00000000
18,1500.0,23,4762CD6E,414F4D7D,00000000,00000000,00000000,4157C140,4157C140,00000000,00000000,00000000,00000000
