case,dx,k,paph,puen,pven,pmfu,pmfd,puu,pud,pvu,pvd,ptenu_in,ptenv_in
16,9000.0,23,4762CD6E,41620154,00000000,00000000,00000000,416C0394,416C0394,00000000,00000000,00000000,00000000
16,9000.0,24,476B2254,41587325,00000000,00000000,00000000,41620154,41620154,00000000,00000000,00000000,00000000
16,9000.0,25,47735AB4,414F5176,00000000,00000000,00000000,41587325,41587325,00000000,00000000,00000000,00000000
16,9000.0,26,477B75D0,41469604,00000000,00000000,00000000,414F5176,414F5176,00000000,00000000,00000000,00000000
16,9000.0,27,4781B970,413E3AC8,00000000,00000000,00000000,41469604,41469604,00000000,00000000,00000000,00000000
16,9000.0,28,4785A886,41363A6F,00000000,00000000,00000000,413E3AC8,413E3AC8,00000000,00000000,00000000,00000000
16,9000.0,29,478987B5,412E9036,00000000,00000000,00000000,41363A6F,41363A6F,00000000,00000000,00000000,00000000
16,9000.0,30,478D5682,412737F0,00000000,00000000,00000000,412E9036,412E9036,00000000,00000000,00000000,00000000
16,9000.0,31,47911463,41202DE2,00000000,00000000,00000000,412737F0,412737F0,00000000,00000000,00000000,00000000
16,9000.0,32,4794C0C7,41196EC7,00000000,00000000,00000000,41202DE2,41202DE2,00000000,00000000,00000000,00000000
16,9000.0,33,47985B0D,4112F7C4,00000000,00000000,00000000,41196EC7,41196EC7,00000000,00000000,00000000,00000000
16,9000.0,34,479BE286,410CC661,00000000,00000000,00000000,4112F7C4,4112F7C4,00000000,00000000,00000000,00000000
16,9000.0,35,479F5670,4106D882,00000000,00000000,00000000,410CC661,410CC661,00000000,00000000,00000000,00000000
16,9000.0,36,47A2B5F3,41012C68,00000000,00000000,00000000,4106D882,4106D882,00000000,00000000,00000000,00000000
16,9000.0,37,47A60021,40F7816A,00000000,00000000,00000000,41012C68,41012C68,00000000,00000000,00000000,00000000
16,9000.0,38,47A933EB,40ED28CD,00000000,00000000,00000000,40F7816A,40F7816A,00000000,00000000,00000000,00000000
16,9000.0,39,47AC501F,40E34DD2,00000000,00000000,00000000,40ED28CD,40ED28CD,00000000,00000000,00000000,00000000
16,9000.0,40,47AF535C,40D9F02E,00000000,00000000,00000000,40E34DD2,40E34DD2,00000000,00000000,00000000,00000000
16,9000.0,41,47B23C0A,40D110AA,00000000,00000000,00000000,40D9F02E,40D9F02E,00000000,00000000,00000000,00000000
16,9000.0,42,47B50844,40C8B15E,00000000,00000000,00000000,40D110AA,40D110AA,00000000,00000000,00000000,00000000
16,9000.0,43,47B7B5C4,40C0D606,00000000,00000000,00000000,40C8B15E,40C8B15E,00000000,00000000,00000000,00000000
16,9000.0,44,47BA41BE,40B984B2,00000000,00000000,00000000,40C0D606,40C0D606,00000000,00000000,00000000,00000000
16,9000.0,45,47BCA8A3,40B2C6D5,00000000,00000000,00000000,40B984B2,40B984B2,00000000,00000000,00000000,00000000
16,9000.0,46,47BEE5BD,40ACAB74,00000000,00000000,00000000,40B2C6D5,40B2C6D5,00000000,00000000,00000000,00000000
16,9000.0,47,47C0F26C,40A74BE9,00000000,00000000,00000000,40ACAB74,40ACAB74,00000000,00000000,00000000,00000000
16,9000.0,48,47C2C476,40A2DA0D,00000000,00000000,00000000,40A74BE9,40A74BE9,00000000,00000000,00000000,00000000
16,9000.0,49,47C4491D,40A00000,00000000,00000000,00000000,40A2DA0D,40A2DA0D,00000000,00000000,00000000,00000000
17,9000.0,1,459C4000,4219AA76,00000000,00000000,00000000,4219AA76,4219AA76,00000000,00000000,00000000,00000000
17,9000.0,2,45EE9B40,420B4996,00000000,00000000,00000000,4219AA76,4219AA76,00000000,00000000,00000000,00000000
17,9000.0,3,46202EB0,420044EB,00000000,00000000,00000000,420B4996,420B4996,00000000,00000000,00000000,00000000
17,9000.0,4,4648C210,41EEB269,00000000,00000000,00000000,420044EB,420044EB,00000000,00000000,00000000,00000000
17,9000.0,5,467106C0,41DFBA08,00000000,00000000,00000000,41EEB269,41EEB269,00000000,00000000,00000000,00000000
17,9000.0,6,468C7DC8,41D2D8BD,00000000,00000000,00000000,41DFBA08,41DFBA08,00000000,00000000,00000000,00000000
17,9000.0,7,46A04FA4,41C78E97,00000000,00000000,00000000,41D2D8BD,41D2D8BD,00000000,00000000,00000000,00000000
17,9000.0,8,46B3F860,41BD84CC,00000000,00000000,00000000,41C78E97,41C78E97,00000000,00000000,00000000,00000000
17,9000.0,9,46C77754,41B4702D,00000000,00000000,00000000,41BD84CC,41BD84CC,00000000,00000000,00000000,00000000
17,9000.0,10,46DACBE0,41AC155F,00000000,00000000,00000000,41B4702D,41B4702D,00000000,00000000,00000000,00000000
17,9000.0,11,46EDF550,41A458CC,00000000,00000000,00000000,41AC155F,41AC155F,00000000,00000000,00000000,00000000
17,9000.0,12,47007974,419D24D3,00000000,00000000,00000000,41A458CC,41A458CC,00000000,00000000,00000000,00000000
17,9000.0,13,4709E1F6,41966826,00000000,00000000,00000000,419D24D3,419D24D3,00000000,00000000,00000000,00000000
17,9000.0,14,471333CA,419014B8,00000000,00000000,00000000,41966826,41966826,00000000,00000000,00000000,00000000
17,9000.0,15,471C6E89,418A1EFA,00000000,00000000,00000000,419014B8,419014B8,00000000,00000000,00000000,00000000
17,9000.0,16,472591C4,41847D44,00000000,00000000,00000000,418A1EFA,418A1EFA,00000000,00000000,00000000,00000000
17,9000.0,17,472E9D0C,417E4EF2,00000000,00000000,00000000,41847D44,41847D44,00000000,00000000,00000000,00000000
17,9000.0,18,47378FE4,41742D5F,00000000,00000000,00000000,417E4EF2,417E4EF2,00000000,00000000,00000000,00000000
17,9000.0,19,474069D0,416A89FC,00000000,00000000,00000000,41742D5F,41742D5F,00000000,00000000,00000000,00000000
17,9000.0,20,47492A4A,41615A92,00000000,00000000,00000000,416A89FC,416A89FC,00000000,00000000,00000000,00000000
17,9000.0,21,4751D0C6,41589642,00000000,00000000,00000000,41615A92,41615A92,00000000,00000000,00000000,00000000
17,9000.0,22,475A5CB1,41503550,00000000,00000000,00000000,41589642,41589642,00000000,00000000,00000000,00000000
17,9000.0,23,4762CD6E,414830F6,00000000,00000000,00000000,41503550,41503550,00000000,00000000,00000000,00000000
17,9000.0,24,476B2254,41408338,00000000,00000000,00000000,414830F6,414830F6,00000000,00000000,00000000,00000000
17,9000.0,25,47735AB4,413926D4,00000000,00000000,00000000,41408338,41408338,00000000,00000000,00000000,00000000
17,9000.0,26,477B75D0,4132171A,00000000,00000000,00000000,413926D4,413926D4,00000000,00000000,00000000,00000000
17,9000.0,27,4781B970,412B4FEA,00000000,00000000,00000000,4132171A,4132171A,00000000,00000000,00000000,00000000
17,9000.0,28,4785A886,4124CD9C,00000000,00000000,00000000,412B4FEA,412B4FEA,00000000,00000000,00000000,00000000
17,9000.0,29,478987B5,411E8CE9,00000000,00000000,00000000,4124CD9C,4124CD9C,00000000,00000000,00000000,00000000
17,9000.0,30,478D5682,41188AFA,00000000,00000000,00000000,411E8CE9,411E8CE9,00000000,00000000,00000000,00000000
17,9000.0,31,47911463,4112C53F,00000000,00000000,00000000,41188AFA,41188AFA,00000000,00000000,00000000,00000000
17,9000.0,32,4794C0C7,410D3984,00000000,00000000,00000000,4112C53F,4112C53F,00000000,00000000,00000000,00000000
17,9000.0,33,47985B0D,4107E5DC,00000000,00000000,00000000,410D3984,410D3984,00000000,00000000,00000000,00000000
17,9000.0,34,479BE286,4102C8A3,00000000,00000000,00000000,4107E5DC,4107E5DC,00000000,00000000,00000000,00000000
17,9000.0,35,479F5670,40FBC0F8,00000000,00000000,00000000,4102C8A3,4102C8A3,00000000,00000000,00000000,00000000
17,9000.0,36,47A2B5F3,40F25894,00000000,00000000,00000000,40FBC0F8,40FBC0F8,00000000,00000000,00000000,00000000
17,9000.0,37,47A60021,40E9567C,00000000,00000000,00000000,40F25894,40F25894,00000000,00000000,00000000,00000000
17,9000.0,38,47A933EB,40E0B9A0,00000000,00000000,00000000,40E9567C,40E9567C,00000000,00000000,00000000,00000000
17,9000.0,39,47AC501F,40D8819D,00000000,00000000,00000000,40E0B9A0,40E0B9A0,00000000,00000000,00000000,00000000
17,9000.0,40,47AF535C,40D0AEC0,00000000,00000000,00000000,40D8819D,40D8819D,00000000,00000000,00000000,00000000
17,9000.0,41,47B23C0A,40C94236,00000000,3C9636B1,00000000,40D0AEC0,40D0AEC0,00000000,00000000,00000000,00000000
17,9000.0,42,47B50844,40C23E3E,00000000,3C5A96A9,00000000,40C94236,40C94236,00000000,00000000,00000000,00000000
17,9000.0,43,47B7B5C4,40BBA675,00000000,3C186C30,00000000,40C23E3E,40C23E3E,00000000,00000000,00000000,00000000
17,9000.0,44,47BA41BE,40B5806A,00000000,3BC90F11,00000000,40BBA675,40BBA675,00000000,00000000,00000000,00000000
17,9000.0,45,47BCA8A3,40AFD483,00000000,3B75CA33,00000000,40B5806A,40B5806A,00000000,00000000,00000000,00000000
17,9000.0,46,47BEE5BD,40AAAFD9,00000000,3B068E9A,00000000,40AFD483,40AFD483,00000000,00000000,00000000,00000000
17,9000.0,47,47C0F26C,40A62842,00000000,3A778819,00000000,40AAAFD9,40AAAFD9,00000000,00000000,00000000,00000000
17,9000.0,48,47C2C476,40A26843,00000000,39A5A8CB,00000000,40A62842,40A62842,00000000,00000000,00000000,00000000
17,9000.0,49,47C4491D,40A00000,00000000,384BF39C,00000000,40A26843,40A26843,00000000,00000000,00000000,00000000
18,9000.0,1,459C4000,421F2ADC,00000000,00000000,00000000,421F2ADC,421F2ADC,00000000,00000000,00000000,00000000
18,9000.0,2,45EE9B40,421068D1,00000000,00000000,00000000,421F2ADC,421F2ADC,00000000,00000000,00000000,00000000
18,9000.0,3,46202EB0,420519B4,00000000,00000000,00000000,421068D1,421068D1,00000000,00000000,00000000,00000000
18,9000.0,4,4648C210,41F7E372,00000000,00000000,00000000,420519B4,420519B4,00000000,00000000,00000000,00000000
18,9000.0,5,467106C0,41E885EF,00000000,00000000,00000000,41F7E372,41F7E372,00000000,00000000,00000000,00000000
18,9000.0,6,468C7DC8,41DB4DA2,00000000,00000000,00000000,41E885EF,41E885EF,00000000,00000000,00000000,00000000
18,9000.0,7,46A04FA4,41CFB739,00000000,00000000,00000000,41DB4DA2,41DB4DA2,00000000,00000000,00000000,00000000
18,9000.0,8,46B3F860,41C55D71,00000000,00000000,00000000,41CFB739,41CFB739,00000000,00000000,00000000,00000000
18,9000.0,9,46C77754,41BBE71D,00000000,00000000,00000000,41C55D71,41C55D71,00000000,00000000,00000000,00000000
18,9000.0,10,46DACBE0,41B32F9D,00000000,00000000,00000000,41BBE71D,41BBE71D,00000000,00000000,00000000,00000000
18,9000.0,11,46EDF550,41AB1AD5,00000000,00000000,00000000,41B32F9D,41B32F9D,00000000,00000000,00000000,00000000
18,9000.0,12,47007974,41A392B0,00000000,00000000,00000000,41AB1AD5,41AB1AD5,00000000,00000000,00000000,00000000
18,9000.0,13,4709E1F6,419C8586,00000000,00000000,00000000,41A392B0,41A392B0,00000000,00000000,00000000,00000000
18,9000.0,14,471333CA,4195E4F5,00000000,00000000,00000000,419C8586,419C8586,00000000,00000000,00000000,00000000
18,9000.0,15,471C6E89,418FA52A,00000000,00000000,00000000,4195E4F5,4195E4F5,00000000,00000000,00000000,00000000
18,9000.0,16,472591C4,4189BC42,00000000,00000000,00000000,418FA52A,418FA52A,00000000,00000000,00000000,00000000
18,9000.0,17,472E9D0C,418421EB,00000000,00000000,00000000,4189BC42,4189BC42,00000000,00000000,00000000,00000000
18,9000.0,18,47378FE4,417D9E1D,00000000,00000000,00000000,418421EB,418421EB,00000000,00000000,00000000,00000000
18,9000.0,19,474069D0,41737B39,00000000,00000000,00000000,417D9E1D,417D9E1D,00000000,00000000,00000000,00000000
18,9000.0,20,47492A4A,4169D0A8,00000000,00000000,00000000,41737B39,41737B39,00000000,00000000,00000000,00000000
18,9000.0,21,4751D0C6,41609551,00000000,00000000,00000000,4169D0A8,4169D0A8,00000000,00000000,00000000,00000000
18,9000.0,22,475A5CB1,4157C140,00000000,00000000,00000000,41609551,41609551,00000000,00000000,00000000,00000000
18,9000.0,23,4762CD6E,414F4D7D,00000000,00000000,00000000,4157C140,4157C140,00000000,00000000,00000000,00000000
18,9000.0,24,476B2254,414733E5,00000000,00000000,00000000,414F4D7D,414F4D7D,00000000,00000000,00000000,00000000
18,9000.0,25,47735AB4,413F6F0E,00000000,00000000,00000000,414733E5,414733E5,00000000,00000000,00000000,00000000
18,9000.0,26,477B75D0,4137FA2A,00000000,00000000,00000000,413F6F0E,413F6F0E,00000000,00000000,00000000,00000000
18,9000.0,27,4781B970,4130D0F8,00000000,00000000,00000000,4137FA2A,4137FA2A,00000000,00000000,00000000,00000000
18,9000.0,28,4785A886,4129EFB6,00000000,00000000,00000000,4130D0F8,4130D0F8,00000000,00000000,00000000,00000000
18,9000.0,29,478987B5,41235306,00000000,00000000,00000000,4129EFB6,4129EFB6,00000000,00000000,00000000,00000000
18,9000.0,30,478D5682,411CF7FD,00000000,00000000,00000000,41235306,41235306,00000000,00000000,00000000,00000000
18,9000.0,31,47911463,4116DBFB,00000000,00000000,00000000,411CF7FD,411CF7FD,00000000,00000000,00000000,00000000
18,9000.0,32,4794C0C7,4110FCBD,00000000,00000000,00000000,4116DBFB,4116DBFB,00000000,00000000,00000000,00000000
18,9000.0,33,47985B0D,410B584B,00000000,00000000,00000000,4110FCBD,4110FCBD,00000000,00000000,00000000,00000000
18,9000.0,34,479BE286,4105ECF8,00000000,00000000,00000000,410B584B,410B584B,00000000,00000000,00000000,00000000
18,9000.0,35,479F5670,4100B964,00000000,3D007A5E,00000000,4105ECF8,4105ECF8,00000000,00000000,00000000,00000000
18,9000.0,36,47A2B5F3,40F778DC,00000000,3CD548B6,00000000,4100B964,4100B964,00000000,00000000,00000000,00000000
18,9000.0,37,47A60021,40EDEA94,00000000,3CAE9B2F,00000000,40F778DC,40F778DC,00000000,00000000,00000000,00000000
18,9000.0,38,47A933EB,40E4C6E8,00000000,3C8CAB90,00000000,40EDEA94,40EDEA94,00000000,00000000,00000000,00000000
18,9000.0,39,47AC501F,40DC0D8B,00000000,3C5E6F52,00000000,40E4C6E8,40E4C6E8,00000000,00000000,00000000,00000000
18,9000.0,40,47AF535C,40D3BEE8,00000000,3C2BF74F,00000000,40DC0D8B,40DC0D8B,00000000,00000000,00000000,00000000
18,9000.0,41,47B23C0A,40CBDC57,00000000,3C016390,00000000,40D3BEE8,40D3BEE8,00000000,00000000,00000000,00000000
18,9000.0,42,47B50844,40C46853,00000000,3BBC48E2,00000000,40CBDC57,40CBDC57,00000000,00000000,00000000,00000000
18,9000.0,43,47B7B5C4,40BD66C9,00000000,3B834AA9,00000000,40C46853,40C46853,00000000,00000000,00000000,00000000
18,9000.0,44,47BA41BE,40B6DDB6,00000000,3B2D2F6E,00000000,40BD66C9,40BD66C9,00000000,00000000,00000000,00000000
18,9000.0,45,47BCA8A3,40B0D61E,00000000,3AD3B70C,00000000,40B6DDB6,40B6DDB6,00000000,00000000,00000000,00000000
18,9000.0,46,47BEE5BD,40AB5E07,00000000,3A67CE42,00000000,40B0D61E,40B0D61E,00000000,00000000,00000000,00000000
18,9000.0,47,47C0F26C,40A68CBE,00000000,39D5371C,00000000,40AB5E07,40AB5E07,00000000,00000000,00000000,00000000
18,9000.0,48,47C2C476,40A28F96,00000000,390EB17C,00000000,40A68CBE,40A68CBE,00000000,00000000,00000000,00000000
18,9000.0,49,47C4491D,40A00000,00000000,37AFAD4C,00000000,40A28F96,40A28F96,00000000,00000000,00000000,00000000
1,13500.0,1,459C4000,4225AFFB,00000000,00000000,00000000,4225AFFB,4225AFFB,00000000,00000000,00000000,00000000
1,13500.0,2,45EE9B40,42181152,00000000,00000000,00000000,4225AFFB,4225AFFB,00000000,00000000,00000000,00000000
1,13500.0,3,46202EB0,420D5852,00000000,3E9793A5,00000000,41E3F738,42181152,00000000,00000000,00000000,00000000
1,13500.0,4,4648C210,420459D0,00000000,3EC43EEB,00000000,41D44EFE,420D5852,00000000,00000000,00000000,00000000
1,13500.0,5,467106C0,41F92792,00000000,3ED38283,00000000,41C825DE,420459D0,00000000,00000000,00000000,00000000
1,13500.0,6,468C7DC8,41EB6F06,00000000,3ED733DA,00000000,41BDD1FE,41F92792,00000000,00000000,00000000,00000000
1,13500.0,7,46A04FA4,41DF22E2,00000000,3ED733DC,00000000,41B4B6BD,41EB6F06,00000000,00000000,00000000,00000000
1,13500.0,8,46B3F860,41D3FBC8,00000000,3ED733E2,00000000,41AC818F,41DF22E2,00000000,00000000,00000000,00000000
1,13500.0,9,46C77754,41C9C61A,00000000,3ED733F5,00000000,41A5075D,41D3FBC8,00000000,00000000,00000000,00000000
1,13500.0,10,46DACBE0,41C05B35,00000000,3ED7342C,00000000,419E287C,41C9C61A,00000000,00000000,00000000,00000000
1,13500.0,11,46EDF550,41B79D6A,00000000,3ED73485,00000000,4197CCE5,41C05B35,00000000,00000000,00000000,00000000
1,13500.0,12,47007974,41AF7563,00000000,3ED734EE,00000000,4191E1DB,41B79D6A,00000000,00000000,00000000,00000000
1,13500.0,13,4709E1F6,41A7D06E,00000000,3ED73543,00000000,418C5866,41AF7563,00000000,00000000,00000000,00000000
1,13500.0,14,471333CA,41A09F54,00000000,3ED73535,00000000,41872448,41A7D06E,00000000,00000000,00000000,00000000
1,13500.0,15,471C6E89,4199D586,00000000,3ED73433,00000000,41823B3D,41A09F54,00000000,00000000,00000000,00000000
1,13500.0,16,472591C4,41936888,00000000,3ED73163,00000000,417B28E9,4199D586,00000000,00000000,00000000,00000000
1,13500.0,17,472E9D0C,418D4F84,00000000,3ED72B6F,00000000,41725080,41936888,00000000,00000000,00000000,00000000
1,13500.0,18,47378FE4,418782F1,00000000,3ED72056,00000000,4169DFB9,418D4F84,00000000,00000000,00000000,00000000
1,13500.0,19,474069D0,4181FC5A,00000000,3ED70D38,00000000,4161CAAA,418782F1,00000000,00000000,00000000,00000000
1,13500.0,20,47492A4A,41796C52,00000000,3ED6EE24,00000000,415A0704,4181FC5A,00000000,00000000,00000000,00000000
1,13500.0,21,4751D0C6,416F570C,00000000,3ED6BDF3,00000000,41528C30,41796C52,00000000,00000000,00000000,00000000
1,13500.0,22,475A5CB1,4165B068,00000000,3ED67651,00000000,414B5370,416F570C,00000000,00000000,00000000,00000000
1,13500.0,23,4762CD6E,415C70FB,00000000,3ED61000,00000000,41445807,4165B068,00000000,00000000,00000000,00000000
1,13500.0,24,476B2254,4153923A,00000000,3ED58283,00000000,413D968E,415C70FB,00000000,00000000,00000000,00000000
1,13500.0,25,47735AB4,414B0E74,00000000,3ED4C439,00000000,41370BC6,4153923A,00000000,00000000,00000000,00000000
1,13500.0,26,477B75D0,4142E09A,00000000,3ED3D083,00000000,4130B286,414B0E74,00000000,00000000,00000000,00000000
1,13500.0,27,4781B970,413B042A,00000000,3ED2A20B,00000000,412A864E,4142E09A,00000000,00000000,00000000,00000000
1,13500.0,28,4785A886,41337525,00000000,3ED1309E,00000000,412484A3,413B042A,00000000,00000000,00000000,00000000
1,13500.0,29,478987B5,412C3000,00000000,3ECF7430,00000000,411EAB97,41337525,00000000,00000000,00000000,00000000
1,13500.0,30,478D5682,412531A0,00000000,3ECD652A,00000000,4118F9C2,412C3000,00000000,00000000,00000000,00000000
1,13500.0,31,47911463,411E7743,00000000,3ECAFCC9,00000000,41136E31,412531A0,00000000,00000000,00000000,00000000
1,13500.0,32,4794C0C7,4117FE88,00000000,3EC8356E,00000000,410E0851,411E7743,00000000,00000000,00000000,00000000
1,13500.0,33,47985B0D,4111C562,00000000,3EC50B04,00000000,4108C7F0,4117FE88,00000000,00000000,00000000,00000000
1,13500.0,34,479BE286,410BCA14,00000000,3EC17B55,00000000,4103AD2B,4111C562,00000000,00000000,00000000,00000000
1,13500.0,35,479F5670,41060B31,00000000,3EBD865E,00000000,40FD70DB,410BCA14,00000000,00000000,00000000,00000000
1,13500.0,36,47A2B5F3,41008798,00000000,3EB92E88,00000000,40F3D4CE,41060B31,00000000,00000000,00000000,00000000
1,13500.0,37,47A60021,40F67D01,00000000,3EB478E0,00000000,40EA881B,41008798,00000000,00000000,00000000,00000000
1,13500.0,38,47A933EB,40EC5EE6,00000000,3EAF6D2F,00000000,40E18D3B,40F67D01,00000000,00000000,00000000,00000000
1,13500.0,39,47AC501F,40E2B4BA,00000000,3EAA15F6,00000000,40D8E744,40EC5EE6,00000000,00000000,00000000,00000000
1,13500.0,40,47AF535C,40D97F3F,00000000,3EA48069,00000000,40D09A04,40E2B4BA,00000000,00000000,00000000,00000000
1,13500.0,41,47B23C0A,40D0C030,00000000,3E9EBDB2,00000000,40C8A4FA,40D97F3F,00000000,00000000,00000000,00000000
1,13500.0,42,47B50844,40C87A81,00000000,3E98DFD1,00000000,40C10B7B,40D0C030,00000000,00000000,00000000,00000000
1,13500.0,43,47B7B5C4,40C0B2BE,00000000,3E92FA2D,BD9BFC60,40B9D409,40C12745,00000000,00000000,00000000,00000000
1,13500.0,44,47BA41BE,40B96FC3,00000000,3E8D2238,BD9BFC60,40B306EE,40C12470,00000000,80000000,00000000,00000000
1,13500.0,45,47BCA8A3,40B2BBCA,00000000,3E876FA5,BD73E7A7,40ACAF04,40C1246F,00000000,80000000,00000000,00000000
1,13500.0,46,47BEE5BD,40ACA69F,00000000,3E81FCFA,BD3476E8,40A6DB1F,40C1246F,00000000,80000000,00000000,00000000
1,13500.0,47,47C0F26C,40A74A69,00000000,3E81FCFA,BCF4C47B,40A2D9D6,40C1246E,00000000,80000000,00000000,00000000
1,13500.0,48,47C2C476,40A2D9D6,00000000,3E16632F,BC8D96F0,40A74A69,40C1246F,00000000,80000000,00000000,00000000
1,13500.0,49,47C4491D,40A00000,00000000,3D6BFBD9,BBDE2DA5,40A2D9D6,40C1246D,00000000,80000000,00000000,00000000
2,13500.0,1,459C4000,41CA7C65,00000000,00000000,00000000,41CA7C65,41CA7C65,00000000,00000000,00000000,00000000
2,13500.0,2,45EE9B40,41C502AB,00000000,00000000,00000000,41CA7C65,41CA7C65,00000000,00000000,00000000,00000000
2,13500.0,3,46202EB0,41C0B51F,00000000,3ED78A9F,00000000,41B53C87,41C502AB,00000000,00000000,00000000,00000000
2,13500.0,4,4648C210,41BD1924,00000000,3EEF935A,00000000,41B25389,41C0B51F,00000000,00000000,00000000,00000000
2,13500.0,5,467106C0,41B9FA8E,00000000,3F0347EB,00000000,41AFDDD2,41BD1924,00000000,00000000,00000000,00000000
2,13500.0,6,468C7DC8,41B739C6,00000000,3F0E6914,00000000,41ADBABB,41B9FA8E,00000000,00000000,00000000,00000000
2,13500.0,7,46A04FA4,41B4C21C,00000000,3F1944B9,00000000,41ABD61D,41B739C6,00000000,00000000,00000000,00000000
2,13500.0,8,46B3F860,41B2853D,00000000,3F23E99A,00000000,41AA2299,41B4C21C,00000000,00000000,00000000,00000000
2,13500.0,9,46C77754,41B078CF,00000000,3F2E616D,00000000,41A896CE,41B2853D,00000000,00000000,00000000,00000000
2,13500.0,10,46DACBE0,41AE9510,00000000,3F38B2BC,00000000,41A72BE4,41B078CF,00000000,00000000,00000000,00000000
2,13500.0,11,46EDF550,41ACD40D,00000000,3F425E09,00000000,41A5DD20,41AE9510,00000000,00000000,00000000,00000000
2,13500.0,12,47007974,41AB3115,00000000,3F4B53CA,00000000,41A4A670,41ACD40D,00000000,00000000,00000000,00000000
2,13500.0,13,4709E1F6,41A9A869,00000000,3F53AAE0,00000000,41A38483,41AB3115,00000000,00000000,00000000,00000000
2,13500.0,14,471333CA,41A836FA,00000000,3F5B74E9,00000000,41A274A8,41A9A869,00000000,00000000,00000000,00000000
2,13500.0,15,471C6E89,41A6DA44,00000000,3F62C3C3,00000000,41A174A9,41A836FA,00000000,00000000,00000000,00000000
2,13500.0,16,472591C4,41A5902C,00000000,3F69A505,00000000,41A082AE,41A6DA44,00000000,00000000,00000000,00000000
2,13500.0,17,472E9D0C,41A456EC,00000000,3F701DE4,00000000,419F9D25,41A5902C,00000000,00000000,00000000,00000000
2,13500.0,18,47378FE4,41A32D01,00000000,3F762C77,00000000,419EC2B4,41A456EC,00000000,00000000,00000000,00000000
2,13500.0,19,474069D0,41A2111F,00000000,3F7BC945,00000000,419DF233,41A32D01,00000000,00000000,00000000,00000000
2,13500.0,20,47492A4A,41A10228,00000000,3F807479,00000000,419D2AA3,41A2111F,00000000,00000000,00000000,00000000
2,13500.0,21,4751D0C6,419FFF21,00000000,3F82BF31,00000000,419C6B2E,41A10228,00000000,00000000,00000000,00000000
2,13500.0,22,475A5CB1,419F0732,00000000,3F84BEA2,00000000,419BB32A,419FFF21,00000000,00000000,00000000,00000000
2,13500.0,23,4762CD6E,419E199C,00000000,3F866E38,00000000,419B0212,419F0732,00000000,00000000,00000000,00000000
2,13500.0,24,476B2254,419D35B7,00000000,3F87C94A,00000000,419A5773,419E199C,00000000,00000000,00000000,00000000
2,13500.0,25,47735AB4,419C5AF1,00000000,3F88CCE6,00000000,4199B2E6,419D35B7,00000000,00000000,00000000,00000000
2,13500.0,26,477B75D0,419B88C8,00000000,3F89764A,00000000,419913E9,419C5AF1,00000000,00000000,00000000,00000000
2,13500.0,27,4781B970,419ABECA,00000000,3F89BEF5,00000000,41987A07,419B88C8,00000000,00000000,00000000,00000000
2,13500.0,28,4785A886,4199FC8F,00000000,3F89A041,00000000,4197E4F8,419ABECA,00000000,00000000,00000000,00000000
2,13500.0,29,478987B5,419941BD,00000000,3F89145C,00000000,4197547F,4199FC8F,00000000,00000000,00000000,00000000
2,13500.0,30,478D5682,41988E03,00000000,3F8816B0,00000000,4196C86C,419941BD,00000000,00000000,00000000,00000000
2,13500.0,31,47911463,4197E11C,00000000,3F86A43D,00000000,4196409E,41988E03,00000000,00000000,00000000,00000000
2,13500.0,32,4794C0C7,41973ACA,00000000,3F84BBEB,00000000,4195BCFB,4197E11C,00000000,00000000,00000000,00000000
2,13500.0,33,47985B0D,41969AD8,00000000,3F825ED4,00000000,41953D74,41973ACA,00000000,00000000,00000000,00000000
2,13500.0,34,479BE286,4196011A,00000000,3F7F20EC,00000000,4194C202,41969AD8,00000000,00000000,00000000,00000000
2,13500.0,35,479F5670,41956D6C,00000000,3F78ADA2,00000000,41944AA7,4196011A,00000000,00000000,00000000,00000000
2,13500.0,36,47A2B5F3,4194DFB0,00000000,3F7174C4,00000000,4193D76D,41956D6C,00000000,00000000,00000000,00000000
2,13500.0,37,47A60021,419457D2,00000000,3F698C15,00000000,41936864,4194DFB0,00000000,00000000,00000000,00000000
2,13500.0,38,47A933EB,4193D5C7,00000000,3F610DBC,00000000,4192FDA5,419457D2,00000000,00000000,00000000,00000000
2,13500.0,39,47AC501F,4193598D,00000000,3F58179F,00000000,4192974F,4193D5C7,00000000,00000000,00000000,00000000
2,13500.0,40,47AF535C,4192E32E,00000000,3F4ECAAA,00000000,4192358C,4193598D,00000000,00000000,00000000,00000000
2,13500.0,41,47B23C0A,419272C0,00000000,3F45331E,00000000,4191D86F,4192E32E,00000000,00000000,00000000,00000000
2,13500.0,42,47B50844,41920869,00000000,3F3B6CE0,00000000,41918025,419272C0,00000000,00000000,00000000,00000000
2,13500.0,43,47B7B5C4,4191A464,00000000,3F31A14B,00000000,41912CF8,41920869,00000000,00000000,00000000,00000000
2,13500.0,44,47BA41BE,41914709,00000000,3F27FB35,00000000,4190DF3F,4191A464,00000000,00000000,00000000,00000000
2,13500.0,45,47BCA8A3,4190F0DC,00000000,3F1EA6B4,BDC0667C,4190976A,4190EF3A,00000000,00000000,00000000,00000000
2,13500.0,46,47BEE5BD,4190A2A8,00000000,3F1F776B,BDC0667C,41905DBD,4190EF3A,00000000,00000000,00000000,00000000
2,13500.0,47,47C0F26C,41905DBD,00000000,3ED8499C,BDC0667C,4190A2A8,4190EF3A,00000000,00000000,00000000,00000000
