case,dx,k,pmfu,pmfd,paph
2,9000.0,49,3D2077FA,BD1D4261,47C4491D
3,9000.0,1,00000000,00000000,459C4000
3,9000.0,2,00000000,00000000,45EE9B40
3,9000.0,3,3E3096FB,00000000,46202EB0
3,9000.0,4,3E4447C4,00000000,4648C210
3,9000.0,5,3E571CC6,00000000,467106C0
3,9000.0,6,3E695945,00000000,468C7DC8
3,9000.0,7,3E7B23D9,00000000,46A04FA4
3,9000.0,8,3E864A59,00000000,46B3F860
3,9000.0,9,3E8EDDDB,00000000,46C77754
3,9000.0,10,3E9751D0,00000000,46DACBE0
3,9000.0,11,3E9F3BD8,00000000,46EDF550
3,9000.0,12,3EA68EEF,00000000,47007974
3,9000.0,13,3EAD5E2F,00000000,4709E1F6
3,9000.0,14,3EB3B85A,00000000,471333CA
3,9000.0,15,3EB9AC64,00000000,471C6E89
3,9000.0,16,3EBF45BF,00000000,472591C4
3,9000.0,17,3EC488FB,00000000,472E9D0C
3,9000.0,18,3EC974D2,00000000,47378FE4
3,9000.0,19,3ECE0374,00000000,474069D0
3,9000.0,20,3ED22BEB,00000000,47492A4A
3,9000.0,21,3ED5E3D6,00000000,4751D0C6
3,9000.0,22,3ED92188,00000000,475A5CB1
3,9000.0,23,3EDBDDE7,00000000,4762CD6E
3,9000.0,24,3EDE11D4,00000000,476B2254
3,9000.0,25,3EDFB913,00000000,47735AB4
3,9000.0,26,3EE0CFA4,00000000,477B75D0
3,9000.0,27,3EE14ACF,00000000,4781B970
3,9000.0,28,3EE11F64,00000000,4785A886
3,9000.0,29,3EE04383,00000000,478987B5
3,9000.0,30,3EDEAF32,00000000,478D5682
3,9000.0,31,3EDC5CFD,00000000,47911463
3,9000.0,32,3ED94A80,00000000,4794C0C7
3,9000.0,33,3ED578E1,00000000,47985B0D
3,9000.0,34,3ED0ED31,00000000,479BE286
3,9000.0,35,3ECBB09C,00000000,479F5670
3,9000.0,36,3EC5D078,00000000,47A2B5F3
3,9000.0,37,3EBF5E1C,00000000,47A60021
3,9000.0,38,3EB86E92,00000000,47A933EB
3,9000.0,39,3EB11A1E,00000000,47AC501F
3,9000.0,40,3EA97BA4,00000000,47AF535C
3,9000.0,41,3EA19F1E,00000000,47B23C0A
3,9000.0,42,3E999C52,00000000,47B50844
3,9000.0,43,3E919526,00000000,47B7B5C4
3,9000.0,44,3E89ACB5,00000000,47BA41BE
3,9000.0,45,3E820721,BD1DB024,47BCA8A3
3,9000.0,46,3E82B230,BD1DB024,47BEE5BD
3,9000.0,47,3E314400,BD1DB024,47C0F26C
3,9000.0,48,3DCD158D,BD1DB024,47C2C476
3,9000.0,49,3D20E7FC,BD1DB024,47C4491D
4,9000.0,1,00000000,00000000,459C4000
4,9000.0,2,00000000,00000000,45EE9B40
4,9000.0,3,3E3F3D12,00000000,46202EB0
4,9000.0,4,3E549C69,00000000,4648C210
4,9000.0,5,3E690E24,00000000,467106C0
4,9000.0,6,3E7CDAFE,00000000,468C7DC8
4,9000.0,7,3E88165A,00000000,46A04FA4
4,9000.0,8,3E918EB8,00000000,46B3F860
4,9000.0,9,3E9ADF30,00000000,46C77754
4,9000.0,10,3EA40D98,00000000,46DACBE0
4,9000.0,11,3EACA782,00000000,46EDF550
4,9000.0,12,3EB49B7C,00000000,47007974
4,9000.0,13,3EBBFEA2,00000000,4709E1F6
4,9000.0,14,3EC2E16A,00000000,471333CA
4,9000.0,15,3EC954F8,00000000,471C6E89
4,9000.0,16,3ECF65E9,00000000,472591C4
4,9000.0,17,3ED51988,00000000,472E9D0C
4,9000.0,18,3EDA6EFA,00000000,47378FE4
4,9000.0,19,3EDF60AE,00000000,474069D0
4,9000.0,20,3EE3E5DC,00000000,47492A4A
4,9000.0,21,3EE7F468,00000000,4751D0C6
4,9000.0,22,3EEB8307,00000000,475A5CB1
4,9000.0,23,3EEE8AD7,00000000,4762CD6E
4,9000.0,24,3EF104E6,00000000,476B2254
4,9000.0,25,3EF2EDD8,00000000,47735AB4
4,9000.0,26,3EF44308,00000000,477B75D0
4,9000.0,27,3EF4FA8C,00000000,4781B970
4,9000.0,28,3EF5092D,00000000,4785A886
4,9000.0,29,3EF464DD,00000000,478987B5
4,9000.0,30,3EF30552,00000000,478D5682
4,9000.0,31,3EF0E49C,00000000,47911463
4,9000.0,32,3EEDFFAC,00000000,4794C0C7
4,9000.0,33,3EEA56D9,00000000,47985B0D
4,9000.0,34,3EE5EE37,00000000,479BE286
4,9000.0,35,3EE0CDDD,00000000,479F5670
4,9000.0,36,3EDB01F8,00000000,47A2B5F3
4,9000.0,37,3ED49AB9,00000000,47A60021
4,9000.0,38,3ECDAC18,00000000,47A933EB
4,9000.0,39,3EC64D73,00000000,47AC501F
4,9000.0,40,3EBE990E,00000000,47AF535C
4,9000.0,41,3EB699DE,00000000,47B23C0A
4,9000.0,42,3EAE66DD,00000000,47B50844
4,9000.0,43,3EA62270,00000000,47B7B5C4
4,9000.0,44,3E9DF0E4,00000000,47BA41BE
4,9000.0,45,3E95F859,00000000,47BCA8A3
4,9000.0,46,3E8E612F,BD7E795B,47BEE5BD
4,9000.0,47,3E8F08B2,BD7E795B,47C0F26C
4,9000.0,48,3E257B02,BD7E795B,47C2C476
4,9000.0,49,3D81D56D,BD7E795B,47C4491D
5,9000.0,1,00000000,00000000,459C4000
5,9000.0,2,00000000,00000000,45EE9B40
5,9000.0,3,3E2DE77E,00000000,46202EB0
5,9000.0,4,3E415EC5,00000000,4648C210
5,9000.0,5,3E53FE38,00000000,467106C0
5,9000.0,6,3E6607EB,00000000,468C7DC8
5,9000.0,7,3E77A1C7,00000000,46A04FA4
5,9000.0,8,3E8471C8,00000000,46B3F860
5,9000.0,9,3E8CEE71,00000000,46C77754
5,9000.0,10,3E954C22,00000000,46DACBE0
5,9000.0,11,3E9D27FA,00000000,46EDF550
5,9000.0,12,3EA47115,00000000,47007974
5,9000.0,13,3EAB39D1,00000000,4709E1F6
5,9000.0,14,3EB19075,00000000,471333CA
5,9000.0,15,3EB783F6,00000000,471C6E89
5,9000.0,16,3EBD1EAB,00000000,472591C4
5,9000.0,17,3EC2642C,00000000,472E9D0C
5,9000.0,18,3EC75267,00000000,47378FE4
5,9000.0,19,3ECBE2E9,00000000,474069D0
5,9000.0,20,3ED00C4D,00000000,47492A4A
5,9000.0,21,3ED3C40B,00000000,4751D0C6
5,9000.0,22,3ED70098,00000000,475A5CB1
5,9000.0,23,3ED9BA9B,00000000,4762CD6E
5,9000.0,24,3EDBEA8E,00000000,476B2254
5,9000.0,25,3EDD8C0A,00000000,47735AB4
5,9000.0,26,3EDE9A8A,00000000,477B75D0
5,9000.0,27,3EDF0B14,00000000,4781B970
5,9000.0,28,3EDED24D,00000000,4785A886
5,9000.0,29,3EDDE63F,00000000,478987B5
5,9000.0,30,3EDC3EEF,00000000,478D5682
5,9000.0,31,3ED9D705,00000000,47911463
5,9000.0,32,3ED6AC55,00000000,4794C0C7
5,9000.0,33,3ED2C05E,00000000,47985B0D
5,9000.0,34,3ECE18A7,00000000,479BE286
5,9000.0,35,3EC8BEEF,00000000,479F5670
5,9000.0,36,3EC2C137,00000000,47A2B5F3
5,9000.0,37,3EBC3188,00000000,47A60021
5,9000.0,38,3EB525B1,00000000,47A933EB
5,9000.0,39,3EADB6AA,00000000,47AC501F
5,9000.0,40,3EA6000B,00000000,47AF535C
5,9000.0,41,3E9E0F08,00000000,47B23C0A
5,9000.0,42,3E95FBBC,00000000,47B50844
5,9000.0,43,3E8DE863,00000000,47B7B5C4
5,9000.0,44,3E85F838,BD985D13,47BA41BE
5,9000.0,45,3E7C9E78,BD6E3DB3,47BCA8A3
5,9000.0,46,3E7DF075,BD304617,47BEE5BD
5,9000.0,47,3E2C3621,BCEF1568,47C0F26C
5,9000.0,48,3DC73CA2,BC8A4D3A,47C2C476
5,9000.0,49,3D1C5186,BBD904E1,47C4491D
6,9000.0,1,00000000,00000000,459C4000
6,9000.0,2,00000000,00000000,45EE9B40
6,9000.0,3,3D20ED83,00000000,46202EB0
6,9000.0,4,3DE75299,00000000,4648C210
6,9000.0,5,3E171577,00000000,467106C0
6,9000.0,6,3E246DBC,00000000,468C7DC8
6,9000.0,7,3E30F71B,00000000,46A04FA4
6,9000.0,8,3E3D4140,00000000,46B3F860
6,9000.0,9,3E49575E,00000000,46C77754
6,9000.0,10,3E554106,00000000,46DACBE0
6,9000.0,11,3E60684C,00000000,46EDF550
6,9000.0,12,3E6ABADB,00000000,47007974
6,9000.0,13,3E74539C,00000000,4709E1F6
6,9000.0,14,3E7D475D,00000000,471333CA
6,9000.0,15,3E82D598,00000000,471C6E89
6,9000.0,16,3E86C79B,00000000,472591C4
6,9000.0,17,3E8A7CEE,00000000,472E9D0C
6,9000.0,18,3E8DF4AC,00000000,47378FE4
6,9000.0,19,3E912ABD,00000000,474069D0
6,9000.0,20,3E9418CF,00000000,47492A4A
6,9000.0,21,3E96B794,00000000,4751D0C6
6,9000.0,22,3E990038,00000000,475A5CB1
6,9000.0,23,3E9AEDBC,00000000,4762CD6E
6,9000.0,24,3E9C7B1A,00000000,476B2254
6,9000.0,25,3E9DA558,00000000,47735AB4
6,9000.0,26,3E9E69A3,00000000,477B75D0
6,9000.0,27,3E9EC06C,00000000,4781B970
6,9000.0,28,3E9EA1D5,00000000,4785A886
6,9000.0,29,3E9E06E4,00000000,478987B5
6,9000.0,30,3E9CE9FE,00000000,478D5682
6,9000.0,31,3E9B4749,00000000,47911463
6,9000.0,32,3E991D16,00000000,4794C0C7
6,9000.0,33,3E966C36,00000000,47985B0D
6,9000.0,34,3E933838,00000000,479BE286
6,9000.0,35,3E8F8795,00000000,479F5670
6,9000.0,36,3E8B63B1,00000000,47A2B5F3
6,9000.0,37,3E86D8C5,00000000,47A60021
6,9000.0,38,3E81F5A4,00000000,47A933EB
6,9000.0,39,3E7996CD,00000000,47AC501F
6,9000.0,40,3E6EDA02,00000000,47AF535C
6,9000.0,41,3E63C5C3,00000000,47B23C0A
6,9000.0,42,3E587B96,00000000,47B50844
6,9000.0,43,3E4D2B3E,00000000,47B7B5C4
6,9000.0,44,3E420634,00000000,47BA41BE
6,9000.0,45,3E373F67,BCDE3AA7,47BCA8A3
6,9000.0,46,3E383079,BCDE3AA7,47BEE5BD
6,9000.0,47,3DF9D1D5,BCDE3AA7,47C0F26C
6,9000.0,48,3D90831A,BCDE3AA7,47C2C476
6,9000.0,49,3CE2C3AF,BCDE3AA7,47C4491D
7,9000.0,1,00000000,00000000,459C4000
7,9000.0,2,00000000,00000000,45EE9B40
7,9000.0,3,3E3412C6,00000000,46202EB0
7,9000.0,4,3E482AE0,00000000,4648C210
7,9000.0,5,3E5B62FF,00000000,467106C0
7,9000.0,6,3E6DFFAF,00000000,468C7DC8
7,9000.0,7,3E801424,00000000,46A04FA4
7,9000.0,8,3E88FAB7,00000000,46B3F860
7,9000.0,9,3E91BBAB,00000000,46C77754
7,9000.0,10,3E9A5C78,00000000,46DACBE0
7,9000.0,11,3EA26F90,00000000,46EDF550
7,9000.0,12,3EA9E66E,00000000,47007974
7,9000.0,13,3EB0D4EA,00000000,4709E1F6
7,9000.0,14,3EB74A61,00000000,471333CA
7,9000.0,15,3EBD5687,00000000,471C6E89
7,9000.0,16,3EC3053A,00000000,472591C4
7,9000.0,17,3EC85B4D,00000000,472E9D0C
7,9000.0,18,3ECD57A4,00000000,47378FE4
7,9000.0,19,3ED1F48D,00000000,474069D0
7,9000.0,20,3ED6292F,00000000,47492A4A
7,9000.0,21,3ED9EB5B,00000000,4751D0C6
7,9000.0,22,3EDD31A9,00000000,475A5CB1
7,9000.0,23,3EDFF552,00000000,4762CD6E
7,9000.0,24,3EE22F8E,00000000,476B2254
7,9000.0,25,3EE3DCBE,00000000,47735AB4
7,9000.0,26,3EE4F959,00000000,477B75D0
7,9000.0,27,3EE57A5B,00000000,4781B970
7,9000.0,28,3EE55417,00000000,4785A886
7,9000.0,29,3EE47C22,00000000,478987B5
7,9000.0,30,3EE2E9E4,00000000,478D5682
7,9000.0,31,3EE0974A,00000000,47911463
7,9000.0,32,3EDD814A,00000000,4794C0C7
7,9000.0,33,3ED9A871,00000000,47985B0D
7,9000.0,34,3ED51144,00000000,479BE286
7,9000.0,35,3ECFC484,00000000,479F5670
7,9000.0,36,3EC9CF3A,00000000,47A2B5F3
7,9000.0,37,3EC3429E,00000000,47A60021
7,9000.0,38,3EBC33CC,00000000,47A933EB
7,9000.0,39,3EB4BB4B,00000000,47AC501F
7,9000.0,40,3EACF47C,00000000,47AF535C
7,9000.0,41,3EA4EDA0,00000000,47B23C0A
7,9000.0,42,3E9CBFDC,00000000,47B50844
7,9000.0,43,3E948DC5,00000000,47B7B5C4
7,9000.0,44,3E8C7B33,00000000,47BA41BE
7,9000.0,45,3E84AD02,BD20E651,47BCA8A3
7,9000.0,46,3E855B9F,BD20E651,47BEE5BD
7,9000.0,47,3E34E03E,BD20E651,47C0F26C
7,9000.0,48,3DD142D6,BD20E651,47C2C476
7,9000.0,49,3D242EEF,BD20E651,47C4491D
8,9000.0,1,00000000,00000000,459C4000
8,9000.0,2,00000000,00000000,45EE9B40
8,9000.0,3,00000000,00000000,46202EB0
8,9000.0,4,00000000,00000000,4648C210
8,9000.0,5,00000000,00000000,467106C0
8,9000.0,6,00000000,00000000,468C7DC8
8,9000.0,7,00000000,00000000,46A04FA4
8,9000.0,8,00000000,00000000,46B3F860
8,9000.0,9,00000000,00000000,46C77754
8,9000.0,10,00000000,00000000,46DACBE0
8,9000.0,11,00000000,00000000,46EDF550
8,9000.0,12,00000000,00000000,47007974
8,9000.0,13,00000000,00000000,4709E1F6
8,9000.0,14,00000000,00000000,471333CA
8,9000.0,15,00000000,00000000,471C6E89
8,9000.0,16,00000000,00000000,472591C4
8,9000.0,17,00000000,00000000,472E9D0C
8,9000.0,18,00000000,00000000,47378FE4
8,9000.0,19,00000000,00000000,474069D0
8,9000.0,20,00000000,00000000,47492A4A
8,9000.0,21,00000000,00000000,4751D0C6
8,9000.0,22,00000000,00000000,475A5CB1
8,9000.0,23,00000000,00000000,4762CD6E
8,9000.0,24,00000000,00000000,476B2254
8,9000.0,25,00000000,00000000,47735AB4
8,9000.0,26,00000000,00000000,477B75D0
8,9000.0,27,00000000,00000000,4781B970
8,9000.0,28,00000000,00000000,4785A886
8,9000.0,29,00000000,00000000,478987B5
8,9000.0,30,00000000,00000000,478D5682
8,9000.0,31,00000000,00000000,47911463
8,9000.0,32,00000000,00000000,4794C0C7
8,9000.0,33,00000000,00000000,47985B0D
8,9000.0,34,00000000,00000000,479BE286
8,9000.0,35,00000000,00000000,479F5670
8,9000.0,36,00000000,00000000,47A2B5F3
8,9000.0,37,00000000,00000000,47A60021
8,9000.0,38,00000000,00000000,47A933EB
8,9000.0,39,00000000,00000000,47AC501F
8,9000.0,40,00000000,00000000,47AF535C
8,9000.0,41,00000000,00000000,47B23C0A
8,9000.0,42,00000000,00000000,47B50844
8,9000.0,43,00000000,00000000,47B7B5C4
8,9000.0,44,00000000,00000000,47BA41BE
8,9000.0,45,00000000,00000000,47BCA8A3
8,9000.0,46,00000000,00000000,47BEE5BD
8,9000.0,47,00000000,00000000,47C0F26C
8,9000.0,48,00000000,00000000,47C2C476
8,9000.0,49,00000000,00000000,47C4491D
9,9000.0,1,00000000,00000000,459C4000
9,9000.0,2,00000000,00000000,45EE9B40
9,9000.0,3,00000000,00000000,46202EB0
9,9000.0,4,00000000,00000000,4648C210
9,9000.0,5,00000000,00000000,467106C0
9,9000.0,6,00000000,00000000,468C7DC8
9,9000.0,7,00000000,00000000,46A04FA4
9,9000.0,8,00000000,00000000,46B3F860
9,9000.0,9,00000000,00000000,46C77754
9,9000.0,10,00000000,00000000,46DACBE0
9,9000.0,11,00000000,00000000,46EDF550
9,9000.0,12,00000000,00000000,47007974
9,9000.0,13,00000000,00000000,4709E1F6
9,9000.0,14,00000000,00000000,471333CA
9,9000.0,15,00000000,00000000,471C6E89
9,9000.0,16,00000000,00000000,472591C4
9,9000.0,17,00000000,00000000,472E9D0C
9,9000.0,18,00000000,00000000,47378FE4
9,9000.0,19,00000000,00000000,474069D0
9,9000.0,20,00000000,00000000,47492A4A
9,9000.0,21,00000000,00000000,4751D0C6
9,9000.0,22,00000000,00000000,475A5CB1
9,9000.0,23,00000000,00000000,4762CD6E
9,9000.0,24,00000000,00000000,476B2254
9,9000.0,25,00000000,00000000,47735AB4
9,9000.0,26,00000000,00000000,477B75D0
9,9000.0,27,00000000,00000000,4781B970
9,9000.0,28,00000000,00000000,4785A886
9,9000.0,29,00000000,00000000,478987B5
9,9000.0,30,00000000,00000000,478D5682
9,9000.0,31,00000000,00000000,47911463
9,9000.0,32,00000000,00000000,4794C0C7
9,9000.0,33,00000000,00000000,47985B0D
9,9000.0,34,00000000,00000000,479BE286
9,9000.0,35,00000000,00000000,479F5670
9,9000.0,36,00000000,00000000,47A2B5F3
9,9000.0,37,00000000,00000000,47A60021
9,9000.0,38,00000000,00000000,47A933EB
9,9000.0,39,00000000,00000000,47AC501F
9,9000.0,40,00000000,00000000,47AF535C
9,9000.0,41,00000000,00000000,47B23C0A
9,9000.0,42,00000000,00000000,47B50844
9,9000.0,43,00000000,00000000,47B7B5C4
9,9000.0,44,00000000,00000000,47BA41BE
9,9000.0,45,00000000,00000000,47BCA8A3
9,9000.0,46,00000000,00000000,47BEE5BD
9,9000.0,47,00000000,00000000,47C0F26C
9,9000.0,48,00000000,00000000,47C2C476
9,9000.0,49,00000000,00000000,47C4491D
10,9000.0,1,00000000,00000000,459C4000
10,9000.0,2,00000000,00000000,45EE9B40
10,9000.0,3,00000000,00000000,46202EB0
10,9000.0,4,00000000,00000000,4648C210
10,9000.0,5,00000000,00000000,467106C0
10,9000.0,6,00000000,00000000,468C7DC8
10,9000.0,7,00000000,00000000,46A04FA4
10,9000.0,8,00000000,00000000,46B3F860
10,9000.0,9,00000000,00000000,46C77754
10,9000.0,10,00000000,00000000,46DACBE0
10,9000.0,11,00000000,00000000,46EDF550
10,9000.0,12,00000000,00000000,47007974
10,9000.0,13,00000000,00000000,4709E1F6
10,9000.0,14,00000000,00000000,471333CA
10,9000.0,15,00000000,00000000,471C6E89
10,9000.0,16,00000000,00000000,472591C4
10,9000.0,17,00000000,00000000,472E9D0C
10,9000.0,18,00000000,00000000,47378FE4
10,9000.0,19,00000000,00000000,474069D0
10,9000.0,20,00000000,00000000,47492A4A
10,9000.0,21,00000000,00000000,4751D0C6
10,9000.0,22,00000000,00000000,475A5CB1
10,9000.0,23,00000000,00000000,4762CD6E
10,9000.0,24,00000000,00000000,476B2254
10,9000.0,25,00000000,00000000,47735AB4
10,9000.0,26,00000000,00000000,477B75D0
10,9000.0,27,00000000,00000000,4781B970
10,9000.0,28,00000000,00000000,4785A886
10,9000.0,29,00000000,00000000,478987B5
10,9000.0,30,00000000,00000000,478D5682
10,9000.0,31,00000000,00000000,47911463
10,9000.0,32,00000000,00000000,4794C0C7
10,9000.0,33,00000000,00000000,47985B0D
10,9000.0,34,00000000,00000000,479BE286
10,9000.0,35,00000000,00000000,479F5670
10,9000.0,36,00000000,00000000,47A2B5F3
10,9000.0,37,00000000,00000000,47A60021
10,9000.0,38,00000000,00000000,47A933EB
10,9000.0,39,00000000,00000000,47AC501F
10,9000.0,40,00000000,00000000,47AF535C
10,9000.0,41,00000000,00000000,47B23C0A
10,9000.0,42,00000000,00000000,47B50844
10,9000.0,43,00000000,00000000,47B7B5C4
10,9000.0,44,00000000,00000000,47BA41BE
10,9000.0,45,00000000,00000000,47BCA8A3
10,9000.0,46,00000000,00000000,47BEE5BD
10,9000.0,47,00000000,00000000,47C0F26C
10,9000.0,48,00000000,00000000,47C2C476
10,9000.0,49,00000000,00000000,47C4491D
11,9000.0,1,00000000,00000000,459C4000
11,9000.0,2,00000000,00000000,45EE9B40
11,9000.0,3,00000000,00000000,46202EB0
11,9000.0,4,00000000,00000000,4648C210
11,9000.0,5,00000000,00000000,467106C0
11,9000.0,6,00000000,00000000,468C7DC8
11,9000.0,7,00000000,00000000,46A04FA4
11,9000.0,8,00000000,00000000,46B3F860
11,9000.0,9,00000000,00000000,46C77754
11,9000.0,10,00000000,00000000,46DACBE0
11,9000.0,11,00000000,00000000,46EDF550
11,9000.0,12,00000000,00000000,47007974
11,9000.0,13,00000000,00000000,4709E1F6
11,9000.0,14,00000000,00000000,471333CA
11,9000.0,15,00000000,00000000,471C6E89
11,9000.0,16,00000000,00000000,472591C4
11,9000.0,17,00000000,00000000,472E9D0C
11,9000.0,18,00000000,00000000,47378FE4
11,9000.0,19,00000000,00000000,474069D0
11,9000.0,20,00000000,00000000,47492A4A
11,9000.0,21,00000000,00000000,4751D0C6
11,9000.0,22,00000000,00000000,475A5CB1
11,9000.0,23,00000000,00000000,4762CD6E
11,9000.0,24,00000000,00000000,476B2254
11,9000.0,25,00000000,00000000,47735AB4
11,9000.0,26,00000000,00000000,477B75D0
11,9000.0,27,00000000,00000000,4781B970
11,9000.0,28,00000000,00000000,4785A886
11,9000.0,29,00000000,00000000,478987B5
11,9000.0,30,00000000,00000000,478D5682
11,9000.0,31,00000000,00000000,47911463
11,9000.0,32,00000000,00000000,4794C0C7
11,9000.0,33,00000000,00000000,47985B0D
11,9000.0,34,00000000,00000000,479BE286
11,9000.0,35,00000000,00000000,479F5670
11,9000.0,36,00000000,00000000,47A2B5F3
11,9000.0,37,3B5A49CC,00000000,47A60021
11,9000.0,38,3BBC2DF4,00000000,47A933EB
11,9000.0,39,3BB6901C,00000000,47AC501F
11,9000.0,40,3BB09582,00000000,47AF535C
11,9000.0,41,3BAA667B,00000000,47B23C0A
11,9000.0,42,3BA41A4B,00000000,47B50844
11,9000.0,43,3B9DC5C4,00000000,47B7B5C4
11,9000.0,44,3B977FEF,00000000,47BA41BE
11,9000.0,45,3B91623B,00000000,47BCA8A3
11,9000.0,46,3B8B8920,00000000,47BEE5BD
11,9000.0,47,3B8B8920,00000000,47C0F26C
11,9000.0,48,3B216EE5,00000000,47C2C476
11,9000.0,49,3A7D5103,00000000,47C4491D
12,9000.0,1,00000000,00000000,459C4000
12,9000.0,2,00000000,00000000,45EE9B40
12,9000.0,3,00000000,00000000,46202EB0
12,9000.0,4,00000000,00000000,4648C210
12,9000.0,5,00000000,00000000,467106C0
12,9000.0,6,00000000,00000000,468C7DC8
12,9000.0,7,00000000,00000000,46A04FA4
12,9000.0,8,00000000,00000000,46B3F860
12,9000.0,9,00000000,00000000,46C77754
12,9000.0,10,00000000,00000000,46DACBE0
12,9000.0,11,00000000,00000000,46EDF550
12,9000.0,12,00000000,00000000,47007974
12,9000.0,13,00000000,00000000,4709E1F6
12,9000.0,14,00000000,00000000,471333CA
12,9000.0,15,00000000,00000000,471C6E89
12,9000.0,16,00000000,00000000,472591C4
12,9000.0,17,00000000,00000000,472E9D0C
12,9000.0,18,00000000,00000000,47378FE4
12,9000.0,19,00000000,00000000,474069D0
12,9000.0,20,00000000,00000000,47492A4A
12,9000.0,21,00000000,00000000,4751D0C6
12,9000.0,22,00000000,00000000,475A5CB1
12,9000.0,23,00000000,00000000,4762CD6E
12,9000.0,24,00000000,00000000,476B2254
12,9000.0,25,00000000,00000000,47735AB4
12,9000.0,26,00000000,00000000,477B75D0
12,9000.0,27,00000000,00000000,4781B970
12,9000.0,28,00000000,00000000,4785A886
12,9000.0,29,00000000,00000000,478987B5
12,9000.0,30,00000000,00000000,478D5682
12,9000.0,31,00000000,00000000,47911463
12,9000.0,32,00000000,00000000,4794C0C7
12,9000.0,33,00000000,00000000,47985B0D
12,9000.0,34,00000000,00000000,479BE286
12,9000.0,35,00000000,00000000,479F5670
12,9000.0,36,00000000,00000000,47A2B5F3
12,9000.0,37,00000000,00000000,47A60021
12,9000.0,38,00000000,00000000,47A933EB
12,9000.0,39,00000000,00000000,47AC501F
12,9000.0,40,00000000,00000000,47AF535C
12,9000.0,41,00000000,00000000,47B23C0A
12,9000.0,42,00000000,00000000,47B50844
12,9000.0,43,00000000,00000000,47B7B5C4
12,9000.0,44,00000000,00000000,47BA41BE
12,9000.0,45,00000000,00000000,47BCA8A3
12,9000.0,46,00000000,00000000,47BEE5BD
12,9000.0,47,00000000,00000000,47C0F26C
12,9000.0,48,00000000,00000000,47C2C476
12,9000.0,49,00000000,00000000,47C4491D
13,9000.0,1,00000000,00000000,459C4000
13,9000.0,2,00000000,00000000,45EE9B40
13,9000.0,3,00000000,00000000,46202EB0
13,9000.0,4,00000000,00000000,4648C210
13,9000.0,5,00000000,00000000,467106C0
13,9000.0,6,00000000,00000000,468C7DC8
13,9000.0,7,00000000,00000000,46A04FA4
13,9000.0,8,00000000,00000000,46B3F860
13,9000.0,9,00000000,00000000,46C77754
13,9000.0,10,00000000,00000000,46DACBE0
13,9000.0,11,00000000,00000000,46EDF550
13,9000.0,12,00000000,00000000,47007974
13,9000.0,13,00000000,00000000,4709E1F6
13,9000.0,14,00000000,00000000,471333CA
13,9000.0,15,00000000,00000000,471C6E89
13,9000.0,16,00000000,00000000,472591C4
13,9000.0,17,00000000,00000000,472E9D0C
13,9000.0,18,00000000,00000000,47378FE4
13,9000.0,19,00000000,00000000,474069D0
13,9000.0,20,00000000,00000000,47492A4A
13,9000.0,21,00000000,00000000,4751D0C6
13,9000.0,22,00000000,00000000,475A5CB1
13,9000.0,23,00000000,00000000,4762CD6E
13,9000.0,24,00000000,00000000,476B2254
13,9000.0,25,00000000,00000000,47735AB4
13,9000.0,26,00000000,00000000,477B75D0
13,9000.0,27,00000000,00000000,4781B970
13,9000.0,28,00000000,00000000,4785A886
13,9000.0,29,00000000,00000000,478987B5
13,9000.0,30,00000000,00000000,478D5682
13,9000.0,31,00000000,00000000,47911463
13,9000.0,32,00000000,00000000,4794C0C7
13,9000.0,33,00000000,00000000,47985B0D
13,9000.0,34,00000000,00000000,479BE286
13,9000.0,35,00000000,00000000,479F5670
13,9000.0,36,00000000,00000000,47A2B5F3
13,9000.0,37,00000000,00000000,47A60021
13,9000.0,38,00000000,00000000,47A933EB
13,9000.0,39,00000000,00000000,47AC501F
13,9000.0,40,00000000,00000000,47AF535C
13,9000.0,41,00000000,00000000,47B23C0A
13,9000.0,42,00000000,00000000,47B50844
13,9000.0,43,00000000,00000000,47B7B5C4
13,9000.0,44,00000000,00000000,47BA41BE
13,9000.0,45,00000000,00000000,47BCA8A3
13,9000.0,46,00000000,00000000,47BEE5BD
13,9000.0,47,00000000,00000000,47C0F26C
13,9000.0,48,00000000,00000000,47C2C476
13,9000.0,49,00000000,00000000,47C4491D
14,9000.0,1,00000000,00000000,459C4000
14,9000.0,2,00000000,00000000,45EE9B40
14,9000.0,3,00000000,00000000,46202EB0
14,9000.0,4,00000000,00000000,4648C210
14,9000.0,5,00000000,00000000,467106C0
14,9000.0,6,00000000,00000000,468C7DC8
14,9000.0,7,00000000,00000000,46A04FA4
14,9000.0,8,00000000,00000000,46B3F860
14,9000.0,9,00000000,00000000,46C77754
14,9000.0,10,00000000,00000000,46DACBE0
14,9000.0,11,00000000,00000000,46EDF550
14,9000.0,12,00000000,00000000,47007974
14,9000.0,13,00000000,00000000,4709E1F6
14,9000.0,14,00000000,00000000,471333CA
14,9000.0,15,00000000,00000000,471C6E89
14,9000.0,16,00000000,00000000,472591C4
14,9000.0,17,00000000,00000000,472E9D0C
