case,dx,k,pten,pqen,pqsen,ptenh,pqenh,paph,pap,pgeoh,pmfu,pmfd,pmfus,pmfds,pmfuq,pmfdq,pmful,pdmfup,pdmfdp,plglac_in,plude_in,pmfdde_rate_in
11,27000.0,4,435AE07A,37D4F799,38CBCFB9,4359EF62,388620BE,4648C210,465CE468,4816ACF1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,5,43617403,3841730E,3945D9F0,43605CA1,38E01479,467106C0,46828094,480B760A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,6,436741CE,389E09BD,39AB85F4,4366107D,392A0010,468C7DC8,469666B6,4801C4BF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,7,436C7575,38EF0DEB,3A08DA3E,436B2E9C,396FCD7A,46A04FA4,46AA2402,47F26DCE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,8,43712D2A,392A9045,3A4CFDAB,436FD30A,399FF435,46B3F860,46BDB7DA,47E31876,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,9,43757EC2,3968956F,3A9216EC,4374136B,39CC6508,46C77754,46D1219A,47D5307C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,10,43797A92,399E0BA7,3AC8142E,43780079,39FC9AE8,46DACBE0,46E46098,47C87582,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,11,437D2D28,39E27591,3B05163F,437BA67A,3A1AFBA8,46EDF550,46F7741C,47BCB766,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,12,43805033,3A1B68DF,3B2D61CC,437F0D00,3A455A5C,47007974,47052DB5,47B1D11E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,13,4381EE19,3A4E13DF,3B5CDE13,438120F0,3A75F013,4709E1F6,470E8AE0,47A7A594,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,14,4383737E,3A84D3A5,3B898323,4382A5C0,3A969A66,471333CA,4717D12A,479E1D78,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,15,4384E308,3AA73BAC,3BA77399,43841746,3AB5DD79,471C6E89,47210026,479525D4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,16,43863EF2,3ACE61EF,3BC793B8,43857750,3AD90544,472591C4,472A1768,478CAF01,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,17,43878916,3AFA5B81,3BE9070C,4386C763,3B002344,472E9D0C,47331678,4784ABEC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,18,4388C30F,3B159AB0,3C05685F,438808CC,3B15E12A,47378FE4,473BFCDA,477A2328,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,19,4389EE39,3B3079A2,3C16D6DC,438939FB,3B2DA988,474069D0,4744CA0D,476BAD26,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,20,438B0BC3,3B4DC8CC,3C292A35,438A5B59,3B4842C2,47492A4A,474D7D88,475DE5BF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,21,438C1CB2,3B6D8279,3C3C553F,438B704B,3B653B04,4751D0C6,475616BC,4750BF07,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,22,438D21EB,3B87CED1,3C504A8D,438C79A9,3B824844,475A5CB1,475E9510,47442CE8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,23,438E1C38,3B9A0722,3C64FC86,438D7830,3B931EAD,4762CD6E,4766F7E1,473824D7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,24,438F0C4A,3BAD6298,3C7A5D3F,438E6C87,3BA51BBC,476B2254,476F3E84,472C9D95,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,25,438FF2BA,3BC0BB07,3C882F12,438F5745,3BB83916,47735AB4,47776842,47218EF9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,26,4390D010,3BD0E57C,3C937839,439038EC,3BCB512F,477B75D0,477F7458,4716F1E1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,27,4391A4C6,3BE17754,3C9F02B0,439111EF,3BDB3964,4781B970,4783B0FB,470CC022,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,28,43927146,3BF2662F,3CAAC6C0,4391E2B9,3BEB87D4,4785A886,4787981E,4702F41D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,29,439335F3,3C01D403,3CB6BD13,4392ABA5,3BFC3287,478987B5,478B6F1C,46F311B3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,30,4393F31E,3C0A98D6,3CC2DD83,43936D0C,3C0697DB,478D5682,478F3572,46E0F3D0,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,31,4394A914,3C137C2D,3CCF205E,43942733,3C0F3A24,47911463,4792EA95,46CF86DA,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,32,43955814,3C1C7826,3CDB7D46,4394DA60,3C17FAEB,4794C0C7,47968DEA,46BEC3EE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,33,43960057,3C2586D4,3CE7EBE5,439586C8,3C20D41E,47985B0D,479A1ECA,46AEA51A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,34,4396A20B,3C2EA1D7,3CF46358,43962C9F,3C29BFFC,479BE286,479D9C7B,469F253B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,35,43973D58,3C37C29B,3D006D4C,4396CC0F,3C32B823,479F5670,47A10632,46903FF8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,36,4397D25B,3C40E1FA,3D06A3F8,439787DA,3C3C524A,47A2B5F3,47A45B0A,4681F1BF,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,37030508,00000000
11,27000.0,37,43925BB4,3C6BB4D2,3C88614B,43951708,3C564B66,47A60021,47A79A06,46686F70,3BD726B1,00000000,44FE1A60,00000000,38F1B40A,00000000,37030508,3542D9A8,00000000,00000000,36D75BF4,00000000
11,27000.0,38,4392DF31,3C7F4B56,3C8EB57F,43928676,3C6ED058,47A933EB,47AAC205,464F21B2,3C39799F,00000000,455A9253,00000000,39589881,00000000,374DD7C8,35A59926,00000000,00000000,35525EAE,00000000
11,27000.0,39,43935CD3,3C898DE5,3C94F87E,43930795,3C812607,47AC501F,47ADD1BE,4636E858,3C33F071,00000000,455392BA,00000000,39597E0F,00000000,37325CC6,359DF8EC,00000000,00000000,352991B1,00000000
11,27000.0,40,4393D48A,3C9083DF,3C9B22D0,439382F0,3C8B004C,47AF535C,47B0C7B3,461FC317,3C2E0BD6,00000000,454C2CE6,00000000,3958C101,00000000,3715964F,3593E4B5,00000000,00000000,350F1855,00000000
11,27000.0,41,4394463E,3C9628FD,3CA12C7D,4393F870,3C91E7A0,47B23C0A,47B3A227,4609B4E1,3C27F38F,00000000,4544956F,00000000,3956F354,00000000,36F47688,358A2074,00000000,00000000,34F0CBA1,00000000
11,27000.0,42,4394B1C7,3C9BA7BE,3CA70C84,439467F8,3C977D49,47B50844,47B65F04,45E98497,3C21BE8A,00000000,453CE919,00000000,395453ED,00000000,36C29D54,3582BBE1,00000000,00000000,34C1BC7A,00000000
11,27000.0,43,439516EC,3CA0F6A3,3CACB8C2,4394D15B,3C9CEBA9,47B7B5C4,47B8FBC1,45C1E4CB,3C1B814E,00000000,45353F51,00000000,3950F523,00000000,3695DA7E,357C3F03,00000000,00000000,349380E0,00000000
11,27000.0,44,43957553,3CA609F3,3CB224D5,43953459,3CA2291B,47BA41BE,47BB7530,459CA02E,3C15528D,00000000,452DB1EE,00000000,394CF025,00000000,365D3F1D,3572658C,00000000,00000000,344F9FA6,00000000
11,27000.0,45,4395CC77,3CAAD321,3CB74134,4395908F,3CA72989,47BCA8A3,47BDC730,4573AF2C,3C0F4B59,00000000,45265D83,00000000,39486607,00000000,36195784,34E400DC,00000000,00000000,33AB7962,00000000
11,27000.0,46,43961B8A,3CAF3EA8,3CBBF91E,4395E569,3CABDDD9,47BEE5BD,47BFEC14,45337804,3C0987C2,00000000,451F6224,00000000,39438105,00000000,357E6099,00000000,00000000,00000000,00000000,00000000
11,27000.0,47,43966139,3CB32FE1,3CC02E29,43963206,3CB031B6,47C0F26C,47C1DB71,44F2647A,3C0987C2,00000000,451F3C3E,00000000,39447F60,00000000,2EB8970D,00000000,00000000,00000000,00000000,00000000
11,27000.0,48,43969AF0,3CB67400,3CC3AA28,43969592,3CB32FE1,47C2C476,47C386CA,448BB0AF,3B9F1CF7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
11,27000.0,49,4396C000,3CB8697E,3CC5C0E4,4396A428,3CB8697E,47C4491D,47C4C68E,43DA7F09,3AF9AD08,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,1,434E8000,37C21422,3824B64C,434E8000,37C21422,459C4000,45C56DA0,484C46A6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,2,434E8000,378917C1,37E8B400,435A9B91,392543E0,45EE9B40,460BBE28,4833C5ED,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,3,435112A6,379678CB,3802D6B4,43570ACA,389121A2,46202EB0,46347860,4822B851,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,4,43589A4E,38217E9E,3897183E,4357B4A6,386F55F4,4648C210,465CE468,48157D3F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,5,435F1C60,38943D04,39140DAE,435E152A,38D36C29,467106C0,46828094,480A6427,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,6,4364DAC5,38F44B10,39815A92,4363BE80,3928A812,468C7DC8,469666B6,4800CC99,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,7,436A00A5,393A1991,39CFC901,4368D36A,397922B6,46A04FA4,46AA2402,47F0AAE6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,8,436EABE0,398599F5,3A1C8405,436D6F43,39AD7A56,46B3F860,46BDB7DA,47E17E2E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,9,4372F212,39B72837,3A6036AD,4371A725,39E6C631,46C77754,46D1219A,47D3BAFC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,10,4376E369,3A01E4C5,3A9A3A48,43758B8F,3A141112,46DACBE0,46E46098,47C7219A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,11,437A8C5B,3A44990F,3ACD4574,43792956,3A4187B7,46EDF550,46F7741C,47BB825A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,12,437DF6B0,3A8C7533,3B059B26,437C88EF,3A859EF6,47007974,47052DB5,47B0B881,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,13,4380951E,3AC01DF3,3B2AA7AD,437FB2CF,3AB3351D,4709E1F6,470E8AE0,47A6A73A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,14,438216B1,3AFDDBB7,3B55A537,43815880,3AE98E11,471333CA,4717D12A,479D376E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,15,438382B2,3B2313BE,3B830EE2,4382C452,3B14A0D4,471C6E89,47210026,4794564D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,16,4384DB55,3B4CB026,3B9DA5CC,43841ECE,3B396B7E,472591C4,472A1768,478BF456,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,17,43862273,3B7BE5CC,3BBA0ED2,43856988,3B63601C,472E9D0C,47331678,4784048E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,18,438759A2,3B98662A,3BD79FEA,4386A5CA,3B8954B8,47378FE4,473BFCDA,4778F81C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,19,4388823A,3BB5B7D3,3BF590D2,4387D4BD,3BA3B204,474069D0,4744CA0D,476AA304,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,20,43899D6A,3BD5E966,3C0A06A9,4388F5FB,3BC0BAF7,47492A4A,474D7D88,475CF9E1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,21,438AAC33,3BF8F6EE,3C1A02A1,438A0813,3BE0D286,4751D0C6,475616BC,474FEEE4,3D109FA5,00000000,46362F65,00000000,398CA628,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,22,438BAF7B,3C0F6C5F,3C2AB29D,438B0ED0,3C01DF70,475A5CB1,475E9510,47437611,3D109FA5,00000000,46362F66,00000000,398CA628,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,23,438CA807,3C23C125,3C3C0BA5,438C0AF2,3C14BC9C,4762CD6E,4766F7E1,473784F3,3D0F5307,00000000,4633F3CD,00000000,39A0981A,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,24,438D9687,3C3971BD,3C4E02BB,438CFD1F,3C28FB1F,476B2254,476F3E84,472C125F,3D0D47C1,00000000,4630D2DA,00000000,39B4BE8F,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,25,438E7B8C,3C4C0DAE,3C608B6F,438DE5EA,3C3E937B,47735AB4,47776842,4721163E,3D0A8D97,00000000,462CE1C7,00000000,39C8BBC2,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,26,438F5782,3C5256E8,3C73966A,438EC5CB,3C51155C,477B75D0,477F7458,471689E7,3D0739D4,00000000,46283C57,00000000,39D7929E,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,27,43902AE1,3C57C211,3C838B61,438F9D16,3C57426F,4781B970,4783B0FB,470C685C,3D036769,00000000,462304ED,00000000,39D7EEE0,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,28,4390F612,3C5C496C,3C8D7F93,43906C37,3C5C9067,4785A886,4787981E,4702AC1E,3CFE2B31,00000000,461D3B55,00000000,39D636F4,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,29,4391B973,3C5FE93D,3C97A107,4391338D,3C60F9BC,478987B5,478B6F1C,46F2A0A3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,30,43927556,3C629FAA,3CA1E8C6,4391F363,3C647AD3,478D5682,478F3572,46E0A146,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,31,43932A03,3C646C9E,3CAC4FA3,4392AC06,3C6711F4,47911463,4792EA95,46CF529A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,32,4393D7BB,3C655224,3CB6CE70,43935DB2,3C68BF2C,4794C0C7,47968DEA,46BEADE2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,33,43947EB4,3C6553CB,3CC15D8B,439408A0,3C69848E,47985B0D,479A1ECA,46AEAD4C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,34,43951F1C,3C6476F8,3CCBF52B,4394ACFF,3C6965C7,479BE286,479D9C7B,469F4BCE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,35,4395B91A,3C62C2F1,3CD68D37,43954AF7,3C686822,479F5670,47A10632,46908520,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,36,43964CCC,3C6040B5,3CE11D2C,4395E2A8,3C6692EB,47A2B5F3,47A45B0A,468255BB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,37,4396DA49,3C5CFB51,3CEB9C38,4396742D,3C63EF0F,47A60021,47A79A06,4669759A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,38,4397619C,3C58FF6C,3CF6008D,4396FF96,3C60879B,47A933EB,47AAC205,464F64A9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,39,4397E2CB,3C545C4E,3D002026,439784EB,3C5C6902,47AC501F,47ADD1BE,4636762B,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,40,4393D9CA,3BFBCB75,3C9B86F8,4398042E,3C57A27A,47AF535C,47B0C7B3,461EA98A,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,41,43944AC7,3C02D1E8,3CA185CC,4393FD85,3C00A830,47B23C0A,47B3A227,4608BD3C,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,42,4394B59E,3C079CE1,3CA75A64,43946C59,3C05756E,47B50844,47B65F04,45E7D886,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,43,43951A13,3C0C3E0F,3CACFA80,4394D50E,3C0A1FBF,47B7B5C4,47B8FBC1,45C07AE6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,44,439577D1,3C10AB73,3CB25A23,4395375E,3C0E9E05,47BA41BE,47BB7530,459B76E4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,45,4395CE53,3C14D82B,3CB769E9,439592ED,3C12E5B3,47BCA8A3,47BDC730,4571D966,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,46,43961CD0,3C18B34D,3CBC1599,4395E728,3C16E8E9,47BEE5BD,47BFEC14,45321920,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,47,439661F6,3C1C23A8,3CC03EF6,43963330,3C1A94F3,47C0F26C,47C1DB71,44F084A4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,48,43969B3B,3C1EFD0F,3CC3B0EE,439695E9,3C1C23A8,47C2C476,47C386CA,448A9949,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
12,27000.0,49,4396C000,3C20B214,3CC5C0E4,4396A460,3C20B214,47C4491D,47C4C68E,43D8C6DC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,1,434F8000,3801CF73,383EA2A0,434F8000,3801CF73,459C4000,45C56DA0,484D0801,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,2,434F8000,37B763C6,3806A9D4,435B9DE1,39407E88,45EE9B40,460BBE28,483468E1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,3,4351B99E,37BF7B01,380F99EF,43581022,38AC67F0,46202EB0,46347860,4823461D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,4,4359474E,384CB1F7,38A542A4,43585E78,388938FD,4648C210,465CE468,48160078,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,5,435FCE96,38BB4D84,39217BA0,435EC2E5,38F3FF12,467106C0,46828094,480ADE7D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,6,43659199,3919F02E,398CC2EF,43646F73,3943A7F4,468C7DC8,469666B6,48013F40,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,7,436ABB9F,396A0792,39E1AAA7,43698733,399129C6,46A04FA4,46AA2402,47F18297,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,8,436F6AA1,39A7B2F8,3A29B29A,436E25A7,39CAFE36,46B3F860,46BDB7DA,47E249A3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,9,4373B44E,39E58877,3A72BD17,43726021,3A078C72,46C77754,46D1219A,47D47B4D,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,10,4377A8DD,3A1E7D44,3AA6C095,43764721,3A2E9910,46DACBE0,46E46098,47C7D7AB,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,11,437B54D0,3A6799C9,3ADDCD52,4379E79A,3A619886,46EDF550,46F7741C,47BC2EEE,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,12,437EC1F7,3AA157F6,3B1073EC,437D4906,3A9917EA,47007974,47052DB5,47B15C39,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,13,4380FC16,3AD8838D,3B386D4D,43803B15,3ACA061C,4709E1F6,470E8AE0,47A742A3,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,14,43827EEA,3B0CEB72,3B6697B2,4381BBEC,3B01E52C,471333CA,4717D12A,479DCB01,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,15,4383EC1E,3B32DF55,3B8D2F1B,43832982,3B237996,471C6E89,47210026,4794E278,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,16,438545E3,3B5E466D,3BA96A10,438485C3,3B4A000B,472591C4,472A1768,478C7977,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,17,43868E17,3B879F22,3BC75E99,4385D235,3B75AB79,472E9D0C,47331678,478482FC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,18,4387C64F,3BA2EC84,3BE64A3D,43871028,3B935097,47378FE4,473BFCDA,4779E82E,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,19,4388EFE6,3BC10F3E,3C02B418,438840A5,3BAE7716,474069D0,4744CA0D,476B86DC,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,20,438A0C09,3BE20679,3C12D783,438961B1,3BCC599E,47492A4A,474D7D88,475DD200,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,21,438B1BBE,3C02E67E,3C23C261,438A74DF,3BED328F,4751D0C6,475616BC,4750BBC6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,22,438C1FE6,3C162C6B,3C356956,438B7CAC,3C0869AF,475A5CB1,475E9510,47443825,3D0F34EF,00000000,463463CF,00000000,39A803BA,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,23,438D194B,3C2ACE67,3C47C12F,438C79D1,3C1B99CD,4762CD6E,4766F7E1,47383CA3,3D0F34EF,00000000,463463CF,00000000,39A803BA,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,24,438E089D,3C40C3E1,3C5ABE46,438D6CF6,3C302396,476B2254,476F3E84,472CC010,3D0D3073,00000000,463148E1,00000000,39BC6804,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,25,438EEE6D,3C549BE3,3C6E537B,438E56B0,3C45FF00,47735AB4,47776842,4721BA4D,3D0A7C75,00000000,462D5C52,00000000,39D08E9D,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,26,438FCB28,3C5B4916,3C813859,438F3777,3C59BB4F,477B75D0,477F7458,47172496,3D072CF3,00000000,4628B85D,00000000,39E08713,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,27,43909F45,3C611559,3C8B841A,43900FA0,3C604AEA,4781B970,4783B0FB,470CF9FC,3D035F4D,00000000,46238292,00000000,39E11011,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,28,43916B2D,3C65FAC2,3C9605F5,4390DF97,3C65F883,4785A886,4787981E,47033500,3CFE2375,00000000,461DB96C,00000000,39DF725B,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,29,43922F3F,3C69F591,3CA0B6E1,4391A7B7,3C6ABE90,478987B5,478B6F1C,46F3A185,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,30,4392EBCD,3C6D03CF,3CAB8F83,43926853,3C6E9963,478D5682,478F3572,46E191D9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,31,4393A120,3C6F2567,3CB6885E,439321B1,3C718733,47911463,4792EA95,46D0336F,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
13,27000.0,32,43944F77,3C705C10,3CC199C8,4393D413,3C73880B,4794C0C7,47968DEA,46BF7F82,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
