case,dx,k,ptd,pqd,pud,pvd,pmfd,pmfds,pmfdq,pdmfdp
4,4500.0,17,43821B88,3B059F74,4193F188,00000000,00000000,00000000,00000000,00000000
4,4500.0,18,43834B3E,3B214824,418DD1B4,00000000,00000000,00000000,00000000,00000000
4,4500.0,19,43846DD3,3B4017F5,4187FE96,00000000,00000000,00000000,00000000,00000000
4,4500.0,20,43858448,3B621E1B,418271B3,00000000,00000000,00000000,00000000,00000000
4,4500.0,21,43868F78,3B83B1B6,417A4ADF,00000000,00000000,00000000,00000000,00000000
4,4500.0,22,43879027,3B97F4D4,417029D8,00000000,00000000,00000000,00000000,00000000
4,4500.0,23,438886BE,3BADCD2C,416677D0,00000000,00000000,00000000,00000000,00000000
4,4500.0,24,4389719C,3BC55ADA,415D2D53,00000000,00000000,00000000,00000000,00000000
4,4500.0,25,438A52B7,3BDE95A1,415443CE,00000000,00000000,00000000,00000000,00000000
4,4500.0,26,438B2B2E,3BF705DD,414BB58E,00000000,00000000,00000000,00000000,00000000
4,4500.0,27,438BFB6F,3C071BD5,41437D8A,00000000,00000000,00000000,00000000,00000000
4,4500.0,28,438CC3DF,3C1321FE,413B973E,00000000,00000000,00000000,00000000,00000000
4,4500.0,29,438D84D8,3C1F8DE1,4133FEA4,00000000,00000000,00000000,00000000,00000000
4,4500.0,30,438E3EA9,3C2C57D6,412CB030,00000000,00000000,00000000,00000000,00000000
4,4500.0,31,438EF197,3C397739,4125A8C4,00000000,00000000,00000000,00000000,00000000
4,4500.0,32,438F9DDF,3C46E33D,411EE59D,00000000,00000000,00000000,00000000,00000000
4,4500.0,33,439043B8,3C549241,41186459,00000000,00000000,00000000,00000000,00000000
4,4500.0,34,4390E34E,3C627A00,411222E8,00000000,00000000,00000000,00000000,00000000
4,4500.0,35,43917CC9,3C708FE2,410C1F8D,00000000,00000000,00000000,00000000,00000000
4,4500.0,36,43921045,3C7EC806,410658DC,00000000,00000000,00000000,00000000,00000000
4,4500.0,37,43929DDA,3C868B09,4100CDB4,00000000,00000000,00000000,00000000,00000000
4,4500.0,38,43932599,3C8DB64D,40F6FA98,00000000,00000000,00000000,00000000,00000000
4,4500.0,39,4393A787,3C94DE91,40ECCE5E,00000000,00000000,00000000,00000000,00000000
4,4500.0,40,439423A2,3C9BFBD8,40E31695,00000000,00000000,00000000,00000000,00000000
4,4500.0,41,439499D9,3CA28B75,40D9D402,00000000,00000000,00000000,00000000,00000000
4,4500.0,42,43950A11,3CA8BE47,40D10866,00000000,00000000,00000000,00000000,00000000
4,4500.0,43,4395741E,3CAEC59D,40C8B6BA,00000000,00000000,00000000,00000000,00000000
4,4500.0,44,4395D7BB,3CB49661,40C0E399,00000000,00000000,00000000,00000000,00000000
4,4500.0,45,43963488,3CBA2398,40B995EB,00000000,00000000,00000000,00000000,B78912E8
4,4500.0,46,43966AEE,3CC41A7C,40B2D7FE,00000000,BE244DFA,C73F36D2,BB7BB966,00000000
4,4500.0,47,4396D70F,3CC42A94,40ACB9BB,00000000,00000000,00000000,00000000,00000000
4,4500.0,48,43973BB7,3CC79134,40A75573,00000000,00000000,00000000,00000000,00000000
4,4500.0,49,43974A64,3CCD5B59,40A2DE29,00000000,00000000,00000000,00000000,00000000
5,4500.0,1,43470000,3704242C,42267973,00000000,00000000,00000000,00000000,00000000
5,4500.0,2,4352E5C4,386D05D0,42267973,00000000,00000000,00000000,00000000,00000000
5,4500.0,3,434F52EE,37C9A092,4218C04E,00000000,00000000,00000000,00000000,00000000
5,4500.0,4,43526A7D,37EC431B,420DF9F4,00000000,00000000,00000000,00000000,00000000
5,4500.0,5,4358A9DB,3857BF9E,4204F03E,00000000,00000000,00000000,00000000,00000000
5,4500.0,6,435E3772,38B143C0,41FA410F,00000000,00000000,00000000,00000000,00000000
5,4500.0,7,43633482,39067357,41EC7768,00000000,00000000,00000000,00000000,00000000
5,4500.0,8,4367BAF6,393FC471,41E01BEE,00000000,00000000,00000000,00000000,00000000
5,4500.0,9,436BDEDD,39824E12,41D4E6EA,00000000,00000000,00000000,00000000,00000000
5,4500.0,10,436FAFD9,39AA636C,41CAA47B,00000000,00000000,00000000,00000000,00000000
5,4500.0,11,43733A42,39E9B55A,41C12DCF,00000000,00000000,00000000,00000000,00000000
5,4500.0,12,437687F6,3A1FB765,41B86510,00000000,00000000,00000000,00000000,00000000
5,4500.0,13,4379A0E8,3A540B7B,41B032C9,00000000,00000000,00000000,00000000,00000000
5,4500.0,14,437C8A01,3A89A251,41A88431,00000000,00000000,00000000,00000000,00000000
5,4500.0,15,437F496C,3AAEED8B,41A149FA,00000000,00000000,00000000,00000000,00000000
5,4500.0,16,4380F2D1,3AD9D24D,419A778A,00000000,00000000,00000000,00000000,00000000
5,4500.0,17,43823123,3B0545A2,41940254,00000000,00000000,00000000,00000000,00000000
5,4500.0,18,43836120,3B20A61F,418DE175,00000000,00000000,00000000,00000000,00000000
5,4500.0,19,438483FE,3B3F1FBC,41880D5C,00000000,00000000,00000000,00000000,00000000
5,4500.0,20,43859AB9,3B60C127,41827F8B,00000000,00000000,00000000,00000000,00000000
5,4500.0,21,4386A630,3B82C98C,417A64CA,00000000,00000000,00000000,00000000,00000000
5,4500.0,22,4387A721,3B96CAF8,41704216,00000000,00000000,00000000,00000000,00000000
5,4500.0,23,43889DE2,3BAC5718,41668E77,00000000,00000000,00000000,00000000,00000000
5,4500.0,24,438988B6,3BC39A80,415D4278,00000000,00000000,00000000,00000000,00000000
5,4500.0,25,438A69FB,3BDC7DC0,41545783,00000000,00000000,00000000,00000000,00000000
5,4500.0,26,438B429C,3BF4B00A,414BC7E6,00000000,00000000,00000000,00000000,00000000
5,4500.0,27,438C1304,3C05D731,41438E96,00000000,00000000,00000000,00000000,00000000
5,4500.0,28,438CDB98,3C11C304,413BA70A,00000000,00000000,00000000,00000000,00000000
5,4500.0,29,438D9CB5,3C1E142A,41340D41,00000000,00000000,00000000,00000000,00000000
5,4500.0,30,438E56A8,3C2AC30B,412CBDA9,00000000,00000000,00000000,00000000,00000000
5,4500.0,31,438F09B6,3C37C70A,4125B528,00000000,00000000,00000000,00000000,00000000
5,4500.0,32,438FB61D,3C451774,411EF0F8,00000000,00000000,00000000,00000000,00000000
5,4500.0,33,43905C12,3C52AA9D,41186EB8,00000000,00000000,00000000,00000000,00000000
5,4500.0,34,4390FBC5,3C607699,41122C55,00000000,00000000,00000000,00000000,00000000
5,4500.0,35,43919559,3C6E7098,410C2814,00000000,00000000,00000000,00000000,00000000
5,4500.0,36,439228EE,3C7C8D01,41066088,00000000,00000000,00000000,00000000,00000000
5,4500.0,37,4392B69C,3C855FB8,4100D490,00000000,00000000,00000000,00000000,00000000
5,4500.0,38,43933E72,3C8C7D64,40F706C2,00000000,00000000,00000000,00000000,00000000
5,4500.0,39,4393C075,3C93982C,40ECD90D,00000000,00000000,00000000,00000000,00000000
5,4500.0,40,43943CA5,3C9AA845,40E31FDF,00000000,00000000,00000000,00000000,00000000
5,4500.0,41,4394B2EF,3CA129F1,40D9DBFA,00000000,00000000,00000000,00000000,00000000
5,4500.0,42,4395233A,3CA74DB8,40D10F1E,00000000,00000000,00000000,00000000,00000000
5,4500.0,43,43958D57,3CAD4666,40C8BC48,00000000,00000000,00000000,00000000,B7E08B51
5,4500.0,44,4395CFA8,3CBB1E94,40C0E811,00000000,BE337778,C751803E,BB832DB4,00000000
5,4500.0,45,43964DE0,3CB888AB,40B99961,00000000,00000000,00000000,00000000,00000000
5,4500.0,46,4396A356,3CBDB4BD,40B2DA88,00000000,00000000,00000000,00000000,00000000
5,4500.0,47,4396F082,3CC276F2,40ACBB70,00000000,00000000,00000000,00000000,00000000
5,4500.0,48,4397554B,3CC5D27B,40A7566F,00000000,00000000,00000000,00000000,00000000
5,4500.0,49,439763FA,3CCB8E9B,40A2DE8B,00000000,00000000,00000000,00000000,00000000
6,4500.0,1,435D4000,391DF558,42294F08,00000000,00000000,00000000,00000000,00000000
6,4500.0,2,4368B412,3A59B75E,42294F08,00000000,00000000,00000000,00000000,00000000
6,4500.0,3,4365B3AC,39D7010D,421A0CD8,00000000,00000000,00000000,00000000,00000000
6,4500.0,4,4363E873,3983AD17,420E5B90,00000000,00000000,00000000,00000000,00000000
6,4500.0,5,4362B9C0,3936651E,4204E41D,00000000,00000000,00000000,00000000,00000000
6,4500.0,6,4361E3F5,3908867F,41F9E55F,00000000,00000000,00000000,00000000,00000000
6,4500.0,7,4362D794,390105A1,41EC2179,00000000,00000000,00000000,00000000,00000000
6,4500.0,8,43675C9A,39384D61,41DFCB2A,00000000,00000000,00000000,00000000,00000000
6,4500.0,9,436B7F32,397ACE50,41D49AD5,00000000,00000000,00000000,00000000,00000000
6,4500.0,10,436F4EEF,39A42D62,41CA5CB1,00000000,00000000,00000000,00000000,00000000
6,4500.0,11,4372D828,39E262F9,41C0E9FA,00000000,00000000,00000000,00000000,00000000
6,4500.0,12,437624B3,3A1B0772,41B824EA,00000000,00000000,00000000,00000000,00000000
6,4500.0,13,43793C78,3A4E2B3A,41AFF614,00000000,00000000,00000000,00000000,00000000
6,4500.0,14,437C24CF,3A85ED42,41A84AB7,00000000,00000000,00000000,00000000,00000000
6,4500.0,15,437EE2EE,3AAA7524,41A1138C,00000000,00000000,00000000,00000000,00000000
6,4500.0,16,4380BEDF,3AD4817A,419A43FF,00000000,00000000,00000000,00000000,00000000
6,4500.0,17,4381FC7B,3B0225E9,4193D184,00000000,00000000,00000000,00000000,00000000
6,4500.0,18,43832BC4,3B1D0381,418DB342,00000000,00000000,00000000,00000000,00000000
6,4500.0,19,43844DEC,3B3AEE23,4187E1A5,00000000,00000000,00000000,00000000,00000000
6,4500.0,20,438563F7,3B5BF518,41825636,00000000,00000000,00000000,00000000,00000000
6,4500.0,21,43866EBE,3B801064,417A16B0,00000000,00000000,00000000,00000000,00000000
6,4500.0,22,43876F05,3B93B96A,416FF85D,00000000,00000000,00000000,00000000,00000000
6,4500.0,23,43886554,3BA8EEB6,416648F3,00000000,00000000,00000000,00000000,00000000
6,4500.0,24,43895035,3BBFBE8E,415D0101,00000000,00000000,00000000,00000000,00000000
6,4500.0,25,438A3109,3BD8368C,415419F5,00000000,00000000,00000000,00000000,00000000
6,4500.0,26,438B0939,3BEFDD07,414B8E1E,00000000,00000000,00000000,00000000,00000000
6,4500.0,27,438BD937,3C03360E,41435873,00000000,00000000,00000000,00000000,00000000
6,4500.0,28,438CA163,3C0EE833,413B746D,00000000,00000000,00000000,00000000,00000000
6,4500.0,29,438D621D,3C1AFDF0,4133DE0C,00000000,00000000,00000000,00000000,00000000
6,4500.0,30,438E1BB1,3C276FA5,412C91C0,00000000,00000000,00000000,00000000,00000000
6,4500.0,31,438ECE62,3C3434E0,41258C6F,00000000,00000000,00000000,00000000,00000000
6,4500.0,32,438F7A6F,3C41451B,411ECB54,00000000,00000000,00000000,00000000,00000000
6,4500.0,33,4390200F,3C4E96FB,41184C10,00000000,00000000,00000000,00000000,00000000
6,4500.0,34,4390BF6D,3C5C209D,41120C90,00000000,00000000,00000000,00000000,00000000
6,4500.0,35,439158B2,3C69D751,410C0B1A,00000000,00000000,00000000,00000000,00000000
6,4500.0,36,4391EBFA,3C77AFCD,41064642,00000000,00000000,00000000,00000000,00000000
6,4500.0,37,4392795F,3C82CF13,4100BCE4,00000000,00000000,00000000,00000000,00000000
6,4500.0,38,439300EC,3C89CA6C,40F6DC71,00000000,00000000,00000000,00000000,00000000
6,4500.0,39,439382AC,3C90C31D,40ECB394,00000000,00000000,00000000,00000000,00000000
6,4500.0,40,4393FE98,3C97B11E,40E2FF0C,00000000,00000000,00000000,00000000,00000000
6,4500.0,41,439474A4,3C9E12A8,40D9BF9C,00000000,00000000,00000000,00000000,00000000
6,4500.0,42,4394E4B2,3CA41B0B,40D0F702,00000000,00000000,00000000,00000000,00000000
6,4500.0,43,43954E96,3CA9F918,40C8A838,00000000,00000000,00000000,00000000,00000000
6,4500.0,44,4395B20D,3CAFA214,40C0D7D2,00000000,00000000,00000000,00000000,B7BA5555
6,4500.0,45,4395ED58,3CBB3EA1,40B98CB7,00000000,BE337778,C750E370,BB83442C,00000000
6,4500.0,46,439663FC,3CBA1E60,40B2D12F,00000000,00000000,00000000,00000000,00000000
6,4500.0,47,4396B0FB,3CBECB55,40ACB51E,00000000,00000000,00000000,00000000,00000000
6,4500.0,48,43971561,3CC215AE,40A752C9,00000000,00000000,00000000,00000000,00000000
6,4500.0,49,43972408,3CC7B8C5,40A2DD1E,00000000,00000000,00000000,00000000,00000000
7,4500.0,1,4346999A,36F8DA87,422644E4,00000000,00000000,00000000,00000000,00000000
7,4500.0,2,43527B25,385FB593,422644E4,00000000,00000000,00000000,00000000,00000000
7,4500.0,3,434EE8FF,37BE0A2E,421892CE,00000000,00000000,00000000,00000000,00000000
7,4500.0,4,4352246B,37E38980,420DD012,00000000,00000000,00000000,00000000,00000000
7,4500.0,5,435861FC,385021D0,4204C963,00000000,00000000,00000000,00000000,00000000
7,4500.0,6,435DEE0C,38AB42FC,41F9F897,00000000,00000000,00000000,00000000,00000000
7,4500.0,7,4362E9CC,39021206,41EC3391,00000000,00000000,00000000,00000000,00000000
7,4500.0,8,43676F1C,3939BEAC,41DFDC3D,00000000,00000000,00000000,00000000,00000000
7,4500.0,9,436B91F1,397CB37E,41D4AAFD,00000000,00000000,00000000,00000000,00000000
7,4500.0,10,436F61F1,39A56104,41CA6C03,00000000,00000000,00000000,00000000,00000000
7,4500.0,11,4372EB65,39E42DE7,41C0F886,00000000,00000000,00000000,00000000,00000000
7,4500.0,12,4376382C,3A1C7E14,41B832BC,00000000,00000000,00000000,00000000,00000000
7,4500.0,13,4379502E,3A50609A,41B00338,00000000,00000000,00000000,00000000,00000000
7,4500.0,14,437C38A8,3A8784D9,41A85736,00000000,00000000,00000000,00000000,00000000
7,4500.0,15,437EF709,3AACA06A,41A11F70,00000000,00000000,00000000,00000000,00000000
7,4500.0,16,4380C911,3AD75D1D,419A4F4E,00000000,00000000,00000000,00000000,00000000
7,4500.0,17,438206D2,3B03FB2B,4193DC45,00000000,00000000,00000000,00000000,00000000
7,4500.0,18,4383363E,3B1F5012,418DBD79,00000000,00000000,00000000,00000000,00000000
7,4500.0,19,4384588C,3B3DC2AF,4187EB58,00000000,00000000,00000000,00000000,00000000
7,4500.0,20,43856EBC,3B5F6266,41825F68,00000000,00000000,00000000,00000000,00000000
7,4500.0,21,438679A6,3B821BB4,417A281B,00000000,00000000,00000000,00000000,00000000
7,4500.0,22,43877A11,3B962203,417008D5,00000000,00000000,00000000,00000000,00000000
7,4500.0,23,4388707A,3BABBBC0,4166587E,00000000,00000000,00000000,00000000,00000000
7,4500.0,24,43895B5B,3BC2FCD4,415D0FA4,00000000,00000000,00000000,00000000,00000000
7,4500.0,25,438A3C49,3BDBEBF0,415427B4,00000000,00000000,00000000,00000000,00000000
7,4500.0,26,438B1492,3BF3E587,414B9AFE,00000000,00000000,00000000,00000000,00000000
7,4500.0,27,438BE4A9,3C054832,4143647A,00000000,00000000,00000000,00000000,00000000
7,4500.0,28,438CACEE,3C11058F,413B7FA2,00000000,00000000,00000000,00000000,00000000
7,4500.0,29,438D6DBE,3C1D23E7,4133E878,00000000,00000000,00000000,00000000,00000000
7,4500.0,30,438E2766,3C299B63,412C9B69,00000000,00000000,00000000,00000000,00000000
7,4500.0,31,438EDA2B,3C3663C8,4125955C,00000000,00000000,00000000,00000000,00000000
7,4500.0,32,438F864E,3C437494,411ED38E,00000000,00000000,00000000,00000000,00000000
7,4500.0,33,43902C00,3C50C425,4118539A,00000000,00000000,00000000,00000000,00000000
7,4500.0,34,4390CB72,3C5E48FA,41121374,00000000,00000000,00000000,00000000,00000000
7,4500.0,35,439164C9,3C6BF863,410C115D,00000000,00000000,00000000,00000000,00000000
7,4500.0,36,4391F821,3C79C706,41064BEA,00000000,00000000,00000000,00000000,00000000
7,4500.0,37,43928596,3C83D49F,4100C1FA,00000000,00000000,00000000,00000000,00000000
7,4500.0,38,43930D32,3C8AC8CF,40F6E584,00000000,00000000,00000000,00000000,00000000
7,4500.0,39,43938F00,3C91B94D,40ECBB9B,00000000,00000000,00000000,00000000,00000000
7,4500.0,40,43940AFA,3C989E51,40E30616,00000000,00000000,00000000,00000000,00000000
7,4500.0,41,43948114,3C9F033E,40D9C5B2,00000000,00000000,00000000,00000000,00000000
7,4500.0,42,4394F12F,3CA51459,40D0FC30,00000000,00000000,00000000,00000000,00000000
7,4500.0,43,43955B1F,3CAAFAC8,40C8AC88,00000000,00000000,00000000,00000000,00000000
7,4500.0,44,4395BEA3,3CB0ABFB,40C0DB52,00000000,00000000,00000000,00000000,B7BA9B6F
7,4500.0,45,4395F9F7,3CBC593A,40B98F72,00000000,BE337778,C750F514,BB840A49,00000000
7,4500.0,46,439670A5,3CBB3738,40B2D334,00000000,00000000,00000000,00000000,00000000
7,4500.0,47,4396BDAF,3CBFEB17,40ACB67B,00000000,00000000,00000000,00000000,00000000
7,4500.0,48,43972228,3CC33B0B,40A75393,00000000,00000000,00000000,00000000,00000000
7,4500.0,49,439730D2,3CC8E610,40A2DD6D,00000000,00000000,00000000,00000000,00000000
8,4500.0,1,434B8000,377F123A,42288934,00000000,00000000,00000000,00000000,00000000
8,4500.0,2,43578CD5,38DE453B,42288934,00000000,00000000,00000000,00000000,00000000
8,4500.0,3,4353F754,38406C2D,421A809A,00000000,00000000,00000000,00000000,00000000
8,4500.0,4,4355B454,383816D2,420F8EBE,00000000,00000000,00000000,00000000,00000000
8,4500.0,5,435C08C3,38A4B3A0,42066088,00000000,00000000,00000000,00000000,00000000
8,4500.0,6,4361A805,3904E334,41FCE284,00000000,00000000,00000000,00000000,00000000
8,4500.0,7,4366B43B,394650F8,41EEE121,00000000,00000000,00000000,00000000,00000000
8,4500.0,8,436B482A,398B5C64,41E253AD,00000000,00000000,00000000,00000000,00000000
8,4500.0,9,436F7885,39BAE65F,41D6F14C,00000000,00000000,00000000,00000000,00000000
8,4500.0,10,4373556C,39F1874A,41CC854D,00000000,00000000,00000000,00000000,00000000
8,4500.0,11,4376EB97,3A1E6722,41C2E842,00000000,00000000,00000000,00000000,00000000
8,4500.0,12,437A4519,3A51FF84,41B9FBDA,00000000,00000000,00000000,00000000,00000000
8,4500.0,13,437D6750,3A88724B,41B1A840,00000000,00000000,00000000,00000000,00000000
8,4500.0,14,43802DEB,3AAD6631,41A9DA60,00000000,00000000,00000000,00000000,00000000
8,4500.0,15,438194B1,3AD7E5C2,41A282AE,00000000,00000000,00000000,00000000,00000000
8,4500.0,16,4382EA17,3B041B92,419B945D,00000000,00000000,00000000,00000000,00000000
8,4500.0,17,43842FC3,3B1F4C80,419504B4,00000000,00000000,00000000,00000000,00000000
8,4500.0,18,43856705,3B3D9E8B,418ECAB0,00000000,00000000,00000000,00000000,00000000
8,4500.0,19,43869106,3B5F23F3,4188DEA0,00000000,00000000,00000000,00000000,00000000
8,4500.0,20,4387AEBE,3B81F2CD,418339EC,00000000,00000000,00000000,00000000,00000000
8,4500.0,21,4388C066,3B95E07A,417BADC0,00000000,00000000,00000000,00000000,00000000
8,4500.0,22,4389C3F1,3BABA70F,41716116,00000000,00000000,00000000,00000000,00000000
8,4500.0,23,438ABCBC,3BC31C86,41678535,00000000,00000000,00000000,00000000,00000000
8,4500.0,24,438BABA2,3BDC341F,415E1289,00000000,00000000,00000000,00000000,00000000
8,4500.0,25,438C9139,3BF6E4A7,41550265,00000000,00000000,00000000,00000000,00000000
8,4500.0,26,438D6DFB,3C082234,414C4F06,00000000,00000000,00000000,00000000,00000000
8,4500.0,27,438E4259,3C135B9E,4143F35E,00000000,00000000,00000000,00000000,00000000
8,4500.0,28,438F0EBB,3C1EDFEE,413BEAD6,00000000,00000000,00000000,00000000,00000000
8,4500.0,29,438FD378,3C2AA7EC,4134315E,00000000,00000000,00000000,00000000,00000000
8,4500.0,30,439090E6,3C36AC5C,412CC358,00000000,00000000,00000000,00000000,00000000
8,4500.0,31,43914748,3C42E53D,41259D9C,00000000,00000000,00000000,00000000,00000000
8,4500.0,32,4391F6DF,3C4F4ABA,411EBD5C,00000000,00000000,00000000,00000000,00000000
8,4500.0,33,43929FE1,3C5BD465,4118202A,00000000,00000000,00000000,00000000,00000000
8,4500.0,34,4393427C,3C68796D,4111C3F2,00000000,00000000,00000000,00000000,00000000
8,4500.0,35,4390E033,3C4E347C,410BC91A,00000000,00000000,00000000,00000000,00000000
8,4500.0,36,439172C9,3C5C9143,41060A96,00000000,00000000,00000000,00000000,00000000
8,4500.0,37,4391FF83,3C6B2270,41008745,00000000,00000000,00000000,00000000,00000000
8,4500.0,38,4392866F,3C79D8F1,40F67CBE,00000000,00000000,00000000,00000000,00000000
8,4500.0,39,43930795,3C845252,40EC5EDA,00000000,00000000,00000000,00000000,00000000
8,4500.0,40,439382F0,3C8BB990,40E2B4BA,00000000,00000000,00000000,00000000,00000000
8,4500.0,41,4393F870,3C91E7A0,40D97F3F,00000000,00000000,00000000,00000000,00000000
8,4500.0,42,439467F8,3C977D49,40D0C030,00000000,00000000,00000000,00000000,00000000
8,4500.0,43,4394D15B,3C9CEBA9,40C87A81,00000000,00000000,00000000,00000000,00000000
8,4500.0,44,43953459,3CA2291B,40C0B2BE,00000000,00000000,00000000,00000000,00000000
8,4500.0,45,4395908F,3CA72989,40B96FC3,00000000,00000000,00000000,00000000,00000000
8,4500.0,46,4395E569,3CABDDD9,40B2BBCA,00000000,00000000,00000000,00000000,00000000
8,4500.0,47,43963206,3CB031B6,40ACA69F,00000000,00000000,00000000,00000000,00000000
8,4500.0,48,43969592,3CB32FE1,40A74A69,00000000,00000000,00000000,00000000,00000000
8,4500.0,49,4396A428,3CB8697E,40A2D9D6,00000000,00000000,00000000,00000000,00000000
9,4500.0,1,434D8000,3792778A,42299875,00000000,00000000,00000000,00000000,00000000
9,4500.0,2,435997E2,390E4536,42299875,00000000,00000000,00000000,00000000,00000000
9,4500.0,3,435604D3,387594EC,421B6C8C,00000000,00000000,00000000,00000000,00000000
9,4500.0,4,4357099E,38523586,42106900,00000000,00000000,00000000,00000000,00000000
9,4500.0,5,435D662C,38B8BD6E,42072BF4,00000000,00000000,00000000,00000000,00000000
9,4500.0,6,43630C2F,3912BF0B,41FE5FB8,00000000,00000000,00000000,00000000,00000000
9,4500.0,7,43681E37,3957F750,41F047B4,00000000,00000000,00000000,00000000,00000000
9,4500.0,8,436CB767,3995DCDC,41E3A5F6,00000000,00000000,00000000,00000000,00000000
9,4500.0,9,4370ECC0,39C6B281,41D83130,00000000,00000000,00000000,00000000,00000000
9,4500.0,10,4374CE95,39FE20E0,41CDB459,00000000,00000000,00000000,00000000,00000000
9,4500.0,11,437869BC,3A24215F,41C407C5,00000000,00000000,00000000,00000000,00000000
9,4500.0,12,437BC783,3A5A2CB4,41BB0CEF,00000000,00000000,00000000,00000000,00000000
9,4500.0,13,437EEE37,3A8E1F4E,41B2ABDC,00000000,00000000,00000000,00000000,00000000
9,4500.0,14,4380F476,3AB4C1A1,41AAD155,00000000,00000000,00000000,00000000,00000000
9,4500.0,15,43825E73,3AE15222,41A36DB8,00000000,00000000,00000000,00000000,00000000
9,4500.0,16,4383B719,3B0A12A4,419C7421,00000000,00000000,00000000,00000000,00000000
9,4500.0,17,4384FFF8,3B26C207,4195D9C5,00000000,00000000,00000000,00000000,00000000
9,4500.0,18,43863A60,3B46D389,418F9592,00000000,00000000,00000000,00000000,00000000
9,4500.0,19,43876773,3B6A59A8,41899FCA,00000000,00000000,00000000,00000000,00000000
9,4500.0,20,438887D2,3B88A04A,4183F1CA,00000000,00000000,00000000,00000000,00000000
9,4500.0,21,43899949,3B9DFC56,417D0BAB,00000000,00000000,00000000,00000000,00000000
9,4500.0,22,438A9E9B,3BB53E02,4172ADE4,00000000,00000000,00000000,00000000,00000000
9,4500.0,23,438B9955,3BCE4C52,4168C18C,00000000,00000000,00000000,00000000,00000000
9,4500.0,24,438C8A17,3BE91FD6,415F3F04,00000000,00000000,00000000,00000000,00000000
9,4500.0,25,438D7175,3C02D75A,41561F92,00000000,00000000,00000000,00000000,00000000
9,4500.0,26,438E4FF0,3C10CEA5,414D5D64,00000000,00000000,00000000,00000000,00000000
9,4500.0,27,438F25F3,3C1CA4F5,4144F376,00000000,00000000,00000000,00000000,00000000
9,4500.0,28,438FF3E9,3C28C8E4,413CDD28,00000000,00000000,00000000,00000000,00000000
9,4500.0,29,4390BA2C,3C35332C,41351663,00000000,00000000,00000000,00000000,00000000
9,4500.0,30,4391790E,3C41DC02,412D9B84,00000000,00000000,00000000,00000000,00000000
9,4500.0,31,439230D6,3C4EBB19,41266960,00000000,00000000,00000000,00000000,00000000
9,4500.0,32,4392E1C6,3C5BC850,411F7D24,00000000,00000000,00000000,00000000,00000000
9,4500.0,33,43938C14,3C68FADB,4118D460,00000000,00000000,00000000,00000000,00000000
9,4500.0,34,43942FEF,3C76499B,41126CF9,00000000,00000000,00000000,00000000,00000000
9,4500.0,35,4394CD80,3C81D587,410C452B,00000000,00000000,00000000,00000000,00000000
9,4500.0,36,439564E5,3C888A76,41065B81,00000000,00000000,00000000,00000000,00000000
9,4500.0,37,4395F638,3C8F3E70,4100AED3,00000000,00000000,00000000,00000000,00000000
9,4500.0,38,43968188,3C95EB85,40F67CA8,00000000,00000000,00000000,00000000,00000000
9,4500.0,39,43930795,3C83F582,40EC5ED6,00000000,00000000,00000000,00000000,00000000
9,4500.0,40,439382F0,3C8BA465,40E2B4BA,00000000,00000000,00000000,00000000,00000000
9,4500.0,41,4393F870,3C91E7A0,40D97F3F,00000000,00000000,00000000,00000000,00000000
9,4500.0,42,439467F8,3C977D49,40D0C030,00000000,00000000,00000000,00000000,00000000
9,4500.0,43,4394D15B,3C9CEBA9,40C87A81,00000000,00000000,00000000,00000000,00000000
9,4500.0,44,43953459,3CA2291B,40C0B2BE,00000000,00000000,00000000,00000000,00000000
9,4500.0,45,4395908F,3CA72989,40B96FC3,00000000,00000000,00000000,00000000,00000000
9,4500.0,46,4395E569,3CABDDD9,40B2BBCA,00000000,00000000,00000000,00000000,00000000
9,4500.0,47,43963206,3CB031B6,40ACA69F,00000000,00000000,00000000,00000000,00000000
9,4500.0,48,43969592,3CB32FE1,40A74A69,00000000,00000000,00000000,00000000,00000000
9,4500.0,49,4396A428,3CB8697E,40A2D9D6,00000000,00000000,00000000,00000000,00000000
10,4500.0,1,434E0000,37B52427,4229CDFB,00000000,00000000,00000000,00000000,00000000
10,4500.0,2,435A19E4,391AE34B,4229CDFB,00000000,00000000,00000000,00000000,00000000
10,4500.0,3,435687E1,3887AB9C,421B993D,00000000,00000000,00000000,00000000,00000000
10,4500.0,4,43576B31,38669395,421090A0,00000000,00000000,00000000,00000000,00000000
10,4500.0,5,435DCA06,38CC0F86,42074F52,00000000,00000000,00000000,00000000,00000000
10,4500.0,6,436371F3,39230D28,41FE9F15,00000000,00000000,00000000,00000000,00000000
10,4500.0,7,436885A2,397136B2,41F0808B,00000000,00000000,00000000,00000000,00000000
10,4500.0,8,436D205A,39A82ED0,41E3D8EF,00000000,00000000,00000000,00000000,00000000
10,4500.0,9,43715728,39DFFDA5,41D85ED0,00000000,00000000,00000000,00000000,00000000
10,4500.0,10,43753A77,3A0FDBA4,41CDDD0E,00000000,00000000,00000000,00000000,00000000
10,4500.0,11,4378D71D,3A38D670,41C42BEB,00000000,00000000,00000000,00000000,00000000
10,4500.0,12,437C35EB,3A724D17,41BB2CD4,00000000,00000000,00000000,00000000,00000000
10,4500.0,13,437F5E5C,3A9BACB3,41B2C7C4,00000000,00000000,00000000,00000000,00000000
10,4500.0,14,43812D7B,3AC39A94,41AAE97E,00000000,00000000,00000000,00000000,00000000
