case,dx,k,ptd,pqd,pud,pvd,pmfd,pmfds,pmfdq,pdmfdp
10,13500.0,1,434E0000,37B52427,4229CDFB,00000000,00000000,00000000,00000000,00000000
10,13500.0,2,435A19E4,391AE34B,4229CDFB,00000000,00000000,00000000,00000000,00000000
10,13500.0,3,435687E1,3887AB9C,421B993D,00000000,00000000,00000000,00000000,00000000
10,13500.0,4,43576B31,38669395,421090A0,00000000,00000000,00000000,00000000,00000000
10,13500.0,5,435DCA06,38CC0F86,42074F52,00000000,00000000,00000000,00000000,00000000
10,13500.0,6,436371F3,39230D28,41FE9F15,00000000,00000000,00000000,00000000,00000000
10,13500.0,7,436885A2,397136B2,41F0808B,00000000,00000000,00000000,00000000,00000000
10,13500.0,8,436D205A,39A82ED0,41E3D8EF,00000000,00000000,00000000,00000000,00000000
10,13500.0,9,43715728,39DFFDA5,41D85ED0,00000000,00000000,00000000,00000000,00000000
10,13500.0,10,43753A77,3A0FDBA4,41CDDD0E,00000000,00000000,00000000,00000000,00000000
10,13500.0,11,4378D71D,3A38D670,41C42BEB,00000000,00000000,00000000,00000000,00000000
10,13500.0,12,437C35EB,3A724D17,41BB2CD4,00000000,00000000,00000000,00000000,00000000
10,13500.0,13,437F5E5C,3A9BACB3,41B2C7C4,00000000,00000000,00000000,00000000,00000000
10,13500.0,14,43812D7B,3AC39A94,41AAE97E,00000000,00000000,00000000,00000000,00000000
10,13500.0,15,43829877,3AF13E29,41A38257,00000000,00000000,00000000,00000000,00000000
10,13500.0,16,4383F216,3B127036,419C8566,00000000,00000000,00000000,00000000,00000000
10,13500.0,17,43853BEB,3B2F6040,4195E7DC,00000000,00000000,00000000,00000000,00000000
10,13500.0,18,43867744,3B4F868F,418FA0A4,00000000,00000000,00000000,00000000,00000000
10,13500.0,19,4387A543,3B72F0E8,4189A7FD,00000000,00000000,00000000,00000000,00000000
10,13500.0,20,4388C621,3B8CBC95,4183F742,00000000,00000000,00000000,00000000,00000000
10,13500.0,21,4389D7A1,3BA1E90F,417D1165,00000000,00000000,00000000,00000000,00000000
10,13500.0,22,438ADD8A,3BB8D02B,4172AEA7,00000000,00000000,00000000,00000000,00000000
10,13500.0,23,438BD8D1,3BD166B8,4168BD95,00000000,00000000,00000000,00000000,00000000
10,13500.0,24,438CCA1A,3BEBA4C7,415F368B,00000000,00000000,00000000,00000000,00000000
10,13500.0,25,438DB1FA,3C03BFFF,415612CD,00000000,00000000,00000000,00000000,00000000
10,13500.0,26,438E90ED,3C116B5A,414D4C86,00000000,00000000,00000000,00000000,00000000
10,13500.0,27,438F6766,3C1D4560,4144DEA7,00000000,00000000,00000000,00000000,00000000
10,13500.0,28,439035CC,3C296D01,413CC48E,00000000,00000000,00000000,00000000,00000000
10,13500.0,29,4390FC79,3C35DA8E,4134FA25,00000000,00000000,00000000,00000000,00000000
10,13500.0,30,4391BBC1,3C428677,412D7BC4,00000000,00000000,00000000,00000000,00000000
10,13500.0,31,439273EC,3C4F68AB,41264640,00000000,00000000,00000000,00000000,00000000
10,13500.0,32,4390A67E,3C3A7447,411F7758,00000000,00000000,00000000,00000000,00000000
10,13500.0,33,43914DA4,3C498908,4118EAB0,00000000,00000000,00000000,00000000,00000000
10,13500.0,34,4391EE7F,3C590141,41129E32,00000000,00000000,00000000,00000000,00000000
10,13500.0,35,43928931,3C68CFC5,410C9020,00000000,00000000,00000000,00000000,00000000
10,13500.0,36,43931DDB,3C78E6A0,4106BF09,00000000,00000000,00000000,00000000,00000000
10,13500.0,37,4393AC95,3C849B47,410129CA,00000000,00000000,00000000,00000000,00000000
10,13500.0,38,4394356D,3C8CD760,40F79F34,00000000,00000000,00000000,00000000,00000000
10,13500.0,39,4394B86C,3C951E9E,40ED6005,00000000,00000000,00000000,00000000,00000000
10,13500.0,40,4395358D,3C9D66C4,40E395E8,00000000,00000000,00000000,00000000,00000000
10,13500.0,41,4395ACC0,3CA4765C,40DA41C7,00000000,00000000,00000000,00000000,00000000
10,13500.0,42,43961DE6,3CAAADFF,40D1657C,00000000,00000000,00000000,00000000,00000000
10,13500.0,43,439688D5,3CB0B9C0,40C90408,00000000,00000000,00000000,00000000,00000000
10,13500.0,44,4396ED47,3CB68E92,40C1220D,00000000,00000000,00000000,00000000,00000000
10,13500.0,45,43974ADC,3CBC1F6F,40B9C682,00000000,00000000,00000000,00000000,00000000
10,13500.0,46,4397A0FE,3CC15B85,40B2FBC8,00000000,00000000,00000000,00000000,00000000
10,13500.0,47,4397EEC8,3CC62C4B,40ACD1E7,00000000,00000000,00000000,00000000,00000000
10,13500.0,48,439854FF,3CC98ED0,40A76362,00000000,00000000,00000000,00000000,00000000
10,13500.0,49,439863C9,3CCF5BEC,40A2E39C,00000000,00000000,00000000,00000000,00000000
11,13500.0,1,43518000,37919F22,422B6F9B,00000000,00000000,00000000,00000000,00000000
11,13500.0,2,435D9DD7,395EF9EB,422B6F9B,00000000,00000000,00000000,00000000,00000000
11,13500.0,3,435A18B4,38BDBA33,421CFD14,00000000,00000000,00000000,00000000,00000000
11,13500.0,4,4359EF62,388620BE,4211D2F6,00000000,00000000,00000000,00000000,00000000
11,13500.0,5,43605CA1,38E01479,42087592,00000000,00000000,00000000,00000000,00000000
11,13500.0,6,4366107D,392A0010,42005D86,00000000,00000000,00000000,00000000,00000000
11,13500.0,7,436B2E9C,396FCD7A,41F271B8,00000000,00000000,00000000,00000000,00000000
11,13500.0,8,436FD30A,399FF435,41E5A3CC,00000000,00000000,00000000,00000000,00000000
11,13500.0,9,4374136B,39CC6508,41DA06FB,00000000,00000000,00000000,00000000,00000000
11,13500.0,10,43780079,39FC9AE8,41CF6585,00000000,00000000,00000000,00000000,00000000
11,13500.0,11,437BA67A,3A1AFBA8,41C59738,00000000,00000000,00000000,00000000,00000000
11,13500.0,12,437F0D00,3A455A5C,41BC7D26,00000000,00000000,00000000,00000000,00000000
11,13500.0,13,438120F0,3A75F013,41B3FF06,00000000,00000000,00000000,00000000,00000000
11,13500.0,14,4382A5C0,3A969A66,41AC095F,00000000,00000000,00000000,00000000,00000000
11,13500.0,15,43841746,3AB5DD79,41A48C5B,00000000,00000000,00000000,00000000,00000000
11,13500.0,16,43857750,3AD90544,419D7AEA,00000000,00000000,00000000,00000000,00000000
11,13500.0,17,4386C763,3B002344,4196CA20,00000000,00000000,00000000,00000000,00000000
11,13500.0,18,438808CC,3B15E12A,419070CC,00000000,00000000,00000000,00000000,00000000
11,13500.0,19,438939FB,3B2DA988,418A6717,00000000,00000000,00000000,00000000,00000000
11,13500.0,20,438A5B59,3B4842C2,4184A648,00000000,00000000,00000000,00000000,00000000
11,13500.0,21,438B704B,3B653B04,417E5121,00000000,00000000,00000000,00000000,00000000
11,13500.0,22,438C79A9,3B824844,4173D1C9,00000000,00000000,00000000,00000000,00000000
11,13500.0,23,438D7830,3B931EAD,4169C5BA,00000000,00000000,00000000,00000000,00000000
11,13500.0,24,438E6C87,3BA51BBC,4160253B,00000000,00000000,00000000,00000000,00000000
11,13500.0,25,438F5745,3BB83916,4156E97B,00000000,00000000,00000000,00000000,00000000
11,13500.0,26,439038EC,3BCB512F,414E0C88,00000000,00000000,00000000,00000000,00000000
11,13500.0,27,439111EF,3BDB3964,41458938,00000000,00000000,00000000,00000000,00000000
11,13500.0,28,4391E2B9,3BEB87D4,413D5ADC,00000000,00000000,00000000,00000000,00000000
11,13500.0,29,4392ABA5,3BFC3287,41357D4A,00000000,00000000,00000000,00000000,00000000
11,13500.0,30,43936D0C,3C0697DB,412DECD2,00000000,00000000,00000000,00000000,00000000
11,13500.0,31,43942733,3C0F3A24,4126A638,00000000,00000000,00000000,00000000,00000000
11,13500.0,32,4394DA60,3C17FAEB,411FA69E,00000000,00000000,00000000,00000000,00000000
11,13500.0,33,439586C8,3C20D41E,4118EB88,00000000,00000000,00000000,00000000,00000000
11,13500.0,34,43962C9F,3C29BFFC,411272D0,00000000,00000000,00000000,00000000,00000000
11,13500.0,35,4396CC0F,3C32B823,410C3AA6,00000000,00000000,00000000,00000000,00000000
11,13500.0,36,43976536,3C3BB5BF,4106418D,00000000,00000000,00000000,00000000,00000000
11,13500.0,37,4397F830,3C44B1C6,41008654,00000000,00000000,00000000,00000000,00000000
11,13500.0,38,43928676,3C6ED058,40F67BFC,00000000,00000000,00000000,00000000,00000000
11,13500.0,39,43930795,3C812607,40EC5EB7,00000000,00000000,00000000,00000000,00000000
11,13500.0,40,439382F0,3C8B004C,40E2B4BA,00000000,00000000,00000000,00000000,00000000
11,13500.0,41,4393F870,3C91E7A0,40D97F3F,00000000,00000000,00000000,00000000,00000000
11,13500.0,42,439467F8,3C977D49,40D0C030,00000000,00000000,00000000,00000000,00000000
11,13500.0,43,4394D15B,3C9CEBA9,40C87A81,00000000,00000000,00000000,00000000,00000000
11,13500.0,44,43953459,3CA2291B,40C0B2BE,00000000,00000000,00000000,00000000,00000000
11,13500.0,45,4395908F,3CA72989,40B96FC3,00000000,00000000,00000000,00000000,00000000
11,13500.0,46,4395E569,3CABDDD9,40B2BBCA,00000000,00000000,00000000,00000000,00000000
11,13500.0,47,43963206,3CB031B6,40ACA69F,00000000,00000000,00000000,00000000,00000000
11,13500.0,48,43969592,3CB32FE1,40A74A69,00000000,00000000,00000000,00000000,00000000
11,13500.0,49,4396A428,3CB8697E,40A2D9D6,00000000,00000000,00000000,00000000,00000000
12,13500.0,1,434E8000,37C21422,422A1F5C,00000000,00000000,00000000,00000000,00000000
12,13500.0,2,435A9B91,392543E0,422A1F5C,00000000,00000000,00000000,00000000,00000000
12,13500.0,3,43570ACA,389121A2,421BE1C9,00000000,00000000,00000000,00000000,00000000
12,13500.0,4,4357B4A6,386F55F4,4210D55C,00000000,00000000,00000000,00000000,00000000
12,13500.0,5,435E152A,38D36C29,420790DA,00000000,00000000,00000000,00000000,00000000
12,13500.0,6,4363BE80,3928A812,41FF1C9C,00000000,00000000,00000000,00000000,00000000
12,13500.0,7,4368D36A,397922B6,41F0F92F,00000000,00000000,00000000,00000000,00000000
12,13500.0,8,436D6F43,39AD7A56,41E44D30,00000000,00000000,00000000,00000000,00000000
12,13500.0,9,4371A725,39E6C631,41D8CF15,00000000,00000000,00000000,00000000,00000000
12,13500.0,10,43758B8F,3A141112,41CE49AD,00000000,00000000,00000000,00000000,00000000
12,13500.0,11,43792956,3A4187B7,41C49525,00000000,00000000,00000000,00000000,00000000
12,13500.0,12,437C88EF,3A859EF6,41BB92D1,00000000,00000000,00000000,00000000,00000000
12,13500.0,13,437FB2CF,3AB3351D,41B32A9F,00000000,00000000,00000000,00000000,00000000
12,13500.0,14,43815880,3AE98E11,41AB4945,00000000,00000000,00000000,00000000,00000000
12,13500.0,15,4382C452,3B14A0D4,41A3DF0E,00000000,00000000,00000000,00000000,00000000
12,13500.0,16,43841ECE,3B396B7E,419CDF08,00000000,00000000,00000000,00000000,00000000
12,13500.0,17,43856988,3B63601C,41963E5D,00000000,00000000,00000000,00000000,00000000
12,13500.0,18,4386A5CA,3B8954B8,418FF3F0,00000000,00000000,00000000,00000000,00000000
12,13500.0,19,4387D4BD,3BA3B204,4189F7F8,00000000,00000000,00000000,00000000,00000000
12,13500.0,20,4388F5FB,3BC0BAF7,418443CC,00000000,00000000,00000000,00000000,00000000
12,13500.0,21,438A0813,3BE0D286,417DA352,00000000,00000000,00000000,00000000,00000000
12,13500.0,22,438B0ED0,3C01DF70,4173391A,00000000,00000000,00000000,00000000,00000000
12,13500.0,23,438C0AF2,3C14BC9C,41694035,00000000,00000000,00000000,00000000,00000000
12,13500.0,24,438CFD1F,3C28FB1F,415FB0FA,00000000,00000000,00000000,00000000,00000000
12,13500.0,25,438DE5EA,3C3E937B,415684AA,00000000,00000000,00000000,00000000,00000000
12,13500.0,26,438EC5CB,3C51155C,414DB5B4,00000000,00000000,00000000,00000000,00000000
12,13500.0,27,438F9D16,3C57426F,41453FEC,00000000,00000000,00000000,00000000,00000000
12,13500.0,28,43906C37,3C5C9067,413D1EBC,00000000,00000000,00000000,00000000,00000000
12,13500.0,29,4391338D,3C60F9BC,41354E16,00000000,00000000,00000000,00000000,00000000
12,13500.0,30,4391F363,3C647AD3,412DCA5C,00000000,00000000,00000000,00000000,00000000
12,13500.0,31,4392AC06,3C6711F4,41269068,00000000,00000000,00000000,00000000,00000000
12,13500.0,32,43935DB2,3C68BF2C,411F9D6A,00000000,00000000,00000000,00000000,00000000
12,13500.0,33,439408A0,3C69848E,4118EEF4,00000000,00000000,00000000,00000000,00000000
12,13500.0,34,4394ACFF,3C6965C7,411282EB,00000000,00000000,00000000,00000000,00000000
12,13500.0,35,43954AF7,3C686822,410C5786,00000000,00000000,00000000,00000000,00000000
12,13500.0,36,4395E2A8,3C6692EB,41066B4C,00000000,00000000,00000000,00000000,00000000
12,13500.0,37,4396742D,3C63EF0F,4100BD0F,00000000,00000000,00000000,00000000,00000000
12,13500.0,38,4396FF96,3C60879B,40F697F2,00000000,00000000,00000000,00000000,00000000
12,13500.0,39,439784EB,3C5C6902,40EC2F0B,00000000,00000000,00000000,00000000,00000000
12,13500.0,40,4398042E,3C57A27A,40E23F2B,00000000,00000000,00000000,00000000,00000000
12,13500.0,41,4393FD85,3C00A830,40D917D8,00000000,00000000,00000000,00000000,00000000
12,13500.0,42,43946C59,3C05756E,40D066D2,00000000,00000000,00000000,00000000,00000000
12,13500.0,43,4394D50E,3C0A1FBF,40C82EF4,00000000,00000000,00000000,00000000,00000000
12,13500.0,44,4395375E,3C0E9E05,40C074AE,00000000,00000000,00000000,00000000,00000000
12,13500.0,45,439592ED,3C12E5B3,40B93EB9,00000000,00000000,00000000,00000000,00000000
12,13500.0,46,4395E728,3C16E8E9,40B29729,00000000,00000000,00000000,00000000,00000000
12,13500.0,47,43963330,3C1A94F3,40AC8D94,00000000,00000000,00000000,00000000,00000000
12,13500.0,48,439695E9,3C1C23A8,40A73BD4,00000000,00000000,00000000,00000000,00000000
12,13500.0,49,4396A460,3C20B214,40A2D418,00000000,00000000,00000000,00000000,00000000
13,13500.0,1,434F8000,3801CF73,4298FD93,41000000,00000000,00000000,00000000,00000000
13,13500.0,2,435B9DE1,39407E88,4298FD93,41000000,00000000,00000000,00000000,00000000
13,13500.0,3,43581022,38AC67F0,428E4225,41000000,00000000,00000000,00000000,00000000
13,13500.0,4,43585E78,388938FD,4285F234,41000000,00000000,00000000,00000000,00000000
13,13500.0,5,435EC2E5,38F3FF12,427DF285,41000000,00000000,00000000,00000000,00000000
13,13500.0,6,43646F73,3943A7F4,4271E511,41000000,00000000,00000000,00000000,00000000
13,13500.0,7,43698733,399129C6,426741F9,41000000,00000000,00000000,00000000,00000000
13,13500.0,8,436E25A7,39CAFE36,425DB950,41000000,00000000,00000000,00000000,00000000
13,13500.0,9,43726021,3A078C72,425513C3,41000000,00000000,00000000,00000000,00000000
13,13500.0,10,43764721,3A2E9910,424D2949,41000000,00000000,00000000,00000000,00000000
13,13500.0,11,4379E79A,3A619886,4245DBF1,41000000,00000000,00000000,00000000,00000000
13,13500.0,12,437D4906,3A9917EA,423F14A6,41000000,00000000,00000000,00000000,00000000
13,13500.0,13,43803B15,3ACA061C,4238C14C,41000000,00000000,00000000,00000000,00000000
13,13500.0,14,4381BBEC,3B01E52C,4232D361,41000000,00000000,00000000,00000000,00000000
13,13500.0,15,43832982,3B237996,422D3F14,41000000,00000000,00000000,00000000,00000000
13,13500.0,16,438485C3,3B4A000B,4227FAA7,41000000,00000000,00000000,00000000,00000000
13,13500.0,17,4385D235,3B75AB79,4222FDF4,41000000,00000000,00000000,00000000,00000000
13,13500.0,18,43871028,3B935097,421E4222,41000000,00000000,00000000,00000000,00000000
13,13500.0,19,438840A5,3BAE7716,4219C153,41000000,00000000,00000000,00000000,00000000
13,13500.0,20,438961B1,3BCC599E,42157687,41000000,00000000,00000000,00000000,00000000
13,13500.0,21,438A74DF,3BED328F,42115D67,41000000,00000000,00000000,00000000,00000000
13,13500.0,22,438B7CAC,3C0869AF,420D7230,41000000,00000000,00000000,00000000,00000000
13,13500.0,23,438C79D1,3C1B99CD,4209B199,41000000,00000000,00000000,00000000,00000000
13,13500.0,24,438D6CF6,3C302396,420618C2,41000000,00000000,00000000,00000000,00000000
13,13500.0,25,438E56B0,3C45FF00,4202A520,41000000,00000000,00000000,00000000,00000000
13,13500.0,26,438F3777,3C59BB4F,41FEA927,41000000,00000000,00000000,00000000,00000000
13,13500.0,27,43900FA0,3C604AEA,41F84B25,41000000,00000000,00000000,00000000,00000000
13,13500.0,28,4390DF97,3C65F883,41F22CC8,41000000,00000000,00000000,00000000,00000000
13,13500.0,29,4391A7B7,3C6ABE90,41EC4B02,41000000,00000000,00000000,00000000,00000000
13,13500.0,30,43926853,3C6E9963,41E6A31A,41000000,00000000,00000000,00000000,00000000
13,13500.0,31,439321B1,3C718733,41E132B6,41000000,00000000,00000000,00000000,00000000
13,13500.0,32,4393D413,3C73880B,41DBF7B4,41000000,00000000,00000000,00000000,00000000
13,13500.0,33,43947FAE,3C749D9E,41D6F043,41000000,00000000,00000000,00000000,00000000
13,13500.0,34,439524B5,3C74CBB9,41D21ACD,41000000,00000000,00000000,00000000,00000000
13,13500.0,35,4395C34D,3C741772,41CD75FB,41000000,00000000,00000000,00000000,00000000
13,13500.0,36,43965B98,3C72881A,41C900B1,41000000,00000000,00000000,00000000,00000000
13,13500.0,37,4396EDB1,3C7026A7,41C4BA0D,41000000,00000000,00000000,00000000,00000000
13,13500.0,38,439779A7,3C6CFDCA,41C0A16E,41000000,00000000,00000000,00000000,00000000
13,13500.0,39,4397FF86,3C691A87,41BCB670,41000000,00000000,00000000,00000000,00000000
13,13500.0,40,43987F48,3C648B48,41B8F8FE,41000000,00000000,00000000,00000000,00000000
13,13500.0,41,4398F8F4,3C699ABA,41B568F1,41000000,00000000,00000000,00000000,00000000
13,13500.0,42,43946C59,3C05756E,41B2268F,41000000,00000000,00000000,00000000,00000000
13,13500.0,43,4394D50E,3C0A1FBF,41AF119B,41000000,00000000,00000000,00000000,00000000
13,13500.0,44,4395375E,3C0E9E05,41AC2BC1,41000000,00000000,00000000,00000000,00000000
13,13500.0,45,439592ED,3C12E5B3,41A97785,41000000,00000000,00000000,00000000,00000000
13,13500.0,46,4395E728,3C16E8E9,41A6F8AF,41000000,00000000,00000000,00000000,00000000
13,13500.0,47,43963330,3C1A94F3,41A4B517,41000000,00000000,00000000,00000000,00000000
13,13500.0,48,439695E9,3C1C23A8,41A2B66F,41000000,00000000,00000000,00000000,00000000
13,13500.0,49,4396A460,3C20B214,41A10F89,41000000,00000000,00000000,00000000,00000000
14,13500.0,1,434D8000,37A8FFF8,42299A62,00000000,00000000,00000000,00000000,00000000
14,13500.0,2,435997E4,39111644,42299A62,00000000,00000000,00000000,00000000,00000000
14,13500.0,3,435604D2,387D8A23,421B6E77,00000000,00000000,00000000,00000000,00000000
14,13500.0,4,435707F8,385B3603,42106B00,00000000,00000000,00000000,00000000,00000000
14,13500.0,5,435D647B,38C27BBC,42072E04,00000000,00000000,00000000,00000000,00000000
14,13500.0,6,43630A7B,391BBE1B,41FE63F2,00000000,00000000,00000000,00000000,00000000
14,13500.0,7,43681C81,3966DC75,41F04C02,00000000,00000000,00000000,00000000,00000000
14,13500.0,8,436CB5B2,39A1405A,41E3AA51,00000000,00000000,00000000,00000000,00000000
14,13500.0,9,4370EB06,39D71876,41D83593,00000000,00000000,00000000,00000000,00000000
14,13500.0,10,4374CCDF,3A0A553E,41CDB8BE,00000000,00000000,00000000,00000000,00000000
14,13500.0,11,4378680B,3A35CD1E,41C40C22,00000000,00000000,00000000,00000000,00000000
14,13500.0,12,437BC5E3,3A78F6FF,41BB1133,00000000,00000000,00000000,00000000,00000000
14,13500.0,13,437EECAA,3AA620E8,41B2AFF0,00000000,00000000,00000000,00000000,00000000
14,13500.0,14,4380F3BE,3AD79E8F,41AAD523,00000000,00000000,00000000,00000000,00000000
14,13500.0,15,43825DD1,3B08B9C1,41A37124,00000000,00000000,00000000,00000000,00000000
14,13500.0,16,4383B691,3B2A0B78,419C770C,00000000,00000000,00000000,00000000,00000000
14,13500.0,17,4384FF8F,3B4FF6CF,4195DC10,00000000,00000000,00000000,00000000,00000000
14,13500.0,18,43863A20,3B7AA38B,418F971B,00000000,00000000,00000000,00000000,00000000
14,13500.0,19,43876762,3B9515C8,4189A06C,00000000,00000000,00000000,00000000,00000000
14,13500.0,20,438887FB,3BAF4046,4183F15E,00000000,00000000,00000000,00000000,00000000
14,13500.0,21,438999AD,3BCC0A13,417D0869,00000000,00000000,00000000,00000000,00000000
14,13500.0,22,438A9F49,3BEB70D9,4172A7E5,00000000,00000000,00000000,00000000,00000000
14,13500.0,23,438B9A53,3C06ACD8,4168B87B,00000000,00000000,00000000,00000000,00000000
14,13500.0,24,438C8B6D,3C18DD5A,415F328D,00000000,00000000,00000000,00000000,00000000
14,13500.0,25,438D732D,3C2C436C,41560F5D,00000000,00000000,00000000,00000000,00000000
14,13500.0,26,438E5208,3C3BFB95,414D496A,00000000,00000000,00000000,00000000,00000000
14,13500.0,27,438F2857,3C40ED24,4144DC66,00000000,00000000,00000000,00000000,00000000
14,13500.0,28,438FF684,3C4501C8,413CC3BF,00000000,00000000,00000000,00000000,00000000
14,13500.0,29,4390BCEB,3C4834C1,4134FB67,00000000,00000000,00000000,00000000,00000000
14,13500.0,30,43917BDD,3C4A831F,412D7FC3,00000000,00000000,00000000,00000000,00000000
14,13500.0,31,439233A0,3C4BEBDD,41264DAE,00000000,00000000,00000000,00000000,00000000
14,13500.0,32,4392E475,3C4C6FCC,411F6257,00000000,00000000,00000000,00000000,00000000
14,13500.0,33,43938E93,3C4C115C,4118BB52,00000000,00000000,00000000,00000000,00000000
14,13500.0,34,43943227,3C4AD49A,41125684,00000000,00000000,00000000,00000000,00000000
14,13500.0,35,4394CF5C,3C48BF95,410C3223,00000000,00000000,00000000,00000000,00000000
14,13500.0,36,43956651,3C45DA0A,41064CB7,00000000,00000000,00000000,00000000,00000000
14,13500.0,37,4395F720,3C422DC3,4100A511,00000000,00000000,00000000,00000000,00000000
14,13500.0,38,439681DA,3C3DC5AF,40F674B4,00000000,00000000,00000000,00000000,00000000
14,13500.0,39,43970686,3C38AF4E,40EC1819,00000000,00000000,00000000,00000000,00000000
14,13500.0,40,43978525,3C32F9FE,40E23410,00000000,00000000,00000000,00000000,00000000
14,13500.0,41,4393FE01,3BE21A03,40D90E14,00000000,00000000,00000000,00000000,00000000
14,13500.0,42,43946CC4,3BEA7C3B,40D05E62,00000000,00000000,00000000,00000000,00000000
14,13500.0,43,4394D566,3BF2A0B4,40C827D2,00000000,00000000,00000000,00000000,00000000
14,13500.0,44,439537A6,3BFA77D3,40C06ED2,00000000,00000000,00000000,00000000,00000000
14,13500.0,45,43959326,3C00F744,40B93A18,00000000,00000000,00000000,00000000,00000000
14,13500.0,46,4395E752,3C047616,40B293B4,00000000,00000000,00000000,00000000,00000000
14,13500.0,47,4396334D,3C07A7EA,40AC8B37,00000000,00000000,00000000,00000000,00000000
14,13500.0,48,439695F1,3C08CA12,40A73A73,00000000,00000000,00000000,00000000,00000000
14,13500.0,49,4396A466,3C0CC7FF,40A2D38D,00000000,00000000,00000000,00000000,00000000
15,13500.0,1,43758000,39A594C3,4235A49C,00000000,00000000,00000000,00000000,00000000
15,13500.0,2,437C404A,3B539994,4235A49C,00000000,00000000,00000000,00000000,00000000
15,13500.0,3,437AFD8B,3AFE7877,4224B5FB,00000000,00000000,00000000,00000000,00000000
15,13500.0,4,437A2F95,3AAC4520,4217BC71,00000000,00000000,00000000,00000000,00000000
15,13500.0,5,437C4D18,3A95FDE2,420D1A1F,00000000,00000000,00000000,00000000,00000000
15,13500.0,6,437F7F77,3A933356,42040966,00000000,00000000,00000000,00000000,00000000
15,13500.0,7,43813666,3A913097,41F8429B,00000000,00000000,00000000,00000000,00000000
15,13500.0,8,43828ED0,3A8F8EAB,41EA3BA6,00000000,00000000,00000000,00000000,00000000
15,13500.0,9,4383CC7F,3A8E427B,41DDA0AC,00000000,00000000,00000000,00000000,00000000
15,13500.0,10,4384F2A9,3A8D4447,41D22EC9,00000000,00000000,00000000,00000000,00000000
15,13500.0,11,4386041C,3A8CB100,41C7B466,00000000,00000000,00000000,00000000,00000000
15,13500.0,12,4387034A,3A91EDB9,41BE0B98,00000000,00000000,00000000,00000000,00000000
15,13500.0,13,4387F224,3A979C64,41B516D0,00000000,00000000,00000000,00000000,00000000
15,13500.0,14,4388D150,3A9CFD4E,41ACBE88,00000000,00000000,00000000,00000000,00000000
15,13500.0,15,4389A06E,3AA42DDC,41A4EFB2,00000000,00000000,00000000,00000000,00000000
15,13500.0,16,438A635E,3AAC0EBC,419D9AB3,00000000,00000000,00000000,00000000,00000000
15,13500.0,17,438B1BB3,3AB45D02,4196B28A,00000000,00000000,00000000,00000000,00000000
15,13500.0,18,438BCA61,3ABD051F,41902C54,00000000,00000000,00000000,00000000,00000000
15,13500.0,19,438C703E,3AC5F71F,4189FED3,00000000,00000000,00000000,00000000,00000000
15,13500.0,20,438D0E03,3ACF258B,41842222,00000000,00000000,00000000,00000000,00000000
15,13500.0,21,438DA453,3AD88483,417D1EE3,00000000,00000000,00000000,00000000,00000000
15,13500.0,22,438E33BA,3AE20904,417281BE,00000000,00000000,00000000,00000000,00000000
15,13500.0,23,438EBCB4,3AEBA96F,41686293,00000000,00000000,00000000,00000000,00000000
15,13500.0,24,438F3FAE,3AF55DFD,415EB868,00000000,00000000,00000000,00000000,00000000
15,13500.0,25,438FBD09,3AFF1DBB,41557B55,00000000,00000000,00000000,00000000,00000000
15,13500.0,26,43903520,3B0755B4,414CA458,00000000,00000000,00000000,00000000,00000000
15,13500.0,27,4390A83E,3B13CBA1,41442D2C,00000000,00000000,00000000,00000000,00000000
15,13500.0,28,439116A5,3B205234,413C1062,00000000,00000000,00000000,00000000,00000000
15,13500.0,29,43918092,3B2CE100,4134492A,00000000,00000000,00000000,00000000,00000000
15,13500.0,30,4391E63D,3B396FF3,412CD334,00000000,00000000,00000000,00000000,00000000
15,13500.0,31,439247D4,3B45F6E3,4125AABE,00000000,00000000,00000000,00000000,00000000
15,13500.0,32,4392A580,3B526DFB,411ECC6D,00000000,00000000,00000000,00000000,00000000
15,13500.0,33,4392FF68,3B5ECE1E,41183550,00000000,00000000,00000000,00000000,00000000
15,13500.0,34,439355AB,3B6B0FEE,4111E2D7,00000000,00000000,00000000,00000000,00000000
15,13500.0,35,4393A865,3B772C0A,410BD2D1,00000000,00000000,00000000,00000000,00000000
15,13500.0,36,4393F7A9,3B818D54,41060362,00000000,00000000,00000000,00000000,00000000
15,13500.0,37,4394438D,3B876A7B,41007304,00000000,00000000,00000000,00000000,00000000
15,13500.0,38,43948C1C,3B8D28E0,40F64117,00000000,00000000,00000000,00000000,00000000
15,13500.0,39,4394D160,3B92C4FA,40EC1651,00000000,00000000,00000000,00000000,00000000
15,13500.0,40,4395135A,3B983A1B,40E264E4,00000000,00000000,00000000,00000000,00000000
15,13500.0,41,43955206,3B9ADF6A,40D92CEF,00000000,00000000,00000000,00000000,00000000
15,13500.0,42,43958D58,3B9C81BA,40D06F8A,00000000,00000000,00000000,00000000,00000000
15,13500.0,43,4395C53B,3B9E089E,40C82F08,00000000,00000000,00000000,00000000,00000000
15,13500.0,44,4395F98E,3B9F7185,40C06F57,00000000,00000000,00000000,00000000,00000000
15,13500.0,45,43962A1B,3BA0B841,40B936AF,00000000,00000000,00000000,00000000,00000000
15,13500.0,46,43965695,3BA1D81E,40B28EA1,00000000,00000000,00000000,00000000,00000000
15,13500.0,47,43967E7C,3BA2C82E,40AC8641,00000000,00000000,00000000,00000000,00000000
15,13500.0,48,4396C15C,3BA02579,40A736D8,00000000,00000000,00000000,00000000,00000000
