case,repetition,dt_s,rho_kg_m3,pressure_pa,exner,temperature_k,cloud_diameter_m,graupel_diameter_m,graupel_density_kg_m3,theta_before_k,qv_before,qc_before,qnc_before_per_kg,qg_before,qng_before_per_kg,qvolg_before_m3_per_kg,theta_after_k,qv_after,qc_after,qnc_after_per_kg,qg_after,qng_after_per_kg,qvolg_after_m3_per_kg,qh_after,qnh_after_per_kg,qvolh_after_m3_per_kg
10,0, 1.0000000149011612E-001, 1.2400000095367432E+000, 9.2500000000000000E+004, 9.7795766592025757E-001, 2.4600000000000000E+002, 4.9999998736893758E-005, 2.0000000949949026E-003, 6.0000000000000000E+002, 2.5154463195800781E+002, 4.4120993698015809E-004, 1.0000000474974513E-003, 1.5278875000000000E+007, 9.9999999747524271E-007, 3.9788725972175598E-001, 1.6666666935449825E-009, 2.5154463195800781E+002, 4.4120993698015809E-004, 9.9999946542084217E-004, 1.5278868000000000E+007, 1.0005385320255300E-006, 3.9788725972175598E-001, 1.6677165204370681E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
11,0, 1.0000000149011612E-001, 1.2419999837875366E+000, 9.2150000000000000E+004, 9.7689831256866455E-001, 2.4650000000000000E+002, 7.9999997979030013E-005, 4.9999998882412910E-003, 7.0000000000000000E+002, 2.5232922363281250E+002, 4.6386822941713035E-004, 2.0000000949949026E-003, 7.4603890000000000E+006, 4.9999998882412910E-003, 1.0913480377197266E+002, 7.1428571573051158E-006, 2.5233015441894531E+002, 4.6386822941713035E-004, 1.9966182298958302E-003, 7.4477740000000000E+006, 5.0033819861710072E-003, 1.0913480377197266E+002, 7.1468907663074788E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
0,1, 1.0000000000000000E+000, 1.0900000333786011E+000, 8.8000000000000000E+004, 9.6411269903182983E-001, 2.4500000000000000E+002, 1.9999999494757503E-005, 5.0000002374872565E-004, 5.0000000000000000E+002, 2.5411967468261719E+002, 4.2248363024555147E-004, 5.0000002374872565E-004, 1.1936622400000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5411967468261719E+002, 4.2248363024555147E-004, 5.0000002374872565E-004, 1.1936622400000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
1,1, 1.0000000000000000E+000, 1.0920000076293945E+000, 8.7650000000000000E+004, 9.6301484107971191E-001, 2.4550000000000000E+002, 1.9999999494757503E-005, 5.0000002374872565E-004, 5.0000000000000000E+002, 2.5492857360839844E+002, 4.4446354149840772E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999494757503E-004, 6.1115478515625000E+003, 3.9999997625272954E-007, 2.5492857360839844E+002, 4.4446354149840772E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999494757503E-004, 6.1115478515625000E+003, 3.9999997625272954E-007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
2,1, 1.0000000000000000E+000, 1.0939999818801880E+000, 8.7300000000000000E+004, 9.6191388368606567E-001, 2.4600000000000000E+002, 3.9999999899009708E-006, 3.0000001424923539E-004, 2.0000000000000000E+002, 2.5574014282226562E+002, 4.6749049215577543E-004, 5.0000002374872565E-004, 1.4920776704000000E+010, 1.9999999494757503E-004, 7.0735515625000000E+004, 9.9999999747524271E-007, 2.5574023437500000E+002, 4.6749049215577543E-004, 4.9967761151492596E-004, 1.4911148032000000E+010, 2.0032239262945950E-004, 7.0735500000000000E+004, 1.0018964076152770E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
3,1, 1.0000000000000000E+000, 1.0960000753402710E+000, 8.6950000000000000E+004, 9.6080970764160156E-001, 2.4650000000000000E+002, 7.9999999798019417E-006, 3.0000001424923539E-004, 3.0000000000000000E+002, 2.5655444335937500E+002, 4.9160956405103207E-004, 5.0000002374872565E-004, 1.8650970880000000E+009, 1.9999999494757503E-004, 4.7157015625000000E+004, 6.6666666498349514E-007, 2.5655465698242188E+002, 4.9160956405103207E-004, 4.9919378943741322E-004, 1.8620896000000000E+009, 2.0080624381080270E-004, 4.7156996093750000E+004, 6.7140933879272779E-007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
4,1, 1.0000000000000000E+000, 1.0980000495910645E+000, 8.6600000000000000E+004, 9.5970243215560913E-001, 2.4700000000000000E+002, 1.4999999621068127E-005, 5.0000002374872565E-004, 5.0000000000000000E+002, 2.5737142944335938E+002, 5.1686831284314394E-004, 5.0000002374872565E-004, 2.8294214400000000E+008, 1.9999999494757503E-004, 6.1115478515625000E+003, 3.9999997625272954E-007, 2.5737167358398438E+002, 5.1686831284314394E-004, 4.9911317182704806E-004, 2.8244032000000000E+008, 2.0088681776542217E-004, 6.1115478515625000E+003, 4.0424598068966588E-007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
5,1, 1.0000000000000000E+000, 1.1000000238418579E+000, 8.6250000000000000E+004, 9.5859193801879883E-001, 2.4750000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 8.0000000000000000E+002, 2.5819119262695312E+002, 5.4331519640982151E-004, 5.0000002374872565E-004, 3.5367768000000000E+007, 1.9999999494757503E-004, 4.7746472167968750E+002, 2.4999999936881068E-007, 2.5819137573242188E+002, 5.4331519640982151E-004, 4.9939844757318497E-004, 3.5325212000000000E+007, 2.0060154201928526E-004, 4.7746469116210938E+002, 2.5155972593893239E-007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
6,1, 1.0000000000000000E+000, 1.1019999980926514E+000, 8.5900000000000000E+004, 9.5747816562652588E-001, 2.4800000000000000E+002, 4.9999998736893758E-005, 2.0000000949949026E-003, 1.7000000000000000E+002, 2.5901373291015625E+002, 5.7100149570032954E-004, 5.0000002374872565E-004, 7.6394375000000000E+006, 1.9999999494757503E-004, 2.8086160278320312E+002, 1.1764705050154589E-006, 2.5901397705078125E+002, 5.7100149570032954E-004, 4.9912417307496071E-004, 7.6260555000000000E+006, 2.0087583106942475E-004, 2.8086160278320312E+002, 1.1786623872467317E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
7,1, 1.0000000000000000E+000, 1.1040000915527344E+000, 8.5550000000000000E+004, 9.5636117458343506E-001, 2.4850000000000000E+002, 5.9999998484272510E-005, 3.0000000260770321E-003, 9.0000000000000000E+002, 2.5983908081054688E+002, 5.9997988864779472E-004, 5.0000002374872565E-004, 4.4209710000000000E+006, 1.9999999494757503E-004, 1.5719005584716797E+001, 2.2222221218726190E-007, 2.5983917236328125E+002, 5.9997988864779472E-004, 4.9965619109570980E-004, 4.4179310000000000E+006, 2.0034382760059088E-004, 1.5719004631042480E+001, 2.2270070587637747E-007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
8,1, 1.0000000000000000E+000, 1.1060000658035278E+000, 8.5200000000000000E+004, 9.5524096488952637E-001, 2.4500000000000000E+002, 7.0000001869630069E-005, 8.0000003799796104E-003, 5.0000000000000000E+002, 2.5647979736328125E+002, 4.3636807822622359E-004, 5.0000002374872565E-004, 2.7840510000000000E+006, 1.9999999494757503E-004, 1.4920771121978760E+000, 3.9999997625272954E-007, 2.5647988891601562E+002, 4.3636807822622359E-004, 4.9969198880717158E-004, 2.7823357500000000E+006, 2.0030804444104433E-004, 1.4920771121978760E+000, 4.0037116377789062E-007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
9,1, 1.0000000000000000E+000, 1.1080000400543213E+000, 8.4850000000000000E+004, 9.5411741733551025E-001, 2.4550000000000000E+002, 2.4999999368446879E-005, 6.9999997504055500E-004, 3.0000000000000000E+002, 2.5730584716796875E+002, 4.5913059148006141E-004, 9.9999999747524271E-007, 1.2223099218750000E+005, 2.0000000949949026E-003, 3.7120687500000000E+004, 6.6666671045823023E-006, 2.5730584716796875E+002, 4.5913059148006141E-004, 9.7868166903936071E-007, 1.1962521875000000E+005, 2.0000215154141188E-003, 3.7120687500000000E+004, 6.6667544160736725E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
10,1, 1.0000000000000000E+000, 1.1100000143051147E+000, 8.4500000000000000E+004, 9.5299053192138672E-001, 2.4600000000000000E+002, 4.9999998736893758E-005, 2.0000000949949026E-003, 6.0000000000000000E+002, 2.5813476562500000E+002, 4.8298126785084605E-004, 1.0000000474974513E-003, 1.5278875000000000E+007, 9.9999999747524271E-007, 3.9788725972175598E-001, 1.6666666935449825E-009, 2.5813476562500000E+002, 4.8298126785084605E-004, 9.9999492522329092E-004, 1.5278798000000000E+007, 1.0050986247733817E-006, 3.9788725972175598E-001, 1.6763685994902744E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
11,1, 1.0000000000000000E+000, 1.1119999885559082E+000, 8.4150000000000000E+004, 9.5186036825180054E-001, 2.4650000000000000E+002, 7.9999997979030013E-005, 4.9999998882412910E-003, 7.0000000000000000E+002, 2.5896655273437500E+002, 5.0796737195923924E-004, 2.0000000949949026E-003, 7.4603890000000000E+006, 4.9999998882412910E-003, 1.0913480377197266E+002, 7.1428571573051158E-006, 2.5897567749023438E+002, 5.0796737195923924E-004, 1.9679656252264977E-003, 7.3408940000000000E+006, 5.0320345908403397E-003, 1.0913480377197266E+002, 7.1801473495725077E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
0,2, 1.0000000000000000E+001, 9.6000003814697266E-001, 8.0000000000000000E+004, 9.3819642066955566E-001, 2.4500000000000000E+002, 1.9999999494757503E-005, 5.0000002374872565E-004, 5.0000000000000000E+002, 2.6113934326171875E+002, 4.6473197289742529E-004, 5.0000002374872565E-004, 1.1936622400000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.6113934326171875E+002, 4.6473197289742529E-004, 5.0000002374872565E-004, 1.1936622400000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
1,2, 1.0000000000000000E+001, 9.6200001239776611E-001, 7.9650000000000000E+004, 9.3702107667922974E-001, 2.4550000000000000E+002, 1.9999999494757503E-005, 5.0000002374872565E-004, 5.0000000000000000E+002, 2.6200051879882812E+002, 4.8910523764789104E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999494757503E-004, 6.1115478515625000E+003, 3.9999997625272954E-007, 2.6200051879882812E+002, 4.8910523764789104E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999494757503E-004, 6.1115478515625000E+003, 3.9999997625272954E-007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
2,2, 1.0000000000000000E+001, 9.6400004625320435E-001, 7.9300000000000000E+004, 9.3584203720092773E-001, 2.4600000000000000E+002, 3.9999999899009708E-006, 3.0000001424923539E-004, 2.0000000000000000E+002, 2.6286486816406250E+002, 5.1465217256918550E-004, 5.0000002374872565E-004, 1.4920776704000000E+010, 1.9999999494757503E-004, 7.0735515625000000E+004, 9.9999999747524271E-007, 2.6286575317382812E+002, 5.1465217256918550E-004, 4.9697357462719083E-004, 1.4830455808000000E+010, 2.0302642951719463E-004, 7.0735492187500000E+004, 1.0178025604545837E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
3,2, 1.0000000000000000E+001, 9.6600002050399780E-001, 7.8950000000000000E+004, 9.3465930223464966E-001, 2.4650000000000000E+002, 7.9999999798019417E-006, 3.0000001424923539E-004, 3.0000000000000000E+002, 2.6373245239257812E+002, 5.4142437875270844E-004, 5.0000002374872565E-004, 1.8650970880000000E+009, 1.9999999494757503E-004, 4.7157015625000000E+004, 6.6666666498349514E-007, 2.6373464965820312E+002, 5.4142437875270844E-004, 4.9243000103160739E-004, 1.8368593920000000E+009, 2.0757001766469330E-004, 4.7156992187500000E+004, 7.1119626454674290E-007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
4,2, 1.0000000000000000E+001, 9.6800005435943604E-001, 7.8600000000000000E+004, 9.3347281217575073E-001, 2.4700000000000000E+002, 1.4999999621068127E-005, 5.0000002374872565E-004, 5.0000000000000000E+002, 2.6460330200195312E+002, 5.6947581470012665E-004, 5.0000002374872565E-004, 2.8294214400000000E+008, 1.9999999494757503E-004, 6.1115478515625000E+003, 3.9999997625272954E-007, 2.6460574340820312E+002, 5.6947581470012665E-004, 4.9167172983288765E-004, 2.7822928000000000E+008, 2.0832827431149781E-004, 6.1115478515625000E+003, 4.3878426936316828E-007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
5,2, 1.0000000000000000E+001, 9.7000002861022949E-001, 7.8250000000000000E+004, 9.3228256702423096E-001, 2.4750000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 8.0000000000000000E+002, 2.6547744750976562E+002, 5.9886183589696884E-004, 5.0000002374872565E-004, 3.5367768000000000E+007, 1.9999999494757503E-004, 4.7746472167968750E+002, 2.4999999936881068E-007, 2.6547909545898438E+002, 5.9886183589696884E-004, 4.9434899119660258E-004, 3.4968040000000000E+007, 2.0565101294778287E-004, 4.7746472167968750E+002, 2.6425209398439620E-007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
6,2, 1.0000000000000000E+001, 9.7200006246566772E-001, 7.7900000000000000E+004, 9.3108844757080078E-001, 2.4800000000000000E+002, 4.9999998736893758E-005, 2.0000000949949026E-003, 1.7000000000000000E+002, 2.6635491943359375E+002, 6.2964094104245305E-004, 5.0000002374872565E-004, 7.6394375000000000E+006, 1.9999999494757503E-004, 2.8086160278320312E+002, 1.1764705050154589E-006, 2.6635736083984375E+002, 6.2964094104245305E-004, 4.9176078755408525E-004, 7.5135510000000000E+006, 2.0823923114221543E-004, 2.8086160278320312E+002, 1.1965291832893854E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
7,2, 1.0000000000000000E+001, 9.7400003671646118E-001, 7.7550000000000000E+004, 9.2989057302474976E-001, 2.4850000000000000E+002, 5.9999998484272510E-005, 3.0000000260770321E-003, 9.0000000000000000E+002, 2.6723574829101562E+002, 6.6187325865030289E-004, 5.0000002374872565E-004, 4.4209710000000000E+006, 1.9999999494757503E-004, 1.5719005584716797E+001, 2.2222221218726190E-007, 2.6723669433593750E+002, 6.6187325865030289E-004, 4.9676804337650537E-004, 4.3923940000000000E+006, 2.0323197531979531E-004, 1.5719005584716797E+001, 2.2659760645638016E-007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
8,2, 1.0000000000000000E+001, 9.7600001096725464E-001, 7.7200000000000000E+004, 9.2868876457214355E-001, 2.4500000000000000E+002, 7.0000001869630069E-005, 8.0000003799796104E-003, 5.0000000000000000E+002, 2.6381280517578125E+002, 4.8158754361793399E-004, 5.0000002374872565E-004, 2.7840510000000000E+006, 1.9999999494757503E-004, 1.4920771121978760E+000, 3.9999997625272954E-007, 2.6381362915039062E+002, 4.8158754361793399E-004, 4.9710395978763700E-004, 2.7679255000000000E+006, 2.0289604435674846E-004, 1.4920771121978760E+000, 4.0339494944419130E-007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
9,2, 1.0000000000000000E+001, 9.7800004482269287E-001, 7.6850000000000000E+004, 9.2748308181762695E-001, 2.4550000000000000E+002, 2.4999999368446879E-005, 6.9999997504055500E-004, 3.0000000000000000E+002, 2.6469485473632812E+002, 5.0692557124421000E-004, 9.9999999747524271E-007, 1.2223099218750000E+005, 2.0000000949949026E-003, 3.7120687500000000E+004, 6.6666671045823023E-006, 2.6469491577148438E+002, 5.0692557124421000E-004, 7.9959806953411316E-007, 9.7735664062500000E+004, 2.0002005621790886E-003, 3.7120687500000000E+004, 6.6674651861831080E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
10,2, 1.0000000000000000E+001, 9.8000001907348633E-001, 7.6500000000000000E+004, 9.2627346515655518E-001, 2.4600000000000000E+002, 4.9999998736893758E-005, 2.0000000949949026E-003, 6.0000000000000000E+002, 2.6558032226562500E+002, 5.3348910296335816E-004, 1.0000000474974513E-003, 1.5278875000000000E+007, 9.9999999747524271E-007, 3.9788725972175598E-001, 1.6666666935449825E-009, 2.6558032226562500E+002, 5.3348910296335816E-004, 9.9995208438485861E-004, 1.5278143000000000E+007, 1.0479471939106588E-006, 3.9788725972175598E-001, 1.7554365738803313E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
11,2, 1.0000000000000000E+001, 9.8200005292892456E-001, 7.6150000000000000E+004, 9.2505991458892822E-001, 2.4650000000000000E+002, 7.9999997979030013E-005, 4.9999998882412910E-003, 7.0000000000000000E+002, 2.6646923828125000E+002, 5.6133233010768890E-004, 2.0000000949949026E-003, 7.4603890000000000E+006, 4.9999998882412910E-003, 1.0913480377197266E+002, 7.1428571573051158E-006, 2.6655755615234375E+002, 5.6133233010768890E-004, 1.6986264381557703E-003, 6.3362065000000000E+006, 5.3013735450804234E-003, 1.0913480377197266E+002, 7.4842091635218821E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
0,3, 6.0000000000000000E+001, 8.3000004291534424E-001, 7.2000000000000000E+004, 9.1035729646682739E-001, 2.4500000000000000E+002, 1.9999999494757503E-005, 5.0000002374872565E-004, 5.0000000000000000E+002, 2.6912509155273438E+002, 5.1636883290484548E-004, 5.0000002374872565E-004, 1.1936622400000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.6912509155273438E+002, 5.1636883290484548E-004, 5.0000002374872565E-004, 1.1936622400000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
1,3, 6.0000000000000000E+001, 8.3200001716613770E-001, 7.1650000000000000E+004, 9.0908986330032349E-001, 2.4550000000000000E+002, 1.9999999494757503E-005, 5.0000002374872565E-004, 5.0000000000000000E+002, 2.7005032348632812E+002, 5.4371572332456708E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999494757503E-004, 6.1115478515625000E+003, 3.9999997625272954E-007, 2.7005032348632812E+002, 5.4371572332456708E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9999999494757503E-004, 6.1115478515625000E+003, 4.0000000467443897E-007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
2,3, 6.0000000000000000E+001, 8.3400005102157593E-001, 7.1300000000000000E+004, 9.0781807899475098E-001, 2.4600000000000000E+002, 3.9999999899009708E-006, 3.0000001424923539E-004, 2.0000000000000000E+002, 2.7097940063476562E+002, 5.7239714078605175E-004, 5.0000002374872565E-004, 1.4920776704000000E+010, 1.9999999494757503E-004, 7.0735515625000000E+004, 9.9999999747524271E-007, 2.7098440551757812E+002, 5.7239714078605175E-004, 4.8310949932783842E-004, 1.4416730112000000E+010, 2.1689050481654704E-004, 7.0735492187500000E+004, 1.0993559271810227E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
3,3, 6.0000000000000000E+001, 8.3600002527236938E-001, 7.0950000000000000E+004, 9.0654176473617554E-001, 2.4650000000000000E+002, 7.9999999798019417E-006, 3.0000001424923539E-004, 3.0000000000000000E+002, 2.7191244506835938E+002, 6.0247292276471853E-004, 5.0000002374872565E-004, 1.8650970880000000E+009, 1.9999999494757503E-004, 4.7157015625000000E+004, 6.6666666498349514E-007, 2.7192507934570312E+002, 6.0247292276471853E-004, 4.5774201862514019E-004, 1.7074666240000000E+009, 2.4225798551924527E-004, 4.7156996093750000E+004, 9.1524304934864631E-007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
4,3, 6.0000000000000000E+001, 8.3800005912780762E-001, 7.0600000000000000E+004, 9.0526098012924194E-001, 2.4700000000000000E+002, 1.4999999621068127E-005, 5.0000002374872565E-004, 5.0000000000000000E+002, 2.7284948730468750E+002, 6.3400564249604940E-004, 5.0000002374872565E-004, 2.8294214400000000E+008, 1.9999999494757503E-004, 6.1115478515625000E+003, 3.9999997625272954E-007, 2.7286346435546875E+002, 6.3400564249604940E-004, 4.5349739957600832E-004, 2.5662704000000000E+008, 2.4650260456837714E-004, 6.1115478515625000E+003, 6.0979681393291685E-007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,
