case,repetition,dt_s,cell_depth_m,rho_kg_m3,pressure_pa,exner,temperature_k,cloud_diameter_m,rain_diameter_m,ice_diameter_m,snow_diameter_m,graupel_diameter_m,hail_diameter_m,graupel_density_kg_m3,hail_density_kg_m3,theta_before_k,qv_before,qc_before,qnc_before_per_kg,qr_before,qnr_before_per_kg,qi_before,qni_before_per_kg,qs_before,qns_before_per_kg,qg_before,qng_before_per_kg,qvolg_before_m3_per_kg,qh_before,qnh_before_per_kg,qvolh_before_m3_per_kg,theta_after_k,qv_after,qc_after,qnc_after_per_kg,qr_after,qnr_after_per_kg,qi_after,qni_after_per_kg,qs_after,qns_after_per_kg,qg_after,qng_after_per_kg,qvolg_after_m3_per_kg,qh_after,qnh_after_per_kg,qvolh_after_m3_per_kg
23,0, 1.0000000149011612E-001, 6.7500000000000000E+002, 1.2745000123977661E+000, 9.3975000000000000E+004, 9.8239088058471680E-001, 2.6000000000000000E+002, 1.5999999959603883E-005, 1.0000000474974513E-003, 3.9999998989515007E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.6466043090820312E+002, 1.4681020984426141E-003, 1.0000000474974513E-003, 4.6627427200000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 5.0450848000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.6466043090820312e+02,1.4681020984426141e-03,1.0000000474974513e-03,4.6627427200000000e+08,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000474974513e-03,5.0450848000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
24,0, 1.0000000149011612E-001, 7.4000000000000000E+002, 1.2760000228881836E+000, 9.3800000000000000E+004, 9.8186749219894409E-001, 2.7300000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.7804159545898438E+002, 4.0071620605885983E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 3.4862232500000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.7804159545898438e+02,4.0071620605885983e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000474974513e-03,3.4862232500000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
25,0, 1.0000000149011612E-001, 8.0500000000000000E+002, 1.2775000333786011E+000, 9.3625000000000000E+004, 9.8134344816207886E-001, 2.7298999023437500E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.7817987060546875E+002, 4.0117250755429268E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 3.4862235000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.7817987060546875e+02,4.0117250755429268e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,9.9928351119160652e-04,3.4837255000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,7.1654415023658657e-07,5.6316780090332031e+01,7.9616013781702577e-10,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
26,0, 1.0000000149011612E-001, 8.7000000000000000E+002, 1.2790000438690186E+000, 9.3450000000000000E+004, 9.8081868886947632E-001, 2.6000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.6508468627929688E+002, 1.4763500075787306E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 3.0557743750000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.6508468627929688e+02,1.4763500075787306e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,3.5059323879368248e-14,3.0999249429441988e-04,1.9984571263194084e-03,3.0534168750000000e+05,1.5429792483701021e-06,2.1828678894042969e+02,9.0763494497991815e-09,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
27,0, 1.0000000149011612E-001, 3.5000000000000000E+002, 1.2805000543594360E+000, 9.3275000000000000E+004, 9.8029321432113647E-001, 2.6000000000000000E+002, 1.5999999959603883E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 9.9999997473787516E-005, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.6522677612304688E+002, 1.4791197609156370E-003, 1.0000000474974513E-003, 4.6627430400000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 3.8197192000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.6522677612304688e+02,1.4791197609156370e-03,1.0000000474974513e-03,4.6627430400000000e+08,0.0000000000000000e+00,0.0000000000000000e+00,9.3528734290779930e-15,4.3610041029751301e-03,2.0000000949949026e-03,3.8197192000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
28,0, 1.0000000149011612E-001, 4.1500000000000000E+002, 1.2820000648498535E+000, 9.3100000000000000E+004, 9.7976702451705933E-001, 2.7300000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.7863766479492188E+002, 4.0372908115386963E-003, 1.0000000474974513E-003, 8.8419420000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 3.0557743750000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.7863766479492188e+02,4.0372908115386963e-03,1.0000000474974513e-03,8.8419420000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0000000949949026e-03,3.0557743750000000e+05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
29,0, 1.0000000149011612E-001, 4.8000000000000000E+002, 1.2834999561309814E+000, 9.2925000000000000E+004, 9.7924017906188965E-001, 2.6000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 9.9999997764825821E-003, 4.9999998882412910E-003, 8.0000000000000000E+002, 7.0000000000000000E+002, 2.6551199340820312E+002, 1.4846908161416650E-003, 1.5000000130385160E-003, 1.3262911000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000260770321E-003, 7.1619715690612793E+000, 3.7500001326407073E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.6551199340820312e+02,1.4846908161416650e-03,1.5000000130385160e-03,1.3262911000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,5.2652038951645982e-14,4.6554623986594379e-04,0.0000000000000000e+00,0.0000000000000000e+00,8.7496475316584110e-04,4.3006992340087891e+00,1.0937058050330961e-06,2.1250352729111910e-03,3.6698105931282043e-01,2.6562943276076112e-06
30,0, 1.0000000149011612E-001, 5.4500000000000000E+002, 1.2849999666213989E+000, 9.2750000000000000E+004, 9.7871255874633789E-001, 2.7114001464843750E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 8.0000003799796104E-003, 4.9999998882412910E-003, 8.0000000000000000E+002, 7.0000000000000000E+002, 2.7703744506835938E+002, 3.5350678954273462E-003, 1.5000000130385160E-003, 1.3262912000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000260770321E-003, 1.3988224983215332E+001, 3.7499999052670319E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.7703744506835938e+02,3.5350678954273462e-03,1.5000000130385160e-03,1.3262912000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,2.8934706888095576e-15,2.5583898604963906e-05,0.0000000000000000e+00,0.0000000000000000e+00,8.8361324742436409e-05,9.4601078033447266e+00,1.1045158743172578e-07,2.9116384685039520e-03,1.9810509681701660e+00,3.6395483675732976e-06
31,0, 1.0000000149011612E-001, 6.1000000000000000E+002, 1.2864999771118164E+000, 9.2575000000000000E+004, 9.7818428277969360E-001, 2.7114999389648438E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 8.0000003799796104E-003, 4.9999998882412910E-003, 8.0000000000000000E+002, 7.0000000000000000E+002, 2.7719726562500000E+002, 3.5443676169961691E-003, 1.5000000130385160E-003, 1.3262912000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000260770321E-003, 1.3988224983215332E+001, 3.7500001326407073E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.7719726562500000e+02,3.5443676169961691e-03,1.5000000130385160e-03,1.3262912000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,3.0000000260770321e-03,1.3988224983215332e+01,3.7500001326407073e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
32,0, 1.0000000149011612E-001, 6.7500000000000000E+002, 1.2879999876022339E+000, 9.2400000000000000E+004, 9.7765529155731201E-001, 2.6000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 2.0000000949949026E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.6594241333007812E+002, 1.4931267360225320E-003, 1.5000000130385160E-003, 1.3262912000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000260770321E-003, 1.4323940429687500E+003, 6.0000002122251317E-006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.6594241333007812e+02,1.4931267360225320e-03,1.5000000130385160e-03,1.3262912000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,5.2715823920706020e-14,4.6611015568487346e-04,0.0000000000000000e+00,0.0000000000000000e+00,2.9980759136378765e-03,1.4323923339843750e+03,5.9961516853945795e-06,1.9241856534790713e-06,7.6153327245265245e-04,3.8483713993286983e-09
33,0, 1.0000000149011612E-001, 7.4000000000000000E+002, 1.2894999980926514E+000, 9.2225000000000000E+004, 9.7712552547454834E-001, 2.6000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 8.0000003799796104E-003, 4.9999998882412910E-003, 8.0000000000000000E+002, 7.0000000000000000E+002, 2.6608657836914062E+002, 1.4959599357098341E-003, 1.5000000130385160E-003, 1.3262911000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.9999997979030013E-005, 3.7301930785179138E-001, 9.9999994063182385E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.6608657836914062e+02,1.4959599357098341e-03,1.5000000130385160e-03,1.3262911000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,5.2737243689876187e-14,4.6629956341348588e-04,0.0000000000000000e+00,0.0000000000000000e+00,7.9999997979030013e-05,3.7301930785179138e-01,9.9999994063182385e-08,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
34,0, 1.0000000149011612E-001, 8.0500000000000000E+002, 1.2910000085830688E+000, 9.2050000000000000E+004, 9.7659504413604736E-001, 2.6000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 9.9999997764825821E-003, 8.0000003799796104E-003, 8.0000000000000000E+002, 7.0000000000000000E+002, 2.6623114013671875E+002, 1.4988039620220661E-003, 1.5000000130385160E-003, 1.3262912000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.0000000260770321E-003, 7.1619720458984375E+000, 3.7500001326407073E-006, 2.0000000949949026E-003, 1.0657694816589355E+001, 2.8571430448209867E-006,2.6623114013671875e+02,1.4988039620220661e-03,1.5000000130385160e-03,1.3262912000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,5.2758758326736446e-14,4.6648981515318155e-04,0.0000000000000000e+00,0.0000000000000000e+00,8.7496475316584110e-04,4.3006901741027832e+00,1.0937062597804470e-06,4.1250353679060936e-03,1.0863537788391113e+01,5.5134371450549224e-06
35,0, 1.0000000149011612E-001, 8.7000000000000000E+002, 1.2925000190734863E+000, 9.1875000000000000E+004, 9.7606390714645386E-001, 2.6814999389648438E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 8.0000003799796104E-003, 8.0000003799796104E-003, 8.0000000000000000E+002, 7.0000000000000000E+002, 2.7472586059570312E+002, 2.8520037885755301E-003, 4.0000001899898052E-003, 3.5367768000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 3.4862232500000000E+006, 2.0000000949949026E-003, 3.0557743750000000E+005, 3.0000000260770321E-003, 1.3988224983215332E+001, 3.7499999052670319E-006, 2.0000000949949026E-003, 1.0657694816589355E+001, 2.8571430448209867E-006,2.7472586059570312e+02,2.8520037885755301e-03,4.0000001899898052e-03,3.5367768000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,9.9715904798358679e-04,3.4763187500000000e+06,1.9937630277127028e-03,3.0462450000000000e+05,9.7439391538500786e-05,1.2998929443359375e+03,1.4199217446275725e-07,4.9116387963294983e-03,1.2638745307922363e+01,6.4966911850206088e-06
36,0, 1.0000000149011612E-001, 3.5000000000000000E+002, 1.2940000295639038E+000, 9.1700000000000000E+004, 9.7553199529647827E-001, 2.6814999389648438E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 8.0000003799796104E-003, 8.0000003799796104E-003, 8.0000000000000000E+002, 7.0000000000000000E+002, 2.7487564086914062E+002, 2.8574466705322266E-003, 1.9999999494757503E-005, 1.7683881250000000E+005, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000474974513E-003, 3.4862232500000000E+006, 2.0000000949949026E-003, 3.0557743750000000E+005, 3.0000000260770321E-003, 1.3988224983215332E+001, 3.7500001326407073E-006, 2.0000000949949026E-003, 1.0657694816589355E+001, 2.8571430448209867E-006,2.7487564086914062e+02,2.8574466705322266e-03,1.9999999494757503e-05,1.7683881250000000e+05,0.0000000000000000e+00,0.0000000000000000e+00,9.9998584482818842e-04,3.4861750000000000e+06,1.9999688956886530e-03,3.0557265625000000e+05,1.3290847418829799e-03,1.9979293823242188e+01,1.6614575315543334e-06,3.6709604319185019e-03,1.0862003326416016e+01,4.9458435569249559e-06
37,0, 1.0000000149011612E-001, 4.1500000000000000E+002, 1.2955000400543213E+000, 9.1525000000000000E+004, 9.7499942779541016E-001, 2.6000000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 8.0000003799796104E-003, 5.0000000000000000E+002, 5.0000000000000000E+002, 2.6666680908203125E+002, 1.5074012335389853E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0000000949949026E-003, 1.4920771598815918E+001, 3.9999999899009708E-006,2.6666680908203125e+02,1.5074012335389853e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.0000000949949026e-03,1.4920771598815918e+01,3.9999999899009708e-06
0,1, 1.0000000000000000E+000, 3.5000000000000000E+002, 1.1000000238418579E+000, 9.0000000000000000E+004, 9.7032696008682251E-001, 2.6000000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.6795092773437500E+002, 1.5329433372244239E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.6795092773437500e+02,1.5329433372244239e-03,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
1,1, 1.0000000000000000E+000, 4.1500000000000000E+002, 1.1015000343322754E+000, 8.9825000000000000E+004, 9.6978718042373657E-001, 2.7114999389648438E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.7959741210937500E+002, 3.6528785713016987E-003, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.7959741210937500e+02,3.6528785713016987e-03,7.9999997979030013e-04,5.6588424000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2,1, 1.0000000000000000E+000, 4.8000000000000000E+002, 1.1030000448226929E+000, 8.9650000000000000E+004, 9.6924662590026855E-001, 2.7114001464843750E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.7974307250976562E+002, 3.6573067773133516E-003, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.7974307250976562e+02,3.6573067773133516e-03,7.9999997979030013e-04,5.6588424000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,7.7749757739447147e-16,5.4996708058752120e-05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
3,1, 1.0000000000000000E+000, 5.4500000000000000E+002, 1.1045000553131104E+000, 8.9475000000000000E+004, 9.6870535612106323E-001, 2.6800000000000000E+002, 7.9999999798019417E-006, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.7665789794921875E+002, 2.8953121509402990E-003, 7.9999997979030013E-004, 2.9841551360000000E+009, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.7665789794921875e+02,2.8953121509402990e-03,7.9999997979030013e-04,2.9841551360000000e+09,0.0000000000000000e+00,0.0000000000000000e+00,4.6992646759839735e-16,9.9721446167677641e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
4,1, 1.0000000000000000E+000, 6.1000000000000000E+002, 1.1060000658035278E+000, 8.9300000000000000E+004, 9.6816331148147583E-001, 2.6000000000000000E+002, 5.9999998484272510E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.6854974365234375E+002, 1.5449597267434001E-003, 7.9999997979030013E-004, 7.0735530000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.6854974365234375e+02,1.5449597267434001e-03,7.9999997979030013e-04,7.0735530000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,2.8324336216853548e-14,2.5044209905900061e-04,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
5,1, 1.0000000000000000E+000, 6.7500000000000000E+002, 1.1075000762939453E+000, 8.9125000000000000E+004, 9.6762049198150635E-001, 2.6000000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.6870037841796875E+002, 1.5479933936148882E-003, 2.0000000233721948E-007, 1.4147106445312500E+004, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.6870037841796875e+02,1.5479933936148882e-03,2.0000000233721948e-07,1.4147106445312500e+04,0.0000000000000000e+00,0.0000000000000000e+00,3.5420738233260763e-18,2.5055047103705874e-07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
6,1, 1.0000000000000000E+000, 7.4000000000000000E+002, 1.1089999675750732E+000, 8.8950000000000000E+004, 9.6707689762115479E-001, 2.4000000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.4817054748535156E+002, 2.5865668430924416E-004, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.4820996093750000e+02,2.5865668430924416e-04,6.4982706680893898e-04,5.3983944000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,1.5017291298136115e-04,2.6044815000000000e+06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
7,1, 1.0000000000000000E+000, 8.0500000000000000E+002, 1.1104999780654907E+000, 8.8775000000000000E+004, 9.6653258800506592E-001, 2.3800000000000000E+002, 2.9999999242136255E-005, 1.0000000474974513E-003, 9.9999997473787516E-005, 5.0000002374872565E-004, 3.0000000260770321E-003, 4.9999998882412910E-003, 5.0000000000000000E+002, 7.0000000000000000E+002, 2.4624104309082031E+002, 2.1248233679216355E-004, 7.9999997979030013E-004, 5.6588424000000000E+007, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,2.4643304443359375e+02,2.1248233679216355e-04,5.2854593377560377e-05,1.9282010000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,7.4714538641273975e-04,3.7306416000000000e+07,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
