case,column,k,dt_s,rho_kg_m3,dz_m,qs_before,ns_before_per_kg,qs_after,ns_after_per_kg,snowncv_kg_m2
1,5,10, 5.0000000000000000E-001, 8.3999997377395630E-001, 2.1500000000000000E+002, 9.9999999600419720E-012, 5.7741235650610179E-006, 1.0264865346609753E-011, 5.8448422350920737E-006, 0.0000000000000000E+000
1,6,10, 5.0000000000000000E-001, 8.4700000286102295E-001, 2.1850000000000000E+002, 2.3717580916127190E-005, 0.0000000000000000E+000, 2.3701850295765325E-005, 1.9221153855323792E-001, 2.1632557078987702E-008
1,1,11, 5.0000000000000000E-001, 7.5999999046325684E-001, 2.1800000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,2,11, 5.0000000000000000E-001, 7.6700001955032349E-001, 2.2150000000000000E+002, 1.3441103510558605E-004, 4.0110316406250000E+004, 1.3438638416118920E-004, 4.0091746093750000E+004, 5.1254511345177889E-004
1,3,11, 5.0000000000000000E-001, 7.7399998903274536E-001, 2.2500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,4,11, 5.0000000000000000E-001, 7.8100001811981201E-001, 2.2850000000000000E+002, 1.5999999595806003E-003, 1.7683872222900391E+001, 1.5930823283270001E-003, 1.7638898849487305E+001, 7.9666590318083763E-004
1,5,11, 5.0000000000000000E-001, 7.8799998760223389E-001, 2.3200000000000000E+002, 1.0000000133514320E-010, 2.9618844564538449E-005, 9.9936336983574847E-011, 4.3000798225402832E+000, 0.0000000000000000E+000
1,6,11, 5.0000000000000000E-001, 7.9500001668930054E-001, 2.3550000000000000E+002, 4.0319890104001388E-005, 8.8832115173339844E+001, 4.0399318095296621E-005, 8.8790779113769531E+001, 2.1632557078987702E-008
1,1,12, 5.0000000000000000E-001, 7.0799994468688965E-001, 2.3500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,2,12, 5.0000000000000000E-001, 7.1499997377395630E-001, 2.3850000000000000E+002, 1.0260662384098396E-004, 1.1778458984375000E+004, 1.0247524187434465E-004, 1.1769587890625000E+004, 5.1254511345177889E-004
1,3,12, 5.0000000000000000E-001, 7.2199994325637817E-001, 2.4200000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,4,12, 5.0000000000000000E-001, 7.2899997234344482E-001, 2.4550000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.9666590318083763E-004
1,5,12, 5.0000000000000000E-001, 7.3599994182586670E-001, 2.4900000000000000E+002, 9.9999997171806854E-010, 1.9098585937500000E+004, 9.9977537360018687E-010, 1.9096062500000000E+004, 0.0000000000000000E+000
1,6,12, 5.0000000000000000E-001, 7.4299997091293335E-001, 2.5250000000000000E+002, 6.8543813540600240E-005, 4.9535312652587891E+001, 6.8378481955733150E-005, 4.9465030670166016E+001, 2.1632557078987702E-008
2,1,1, 1.0000000000000000E+001, 1.2799999713897705E+000, 4.8000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,2,1, 1.0000000000000000E+001, 1.2869999408721924E+000, 5.1500000000000000E+001, 2.0000000949949026E-003, 5.9683068750000000E+005, 1.9775456748902798E-003, 5.7860925000000000E+005, 1.0250901803374290E-002
2,3,1, 1.0000000000000000E+001, 1.2940000295639038E+000, 5.5000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,4,1, 1.0000000000000000E+001, 1.3009999990463257E+000, 5.8500000000000000E+001, 7.9999997979030013E-004, 8.8419361114501953E+000, 6.0755846789106727E-004, 2.5834383360000000E+009, 1.5933318063616753E-002
2,5,1, 1.0000000000000000E+001, 1.3079999685287476E+000, 6.2000000000000000E+001, 9.9999998245167004E-014, 3.5937353004555916E-006, 2.1205720556263796E-013, 4.1065536606765818E-006, 0.0000000000000000E+000
2,6,1, 1.0000000000000000E+001, 1.3149999380111694E+000, 6.5500000000000000E+001, 2.0000000233721948E-007, 3.0557740234375000E+004, 2.0475903284022934E-007, 3.0394671875000000E+004, 4.3265117710689083E-007
2,1,2, 1.0000000000000000E+001, 1.2279999256134033E+000, 6.5000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.9853588279802352E-006, 2.5325803222656250E+003, 0.0000000000000000E+000
2,2,2, 1.0000000000000000E+001, 1.2349998950958252E+000, 6.8500000000000000E+001, 1.5267591224983335E-003, 1.7526032812500000E+005, 1.5088166110217571E-003, 1.7107104687500000E+005, 1.0250901803374290E-002
2,3,2, 1.0000000000000000E+001, 1.2419999837875366E+000, 7.2000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,4,2, 1.0000000000000000E+001, 1.2489999532699585E+000, 7.5500000000000000E+001, 1.1999999405816197E-003, 1.8334641356800000E+011, 1.1863531544804573E-003, 1.8211990732800000E+011, 1.5933318063616753E-002
2,5,2, 1.0000000000000000E+001, 1.2559999227523804E+000, 7.9000000000000000E+001, 9.9999999600419720E-013, 4.5763958951283712E-006, 1.9706519402418188E-012, 5.6066119213937782E-006, 0.0000000000000000E+000
2,6,2, 1.0000000000000000E+001, 1.2629998922348022E+000, 8.2500000000000000E+001, 3.4000001392087142E-007, 1.7039863281250000E+004, 3.4764775591611397E-007, 1.6953626953125000E+004, 4.3265117710689083E-007
2,1,3, 1.0000000000000000E+001, 1.1759999990463257E+000, 8.2000000000000000E+001, 8.7499996880069375E-005, 4.4450312500000000E+004, 9.7632910183165222E-005, 4.4599382812500000E+004, 0.0000000000000000E+000
2,2,3, 1.0000000000000000E+001, 1.1829999685287476E+000, 8.5500000000000000E+001, 1.1654965346679091E-003, 6.4896007812500000E+004, 1.1518754763528705E-003, 6.3611121093750000E+004, 1.0250901803374290E-002
2,3,3, 1.0000000000000000E+001, 1.1900000572204590E+000, 8.9000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,4,3, 1.0000000000000000E+001, 1.1970000267028809E+000, 9.2500000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.7094068829901516E-006, 5.6675545600000000E+008, 1.5933318063616753E-002
2,5,3, 1.0000000000000000E+001, 1.2039999961853027E+000, 9.6000000000000000E+001, 9.9999999600419720E-012, 1.3644262253365014E-005, 1.9149046931454805E-011, 1.8209369955002330E-005, 0.0000000000000000E+000
2,6,3, 1.0000000000000000E+001, 1.2109999656677246E+000, 9.9500000000000000E+001, 5.7800002650765236E-007, 9.5019101562500000E+003, 5.9084379699925194E-007, 9.4542363281250000E+003, 4.3265117710689083E-007
2,1,4, 1.0000000000000000E+001, 1.1239999532699585E+000, 9.9000000000000000E+001, 2.6249999064020813E-004, 4.1334710937500000E+004, 2.7276689070276916E-004, 4.1094582031250000E+004, 0.0000000000000000E+000
2,2,4, 1.0000000000000000E+001, 1.1309999227523804E+000, 1.0250000000000000E+002, 8.8971614604815841E-004, 2.7669146484375000E+004, 8.6167675908654928E-004, 5.3682585937500000E+004, 1.0250901803374290E-002
2,3,4, 1.0000000000000000E+001, 1.1380000114440918E+000, 1.0600000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,4,4, 1.0000000000000000E+001, 1.1449999809265137E+000, 1.0950000000000000E+002, 3.9999998989515007E-004, 6.1115473920000000E+010, 5.1320600323379040E-004, 6.0821057536000000E+010, 1.5933318063616753E-002
2,5,4, 1.0000000000000000E+001, 1.1519999504089355E+000, 1.1300000000000000E+002, 1.0000000133514320E-010, 5.7741235650610179E-005, 1.8691057035447045E-010, 8.0970930866897106E-005, 0.0000000000000000E+000
2,6,4, 1.0000000000000000E+001, 1.1589999198913574E+000, 1.1650000000000000E+002, 9.8260011327511165E-007, 5.2985361328125000E+003, 1.1862799738082686E-006, 5.2236665039062500E+003, 4.3265117710689083E-007
2,1,5, 1.0000000000000000E+001, 1.0720000267028809E+000, 1.1600000000000000E+002, 4.3749998440034688E-004, 2.9734136718750000E+004, 4.4756001443602145E-004, 2.9553685546875000E+004, 0.0000000000000000E+000
2,2,5, 1.0000000000000000E+001, 1.0789999961853027E+000, 1.1950000000000000E+002, 6.7919102730229497E-004, 8.3018143750000000E+005, 6.7730969749391079E-004, 8.1882318750000000E+005, 1.0250901803374290E-002
2,3,5, 1.0000000000000000E+001, 1.0860000848770142E+000, 1.2300000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,4,5, 1.0000000000000000E+001, 1.0930000543594360E+000, 1.2650000000000000E+002, 7.9999997979030013E-004, 8.8419361114501953E+000, 6.9437490310519934E-004, 8.1552257537841797E+000, 1.5933318063616753E-002
2,5,5, 1.0000000000000000E+001, 1.1000000238418579E+000, 1.3000000000000000E+002, 9.9999997171806854E-010, 2.9618843109346926E-004, 9.8144592453053292E-010, 1.3119689941406250E+003, 0.0000000000000000E+000
2,6,5, 1.0000000000000000E+001, 1.1069999933242798E+000, 1.3350000000000000E+002, 1.6704202607797924E-006, 0.0000000000000000E+000, 1.5440061815752415E-006, 4.7136867523193359E+001, 4.3265117710689083E-007
2,1,6, 1.0000000000000000E+001, 1.0199999809265137E+000, 1.3300000000000000E+002, 6.1250000726431608E-004, 2.1608992187500000E+004, 6.1389862094074488E-004, 2.1386158203125000E+004, 0.0000000000000000E+000
2,2,6, 1.0000000000000000E+001, 1.0269999504089355E+000, 1.3650000000000000E+002, 5.1848049042746425E-004, 1.5472253125000000E+005, 5.1594455726444721E-004, 1.5272221875000000E+005, 1.0250901803374290E-002
2,3,6, 1.0000000000000000E+001, 1.0340000391006470E+000, 1.4000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1552768885158002E-005, 1.2196366119384766E+002, 0.0000000000000000E+000
2,4,6, 1.0000000000000000E+001, 1.0410000085830688E+000, 1.4350000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.8599149188958108E-004, 2.0556561946868896E+000, 1.5933318063616753E-002
2,5,6, 1.0000000000000000E+001, 1.0479999780654907E+000, 1.4700000000000000E+002, 9.9999999392252903E-009, 1.9098585937500000E+005, 9.9362349459397592E-009, 1.9026948437500000E+005, 0.0000000000000000E+000
2,6,6, 1.0000000000000000E+001, 1.0549999475479126E+000, 1.5050000000000000E+002, 2.8397143978509121E-006, 1.6475764160156250E+003, 2.9106090551067609E-006, 1.6381705322265625E+003, 4.3265117710689083E-007
2,1,7, 1.0000000000000000E+001, 9.6799993515014648E-001, 1.5000000000000000E+002, 6.1250000726431608E-004, 1.2620990234375000E+004, 6.0542928986251354E-004, 1.2445695312500000E+004, 0.0000000000000000E+000
2,2,7, 1.0000000000000000E+001, 9.7499996423721313E-001, 1.5350000000000000E+002, 3.9579736767336726E-004, 4.5434523437500000E+004, 3.9339569048024714E-004, 4.4886925781250000E+004, 1.0250901803374290E-002
2,3,7, 1.0000000000000000E+001, 9.8199993371963501E-001, 1.5700000000000000E+002, 3.9999998989515007E-004, 2.2635356445312500E+003, 4.1165464790537953E-004, 2.2576066894531250E+003, 0.0000000000000000E+000
2,4,7, 1.0000000000000000E+001, 9.8899996280670166E-001, 1.6050000000000000E+002, 1.5999999595806003E-003, 1.7683872222900391E+001, 1.4273058623075485E-003, 3.5762454400000000E+008, 1.5933318063616753E-002
2,5,7, 1.0000000000000000E+001, 9.9599993228912354E-001, 1.6400000000000000E+002, 9.9999998245167004E-015, 3.5937353004555916E-007, 9.9999998245167004E-015, 3.5937353004555916E-007, 0.0000000000000000E+000
2,6,7, 1.0000000000000000E+001, 1.0029999017715454E+000, 1.6750000000000000E+002, 4.8275146582454909E-006, 9.1873559570312500E+002, 4.9569716793484986E-006, 9.1307275390625000E+002, 4.3265117710689083E-007
2,1,8, 1.0000000000000000E+001, 9.1599994897842407E-001, 1.6700000000000000E+002, 4.3749998440034688E-004, 5.7146777343750000E+003, 4.3013916001655161E-004, 5.6284868164062500E+003, 0.0000000000000000E+000
2,2,8, 1.0000000000000000E+001, 9.2299997806549072E-001, 1.7050000000000000E+002, 3.0214359867386520E-004, 1.6823656250000000E+004, 3.0008345493115485E-004, 1.6633537109375000E+004, 1.0250901803374290E-002
2,3,8, 1.0000000000000000E+001, 9.2999994754791260E-001, 1.7400000000000000E+002, 5.9999997029080987E-004, 1.9648748779296875E+003, 6.1161210760474205E-004, 1.9572895507812500E+003, 0.0000000000000000E+000
2,4,8, 1.0000000000000000E+001, 9.3699997663497925E-001, 1.7750000000000000E+002, 3.9999998989515007E-004, 6.1115473920000000E+010, 3.9776606718078256E-004, 6.0914700288000000E+010, 1.5933318063616753E-002
2,5,8, 1.0000000000000000E+001, 9.4399994611740112E-001, 1.8100000000000000E+002, 9.9999998245167004E-014, 4.5763957245981146E-007, 1.5309536407701052E-013, 5.3008432132628514E-007, 0.0000000000000000E+000
2,6,8, 1.0000000000000000E+001, 9.5099997520446777E-001, 1.8450000000000000E+002, 8.2067754192394204E-006, 5.1231311035156250E+002, 8.4458761193673126E-006, 5.0886279296875000E+002, 4.3265117710689083E-007
2,1,9, 1.0000000000000000E+001, 8.6399996280670166E-001, 1.8400000000000000E+002, 2.6249999064020813E-004, 2.3084538574218750E+003, 2.5499661569483578E-004, 2.2637585449218750E+003, 0.0000000000000000E+000
2,2,9, 1.0000000000000000E+001, 8.7099999189376831E-001, 1.8750000000000000E+002, 2.3065022833179682E-004, 7.1729560546875000E+003, 2.2609581355936825E-004, 1.1341720703125000E+004, 1.0250901803374290E-002
2,3,9, 1.0000000000000000E+001, 8.7799996137619019E-001, 1.9100000000000000E+002, 7.9999997979030013E-004, 1.6498072509765625E+003, 8.1144244177266955E-004, 1.6428797607421875E+003, 0.0000000000000000E+000
2,4,9, 1.0000000000000000E+001, 8.8499999046325684E-001, 1.9450000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.1054611251165625E-006, 9.3284550400000000E+008, 1.5933318063616753E-002
2,5,9, 1.0000000000000000E+001, 8.9199995994567871E-001, 1.9800000000000000E+002, 9.9999999600419720E-013, 1.3644262253365014E-006, 1.5108706386685045E-012, 1.6189834468605113E-006, 0.0000000000000000E+000
2,6,9, 1.0000000000000000E+001, 8.9899998903274536E-001, 2.0150000000000000E+002, 1.3951518667454366E-005, 2.8568029785156250E+002, 1.5575489669572562E-005, 2.7989779663085938E+002, 4.3265117710689083E-007
