case,column,k,dt_s,rho_kg_m3,dz_m,qs_before,ns_before_per_kg,qs_after,ns_after_per_kg,snowncv_kg_m2
2,1,10, 1.0000000000000000E+001, 8.1199997663497925E-001, 2.0100000000000000E+002, 8.7499996880069375E-005, 5.4252557373046875E+002, 8.3745828305836767E-005, 5.2883331298828125E+002, 0.0000000000000000E+000
2,2,10, 1.0000000000000000E+001, 8.1900000572204590E-001, 2.0450000000000000E+002, 1.7607366316951811E-004, 2.1521645312500000E+005, 1.7572070646565408E-004, 2.1323696875000000E+005, 1.0250901803374290E-002
2,3,10, 1.0000000000000000E+001, 8.2599997520446777E-001, 2.0800000000000000E+002, 9.9999993108212948E-004, 1.3815524902343750E+003, 9.4927597092464566E-004, 1.3403304443359375E+003, 0.0000000000000000E+000
2,4,10, 1.0000000000000000E+001, 8.3300000429153442E-001, 2.1150000000000000E+002, 1.1999999405816197E-003, 1.8334641356800000E+011, 1.3341765152290463E-003, 1.8281029632000000E+011, 1.5933318063616753E-002
2,5,10, 1.0000000000000000E+001, 8.3999997377395630E-001, 2.1500000000000000E+002, 9.9999999600419720E-012, 5.7741235650610179E-006, 1.5297306824035850E-011, 7.1884983299241867E-006, 0.0000000000000000E+000
2,6,10, 1.0000000000000000E+001, 8.4700000286102295E-001, 2.1850000000000000E+002, 2.3717580916127190E-005, 0.0000000000000000E+000, 2.3402966689900495E-005, 3.8442306518554688E+000, 4.3265117710689083E-007
2,1,11, 1.0000000000000000E+001, 7.5999999046325684E-001, 2.1800000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,2,11, 1.0000000000000000E+001, 7.6700001955032349E-001, 2.2150000000000000E+002, 1.3441103510558605E-004, 4.0110316406250000E+004, 1.3391807442530990E-004, 3.9738898437500000E+004, 1.0250901803374290E-002
2,3,11, 1.0000000000000000E+001, 7.7399998903274536E-001, 2.2500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,4,11, 1.0000000000000000E+001, 7.8100001811981201E-001, 2.2850000000000000E+002, 1.5999999595806003E-003, 1.7683872222900391E+001, 1.4616478001698852E-003, 1.6784389495849609E+001, 1.5933318063616753E-002
2,5,11, 1.0000000000000000E+001, 7.8799998760223389E-001, 2.3200000000000000E+002, 1.0000000133514320E-010, 2.9618844564538449E-005, 9.8726742059351835E-011, 8.6001037597656250E+001, 0.0000000000000000E+000
2,6,11, 1.0000000000000000E+001, 7.9500001668930054E-001, 2.3550000000000000E+002, 4.0319890104001388E-005, 8.8832115173339844E+001, 4.1908471757778898E-005, 8.8005348205566406E+001, 4.3265117710689083E-007
2,1,12, 1.0000000000000000E+001, 7.0799994468688965E-001, 2.3500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,2,12, 1.0000000000000000E+001, 7.1499997377395630E-001, 2.3850000000000000E+002, 1.0260662384098396E-004, 1.1778458984375000E+004, 9.9978999060112983E-005, 1.1601029296875000E+004, 1.0250901803374290E-002
2,3,12, 1.0000000000000000E+001, 7.2199994325637817E-001, 2.4200000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
2,4,12, 1.0000000000000000E+001, 7.2899997234344482E-001, 2.4550000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.5933318063616753E-002
2,5,12, 1.0000000000000000E+001, 7.3599994182586670E-001, 2.4900000000000000E+002, 9.9999997171806854E-010, 1.9098585937500000E+004, 9.9550800936043515E-010, 1.9048121093750000E+004, 0.0000000000000000E+000
2,6,12, 1.0000000000000000E+001, 7.4299997091293335E-001, 2.5250000000000000E+002, 6.8543813540600240E-005, 4.9535312652587891E+001, 6.5237247326876968E-005, 4.8129676818847656E+001, 4.3265117710689083E-007
3,1,1, 6.0000000000000000E+001, 1.2799999713897705E+000, 4.8000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,2,1, 6.0000000000000000E+001, 1.2869999408721924E+000, 5.1500000000000000E+001, 2.0000000949949026E-003, 5.9683068750000000E+005, 1.8652740400284529E-003, 4.8750190625000000E+005, 6.1505410820245743E-002
3,3,1, 6.0000000000000000E+001, 1.2940000295639038E+000, 5.5000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,1, 6.0000000000000000E+001, 1.3009999990463257E+000, 5.8500000000000000E+001, 7.9999997979030013E-004, 8.8419361114501953E+000, 1.4235044363886118E-004, 8.6330234880000000E+009, 5.7599741965532303E-002
3,5,1, 6.0000000000000000E+001, 1.3079999685287476E+000, 6.2000000000000000E+001, 9.9999998245167004E-014, 3.5937353004555916E-006, 7.7234323537372918E-013, 6.6706443249131553E-006, 0.0000000000000000E+000
3,6,1, 6.0000000000000000E+001, 1.3149999380111694E+000, 6.5500000000000000E+001, 2.0000000233721948E-007, 3.0557740234375000E+004, 2.2945877731217479E-007, 2.9587875000000000E+004, 2.6885622901318129E-006
3,1,2, 6.0000000000000000E+001, 1.2279999256134033E+000, 6.5000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9912151148892008E-005, 1.5195480468750000E+004, 0.0000000000000000E+000
3,2,2, 6.0000000000000000E+001, 1.2349998950958252E+000, 6.8500000000000000E+001, 1.5267591224983335E-003, 1.7526032812500000E+005, 1.4191042864695191E-003, 1.5012459375000000E+005, 6.1505410820245743E-002
3,3,2, 6.0000000000000000E+001, 1.2419999837875366E+000, 7.2000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,2, 6.0000000000000000E+001, 1.2489999532699585E+000, 7.5500000000000000E+001, 1.1999999405816197E-003, 1.8334641356800000E+011, 1.1199674336239696E-003, 1.7608536883200000E+011, 5.7599741965532303E-002
3,5,2, 6.0000000000000000E+001, 1.2559999227523804E+000, 7.9000000000000000E+001, 9.9999999600419720E-013, 4.5763958951283712E-006, 6.8239120951107957E-012, 1.0757692507468164E-005, 0.0000000000000000E+000
3,6,2, 6.0000000000000000E+001, 1.2629998922348022E+000, 8.2500000000000000E+001, 3.4000001392087142E-007, 1.7039863281250000E+004, 3.8739611341043201E-007, 1.6526433593750000E+004, 2.6885622901318129E-006
3,1,3, 6.0000000000000000E+001, 1.1759999990463257E+000, 8.2000000000000000E+001, 8.7499996880069375E-005, 4.4450312500000000E+004, 1.4829746214672923E-004, 4.5344746093750000E+004, 0.0000000000000000E+000
3,2,3, 6.0000000000000000E+001, 1.1829999685287476E+000, 8.5500000000000000E+001, 1.1654965346679091E-003, 6.4896007812500000E+004, 1.0837699519470334E-003, 5.7186664062500000E+004, 6.1505410820245743E-002
3,3,3, 6.0000000000000000E+001, 1.1900000572204590E+000, 8.9000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,3, 6.0000000000000000E+001, 1.1970000267028809E+000, 9.2500000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.3644515497144312E-005, 3.3678748160000000E+009, 5.7599741965532303E-002
3,5,3, 6.0000000000000000E+001, 1.2039999961853027E+000, 9.6000000000000000E+001, 9.9999999600419720E-012, 1.3644262253365014E-005, 6.4894284390604184E-011, 4.1034902096726000E-005, 0.0000000000000000E+000
3,6,3, 6.0000000000000000E+001, 1.2109999656677246E+000, 9.9500000000000000E+001, 5.7800002650765236E-007, 9.5019101562500000E+003, 7.0168556476346566E-007, 9.2111416015625000E+003, 2.6885622901318129E-006
3,1,4, 6.0000000000000000E+001, 1.1239999532699585E+000, 9.9000000000000000E+001, 2.6249999064020813E-004, 4.1334710937500000E+004, 3.2410142011940479E-004, 3.9893933593750000E+004, 0.0000000000000000E+000
3,2,4, 6.0000000000000000E+001, 1.1309999227523804E+000, 1.0250000000000000E+002, 8.8971614604815841E-004, 2.7669146484375000E+004, 7.2147976607084274E-004, 1.8374979687500000E+005, 6.1505410820245743E-002
3,3,4, 6.0000000000000000E+001, 1.1380000114440918E+000, 1.0600000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,4, 6.0000000000000000E+001, 1.1449999809265137E+000, 1.0950000000000000E+002, 3.9999998989515007E-004, 6.1115473920000000E+010, 9.0087234275415540E-004, 5.9365949440000000E+010, 5.7599741965532303E-002
3,5,4, 6.0000000000000000E+001, 1.1519999504089355E+000, 1.1300000000000000E+002, 1.0000000133514320E-010, 5.7741235650610179E-005, 6.2146343626778844E-010, 1.9711937056854367E-004, 0.0000000000000000E+000
3,6,4, 6.0000000000000000E+001, 1.1589999198913574E+000, 1.1650000000000000E+002, 9.8260011327511165E-007, 5.2985361328125000E+003, 2.0058419067936484E-006, 4.8927934570312500E+003, 2.6885622901318129E-006
3,1,5, 6.0000000000000000E+001, 1.0720000267028809E+000, 1.1600000000000000E+002, 4.3749998440034688E-004, 2.9734136718750000E+004, 4.9786013551056385E-004, 2.8651421875000000E+004, 0.0000000000000000E+000
3,2,5, 6.0000000000000000E+001, 1.0789999961853027E+000, 1.1950000000000000E+002, 6.7919102730229497E-004, 8.3018143750000000E+005, 6.6790316486731172E-004, 7.6203193750000000E+005, 6.1505410820245743E-002
3,3,5, 6.0000000000000000E+001, 1.0860000848770142E+000, 1.2300000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,5, 6.0000000000000000E+001, 1.0930000543594360E+000, 1.2650000000000000E+002, 7.9999997979030013E-004, 8.8419361114501953E+000, 3.1886907527223229E-004, 5.3285374641418457E+000, 5.7599741965532303E-002
3,5,5, 6.0000000000000000E+001, 1.1000000238418579E+000, 1.3000000000000000E+002, 9.9999997171806854E-010, 2.9618843109346926E-004, 8.8867546654824991E-010, 7.8718110351562500E+003, 0.0000000000000000E+000
3,6,5, 6.0000000000000000E+001, 1.1069999933242798E+000, 1.3350000000000000E+002, 1.6704202607797924E-006, 0.0000000000000000E+000, 1.0716264569055056E-006, 2.2766107177734375E+002, 2.6885622901318129E-006
3,1,6, 6.0000000000000000E+001, 1.0199999809265137E+000, 1.3300000000000000E+002, 6.1250000726431608E-004, 2.1608992187500000E+004, 6.2089180573821068E-004, 2.0271990234375000E+004, 0.0000000000000000E+000
3,2,6, 6.0000000000000000E+001, 1.0269999504089355E+000, 1.3650000000000000E+002, 5.1848049042746425E-004, 1.5472253125000000E+005, 5.0326500786468387E-004, 1.4272059375000000E+005, 6.1505410820245743E-002
3,3,6, 6.0000000000000000E+001, 1.0340000391006470E+000, 1.4000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.2931661331094801E-004, 7.3178192138671875E+002, 0.0000000000000000E+000
3,4,6, 6.0000000000000000E+001, 1.0410000085830688E+000, 1.4350000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.9260842651128769E-004, 4.6138816000000000E+008, 5.7599741965532303E-002
3,5,6, 6.0000000000000000E+001, 1.0479999780654907E+000, 1.4700000000000000E+002, 9.9999999392252903E-009, 1.9098585937500000E+005, 9.6174126440473628E-009, 1.8668771875000000E+005, 0.0000000000000000E+000
3,6,6, 6.0000000000000000E+001, 1.0549999475479126E+000, 1.5050000000000000E+002, 2.8397143978509121E-006, 1.6475764160156250E+003, 3.2834525427460903E-006, 1.5915573730468750E+003, 2.6885622901318129E-006
3,1,7, 6.0000000000000000E+001, 9.6799993515014648E-001, 1.5000000000000000E+002, 6.1250000726431608E-004, 1.2620990234375000E+004, 5.7007552823051810E-004, 1.1569222656250000E+004, 0.0000000000000000E+000
3,2,7, 6.0000000000000000E+001, 9.7499996423721313E-001, 1.5350000000000000E+002, 3.9579736767336726E-004, 4.5434523437500000E+004, 3.8138730451464653E-004, 4.2148937500000000E+004, 6.1505410820245743E-002
3,3,7, 6.0000000000000000E+001, 9.8199993371963501E-001, 1.5700000000000000E+002, 3.9999998989515007E-004, 2.2635356445312500E+003, 4.6992796706035733E-004, 2.2279636230468750E+003, 0.0000000000000000E+000
3,4,7, 6.0000000000000000E+001, 9.8899996280670166E-001, 1.6050000000000000E+002, 1.5999999595806003E-003, 1.7683872222900391E+001, 7.7386241173371673E-004, 1.6974717440000000E+009, 5.7599741965532303E-002
3,5,7, 6.0000000000000000E+001, 9.9599993228912354E-001, 1.6400000000000000E+002, 9.9999998245167004E-015, 3.5937353004555916E-007, 9.9999998245167004E-015, 3.5937353004555916E-007, 0.0000000000000000E+000
3,6,7, 6.0000000000000000E+001, 1.0029999017715454E+000, 1.6750000000000000E+002, 4.8275146582454909E-006, 9.1873559570312500E+002, 5.6410908655379899E-006, 8.8502221679687500E+002, 2.6885622901318129E-006
3,1,8, 6.0000000000000000E+001, 9.1599994897842407E-001, 1.6700000000000000E+002, 4.3749998440034688E-004, 5.7146777343750000E+003, 3.9333512540906668E-004, 5.1975341796875000E+003, 0.0000000000000000E+000
3,2,8, 6.0000000000000000E+001, 9.2299997806549072E-001, 1.7050000000000000E+002, 3.0214359867386520E-004, 1.6823656250000000E+004, 2.8978267800994217E-004, 1.5682941406250000E+004, 6.1505410820245743E-002
3,3,8, 6.0000000000000000E+001, 9.2999994754791260E-001, 1.7400000000000000E+002, 5.9999997029080987E-004, 1.9648748779296875E+003, 6.6967273596674204E-004, 1.9193631591796875E+003, 0.0000000000000000E+000
3,4,8, 6.0000000000000000E+001, 9.3699997663497925E-001, 1.7750000000000000E+002, 3.9999998989515007E-004, 6.1115473920000000E+010, 3.8674558163620532E-004, 5.9918721024000000E+010, 5.7599741965532303E-002
3,5,8, 6.0000000000000000E+001, 9.4399994611740112E-001, 1.8100000000000000E+002, 9.9999998245167004E-014, 4.5763957245981146E-007, 4.1857221356501884E-013, 8.9230786670668749E-007, 0.0000000000000000E+000
3,6,8, 6.0000000000000000E+001, 9.5099997520446777E-001, 1.8450000000000000E+002, 8.2067754192394204E-006, 5.1231311035156250E+002, 1.0093350283568725E-005, 4.9109466552734375E+002, 2.6885622901318129E-006
3,1,9, 6.0000000000000000E+001, 8.6399996280670166E-001, 1.8400000000000000E+002, 2.6249999064020813E-004, 2.3084538574218750E+003, 2.1747977007180452E-004, 2.0402810058593750E+003, 0.0000000000000000E+000
3,2,9, 6.0000000000000000E+001, 8.7099999189376831E-001, 1.8750000000000000E+002, 2.3065022833179682E-004, 7.1729560546875000E+003, 2.0332376880105585E-004, 3.2185546875000000E+004, 6.1505410820245743E-002
3,3,9, 6.0000000000000000E+001, 8.7799996137619019E-001, 1.9100000000000000E+002, 7.9999997979030013E-004, 1.6498072509765625E+003, 8.6865480989217758E-004, 1.6082415771484375E+003, 0.0000000000000000E+000
3,4,9, 6.0000000000000000E+001, 8.8499999046325684E-001, 1.9450000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.4304477341938764E-005, 5.5644032000000000E+009, 5.7599741965532303E-002
3,5,9, 6.0000000000000000E+001, 8.9199995994567871E-001, 1.9800000000000000E+002, 9.9999999600419720E-013, 1.3644262253365014E-006, 4.0652238519900408E-012, 2.8917695544805611E-006, 0.0000000000000000E+000
3,6,9, 6.0000000000000000E+001, 8.9899998903274536E-001, 2.0150000000000000E+002, 1.3951518667454366E-005, 2.8568029785156250E+002, 2.2941221686778590E-005, 2.5384411621093750E+002, 2.6885622901318129E-006
3,1,10, 6.0000000000000000E+001, 8.1199997663497925E-001, 2.0100000000000000E+002, 8.7499996880069375E-005, 5.4252557373046875E+002, 6.4974978158716112E-005, 4.6037194824218750E+002, 0.0000000000000000E+000
3,2,10, 6.0000000000000000E+001, 8.1900000572204590E-001, 2.0450000000000000E+002, 1.7607366316951811E-004, 2.1521645312500000E+005, 1.7395596660207957E-004, 2.0333951562500000E+005, 6.1505410820245743E-002
3,3,10, 6.0000000000000000E+001, 8.2599997520446777E-001, 2.0800000000000000E+002, 9.9999993108212948E-004, 1.3815524902343750E+003, 6.9565628655254841E-004, 1.1342202148437500E+003, 0.0000000000000000E+000
3,4,10, 6.0000000000000000E+001, 8.3300000429153442E-001, 2.1150000000000000E+002, 1.1999999405816197E-003, 1.8334641356800000E+011, 1.8605298828333616E-003, 1.8014843699200000E+011, 5.7599741965532303E-002
3,5,10, 6.0000000000000000E+001, 8.3999997377395630E-001, 2.1500000000000000E+002, 9.9999999600419720E-012, 5.7741235650610179E-006, 4.1783843746090454E-011, 1.4260373063734733E-005, 0.0000000000000000E+000
3,6,10, 6.0000000000000000E+001, 8.4700000286102295E-001, 2.1850000000000000E+002, 2.3717580916127190E-005, 0.0000000000000000E+000, 2.2694479412166402E-005, 1.9739124298095703E+001, 2.6885622901318129E-006
3,1,11, 6.0000000000000000E+001, 7.5999999046325684E-001, 2.1800000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,2,11, 6.0000000000000000E+001, 7.6700001955032349E-001, 2.2150000000000000E+002, 1.3441103510558605E-004, 4.0110316406250000E+004, 1.3145322736818343E-004, 3.7881816406250000E+004, 6.1505410820245743E-002
3,3,11, 6.0000000000000000E+001, 7.7399998903274536E-001, 2.2500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,11, 6.0000000000000000E+001, 7.8100001811981201E-001, 2.2850000000000000E+002, 1.5999999595806003E-003, 1.7683872222900391E+001, 9.0517132775858045E-004, 1.2817382812500000E+001, 5.7599741965532303E-002
3,5,11, 6.0000000000000000E+001, 7.8799998760223389E-001, 2.3200000000000000E+002, 1.0000000133514320E-010, 2.9618844564538449E-005, 9.2360424863713320E-011, 5.1600604248046875E+002, 0.0000000000000000E+000
3,6,11, 6.0000000000000000E+001, 7.9500001668930054E-001, 2.3550000000000000E+002, 4.0319890104001388E-005, 8.8832115173339844E+001, 4.7801240725675598E-005, 8.3699012756347656E+001, 2.6885622901318129E-006
3,1,12, 6.0000000000000000E+001, 7.0799994468688965E-001, 2.3500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,2,12, 6.0000000000000000E+001, 7.1499997377395630E-001, 2.3850000000000000E+002, 1.0260662384098396E-004, 1.1778458984375000E+004, 8.6840853327885270E-005, 1.0713880859375000E+004, 6.1505410820245743E-002
3,3,12, 6.0000000000000000E+001, 7.2199994325637817E-001, 2.4200000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,12, 6.0000000000000000E+001, 7.2899997234344482E-001, 2.4550000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.7599741965532303E-002
3,5,12, 6.0000000000000000E+001, 7.3599994182586670E-001, 2.4900000000000000E+002, 9.9999997171806854E-010, 1.9098585937500000E+004, 9.7304797552766331E-010, 1.8795796875000000E+004, 0.0000000000000000E+000
3,6,12, 6.0000000000000000E+001, 7.4299997091293335E-001, 2.5250000000000000E+002, 6.8543813540600240E-005, 4.9535312652587891E+001, 5.0139984523411840E-005, 4.1460468292236328E+001, 2.6885622901318129E-006
4,1,1, 3.0000000000000000E+002, 1.2799999713897705E+000, 4.8000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,2,1, 3.0000000000000000E+002, 1.2869999408721924E+000, 5.1500000000000000E+001, 2.0000000949949026E-003, 5.9683068750000000E+005, 1.3707180041819811E-003, 2.3680576562500000E+005, 2.7033978700637817E-001
4,3,1, 3.0000000000000000E+002, 1.2940000295639038E+000, 5.5000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,1, 3.0000000000000000E+002, 1.3009999990463257E+000, 5.8500000000000000E+001, 7.9999997979030013E-004, 8.8419361114501953E+000, 4.7809237003093585E-005, 8.4227061760000000E+009, 9.0323917567729950E-002
4,5,1, 3.0000000000000000E+002, 1.3079999685287476E+000, 6.2000000000000000E+001, 9.9999998245167004E-014, 3.5937353004555916E-006, 5.9149063424968062E-010, 1.1709621582031250E+003, 0.0000000000000000E+000
4,6,1, 3.0000000000000000E+002, 1.3149999380111694E+000, 6.5500000000000000E+001, 2.0000000233721948E-007, 3.0557740234375000E+004, 4.1023764651981764E-007, 2.6004537109375000E+004, 1.7562526409165002E-005
4,1,2, 3.0000000000000000E+002, 1.2279999256134033E+000, 6.5000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.2730825478211045E-004, 7.7502921875000000E+004, 0.0000000000000000E+000
4,2,2, 3.0000000000000000E+002, 1.2349998950958252E+000, 6.8500000000000000E+001, 1.5267591224983335E-003, 1.7526032812500000E+005, 9.7004964482039213E-004, 1.9184346875000000E+005, 2.7033978700637817E-001
4,3,2, 3.0000000000000000E+002, 1.2419999837875366E+000, 7.2000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,2, 3.0000000000000000E+002, 1.2489999532699585E+000, 7.5500000000000000E+001, 1.1999999405816197E-003, 1.8334641356800000E+011, 8.4924721159040928E-004, 1.4977358233600000E+011, 9.0323917567729950E-002
4,5,2, 3.0000000000000000E+002, 1.2559999227523804E+000, 7.9000000000000000E+001, 9.9999999600419720E-013, 4.5763958951283712E-006, 7.6380757274563393E-010, 4.9137426757812500E+003, 0.0000000000000000E+000
4,6,2, 3.0000000000000000E+002, 1.2629998922348022E+000, 8.2500000000000000E+001, 3.4000001392087142E-007, 1.7039863281250000E+004, 8.1439128507554415E-007, 1.4593827148437500E+004, 1.7562526409165002E-005
4,1,3, 3.0000000000000000E+002, 1.1759999990463257E+000, 8.2000000000000000E+001, 8.7499996880069375E-005, 4.4450312500000000E+004, 4.1367975063621998E-004, 4.4687210937500000E+004, 0.0000000000000000E+000
4,2,3, 3.0000000000000000E+002, 1.1829999685287476E+000, 8.5500000000000000E+001, 1.1654965346679091E-003, 6.4896007812500000E+004, 6.4430001657456160E-004, 2.9227915625000000E+005, 2.7033978700637817E-001
4,3,3, 3.0000000000000000E+002, 1.1900000572204590E+000, 8.9000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,3, 3.0000000000000000E+002, 1.1970000267028809E+000, 9.2500000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.6798338512890041E-004, 1.5913521152000000E+010, 9.0323917567729950E-002
4,5,3, 3.0000000000000000E+002, 1.2039999961853027E+000, 9.6000000000000000E+001, 9.9999999600419720E-012, 1.3644262253365014E-005, 8.7075496812971664E-010, 9.8702695312500000E+003, 0.0000000000000000E+000
4,6,3, 3.0000000000000000E+002, 1.2109999656677246E+000, 9.9500000000000000E+001, 5.7800002650765236E-007, 9.5019101562500000E+003, 1.8135293657906004E-006, 8.0109711914062500E+003, 1.7562526409165002E-005
4,1,4, 3.0000000000000000E+002, 1.1239999532699585E+000, 9.9000000000000000E+001, 2.6249999064020813E-004, 4.1334710937500000E+004, 5.5934785632416606E-004, 3.4398925781250000E+004, 0.0000000000000000E+000
4,2,4, 3.0000000000000000E+002, 1.1309999227523804E+000, 1.0250000000000000E+002, 8.8971614604815841E-004, 2.7669146484375000E+004, 4.3271610047668219E-004, 3.4821171875000000E+005, 2.7033978700637817E-001
4,3,4, 3.0000000000000000E+002, 1.1380000114440918E+000, 1.0600000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,4, 3.0000000000000000E+002, 1.1449999809265137E+000, 1.0950000000000000E+002, 3.9999998989515007E-004, 6.1115473920000000E+010, 1.0377358412370086E-003, 5.2848783360000000E+010, 9.0323917567729950E-002
4,5,4, 3.0000000000000000E+002, 1.1519999504089355E+000, 1.1300000000000000E+002, 1.0000000133514320E-010, 5.7741235650610179E-005, 8.0970818938652656E-010, 1.3115209960937500E+004, 0.0000000000000000E+000
4,6,4, 3.0000000000000000E+002, 1.1589999198913574E+000, 1.1650000000000000E+002, 9.8260011327511165E-007, 5.2985361328125000E+003, 3.5322766507306369E-006, 3.9704675292968750E+003, 1.7562526409165002E-005
4,1,5, 3.0000000000000000E+002, 1.0720000267028809E+000, 1.1600000000000000E+002, 4.3749998440034688E-004, 2.9734136718750000E+004, 6.1893934616819024E-004, 2.3921400390625000E+004, 0.0000000000000000E+000
4,2,5, 3.0000000000000000E+002, 1.0789999961853027E+000, 1.1950000000000000E+002, 6.7919102730229497E-004, 8.3018143750000000E+005, 6.1272655148059130E-004, 5.3906256250000000E+005, 2.7033978700637817E-001
4,3,5, 3.0000000000000000E+002, 1.0860000848770142E+000, 1.2300000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,5, 3.0000000000000000E+002, 1.0930000543594360E+000, 1.2650000000000000E+002, 7.9999997979030013E-004, 8.8419361114501953E+000, 7.1027852754923515E-006, 6.7833590507507324E-001, 9.0323917567729950E-002
4,5,5, 3.0000000000000000E+002, 1.1000000238418579E+000, 1.3000000000000000E+002, 9.9999997171806854E-010, 2.9618843109346926E-004, 7.0259820184048749E-010, 1.3636347656250000E+004, 0.0000000000000000E+000
4,6,5, 3.0000000000000000E+002, 1.1069999933242798E+000, 1.3350000000000000E+002, 1.6704202607797924E-006, 0.0000000000000000E+000, 1.1409777016524458E-006, 3.3719046020507812E+002, 1.7562526409165002E-005
4,1,6, 3.0000000000000000E+002, 1.0199999809265137E+000, 1.3300000000000000E+002, 6.1250000726431608E-004, 2.1608992187500000E+004, 5.5134296417236328E-004, 1.5269308593750000E+004, 0.0000000000000000E+000
4,2,6, 3.0000000000000000E+002, 1.0269999504089355E+000, 1.3650000000000000E+002, 5.1848049042746425E-004, 1.5472253125000000E+005, 4.4103735126554966E-004, 1.0333123437500000E+005, 2.7033978700637817E-001
4,3,6, 3.0000000000000000E+002, 1.0340000391006470E+000, 1.4000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3646189887076616E-004, 3.5598034667968750E+003, 0.0000000000000000E+000
4,4,6, 3.0000000000000000E+002, 1.0410000085830688E+000, 1.4350000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.7108636675402522E-003, 7.7335285760000000E+009, 9.0323917567729950E-002
4,5,6, 3.0000000000000000E+002, 1.0479999780654907E+000, 1.4700000000000000E+002, 9.9999999392252903E-009, 1.9098585937500000E+005, 8.2279418833763884E-009, 1.7044087500000000E+005, 0.0000000000000000E+000
4,6,6, 3.0000000000000000E+002, 1.0549999475479126E+000, 1.5050000000000000E+002, 2.8397143978509121E-006, 1.6475764160156250E+003, 6.2048161453276407E-006, 1.3820590820312500E+003, 1.7562526409165002E-005
