case,temperature_initial_k,pressure_pa,exner,theta_base_k,theta_perturbation_k,qv_base,qv_perturbation,qc_initial,target_supersaturation_percent,latent_over_cp_k,condensation_factor_k,rho_kg_m3,cloud_number_initial_m3,ccn_initial_m3,background_ccn_m3,cloud_mean_mass_kg,couple_number,iteration1_branch,iteration1_target_qv,iteration1_qv,iteration1_qc,iteration1_theta_perturbation_k,iteration2_branch,iteration2_target_qv,iteration2_qv,iteration2_qc,iteration2_theta_perturbation_k,qvex,theta_direct_after_k,theta_split_after_k,qv_direct_after,qv_split_after,qc_after,cloud_number_after_m3,ccn_after_m3,new_cloud_number_m3,workspace_qvex
97, 1.6314999389648438E+002, 1.5000000000000000E+004, 5.8136308193206787E-001, 2.8063357543945312E+002, 0.0000000000000000E+000, 4.1988688082028602E-009, 0.0000000000000000E+000, 1.0000000036274937E-015, 4.0000000596046448E-001, 2.5925053710937500E+003, 1.0624154000000000E+007, 3.2030355930328369E-001, 1.0000000000000000E+006, 0.0000000000000000E+000, 1.3073614400000000E+008, 5.2359895932885259E-013, 0.0000000000000000E+000,-2.0000000000000000E+000, 8.3977376164057205E-009, 4.1988696963812799E-009, 0.0000000000000000E+000,-4.4593569288597923E-012,-2.0000000000000000E+000, 8.3977376164057205E-009, 4.1988696963812799E-009, 0.0000000000000000E+000,-4.4593569288597923E-012, 0.0000000000000000E+000, 2.8063357543945312E+002, 2.8063357543945312E+002, 4.1988688082028602E-009, 4.1988688082028602E-009, 1.0000000036274937E-015, 1.0000000000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
98, 1.8000000000000000E+002, 3.0000000000000000E+004, 7.0877897739410400E-001, 2.5395787048339844E+002, 0.0000000000000000E+000, 3.4242489732605463E-007, 0.0000000000000000E+000, 9.9999999600419720E-013, 9.0000000000000000E+001, 2.5925053710937500E+003, 1.0624154000000000E+007, 5.8063900470733643E-001, 2.0000000000000000E+008, 5.0000000000000000E+006, 2.3699550400000000E+008, 1.6755166698523283E-011, 0.0000000000000000E+000,-1.0000000000000000E+000, 3.4242523838656780E-007, 3.4242523838656780E-007, 6.5893948283934911E-013,-1.2474992150401931E-009, 0.0000000000000000E+000, 3.4242523838656780E-007, 3.4242523838656780E-007, 6.5893948283934911E-013,-1.2474992150401931E-009, 0.0000000000000000E+000, 2.5395787048339844E+002, 2.5395787048339844E+002, 3.4242489732605463E-007, 3.4242489732605463E-007, 9.9999999600419720E-013, 2.0000000000000000E+008, 5.0000000000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000
99, 2.3314999389648438E+002, 3.0000000000000000E+004, 7.0877897739410400E-001, 3.2894598388671875E+002, 0.0000000000000000E+000, 1.0027379030361772E-003, 3.3424596767872572E-004, 9.9999999392252903E-009, 2.5000000000000000E+002, 2.5925053710937500E+003, 1.0624154000000000E+007, 4.4790977239608765E-001, 1.0000000000000000E+009, 5.0000000000000000E+006, 1.8282032000000000E+008, 3.3510333397046566E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.3369838707149029E-003, 1.3369838707149029E-003, 9.9999999392252903E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.3369838707149029E-003, 1.3369838707149029E-003, 9.9999999392252903E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.2894598388671875E+002, 3.2894598388671875E+002, 1.3369838707149029E-003, 1.3369838707149029E-003, 9.9999999392252903E-009, 1.0000000000000000E+009, 5.0000000000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000
100, 2.4412298583984375E+002, 5.0000000000000000E+004, 8.2023179531097412E-001, 3.1762683105468750E+002,-2.0000000000000000E+001, 5.1346316467970610E-004, 1.7115438822656870E-004, 9.9999999600419720E-013, 0.0000000000000000E+000, 2.5637255859375000E+003, 1.0506214000000000E+007, 7.1324402093887329E-001, 0.0000000000000000E+000, 2.0000000000000000E+008, 2.9112000000000000E+008, 6.7020666794093131E-011, 0.0000000000000000E+000, 1.0000000000000000E+000, 6.8461691262200475E-004, 6.8461697082966566E-004, 5.5020776823511142E-010,-1.9999998092651367E+001, 1.0000000000000000E+000, 6.8461691262200475E-004, 6.8461697082966566E-004, 6.0013571889783179E-010,-1.9999998092651367E+001, 5.9913574101955192E-010, 2.9762683105468750E+002, 2.9762683105468750E+002, 6.8461697082966566E-004, 6.8461697082966566E-004, 6.0013571889783179E-010, 0.0000000000000000E+000, 2.0000000000000000E+008, 0.0000000000000000E+000, 6.4906374719342352E-010
101, 2.6314999389648438E+002, 5.0000000000000000E+004, 8.2023179531097412E-001, 3.4082394409179688E+002,-2.0000000000000000E+001, 2.6771766133606434E-003, 8.9239235967397690E-004, 9.9999999600419720E-013, 4.0000000596046448E-001, 2.5154814453125000E+003, 1.0308508000000000E+007, 6.6051495075225830E-001, 1.0000000000000000E+006, 2.0000000000000000E+008, 2.6959795200000000E+008, 9.9999999392252903E-009, 0.0000000000000000E+000, 1.0000000000000000E+000, 3.5692120436578989E-003, 3.5693605896085501E-003, 2.0846232473559212E-007,-1.9999361038208008E+001, 1.0000000000000000E+000, 3.5692120436578989E-003, 3.5692737437784672E-003, 2.9521939381993434E-007,-1.9999095916748047E+001, 2.9521839906010428E-007, 3.2082485961914062E+002, 3.2082485961914062E+002, 3.5692737437784672E-003, 3.5692737437784672E-003, 2.9521939381993434E-007, 1.0000000000000000E+006, 2.0000000000000000E+008, 0.0000000000000000E+000, 2.9521839906010428E-007
102, 2.7314898681640625E+002, 7.0000000000000000E+004, 9.0305477380752563E-001, 3.2247222900390625E+002,-2.0000000000000000E+001, 1.3148813508450985E-002,-2.6297625154256821E-003, 4.9999998882412910E-003, 9.0000000000000000E+001, 2.4908762207031250E+003, 1.0207676000000000E+007, 8.8713002204895020E-001, 2.0000000000000000E+008, 8.0000000000000000E+008, 3.6209388800000000E+008, 3.3510334399933575E-014, 0.0000000000000000E+000, 1.0000000000000000E+000, 1.0448674671351910E-002, 1.0447175242006779E-002, 5.0718756392598152E-003,-1.9801746368408203E+001,-1.0000000000000000E+000, 1.0445640422403812E-002, 1.0448674671351910E-002, 5.0703762099146843E-003,-1.9805881500244141E+001, 7.0376321673393250E-005, 3.0266635131835938E+002, 3.0266635131835938E+002, 1.0448674671351910E-002, 1.0448674671351910E-002, 5.0703762099146843E-003, 2.0000000000000000E+008, 8.0000000000000000E+008, 0.0000000000000000E+000, 7.0376321673393250E-005
103, 2.7314999389648438E+002, 7.0000000000000000E+004, 9.0305477380752563E-001, 3.2247332763671875E+002,-2.0000000000000000E+001, 3.5624995827674866E-002,-7.1249976754188538E-003, 2.0000000298023224E-001, 2.5000000000000000E+002, 2.4908737792968750E+003, 1.0207666000000000E+007, 8.7759351730346680E-001, 1.0000000000000000E+009, 8.0000000000000000E+008, 3.5820144000000000E+008, 5.2359895932885259E-013, 0.0000000000000000E+000, 1.0000000000000000E+000, 2.7754679322242737E-002, 2.6362506672739983E-002, 2.0213750004768372E-001,-1.4104207992553711E+001,-1.0000000000000000E+000, 2.1725026890635490E-002, 2.7754679322242737E-002, 2.0074532926082611E-001,-1.7944202423095703E+001, 7.4532628059387207E-004, 3.0452914428710938E+002, 3.0452914428710938E+002, 2.7754671871662140E-002, 2.7754671871662140E-002, 2.0074532926082611E-001, 1.0000000000000000E+009, 8.0000000000000000E+008, 0.0000000000000000E+000, 7.4532628059387207E-004
104, 3.0000000000000000E+002, 8.5000000000000000E+004, 9.5459932088851929E-001, 3.0901797485351562E+002, 5.2500000000000000E+000, 6.1433918774127960E-002,-1.2286782264709473E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4269912109375000E+003, 9.9458730000000000E+006, 9.5844674110412598E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.9120275200000000E+008, 1.6755166698523283E-011, 1.0000000000000000E+000, 1.0000000000000000E+000, 5.0909221172332764E-002, 4.4180572032928467E-002, 4.9665630795061588E-003, 1.7877082824707031E+001,-2.0000000000000000E+000, 2.5866914540529251E-002, 4.9147136509418488E-002, 0.0000000000000000E+000, 5.2499990463256836E+000, 0.0000000000000000E+000, 3.1426797485351562E+002, 3.1426797485351562E+002, 4.9147136509418488E-002, 4.9147136509418488E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
105, 3.1314999389648438E+002, 8.5000000000000000E+004, 9.5459932088851929E-001, 3.2279339599609375E+002, 5.2500000000000000E+000, 1.3549969298765063E-003, 1.3414470851421356E-001, 1.0000000036274937E-015, 4.0000000596046448E-001, 2.3967297363281250E+003, 9.8218600000000000E+006, 8.9143681526184082E-001, 1.0000000000000000E+006, 0.0000000000000000E+000, 3.6385177600000000E+008, 3.3510333397046566E-011, 1.0000000000000000E+000, 1.0000000000000000E+000, 1.8064729869365692E-001, 1.2523907423019409E-001, 1.0260636918246746E-002, 3.1011566162109375E+001,-2.0000000000000000E+000, 5.4199878126382828E-002, 1.3549970090389252E-001, 0.0000000000000000E+000, 5.2499980926513672E+000, 0.0000000000000000E+000, 3.2804339599609375E+002, 3.2804339599609375E+002, 1.3549970090389252E-001, 1.3549970090389252E-001, 1.0000000036274937E-015, 1.0000000000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
106, 3.3000000000000000E+002, 1.0000000000000000E+005, 1.0000000000000000E+000, 3.2475000000000000E+002, 5.2500000000000000E+000, 2.0328350365161896E-002, 2.0125067234039307E+000, 9.9999999600419720E-013, 9.0000000000000000E+001, 2.3967297363281250E+003, 9.8218600000000000E+006, 9.9519950151443481E-001, 2.0000000000000000E+008, 5.0000000000000000E+006, 4.0620387200000000E+008, 6.7020666794093131E-011, 1.0000000000000000E+000, 1.0000000000000000E+000, 4.1855228424072266E+001, 1.9568489789962769E+000, 7.5986132025718689E-002, 1.8736822509765625E+002,-2.0000000000000000E+000, 2.0328348875045776E-001, 2.0328350067138672E+000, 0.0000000000000000E+000, 5.2500000000000000E+000, 0.0000000000000000E+000, 3.3000000000000000E+002, 3.3000000000000000E+002, 2.0328350067138672E+000, 2.0328350067138672E+000, 9.9999999600419720E-013, 2.0000000000000000E+008, 5.0000000000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000
107, 3.5000000000000000E+002, 1.0000000000000000E+005, 1.0000000000000000E+000, 3.4475000000000000E+002, 5.2500000000000000E+000, 9.0003199875354767E-003, 8.9103174209594727E-001, 9.9999999392252903E-009, 2.5000000000000000E+002, 2.3967297363281250E+003, 9.8218600000000000E+006, 9.3833100795745850E-001, 1.0000000000000000E+009, 5.0000000000000000E+006, 3.8299225600000000E+008, 9.9999999392252903E-009, 1.0000000000000000E+000,-2.0000000000000000E+000, 9.0912324190139771E-001, 9.0003204345703125E-001, 0.0000000000000000E+000, 5.2499761581420898E+000,-2.0000000000000000E+000, 9.0912324190139771E-001, 9.0003204345703125E-001, 0.0000000000000000E+000, 5.2499761581420898E+000, 0.0000000000000000E+000, 3.5000000000000000E+002, 3.5000000000000000E+002, 9.0003204345703125E-001, 9.0003204345703125E-001, 9.9999999392252903E-009, 1.0000000000000000E+009, 5.0000000000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000
108, 2.1631489257812500E+003, 1.0500000000000000E+005, 1.0140466690063477E+000, 2.0331848144531250E+003, 1.0000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3362587890625000E+003, 0.0000000000000000E+000, 2.3967297363281250E+003, 9.8218600000000000E+006, 1.6910654306411743E-001, 0.0000000000000000E+000, 2.0000000000000000E+008, 6.9023080000000000E+007, 3.3510334399933575E-014, 1.0000000000000000E+000,-2.0000000000000000E+000, 1.1948971812003606E-009, 8.3362587890625000E+003, 0.0000000000000000E+000,-1.9702898000000000E+007, 1.0000000000000000E+000, 1.6672517578125000E+004, 0.0000000000000000E+000, 8.3362587890625000E+003, 1.0000000000000000E+002, 0.0000000000000000E+000, 2.1331848144531250E+003, 2.1331848144531250E+003, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3362587890625000E+003, 0.0000000000000000E+000, 2.0000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
109, 2.1631499023437500E+003, 1.0500000000000000E+005, 1.0140466690063477E+000, 2.0331857910156250E+003, 1.0000000000000000E+002, 8.3696201171875000E+003, 0.0000000000000000E+000, 1.6739240234375000E+004, 4.0000000596046448E-001, 2.3967297363281250E+003, 9.8218600000000000E+006, 1.5941411256790161E-001, 1.0000000000000000E+006, 2.0000000000000000E+008, 6.5066984000000000E+007, 5.2359895932885259E-013, 1.0000000000000000E+000,-1.0000000000000000E+000, 1.1996766913213719E-009, 1.6739240234375000E+004, 8.3696201171875000E+003,-1.9781748000000000E+007, 1.0000000000000000E+000, 1.1996766913213719E-009, 0.0000000000000000E+000, 2.5108859375000000E+004, 1.9781948000000000E+007, 8.3696191406250000E+003, 1.9783980000000000E+007, 1.9783980000000000E+007, 9.7656250000000000E-004, 9.7656250000000000E-004, 2.5108859375000000E+004, 2.0100000000000000E+008, 0.0000000000000000E+000, 2.0000000000000000E+008, 8.3696191406250000E+003
110, 2.1631508789062500E+003, 2.5000000000000000E+005, 1.2994800806045532E+000, 1.5646279296875000E+003, 1.0000000000000000E+002, 1.3304683593750000E+004, 0.0000000000000000E+000, 4.9999998882412910E-003, 9.0000000000000000E+001, 2.3967297363281250E+003, 9.8218600000000000E+006, 3.7955719232559204E-001, 2.0000000000000000E+008, 8.0000000000000000E+008, 1.5492129600000000E+008, 1.6755166698523283E-011, 1.0000000000000000E+000,-2.0000000000000000E+000, 1.3160304687500000E+004, 1.3304688476562500E+004, 0.0000000000000000E+000, 9.0778121948242188E+001, 1.0000000000000000E+000, 1.3304644531250000E+004, 1.3304683593750000E+004, 4.9979346804320812E-003, 9.9996192932128906E+001, 0.0000000000000000E+000, 1.6646279296875000E+003, 1.6646279296875000E+003, 1.3304683593750000E+004, 1.3304683593750000E+004, 4.9999998882412910E-003, 2.0000000000000000E+008, 8.0000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
111, 2.8000100708007812E+002, 2.5000000000000000E+005, 1.2994800806045532E+000, 1.1547157287597656E+002, 1.0000000000000000E+002, 6.4783701673150063E-003, 2.1594567224383354E-003, 2.0000000298023224E-001, 2.5000000000000000E+002, 2.4742839355468750E+003, 1.0139680000000000E+007, 3.0943050384521484E+000, 1.0000000000000000E+009, 8.0000000000000000E+008, 1.2629816320000000E+009, 3.3510333397046566E-011, 1.0000000000000000E+000, 0.0000000000000000E+000, 8.6378268897533417E-003, 8.6378268897533417E-003, 2.0000000298023224E-001, 1.0000000000000000E+002, 0.0000000000000000E+000, 8.6378268897533417E-003, 8.6378268897533417E-003, 2.0000000298023224E-001, 1.0000000000000000E+002, 0.0000000000000000E+000, 2.1547157287597656E+002, 2.1547157287597656E+002, 8.6378268897533417E-003, 8.6378268897533417E-003, 2.0000000298023224E-001, 1.0000000000000000E+009, 8.0000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
112, 1.6314900207519531E+002, 1.5000000000000000E+004, 5.8136308193206787E-001, 2.8063186645507812E+002, 0.0000000000000000E+000, 6.2732166128398603E-009, 2.0910722042799534E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5925053710937500E+003, 1.0624154000000000E+007, 3.2030552625656128E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.3073695200000000E+008, 6.7020666794093131E-011, 0.0000000000000000E+000, 1.0000000000000000E+000, 8.3642808235140365E-009, 8.3642808235140365E-009, 7.9935617315878699E-015, 3.5646142287903970E-011, 0.0000000000000000E+000, 8.3642808235140365E-009, 8.3642808235140365E-009, 7.9935617315878699E-015, 3.5646142287903970E-011, 7.9935617315878699E-015, 2.8063186645507812E+002, 2.8063186645507812E+002, 8.3642808235140365E-009, 8.3642808235140365E-009, 7.9935617315878699E-015, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.9935617315878699E-015
113, 1.6314999389648438E+002, 1.5000000000000000E+004, 5.8136308193206787E-001, 2.8063357543945312E+002, 0.0000000000000000E+000, 6.2989333748930676E-009, 2.0996444582976892E-009, 1.0000000036274937E-015, 4.0000000596046448E-001, 2.5925053710937500E+003, 1.0624154000000000E+007, 3.2030355930328369E-001, 1.0000000000000000E+006, 0.0000000000000000E+000, 1.3073614400000000E+008, 9.9999999392252903E-009, 0.0000000000000000E+000, 1.0000000000000000E+000, 8.3977376164057205E-009, 8.3977376164057205E-009, 8.4121219105087741E-013, 3.7468059765899397E-009, 0.0000000000000000E+000, 8.3977376164057205E-009, 8.3977376164057205E-009, 8.4121219105087741E-013, 3.7468059765899397E-009, 8.4021217717708541E-013, 2.8063357543945312E+002, 2.8063357543945312E+002, 8.3977376164057205E-009, 8.3977376164057205E-009, 8.4121219105087741E-013, 1.0000000000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.4021217717708541E-013
114, 1.8000000000000000E+002, 3.0000000000000000E+004, 7.0877897739410400E-001, 2.5395787048339844E+002, 0.0000000000000000E+000, 4.3659213133651065E-007,-8.7318426267302129E-008, 9.9999999600419720E-013, 9.0000000000000000E+001, 2.5925053710937500E+003, 1.0624154000000000E+007, 5.8063900470733643E-001, 2.0000000000000000E+008, 5.0000000000000000E+006, 2.3699550400000000E+008, 3.3510334399933575E-014, 0.0000000000000000E+000, 1.0000000000000000E+000, 3.4242523838656780E-007, 3.4242643209836388E-007, 6.8482677306747064E-009, 2.5045294023584574E-005, 1.0000000000000000E+000, 3.4242523838656780E-007, 3.4242523838656780E-007, 6.8494614424707834E-009, 2.5049659598153085E-005, 6.8484613535702010E-009, 2.5395790100097656E+002, 2.5395790100097656E+002, 3.4242523838656780E-007, 3.4242523838656780E-007, 6.8494614424707834E-009, 2.0000000000000000E+008, 5.0000000000000000E+006, 0.0000000000000000E+000, 6.8484613535702010E-009
115, 2.3314999389648438E+002, 3.0000000000000000E+004, 7.0877897739410400E-001, 3.2894598388671875E+002, 0.0000000000000000E+000, 2.5068446993827820E-003,-5.0136889331042767E-004, 9.9999999392252903E-009, 2.5000000000000000E+002, 2.5925053710937500E+003, 1.0624154000000000E+007, 4.4772794842720032E-001, 1.0000000000000000E+009, 5.0000000000000000E+006, 1.8274609600000000E+008, 5.2359895932885259E-013, 0.0000000000000000E+000, 1.0000000000000000E+000, 1.5269420109689236E-003, 1.5157132875174284E-003, 4.8977253027260303E-004, 1.7914074659347534E+000,-1.0000000000000000E+000, 1.5221877256408334E-003, 1.5269420109689236E-003, 4.7854380682110786E-004, 1.7503360509872437E+000, 4.7853379510343075E-004, 3.3069631958007812E+002, 3.3069631958007812E+002, 1.5269420109689236E-003, 1.5269420109689236E-003, 4.7854380682110786E-004, 1.0000000000000000E+009, 5.0000000000000000E+006, 0.0000000000000000E+000, 4.7853379510343075E-004
116, 2.4412298583984375E+002, 5.0000000000000000E+004, 8.2023179531097412E-001, 3.1762683105468750E+002,-2.0000000000000000E+001, 1.6259651165455580E-003,-3.2519304659217596E-004, 9.9999999600419720E-013, 0.0000000000000000E+000, 2.5637255859375000E+003, 1.0506214000000000E+007, 7.1297711133956909E-001, 0.0000000000000000E+000, 2.0000000000000000E+008, 2.9101107200000000E+008, 1.6755166698523283E-011, 0.0000000000000000E+000, 1.0000000000000000E+000, 7.7754759695380926E-004, 7.7226117718964815E-004, 5.2851089276373386E-004,-1.8348079681396484E+001,-1.0000000000000000E+000, 7.7653239713981748E-004, 7.7754759695380926E-004, 5.2322447299957275E-004,-1.8364603042602539E+001, 5.2322447299957275E-004, 2.9926223754882812E+002, 2.9926223754882812E+002, 7.7754759695380926E-004, 7.7754759695380926E-004, 5.2322447299957275E-004, 0.0000000000000000E+000, 2.0000000000000000E+008, 0.0000000000000000E+000, 5.2322447299957275E-004
117, 2.6314999389648438E+002, 5.0000000000000000E+004, 8.2023179531097412E-001, 3.4082394409179688E+002,-2.0000000000000000E+001, 8.9230299636255950E-005, 8.8338004425168037E-003, 9.9999999600419720E-013, 4.0000000596046448E-001, 2.5154814453125000E+003, 1.0308508000000000E+007, 6.5837669372558594E-001, 1.0000000000000000E+006, 2.0000000000000000E+008, 2.6872518400000000E+008, 3.3510333397046566E-011, 0.0000000000000000E+000, 1.0000000000000000E+000, 6.5235798247158527E-003, 5.7961824350059032E-003, 3.1268484890460968E-003,-1.0410601615905762E+001,-1.0000000000000000E+000, 5.6902244687080383E-003, 6.5235798247158527E-003, 2.3994510993361473E-003,-1.2641379356384277E+001, 2.3994510993361473E-003, 3.2818255615234375E+002, 3.2818255615234375E+002, 6.5235793590545654E-003, 6.5235798247158527E-003, 2.3994510993361473E-003, 1.0000000000000000E+006, 2.0000000000000000E+008, 0.0000000000000000E+000, 2.3994506336748600E-003
118, 2.7314898681640625E+002, 7.0000000000000000E+004, 9.0305477380752563E-001, 3.2247222900390625E+002,-2.0000000000000000E+001, 1.0312795639038086E-003, 1.0209667682647705E-001, 4.9999998882412910E-003, 9.0000000000000000E+001, 2.4908762207031250E+003, 1.0207676000000000E+007, 8.4163254499435425E-001, 2.0000000000000000E+008, 8.0000000000000000E+008, 3.4352348800000000E+008, 6.7020666794093131E-011, 0.0000000000000000E+000, 1.0000000000000000E+000, 8.2111895084381104E-001, 7.0783644914627075E-002, 3.7344306707382202E-002, 6.9214591979980469E+001,-2.0000000000000000E+000, 3.9621675387024879E-003, 1.0812795162200928E-001, 0.0000000000000000E+000,-3.3791381835937500E+001, 0.0000000000000000E+000, 3.0247222900390625E+002, 3.0247222900390625E+002, 1.0312795639038086E-001, 1.0312795639038086E-001, 4.9999998882412910E-003, 2.0000000000000000E+008, 8.0000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
119, 2.7314999389648438E+002, 7.0000000000000000E+004, 9.0305477380752563E-001, 3.2247332763671875E+002,-2.0000000000000000E+001, 1.8809999164659530E-004, 1.8621901050209999E-002, 2.0000000298023224E-001, 2.5000000000000000E+002, 2.4908737792968750E+003, 1.0207666000000000E+007, 8.8270550966262817E-001, 1.0000000000000000E+009, 8.0000000000000000E+008, 3.6028796800000000E+008, 9.9999999392252903E-009, 0.0000000000000000E+000,-1.0000000000000000E+000, 1.8354473635554314E-002, 1.8999999389052391E-002, 1.9980999827384949E-001,-2.0524070739746094E+001, 1.0000000000000000E+000, 1.8859433010220528E-002, 1.8851285800337791E-002, 1.9995871186256409E-001,-2.0113880157470703E+001, 0.0000000000000000E+000, 3.0247332763671875E+002, 3.0247332763671875E+002, 1.8810000270605087E-002, 1.8810000270605087E-002, 2.0000000298023224E-001, 1.0000000000000000E+009, 8.0000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
120, 3.0000000000000000E+002, 8.5000000000000000E+004, 9.5459932088851929E-001, 3.0901797485351562E+002, 5.2500000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.4269912109375000E+003, 9.9458730000000000E+006, 9.8708659410476685E-001, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0289248000000000E+008, 3.3510334399933575E-014, 1.0000000000000000E+000,-2.0000000000000000E+000, 2.5866914540529251E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.2500000000000000E+000,-2.0000000000000000E+000, 2.5866914540529251E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.2500000000000000E+000, 0.0000000000000000E+000, 3.1426797485351562E+002, 3.1426797485351562E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
121, 3.1314999389648438E+002, 8.5000000000000000E+004, 9.5459932088851929E-001, 3.2279339599609375E+002, 5.2500000000000000E+000, 2.7099940925836563E-002, 0.0000000000000000E+000, 1.0000000036274937E-015, 4.0000000596046448E-001, 2.3967297363281250E+003, 9.8218600000000000E+006, 9.3030774593353271E-001, 1.0000000000000000E+006, 0.0000000000000000E+000, 3.7971744000000000E+008, 5.2359895932885259E-013, 1.0000000000000000E+000,-2.0000000000000000E+000, 5.4199878126382828E-002, 2.7099940925836563E-002, 0.0000000000000000E+000, 5.2500000000000000E+000,-2.0000000000000000E+000, 5.4199878126382828E-002, 2.7099940925836563E-002, 0.0000000000000000E+000, 5.2500000000000000E+000, 0.0000000000000000E+000, 3.2804339599609375E+002, 3.2804339599609375E+002, 2.7099940925836563E-002, 2.7099940925836563E-002, 1.0000000036274937E-015, 1.0000000000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
122, 3.3000000000000000E+002, 1.0000000000000000E+005, 1.0000000000000000E+000, 3.2475000000000000E+002, 5.2500000000000000E+000, 2.0328330993652344E-001, 0.0000000000000000E+000, 9.9999999600419720E-013, 9.0000000000000000E+001, 2.3967297363281250E+003, 9.8218600000000000E+006, 9.9519950151443481E-001, 2.0000000000000000E+008, 5.0000000000000000E+006, 4.0620387200000000E+008, 1.6755166698523283E-011, 1.0000000000000000E+000,-2.0000000000000000E+000, 2.0328348875045776E-001, 2.0328330993652344E-001, 0.0000000000000000E+000, 5.2500000000000000E+000,-2.0000000000000000E+000, 2.0328348875045776E-001, 2.0328330993652344E-001, 0.0000000000000000E+000, 5.2500000000000000E+000, 0.0000000000000000E+000, 3.3000000000000000E+002, 3.3000000000000000E+002, 2.0328330993652344E-001, 2.0328330993652344E-001, 9.9999999600419720E-013, 2.0000000000000000E+008, 5.0000000000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000
123, 3.5000000000000000E+002, 1.0000000000000000E+005, 1.0000000000000000E+000, 3.4475000000000000E+002, 5.2500000000000000E+000, 6.8184244632720947E-001, 2.2728079557418823E-001, 9.9999999392252903E-009, 2.5000000000000000E+002, 2.3967297363281250E+003, 9.8218600000000000E+006, 9.3833100795745850E-001, 1.0000000000000000E+009, 5.0000000000000000E+006, 3.8299225600000000E+008, 3.3510333397046566E-011, 1.0000000000000000E+000, 0.0000000000000000E+000, 9.0912324190139771E-001, 9.0912324190139771E-001, 9.9999999392252903E-009, 5.2500000000000000E+000, 0.0000000000000000E+000, 9.0912324190139771E-001, 9.0912324190139771E-001, 9.9999999392252903E-009, 5.2500000000000000E+000, 0.0000000000000000E+000, 3.5000000000000000E+002, 3.5000000000000000E+002, 9.0912324190139771E-001, 9.0912324190139771E-001, 9.9999999392252903E-009, 1.0000000000000000E+009, 5.0000000000000000E+006, 0.0000000000000000E+000, 0.0000000000000000E+000
124, 2.1631489257812500E+003, 1.0500000000000000E+005, 1.0140466690063477E+000, 2.0331848144531250E+003, 1.0000000000000000E+002, 1.2504400390625000E+004, 4.1681328125000000E+003, 9.9999999600419720E-013, 0.0000000000000000E+000, 2.3967297363281250E+003, 9.8218600000000000E+006, 1.5941417217254639E-001, 0.0000000000000000E+000, 2.0000000000000000E+008, 6.5067008000000000E+007, 6.7020666794093131E-011, 1.0000000000000000E+000, 1.0000000000000000E+000, 1.6672550781250000E+004, 1.6672533203125000E+004, 4.3178445707781066E-007, 1.0000102233886719E+002,-2.0000000000000000E+000, 1.6672517578125000E+004, 1.6672533203125000E+004, 0.0000000000000000E+000, 1.0000000000000000E+002, 0.0000000000000000E+000, 2.1331848144531250E+003, 2.1331848144531250E+003, 1.6672533203125000E+004, 1.6672533203125000E+004, 9.9999999600419720E-013, 0.0000000000000000E+000, 2.0000000000000000E+008, 0.0000000000000000E+000, 0.0000000000000000E+000
