case,column,k,dt_s,rho_kg_m3,dz_m,qg_before,ng_before_per_kg,qvolg_before_m3_per_kg,qg_after,ng_after_per_kg,qvolg_after_m3_per_kg,graupelncv_kg_m2
3,3,1, 6.0000000000000000E+001, 1.2940000295639038E+000, 5.5000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,1, 6.0000000000000000E+001, 1.3009999990463257E+000, 5.8500000000000000E+001, 7.9999997979030013E-004, 5.7520443201065063E-001, 4.7058820200618356E-006, 4.4374293793225661E-005, 5.0187428125000000E+005, 1.2588458275786252E-007, 1.3512516021728516E-001
3,5,1, 6.0000000000000000E+001, 1.3079999685287476E+000, 6.2000000000000000E+001, 9.9999999600419720E-012, 9.8739576515072258E-007, 2.8368793588123137E-014, 1.4313056340142793E-007, 3.2644824981689453E+001, 4.2863726457120777E-010, 5.0252474466105923E-005
3,6,1, 6.0000000000000000E+001, 1.3149999380111694E+000, 6.5500000000000000E+001, 2.0000000233721948E-007, 4.5693801879882812E+001, 3.7383177109440169E-010, 2.1369505702750757E-006, 3.6320156097412109E+001, 5.1171826775942009E-009, 1.0307408228982240E-004
3,1,2, 6.0000000000000000E+001, 1.2279999256134033E+000, 6.5000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.8058013888075948E-004, 1.3221738281250000E+004, 1.3284148963066400E-006, 0.0000000000000000E+000
3,2,2, 6.0000000000000000E+001, 1.2349998950958252E+000, 6.8500000000000000E+001, 1.9084487576037645E-003, 1.1999560546875000E+003, 2.1204987206147052E-006, 5.4805859690532088E-004, 1.8434401855468750E+003, 1.5878057411100599E-006, 5.2080565690994263E-001
3,3,2, 6.0000000000000000E+001, 1.2419999837875366E+000, 7.2000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,2, 6.0000000000000000E+001, 1.2489999532699585E+000, 7.5500000000000000E+001, 1.1999999405816197E-003, 6.5016460000000000E+006, 3.4042550396407023E-006, 3.7692437763325870E-004, 4.1398420000000000E+006, 1.0692889418351115E-006, 1.3512516021728516E-001
3,5,2, 6.0000000000000000E+001, 1.2559999227523804E+000, 7.9000000000000000E+001, 1.0000000133514320E-010, 9.1765360821227659E-007, 1.8691588533036041E-013, 7.2926106042814354E-008, 1.8584697723388672E+001, 2.1012379336493581E-010, 5.0252474466105923E-005
3,6,2, 6.0000000000000000E+001, 1.2629998922348022E+000, 8.2500000000000000E+001, 3.7999998880877683E-007, 2.1234338760375977E+001, 5.2961668384199356E-010, 4.6201103032217361E-006, 1.9664249420166016E+001, 1.1185801618296409E-008, 1.0307408228982240E-004
3,1,3, 6.0000000000000000E+001, 1.1759999990463257E+000, 8.2000000000000000E+001, 9.9999997473787516E-005, 3.5773779296875000E+003, 1.1111110609363095E-007, 2.6532850461080670E-004, 1.0133286132812500E+004, 8.7922779812288354E-007, 0.0000000000000000E+000
3,2,3, 6.0000000000000000E+001, 1.1829999685287476E+000, 8.5500000000000000E+001, 1.4568705810233951E-003, 2.5849853515625000E+003, 8.5698266047984362E-006, 1.1135997483506799E-003, 4.3306230468750000E+003, 2.8651288630499039E-006, 5.2080565690994263E-001
3,3,3, 6.0000000000000000E+001, 1.1900000572204590E+000, 8.9000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,3, 6.0000000000000000E+001, 1.1970000267028809E+000, 9.2500000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0192928602918983E-003, 1.1886847500000000E+006, 1.2247191989445128E-006, 1.3512516021728516E-001
3,5,3, 6.0000000000000000E+001, 1.2039999961853027E+000, 9.6000000000000000E+001, 9.9999997171806854E-010, 2.1130406366864918E-006, 1.3937282317827426E-012, 4.7483425191785500E-008, 1.2890586853027344E+001, 1.3557344136216898E-010, 5.0252474466105923E-005
3,6,3, 6.0000000000000000E+001, 1.2109999656677246E+000, 9.9500000000000000E+001, 7.2199998157884693E-007, 1.0550368309020996E+001, 8.0222217757608405E-010, 9.6510384537396021E-006, 1.3941342353820801E+001, 2.3119318015574208E-008, 1.0307408228982240E-004
3,1,4, 6.0000000000000000E+001, 1.1239999532699585E+000, 9.9000000000000000E+001, 2.9999998514540493E-004, 2.5407552734375000E+004, 1.7647057575231884E-006, 8.7261392036452889E-004, 2.3455056640625000E+004, 2.3123973278416088E-006, 0.0000000000000000E+000
3,2,4, 6.0000000000000000E+001, 1.1309999227523804E+000, 1.0250000000000000E+002, 1.1121451389044523E-003, 5.6589447021484375E+002, 3.1550216590403579E-006, 5.2936054999008775E-004, 2.8265673828125000E+003, 9.9365809091978008E-007, 5.2080565690994263E-001
3,3,4, 6.0000000000000000E+001, 1.1380000114440918E+000, 1.0600000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,4, 6.0000000000000000E+001, 1.1449999809265137E+000, 1.0950000000000000E+002, 3.9999998989515007E-004, 1.0647295000000000E+006, 5.5749126204318600E-007, 3.8207799661904573E-004, 6.4110981250000000E+005, 4.5617960608979047E-007, 1.3512516021728516E-001
3,5,4, 6.0000000000000000E+001, 1.1519999504089355E+000, 1.1300000000000000E+002, 9.9999999392252903E-009, 7.2568891482660547E-006, 1.1111111163086829E-011, 3.5712119483832794E-008, 1.0059654235839844E+001, 1.0164964703296420E-010, 5.0252474466105923E-005
3,6,4, 6.0000000000000000E+001, 1.1589999198913574E+000, 1.1650000000000000E+002, 1.3717999536311254E-006, 3.4810546875000000E+001, 8.0694118054225328E-009, 5.1954310038127005E-005, 2.7862627029418945E+001, 1.2426623641204060E-007, 1.0307408228982240E-004
3,1,5, 6.0000000000000000E+001, 1.0720000267028809E+000, 1.1600000000000000E+002, 4.9999996554106474E-004, 1.0834038085937500E+004, 1.4184396377459052E-006, 8.9183280942961574E-004, 9.4238046875000000E+003, 1.5751135151731432E-006, 0.0000000000000000E+000
3,2,5, 6.0000000000000000E+001, 1.0789999961853027E+000, 1.1950000000000000E+002, 8.4898871136829257E-004, 5.9194233398437500E+003, 1.5868947684793966E-006, 6.6276482539251447E-004, 3.4761784667968750E+003, 1.3609276265924564E-006, 5.2080565690994263E-001
3,3,5, 6.0000000000000000E+001, 1.0860000848770142E+000, 1.2300000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,5, 6.0000000000000000E+001, 1.0930000543594360E+000, 1.2650000000000000E+002, 7.9999997979030013E-004, 1.0864971578121185E-001, 8.8888884874904761E-007, 1.7386330005905726E-012, 1.5056485426612198E-004, 1.9318159725833844E-015, 1.3512516021728516E-001
3,5,5, 6.0000000000000000E+001, 1.1000000238418579E+000, 1.3000000000000000E+002, 1.0000000116860974E-007, 1.9920134218409657E-004, 5.8823529380802597E-010, 6.7753909149814717E-008, 1.9849622726440430E+001, 1.9257664907179617E-010, 5.0252474466105923E-005
3,6,5, 6.0000000000000000E+001, 1.1069999933242798E+000, 1.3350000000000000E+002, 2.6064199118991382E-006, 0.0000000000000000E+000, 7.3940991107690479E-009, 2.0197556295897812E-005, 9.4176113605499268E-001, 4.7023139160273786E-008, 1.0307408228982240E-004
3,1,6, 6.0000000000000000E+001, 1.0199999809265137E+000, 1.3300000000000000E+002, 6.9999997504055500E-004, 5.9232714843750000E+003, 1.3084111287753331E-006, 6.2438833992928267E-004, 4.4836621093750000E+003, 1.0456906238687225E-006, 0.0000000000000000E+000
3,2,6, 6.0000000000000000E+001, 1.0269999504089355E+000, 1.3650000000000000E+002, 6.4810056937858462E-004, 1.1343007812500000E+003, 9.0327603174955584E-007, 3.1561905052512884E-004, 6.7177117919921875E+002, 9.2553199237954686E-007, 5.2080565690994263E-001
3,3,6, 6.0000000000000000E+001, 1.0340000391006470E+000, 1.4000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.2499926853924990E-003, 4.5861572265625000E+001, 5.9975477597618010E-006, 0.0000000000000000E+000
3,4,6, 6.0000000000000000E+001, 1.0410000085830688E+000, 1.4350000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9077192991971970E-003, 8.9796637500000000E+005, 5.2109244279563427E-006, 1.3512516021728516E-001
3,5,6, 6.0000000000000000E+001, 1.0479999780654907E+000, 1.4700000000000000E+002, 9.9999999747524271E-007, 2.0066806030273438E+002, 2.8368793980604323E-009, 5.2488877599898842E-007, 1.5590899658203125E+002, 1.4890462196603949E-009, 5.0252474466105923E-005
3,6,6, 6.0000000000000000E+001, 1.0549999475479126E+000, 1.5050000000000000E+002, 4.9521977416588925E-006, 4.2964029312133789E+000, 9.2564444997833562E-009, 9.4248891400638968E-005, 3.3443698883056641E+000, 2.1306398423348583E-007, 1.0307408228982240E-004
3,1,7, 6.0000000000000000E+001, 9.6799993515014648E-001, 1.5000000000000000E+002, 6.9999997504055500E-004, 2.8295639648437500E+003, 9.7560973699728493E-007, 2.9764429200440645E-004, 1.9218330078125000E+003, 7.0823409714648733E-007, 0.0000000000000000E+000
3,2,7, 6.0000000000000000E+001, 9.7499996423721313E-001, 1.5350000000000000E+002, 4.9474666593596339E-004, 3.1107687377929688E+002, 5.4971849294815911E-007, 1.7930385365616530E-004, 3.5614431762695312E+002, 6.6273383936277241E-007, 5.2080565690994263E-001
3,3,7, 6.0000000000000000E+001, 9.8199993371963501E-001, 1.5700000000000000E+002, 3.9999998989515007E-004, 3.5950271606445312E+001, 2.3529410100309178E-006, 7.4673962080851197E-004, 2.3260305404663086E+001, 1.4431357158173341E-006, 0.0000000000000000E+000
3,4,7, 6.0000000000000000E+001, 9.8899996280670166E-001, 1.6050000000000000E+002, 1.5999999595806003E-003, 5.5480706691741943E-001, 4.5390070226858370E-006, 2.0525609215837903E-005, 1.1228210937500000E+005, 3.8537081081813085E-008, 1.3512516021728516E-001
3,5,7, 6.0000000000000000E+001, 9.9599993228912354E-001, 1.6400000000000000E+002, 9.9999999600419720E-013, 6.5057385256750422E-008, 1.8691588278926157E-015, 2.6571816746923105E-008, 1.1234500408172607E+000, 6.2042218584856812E-011, 5.0252474466105923E-005
3,6,7, 6.0000000000000000E+001, 1.0029999017715454E+000, 1.6750000000000000E+002, 9.4091756182024255E-006, 1.9965786933898926E+000, 1.3113833574607270E-008, 1.1240682943025604E-004, 1.7934681177139282E+000, 2.3321538833442901E-007, 1.0307408228982240E-004
3,1,8, 6.0000000000000000E+001, 9.1599994897842407E-001, 1.6700000000000000E+002, 4.9999996554106474E-004, 1.0935108642578125E+003, 5.5555551625730004E-007, 1.2308890291023999E-004, 9.5152178955078125E+002, 5.0005991170110065E-007, 0.0000000000000000E+000
3,2,8, 6.0000000000000000E+001, 9.2299997806549072E-001, 1.7050000000000000E+002, 3.7767944741062820E-004, 6.7013220214843750E+002, 2.2216438537725480E-006, 3.4119398333132267E-004, 9.1517224121093750E+002, 1.1820202416856773E-006, 5.2080565690994263E-001
3,3,8, 6.0000000000000000E+001, 9.2999994754791260E-001, 1.7400000000000000E+002, 5.9999997029080987E-004, 1.1837313652038574E+001, 1.7021275198203512E-006, 1.3573058822657913E-004, 5.7692127227783203E+000, 2.1570969011008856E-007, 0.0000000000000000E+000
3,4,8, 6.0000000000000000E+001, 9.3699997663497925E-001, 1.7750000000000000E+002, 3.9999998989515007E-004, 1.4279316250000000E+006, 7.4766353463928681E-007, 1.9398011500015855E-004, 1.0713317500000000E+006, 3.6257958413443703E-007, 1.3512516021728516E-001
3,5,8, 6.0000000000000000E+001, 9.4399994611740112E-001, 1.8100000000000000E+002, 9.9999999600419720E-012, 6.8424341748141160E-008, 1.3937282554996652E-014, 8.3526856542448513E-009, 1.0643163919448853E+000, 1.7046154418554060E-011, 5.0252474466105923E-005
3,6,8, 6.0000000000000000E+001, 9.5099997520446777E-001, 1.8450000000000000E+002, 1.7877433492685668E-005, 9.9200850725173950E-001, 1.9863815481357960E-008, 9.4357179477810860E-005, 1.1961439847946167E+000, 1.7914901206950162E-007, 1.0307408228982240E-004
3,1,9, 6.0000000000000000E+001, 8.6399996280670166E-001, 1.8400000000000000E+002, 2.9999998514540493E-004, 2.4643625488281250E+003, 1.7647057575231884E-006, 1.7449713777750731E-004, 1.8906477050781250E+003, 8.7031264683901099E-007, 0.0000000000000000E+000
3,2,9, 6.0000000000000000E+001, 8.7099999189376831E-001, 1.8750000000000000E+002, 2.8831275994889438E-004, 1.4670262145996094E+002, 8.1790852846097550E-007, 1.5770035679452121E-004, 7.2993078613281250E+002, 2.9945925916763372E-007, 5.2080565690994263E-001
3,3,9, 6.0000000000000000E+001, 8.7799996137619019E-001, 1.9100000000000000E+002, 7.9999997979030013E-004, 5.5778579711914062E+000, 1.4953270692785736E-006, 1.1178646673215553E-005, 1.4923912286758423E+000, 1.6333833841031264E-008, 0.0000000000000000E+000
3,4,9, 6.0000000000000000E+001, 8.8499999046325684E-001, 1.9450000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.4840526273474097E-003, 1.8569422500000000E+006, 5.3794219638803042E-006, 1.3512516021728516E-001
3,5,9, 6.0000000000000000E+001, 8.9199995994567871E-001, 1.9800000000000000E+002, 1.0000000133514320E-010, 1.6845629602357803E-007, 1.1111111217296937E-013, 6.2019305246963086E-009, 8.9504486322402954E-001, 1.2159398488087447E-011, 5.0252474466105923E-005
3,6,9, 6.0000000000000000E+001, 8.9899998903274536E-001, 2.0150000000000000E+002, 3.3967124181799591E-005, 3.2730944156646729E+000, 1.9980660681540030E-007, 1.4646249474026263E-004, 1.9303011894226074E+000, 2.6241872319587856E-007, 1.0307408228982240E-004
3,1,10, 6.0000000000000000E+001, 8.1199997663497925E-001, 2.0100000000000000E+002, 9.9999997473787516E-005, 2.9115667724609375E+002, 2.8368793891786481E-007, 2.3559738110634498E-005, 1.7285803222656250E+002, 6.6836129519742826E-008, 0.0000000000000000E+000
3,2,10, 6.0000000000000000E+001, 8.1900000572204590E-001, 2.0450000000000000E+002, 2.2009207168594003E-004, 1.5345529785156250E+003, 4.1138704887089261E-007, 1.8123059999197721E-004, 1.0707288818359375E+003, 2.6865492941396951E-007, 5.2080565690994263E-001
3,3,10, 6.0000000000000000E+001, 8.2599997520446777E-001, 2.0800000000000000E+002, 9.9999993108212948E-004, 3.1046199798583984E+000, 1.3937280982645461E-006, 3.0597664135711966E-007, 2.1048623323440552E-001, 4.2644876518949104E-010, 0.0000000000000000E+000
3,4,10, 6.0000000000000000E+001, 8.3300000429153442E-001, 2.1150000000000000E+002, 1.1999999405816197E-003, 2.5464782500000000E+006, 1.3333332162801526E-006, 1.3555656187236309E-003, 1.8106196250000000E+006, 5.5217647059180308E-006, 1.3512516021728516E-001
3,5,10, 6.0000000000000000E+001, 8.3999997377395630E-001, 2.1500000000000000E+002, 9.9999997171806854E-010, 3.8418825170083437E-006, 5.8823527646079121E-012, 1.1562260482378406E-008, 1.8128435611724854E+000, 2.2221629050744873E-011, 5.0252474466105923E-005
3,6,10, 6.0000000000000000E+001, 8.4700000286102295E-001, 2.1850000000000000E+002, 6.4537533035036176E-005, 0.0000000000000000E+000, 1.8308520566279185E-007, 8.2282640505582094E-006, 1.5090365707874298E-001, 1.2152392869779760E-008, 1.0307408228982240E-004
3,1,11, 6.0000000000000000E+001, 7.5999999046325684E-001, 2.1800000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,2,11, 6.0000000000000000E+001, 7.6700001955032349E-001, 2.2150000000000000E+002, 1.6801377933006734E-004, 2.9405645751953125E+002, 2.3416554029154213E-007, 6.9268098741304129E-005, 1.7995628356933594E+002, 8.4796354826721654E-008, 5.2080565690994263E-001
3,3,11, 6.0000000000000000E+001, 7.7399998903274536E-001, 2.2500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,11, 6.0000000000000000E+001, 7.8100001811981201E-001, 2.2850000000000000E+002, 1.5999999595806003E-003, 1.1504088640213013E+000, 9.4117640401236713E-006, 1.4975461454014294E-005, 2.0900341868400574E-001, 8.8090956751329941E-008, 1.3512516021728516E-001
3,5,11, 6.0000000000000000E+001, 7.8799998760223389E-001, 2.3200000000000000E+002, 9.9999999392252903E-009, 9.6068733910215087E-006, 2.8368793425492811E-011, 6.3261800242742083E-009, 1.1553820371627808E+000, 1.1841316122085388E-011, 5.0252474466105923E-005
3,6,11, 6.0000000000000000E+001, 7.9500001668930054E-001, 2.3550000000000000E+002, 1.2262132077012211E-004, 4.0397340059280396E-001, 2.2919873288174131E-007, 3.1062545531312935E-006, 1.0024612396955490E-001, 4.5311518981350218E-009, 1.0307408228982240E-004
3,1,12, 6.0000000000000000E+001, 7.0799994468688965E-001, 2.3500000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,2,12, 6.0000000000000000E+001, 7.1499997377395630E-001, 2.3850000000000000E+002, 1.2825826706830412E-004, 8.0643661499023438E+001, 1.4250917956815101E-007, 1.3221952940511983E-005, 3.3772411346435547E+001, 1.4691055483240234E-008, 5.2080565690994263E-001
3,3,12, 6.0000000000000000E+001, 7.2199994325637817E-001, 2.4200000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
3,4,12, 6.0000000000000000E+001, 7.2899997234344482E-001, 2.4550000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.3512516021728516E-001
3,5,12, 6.0000000000000000E+001, 7.3599994182586670E-001, 2.4900000000000000E+002, 1.0000000116860974E-007, 1.3221586227416992E+001, 1.8691588554720084E-010, 5.5914647134613915E-008, 1.0494668960571289E+001, 1.0451337711936404E-010, 5.0252474466105923E-005
3,6,12, 6.0000000000000000E+001, 7.4299997091293335E-001, 2.5250000000000000E+002, 2.3298049927689135E-004, 1.8773020803928375E-001, 3.2471149324919679E-007, 4.8767930138637894E-008, 9.5333652570843697E-003, 6.7969213590757249E-011, 1.0307408228982240E-004
4,1,1, 3.0000000000000000E+002, 1.2799999713897705E+000, 4.8000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,2,1, 3.0000000000000000E+002, 1.2869999408721924E+000, 5.1500000000000000E+001, 2.4999999441206455E-003, 4.3754809570312500E+003, 3.4843205867218785E-006, 1.0108893911819905E-004, 1.4189389648437500E+003, 2.4501363782292174E-007, 1.0128751993179321E+000
4,3,1, 3.0000000000000000E+002, 1.2940000295639038E+000, 5.5000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,1, 3.0000000000000000E+002, 1.3009999990463257E+000, 5.8500000000000000E+001, 7.9999997979030013E-004, 5.7520443201065063E-001, 4.7058820200618356E-006, 4.3094237867080665E-007, 8.2637921875000000E+004, 1.2225315204617004E-009, 1.7366814613342285E-001
4,5,1, 3.0000000000000000E+002, 1.3079999685287476E+000, 6.2000000000000000E+001, 9.9999999600419720E-012, 9.8739576515072258E-007, 2.8368793588123137E-014, 1.1165356639253332E-008, 1.6367044448852539E+001, 3.1674773914858179E-011, 1.6068997501861304E-004
4,6,1, 3.0000000000000000E+002, 1.3149999380111694E+000, 6.5500000000000000E+001, 2.0000000233721948E-007, 4.5693801879882812E+001, 3.7383177109440169E-010, 1.4530200860463083E-004, 2.1289983749389648E+001, 2.8632319981625187E-007, 5.4838128387928009E-002
4,1,2, 3.0000000000000000E+002, 1.2279999256134033E+000, 6.5000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.5413514599204063E-003, 7.1744273437500000E+004, 1.0965056389977690E-005, 0.0000000000000000E+000
4,2,2, 3.0000000000000000E+002, 1.2349998950958252E+000, 6.8500000000000000E+001, 1.9084487576037645E-003, 1.1999560546875000E+003, 2.1204987206147052E-006, 7.2831368015613407E-005, 9.8553332519531250E+002, 1.7145544006780256E-007, 1.0128751993179321E+000
4,3,2, 3.0000000000000000E+002, 1.2419999837875366E+000, 7.2000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,2, 3.0000000000000000E+002, 1.2489999532699585E+000, 7.5500000000000000E+001, 1.1999999405816197E-003, 6.5016460000000000E+006, 3.4042550396407023E-006, 3.6605151763069443E-006, 6.8025987500000000E+005, 1.0384439974586712E-008, 1.7366814613342285E-001
4,5,2, 3.0000000000000000E+002, 1.2559999227523804E+000, 7.9000000000000000E+001, 1.0000000133514320E-010, 9.1765360821227659E-007, 1.8691588533036041E-013, 5.5554751909880906E-009, 8.0333385467529297E+000, 1.5760216048876785E-011, 1.6068997501861304E-004
4,6,2, 3.0000000000000000E+002, 1.2629998922348022E+000, 8.2500000000000000E+001, 3.7999998880877683E-007, 2.1234338760375977E+001, 5.2961668384199356E-010, 8.8871784100774676E-005, 1.2758579254150391E+001, 1.7246054540009936E-007, 5.4838128387928009E-002
4,1,3, 3.0000000000000000E+002, 1.1759999990463257E+000, 8.2000000000000000E+001, 9.9999997473787516E-005, 3.5773779296875000E+003, 1.1111110609363095E-007, 2.2685999283567071E-004, 7.0583281250000000E+003, 5.9675591046470799E-007, 0.0000000000000000E+000
4,2,3, 3.0000000000000000E+002, 1.1829999685287476E+000, 8.5500000000000000E+001, 1.4568705810233951E-003, 2.5849853515625000E+003, 8.5698266047984362E-006, 1.4558763359673321E-004, 2.0254447021484375E+003, 3.3258115195167193E-007, 1.0128751993179321E+000
4,3,3, 3.0000000000000000E+002, 1.1900000572204590E+000, 8.9000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,3, 3.0000000000000000E+002, 1.1970000267028809E+000, 9.2500000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.4492912450805306E-003, 2.7512750000000000E+006, 1.7381137240590760E-006, 1.7366814613342285E-001
4,5,3, 3.0000000000000000E+002, 1.2039999961853027E+000, 9.6000000000000000E+001, 9.9999997171806854E-010, 2.1130406366864918E-006, 1.3937282317827426E-012, 3.6073619646970201E-009, 5.1745572090148926E+000, 1.0233651599744764E-011, 1.6068997501861304E-004
4,6,3, 3.0000000000000000E+002, 1.2109999656677246E+000, 9.9500000000000000E+001, 7.2199998157884693E-007, 1.0550368309020996E+001, 8.0222217757608405E-010, 4.5752905862173066E-005, 7.1672682762145996E+000, 8.7706993667779898E-008, 5.4838128387928009E-002
4,1,4, 3.0000000000000000E+002, 1.1239999532699585E+000, 9.9000000000000000E+001, 2.9999998514540493E-004, 2.5407552734375000E+004, 1.7647057575231884E-006, 3.8936722557991743E-004, 1.4197936523437500E+004, 1.0937754950646195E-006, 0.0000000000000000E+000
4,2,4, 3.0000000000000000E+002, 1.1309999227523804E+000, 1.0250000000000000E+002, 1.1121451389044523E-003, 5.6589447021484375E+002, 3.1550216590403579E-006, 6.5103980887215585E-005, 7.9948333740234375E+002, 1.3449539437715430E-007, 1.0128751993179321E+000
4,3,4, 3.0000000000000000E+002, 1.1380000114440918E+000, 1.0600000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,4, 3.0000000000000000E+002, 1.1449999809265137E+000, 1.0950000000000000E+002, 3.9999998989515007E-004, 1.0647295000000000E+006, 5.5749126204318600E-007, 2.3405368665407877E-006, 8.4239054687500000E+004, 2.7944693226089612E-009, 1.7366814613342285E-001
4,5,4, 3.0000000000000000E+002, 1.1519999504089355E+000, 1.1300000000000000E+002, 9.9999999392252903E-009, 7.2568891482660547E-006, 1.1111111163086829E-011, 2.7107913691537533E-009, 3.8739681243896484E+000, 7.6901887635649757E-012, 1.6068997501861304E-004
4,6,4, 3.0000000000000000E+002, 1.1589999198913574E+000, 1.1650000000000000E+002, 1.3717999536311254E-006, 3.4810546875000000E+001, 8.0694118054225328E-009, 6.2825740315020084E-005, 1.1852119445800781E+001, 1.1958857726312999E-007, 5.4838128387928009E-002
4,1,5, 3.0000000000000000E+002, 1.0720000267028809E+000, 1.1600000000000000E+002, 4.9999996554106474E-004, 1.0834038085937500E+004, 1.4184396377459052E-006, 7.1062226197682321E-005, 3.8652753906250000E+003, 2.7573017291615542E-007, 0.0000000000000000E+000
4,2,5, 3.0000000000000000E+002, 1.0789999961853027E+000, 1.1950000000000000E+002, 8.4898871136829257E-004, 5.9194233398437500E+003, 1.5868947684793966E-006, 7.7684955613221973E-005, 9.7891082763671875E+002, 1.5098538597158040E-007, 1.0128751993179321E+000
4,3,5, 3.0000000000000000E+002, 1.0860000848770142E+000, 1.2300000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
4,4,5, 3.0000000000000000E+002, 1.0930000543594360E+000, 1.2650000000000000E+002, 7.9999997979030013E-004, 1.0864971578121185E-001, 8.8888884874904761E-007, 0.0000000000000000E+000, 5.1277114107597358E-016, 0.0000000000000000E+000, 1.7366814613342285E-001
4,5,5, 3.0000000000000000E+002, 1.1000000238418579E+000, 1.3000000000000000E+002, 1.0000000116860974E-007, 1.9920134218409657E-004, 5.8823529380802597E-010, 5.1409796419932263E-009, 7.5755629539489746E+000, 1.4584342414303286E-011, 1.6068997501861304E-004
4,6,5, 3.0000000000000000E+002, 1.1069999933242798E+000, 1.3350000000000000E+002, 2.6064199118991382E-006, 0.0000000000000000E+000, 7.3940991107690479E-009, 4.8626139914631494E-007, 2.9837295413017273E-001, 8.6443591174045764E-010, 5.4838128387928009E-002
4,1,6, 3.0000000000000000E+002, 1.0199999809265137E+000, 1.3300000000000000E+002, 6.9999997504055500E-004, 5.9232714843750000E+003, 1.3084111287753331E-006, 2.0963758288417011E-005, 1.3855887451171875E+003, 9.3253774480217544E-008, 0.0000000000000000E+000
4,2,6, 3.0000000000000000E+002, 1.0269999504089355E+000, 1.3650000000000000E+002, 6.4810056937858462E-004, 1.1343007812500000E+003, 9.0327603174955584E-007, 3.4432079701218754E-005, 5.4901824951171875E+002, 5.9605000046758505E-008, 1.0128751993179321E+000
