case,column,k,dt_s,rho_kg_m3,dz_m,qg_before,ng_before_per_kg,qvolg_before_m3_per_kg,qg_after,ng_after_per_kg,qvolg_after_m3_per_kg,graupelncv_kg_m2
1,3,3, 5.0000000000000000E-001, 1.1900000572204590E+000, 8.9000000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,4,3, 5.0000000000000000E-001, 1.1970000267028809E+000, 9.2500000000000000E+001, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.7048579290276393E-006, 1.2523501953125000E+004, 6.5572920426859582E-009, 6.6424366086721420E-003
1,5,3, 5.0000000000000000E-001, 1.2039999961853027E+000, 9.6000000000000000E+001, 9.9999997171806854E-010, 2.1130406366864918E-006, 1.3937282317827426E-012, 2.1259431992604050E-009, 2.7952412438025931E-006, 2.6172991725303962E-012, 4.3231727225867544E-011
1,6,3, 5.0000000000000000E-001, 1.2109999656677246E+000, 9.9500000000000000E+001, 7.2199998157884693E-007, 1.0550368309020996E+001, 8.0222217757608405E-010, 7.2086578484231723E-007, 1.0654511451721191E+001, 8.5447460218546212E-010, 2.3480960464894451E-007
1,1,4, 5.0000000000000000E-001, 1.1239999532699585E+000, 9.9000000000000000E+001, 2.9999998514540493E-004, 2.5407552734375000E+004, 1.7647057575231884E-006, 3.0382577097043395E-004, 2.5391777343750000E+004, 1.7693863583190250E-006, 0.0000000000000000E+000
1,2,4, 5.0000000000000000E-001, 1.1309999227523804E+000, 1.0250000000000000E+002, 1.1121451389044523E-003, 5.6589447021484375E+002, 3.1550216590403579E-006, 1.0985953267663717E-003, 6.4980328369140625E+002, 3.1029871934151743E-006, 7.6721380464732647E-003
1,3,4, 5.0000000000000000E-001, 1.1380000114440918E+000, 1.0600000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,4,4, 5.0000000000000000E-001, 1.1449999809265137E+000, 1.0950000000000000E+002, 3.9999998989515007E-004, 1.0647295000000000E+006, 5.5749126204318600E-007, 5.0296424888074398E-004, 1.0602663750000000E+006, 6.7072170395476860E-007, 6.6424366086721420E-003
1,5,4, 5.0000000000000000E-001, 1.1519999504089355E+000, 1.1300000000000000E+002, 9.9999999392252903E-009, 7.2568891482660547E-006, 1.1111111163086829E-011, 1.4360747258024276E-008, 1.3204018614487723E-005, 4.1944406281579916E-011, 4.3231727225867544E-011
1,6,4, 5.0000000000000000E-001, 1.1589999198913574E+000, 1.1650000000000000E+002, 1.3717999536311254E-006, 3.4810546875000000E+001, 8.0694118054225328E-009, 1.5740072285552742E-006, 3.4713203430175781E+001, 8.6125675480275277E-009, 2.3480960464894451E-007
1,1,5, 5.0000000000000000E-001, 1.0720000267028809E+000, 1.1600000000000000E+002, 4.9999996554106474E-004, 1.0834038085937500E+004, 1.4184396377459052E-006, 5.0486216787248850E-004, 1.0823458007812500E+004, 1.4224597180145793E-006, 0.0000000000000000E+000
1,2,5, 5.0000000000000000E-001, 1.0789999961853027E+000, 1.1950000000000000E+002, 8.4898871136829257E-004, 5.9194233398437500E+003, 1.5868947684793966E-006, 8.5013714851811528E-004, 5.8939370117187500E+003, 1.5824901993255480E-006, 7.6721380464732647E-003
1,3,5, 5.0000000000000000E-001, 1.0860000848770142E+000, 1.2300000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000
1,4,5, 5.0000000000000000E-001, 1.0930000543594360E+000, 1.2650000000000000E+002, 7.9999997979030013E-004, 1.0864971578121185E-001, 8.8888884874904761E-007, 7.0286489790305495E-004, 1.0329910367727280E-001, 7.8096098832247662E-007, 6.6424366086721420E-003
1,5,5, 5.0000000000000000E-001, 1.1000000238418579E+000, 1.3000000000000000E+002, 1.0000000116860974E-007, 1.9920134218409657E-004, 5.8823529380802597E-010, 1.0075982714852216E-007, 1.1476432085037231E+000, 5.7529037089665280E-010, 4.3231727225867544E-011
1,6,5, 5.0000000000000000E-001, 1.1069999933242798E+000, 1.3350000000000000E+002, 2.6064199118991382E-006, 0.0000000000000000E+000, 7.3940991107690479E-009, 2.5090548660955392E-006, 8.3743900060653687E-002, 7.0244756678050635E-009, 2.3480960464894451E-007
1,1,6, 5.0000000000000000E-001, 1.0199999809265137E+000, 1.3300000000000000E+002, 6.9999997504055500E-004, 5.9232714843750000E+003, 1.3084111287753331E-006, 7.0237682666629553E-004, 5.9109228515625000E+003, 1.3073224636173109E-006, 0.0000000000000000E+000
1,2,6, 5.0000000000000000E-001, 1.0269999504089355E+000, 1.3650000000000000E+002, 6.4810056937858462E-004, 1.1343007812500000E+003, 9.0327603174955584E-007, 6.4754975028336048E-004, 1.1284410400390625E+003, 8.9908212430600543E-007, 7.6721380464732647E-003
1,3,6, 5.0000000000000000E-001, 1.0340000391006470E+000, 1.4000000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.2686547102639452E-006, 5.1467567682266235E-001, 4.8639144267781376E-008, 0.0000000000000000E+000
1,4,6, 5.0000000000000000E-001, 1.0410000085830688E+000, 1.4350000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.1129742779303342E-004, 3.8592871278524399E-002, 3.1573736691825616E-007, 6.6424366086721420E-003
1,5,6, 5.0000000000000000E-001, 1.0479999780654907E+000, 1.4700000000000000E+002, 9.9999999747524271E-007, 2.0066806030273438E+002, 2.8368793980604323E-009, 9.9469218639569590E-007, 2.0024800109863281E+002, 2.8218218872666512E-009, 4.3231727225867544E-011
1,6,6, 5.0000000000000000E-001, 1.0549999475479126E+000, 1.5050000000000000E+002, 4.9521977416588925E-006, 4.2964029312133789E+000, 9.2564444997833562E-009, 5.1062220336461905E-006, 4.2861146926879883E+000, 9.4283985063725595E-009, 2.3480960464894451E-007
1,1,7, 5.0000000000000000E-001, 9.6799993515014648E-001, 1.5000000000000000E+002, 6.9999997504055500E-004, 2.8295639648437500E+003, 9.7560973699728493E-007, 6.9810071727260947E-004, 2.8197897949218750E+003, 9.7042743618658278E-007, 0.0000000000000000E+000
1,2,7, 5.0000000000000000E-001, 9.7499996423721313E-001, 1.5350000000000000E+002, 4.9474666593596339E-004, 3.1107687377929688E+002, 5.4971849294815911E-007, 4.8728624824434519E-004, 3.1084814453125000E+002, 5.6001340453804005E-007, 7.6721380464732647E-003
1,3,7, 5.0000000000000000E-001, 9.8199993371963501E-001, 1.5700000000000000E+002, 3.9999998989515007E-004, 3.5950271606445312E+001, 2.3529410100309178E-006, 4.1194274672307074E-004, 3.5836174011230469E+001, 2.3631766907783458E-006, 0.0000000000000000E+000
1,4,7, 5.0000000000000000E-001, 9.8899996280670166E-001, 1.6050000000000000E+002, 1.5999999595806003E-003, 5.5480706691741943E-001, 4.5390070226858370E-006, 1.4977563405409455E-003, 8.9156728515625000E+003, 4.2465376282052603E-006, 6.6424366086721420E-003
1,5,7, 5.0000000000000000E-001, 9.9599993228912354E-001, 1.6400000000000000E+002, 9.9999999600419720E-013, 6.5057385256750422E-008, 1.8691588278926157E-015, 1.4826540602891347E-012, 6.8359909732862434E-008, 2.5418476188882738E-015, 4.3231727225867544E-011
1,6,7, 5.0000000000000000E-001, 1.0029999017715454E+000, 1.6750000000000000E+002, 9.4091756182024255E-006, 1.9965786933898926E+000, 1.3113833574607270E-008, 9.7608308351482265E-006, 1.9899443387985229E+000, 1.3439424684236201E-008, 2.3480960464894451E-007
1,1,8, 5.0000000000000000E-001, 9.1599994897842407E-001, 1.6700000000000000E+002, 4.9999996554106474E-004, 1.0935108642578125E+003, 5.5555551625730004E-007, 4.9360265256837010E-004, 1.0926250000000000E+003, 5.5855139180494007E-007, 0.0000000000000000E+000
1,2,8, 5.0000000000000000E-001, 9.2299997806549072E-001, 1.7050000000000000E+002, 3.7767944741062820E-004, 6.7013220214843750E+002, 2.2216438537725480E-006, 3.7860035081394017E-004, 6.6854132080078125E+002, 2.2129750050225994E-006, 7.6721380464732647E-003
1,3,8, 5.0000000000000000E-001, 9.2999994754791260E-001, 1.7400000000000000E+002, 5.9999997029080987E-004, 1.1837313652038574E+001, 1.7021275198203512E-006, 6.1539362650364637E-004, 1.1786496162414551E+001, 1.7127313185483217E-006, 0.0000000000000000E+000
1,4,8, 5.0000000000000000E-001, 9.3699997663497925E-001, 1.7750000000000000E+002, 3.9999998989515007E-004, 1.4279316250000000E+006, 7.4766353463928681E-007, 3.9761650259606540E-004, 1.4245290000000000E+006, 7.4320837484265212E-007, 6.6424366086721420E-003
1,5,8, 5.0000000000000000E-001, 9.4399994611740112E-001, 1.8100000000000000E+002, 9.9999999600419720E-012, 6.8424341748141160E-008, 1.3937282554996652E-014, 1.5707414535715003E-011, 7.5658938669675990E-008, 2.0148450643369190E-014, 4.3231727225867544E-011
1,6,8, 5.0000000000000000E-001, 9.5099997520446777E-001, 1.8450000000000000E+002, 1.7877433492685668E-005, 9.9200850725173950E-001, 1.9863815481357960E-008, 1.7866212147055194E-005, 1.0137084722518921E+000, 2.2457257387031859E-008, 2.3480960464894451E-007
1,1,9, 5.0000000000000000E-001, 8.6399996280670166E-001, 1.8400000000000000E+002, 2.9999998514540493E-004, 2.4643625488281250E+003, 1.7647057575231884E-006, 2.9903632821515203E-004, 2.4591806640625000E+003, 1.7557662204126245E-006, 0.0000000000000000E+000
1,2,9, 5.0000000000000000E-001, 8.7099999189376831E-001, 1.8750000000000000E+002, 2.8831275994889438E-004, 1.4670262145996094E+002, 8.1790852846097550E-007, 2.8610820299945772E-004, 1.6013893127441406E+002, 8.0947489777827286E-007, 7.6721380464732647E-003
1,3,9, 5.0000000000000000E-001, 8.7799996137619019E-001, 1.9100000000000000E+002, 7.9999997979030013E-004, 5.5778579711914062E+000, 1.4953270692785736E-006, 8.1845821114256978E-004, 5.5503582954406738E+000, 1.5053772131068399E-006, 0.0000000000000000E+000
1,4,9, 5.0000000000000000E-001, 8.8499999046325684E-001, 1.9450000000000000E+002, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.5574802142218687E-006, 1.8159533203125000E+004, 9.5083123596850783E-009, 6.6424366086721420E-003
1,5,9, 5.0000000000000000E-001, 8.9199995994567871E-001, 1.9800000000000000E+002, 1.0000000133514320E-010, 1.6845629602357803E-007, 1.1111111217296937E-013, 1.2456269349314653E-010, 2.3564619766602846E-007, 2.8407197384325289E-013, 4.3231727225867544E-011
1,6,9, 5.0000000000000000E-001, 8.9899998903274536E-001, 2.0150000000000000E+002, 3.3967124181799591E-005, 3.2730944156646729E+000, 1.9980660681540030E-007, 3.6864119465462863E-005, 3.2535567283630371E+000, 2.0641392950437876E-007, 2.3480960464894451E-007
1,1,10, 5.0000000000000000E-001, 8.1199997663497925E-001, 2.0100000000000000E+002, 9.9999997473787516E-005, 2.9115667724609375E+002, 2.8368793891786481E-007, 9.8953823908232152E-005, 2.8995535278320312E+002, 2.8072005875401373E-007, 0.0000000000000000E+000
1,2,10, 5.0000000000000000E-001, 8.1900000572204590E-001, 2.0450000000000000E+002, 2.2009207168594003E-004, 1.5345529785156250E+003, 4.1138704887089261E-007, 2.2027242812328041E-004, 1.5301077880859375E+003, 4.1059428212975035E-007, 7.6721380464732647E-003
1,3,10, 5.0000000000000000E-001, 8.2599997520446777E-001, 2.0800000000000000E+002, 9.9999993108212948E-004, 3.1046199798583984E+000, 1.3937280982645461E-006, 9.4980065478011966E-004, 3.0417273044586182E+000, 1.3237639677754487E-006, 0.0000000000000000E+000
1,4,10, 5.0000000000000000E-001, 8.3300000429153442E-001, 2.1150000000000000E+002, 1.1999999405816197E-003, 2.5464782500000000E+006, 1.3333332162801526E-006, 1.2500627199187875E-003, 2.5392820000000000E+006, 1.6677122403052635E-006, 6.6424366086721420E-003
1,5,10, 5.0000000000000000E-001, 8.3999997377395630E-001, 2.1500000000000000E+002, 9.9999997171806854E-010, 3.8418825170083437E-006, 5.8823527646079121E-012, 1.4483652055474749E-009, 4.1865969251375645E-006, 7.0633824310328830E-012, 4.3231727225867544E-011
1,6,10, 5.0000000000000000E-001, 8.4700000286102295E-001, 2.1850000000000000E+002, 6.4537533035036176E-005, 0.0000000000000000E+000, 1.8308520566279185E-007, 6.6248350776731968E-005, 1.6684044152498245E-002, 1.8303779825146194E-007, 2.3480960464894451E-007
