scenario,dt_s,rainnc_mm,rainncv_mm,snownc_mm,snowncv_mm,graupelnc_mm,graupelncv_mm,sr
rain-freeze, 1.0000000000000000E+001, 7.7919522300362587E-004, 7.7919522300362587E-004, 6.5432622795924544E-004, 6.5432622795924544E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3974617719650269E-001
