scenario,dt_s,rainnc_mm,rainncv_mm,snownc_mm,snowncv_mm,graupelnc_mm,graupelncv_mm,sr
ice-sed, 1.0000000000000000E+001, 1.6861056906236627E-007, 1.6861056906236627E-007, 1.6861056906236627E-007, 1.6861056906236627E-007, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.9999409914016724E-001
