scenario,dt_s,rainnc_mm,rainncv_mm,snownc_mm,snowncv_mm,graupelnc_mm,graupelncv_mm,sr
rain-snow, 1.0000000000000000E+001, 6.2399460002779961E-003, 6.2399460002779961E-003, 1.1717024026438594E-003, 1.1717024026438594E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.8777444958686829E-001
