scenario,dt_s,rainnc_mm,rainncv_mm,snownc_mm,snowncv_mm,graupelnc_mm,graupelncv_mm,sr
rain-graupel, 1.0000000000000000E+001, 1.1654726229608059E-002, 1.1654726229608059E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.3831154257059097E-003, 6.3831154257059097E-003, 5.4768472909927368E-001
