scenario,dt_s,rainnc_mm,rainncv_mm,snownc_mm,snowncv_mm,graupelnc_mm,graupelncv_mm,sr
ice-nuc, 1.0000000000000000E+001, 4.6330072223099705E-008, 4.6330072223099705E-008, 4.6330072223099705E-008, 4.6330072223099705E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.9997842311859131E-001
