scenario,dt_s,rainnc_mm,rainncv_mm,snownc_mm,snowncv_mm,graupelnc_mm,graupelncv_mm,sr
ice-auto, 1.0000000000000000E+001, 6.8684684675912600E-012, 6.8684684675912600E-012, 6.8684684675912600E-012, 6.8684684675912600E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.7291049957275391E-001
