scenario,dt_s,rainnc_mm,rainncv_mm,snownc_mm,snowncv_mm,graupelnc_mm,graupelncv_mm,sr
snow-rime, 1.0000000000000000E+001, 1.0956737678498030E-003, 1.0956737678498030E-003, 1.0956737678498030E-003, 1.0956737678498030E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000000000000E+000
