scenario,dt_s,rainnc_mm,rainncv_mm,snownc_mm,snowncv_mm,graupelnc_mm,graupelncv_mm,sr
snow-ice, 1.0000000000000000E+001, 9.2625088291242719E-004, 9.2625088291242719E-004, 9.2625088291242719E-004, 9.2625088291242719E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0000000000000000E+000
