scenario,dt_s,rainnc_mm,rainncv_mm,snownc_mm,snowncv_mm,graupelnc_mm,graupelncv_mm,sr
rain-ice-graupel-overlap, 1.0000000000000000E+001, 2.1886643022298813E-002, 2.1886643022298813E-002, 2.3141843996654643E-009, 2.3141843996654643E-009, 2.1886641159653664E-002, 2.1886641159653664E-002, 1.0000000000000000E+000
