scenario,dt_s,rainnc_mm,rainncv_mm,snownc_mm,snowncv_mm,graupelnc_mm,graupelncv_mm,sr
rain-snow-graupel-overlap, 1.0000000000000000E+001, 1.3009352609515190E-002, 1.3009352609515190E-002, 1.1717022862285376E-003, 1.1717022862285376E-003, 6.7748799920082092E-003, 6.7748799920082092E-003, 6.1083614826202393E-001
