case,dxi,nz,dt,tke_diag,dx,dy,psfc,znt,ust,hfx,qfx,wspd_in,br,psim,psih,xland,corf,u10_in,v10_in,hpbl,kpbl,wstar,delta,u10_out,v10_out,wspd_out,hpbl_tw,kpbl_tw,wstar_tw,delta_tw,u10_tw,v10_tw
28,5,40, 4.5000000000000000E+001,1, 3.0000000000000000E+003, 1.2000000000000000E+004, 1.0000000000000000E+005, 1.0000000149011612E-001, 5.0000000000000000E-001, 2.0000000000000000E+002, 1.1999999696854502E-004, 6.2004399299621582E+000,-3.0000001192092896E-001, 6.5000000000000000E+000, 8.5000000000000000E+000, 1.0000000000000000E+000, 9.9999997473787516E-005, 6.0187501907348633E+000,-1.4900000095367432E+000, 1.2798735351562500E+003,12, 1.9997799396514893E+000, 3.0621067047119141E+001, 6.0187501907348633E+000,-1.4900000095367432E+000, 6.2004399299621582E+000, 1.2798735351562500E+003,12, 1.9997799396514893E+000, 3.0621067047119141E+001, 6.0187501907348633E+000,-1.4900000095367432E+000
28,6,40, 4.5000000000000000E+001,1, 9.0000000000000000E+003, 3.6000000000000000E+004, 1.0000000000000000E+005, 1.0000000149011612E-001, 5.0000000000000000E-001, 2.0000000000000000E+002, 1.1999999696854502E-004, 6.2004399299621582E+000,-3.0000001192092896E-001, 6.5000000000000000E+000, 8.5000000000000000E+000, 1.0000000000000000E+000, 9.9999997473787516E-005, 6.0187501907348633E+000,-1.4900000095367432E+000, 1.2798735351562500E+003,12, 1.9997799396514893E+000, 3.0621067047119141E+001, 6.0187501907348633E+000,-1.4900000095367432E+000, 6.2004399299621582E+000, 1.2798735351562500E+003,12, 1.9997799396514893E+000, 3.0621067047119141E+001, 6.0187501907348633E+000,-1.4900000095367432E+000
29,1,40, 6.0000000000000000E+000,1, 1.0000000000000000E+002, 1.0000000000000000E+002, 1.0000000000000000E+005, 1.0000000149011612E-001, 5.0000000000000000E-001, 2.0000000000000000E+002, 1.1999999696854502E-004, 6.2004399299621582E+000,-3.0000001192092896E-001, 6.5000000000000000E+000, 8.5000000000000000E+000, 1.0000000000000000E+000, 9.9999997473787516E-005, 6.0187501907348633E+000,-1.4900000095367432E+000, 1.2798735351562500E+003,12, 1.9997799396514893E+000, 3.0621067047119141E+001, 6.0187501907348633E+000,-1.4900000095367432E+000, 6.2004399299621582E+000, 1.2798735351562500E+003,12, 1.9997799396514893E+000, 3.0621067047119141E+001, 6.0187501907348633E+000,-1.4900000095367432E+000
29,2,40, 6.0000000000000000E+000,1, 2.5000000000000000E+002, 2.5000000000000000E+002, 1.0000000000000000E+005, 1.0000000149011612E-001, 5.0000000000000000E-001, 2.0000000000000000E+002, 1.1999999696854502E-004, 6.2004399299621582E+000,-3.0000001192092896E-001, 6.5000000000000000E+000, 8.5000000000000000E+000, 1.0000000000000000E+000, 9.9999997473787516E-005, 6.0187501907348633E+000,-1.4900000095367432E+000, 1.2798735351562500E+003,12, 1.9997799396514893E+000, 3.0621067047119141E+001, 6.0187501907348633E+000,-1.4900000095367432E+000, 6.2004399299621582E+000, 1.2798735351562500E+003,12, 1.9997799396514893E+000, 3.0621067047119141E+001, 6.0187501907348633E+000,-1.4900000095367432E+000
29,3,40, 6.0000000000000000E+000,1, 5.0000000000000000E+002, 5.0000000000000000E+002, 1.0000000000000000E+005, 1.0000000149011612E-001, 5.0000000000000000E-001, 2.0000000000000000E+002, 1.1999999696854502E-004, 6.2004399299621582E+000,-3.0000001192092896E-001, 6.5000000000000000E+000, 8.5000000000000000E+000, 1.0000000000000000E+000, 9.9999997473787516E-005, 6.0187501907348633E+000,-1.4900000095367432E+000, 1.2798735351562500E+003,12, 1.9997799396514893E+000, 3.0621067047119141E+001, 6.0187501907348633E+000,-1.4900000095367432E+000, 6.2004399299621582E+000, 1.2798735351562500E+003,12, 1.9997799396514893E+000, 3.0621067047119141E+001, 6.0187501907348633E+000,-1.4900000095367432E+000
29,4,40, 6.0000000000000000E+000,1, 1.0000000000000000E+003, 1.0000000000000000E+003, 1.0000000000000000E+005, 1.0000000149011612E-001, 5.0000000000000000E-001, 2.0000000000000000E+002, 1.1999999696854502E-004, 6.2004399299621582E+000,-3.0000001192092896E-001, 6.5000000000000000E+000, 8.5000000000000000E+000, 1.0000000000000000E+000, 9.9999997473787516E-005, 6.0187501907348633E+000,-1.4900000095367432E+000, 1.2798735351562500E+003,12, 1.9997799396514893E+000, 3.0621067047119141E+001, 6.0187501907348633E+000,-1.4900000095367432E+000, 6.2004399299621582E+000, 1.2798735351562500E+003,12, 1.9997799396514893E+000, 3.0621067047119141E+001, 6.0187501907348633E+000,-1.4900000095367432E+000
29,5,40, 6.0000000000000000E+000,1, 3.0000000000000000E+003, 3.0000000000000000E+003, 1.0000000000000000E+005, 1.0000000149011612E-001, 5.0000000000000000E-001, 2.0000000000000000E+002, 1.1999999696854502E-004, 6.2004399299621582E+000,-3.0000001192092896E-001, 6.5000000000000000E+000, 8.5000000000000000E+000, 1.0000000000000000E+000, 9.9999997473787516E-005, 6.0187501907348633E+000,-1.4900000095367432E+000, 1.2798735351562500E+003,12, 1.9997799396514893E+000, 3.0621067047119141E+001, 6.0187501907348633E+000,-1.4900000095367432E+000, 6.2004399299621582E+000, 1.2798735351562500E+003,12, 1.9997799396514893E+000, 3.0621067047119141E+001, 6.0187501907348633E+000,-1.4900000095367432E+000
29,6,40, 6.0000000000000000E+000,1, 9.0000000000000000E+003, 9.0000000000000000E+003, 1.0000000000000000E+005, 1.0000000149011612E-001, 5.0000000000000000E-001, 2.0000000000000000E+002, 1.1999999696854502E-004, 6.2004399299621582E+000,-3.0000001192092896E-001, 6.5000000000000000E+000, 8.5000000000000000E+000, 1.0000000000000000E+000, 9.9999997473787516E-005, 6.0187501907348633E+000,-1.4900000095367432E+000, 1.2798735351562500E+003,12, 1.9997799396514893E+000, 3.0621067047119141E+001, 6.0187501907348633E+000,-1.4900000095367432E+000, 6.2004399299621582E+000, 1.2798735351562500E+003,12, 1.9997799396514893E+000, 3.0621067047119141E+001, 6.0187501907348633E+000,-1.4900000095367432E+000
30,1,40, 4.5000000000000000E+001,1, 1.0000000000000000E+002, 1.0000000000000000E+002, 1.0000000000000000E+005, 1.0000000149011612E-001, 1.1000000238418579E+000, 6.0000000000000000E+001, 3.9999998989515007E-005, 1.2676780700683594E+001,-1.9999999552965164E-002, 6.5000000000000000E+000, 8.5000000000000000E+000, 1.0000000000000000E+000,-9.9999997473787516E-005, 1.2024999618530273E+001, 4.0124998092651367E+000, 6.8729510498046875E+002,9, 4.4831094145774841E-001, 2.1688381195068359E+001, 1.2024999618530273E+001, 4.0124998092651367E+000, 1.2676780700683594E+001, 6.8729510498046875E+002,9, 4.4831094145774841E-001, 2.1688381195068359E+001, 1.2024999618530273E+001, 4.0124998092651367E+000
30,2,40, 4.5000000000000000E+001,1, 2.5000000000000000E+002, 2.5000000000000000E+002, 1.0000000000000000E+005, 1.0000000149011612E-001, 1.1000000238418579E+000, 6.0000000000000000E+001, 3.9999998989515007E-005, 1.2676780700683594E+001,-1.9999999552965164E-002, 6.5000000000000000E+000, 8.5000000000000000E+000, 1.0000000000000000E+000,-9.9999997473787516E-005, 1.2024999618530273E+001, 4.0124998092651367E+000, 6.8729510498046875E+002,9, 4.4831094145774841E-001, 2.1688381195068359E+001, 1.2024999618530273E+001, 4.0124998092651367E+000, 1.2676780700683594E+001, 6.8729510498046875E+002,9, 4.4831094145774841E-001, 2.1688381195068359E+001, 1.2024999618530273E+001, 4.0124998092651367E+000
30,3,40, 4.5000000000000000E+001,1, 5.0000000000000000E+002, 5.0000000000000000E+002, 1.0000000000000000E+005, 1.0000000149011612E-001, 1.1000000238418579E+000, 6.0000000000000000E+001, 3.9999998989515007E-005, 1.2676780700683594E+001,-1.9999999552965164E-002, 6.5000000000000000E+000, 8.5000000000000000E+000, 1.0000000000000000E+000,-9.9999997473787516E-005, 1.2024999618530273E+001, 4.0124998092651367E+000, 6.8729510498046875E+002,9, 4.4831094145774841E-001, 2.1688381195068359E+001, 1.2024999618530273E+001, 4.0124998092651367E+000, 1.2676780700683594E+001, 6.8729510498046875E+002,9, 4.4831094145774841E-001, 2.1688381195068359E+001, 1.2024999618530273E+001, 4.0124998092651367E+000
30,4,40, 4.5000000000000000E+001,1, 1.0000000000000000E+003, 1.0000000000000000E+003, 1.0000000000000000E+005, 1.0000000149011612E-001, 1.1000000238418579E+000, 6.0000000000000000E+001, 3.9999998989515007E-005, 1.2676780700683594E+001,-1.9999999552965164E-002, 6.5000000000000000E+000, 8.5000000000000000E+000, 1.0000000000000000E+000,-9.9999997473787516E-005, 1.2024999618530273E+001, 4.0124998092651367E+000, 6.8729510498046875E+002,9, 4.4831094145774841E-001, 2.1688381195068359E+001, 1.2024999618530273E+001, 4.0124998092651367E+000, 1.2676780700683594E+001, 6.8729510498046875E+002,9, 4.4831094145774841E-001, 2.1688381195068359E+001, 1.2024999618530273E+001, 4.0124998092651367E+000
30,5,40, 4.5000000000000000E+001,1, 3.0000000000000000E+003, 3.0000000000000000E+003, 1.0000000000000000E+005, 1.0000000149011612E-001, 1.1000000238418579E+000, 6.0000000000000000E+001, 3.9999998989515007E-005, 1.2676780700683594E+001,-1.9999999552965164E-002, 6.5000000000000000E+000, 8.5000000000000000E+000, 1.0000000000000000E+000,-9.9999997473787516E-005, 1.2024999618530273E+001, 4.0124998092651367E+000, 6.8729510498046875E+002,9, 4.4831094145774841E-001, 2.1688381195068359E+001, 1.2024999618530273E+001, 4.0124998092651367E+000, 1.2676780700683594E+001, 6.8729510498046875E+002,9, 4.4831094145774841E-001, 2.1688381195068359E+001, 1.2024999618530273E+001, 4.0124998092651367E+000
30,6,40, 4.5000000000000000E+001,1, 9.0000000000000000E+003, 9.0000000000000000E+003, 1.0000000000000000E+005, 1.0000000149011612E-001, 1.1000000238418579E+000, 6.0000000000000000E+001, 3.9999998989515007E-005, 1.2676780700683594E+001,-1.9999999552965164E-002, 6.5000000000000000E+000, 8.5000000000000000E+000, 1.0000000000000000E+000,-9.9999997473787516E-005, 1.2024999618530273E+001, 4.0124998092651367E+000, 6.8729510498046875E+002,9, 4.4831094145774841E-001, 2.1688381195068359E+001, 1.2024999618530273E+001, 4.0124998092651367E+000, 1.2676780700683594E+001, 6.8729510498046875E+002,9, 4.4831094145774841E-001, 2.1688381195068359E+001, 1.2024999618530273E+001, 4.0124998092651367E+000
