case,dxi,k,u,v,t,qv,qc,qi,p2d,pi2d,p2di_k,p2di_kp1,dz8w,tke_in,rublten,rvblten,rthblten,rqvblten,rqcblten,rqiblten,exch_h,tke_out,el_out,rublten_tw,rvblten_tw,exch_h_tw
17,2,1, 6.0187501907348633E+000,-1.4900000095367432E+000, 2.9987655639648438E+002, 1.1940149590373039E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.9853156250000000E+004, 9.9958020448684692E-001, 1.0000000000000000E+005, 9.9706312500000000E+004, 2.5000000000000000E+001, 4.9999998882412910E-003,-2.6729214005172253E-003, 8.8529189815744758E-004, 1.2888590572401881E-003,-3.8451204886769119E-007, 3.4041144469226792E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0495866537094116E-001, 0.0000000000000000E+000,-2.2284984588623047E-003, 7.7681808033958077E-004, 0.0000000000000000E+000
17,2,2, 6.0712499618530273E+000,-1.4620000123977661E+000, 2.9953115844726562E+002, 1.1774152517318726E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.9443078125000000E+004, 9.9840563535690308E-001, 9.9706312500000000E+004, 9.9179851562500000E+004, 4.5000000000000000E+001, 4.9999998882412910E-003,-6.4531966927461326E-005, 2.5216475478373468E-004, 2.8177897911518812E-004,-1.1051902220060583E-006, 7.6539252366614186E-012, 0.0000000000000000E+000, 1.1147156715393066E+001, 4.9999998882412910E-003, 2.0479736328125000E+001, 8.5724723248858936E-006, 2.3431911540683359E-004, 1.1147156715393066E+001
17,2,3, 6.1537499427795410E+000,-1.4179999828338623E+000, 2.9898922729492188E+002, 1.1517950333654881E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.8802078125000000E+004, 9.9656260013580322E-001, 9.9179851562500000E+004, 9.8424312500000000E+004, 6.5000000000000000E+001, 4.9999998882412910E-003, 2.2225909924600273E-004, 1.0447634849697351E-004, 1.4004178228788078E-004,-6.9537719582513091E-007, 1.7994015999445168E-011, 0.0000000000000000E+000, 4.2559535980224609E+001, 4.9999998882412910E-003, 4.4162273406982422E+001, 2.3898019571788609E-004, 1.0039409244200215E-004, 4.2559535980224609E+001
17,2,4, 6.2662501335144043E+000,-1.3580000400543213E+000, 2.9825177001953125E+002, 1.1177542619407177E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.7934640625000000E+004, 9.9405491352081299E-001, 9.8424312500000000E+004, 9.7444976562500000E+004, 8.5000000000000000E+001, 4.9999998882412910E-003, 2.0291011605877429E-004, 4.8944686568574980E-005, 7.3920360591728240E-005,-3.0207965551198868E-007, 5.4891445555593776E-011, 0.0000000000000000E+000, 8.6742103576660156E+001, 5.5057216435670853E-002, 6.9672912597656250E+001, 2.0650228543672711E-004, 4.8069159674923867E-005, 8.6742103576660156E+001
17,2,5, 6.4087500572204590E+000,-1.2820000648498535E+000, 2.9732028198242188E+002, 1.0760765522718430E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.6846812500000000E+004, 9.9088758230209351E-001, 9.7444976562500000E+004, 9.6248648437500000E+004, 1.0500000000000000E+002, 4.9999998882412910E-003, 1.0548168211244047E-004, 2.5606155759305693E-005, 3.7977431929903105E-005,-5.4265061777414303E-008, 2.1301077568480764E-010, 0.0000000000000000E+000, 1.2228572845458984E+002, 1.1616955697536469E-001, 8.8836532592773438E+001, 1.0616514919092879E-004, 2.5437939257244579E-005, 1.2228572845458984E+002
17,2,6, 6.5812501907348633E+000,-1.1900000572204590E+000, 2.9619656372070312E+002, 1.0276981629431248E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.5546109375000000E+004, 9.8706686496734619E-001, 9.6248648437500000E+004, 9.4843578125000000E+004, 1.2500000000000000E+002, 4.9999998882412910E-003,-5.9477490140125155E-005,-1.4422999811358750E-005, 1.0850694707187358E-005, 2.9127630796210724E-007, 1.0076617318333092E-009, 0.0000000000000000E+000, 1.2612776947021484E+002, 1.7916969954967499E-001, 1.0365769195556641E+002,-5.9355632402002811E-005,-1.4450814887823071E-005, 1.2612776947021484E+002
17,2,7, 6.7837500572204590E+000,-1.0820000171661377E+000, 2.9488281250000000E+002, 9.7367428243160248E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.4041484375000000E+004, 9.8260051012039185E-001, 9.4843578125000000E+004, 9.3239382812500000E+004, 1.4500000000000000E+002, 4.9999998882412910E-003,-2.0520422549452633E-004,-4.9810940254246816E-005,-1.0172526572205243E-006, 4.7784095613678801E-007, 7.1098082976561727E-009, 0.0000000000000000E+000, 9.6214057922363281E+001, 1.8092474341392517E-001, 1.1091365051269531E+002,-2.0518833480309695E-004,-4.9813588702818379E-005, 9.6214057922363281E+001
17,2,8, 7.0162501335144043E+000,-9.5800000429153442E-001, 2.9338168334960938E+002, 9.1513982042670250E-003, 1.0000000656873453E-005, 0.0000000000000000E+000, 9.2343140625000000E+004, 9.7749739885330200E-001, 9.3239382812500000E+004, 9.1446890625000000E+004, 1.6500000000000000E+002, 4.9999998882412910E-003,-2.4011930509004742E-004,-5.8235727919964120E-005, 3.0517578579747351E-006, 4.0503221043763915E-007,-7.2434587217173885E-009, 0.0000000000000000E+000, 4.9915290832519531E+001, 1.0934565216302872E-001, 1.2359788513183594E+002,-2.4011930509004742E-004,-5.8236390032107010E-005, 4.9915290832519531E+001
17,2,9, 7.2787499427795410E+000,-8.1800001859664917E-001, 2.9169598388671875E+002, 8.5327066481113434E-003, 1.0000000656873453E-005, 0.0000000000000000E+000, 9.0462484375000000E+004, 9.7176760435104370E-001, 9.1446890625000000E+004, 8.9478078125000000E+004, 1.8500000000000000E+002, 4.9999998882412910E-003,-6.0002010286552832E-005,-1.4452140021603554E-005, 8.1380212577641942E-006, 8.3115367033315124E-008,-8.3663409533585309E-011, 0.0000000000000000E+000, 9.3064098358154297E+000, 2.7126740664243698E-002, 1.2982225036621094E+002,-6.0002010286552832E-005,-1.4452140021603554E-005, 9.3064098358154297E+000
17,2,10, 7.5712499618530273E+000,-6.6200000047683716E-001, 2.9644750976562500E+002, 7.8924503177404404E-003, 1.0000000656873453E-005, 0.0000000000000000E+000, 8.8411984375000000E+004, 9.6542263031005859E-001, 8.9478078125000000E+004, 8.7345898437500000E+004, 2.0500000000000000E+002, 4.9999998882412910E-003,-1.3192494634495233E-006,-5.2253403737267945E-007,-1.3563368383984198E-006, 2.6490953874969136E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.9999997764825821E-003, 5.0713638775050640E-003, 1.3166501522064209E+000,-1.3192494634495233E-006,-5.2253403737267945E-007, 9.9999997764825821E-003
17,2,11, 7.8937501907348633E+000,-4.9000000953674316E-001, 2.9555050659179688E+002, 7.2420667856931686E-003, 1.0000000656873453E-005, 0.0000000000000000E+000, 8.6205015625000000E+004, 9.5847487449645996E-001, 8.7345898437500000E+004, 8.5064132812500000E+004, 2.2500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-1.3576613611121502E-008, 0.0000000000000000E+000, 2.0696057714819638E-011,-1.8594114963021990E-012, 0.0000000000000000E+000, 1.0277250781655312E-002, 5.0000003539025784E-003, 3.3745779991149902E+000,-2.1192763099975309E-008,-1.3576613611121502E-008, 1.0277250781655312E-002
17,2,12, 8.2462501525878906E+000,-3.0200004577636719E-001, 2.9456726074218750E+002, 6.5923291258513927E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3855703125000000E+004, 9.5093792676925659E-001, 8.5064132812500000E+004, 8.2647281250000000E+004, 2.4500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-9.2718339672615002E-009, 0.0000000000000000E+000, 2.0696057714819638E-011, 1.7627456569066502E-012, 0.0000000000000000E+000, 1.0015090927481651E-002, 4.9999998882412910E-003, 3.4014887809753418E+000,-2.1192763099975309E-008,-9.2718339672615002E-009, 1.0015090927481651E-002
17,2,13, 8.6287498474121094E+000,-9.8000049591064453E-002, 2.9349719238281250E+002, 5.9530679136514664E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.1378828125000000E+004, 9.4282662868499756E-001, 8.2647281250000000E+004, 8.0110382812500000E+004, 2.6500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-9.3546184132264898E-009, 0.0000000000000000E+000, 1.0348028857409819E-011, 2.3856256134221292E-017, 0.0000000000000000E+000, 1.0015221312642097E-002, 4.9999998882412910E-003, 3.3720159530639648E+000,-2.1192763099975309E-008,-9.3546184132264898E-009, 1.0015221312642097E-002
17,2,14, 9.0412502288818359E+000, 1.2199997901916504E-001, 2.9233969116210938E+002, 5.3329612128436565E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.8789625000000000E+004, 9.3415671586990356E-001, 8.0110382812500000E+004, 7.7468859375000000E+004, 2.8500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-9.4374019710130597E-009, 0.0000000000000000E+000, 1.0348028857409819E-011, 2.7870592096622769E-022, 0.0000000000000000E+000, 1.0015319101512432E-002, 4.9999998882412910E-003, 3.3707191944122314E+000,-2.1192763099975309E-008,-9.4374019710130597E-009, 1.0015319101512432E-002
17,2,15, 9.4837503433227539E+000, 3.5799992084503174E-001, 2.9109399414062500E+002, 4.7393813729286194E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.6103617187500000E+004, 9.2494475841522217E-001, 7.7468859375000000E+004, 7.4738375000000000E+004, 3.0500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-9.6029708629430388E-009, 0.0000000000000000E+000, 1.5522043719795597E-011, 2.8396991546744207E-027, 0.0000000000000000E+000, 1.0015402920544147E-002, 5.0000003539025784E-003, 3.3699145317077637E+000,-2.1192763099975309E-008,-9.6029708629430388E-009, 1.0015402920544147E-002
17,2,16, 9.9562501907348633E+000, 6.0999989509582520E-001, 2.8975961303710938E+002, 4.1783093474805355E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.3336531250000000E+004, 9.1520863771438599E-001, 7.4738375000000000E+004, 7.1934679687500000E+004, 3.2500000000000000E+002, 4.9999998882412910E-003,-1.0596381549987655E-008,-9.2718339672615002E-009, 0.0000000000000000E+000, 1.0348028857409819E-011, 2.5463408751982662E-032, 0.0000000000000000E+000, 1.0017016902565956E-002, 4.9999998882412910E-003, 3.3697378635406494E+000,-1.0596381549987655E-008,-9.2718339672615002E-009, 1.0017016902565956E-002
17,2,17, 1.0458749771118164E+001, 8.7800002098083496E-001, 2.8833596801757812E+002, 3.6543076857924461E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.0504054687500000E+004, 9.0496671199798584E-001, 7.1934679687500000E+004, 6.9073429687500000E+004, 3.4500000000000000E+002, 4.9999998882412910E-003,-1.0596381549987655E-008,-9.2718339672615002E-009, 0.0000000000000000E+000, 7.7610218598977987E-012, 2.0253973397703352E-037, 0.0000000000000000E+000, 1.0019286535680294E-002, 4.9999998882412910E-003, 3.3703567981719971E+000,-1.0596381549987655E-008,-9.2718339672615002E-009, 1.0019286535680294E-002
17,2,18, 1.0991250038146973E+001, 1.1619999408721924E+000, 2.8682247924804688E+002, 3.1705552246421576E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.7621773437500000E+004, 8.9423835277557373E-001, 6.9073429687500000E+004, 6.6170117187500000E+004, 3.6500000000000000E+002, 4.9999998882412910E-003,-1.0596381549987655E-008,-9.2718339672615002E-009, 0.0000000000000000E+000, 7.7610218598977987E-012, 1.4391335228615871E-042, 0.0000000000000000E+000, 1.0021729394793510E-002, 4.9999998882412910E-003, 3.3719308376312256E+000,-1.0596381549987655E-008,-9.2718339672615002E-009, 1.0021729394793510E-002
17,2,19, 1.1553750038146973E+001, 1.4619998931884766E+000, 2.8521871948242188E+002, 2.7289222925901413E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.4704992187500000E+004, 8.8304376602172852E-001, 6.6170117187500000E+004, 6.3239867187500000E+004, 3.8500000000000000E+002, 4.9999998882412910E-003,-1.0596381549987655E-008,-7.9472863845353459E-009, 0.0000000000000000E+000, 2.5870072143524547E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0024359449744225E-002, 4.9999998882412910E-003, 3.3745138645172119E+000,-1.0596381549987655E-008,-7.9472863845353459E-009, 1.0024359449744225E-002
17,2,20, 1.2146249771118164E+001, 1.7779998779296875E+000, 2.8352420043945312E+002, 2.3300894536077976E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.1768597656250000E+004, 8.7140357494354248E-001, 6.3239867187500000E+004, 6.0297328125000000E+004, 4.0500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-7.9472863845353459E-009, 0.0000000000000000E+000, 5.1740144287049095E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0027195326983929E-002, 4.9999998882412910E-003, 3.3781681060791016E+000,-2.1192763099975309E-008,-7.9472863845353459E-009, 1.0027195326983929E-002
17,2,21, 1.2768750190734863E+001, 2.1099998950958252E+000, 2.8173867797851562E+002, 1.9736937247216702E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.8826960937500000E+004, 8.5933929681777954E-001, 6.0297328125000000E+004, 5.7356597656250000E+004, 4.2500000000000000E+002, 4.9999998882412910E-003,-1.0596381549987655E-008,-7.9472863845353459E-009, 0.0000000000000000E+000, 2.5870072143524547E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0030244477093220E-002, 4.9999998882412910E-003, 3.3828384876251221E+000,-1.0596381549987655E-008,-7.9472863845353459E-009, 1.0030244477093220E-002
17,2,22, 1.3421249389648438E+001, 2.4579999446868896E+000, 2.7986184692382812E+002, 1.6584885306656361E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.5893828125000000E+004, 8.4687292575836182E-001, 5.7356597656250000E+004, 5.4431058593750000E+004, 4.4500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-7.9472863845353459E-009, 0.0000000000000000E+000, 5.1740144287049095E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0033528320491314E-002, 4.9999998882412910E-003, 3.3886184692382812E+000,-2.1192763099975309E-008,-7.9472863845353459E-009, 1.0033528320491314E-002
17,2,23, 1.4103750228881836E+001, 2.8220000267028809E+000, 2.7789355468750000E+002, 1.3825183268636465E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.2982199218750000E+004, 8.3402675390243530E-001, 5.4431058593750000E+004, 5.1533339843750000E+004, 4.6500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 2.5870072143524547E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0037068277597427E-002, 4.9999998882412910E-003, 3.3954527378082275E+000,-2.1192763099975309E-008,-1.0596381549987655E-008, 1.0037068277597427E-002
17,2,24, 1.4816249847412109E+001, 3.2019996643066406E+000, 2.7583370971679688E+002, 1.1432860046625137E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0104281250000000E+004, 8.2082378864288330E-001, 5.1533339843750000E+004, 4.8675222656250000E+004, 4.8500000000000000E+002, 4.9999998882412910E-003,-1.0596381549987655E-008,-7.9472863845353459E-009, 0.0000000000000000E+000, 1.2935036071762274E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0040876455605030E-002, 4.9999998882412910E-003, 3.4033267498016357E+000,-1.0596381549987655E-008,-7.9472863845353459E-009, 1.0040876455605030E-002
17,2,25, 1.5558750152587891E+001, 3.5980000495910645E+000, 2.7368249511718750E+002, 9.3791744438931346E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.7271398437500000E+004, 8.0728727579116821E-001, 4.8675222656250000E+004, 4.5867574218750000E+004, 5.0500000000000000E+002, 4.9999998882412910E-003, 0.0000000000000000E+000,-5.2981907749938273E-009, 0.0000000000000000E+000, 2.5870072143524547E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0044977068901062E-002, 4.9999998882412910E-003, 3.4121532440185547E+000, 0.0000000000000000E+000,-5.2981907749938273E-009, 1.0044977068901062E-002
17,2,26, 1.6331249237060547E+001, 4.0099997520446777E+000, 2.7144003295898438E+002, 7.6330814044922590E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.4493933593750000E+004, 7.9344075918197632E-001, 4.5867574218750000E+004, 4.3120292968750000E+004, 5.2500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-5.2981907749938273E-009, 0.0000000000000000E+000, 1.9402554649744497E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0049386881291866E-002, 4.9999998882412910E-003, 3.4219341278076172E+000,-2.1192763099975309E-008,-5.2981907749938273E-009, 1.0049386881291866E-002
17,2,27, 1.7133750915527344E+001, 4.4379997253417969E+000, 2.6910671997070312E+002, 6.1625562375411391E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.1781289062500000E+004, 7.7930790185928345E-001, 4.3120292968750000E+004, 4.0442289062500000E+004, 5.4500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 1.9402554649744497E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0054128244519234E-002, 4.9999998882412910E-003, 3.4325881004333496E+000,-2.1192763099975309E-008,-1.0596381549987655E-008, 1.0054128244519234E-002
17,2,28, 1.7966251373291016E+001, 4.8819999694824219E+000, 2.6668298339843750E+002, 4.9356865929439664E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.9141875000000000E+004, 7.6491272449493408E-001, 4.0442289062500000E+004, 3.7841464843750000E+004, 5.6500000000000000E+002, 4.9999998882412910E-003, 0.0000000000000000E+000,-5.2981907749938273E-009, 0.0000000000000000E+000, 6.4675180358811368E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0059225372970104E-002, 4.9999998882412910E-003, 3.4441051483154297E+000, 0.0000000000000000E+000,-5.2981907749938273E-009, 1.0059225372970104E-002
17,2,29, 1.8828750610351562E+001, 5.3420000076293945E+000, 2.6416955566406250E+002, 3.9215688593685627E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.6583070312500000E+004, 7.5027918815612793E-001, 3.7841464843750000E+004, 3.5324679687500000E+004, 5.8500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-1.5894572769070692E-008, 0.0000000000000000E+000, 9.7012773248722484E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0064699687063694E-002, 4.9999998882412910E-003, 3.4563765525817871E+000,-2.1192763099975309E-008,-1.5894572769070692E-008, 1.0064699687063694E-002
17,2,30, 1.9721250534057617E+001, 5.8179998397827148E+000, 2.6156716918945312E+002, 3.0909912311471999E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4111234375000000E+004, 7.3543131351470947E-001, 3.5324679687500000E+004, 3.2897792968750000E+004, 6.0500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-5.2981907749938273E-009, 0.0000000000000000E+000, 6.4675180358811368E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0070572607219219E-002, 5.0000003539025784E-003, 3.4694035053253174E+000,-2.1192763099975309E-008,-5.2981907749938273E-009, 1.0070572607219219E-002
17,2,31, 2.0643749237060547E+001, 6.3099999427795410E+000, 2.5887686157226562E+002, 2.4169146490748972E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.1731708984375000E+004, 7.2039312124252319E-001, 3.2897792968750000E+004, 3.0565625000000000E+004, 6.2500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 4.8506386624361242E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0076867416501045E-002, 4.9999998882412910E-003, 3.4830825328826904E+000,-2.1192763099975309E-008,-1.0596381549987655E-008, 1.0076867416501045E-002
17,2,32, 2.1596250534057617E+001, 6.8179998397827148E+000, 2.5609976196289062E+002, 1.8747810099739581E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9448837890625000E+004, 7.0518845319747925E-001, 3.0565625000000000E+004, 2.8332050781250000E+004, 6.4500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 6.4675180358811368E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0083612054586411E-002, 4.9999998882412910E-003, 3.4973926544189453E+000,-2.1192763099975309E-008,-1.0596381549987655E-008, 1.0083612054586411E-002
17,2,33, 2.2578750610351562E+001, 7.3420000076293945E+000, 2.5323719787597656E+002, 1.4426645066123456E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.7266013671875000E+004, 6.8984103202819824E-001, 2.8332050781250000E+004, 2.6199976562500000E+004, 6.6500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 4.8506386624361242E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0090838186442852E-002, 4.9999998882412910E-003, 3.5123114585876465E+000,-2.1192763099975309E-008,-1.0596381549987655E-008, 1.0090838186442852E-002
17,2,34, 2.3591249465942383E+001, 7.8819999694824219E+000, 2.5029067993164062E+002, 1.1013005132554099E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5185689453125000E+004, 6.7437440156936646E-001, 2.6199976562500000E+004, 2.4171402343750000E+004, 6.8500000000000000E+002, 4.9999998882412910E-003,-4.2385526199950618E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 3.2337590179405684E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0098557919263840E-002, 4.9999998882412910E-003, 3.5277619361877441E+000,-4.2385526199950618E-008,-1.0596381549987655E-008, 1.0098557919263840E-002
17,2,35, 2.4633750915527344E+001, 8.4379997253417969E+000, 2.4726193237304688E+002, 8.3401151641737670E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.3209445312500000E+004, 6.5881174802780151E-001, 2.4171402343750000E+004, 2.2247488281250000E+004, 7.0500000000000000E+002, 4.9999998882412910E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6168795089702842E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0106812231242657E-002, 4.9999998882412910E-003, 3.5437083244323730E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0106812231242657E-002
17,2,36, 2.5706249237060547E+001, 9.0099992752075195E+000, 2.4415281677246094E+002, 6.2656152294948697E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1338035156250000E+004, 6.4317601919174194E-001, 2.2247488281250000E+004, 2.0428580078125000E+004, 7.2500000000000000E+002, 4.9999998882412910E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6168795089702842E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0115630924701691E-002, 4.9999998882412910E-003, 3.5601484775543213E+000, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0115630924701691E-002
17,2,37, 2.6808750152587891E+001, 9.5979995727539062E+000, 2.4096539306640625E+002, 4.6696168283233419E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9571439453125000E+004, 6.2748956680297852E-001, 2.0428580078125000E+004, 1.8714298828125000E+004, 7.4500000000000000E+002, 4.9999998882412910E-003, 0.0000000000000000E+000,-1.0596381549987655E-008, 0.0000000000000000E+000, 8.0843975448514210E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0125040076673031E-002, 4.9999998882412910E-003, 3.5770092010498047E+000, 0.0000000000000000E+000,-1.0596381549987655E-008, 1.0125040076673031E-002
17,2,38, 2.7941249847412109E+001, 1.0201999664306641E+001, 2.3770191955566406E+002, 3.4524255170254037E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.7908939453125000E+004, 6.1177450418472290E-001, 1.8714298828125000E+004, 1.7103580078125000E+004, 7.6500000000000000E+002, 4.9999998882412910E-003, 2.1192763099975309E-008, 1.0596381549987655E-008, 0.0000000000000000E+000, 8.0843975448514210E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0135070420801640E-002, 4.9999998882412910E-003, 3.5942947864532471E+000, 2.1192763099975309E-008, 1.0596381549987655E-008, 1.0135070420801640E-002
17,2,39, 2.9103750228881836E+001, 1.0821999549865723E+001, 2.3436485290527344E+002, 2.5321709472336806E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6349169921875000E+004, 5.9605246782302856E-001, 1.7103580078125000E+004, 1.5594759765625000E+004, 7.8500000000000000E+002, 4.9999998882412910E-003,-2.1192763099975309E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 6.0632983280451552E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0145761072635651E-002, 4.9999998882412910E-003, 3.6119601726531982E+000,-2.1192763099975309E-008,-1.0596381549987655E-008, 1.0145761072635651E-002
17,2,40, 3.0296249389648438E+001, 1.1457999229431152E+001, 2.3095674133300781E+002, 1.8424141671857797E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.4890191406250000E+004, 5.8034437894821167E-001, 1.5594759765625000E+004, 1.4185624023437500E+004, 8.0500000000000000E+002, 4.9999998882412910E-003,-1.9073486612342094E-007,-1.0596381372351971E-007, 0.0000000000000000E+000, 1.0105496761657687E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0157149285078049E-002, 4.9999998882412910E-003, 3.6300146579742432E+000,-1.9073486612342094E-007,-1.0596381372351971E-007, 1.0157149285078049E-002
17,3,1, 6.0187501907348633E+000,-1.4900000095367432E+000, 2.9987655639648438E+002, 1.1940149590373039E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.9853156250000000E+004, 9.9958020448684692E-001, 1.0000000000000000E+005, 9.9706312500000000E+004, 2.5000000000000000E+001, 4.9999998882412910E-003,-2.5710107292979956E-003, 8.8275806047022343E-004, 1.1383056407794356E-003,-5.7957237231676118E-007, 1.7475916547216030E-011, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.0495866537094116E-001, 0.0000000000000000E+000,-2.1297349594533443E-003, 7.7520875493064523E-004, 0.0000000000000000E+000
17,3,2, 6.0712499618530273E+000,-1.4620000123977661E+000, 2.9953115844726562E+002, 1.1774152517318726E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.9443078125000000E+004, 9.9840563535690308E-001, 9.9706312500000000E+004, 9.9179851562500000E+004, 4.5000000000000000E+001, 4.9999998882412910E-003, 7.3178613092750311E-005, 2.7375089121051133E-004, 1.9327799964230508E-004,-1.4914717212377582E-006, 3.8887049830238496E-011, 0.0000000000000000E+000, 1.1147156715393066E+001, 4.9999998882412910E-003, 2.0479736328125000E+001, 1.4524460129905492E-004, 2.5618870859034359E-004, 1.1147156715393066E+001
17,3,3, 6.1537499427795410E+000,-1.4179999828338623E+000, 2.9898922729492188E+002, 1.1517950333654881E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.8802078125000000E+004, 9.9656260013580322E-001, 9.9179851562500000E+004, 9.8424312500000000E+004, 6.5000000000000000E+001, 4.9999998882412910E-003, 3.7733186036348343E-004, 1.4821821241639555E-004, 1.4038085646461695E-004,-1.2491830148064764E-006, 8.5007972883133220E-011, 0.0000000000000000E+000, 4.2559535980224609E+001, 4.9999998882412910E-003, 4.3637939453125000E+001, 3.9462515269406140E-004, 1.4400482177734375E-004, 4.2559535980224609E+001
