case,k,ux,vx,tx,qvx,qcx,qix,p2d,pi2d,p2di_k,p2di_kp1,dz8w,rthraten,qmix,utnp,vtnp,ttnp,rthblten,qvtnp,qctnp,qitnp,exch_hx,exch_mx,qmixtnp,utnp_ctopo,vtnp_ctopo
13,33, 2.2578750610351562E+001, 7.3420000076293945E+000, 2.5131944274902344E+002, 1.4426645066123456E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.7266013671875000E+004, 6.8984103202819824E-001, 2.8332050781250000E+004, 2.6199976562500000E+004, 6.6500000000000000E+002, 0.0000000000000000E+000, 7.2133225330617279E-005,-2.1192763099975309E-008,-1.0596381549987655E-008,                     NaN,                     NaN, 4.8506386624361242E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0089458897709846E-002, 1.0035783797502518E-001, 2.4253193312180621E-013,-2.1192763099975309E-008,-1.0596381549987655E-008
13,34, 2.3591249465942383E+001, 7.8819999694824219E+000, 2.4841592407226562E+002, 1.1013005132554099E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5185689453125000E+004, 6.7437440156936646E-001, 2.6199976562500000E+004, 2.4171402343750000E+004, 6.8500000000000000E+002, 0.0000000000000000E+000, 5.5065025662770495E-005,-4.2385526199950618E-008,-1.0596381549987655E-008,                     NaN,                     NaN, 3.2337590179405684E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0097081772983074E-002, 1.0038832575082779E-001, 1.6168795089702842E-013,-4.2385526199950618E-008,-1.0596381549987655E-008
13,35, 2.4633750915527344E+001, 8.4379997253417969E+000, 2.4543041992187500E+002, 8.3401151641737670E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.3209445312500000E+004, 6.5881174802780151E-001, 2.4171402343750000E+004, 2.2247488281250000E+004, 7.0500000000000000E+002, 0.0000000000000000E+000, 4.1700575820868835E-005, 0.0000000000000000E+000, 0.0000000000000000E+000,                     NaN,                     NaN, 1.6168795089702842E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0105233639478683E-002, 1.0042093694210052E-001, 8.0843975448514210E-014, 0.0000000000000000E+000, 0.0000000000000000E+000
13,36, 2.5706249237060547E+001, 9.0099992752075195E+000, 2.4236479187011719E+002, 6.2656152294948697E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.1338035156250000E+004, 6.4317601919174194E-001, 2.2247488281250000E+004, 2.0428580078125000E+004, 7.2500000000000000E+002, 0.0000000000000000E+000, 3.1328076147474349E-005, 0.0000000000000000E+000, 0.0000000000000000E+000,                     NaN,                     NaN, 1.6168795089702842E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0113936848938465E-002, 1.0045574605464935E-001, 8.0843975448514210E-014, 0.0000000000000000E+000, 0.0000000000000000E+000
13,37, 2.6808750152587891E+001, 9.5979995727539062E+000, 2.3922097778320312E+002, 4.6696168283233419E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9571439453125000E+004, 6.2748956680297852E-001, 2.0428580078125000E+004, 1.8714298828125000E+004, 7.4500000000000000E+002, 0.0000000000000000E+000, 2.3348084141616710E-005,-2.1192763099975309E-008,-1.0596381549987655E-008,                     NaN,                     NaN, 8.0843975448514210E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0123231448233128E-002, 1.0049292445182800E-001, 4.0421987724257105E-014,-2.1192763099975309E-008,-1.0596381549987655E-008
13,38, 2.7941249847412109E+001, 1.0201999664306641E+001, 2.3600117492675781E+002, 3.4524255170254037E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.7908939453125000E+004, 6.1177450418472290E-001, 1.8714298828125000E+004, 1.7103580078125000E+004, 7.6500000000000000E+002, 0.0000000000000000E+000, 1.7262127585127018E-005, 2.1192763099975309E-008, 1.0596381549987655E-008,                     NaN,                     NaN, 8.0843975448514210E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0133138857781887E-002, 1.0053255409002304E-001, 4.0421987724257105E-014, 2.1192763099975309E-008, 1.0596381549987655E-008
13,39, 2.9103750228881836E+001, 1.0821999549865723E+001, 2.3270780944824219E+002, 2.5321709472336806E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.6349169921875000E+004, 5.9605246782302856E-001, 1.7103580078125000E+004, 1.5594759765625000E+004, 7.8500000000000000E+002, 0.0000000000000000E+000, 1.2660854736168403E-005,-2.1192763099975309E-008,-1.0596381549987655E-008,                     NaN,                     NaN, 6.0632983280451552E-014, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0143702849745750E-002, 1.0057481378316879E-001, 3.0316491640225776E-014,-2.1192763099975309E-008,-1.0596381549987655E-008
13,40, 3.0296249389648438E+001, 1.1457999229431152E+001, 2.2934339904785156E+002, 1.8424141671857797E-005, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.4890191406250000E+004, 5.8034437894821167E-001, 1.5594759765625000E+004, 1.4185624023437500E+004, 8.0500000000000000E+002, 0.0000000000000000E+000, 9.2120708359288983E-006,-1.9073486612342094E-007,-1.0596381372351971E-007,                     NaN,                     NaN, 1.0105496761657687E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0154954157769680E-002, 1.0061982274055481E-001, 5.0527483808288434E-014,-1.9073486612342094E-007,-1.0596381372351971E-007
14,1, 6.0187501907348633E+000,-1.4900000095367432E+000, 2.9987655639648438E+002, 1.1940149590373039E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.9853156250000000E+004, 9.9958020448684692E-001, 1.0000000000000000E+005, 9.9706312500000000E+004, 2.5000000000000000E+001, 0.0000000000000000E+000, 5.9700747951865196E-003,-2.4369452148675919E-003, 8.9802610455080867E-004, 1.2018878478556871E-003, 1.2023926246911287E-003,-9.2462744305521483E-007, 2.6399995078918437E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 0.0000000000000000E+000,-9.6179758202197263E-007,-2.4369452148675919E-003, 8.9802610455080867E-004
14,2, 6.0712499618530273E+000,-1.4620000123977661E+000, 2.9953115844726562E+002, 1.1774152517318726E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.9443078125000000E+004, 9.9840563535690308E-001, 9.9706312500000000E+004, 9.9179851562500000E+004, 4.5000000000000000E+001, 0.0000000000000000E+000, 5.8870762586593628E-003, 3.1353632220998406E-004, 3.3812789479270577E-004, 9.6146381110884249E-005, 9.6299918368458748E-005,-2.1631312847603112E-006, 5.7766730066077798E-008, 0.0000000000000000E+000, 1.1439173698425293E+001, 5.3248095512390137E+000,-1.1823346994788153E-006, 3.1353632220998406E-004, 3.3812789479270577E-004
14,3, 6.1537499427795410E+000,-1.4179999828338623E+000, 2.9898922729492188E+002, 1.1517950333654881E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.8802078125000000E+004, 9.9656260013580322E-001, 9.9179851562500000E+004, 9.8424312500000000E+004, 6.5000000000000000E+001, 0.0000000000000000E+000, 5.7589751668274403E-003, 7.1930885314941406E-004, 2.6211739168502390E-004,-1.0171350731980056E-004,-1.0206434671999887E-004,-2.2102044567873236E-006, 1.1586822523668161E-007, 0.0000000000000000E+000, 4.8036106109619141E+001, 2.2054979324340820E+001,-1.1366067838025629E-006, 7.1930885314941406E-004, 2.6211739168502390E-004
14,4, 6.2662501335144043E+000,-1.3580000400543213E+000, 2.9825177001953125E+002, 1.1177542619407177E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.7934640625000000E+004, 9.9405491352081299E-001, 9.8424312500000000E+004, 9.7444976562500000E+004, 8.5000000000000000E+001, 0.0000000000000000E+000, 5.5887713097035885E-003, 7.0220103953033686E-004, 2.1309853764250875E-004,-1.1190668737981468E-004,-1.1257595906499773E-004,-1.7143269133157446E-006, 2.3156974293669919E-007, 0.0000000000000000E+000, 1.0855477142333984E+002, 5.0273185729980469E+001,-8.6873257032493711E-007, 7.0220103953033686E-004, 2.1309853764250875E-004
14,5, 6.4087500572204590E+000,-1.2820000648498535E+000, 2.9732028198242188E+002, 1.0760765522718430E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.6846812500000000E+004, 9.9088758230209351E-001, 9.7444976562500000E+004, 9.6248648437500000E+004, 1.0500000000000000E+002, 0.0000000000000000E+000, 5.3803827613592148E-003, 4.8289299593307078E-004, 1.3968283019494265E-004,-4.8047189920907840E-005,-4.8489040636923164E-005,-8.5797574911339325E-007, 4.8503039806746528E-007, 0.0000000000000000E+000, 1.7175132751464844E+002, 8.5035140991210938E+001,-4.3325127307980438E-007, 4.8289299593307078E-004, 1.3968283019494265E-004
14,6, 6.5812501907348633E+000,-1.1900000572204590E+000, 2.9619656372070312E+002, 1.0276981629431248E-002, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.5546109375000000E+004, 9.8706686496734619E-001, 9.6248648437500000E+004, 9.4843578125000000E+004, 1.2500000000000000E+002, 0.0000000000000000E+000, 5.1384908147156239E-003, 1.2317764048930258E-004, 3.6299228668212891E-005, 4.4514938053907827E-005, 4.5098200644133613E-005, 1.4425151562136307E-007, 1.1350904287610319E-006, 0.0000000000000000E+000, 2.0312004089355469E+002, 1.1542171478271484E+002, 7.1085786146340979E-008, 1.2317764048930258E-004, 3.6299228668212891E-005
14,7, 6.7837500572204590E+000,-1.0820000171661377E+000, 2.9488281250000000E+002, 9.7367428243160248E-003, 3.9999998989515007E-004, 0.0000000000000000E+000, 9.4041484375000000E+004, 9.8260051012039185E-001, 9.4843578125000000E+004, 9.3239382812500000E+004, 1.4500000000000000E+002,-1.1999999696854502E-004, 4.8683714121580124E-003,-3.1760535784997046E-004,-8.6612177256029099E-005, 1.3360691082198173E-004, 1.3597276119980961E-004, 1.0358791087128338E-006,-1.1810525393229909E-006, 0.0000000000000000E+000, 1.8480619812011719E+002, 1.2581551361083984E+002, 5.1864321903849486E-007,-3.1760535784997046E-004,-8.6612177256029099E-005
14,8, 7.0162501335144043E+000,-9.5800000429153442E-001, 2.9338168334960938E+002, 9.1513982042670250E-003, 3.9999998989515007E-004, 0.0000000000000000E+000, 9.2343140625000000E+004, 9.7749739885330200E-001, 9.3239382812500000E+004, 9.1446890625000000E+004, 1.6500000000000000E+002,-1.1999999696854502E-004, 4.5756991021335125E-003,-7.1247422602027655E-004,-1.9584894471336156E-004, 1.9390054512768984E-004, 1.9836425781250000E-004, 1.5398798041132977E-006,-3.1861839033808792E-007, 0.0000000000000000E+000, 1.2451183319091797E+002, 1.0061972045898438E+002, 7.7186462021927582E-007,-7.1247422602027655E-004,-1.9584894471336156E-004
14,9, 7.2787499427795410E+000,-8.1800001859664917E-001, 2.9169598388671875E+002, 8.5327066481113434E-003, 3.9999998989515007E-004, 0.0000000000000000E+000, 9.0462484375000000E+004, 9.7176760435104370E-001, 9.1446890625000000E+004, 8.9478078125000000E+004, 1.8500000000000000E+002,-1.1999999696854502E-004, 4.2663533240556717E-003,-4.7109922161325812E-004,-1.2946261267643422E-004, 1.2455518299248070E-004, 1.2817383685614914E-004, 8.2623836306083831E-007,-3.1424377766597900E-008, 0.0000000000000000E+000, 4.0231708526611328E+001, 3.6775527954101562E+001, 4.1504392811475554E-007,-4.7109922161325812E-004,-1.2946261267643422E-004
14,10, 7.5712499618530273E+000,-6.6200000047683716E-001, 2.9644750976562500E+002, 7.8924503177404404E-003, 3.9999998989515007E-004, 0.0000000000000000E+000, 8.8411984375000000E+004, 9.6542263031005859E-001, 8.9478078125000000E+004, 8.7345898437500000E+004, 2.0500000000000000E+002,-1.1999999696854502E-004, 3.9462251588702202E-003,-5.7061515690293163E-006,-2.7338664949638769E-006,-1.2046832853229716E-004,-1.2478299322538078E-004, 1.1475964178941922E-008,-6.4675180358811368E-013, 0.0000000000000000E+000, 9.9999997764825821E-003, 1.0000000149011612E-001, 1.0348028857409819E-011,-5.7061515690293163E-006,-2.7338664949638769E-006
14,11, 7.8937501907348633E+000,-4.9000000953674316E-001, 2.9555050659179688E+002, 7.2420667856931686E-003, 3.9999998989515007E-004, 0.0000000000000000E+000, 8.6205015625000000E+004, 9.5847487449645996E-001, 8.7345898437500000E+004, 8.5064132812500000E+004, 2.2500000000000000E+002,-1.1999999696854502E-004, 3.6210333928465843E-003,-2.6490953430879927E-008,-1.3907750506803040E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0696057714819638E-011,-7.4376456382641010E-011, 0.0000000000000000E+000, 1.0277250781655312E-002, 1.0110900551080704E-001, 1.0348028857409819E-011,-2.6490953430879927E-008,-1.3907750506803040E-008
14,12, 8.2462501525878906E+000,-3.0200004577636719E-001, 2.9456726074218750E+002, 6.5923291258513927E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.3855703125000000E+004, 9.5093792676925659E-001, 8.5064132812500000E+004, 8.2647281250000000E+004, 2.4500000000000000E+002, 0.0000000000000000E+000, 3.2961645629256964E-003,-2.1192763099975309E-008,-9.2718339672615002E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.0696057714819638E-011, 7.0509820204733842E-011, 0.0000000000000000E+000, 1.0015090927481651E-002, 1.0006036609411240E-001, 1.0348028857409819E-011,-2.1192763099975309E-008,-9.2718339672615002E-009
14,13, 8.6287498474121094E+000,-9.8000049591064453E-002, 2.9349719238281250E+002, 5.9530679136514664E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 8.1378828125000000E+004, 9.4282662868499756E-001, 8.2647281250000000E+004, 8.0110382812500000E+004, 2.6500000000000000E+002, 0.0000000000000000E+000, 2.9765339568257332E-003,-2.1192763099975309E-008,-9.3546184132264898E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0348028857409819E-011, 9.5425006008039446E-016, 0.0000000000000000E+000, 1.0015221312642097E-002, 1.0006088763475418E-001, 5.1740144287049095E-012,-2.1192763099975309E-008,-9.3546184132264898E-009
14,14, 9.0412502288818359E+000, 1.2199997901916504E-001, 2.9233969116210938E+002, 5.3329612128436565E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.8789625000000000E+004, 9.3415671586990356E-001, 8.0110382812500000E+004, 7.7468859375000000E+004, 2.8500000000000000E+002, 0.0000000000000000E+000, 2.6664806064218283E-003,-2.1192763099975309E-008,-9.4374019710130597E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0348028857409819E-011, 1.1148236232803933E-020, 0.0000000000000000E+000, 1.0015319101512432E-002, 1.0006127506494522E-001, 5.1740144287049095E-012,-2.1192763099975309E-008,-9.4374019710130597E-009
14,15, 9.4837503433227539E+000, 3.5799992084503174E-001, 2.9109399414062500E+002, 4.7393813729286194E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.6103617187500000E+004, 9.2494475841522217E-001, 7.7468859375000000E+004, 7.4738375000000000E+004, 3.0500000000000000E+002, 0.0000000000000000E+000, 2.3696906864643097E-003,-2.1192763099975309E-008,-9.6029708629430388E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.5522043719795597E-011, 1.1358795848325705E-025, 0.0000000000000000E+000, 1.0015402920544147E-002, 1.0006161034107208E-001, 7.7610218598977987E-012,-2.1192763099975309E-008,-9.6029708629430388E-009
14,16, 9.9562501907348633E+000, 6.0999989509582520E-001, 2.8975961303710938E+002, 4.1783093474805355E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.3336531250000000E+004, 9.1520863771438599E-001, 7.4738375000000000E+004, 7.1934679687500000E+004, 3.2500000000000000E+002, 0.0000000000000000E+000, 2.0891546737402678E-003,-1.0596381549987655E-008,-9.2718339672615002E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0348028857409819E-011, 1.0185363265694195E-030, 0.0000000000000000E+000, 1.0017016902565956E-002, 1.0006806999444962E-001, 5.1740144287049095E-012,-1.0596381549987655E-008,-9.2718339672615002E-009
14,17, 1.0458749771118164E+001, 8.7800002098083496E-001, 2.8833596801757812E+002, 3.6543076857924461E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.0504054687500000E+004, 9.0496671199798584E-001, 7.1934679687500000E+004, 6.9073429687500000E+004, 3.4500000000000000E+002, 0.0000000000000000E+000, 1.8271538428962231E-003,-1.0596381549987655E-008,-9.2718339672615002E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.7610218598977987E-012, 8.1015890003489340E-036, 0.0000000000000000E+000, 1.0019286535680294E-002, 1.0007714480161667E-001, 3.8805109299488993E-012,-1.0596381549987655E-008,-9.2718339672615002E-009
14,18, 1.0991250038146973E+001, 1.1619999408721924E+000, 2.8682247924804688E+002, 3.1705552246421576E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.7621773437500000E+004, 8.9423835277557373E-001, 6.9073429687500000E+004, 6.6170117187500000E+004, 3.6500000000000000E+002, 0.0000000000000000E+000, 1.5852776123210788E-003,-1.0596381549987655E-008,-9.2718339672615002E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 7.7610218598977987E-012, 5.7562538317534836E-041, 0.0000000000000000E+000, 1.0021729394793510E-002, 1.0008691996335983E-001, 3.8805109299488993E-012,-1.0596381549987655E-008,-9.2718339672615002E-009
14,19, 1.1553750038146973E+001, 1.4619998931884766E+000, 2.8521871948242188E+002, 2.7289222925901413E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.4704992187500000E+004, 8.8304376602172852E-001, 6.6170117187500000E+004, 6.3239867187500000E+004, 3.8500000000000000E+002, 0.0000000000000000E+000, 1.3644611462950706E-003,-1.0596381549987655E-008,-7.9472863845353459E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5870072143524547E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0024359449744225E-002, 1.0009744018316269E-001, 1.2935036071762274E-012,-1.0596381549987655E-008,-7.9472863845353459E-009
14,20, 1.2146249771118164E+001, 1.7779998779296875E+000, 2.8352420043945312E+002, 2.3300894536077976E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.1768597656250000E+004, 8.7140357494354248E-001, 6.3239867187500000E+004, 6.0297328125000000E+004, 4.0500000000000000E+002, 0.0000000000000000E+000, 1.1650447268038988E-003,-2.1192763099975309E-008,-7.9472863845353459E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.1740144287049095E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0027195326983929E-002, 1.0010878741741180E-001, 2.5870072143524547E-012,-2.1192763099975309E-008,-7.9472863845353459E-009
14,21, 1.2768750190734863E+001, 2.1099998950958252E+000, 2.8173867797851562E+002, 1.9736937247216702E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.8826960937500000E+004, 8.5933929681777954E-001, 6.0297328125000000E+004, 5.7356597656250000E+004, 4.2500000000000000E+002, 0.0000000000000000E+000, 9.8684686236083508E-004,-1.0596381549987655E-008,-7.9472863845353459E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5870072143524547E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0030244477093220E-002, 1.0012097656726837E-001, 1.2935036071762274E-012,-1.0596381549987655E-008,-7.9472863845353459E-009
14,22, 1.3421249389648438E+001, 2.4579999446868896E+000, 2.7986184692382812E+002, 1.6584885306656361E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.5893828125000000E+004, 8.4687292575836182E-001, 5.7356597656250000E+004, 5.4431058593750000E+004, 4.4500000000000000E+002, 0.0000000000000000E+000, 8.2924426533281803E-004,-2.1192763099975309E-008,-7.9472863845353459E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.1740144287049095E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0033528320491314E-002, 1.0013411939144135E-001, 2.5870072143524547E-012,-2.1192763099975309E-008,-7.9472863845353459E-009
14,23, 1.4103750228881836E+001, 2.8220000267028809E+000, 2.7789355468750000E+002, 1.3825183268636465E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.2982199218750000E+004, 8.3402675390243530E-001, 5.4431058593750000E+004, 5.1533339843750000E+004, 4.6500000000000000E+002, 0.0000000000000000E+000, 6.9125916343182325E-004,-2.1192763099975309E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5870072143524547E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0037068277597427E-002, 1.0014827549457550E-001, 1.2935036071762274E-012,-2.1192763099975309E-008,-1.0596381549987655E-008
14,24, 1.4816249847412109E+001, 3.2019996643066406E+000, 2.7583370971679688E+002, 1.1432860046625137E-003, 0.0000000000000000E+000, 0.0000000000000000E+000, 5.0104281250000000E+004, 8.2082378864288330E-001, 5.1533339843750000E+004, 4.8675222656250000E+004, 4.8500000000000000E+002, 0.0000000000000000E+000, 5.7164300233125687E-004,-1.0596381549987655E-008,-7.9472863845353459E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.2935036071762274E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0040876455605030E-002, 1.0016350448131561E-001, 6.4675180358811368E-013,-1.0596381549987655E-008,-7.9472863845353459E-009
14,25, 1.5558750152587891E+001, 3.5980000495910645E+000, 2.7368249511718750E+002, 9.3791744438931346E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.7271398437500000E+004, 8.0728727579116821E-001, 4.8675222656250000E+004, 4.5867574218750000E+004, 5.0500000000000000E+002, 0.0000000000000000E+000, 4.6895872219465673E-004, 0.0000000000000000E+000,-5.2981907749938273E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5870072143524547E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0044977068901062E-002, 1.0017991065979004E-001, 1.2935036071762274E-012, 0.0000000000000000E+000,-5.2981907749938273E-009
14,26, 1.6331249237060547E+001, 4.0099997520446777E+000, 2.7144003295898438E+002, 7.6330814044922590E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.4493933593750000E+004, 7.9344075918197632E-001, 4.5867574218750000E+004, 4.3120292968750000E+004, 5.2500000000000000E+002, 0.0000000000000000E+000, 3.8165407022461295E-004,-2.1192763099975309E-008,-5.2981907749938273E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9402554649744497E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0049386881291866E-002, 1.0019754618406296E-001, 9.7012773248722484E-013,-2.1192763099975309E-008,-5.2981907749938273E-009
14,27, 1.7133750915527344E+001, 4.4379997253417969E+000, 2.6910671997070312E+002, 6.1625562375411391E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.1781289062500000E+004, 7.7930790185928345E-001, 4.3120292968750000E+004, 4.0442289062500000E+004, 5.4500000000000000E+002, 0.0000000000000000E+000, 3.0812781187705696E-004,-2.1192763099975309E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.9402554649744497E-012, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0054128244519234E-002, 1.0021651536226273E-001, 9.7012773248722484E-013,-2.1192763099975309E-008,-1.0596381549987655E-008
14,28, 1.7966251373291016E+001, 4.8819999694824219E+000, 2.6668298339843750E+002, 4.9356865929439664E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.9141875000000000E+004, 7.6491272449493408E-001, 4.0442289062500000E+004, 3.7841464843750000E+004, 5.6500000000000000E+002, 0.0000000000000000E+000, 2.4678432964719832E-004, 0.0000000000000000E+000,-5.2981907749938273E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.4675180358811368E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0059225372970104E-002, 1.0023690760135651E-001, 3.2337590179405684E-013, 0.0000000000000000E+000,-5.2981907749938273E-009
14,29, 1.8828750610351562E+001, 5.3420000076293945E+000, 2.6416955566406250E+002, 3.9215688593685627E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.6583070312500000E+004, 7.5027918815612793E-001, 3.7841464843750000E+004, 3.5324679687500000E+004, 5.8500000000000000E+002, 0.0000000000000000E+000, 1.9607844296842813E-004,-2.1192763099975309E-008,-1.5894572769070692E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 9.7012773248722484E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0064699687063694E-002, 1.0025879740715027E-001, 4.8506386624361242E-013,-2.1192763099975309E-008,-1.5894572769070692E-008
14,30, 1.9721250534057617E+001, 5.8179998397827148E+000, 2.6156716918945312E+002, 3.0909912311471999E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.4111234375000000E+004, 7.3543131351470947E-001, 3.5324679687500000E+004, 3.2897792968750000E+004, 6.0500000000000000E+002, 0.0000000000000000E+000, 1.5454956155735999E-004,-2.1192763099975309E-008,-5.2981907749938273E-009, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.4675180358811368E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0070572607219219E-002, 1.0028228908777237E-001, 3.2337590179405684E-013,-2.1192763099975309E-008,-5.2981907749938273E-009
14,31, 2.0643749237060547E+001, 6.3099999427795410E+000, 2.5887686157226562E+002, 2.4169146490748972E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.1731708984375000E+004, 7.2039312124252319E-001, 3.2897792968750000E+004, 3.0565625000000000E+004, 6.2500000000000000E+002, 0.0000000000000000E+000, 1.2084573245374486E-004,-2.1192763099975309E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.8506386624361242E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0076867416501045E-002, 1.0030747205018997E-001, 2.4253193312180621E-013,-2.1192763099975309E-008,-1.0596381549987655E-008
14,32, 2.1596250534057617E+001, 6.8179998397827148E+000, 2.5609976196289062E+002, 1.8747810099739581E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.9448837890625000E+004, 7.0518845319747925E-001, 3.0565625000000000E+004, 2.8332050781250000E+004, 6.4500000000000000E+002, 0.0000000000000000E+000, 9.3739050498697907E-005,-2.1192763099975309E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 6.4675180358811368E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0083612054586411E-002, 1.0033445060253143E-001, 3.2337590179405684E-013,-2.1192763099975309E-008,-1.0596381549987655E-008
14,33, 2.2578750610351562E+001, 7.3420000076293945E+000, 2.5323719787597656E+002, 1.4426645066123456E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.7266013671875000E+004, 6.8984103202819824E-001, 2.8332050781250000E+004, 2.6199976562500000E+004, 6.6500000000000000E+002, 0.0000000000000000E+000, 7.2133225330617279E-005,-2.1192763099975309E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 4.8506386624361242E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0090838186442852E-002, 1.0036335140466690E-001, 2.4253193312180621E-013,-2.1192763099975309E-008,-1.0596381549987655E-008
14,34, 2.3591249465942383E+001, 7.8819999694824219E+000, 2.5029067993164062E+002, 1.1013005132554099E-004, 0.0000000000000000E+000, 0.0000000000000000E+000, 2.5185689453125000E+004, 6.7437440156936646E-001, 2.6199976562500000E+004, 2.4171402343750000E+004, 6.8500000000000000E+002, 0.0000000000000000E+000, 5.5065025662770495E-005,-4.2385526199950618E-008,-1.0596381549987655E-008, 0.0000000000000000E+000, 0.0000000000000000E+000, 3.2337590179405684E-013, 0.0000000000000000E+000, 0.0000000000000000E+000, 1.0098557919263840E-002, 1.0039423406124115E-001, 1.6168795089702842E-013,-4.2385526199950618E-008,-1.0596381549987655E-008
