leaf,case,slot,name,index,baseline_bits,probe_bits,already_at_probe,noutputs_changed,max_abs_delta
stomata,co2_starved_coarse,25,mp,0,40E00000,00000000,0,1,15546.2617
stomata,igs_zero_dormant,1,mpe,0,358637BD,00000000,0,0,0.00000000
stomata,igs_zero_dormant,2,apar,0,43160000,00000000,0,0,0.00000000
stomata,igs_zero_dormant,3,foln,0,3F8CCCCD,00000000,0,0,0.00000000
stomata,igs_zero_dormant,4,tv,0,438E8000,00000000,0,0,0.00000000
stomata,igs_zero_dormant,5,ei,0,44ED8000,00000000,0,2,0.00000000
stomata,igs_zero_dormant,6,ea,0,44A28000,00000000,0,0,0.00000000
stomata,igs_zero_dormant,7,sfctmp,0,438E0000,00000000,0,1,0.00000000
stomata,igs_zero_dormant,8,sfcprs,0,47C25600,00000000,0,2,0.00000000
stomata,igs_zero_dormant,9,fveg,0,3F400000,00000000,0,0,0.00000000
stomata,igs_zero_dormant,10,o2,0,46A34800,00000000,0,0,0.00000000
stomata,igs_zero_dormant,11,co2,0,42180000,00000000,0,0,0.00000000
stomata,igs_zero_dormant,12,igs,0,00000000,00000000,1,0,0.00000000
stomata,igs_zero_dormant,13,btran,0,3ECCCCCD,00000000,0,0,0.00000000
stomata,igs_zero_dormant,14,rb,0,41E00000,00000000,0,0,0.00000000
stomata,igs_zero_dormant,15,bp,0,453B8000,00000000,0,2,0.00000000
stomata,igs_zero_dormant,16,folnmx,0,3FCCCCCD,00000000,0,0,0.00000000
stomata,igs_zero_dormant,17,qe25,0,3D4CCCCD,00000000,0,0,0.00000000
stomata,igs_zero_dormant,18,kc25,0,41E00000,00000000,0,0,0.00000000
stomata,igs_zero_dormant,19,akc,0,3FF33333,00000000,0,0,0.00000000
stomata,igs_zero_dormant,20,ko25,0,46E29000,00000000,0,0,0.00000000
stomata,igs_zero_dormant,21,ako,0,3F933333,00000000,0,0,0.00000000
stomata,igs_zero_dormant,22,vcmx25,0,420C0000,00000000,0,0,0.00000000
stomata,igs_zero_dormant,23,avcmx,0,40066666,00000000,0,2,0.00000000
stomata,igs_zero_dormant,24,c3psn,0,3F800000,00000000,0,0,0.00000000
stomata,igs_zero_dormant,25,mp,0,40A00000,00000000,0,0,0.00000000
