call,a,b,result
powf,3E14EF31,41231515,3148C828
powf,3E01E21F,403673DB,3B35F9FF
powf,3E6D54E9,4099C9E8,3A68D7D8
powf,3EB7C7DF,4066E14D,3CCB4F8C
powf,3F406D7B,40C1AFAC,3E35F11A
powf,3E6FAFFD,4098895C,3A813805
powf,3EAE6459,4080B988,3C573488
powf,3F67902F,409FB76E,3F1B286E
powf,3E5A31D6,4155C540,3092E62C
powf,3E99A5B5,413CFE7F,35338464
powf,3F4D3973,4147FD4F,3D8132B8
powf,3EEB47DA,40BBBBDF,3C2B2252
powf,3F6686CB,410918C7,3ED09032
powf,3E5D6A56,4150A966,3111ABF5
powf,3F699AA2,40AB179B,3F1CE9D1
powf,3F2368BC,40284E2A,3E9D3D2D
powf,3F6385CE,413C8EDB,3E7F1D2B
powf,3DFB65CE,405CE3BB,3A3C1D63
powf,3F7805A0,410100E8,3F465364
powf,3E78C71E,41354732,33EA5781
powf,3F47C390,4100050B,3E0CBAA7
powf,3F6E638A,405D3B66,3F4818B3
powf,3F1EFD16,414D7DAF,3B1065C6
powf,3EB28BF6,414B0CAE,35D1B778
powf,3F35FE0F,41241D6F,3CF76826
powf,3F14D41E,410996ED,3C1A7573
powf,3EE5924B,4019F6B1,3E14B01C
powf,3F4E996B,40CE657A,3E8071A5
powf,3F0A867B,400B239C,3E86B7F9
powf,3E4C82D3,40FA6A11,3661060C
powf,3E8E64DE,414BDEB2,33B1F0F1
powf,3F00682F,4081EB2D,3D78C3A5
powf,3F154BFC,411EF914,3B9A6107
powf,3E8E07D2,4111E15C,370C5F45
powf,3DB036CF,41091FC8,304BDC74
powf,3E8B896D,4151D2BA,33297650
powf,3F77A562,409168DC,3F5C2C9D
powf,3F77A16E,411986A2,3F3A172D
powf,3D21BF9A,40C09849,317565C1
powf,3ED3394D,4139750B,38126998
powf,3F71E186,416C9E7D,3EDD4268
powf,3E81845A,40E108A1,3884F796
powf,3CCB2E88,402A0351,3863E204
powf,3F3B6B40,4112B29D,3D6ACB62
powf,3D9601EA,415F9330,251E1861
powf,3F7FE253,40CB3CDF,3F7F43C1
powf,3F3FF6AE,41073039,3DB3E24F
powf,3EFF1861,40C7BEE0,3C53BA4A
powf,3DEC8078,413EC28C,2CE9EAF8
powf,3F6004E9,408C4693,3F0E9F68
powf,3E8D4E23,4073A56A,3BF3BD91
powf,3D4429A9,40A20E4C,345E8895
powf,3EAEC508,40045E60,3DDDBF42
powf,3F525F90,40D79FC9,3E88684D
powf,3EA4782B,409E4230,3B6E72E3
powf,3DE3CE6C,40AB9A9F,3700D648
powf,3E5F767C,40D0A1CE,384D58A9
powf,3F2638EC,409DB77E,3DF3C217
powf,3ECEF1B5,40DC115B,3B011812
powf,3F4768EE,41001B77,3E0A8E67
powf,3E9B418B,41417601,35118009
powf,3F4C7DAF,40243700,3F0FD8C1
powf,3E8F2B86,40B89BD8,3A283675
powf,3EC09581,40DD9F0D,3A96269E
powf,3D8054EA,40A55BF8,35231312
powf,3F110EA7,40C5E597,3CF4304D
powf,3EC713DA,411CE8D4,38C6CA56
powf,3F0FDF6A,4135351F,3ABFF25B
powf,3F1C1692,40DD0F73,3D06477C
powf,3DBA61B5,415F6428,27530371
powf,3F1BABD4,408C93E5,3DE64C6E
powf,3E3F839D,41496867,303BDC4D
powf,3F0953EA,414B8318,39BE2F9F
powf,3D4A1CDD,41616C95,20E519FD
powf,3E54BA8C,4149D281,312935EE
powf,3ECBCE49,410727A3,39DAE6AD
powf,3F18C6A0,408E83E3,3DCD8A8F
powf,3F0B4823,4153EEBC,39A53C64
powf,3EF7BEB0,415D2293,38383EDC
powf,3E80C6FB,410EA056,36982C48
powf,3E254CC3,4147B112,2F0F4203
powf,3F5AED8F,410F67E6,3E7BFC18
powf,3ED3495A,40EB1A25,3AC47F9D
powf,3E8555AE,400A6948,3D5F2D72
powf,3F4A7C97,40CB4410,3E66E0F9
powf,3F6EEF2E,40E37B3A,3F1CC3EE
powf,3F060EFD,405CBFC9,3DDBEEF7
powf,3E5C8A04,402A1B50,3C8A5F9C
powf,3F6FCB30,40A6D453,3F360A4E
powf,3F7B10F4,4070FB3D,3F6DE981
powf,3D958291,40DAF6E8,328F4C0B
powf,3F22AA83,4128852D,3C0A1331
powf,3F10CD91,408737A9,3DB85C23
powf,3F06B49D,4021350C,3E4B30CA
powf,3DB7B16B,413F322B,2AAC4910
powf,3F137826,40A11DEC,3D7EDD22
powf,3F136B87,40F10173,3C804D28
powf,3F457868,416B7D23,3CB38447
powf,3F56A352,40124F80,3F2B1C4C
powf,3F7DACBB,41222298,3F696405
powf,3EB9F727,416015EF,3539AD23
powf,3CE90A71,415621E2,1D1A4712
powf,3D36BFDB,409E0C72,34657992
powf,3F6D4EC0,4169F8EC,3EA8F273
powf,3EF5021E,415C9C1F,3821E510
powf,3DED0D22,410FAD0D,3185DA3C
powf,3E92AF9B,41399E2D,350725D6
powf,3E4E266C,414ED4F9,3089DA58
powf,3F692015,4134A623,3EB1F3B4
powf,3F61B38F,416DF869,3E1D45DC
powf,3EF86F36,40FC1FA9,3B5BD0B5
powf,3E6D03A1,402AEE29,3CA4737E
powf,3F61020E,416E7E3A,3E159B1F
powf,3D223F97,41349E5A,252B079E
powf,3CC9A648,40114088,396A1175
powf,3EB18A92,40DA9004,3A3D314A
powf,3F71DD40,40D5424D,3F2F5306
powf,3E82693D,416BABF3,30F529C1
powf,3F16CA5D,40882536,3DD7744D
powf,3F7361B3,40305F07,3F5EB65A
powf,3DB7189E,402F7268,3AAEE5B6
powf,3F195E14,40D58C9B,3D061DBB
powf,3F4C30C7,4143F709,3D80649F
powf,3E55061E,4132B4C9,32D00115
powf,3F020730,4042F609,3E020A72
powf,3F32D7C2,416C7579,3BA37462
powf,3F09916F,415F3491,39351604
powf,3D352905,40EABBC9,2EFFCAE5
powf,3F69B342,4035A6C2,3F45A67D
powf,3E08E373,4160C4E6,2B14B805
powf,3DC1442B,4100BD30,31C1C78E
powf,3E9C5503,40187F8E,3D727DDF
powf,3F535DAE,411176CC,3E336871
powf,3C97F4F5,40EA0B6C,2A735C74
powf,3F38C3C7,416770B5,3C1282FE
powf,3EF1C834,41463822,38C0AC53
powf,3CD2AACB,4033891A,38118382
powf,3E2B0C10,4148C816,2F424834
powf,3F5A0B26,40D5336C,3EAFC1E6
powf,3F05879C,40D2ECF6,3C6087A9
powf,3EE3B5D4,40985422,3CAD1B08
powf,3EAF8388,416A248F,34288CCE
powf,3E0FA2B1,40DA39EF,35CC6347
powf,3EC6E0F3,402445B5,3DB4CE21
powf,3EE1B993,41097EB2,3A661C82
powf,3F787DAA,410C407A,3F4532C3
powf,3F78F968,40AFC676,3F5BB659
powf,3F0DEC5D,41459A38,3A33B8C4
powf,3F50E893,41142C35,3E1BDAF0
powf,3E59FC7F,410EE36E,35862B39
powf,3F05AEA7,412BBD65,3A756188
powf,3EAD87B3,410EEA39,38852E25
powf,3F3C86B0,410619FF,3D9DA839
powf,3EB3D6C3,411978FB,3837B9CD
powf,3F59DD55,41532F2F,3DF39C15
powf,3F7014CF,40B815DB,3F30F2BA
powf,3DAA1801,40B1B6D5,3585C7D5
powf,3E892A77,40956FC4,3B0BB2A2
powf,3F25CC2F,4125B1F0,3C363E1A
powf,3E8351C4,4041FC29,3C8481C0
powf,3E22414D,409B3F45,3909B2BA
powf,3F1A8F90,4065B20B,3E276B63
powf,3EFC7EB5,407C7F8B,3D7BD1CF
powf,3F6B5174,40BDB9C8,3F1B5B9B
powf,3F360938,40669AA0,3E95DD74
powf,3F5644EC,409DD203,3ED4E10B
powf,3F4C1516,4085B7C6,3EC69568
powf,3F42DD24,410E03B9,3DB5BE2A
powf,3F2970EB,40561628,3E80C0B5
powf,3DF96CD9,4109A997,32692F2F
powf,3F771CCB,4029B0A7,3F691B1F
powf,3F4C7722,402037E4,3F11D54D
powf,3EA91342,402F9005,3D440DE5
powf,3E80D97F,41693FF6,30FCFC09
powf,3F33F35A,41068F2A,3D534DE4
powf,3D66F6C8,4150C692,2469BAE3
powf,3F371D74,41267E85,3CFAB524
powf,3F78EEAF,40936354,3F61077B
powf,3F4C5C30,415939D0,3D404BF4
powf,3F01F561,4108EA7F,3B461E37
powf,3CC216F5,40CC9DC2,2E31DFD9
powf,3F3B8DEB,41484485,3CA6CF26
powf,3F02B3B7,4105A6BB,3B6E9D5F
powf,3EB0646D,4084414C,3C485183
powf,3F18A438,40FB89E2,3C8CA80D
powf,3F2CE384,4113E0FE,3CD9AC0C
powf,3F018383,41017EC2,3B83F2B8
powf,3F199172,414B78AF,3AC54C33
powf,3F07D7A7,414EB4D2,3991EF7F
powf,3F4B443C,409DF169,3EA3FF86
powf,3EADEA34,414E77A6,356E9355
powf,3DADFA89,4025CB24,3ADC8A76
powf,3EFB27D8,4027C971,3E1E4044
powf,3E81C003,40B52926,39DD1227
powf,3F705EC8,413BB301,3EF484E6
powf,3F49C628,41660CA4,3D05AB3A
powf,3DC40299,410B5293,30B7E3B9
powf,3F437695,411B2CA6,3D95989F
powf,3C6FC840,40526598,3579D8A8
powf,3F4239F3,411C2593,3D8A52BA
powf,3F0DE9E4,40F22F12,3C3C8075
powf,3E2653FE,402A3DC9,3C023FB6
powf,3F65E8C1,413BF588,3E90D453
powf,3F605BD3,40EFF21E,3EBE6344
powf,3F1805EB,412AC0C7,3B7BCE9E
powf,3F26FC0C,415FEE56,3B25B9B3
powf,3F02C45B,4136B10B,39F49114
powf,3F77EEDB,416E2E98,3F1EF0EE
powf,3F464AA5,40990B24,3E96E80D
powf,3E8F720E,4133CF93,352581A1
powf,3F768586,403108F5,3F66A154
powf,3F2A8990,4028E9D4,3EAF3F03
powf,3F1443E5,40F05ABE,3C877176
powf,3F251B2B,41188E1E,3C7A325D
powf,3F071994,40E568CD,3C27A63D
powf,3E3D1E9B,403C9471,3BE1EC59
powf,3F53E338,40C97485,3E9BAA91
powf,3E07860F,4136623B,2ED62137
powf,3DB722FC,416FBCB0,25603D36
powf,3E1E3181,412B5A24,310D686F
powf,3F2B4E0A,41454D0E,3BE7351B
powf,3F18C697,40876BC5,3DE67612
powf,3F062510,4114A999,3B21B1E6
powf,3E2F6D41,40B942FF,3819BC7D
powf,3F46F4F2,40F54F4A,3E1442AD
powf,3C46488D,413967BF,1A933C70
powf,3EFFE99C,412A4D49,3A233E69
powf,3F49F0F6,4039FAC9,3F007EAD
powf,3DC89BDB,40F2129D,32C81E3E
powf,3F271D01,411F416D,3C6AD3C6
powf,3F53D1E2,414BC082,3DB77E57
powf,3F3011CF,412789A4,3CA2A643
powf,3E288A58,41481B17,2F2E3545
powf,3EC30225,40A2551E,3BF4CC8C
powf,3F4F11F1,410C4729,3E1F7367
powf,3F68432B,4102553D,3EE7BFE7
powf,3EA4EE4C,4107CD2E,388BF5DF
powf,3F25E305,414D924E,3B789B76
powf,3D8DF999,4147EF9A,276C3C21
powf,3E09F23E,414DA5F3,2CE352A7
powf,3E8067E8,406A9381,3BCDF64D
powf,3F139F42,41398120,3ADD91ED
powf,3F4B8A50,40D55FCA,3E5DF183
powf,3F4F42BD,41576CD1,3D6E72E7
powf,3F4A0CFC,40FE1946,3E1C6041
powf,3EFF5845,411F76E8,3A7F66C4
powf,3E946A14,408A298E,3B9C212D
powf,3E8B27EF,40F68FD4,383764D2
powf,3F7C928C,4124EC6B,3F5ECAA2
powf,3F2DB081,414507A5,3C09FE9C
powf,3E2C0F11,4118F72D,3328C548
powf,3E8C08F2,4102C7CA,37D1B0DC
powf,3DB7EB69,415D6801,276C5627
powf,3EA1F0D2,4074EC85,3C481DA2
powf,3F38871A,40F51BCB,3DA6D687
powf,3F79C2B1,4167EEDA,3F3304F8
powf,3F115C96,4111EEC5,3BBBC7B0
powf,3F33C518,40D449DE,3DC44556
powf,3F6862CE,41096FCD,3EDEF77E
powf,3E7BD554,413057DE,344F6287
powf,3F76D837,41383FFE,3F284EDA
powf,3EA09D4E,40A6932B,3B1CE4BD
powf,3F6940B0,4116CF52,3ED4FC3C
powf,3F304628,415A84A3,3BC88FF9
powf,3E5F63C0,40D607F2,381E7CF6
powf,3F3177B9,40D9DEA2,3DA9081D
powf,3F715AF9,4166E929,3EDACE29
powf,3F58A98A,4012FDFE,3F2E8307
powf,3F5E44F7,40802265,3F116468
powf,3E2FD938,4119A8C6,334090A1
powf,3F17F833,40736ED3,3E0CE064
powf,3F0CF7C3,407F4778,3DBD91CB
powf,3F308B95,40A60F34,3E14DFF4
powf,3F03AC53,411B6924,3ACD8AFF
powf,3F413553,413B888D,3D1752E5
powf,3E96BC59,4134F3D7,358462BC
powf,3EF848CD,411B8FC7,3A666C56
powf,3F768B6F,40E23A9E,3F443245
powf,3E31C2E6,4126CEEC,324AAD11
powf,3E9670A7,40DC35AD,39653901
powf,3C99080C,416B2E39,154154F6
powf,3F3F7849,4165CE0A,3C7CC1B7
powf,3F6F0D87,411AC142,3F03FCA3
powf,3F795CE7,4146688D,3F38D490
powf,3F3F346B,407220AA,3EA9BCB4
powf,3EC83D1F,40CAE319,3B2A62BC
powf,3E90F9AF,4161A8F2,32A08035
powf,3EFBE417,41682E59,380E0489
powf,3E3D0F45,416F3A37,2D3C7724
powf,3F0F6773,416127F3,39969F2C
powf,3F3F214D,414F587F,3CB9AB1A
powf,3F25F753,409D169D,3DF3FAC0
powf,3EE2A776,411E5936,39A4D491
powf,3F1E1B6F,411D475F,3C0F9794
powf,3E86A8B1,415B4A8F,3240DB7B
powf,3F7A6009,40ADF60D,3F62DFFC
powf,3F60E517,41366C5D,3E69CD7F
powf,3E648466,4148902B,31EAE31E
powf,3EA3F44C,408EAD34,3BCC618B
powf,3F1D451C,4030004E,3E8615E7
powf,3EAA83B2,416F0A0B,339DC02C
powf,3ECB97A6,411D42A4,38F2BB0C
powf,3F6D5B46,4156B50A,3EB99C02
powf,3F11A864,40558E24,3E1BFD6B
powf,3F603D84,406421E9,3F1FA7C4
powf,3D288DF6,4120B205,285A6009
powf,3F76B6BF,412CA745,3F2BD31E
powf,3F58152A,40E6927D,3E96F11B
powf,3E94E72E,40FDCBE4,3869B3DF
powf,3C4FE484,4110289D,23169F1C
powf,3EB9E9FF,416BF2D4,34AE8B8F
powf,3F4E3673,40A15294,3EAC1802
powf,3F34E891,400FB2CF,3EEAD03C
powf,3D5CCB41,400E3344,3AC7390C
powf,3E5D18C4,4128322D,33D7A52F
powf,3DAC0F64,410F2212,2F8319A3
powf,3F2756C3,4100FE84,3D04F772
powf,3E14A007,4117EF34,323C931C
powf,3EB3D9CC,4131D5B4,371583AA
powf,3F2EC1C3,409B459F,3E209BE0
powf,3F52C186,4133DE39,3DE61094
powf,3F56F9E0,41433F27,3DF3133E
powf,3EC95838,412D9229,3828196F
powf,3E460AFC,412B85FA,32C09CD5
powf,3E14FE8A,408E3207,3947DBB0
powf,3E5F23A7,4106A89C,3634F7DD
powf,3E350CD0,400B48E7,3CBCAB84
powf,3F3AF000,41556B09,3C773D0C
powf,3D2C78DE,41408B5B,2400A305
powf,3F63EFC5,40A40476,3F0D2EA1
powf,3EDD5F97,416884BE,36AB5678
powf,3F46E7B4,403FE6FA,3EF03ED5
powf,3EDF4172,415D8904,372B4773
powf,3F28293B,414136D1,3BCCD85E
powf,3F1DC164,40CA7760,3D3F736C
powf,3F7E9951,40F479CB,3F757CFD
powf,3D5A643F,414D2E75,2459878A
powf,3E67ECBC,40F33ECF,3751F92C
powf,3F04A23A,40E808E3,3C0B30E2
powf,3DE29AD4,412738B8,2EDFED38
powf,3F18922B,40C1A7EF,3D32B2B6
powf,3E1BDF1A,413E294C,2F533A25
powf,3EA9F9D2,4155333B,34DF3B18
powf,3F22E26C,40D4CA3D,3D4A97E9
powf,3F2585C2,410C8C2F,3CB1BFCA
powf,3F1A2421,4039F074,3E6A87E2
powf,3EFB690D,40DB174E,3BFB8D39
powf,3E1EB2FF,415E942F,2CBF7A55
powf,3E95185F,41465ECE,347448BF
powf,3F31C426,415A7363,3BE16112
powf,3E10C66F,412EA4A0,3012653D
powf,3EAC8243,408968CE,3C1957A3
powf,3F05F0A7,41122C54,3B30521E
powf,3F1C7C2B,401A4ECA,3E9C441E
powf,3F740C2A,4133792F,3F15BB0D
powf,3F2F5606,41114E3A,3D03B685
powf,3CF9A22F,414BADC0,1F6CDC7A
powf,3E9FC8B0,40CFE6AF,3A07C5E2
powf,3F3316DA,41630BDB,3BCDD5EC
powf,3F34E05D,40CD3F20,3DDCAA39
powf,3EEE1332,40BD7F9E,3C2FD30E
powf,3ED4859B,4164A8F7,366A1DF5
powf,3F2D80F8,41139188,3CE2A383
powf,3F5CF4A6,41676021,3DF3A6F3
powf,3EB94D9F,41130826,38B84AFA
powf,3F5B3C03,41058AD4,3E8C609B
powf,3E7C5909,408D0798,3B08A4FF
powf,3F2B0236,413D7FDB,3C09C40D
powf,3F3C9ABD,40B12612,3E3CB10E
powf,3F4A7B12,412EE0E6,3D9DC792
powf,3F7B2F2F,4101DFF8,3F5B6DCE
powf,3E7514F2,40016579,3D636C22
powf,3E9B1F10,410FA6A7,37B93088
powf,3EB54F05,416E6EB2,344D422C
powf,3EF5A341,402A94AC,3E109633
powf,3EAD6745,41624A8C,347035F4
powf,3EB7FA03,413A29EE,36E1D724
powf,3F617AA0,4016C1C0,3F3DD4D5
powf,3E9B8E8B,413A30A8,357FF0FF
powf,3F7C6C68,4127ABCD,3F5CE7FF
powf,3E9A5025,414EE415,344592F2
powf,3E189F1F,410EE594,3331BF65
powf,3D1258FE,414775DC,218717B6
powf,3E984D0B,413E1801,3514DB2B
powf,3DB0C81C,4041E3EF,3A1CD544
powf,3EE7AFB0,40305472,3DE66E02
powf,3F0DE353,412D2807,3ADCB5DB
powf,3D8DA8B4,414FE6AB,26731BA1
powf,3E649FC3,40E97660,3794E607
powf,3F56FA85,412F812F,3E16C8C3
powf,3EED8B80,4086C73C,3D214B09
powf,3F20B612,4148C555,3B3E3F16
powf,3F6985DF,4108BF3D,3EE96FA2
powf,3F572202,40969205,3EE1DF1D
powf,3E813FF3,414B8656,32D57200
powf,3F5C9C81,411028B4,3E86011A
powf,3F2B36D6,4000ADBE,3EE40B0B
powf,3DA73D3F,412FD24C,2B9BD37C
powf,3F4ECF8F,40D6E76F,3E7453E7
powf,3EE9FBF5,4157AA30,37DA9E8F
powf,3EE52219,415AE334,378C30A0
powf,3F71120C,416E45A7,3ED13E0C
powf,3F14D42E,4000B71B,3EAC0053
powf,3F56C883,4144D9E8,3DEC3B7E
powf,3ED40A07,412C81AE,389C40E3
powf,3EF9ADF0,41544952,38989877
powf,3F58E1D3,40589B4A,3F120CE6
powf,3F2E6ECD,413D72D8,3C2E70B9
powf,3F1D2E61,410B846C,3C68ECC9
powf,3F77257B,4151D5F6,3F2159F0
powf,3EB23E73,414BB0A9,35C4C217
powf,3ECCEF5A,4005D4B4,3E16ECF5
powf,3F53F6EA,41010CF2,3E5F68FB
powf,3F3393BD,41237D64,3CDABB77
powf,3F54BF6E,407CC716,3EF68001
powf,3F051FAF,40B0DABA,3CDCBF0F
powf,3D6D82D5,40FDCDC0,2F2ADF0C
powf,3E8A6AFC,41222034,35EB43CF
powf,3EECD303,40537D53,3DA04314
powf,3ED91385,4153FD9D,3741BDE1
powf,3F4731AD,415B5534,3D036AEF
powf,3F3C1A91,4121464E,3D3758BD
powf,3C8BCD03,40EAAB2B,29F45309
powf,3EC4F665,41206216,38917D2E
powf,3F6D8AD0,40CEEA01,3F1DCC03
powf,3EF478D5,40AFC987,3C8D3052
powf,3E358AAB,415436B6,2EEE5152
powf,3E90E17A,416F01C3,31DDEAED
powf,3EADE969,416AA169,340E9CD7
powf,3F2190B1,408388A5,3E1A674E
powf,3E081B53,40769AEB,39DC0F84
powf,3EE0EA81,4087D050,3CF98D02
powf,3F1A52BE,4130E4B2,3B736513
powf,3F4CDD49,402E8904,3F0B6BBE
powf,3F4C8A07,409A04F0,3EADD8F0
powf,3F6C0C0D,4117250A,3EEDE1B9
powf,3E00E1A7,4127E6CD,2FC50A97
powf,3E4F3CCE,40674ECB,3B4BA1A7
powf,3D957FD2,4117247F,2DA0EE94
powf,3F3E7586,416E1664,3C490042
powf,3F6ACC5C,4098DBAB,3F29647B
powf,3E88AAEF,4046FCA4,3C86E212
powf,3DB6B55E,410F5518,2FD9AE81
powf,3DB7C9F7,40EBD069,32A5562B
powf,3F03ABF6,41334013,3A18A32C
powf,3F1460CA,4123C9AF,3B766F36
powf,3F5A1B96,400778D8,3F366196
powf,3F4EE3B8,40FAE8D0,3E40C108
powf,3F356211,411DBA33,3D092564
powf,3F029B38,410886F0,3B5223AA
powf,3F5298B1,40F16D0F,3E6ABFDE
powf,3DAD3E5F,41631457,262C229E
powf,3DB66F09,40B02EA3,35DD9CD6
powf,3D9249A4,407766DD,381BA65B
powf,3F581351,41471DD3,3DF84AFD
powf,3E1267B6,413DD54F,2ED0C96B
powf,3CDC29DB,40E3D686,2CE6EB30
powf,3F587F58,4050C0D2,3F14312B
powf,3F6E0785,41605564,3EB88903
powf,3F03D546,40F66DB6,3BC5AAA8
powf,3F22E3CE,404713BE,3E7AEDBE
powf,3DA6B74C,41047C44,308330AF
powf,3DD3E5F5,4156B262,2987AFFE
powf,3F6EDE5C,4146660E,3ED8E7A0
powf,3EF9D88E,40F60EAB,3B83AB5A
powf,3E9E7717,40BE5280,3A7508E1
powf,3F5D917B,40DD31EE,3EBCA4C5
powf,3E7F1ADC,41645B31,3126F59E
powf,3F26AC42,40BE4B43,3D9F9803
powf,3DC5F3FD,4105EC19,315C75F0
powf,3DED7F6E,409C4A08,37E1DC61
powf,3E833E81,40673C77,3BEF933E
powf,3F1E99BE,404D5781,3E5C5DFB
powf,3E6A6C8B,411150A2,35CD5AE8
powf,3CE0FA4A,413817BB,21A08A4D
powf,3F7BC562,412740BB,3F5716D3
powf,3F5187C1,402E201D,3F147127
powf,3E116E9E,415D7FD0,2C01B0A8
powf,3F6F3834,4036B6B1,3F52F38A
powf,3F36C497,40ED4DFC,3DA84F03
powf,3F02243B,400B4B6E,3E6ADAA4
powf,3F391A18,40D8E5BD,3DE3659E
powf,3ECB8983,41680DD6,35CFABC6
powf,3EA30B6D,4020706C,3D689039
powf,3E8BA404,40E605F1,38B856B1
powf,3F08A13B,40DAEDD8,3C5F3D57
powf,3F1FEE8F,4141C99C,3B5BC89C
powf,3F006518,40A27088,3CF6A670
powf,3F5F405B,4135455C,3E592D2D
powf,3F489A33,4158CAC1,3D167524
powf,3EE8A3D6,413F1062,38AA138F
powf,3F0B1515,40AE7383,3D132F1A
powf,3F526C84,412BC87C,3DF98F85
powf,3E3D3B3C,413CD2D3,31186610
powf,3F3D8C08,41589F6F,3C8C09EA
powf,3E3724D0,40A45654,3917F735
powf,3F66F4D0,41594A0F,3E7CFE72
powf,3F1CD69D,40B9BC3A,3D6E6457
powf,3F5AA562,415F6C18,3DE25FB1
powf,3EAD3672,40622D6E,3CB1CFBB
powf,3EA703A2,4153026C,34CDE4FD
powf,3EFDB536,4163970E,3840CFE1
powf,3F245E37,416D4851,3AB7976B
powf,3E3DA540,4109EB84,350297CF
powf,3F352135,41675837,3BDC47C9
powf,3ECEAEC9,407FAB10,3CDA8F34
powf,3F39D3BC,4162C1C1,3C2ED447
powf,3ED97ADE,41110103,39DFA7F7
powf,3F1CBE7E,411BDE17,3C09B533
powf,3E9BC9F0,40D000CA,39E57BBF
powf,3EFA01D7,41014DA7,3B47CB14
powf,3F176B6D,40DFDFA1,3CCFEA58
powf,3EBAE57E,4091932F,3C27404F
powf,3F2E1FF0,4097DF34,3E2467F1
powf,3E003C02,40072099,3C4BDDC4
powf,3EAC0051,40F54981,397511D9
powf,3F5ED8E5,414A7D3D,3E3104ED
powf,3EC3C4F2,4109969A,3986A28A
powf,3F4EFBBE,41130B20,3E113630
powf,3CDAB5D4,410A533B,28E06347
powf,3F043094,40EC70C6,3BF81035
powf,3F2B00B6,40A197E3,3E0578E1
powf,3EB6F5A8,40458A13,3D2AF9C0
powf,3F47B533,41678461,3CE15E60
powf,3F2EABAB,403E832A,3EA415B6
powf,3E9FE8F9,40837C42,3C0956FF
powf,3F0C299F,4159B055,3990A0A5
powf,3F0D12F6,415B8627,39938695
powf,3DC894B5,409CF7BF,373C6C15
powf,3DF9291A,40955F37,38610962
powf,3E757ACC,40F7E16C,37837655
powf,3F250454,40543A61,3E6EB847
powf,3E89C2AE,400E40AA,3D5D5C3C
powf,3F1CDF57,4038CE04,3E78F621
powf,3F1313DD,41222750,3B6E503E
powf,3F156AAB,4043FA8A,3E44E5C0
powf,3D4C3608,40A58978,3444DCA6
powf,3EA572C9,40E2B3AE,39AF5864
powf,3EAB3455,404E5E22,3CEF8212
powf,3EB6B19E,40059F6F,3DEE2FE1
powf,3E35E59D,412862FE,3259383C
powf,3E358C3F,413426C4,316EA400
powf,3F0D8E7C,4134D3EF,3AA1FABC
powf,3F1E20AC,41248D3F,3BE6FEFD
powf,3F708A33,413722AB,3EFAF87C
powf,3F581496,408727A9,3EFA3688
powf,3E35318C,41049137,351D5A82
powf,3E8F2243,40F302A7,3883400F
powf,3F01705A,4157479F,38D91179
powf,3F00EC17,403AF2B1,3E0A1055
powf,3F0306C6,4040EE44,3E07F706
powf,3E24E531,4111CEA3,337E6C33
powf,3EA8658E,410185E3,390129D4
powf,3F705A47,4127278D,3F04757E
powf,3F114291,40B80D64,3D1D5E5C
powf,3F28F40E,413855BE,3C088574
powf,3F71E1A9,414BB566,3EF8A702
powf,3EE6808C,41067D02,3AA00770
powf,3F0BAE6C,4030A5B2,3E405B98
powf,3E0E0771,4103D923,33B6E5BB
powf,3F49880A,416A471C,3CF6A790
powf,3F279229,41665F78,3B12C1A6
powf,3EEC3FFF,41600F64,37A5E715
powf,3EC7C6DD,4166F9B3,35A8D6D0
powf,3F4E750B,415795A1,3D61D07D
powf,3D18534B,40C18BE3,311B0C62
powf,3F76078F,408AE35D,3F5774C0
powf,3F5C2740,40B5A2FD,3ED97840
powf,3F27031E,4145BD0E,3BA71DEA
powf,3F6EE88F,409829F9,3F384F09
powf,3DC1A4EE,411A8875,2F0C9620
powf,3F71E2EE,4018B5BD,3F5F99EC
powf,3ED748C0,40E1CE79,3B11059D
powf,3F06F710,4166C72F,38CCECAD
powf,3EE7E995,4127B4B3,398227AB
powf,3EE1F81D,40A0B981,3C86A945
powf,3F20F0A6,40483524,3E6FBAC2
powf,3E470795,40435082,3BDD0907
powf,3CA444CC,41169D05,24F02E8C
powf,3D411A2D,414973AF,23B6F59C
powf,3EEAAC42,403610CE,3DDE9649
powf,3E0A0E9D,40EC07AE,34CCA7F8
powf,3E814E88,416CCE34,30C433C8
powf,3F3308AA,4159ED73,3BFB42CE
powf,3F489D13,4122CE61,3DAB61A2
powf,3DEB059E,41544F01,2ABC1AC4
powf,3E67375F,4029B4A7,3C9E5F15
powf,3F65C940,412394B0,3EA9ABE0
powf,3EE3AEF4,40EE4DC4,3B1CE3E6
powf,3F17A64B,4158650F,3A5C50EF
powf,3DA54F01,4013F0C5,3B42EB38
powf,3E02E6F4,4130D763,2F1301D8
powf,3DF509AC,40BEFC10,36529975
powf,3F478C74,4064989A,3ED24BCC
powf,3F6072E1,41497957,3E436F6A
powf,3F6FAC79,40C89B65,3F295D91
powf,3F6186D9,40334DD4,3F337CB1
powf,3F3E9756,4067CDB1,3EAFDC0C
powf,3D64BAC1,40F64DBE,2F793802
powf,3CE9245D,414C2CEB,1EB1B256
powf,3D9C89D4,40678D3A,38BF274C
powf,3F329BB8,40B6982C,3E034970
powf,3E3B3B01,411AF85C,3398FE61
powf,3F6B2336,411FA4DE,3EDB3C5D
powf,3CA4A8F0,41093CA6,27493A51
powf,3F0153C6,4043EB49,3DFD3BB3
