name,value,bits
powf_wdf_14,5.642265251E-07,3517755A
powf_wcnd_14,2.691479418E-12,2C3D6562
powf_wdf_15,8.646908327E-07,35681D1A
powf_wcnd_15,5.933312869E-12,2CD0C288
powf_wdf_16,1.291875037E-06,35AD647D
powf_wcnd_16,1.247806285E-11,2D5B8433
powf_wdf_17,1.887015401E-06,35FD455B
powf_wcnd_17,2.516763534E-11,2DDD607A
powf_wdf_18,2.701282028E-06,363547AC
powf_wcnd_18,4.890085906E-11,2E571179
powf_wdf_19,3.797430054E-06,367ED75A
powf_wcnd_19,9.187758887E-11,2ECA0A7C
powf_wdf_20,5.251614766E-06,36B03707
powf_wcnd_20,1.674654027E-10,2F382152
powf_wdf_21,7.155383628E-06,36F01847
powf_wcnd_21,2.969432478E-10,2FA33F0C
powf_wdf_22,9.617824617E-06,37215C3E
powf_wcnd_22,5.134573322E-10,300D2359
powf_wdf_23,1.276793773E-05,375635E0
powf_wcnd_23,8.676336316E-10,306E7E4A
powf_wdf_24,1.675715976E-05,378C91BA
powf_wcnd_24,1.435411678E-09,30C5480F
powf_wdf_25,2.176210728E-05,37B68DC5
powf_wcnd_25,2.328829352E-09,31200933
powf_wdf_26,2.798750756E-05,37EAC6B7
powf_wcnd_26,3.710676433E-09,317EFEE9
powf_wdf_27,3.566935993E-05,38159BAF
powf_wcnd_27,5.814167370E-09,31C7C5F5
powf_wdf_28,4.507831181E-05,383D1278
powf_wcnd_28,8.969066378E-09,321A165F
powf_wdf_29,5.652316759E-05,386D134A
powf_wcnd_29,1.363598301E-08,326A43B0
powf_wdf_30,7.035481394E-05,38938B74
powf_wcnd_30,2.045107550E-08,32AFAC64
powf_wdf_31,8.697019075E-05,38B663C4
powf_wcnd_31,3.028364759E-08,33021139
powf_wdf_32,1.068165657E-04,38E002B5
powf_wcnd_32,4.430982159E-08,333E4F2A
powf_wdf_33,1.303962490E-04,3908BAFA
powf_wcnd_33,6.410625275E-08,3389AAC9
powf_wdf_34,1.582709374E-04,3925F588
powf_wcnd_34,9.176761040E-08,33C511C7
powf_wdf_35,1.910674036E-04,39485944
powf_wcnd_35,1.300546728E-07,340BA528
powf_wdf_36,2.294819860E-04,3970A11A
powf_wcnd_36,1.825767555E-07,34440A51
powf_wdf_37,2.742871293E-04,398FCE32
powf_wcnd_37,2.540194828E-07,3488602C
powf_wdf_38,3.263360704E-04,39AB1816
powf_wcnd_38,3.504213169E-07,34BC218A
powf_wdf_39,3.865702893E-04,39CAAC96
powf_wcnd_39,4.795157906E-07,3500B813
powf_wdf_40,4.560244270E-04,39EF1690
powf_wcnd_40,6.511414199E-07,352ECA19
powf_wdf_41,5.358346389E-04,3A0C7741
powf_wcnd_41,8.777454923E-07,356B9E36
powf_wdf_42,6.272440660E-04,3A246DA3
powf_wcnd_42,1.174981207E-06,359DB40C
powf_wdf_43,7.316104602E-04,3A3FC98C
powf_wcnd_43,1.562428565E-06,35D1B4A3
powf_wdf_44,8.504153229E-04,3A5EEE68
powf_wcnd_44,2.064460432E-06,360A8B29
powf_wdf_45,9.852689691E-04,3A812424
powf_wcnd_45,2.711251227E-06,3635F2F1
powf_wdf_46,1.137922285E-03,3A952656
powf_wcnd_46,3.540003945E-06,366D90CE
powf_wdf_47,1.310270862E-03,3AABBD65
powf_wcnd_47,4.596353392E-06,369A3A60
powf_wdf_48,1.504369313E-03,3AC52E42
powf_wcnd_48,5.936070920E-06,36C72E76
powf_wdf_49,1.722435118E-03,3AE1C355
powf_wcnd_49,7.626997558E-06,36FFEB69
powf_wdf_50,1.966860611E-03,3B00E672
powf_wcnd_50,9.751343896E-06,372399B4
powf_wdf_51,2.240225673E-03,3B12D0C0
powf_wcnd_51,1.240838628E-05,37502D9D
powf_wdf_52,2.545300405E-03,3B26CF0E
powf_wcnd_52,1.571749453E-05,3783D910
powf_wdf_53,2.885066206E-03,3B3D1361
powf_wcnd_53,1.982179856E-05,37A646FD
powf_wdf_54,3.262714483E-03,3B55D344
powf_wcnd_54,2.489220424E-05,37D0CF9A
powf_wdf_55,3.681671340E-03,3B714832
powf_wcnd_55,3.113228377E-05,38029409
powf_wdf_56,4.145597108E-03,3B87D7CA
powf_wcnd_56,3.878358257E-05,3822AB8E
powf_wdf_57,4.658403341E-03,3B98A585
powf_wcnd_57,4.813190753E-05,3849E13E
powf_wdf_58,5.224271212E-03,3BAB305D
powf_wcnd_58,5.951457206E-05,38799F49
powf_wdf_59,5.847651046E-03,3BBF9DA7
powf_wcnd_59,7.332825044E-05,3899C7CE
powf_wdf_60,6.533291657E-03,3BD61539
powf_wcnd_60,9.003854939E-05,38BCD314
powf_wdf_61,7.286235690E-03,3BEEC160
powf_wcnd_61,1.101900634E-04,38E715D7
powf_wdf_62,8.111853153E-03,3C04E794
powf_wcnd_62,1.344187331E-04,390CF2C1
powf_wdf_63,9.015836753E-03,3C13B729
powf_wcnd_63,1.634645741E-04,392B67B0
powf_wdf_64,1.000423636E-02,3C23E8CF
powf_wcnd_64,1.981875976E-04,394FD094
powf_wdf_65,1.108344924E-02,3C35975B
powf_wcnd_65,2.395838237E-04,397B38CB
powf_wdf_66,1.226027403E-02,3C48DF51
powf_wcnd_66,2.888056624E-04,39976AD7
powf_wdf_67,1.354186889E-02,3C5DDEB7
powf_wcnd_67,3.471812233E-04,39B605E0
powf_wdf_68,1.493582968E-02,3C74B569
powf_wcnd_68,4.162407131E-04,39DA3AE2
powf_wdf_69,1.645017043E-02,3C86C282
powf_wcnd_69,4.977415665E-04,3A027ADF
powf_wdf_70,1.809336245E-02,3C943888
powf_wcnd_70,5.936997477E-04,3A1BA284
powf_wdf_71,1.987430267E-02,3CA2CF6F
powf_wcnd_71,7.064196398E-04,3A392F05
powf_wdf_72,2.180240490E-02,3CB29AF5
powf_wcnd_72,8.385355468E-04,3A5BD12B
powf_wdf_73,2.388758399E-02,3CC3AFE5
powf_wcnd_73,9.930513334E-04,3A822946
powf_wdf_74,2.614022791E-02,3CD62408
powf_wcnd_74,1.173381694E-03,3A99CC28
powf_wdf_75,2.857130952E-02,3CEA0E61
powf_wcnd_75,1.383409486E-03,3AB55385
powf_wdf_76,3.119233996E-02,3CFF8714
powf_wcnd_76,1.627537305E-03,3AD55317
powf_wdf_77,3.401543945E-02,3D0B53C6
powf_wcnd_77,1.910752268E-03,3AFA7235
powf_wdf_78,3.705325350E-02,3D17C527
powf_wcnd_78,2.238685032E-03,3B12B6E7
powf_wdf_79,4.031911492E-02,3D2525A8
powf_wcnd_79,2.617697697E-03,3B2B8DAE
powf_wdf_80,4.382698610E-02,3D3383ED
powf_wcnd_80,3.054957837E-03,3B4835B0
powf_wdf_81,4.759151116E-02,3D42EF51
powf_wcnd_81,3.558535129E-03,3B693650
powf_wdf_82,5.162794888E-02,3D5377D4
powf_wcnd_82,4.137484357E-03,3B8793BC
powf_wdf_83,5.595234409E-02,3D652E49
powf_wcnd_83,4.801978357E-03,3B9D59EA
powf_wdf_84,6.058149040E-02,3D78244C
powf_wcnd_84,5.563417450E-03,3BB64D54
powf_wdf_85,6.553284079E-02,3D863615
powf_wcnd_85,6.434540730E-03,3BD2D8D7
powf_wdf_86,7.082472742E-02,3D910C8E
powf_wcnd_86,7.429601625E-03,3BF37404
powf_wdf_87,7.647626102E-02,3D9C9F96
powf_wcnd_87,8.564503863E-03,3C0C5222
powf_wdf_88,8.250744641E-02,3DA8F9AA
powf_wcnd_88,9.856983088E-03,3C217F2F
powf_wdf_89,8.893900365E-02,3DB625A7
powf_wcnd_89,1.132675633E-02,3C3993DC
powf_wdf_90,9.579267353E-02,3DC42EF3
powf_wcnd_90,1.299577672E-02,3C54EC3D
powf_wdf_91,1.030911431E-01,3DD32173
powf_wcnd_91,1.488843467E-02,3C73EE9F
powf_wdf_92,1.108578667E-01,3DE30973
powf_wcnd_92,1.703174226E-02,3C8B8627
powf_wdf_93,1.191174313E-01,3DF3F3D7
powf_wcnd_93,1.945567504E-02,3C9F6182
powf_wdf_94,1.278953850E-01,3E02F702
powf_wcnd_94,2.219340391E-02,3CB5CEF1
powf_wdf_95,1.372184008E-01,3E0C82FB
powf_wcnd_95,2.528162859E-02,3CCF1B6B
powf_wdf_96,1.471139491E-01,3E16A50A
powf_wcnd_96,2.876081690E-02,3CEB9BCE
powf_wdf_97,1.576108485E-01,3E2164BD
powf_wcnd_97,3.267568722E-02,3D05D6F1
powf_wdf_98,1.687390655E-01,3E2CC9EF
powf_wcnd_98,3.707555681E-02,3D17DC8A
powf_wdf_99,1.805294305E-01,3E38DCB5
powf_wcnd_99,4.201462120E-02,3D2C1786
powf_wdf_100,1.930142343E-01,3E45A586
powf_wcnd_100,4.755260795E-02,3D42C686
powf_wdf_101,2.062269300E-01,3E532D27
powf_wcnd_101,5.375513434E-02,3D5C2E58
powf_wdf_102,2.202023268E-01,3E617CB8
powf_wcnd_102,6.069431081E-02,3D789A99
powf_wdf_103,2.349761724E-01,3E709D98
powf_wcnd_103,6.844907254E-02,3D8C2F07
powf_wdf_104,2.505859137E-01,3E804CCC
powf_wcnd_104,7.710611820E-02,3D9DE9D0
powf_wdf_105,2.670703232E-01,3E88BD71
powf_wcnd_105,8.676041663E-02,3DB1AF72
powf_wdf_106,2.844692171E-01,3E91A5F3
powf_wcnd_106,9.751563519E-02,3DC7B647
powf_wdf_107,3.028242886E-01,3E9B0BC9
powf_wcnd_107,1.094853655E-01,3DE039DD
powf_wdf_108,3.221784532E-01,3EA4F493
powf_wcnd_108,1.227935851E-01,3DFB7B34
powf_wdf_109,3.425763547E-01,3EAF662B
powf_wcnd_109,1.375757605E-01,3E0CE0A9
powf_wdf_110,3.640637994E-01,3EBA6692
powf_wcnd_110,1.539792418E-01,3E1DACBC
powf_wdf_111,3.866884708E-01,3EC5FC08
powf_wcnd_111,1.721649915E-01,3E304C05
powf_wdf_112,4.104998708E-01,3ED22D0A
powf_wcnd_112,1.923083067E-01,3E44EC78
powf_wdf_113,4.355485439E-01,3EDF0038
powf_wcnd_113,2.145994306E-01,3E5BBFF4
powf_wdf_114,4.618873000E-01,3EEC7C7E
powf_wcnd_114,2.392457128E-01,3E74FCD4
powf_wdf_115,4.895705283E-01,3EFAA8FD
powf_wcnd_115,2.664722502E-01,3E886F0D
powf_wdf_116,5.186546445E-01,3F04C68D
powf_wcnd_116,2.965237200E-01,3E97D1F5
powf_wdf_117,5.491971374E-01,3F0C982F
powf_wcnd_117,3.296647370E-01,3EA8C9D1
powf_wdf_118,5.812581778E-01,3F14CD56
powf_wcnd_118,3.661830723E-01,3EBB7C59
powf_wdf_119,6.148995757E-01,3F1D6A0F
powf_wcnd_119,4.063901007E-01,3ED0125D
powf_wdf_120,6.501854062E-01,3F26728D
powf_wcnd_120,4.506234229E-01,3EE6B81D
powf_wdf_121,6.871809363E-01,3F2FEB17
powf_wcnd_121,4.992471933E-01,3EFF9D54
powf_wdf_122,7.259542346E-01,3F39D823
powf_wcnd_122,5.526562333E-01,3F0D7AE1
powf_wdf_123,7.665755749E-01,3F443E4C
powf_wcnd_123,6.112773418E-01,3F1C7CAC
powf_wdf_124,8.091165423E-01,3F4F2243
powf_wcnd_124,6.755700111E-01,3F2CF228
powf_wdf_125,8.536517024E-01,3F5A88EB
powf_wcnd_125,7.460314631E-01,3F3EFBEB
powf_wdf_126,9.002575874E-01,3F667748
powf_wcnd_126,8.231976032E-01,3F52BD14
powf_wdf_127,9.490135312E-01,3F72F28D
powf_wcnd_127,9.076467752E-01,3F685B8A
powf_wdf_128,1.000000000E+00,3F800000
powf_wcnd_128,1.000000000E+00,3F800000
