band,i,x_bits,y_bits,x,y
coarse,19147,C111970C,38EA5381,-9.099376678E+00,1.117354332E-04
coarse,19148,C1118F5C,38EAC432,-9.097499847E+00,1.119453373E-04
coarse,19149,C11187B0,38EB34DF,-9.095626831E+00,1.121552123E-04
coarse,19150,C1118000,38EBA5FC,-9.093750000E+00,1.123659022E-04
coarse,19151,C1117850,38EC1750,-9.091873169E+00,1.125769923E-04
coarse,19152,C11170A4,38EC88A0,-9.090000153E+00,1.127880532E-04
coarse,19153,C11168F4,38ECFA61,-9.088123322E+00,1.129999364E-04
coarse,19154,C1116148,38ED6C1D,-9.086250305E+00,1.132117832E-04
coarse,19155,C1115998,38EDDE4B,-9.084373474E+00,1.134244594E-04
coarse,19156,C11151EC,38EE5075,-9.082500458E+00,1.136371066E-04
coarse,19157,C1114A3C,38EEC311,-9.080623627E+00,1.138505831E-04
coarse,19158,C1114290,38EF35A9,-9.078750610E+00,1.140640306E-04
coarse,19159,C1113AE0,38EFA8B3,-9.076873779E+00,1.142783076E-04
coarse,19160,C1113334,38F01BB9,-9.075000763E+00,1.144925554E-04
coarse,19161,C1112B84,38F08F32,-9.073123932E+00,1.147076400E-04
coarse,19162,C11123D8,38F102A6,-9.071250916E+00,1.149226882E-04
coarse,19163,C1111C28,38F1768E,-9.069374084E+00,1.151385804E-04
coarse,19164,C111147C,38F1EA72,-9.067501068E+00,1.153544436E-04
coarse,19165,C1110CCC,38F25EC9,-9.065624237E+00,1.155711434E-04
coarse,19166,C1110520,38F2D31C,-9.063751221E+00,1.157878141E-04
coarse,19167,C110FD70,38F347E4,-9.061874390E+00,1.160053362E-04
coarse,19168,C110F5C4,38F3BCA6,-9.060001373E+00,1.162228145E-04
coarse,19169,C110EE14,38F431DE,-9.058124542E+00,1.164411515E-04
coarse,19170,C110E668,38F4A711,-9.056251526E+00,1.166594520E-04
coarse,19171,C110DEB8,38F51CBA,-9.054374695E+00,1.168786112E-04
coarse,19172,C110D70C,38F5925D,-9.052501678E+00,1.170977266E-04
coarse,19173,C110CF5C,38F60877,-9.050624847E+00,1.173177079E-04
coarse,19174,C110C7B0,38F67E8C,-9.048751831E+00,1.175376528E-04
coarse,19175,C110C000,38F6F517,-9.046875000E+00,1.177584563E-04
coarse,19176,C110B850,38F76BDB,-9.044998169E+00,1.179796745E-04
coarse,19177,C110B0A4,38F7E29B,-9.043125153E+00,1.182008637E-04
coarse,19178,C110A8F4,38F859D1,-9.041248322E+00,1.184229113E-04
coarse,19179,C110A148,38F8D103,-9.039375305E+00,1.186449299E-04
coarse,19180,C1109998,38F948AC,-9.037498474E+00,1.188678143E-04
coarse,19181,C11091EC,38F9C050,-9.035625458E+00,1.190906623E-04
coarse,19182,C1108A3C,38FA386D,-9.033748627E+00,1.193143908E-04
coarse,19183,C1108290,38FAB084,-9.031875610E+00,1.195380755E-04
coarse,19184,C1107AE0,38FB2914,-9.029998779E+00,1.197626407E-04
coarse,19185,C1107334,38FBA19F,-9.028125763E+00,1.199871695E-04
coarse,19186,C1106B84,38FC1AA2,-9.026248932E+00,1.202125713E-04
coarse,19187,C11063D8,38FC93A1,-9.024375916E+00,1.204379441E-04
coarse,19188,C1105C28,38FD0D19,-9.022499084E+00,1.206641973E-04
coarse,19189,C110547C,38FD868C,-9.020626068E+00,1.208904141E-04
coarse,19190,C1104CCC,38FE0079,-9.018749237E+00,1.211175186E-04
coarse,19191,C1104520,38FE7A61,-9.016876221E+00,1.213445867E-04
coarse,19192,C1103D70,38FEF4C3,-9.014999390E+00,1.215725424E-04
coarse,19193,C11035C4,38FF6F21,-9.013126373E+00,1.218004691E-04
coarse,19194,C1102E14,38FFE9F9,-9.011249542E+00,1.220292834E-04
coarse,19195,C1102668,39003266,-9.009376526E+00,1.222580613E-04
coarse,19196,C1101EB8,3900700D,-9.007499695E+00,1.224877342E-04
coarse,19197,C110170C,3900ADB1,-9.005626678E+00,1.227173634E-04
coarse,19198,C1100F5C,3900EB94,-9.003749847E+00,1.229479094E-04
coarse,19199,C11007B0,39012973,-9.001876831E+00,1.231783972E-04
coarse,19200,C1100000,39016791,-9.000000000E+00,1.234098017E-04
coarse,19201,C10FF850,3901A5CD,-8.998123169E+00,1.236416429E-04
coarse,19202,C10FF0A4,3901E406,-8.996250153E+00,1.238734403E-04
coarse,19203,C10FE8F4,3902227E,-8.994373322E+00,1.241061545E-04
coarse,19204,C10FE148,390260F3,-8.992500305E+00,1.243388251E-04
coarse,19205,C10FD998,39029FA6,-8.990623474E+00,1.245723979E-04
coarse,19206,C10FD1EC,3902DE57,-8.988750458E+00,1.248059416E-04
coarse,19207,C10FCA3C,39031D47,-8.986873627E+00,1.250404021E-04
coarse,19208,C10FC290,39035C35,-8.985000610E+00,1.252748334E-04
coarse,19209,C10FBAE0,39039B61,-8.983123779E+00,1.255101670E-04
coarse,19210,C10FB334,3903DA8B,-8.981250763E+00,1.257454715E-04
coarse,19211,C10FAB84,390419F4,-8.979373932E+00,1.259816927E-04
coarse,19212,C10FA3D8,3904595B,-8.977500916E+00,1.262178848E-04
coarse,19213,C10F9C28,39049901,-8.975624084E+00,1.264549937E-04
coarse,19214,C10F947C,3904D8A5,-8.973751068E+00,1.266920735E-04
coarse,19215,C10F8CCC,39051888,-8.971874237E+00,1.269300701E-04
coarse,19216,C10F8520,39055869,-8.970001221E+00,1.271680376E-04
coarse,19217,C10F7D70,3905988A,-8.968124390E+00,1.274069364E-04
coarse,19218,C10F75C4,3905D8A8,-8.966251373E+00,1.276457915E-04
coarse,19219,C10F6E14,39061907,-8.964374542E+00,1.278855925E-04
coarse,19220,C10F6668,39065963,-8.962501526E+00,1.281253499E-04
coarse,19221,C10F5EB8,390699FF,-8.960624695E+00,1.283660386E-04
coarse,19222,C10F570C,3906DA99,-8.958751678E+00,1.286066981E-04
coarse,19223,C10F4F5C,39071B73,-8.956874847E+00,1.288482890E-04
coarse,19224,C10F47B0,39075C4B,-8.955001831E+00,1.290898508E-04
coarse,19225,C10F4000,39079D64,-8.953125000E+00,1.293323585E-04
coarse,19226,C10F3850,3907DE9D,-8.951248169E+00,1.295753318E-04
coarse,19227,C10F30A4,39081FD2,-8.949375153E+00,1.298182469E-04
coarse,19228,C10F28F4,39086149,-8.947498322E+00,1.300621225E-04
coarse,19229,C10F2148,3908A2BE,-8.945625305E+00,1.303059689E-04
coarse,19230,C10F1998,3908E474,-8.943748474E+00,1.305507612E-04
coarse,19231,C10F11EC,39092627,-8.941875458E+00,1.307955099E-04
coarse,19232,C10F0A3C,3909681C,-8.939998627E+00,1.310412190E-04
coarse,19233,C10F0290,3909AA0F,-8.938125610E+00,1.312868990E-04
coarse,19234,C10EFAE0,3909EC43,-8.936248779E+00,1.315335248E-04
coarse,19235,C10EF334,390A2E75,-8.934375763E+00,1.317801216E-04
coarse,19236,C10EEB84,390A70E9,-8.932498932E+00,1.320276788E-04
coarse,19237,C10EE3D8,390AB35B,-8.930625916E+00,1.322752069E-04
coarse,19238,C10EDC28,390AF60F,-8.928749084E+00,1.325236954E-04
coarse,19239,C10ED47C,390B38C1,-8.926876068E+00,1.327721548E-04
coarse,19240,C10ECCCC,390B7BB5,-8.924999237E+00,1.330215746E-04
coarse,19241,C10EC520,390BBEA7,-8.923126221E+00,1.332709653E-04
coarse,19242,C10EBD70,390C01DB,-8.921249390E+00,1.335213165E-04
coarse,19243,C10EB5C4,390C450D,-8.919376373E+00,1.337716385E-04
coarse,19244,C10EAE14,390C8883,-8.917499542E+00,1.340229501E-04
coarse,19245,C10EA668,390CCBF5,-8.915626526E+00,1.342742034E-04
coarse,19246,C10E9EB8,390D0FAC,-8.913749695E+00,1.345264609E-04
coarse,19247,C10E970C,390D535F,-8.911876678E+00,1.347786601E-04
coarse,19248,C10E8F5C,390D9756,-8.909999847E+00,1.350318489E-04
coarse,19249,C10E87B0,390DDB4B,-8.908126831E+00,1.352850086E-04
coarse,19250,C10E8000,390E1F84,-8.906250000E+00,1.355391578E-04
coarse,19251,C10E7850,390E63DD,-8.904373169E+00,1.357937726E-04
coarse,19252,C10E70A4,390EA834,-8.902500153E+00,1.360483584E-04
coarse,19253,C10E68F4,390EECCF,-8.900623322E+00,1.363039337E-04
coarse,19254,C10E6148,390F3168,-8.898750305E+00,1.365594799E-04
coarse,19255,C10E5998,390F7645,-8.896873474E+00,1.368160156E-04
coarse,19256,C10E51EC,390FBB20,-8.895000458E+00,1.370725222E-04
coarse,19257,C10E4A3C,3910003F,-8.893123627E+00,1.373300183E-04
coarse,19258,C10E4290,3910455C,-8.891250610E+00,1.375874854E-04
coarse,19259,C10E3AE0,39108ABE,-8.889373779E+00,1.378459565E-04
coarse,19260,C10E3334,3910D01D,-8.887500763E+00,1.381043840E-04
coarse,19261,C10E2B84,391115C2,-8.885623932E+00,1.383638300E-04
coarse,19262,C10E23D8,39115B63,-8.883750916E+00,1.386232179E-04
coarse,19263,C10E1C28,3911A14B,-8.881874084E+00,1.388836390E-04
coarse,19264,C10E147C,3911E730,-8.880001068E+00,1.391440164E-04
coarse,19265,C10E0CCC,39122D5B,-8.878124237E+00,1.394054125E-04
coarse,19266,C10E0520,39127383,-8.876251221E+00,1.396667649E-04
coarse,19267,C10DFD70,3912B9F1,-8.874374390E+00,1.399291359E-04
coarse,19268,C10DF5C4,3913005D,-8.872501373E+00,1.401914778E-04
coarse,19269,C10DEE14,3913470F,-8.870624542E+00,1.404548384E-04
coarse,19270,C10DE668,39138DBE,-8.868751526E+00,1.407181553E-04
coarse,19271,C10DDEB8,3913D4B5,-8.866874695E+00,1.409825200E-04
coarse,19272,C10DD70C,39141BA8,-8.865001678E+00,1.412468264E-04
coarse,19273,C10DCF5C,391462E2,-8.863124847E+00,1.415121660E-04
coarse,19274,C10DC7B0,3914AA1A,-8.861251831E+00,1.417774765E-04
coarse,19275,C10DC000,3914F199,-8.859375000E+00,1.420438202E-04
coarse,19276,C10DB850,3915393A,-8.857498169E+00,1.423106587E-04
coarse,19277,C10DB0A4,391580D8,-8.855625153E+00,1.425774535E-04
coarse,19278,C10DA8F4,3915C8BE,-8.853748322E+00,1.428452961E-04
coarse,19279,C10DA148,391610A2,-8.851875305E+00,1.431131095E-04
coarse,19280,C10D9998,391658CD,-8.849998474E+00,1.433819561E-04
coarse,19281,C10D91EC,3916A0F5,-8.848125458E+00,1.436507591E-04
coarse,19282,C10D8A3C,3916E966,-8.846248627E+00,1.439206244E-04
coarse,19283,C10D8290,391731D4,-8.844375610E+00,1.441904460E-04
coarse,19284,C10D7AE0,39177A8A,-8.842498779E+00,1.444613154E-04
coarse,19285,C10D7334,3917C33E,-8.840625763E+00,1.447321556E-04
coarse,19286,C10D6B84,39180C3A,-8.838748932E+00,1.450040436E-04
coarse,19287,C10D63D8,39185533,-8.836875916E+00,1.452758879E-04
coarse,19288,C10D5C28,39189E76,-8.834999084E+00,1.455488091E-04
coarse,19289,C10D547C,3918E7B5,-8.833126068E+00,1.458216720E-04
coarse,19290,C10D4CCC,3919313E,-8.831249237E+00,1.460956119E-04
coarse,19291,C10D4520,39197AC4,-8.829376221E+00,1.463695080E-04
coarse,19292,C10D3D70,3919C494,-8.827499390E+00,1.466444810E-04
coarse,19293,C10D35C4,391A0E61,-8.825626373E+00,1.469194103E-04
coarse,19294,C10D2E14,391A5877,-8.823749542E+00,1.471954020E-04
coarse,19295,C10D2668,391AA28B,-8.821876526E+00,1.474713645E-04
coarse,19296,C10D1EB8,391AECE9,-8.819999695E+00,1.477484038E-04
coarse,19297,C10D170C,391B3744,-8.818126678E+00,1.480253995E-04
coarse,19298,C10D0F5C,391B81EA,-8.816249847E+00,1.483034866E-04
coarse,19299,C10D07B0,391BCC8C,-8.814376831E+00,1.485815155E-04
coarse,19300,C10D0000,391C1779,-8.812500000E+00,1.488606358E-04
coarse,19301,C10CF850,391C628B,-8.810623169E+00,1.491402945E-04
coarse,19302,C10CF0A4,391CAD99,-8.808750153E+00,1.494198950E-04
coarse,19303,C10CE8F4,391CF8F2,-8.806873322E+00,1.497005869E-04
coarse,19304,C10CE148,391D4449,-8.805000305E+00,1.499812497E-04
coarse,19305,C10CD998,391D8FEB,-8.803123474E+00,1.502630039E-04
coarse,19306,C10CD1EC,391DDB8A,-8.801250458E+00,1.505447144E-04
coarse,19307,C10CCA3C,391E2774,-8.799373627E+00,1.508275163E-04
coarse,19308,C10CC290,391E735C,-8.797500610E+00,1.511102892E-04
coarse,19309,C10CBAE0,391EBF90,-8.795623779E+00,1.513941679E-04
coarse,19310,C10CB334,391F0BC0,-8.793750763E+00,1.516779885E-04
coarse,19311,C10CAB84,391F583D,-8.791873932E+00,1.519629295E-04
coarse,19312,C10CA3D8,391FA4B7,-8.790000916E+00,1.522478269E-04
coarse,19313,C10C9C28,391FF17E,-8.788124084E+00,1.525338448E-04
coarse,19314,C10C947C,39203E41,-8.786251068E+00,1.528198045E-04
coarse,19315,C10C8CCC,39208B52,-8.784374237E+00,1.531068992E-04
coarse,19316,C10C8520,3920D85F,-8.782501221E+00,1.533939358E-04
coarse,19317,C10C7D70,392125B9,-8.780624390E+00,1.536820928E-04
coarse,19318,C10C75C4,39217311,-8.778751373E+00,1.539702207E-04
coarse,19319,C10C6E14,3921C0B6,-8.776874542E+00,1.542594691E-04
coarse,19320,C10C6668,39220E57,-8.775001526E+00,1.545486593E-04
coarse,19321,C10C5EB8,39225C47,-8.773124695E+00,1.548389992E-04
coarse,19322,C10C570C,3922AA33,-8.771251678E+00,1.551292808E-04
coarse,19323,C10C4F5C,3922F86E,-8.769374847E+00,1.554207120E-04
coarse,19324,C10C47B0,392346A5,-8.767501831E+00,1.557120850E-04
coarse,19325,C10C4000,3923952B,-8.765625000E+00,1.560046076E-04
coarse,19326,C10C3850,3923E3D7,-8.763748169E+00,1.562976831E-04
coarse,19327,C10C30A4,3924327F,-8.761875153E+00,1.565907005E-04
coarse,19328,C10C28F4,39248176,-8.759998322E+00,1.568848675E-04
coarse,19329,C10C2148,3924D06A,-8.758125305E+00,1.571789908E-04
coarse,19330,C10C1998,39251FAD,-8.756248474E+00,1.574742637E-04
coarse,19331,C10C11EC,39256EED,-8.754375458E+00,1.577694929E-04
coarse,19332,C10C0A3C,3925BE7D,-8.752498627E+00,1.580658864E-04
coarse,19333,C10C0290,39260E09,-8.750625610E+00,1.583622216E-04
coarse,19334,C10BFAE0,39265DE5,-8.748748779E+00,1.586597209E-04
coarse,19335,C10BF334,3926ADBE,-8.746875763E+00,1.589571766E-04
coarse,19336,C10BEB84,3926FDE6,-8.744998932E+00,1.592557819E-04
coarse,19337,C10BE3D8,39274E0C,-8.743125916E+00,1.595543581E-04
coarse,19338,C10BDC28,39279E82,-8.741249084E+00,1.598540985E-04
coarse,19339,C10BD47C,3927EEF4,-8.739376068E+00,1.601537806E-04
coarse,19340,C10BCCCC,39283FB7,-8.737499237E+00,1.604546414E-04
coarse,19341,C10BC520,39289077,-8.735626221E+00,1.607554586E-04
coarse,19342,C10BBD70,3928E188,-8.733749390E+00,1.610574545E-04
coarse,19343,C10BB5C4,39293296,-8.731876373E+00,1.613594068E-04
coarse,19344,C10BAE14,392983F4,-8.729999542E+00,1.616625232E-04
coarse,19345,C10BA668,3929D550,-8.728126526E+00,1.619656105E-04
coarse,19346,C10B9EB8,392A26FD,-8.726249695E+00,1.622698765E-04
coarse,19347,C10B970C,392A78A7,-8.724376678E+00,1.625740988E-04
coarse,19348,C10B8F5C,392ACAA3,-8.722499847E+00,1.628795144E-04
coarse,19349,C10B87B0,392B1C9B,-8.720626831E+00,1.631848718E-04
coarse,19350,C10B8000,392B6EE5,-8.718750000E+00,1.634914224E-04
coarse,19351,C10B7850,392BC157,-8.716873169E+00,1.637985551E-04
coarse,19352,C10B70A4,392C13C6,-8.715000153E+00,1.641056442E-04
coarse,19353,C10B68F4,392C6688,-8.713123322E+00,1.644139411E-04
coarse,19354,C10B6148,392CB946,-8.711250305E+00,1.647221798E-04
coarse,19355,C10B5998,392D0C56,-8.709373474E+00,1.650316117E-04
coarse,19356,C10B51EC,392D5F64,-8.707500458E+00,1.653410145E-04
coarse,19357,C10B4A3C,392DB2C5,-8.705623627E+00,1.656516251E-04
coarse,19358,C10B4290,392E0622,-8.703750610E+00,1.659621776E-04
coarse,19359,C10B3AE0,392E59D3,-8.701873779E+00,1.662739523E-04
coarse,19360,C10B3334,392EAD81,-8.700000763E+00,1.665856835E-04
coarse,19361,C10B2B84,392F0183,-8.698123932E+00,1.668986370E-04
coarse,19362,C10B23D8,392F5581,-8.696250916E+00,1.672115322E-04
coarse,19363,C10B1C28,392FA9D3,-8.694374084E+00,1.675256499E-04
coarse,19364,C10B147C,392FFE22,-8.692501068E+00,1.678397239E-04
coarse,19365,C10B0CCC,393052C5,-8.690624237E+00,1.681550202E-04
coarse,19366,C10B0520,3930A765,-8.688751221E+00,1.684702729E-04
coarse,19367,C10AFD70,3930FC5A,-8.686874390E+00,1.687867625E-04
coarse,19368,C10AF5C4,3931514B,-8.685001373E+00,1.691031939E-04
coarse,19369,C10AEE14,3931A692,-8.683124542E+00,1.694208768E-04
coarse,19370,C10AE668,3931FBD5,-8.681251526E+00,1.697385014E-04
coarse,19371,C10ADEB8,3932516E,-8.679374695E+00,1.700573775E-04
coarse,19372,C10AD70C,3932A703,-8.677501678E+00,1.703761955E-04
coarse,19373,C10ACF5C,3932FCEE,-8.675624847E+00,1.706962648E-04
coarse,19374,C10AC7B0,393352D5,-8.673751831E+00,1.710162760E-04
coarse,19375,C10AC000,3933A912,-8.671875000E+00,1.713375386E-04
coarse,19376,C10AB850,3933FF79,-8.669998169E+00,1.716594124E-04
coarse,19377,C10AB0A4,393455DD,-8.668125153E+00,1.719812426E-04
coarse,19378,C10AA8F4,3934AC97,-8.666248322E+00,1.723043242E-04
coarse,19379,C10AA148,3935034D,-8.664375305E+00,1.726273476E-04
coarse,19380,C10A9998,39355A5B,-8.662498474E+00,1.729516516E-04
coarse,19381,C10A91EC,3935B165,-8.660625458E+00,1.732758974E-04
coarse,19382,C10A8A3C,393608C6,-8.658748627E+00,1.736014092E-04
coarse,19383,C10A8290,39366024,-8.656875610E+00,1.739268773E-04
coarse,19384,C10A7AE0,3936B7D9,-8.654998779E+00,1.742536115E-04
coarse,19385,C10A7334,39370F8B,-8.653125763E+00,1.745803020E-04
coarse,19386,C10A6B84,39376794,-8.651248932E+00,1.749082585E-04
coarse,19387,C10A63D8,3937BF9A,-8.649375916E+00,1.752361713E-04
coarse,19388,C10A5C28,393817F9,-8.647499084E+00,1.755653793E-04
coarse,19389,C10A547C,39387053,-8.645626068E+00,1.758945145E-04
coarse,19390,C10A4CCC,3938C907,-8.643749237E+00,1.762249594E-04
coarse,19391,C10A4520,393921B6,-8.641876221E+00,1.765553316E-04
coarse,19392,C10A3D70,39397ABF,-8.639999390E+00,1.768870134E-04
coarse,19393,C10A35C4,3939D3C4,-8.638126373E+00,1.772186370E-04
coarse,19394,C10A2E14,393A2D22,-8.636249542E+00,1.775515557E-04
coarse,19395,C10A2668,393A867C,-8.634376526E+00,1.778844162E-04
coarse,19396,C10A1EB8,393AE031,-8.632499695E+00,1.782186009E-04
coarse,19397,C10A170C,393B39E1,-8.630626678E+00,1.785527129E-04
coarse,19398,C10A0F5C,393B93EC,-8.628749847E+00,1.788881491E-04
coarse,19399,C10A07B0,393BEDF2,-8.626876831E+00,1.792235125E-04
coarse,19400,C10A0000,393C4853,-8.625000000E+00,1.795602002E-04
coarse,19401,C109F850,393CA2E0,-8.623123169E+00,1.798975281E-04
coarse,19402,C109F0A4,393CFD69,-8.621250153E+00,1.802347979E-04
coarse,19403,C109E8F4,393D584C,-8.619373322E+00,1.805733773E-04
coarse,19404,C109E148,393DB32C,-8.617500305E+00,1.809119130E-04
coarse,19405,C109D998,393E0E67,-8.615623474E+00,1.812517730E-04
coarse,19406,C109D1EC,393E699E,-8.613750458E+00,1.815915748E-04
coarse,19407,C109CA3C,393EC531,-8.611873627E+00,1.819327153E-04
coarse,19408,C109C290,393F20C0,-8.610000610E+00,1.822737977E-04
coarse,19409,C109BAE0,393F7CAB,-8.608123779E+00,1.826162188E-04
coarse,19410,C109B334,393FD892,-8.606250763E+00,1.829585817E-04
coarse,19411,C109AB84,394034D5,-8.604373932E+00,1.833022834E-04
coarse,19412,C109A3D8,39409115,-8.602500916E+00,1.836459414E-04
coarse,19413,C1099C28,3940EDB1,-8.600624084E+00,1.839909382E-04
coarse,19414,C109947C,39414A49,-8.598751068E+00,1.843358768E-04
coarse,19415,C1098CCC,3941A73E,-8.596874237E+00,1.846821688E-04
coarse,19416,C1098520,3942042F,-8.595001221E+00,1.850284025E-04
coarse,19417,C1097D70,3942617D,-8.593124390E+00,1.853759895E-04
coarse,19418,C10975C4,3942BEC8,-8.591251373E+00,1.857235329E-04
coarse,19419,C1096E14,39431C70,-8.589374542E+00,1.860724296E-04
coarse,19420,C1096668,39437A14,-8.587501526E+00,1.864212682E-04
coarse,19421,C1095EB8,3943D817,-8.585624695E+00,1.867714891E-04
coarse,19422,C109570C,39443615,-8.583751678E+00,1.871216373E-04
coarse,19423,C1094F5C,39449472,-8.581874847E+00,1.874731679E-04
coarse,19424,C10947B0,3944F2CB,-8.580001831E+00,1.878246403E-04
coarse,19425,C1094000,39455182,-8.578125000E+00,1.881774806E-04
coarse,19426,C1093850,3945B067,-8.576248169E+00,1.885309903E-04
coarse,19427,C10930A4,39460F48,-8.574375153E+00,1.888844417E-04
coarse,19428,C10928F4,39466E88,-8.572498322E+00,1.892392756E-04
coarse,19429,C1092148,3946CDC4,-8.570625305E+00,1.895940513E-04
coarse,19430,C1091998,39472D60,-8.568748474E+00,1.899502240E-04
coarse,19431,C10911EC,39478CF8,-8.566875458E+00,1.903063385E-04
coarse,19432,C1090A3C,3947ECF0,-8.564998627E+00,1.906638499E-04
coarse,19433,C1090290,39484CE4,-8.563125610E+00,1.910213032E-04
coarse,19434,C108FAE0,3948AD38,-8.561248779E+00,1.913801534E-04
coarse,19435,C108F334,39490D88,-8.559375763E+00,1.917389454E-04
coarse,19436,C108EB84,39496E39,-8.557498932E+00,1.920991490E-04
coarse,19437,C108E3D8,3949CEE6,-8.555625916E+00,1.924592943E-04
coarse,19438,C108DC28,394A2FF3,-8.553749084E+00,1.928208367E-04
coarse,19439,C108D47C,394A90FD,-8.551876068E+00,1.931823354E-04
coarse,19440,C108CCCC,394AF268,-8.549999237E+00,1.935452456E-04
coarse,19441,C108C520,394B53CF,-8.548126221E+00,1.939080976E-04
coarse,19442,C108BD70,394BB598,-8.546249390E+00,1.942723757E-04
coarse,19443,C108B5C4,394C175D,-8.544376373E+00,1.946365956E-04
coarse,19444,C108AE14,394C7983,-8.542499542E+00,1.950022270E-04
coarse,19445,C108A668,394CDBA6,-8.540626526E+00,1.953678147E-04
coarse,19446,C1089EB8,394D3E2B,-8.538749695E+00,1.957348286E-04
coarse,19447,C108970C,394DA0AD,-8.536876678E+00,1.961017988E-04
coarse,19448,C1088F5C,394E0391,-8.534999847E+00,1.964701951E-04
coarse,19449,C10887B0,394E6670,-8.533126831E+00,1.968385186E-04
coarse,19450,C1088000,394EC9B4,-8.531250000E+00,1.972083119E-04
coarse,19451,C1087850,394F2D26,-8.529373169E+00,1.975787745E-04
coarse,19452,C10870A4,394F9095,-8.527500153E+00,1.979491935E-04
coarse,19453,C10868F4,394FF468,-8.525623322E+00,1.983210677E-04
coarse,19454,C1086148,39505836,-8.523750305E+00,1.986928692E-04
coarse,19455,C1085998,3950BC68,-8.521873474E+00,1.990661258E-04
coarse,19456,C10851EC,39512097,-8.520000458E+00,1.994393388E-04
coarse,19457,C1084A3C,39518529,-8.518123627E+00,1.998139924E-04
coarse,19458,C1084290,3951E9B8,-8.516250610E+00,2.001886023E-04
coarse,19459,C1083AE0,39524EAC,-8.514373779E+00,2.005646820E-04
coarse,19460,C1083334,3952B39B,-8.512500763E+00,2.009406890E-04
coarse,19461,C1082B84,395318F0,-8.510623932E+00,2.013181802E-04
coarse,19462,C10823D8,39537E40,-8.508750916E+00,2.016955987E-04
coarse,19463,C1081C28,3953E3F6,-8.506874084E+00,2.020745014E-04
coarse,19464,C108147C,395449A8,-8.505001068E+00,2.024533460E-04
coarse,19465,C1080CCC,3954AFC0,-8.503124237E+00,2.028336748E-04
coarse,19466,C1080520,395515D4,-8.501251221E+00,2.032139455E-04
coarse,19467,C107FD70,39557C4E,-8.499374390E+00,2.035957004E-04
coarse,19468,C107F5C4,3955E2C4,-8.497501373E+00,2.039773972E-04
coarse,19469,C107EE14,395649A1,-8.495624542E+00,2.043605928E-04
coarse,19470,C107E668,3956B079,-8.493751526E+00,2.047437156E-04
coarse,19471,C107DEB8,395717B9,-8.491874695E+00,2.051283518E-04
coarse,19472,C107D70C,39577EF4,-8.490001678E+00,2.055129153E-04
coarse,19473,C107CF5C,3957E697,-8.488124847E+00,2.058989921E-04
coarse,19474,C107C7B0,39584E36,-8.486251831E+00,2.062850108E-04
coarse,19475,C107C000,3958B63C,-8.484375000E+00,2.066725283E-04
coarse,19476,C107B850,39591E75,-8.482498169E+00,2.070607879E-04
coarse,19477,C107B0A4,395986A9,-8.480625153E+00,2.074489748E-04
coarse,19478,C107A8F4,3959EF46,-8.478748322E+00,2.078386897E-04
coarse,19479,C107A148,395A57DE,-8.476875305E+00,2.082283318E-04
coarse,19480,C1079998,395AC0E0,-8.474998474E+00,2.086195163E-04
coarse,19481,C10791EC,395B29DD,-8.473125458E+00,2.090106282E-04
coarse,19482,C1078A3C,395B9343,-8.471248627E+00,2.094032679E-04
coarse,19483,C1078290,395BFCA6,-8.469375610E+00,2.097958641E-04
coarse,19484,C1077AE0,395C6671,-8.467498779E+00,2.101899736E-04
coarse,19485,C1077334,395CD039,-8.465625763E+00,2.105840395E-04
coarse,19486,C1076B84,395D3A6A,-8.463748932E+00,2.109796333E-04
coarse,19487,C10763D8,395DA498,-8.461875916E+00,2.113751834E-04
coarse,19488,C1075C28,395E0F2F,-8.459999084E+00,2.117722615E-04
coarse,19489,C107547C,395E79C3,-8.458126068E+00,2.121692960E-04
coarse,19490,C1074CCC,395EE4C1,-8.456249237E+00,2.125678729E-04
coarse,19491,C1074520,395F4FBB,-8.454376221E+00,2.129663917E-04
coarse,19492,C1073D70,395FBB20,-8.452499390E+00,2.133664675E-04
coarse,19493,C10735C4,39602680,-8.450626373E+00,2.137664706E-04
coarse,19494,C1072E14,3960924D,-8.448749542E+00,2.141680598E-04
coarse,19495,C1072668,3960FE15,-8.446876526E+00,2.145695762E-04
coarse,19496,C1071EB8,39616A49,-8.444999695E+00,2.149726643E-04
coarse,19497,C107170C,3961D678,-8.443126678E+00,2.153756795E-04
coarse,19498,C1070F5C,39624315,-8.441249847E+00,2.157802955E-04
coarse,19499,C10707B0,3962AFAC,-8.439376831E+00,2.161848242E-04
coarse,19500,C1070000,39631CB1,-8.437500000E+00,2.165909536E-04
coarse,19501,C106F850,396389EA,-8.435623169E+00,2.169978397E-04
coarse,19502,C106F0A4,3963F71E,-8.433750153E+00,2.174046531E-04
coarse,19503,C106E8F4,396464C0,-8.431873322E+00,2.178130671E-04
coarse,19504,C106E148,3964D25E,-8.430000305E+00,2.182214230E-04
coarse,19505,C106D998,3965406A,-8.428123474E+00,2.186313795E-04
coarse,19506,C106D1EC,3965AE71,-8.426250458E+00,2.190412633E-04
coarse,19507,C106CA3C,39661CE6,-8.424373627E+00,2.194527478E-04
coarse,19508,C106C290,39668B57,-8.422500610E+00,2.198641741E-04
coarse,19509,C106BAE0,3966FA36,-8.420623779E+00,2.202772012E-04
coarse,19510,C106B334,39676911,-8.418750763E+00,2.206901700E-04
coarse,19511,C106AB84,3967D85C,-8.416873932E+00,2.211047686E-04
