band,i,x_bits,y_bits,x,y
coarse,9444,C1DA570A,2BC56FCB,-2.729249954E+01,1.402872068E-12
coarse,9445,C1DA5333,2BC5CEA5,-2.729062462E+01,1.405504727E-12
coarse,9446,C1DA4F5C,2BC62DAE,-2.728874969E+01,1.408142483E-12
coarse,9447,C1DA4B85,2BC68CE4,-2.728687477E+01,1.410785117E-12
coarse,9448,C1DA47AE,2BC6EC47,-2.728499985E+01,1.413432630E-12
coarse,9449,C1DA43D7,2BC74BD9,-2.728312492E+01,1.416085240E-12
coarse,9450,C1DA4000,2BC7AB99,-2.728125000E+01,1.418742836E-12
coarse,9451,C1DA3C29,2BC80B86,-2.727937508E+01,1.421405311E-12
coarse,9452,C1DA3852,2BC86BA2,-2.727750015E+01,1.424072882E-12
coarse,9453,C1DA347B,2BC8CBEB,-2.727562523E+01,1.426745332E-12
coarse,9454,C1DA30A4,2BC92C63,-2.727375031E+01,1.429422878E-12
coarse,9455,C1DA2CCD,2BC98D0A,-2.727187538E+01,1.432105519E-12
coarse,9456,C1DA28F6,2BC9EDDF,-2.727000046E+01,1.434793148E-12
coarse,9457,C1DA251F,2BCA4EE2,-2.726812553E+01,1.437485764E-12
coarse,9458,C1DA2148,2BCAB014,-2.726625061E+01,1.440183476E-12
coarse,9459,C1DA1D71,2BCB1174,-2.726437569E+01,1.442886175E-12
coarse,9460,C1DA199A,2BCB7304,-2.726250076E+01,1.445594078E-12
coarse,9461,C1DA15C3,2BCBD4C2,-2.726062584E+01,1.448306969E-12
coarse,9462,C1DA11EC,2BCC36AF,-2.725875092E+01,1.451024956E-12
coarse,9463,C1DA0E14,2BCC98E5,-2.725687408E+01,1.453750857E-12
coarse,9464,C1DA0A3D,2BCCFB31,-2.725499916E+01,1.456479143E-12
coarse,9465,C1DA0666,2BCD5DAB,-2.725312424E+01,1.459212417E-12
coarse,9466,C1DA028F,2BCDC055,-2.725124931E+01,1.461950895E-12
coarse,9467,C1D9FEB8,2BCE232F,-2.724937439E+01,1.464694577E-12
coarse,9468,C1D9FAE1,2BCE8638,-2.724749947E+01,1.467443354E-12
coarse,9469,C1D9F70A,2BCEE970,-2.724562454E+01,1.470197228E-12
coarse,9470,C1D9F333,2BCF4CD8,-2.724374962E+01,1.472956306E-12
coarse,9471,C1D9EF5C,2BCFB070,-2.724187469E+01,1.475720587E-12
coarse,9472,C1D9EB85,2BD01438,-2.723999977E+01,1.478490073E-12
coarse,9473,C1D9E7AE,2BD07830,-2.723812485E+01,1.481264764E-12
coarse,9474,C1D9E3D7,2BD0DC57,-2.723624992E+01,1.484044550E-12
coarse,9475,C1D9E000,2BD140AF,-2.723437500E+01,1.486829648E-12
coarse,9476,C1D9DC29,2BD1A537,-2.723250008E+01,1.489619951E-12
coarse,9477,C1D9D852,2BD209F0,-2.723062515E+01,1.492415566E-12
coarse,9478,C1D9D47B,2BD26ED8,-2.722875023E+01,1.495216277E-12
coarse,9479,C1D9D0A4,2BD2D3F2,-2.722687531E+01,1.498022409E-12
coarse,9480,C1D9CCCD,2BD3393B,-2.722500038E+01,1.500833637E-12
coarse,9481,C1D9C8F6,2BD39EB6,-2.722312546E+01,1.503650286E-12
coarse,9482,C1D9C51F,2BD40461,-2.722125053E+01,1.506472139E-12
coarse,9483,C1D9C148,2BD46A3D,-2.721937561E+01,1.509299304E-12
coarse,9484,C1D9BD71,2BD4D04A,-2.721750069E+01,1.512131783E-12
coarse,9485,C1D9B99A,2BD53688,-2.721562576E+01,1.514969573E-12
coarse,9486,C1D9B5C3,2BD59CF7,-2.721375084E+01,1.517812677E-12
coarse,9487,C1D9B1EC,2BD60397,-2.721187592E+01,1.520661093E-12
coarse,9488,C1D9AE14,2BD66A84,-2.720999908E+01,1.523517857E-12
coarse,9489,C1D9AA3D,2BD6D187,-2.720812416E+01,1.526377007E-12
coarse,9490,C1D9A666,2BD738BC,-2.720624924E+01,1.529241577E-12
coarse,9491,C1D9A28F,2BD7A022,-2.720437431E+01,1.532111460E-12
coarse,9492,C1D99EB8,2BD807BA,-2.720249939E+01,1.534986764E-12
coarse,9493,C1D99AE1,2BD86F83,-2.720062447E+01,1.537867381E-12
coarse,9494,C1D9970A,2BD8D77F,-2.719874954E+01,1.540753527E-12
coarse,9495,C1D99333,2BD93FAC,-2.719687462E+01,1.543644986E-12
coarse,9496,C1D98F5C,2BD9A80C,-2.719499969E+01,1.546541974E-12
coarse,9497,C1D98B85,2BDA109D,-2.719312477E+01,1.549444275E-12
coarse,9498,C1D987AE,2BDA7961,-2.719124985E+01,1.552352105E-12
coarse,9499,C1D983D7,2BDAE257,-2.718937492E+01,1.555265357E-12
coarse,9500,C1D98000,2BDB4B80,-2.718750000E+01,1.558184137E-12
coarse,9501,C1D97C29,2BDBB4DB,-2.718562508E+01,1.561108339E-12
coarse,9502,C1D97852,2BDC1E69,-2.718375015E+01,1.564038070E-12
coarse,9503,C1D9747B,2BDC8829,-2.718187523E+01,1.566973222E-12
coarse,9504,C1D970A4,2BDCF21C,-2.718000031E+01,1.569913904E-12
coarse,9505,C1D96CCD,2BDD5C43,-2.717812538E+01,1.572860223E-12
coarse,9506,C1D968F6,2BDDC69C,-2.717625046E+01,1.575811964E-12
coarse,9507,C1D9651F,2BDE3128,-2.717437553E+01,1.578769233E-12
coarse,9508,C1D96148,2BDE9BE8,-2.717250061E+01,1.581732141E-12
coarse,9509,C1D95D71,2BDF06DA,-2.717062569E+01,1.584700470E-12
coarse,9510,C1D9599A,2BDF7200,-2.716875076E+01,1.587674436E-12
coarse,9511,C1D955C3,2BDFDD5A,-2.716687584E+01,1.590654041E-12
coarse,9512,C1D951EC,2BE048E7,-2.716500092E+01,1.593639175E-12
coarse,9513,C1D94E14,2BE0B4C4,-2.716312408E+01,1.596632982E-12
coarse,9514,C1D94A3D,2BE120B9,-2.716124916E+01,1.599629392E-12
coarse,9515,C1D94666,2BE18CE1,-2.715937424E+01,1.602631331E-12
coarse,9516,C1D9428F,2BE1F93E,-2.715749931E+01,1.605639016E-12
coarse,9517,C1D93EB8,2BE265CE,-2.715562439E+01,1.608652231E-12
coarse,9518,C1D93AE1,2BE2D293,-2.715374947E+01,1.611671191E-12
coarse,9519,C1D9370A,2BE33F8C,-2.715187454E+01,1.614695790E-12
coarse,9520,C1D93333,2BE3ACB9,-2.714999962E+01,1.617726027E-12
coarse,9521,C1D92F5C,2BE41A1B,-2.714812469E+01,1.620762010E-12
coarse,9522,C1D92B85,2BE487B1,-2.714624977E+01,1.623803631E-12
coarse,9523,C1D927AE,2BE4F57C,-2.714437485E+01,1.626850998E-12
coarse,9524,C1D923D7,2BE5637C,-2.714249992E+01,1.629904111E-12
coarse,9525,C1D92000,2BE5D1B1,-2.714062500E+01,1.632962971E-12
coarse,9526,C1D91C29,2BE6401A,-2.713875008E+01,1.636027468E-12
coarse,9527,C1D91852,2BE6AEB9,-2.713687515E+01,1.639097820E-12
coarse,9528,C1D9147B,2BE71D8C,-2.713500023E+01,1.642173810E-12
coarse,9529,C1D910A4,2BE78C95,-2.713312531E+01,1.645255655E-12
coarse,9530,C1D90CCD,2BE7FBD4,-2.713125038E+01,1.648343354E-12
coarse,9531,C1D908F6,2BE86B47,-2.712937546E+01,1.651436691E-12
coarse,9532,C1D9051F,2BE8DAF1,-2.712750053E+01,1.654535992E-12
coarse,9533,C1D90148,2BE94AD0,-2.712562561E+01,1.657641038E-12
coarse,9534,C1D8FD71,2BE9BAE4,-2.712375069E+01,1.660751831E-12
coarse,9535,C1D8F99A,2BEA2B2F,-2.712187576E+01,1.663868587E-12
coarse,9536,C1D8F5C3,2BEA9BAF,-2.712000084E+01,1.666991089E-12
coarse,9537,C1D8F1EC,2BEB0C66,-2.711812592E+01,1.670119555E-12
coarse,9538,C1D8EE14,2BEB7D70,-2.711624908E+01,1.673257019E-12
coarse,9539,C1D8EA3D,2BEBEE93,-2.711437416E+01,1.676397194E-12
coarse,9540,C1D8E666,2BEC5FEC,-2.711249924E+01,1.679543223E-12
coarse,9541,C1D8E28F,2BECD17C,-2.711062431E+01,1.682695216E-12
coarse,9542,C1D8DEB8,2BED4342,-2.710874939E+01,1.685853063E-12
coarse,9543,C1D8DAE1,2BEDB53F,-2.710687447E+01,1.689016873E-12
coarse,9544,C1D8D70A,2BEE2773,-2.710499954E+01,1.692186647E-12
coarse,9545,C1D8D333,2BEE99DE,-2.710312462E+01,1.695362383E-12
coarse,9546,C1D8CF5C,2BEF0C7F,-2.710124969E+01,1.698543975E-12
coarse,9547,C1D8CB85,2BEF7F58,-2.709937477E+01,1.701731638E-12
coarse,9548,C1D8C7AE,2BEFF268,-2.709749985E+01,1.704925263E-12
coarse,9549,C1D8C3D7,2BF065AF,-2.709562492E+01,1.708124852E-12
coarse,9550,C1D8C000,2BF0D92E,-2.709375000E+01,1.711330513E-12
coarse,9551,C1D8BC29,2BF14CE4,-2.709187508E+01,1.714542137E-12
coarse,9552,C1D8B852,2BF1C0D1,-2.709000015E+01,1.717759724E-12
coarse,9553,C1D8B47B,2BF234F6,-2.708812523E+01,1.720983382E-12
coarse,9554,C1D8B0A4,2BF2A954,-2.708625031E+01,1.724213220E-12
coarse,9555,C1D8ACCD,2BF31DE8,-2.708437538E+01,1.727448913E-12
coarse,9556,C1D8A8F6,2BF392B5,-2.708250046E+01,1.730690786E-12
coarse,9557,C1D8A51F,2BF407BB,-2.708062553E+01,1.733938839E-12
coarse,9558,C1D8A148,2BF47CF8,-2.707875061E+01,1.737192855E-12
coarse,9559,C1D89D71,2BF4F26E,-2.707687569E+01,1.740453051E-12
coarse,9560,C1D8999A,2BF5681C,-2.707500076E+01,1.743719318E-12
coarse,9561,C1D895C3,2BF5DE02,-2.707312584E+01,1.746991657E-12
coarse,9562,C1D891EC,2BF65422,-2.707125092E+01,1.750270285E-12
coarse,9563,C1D88E14,2BF6CA98,-2.706937408E+01,1.753558236E-12
coarse,9564,C1D88A3D,2BF74129,-2.706749916E+01,1.756849115E-12
coarse,9565,C1D88666,2BF7B7F3,-2.706562424E+01,1.760146174E-12
coarse,9566,C1D8828F,2BF82EF6,-2.706374931E+01,1.763449413E-12
coarse,9567,C1D87EB8,2BF8A632,-2.706187439E+01,1.766758831E-12
coarse,9568,C1D87AE1,2BF91DA8,-2.705999947E+01,1.770074538E-12
coarse,9569,C1D8770A,2BF99557,-2.705812454E+01,1.773396425E-12
coarse,9570,C1D87333,2BFA0D3F,-2.705624962E+01,1.776724492E-12
coarse,9571,C1D86F5C,2BFA8561,-2.705437469E+01,1.780058848E-12
coarse,9572,C1D86B85,2BFAFDBD,-2.705249977E+01,1.783399491E-12
coarse,9573,C1D867AE,2BFB7652,-2.705062485E+01,1.786746315E-12
coarse,9574,C1D863D7,2BFBEF21,-2.704874992E+01,1.790099427E-12
coarse,9575,C1D86000,2BFC682B,-2.704687500E+01,1.793458936E-12
coarse,9576,C1D85C29,2BFCE16E,-2.704500008E+01,1.796824625E-12
coarse,9577,C1D85852,2BFD5AEC,-2.704312515E+01,1.800196710E-12
coarse,9578,C1D8547B,2BFDD4A5,-2.704125023E+01,1.803575193E-12
coarse,9579,C1D850A4,2BFE4E97,-2.703937531E+01,1.806959855E-12
coarse,9580,C1D84CCD,2BFEC8C5,-2.703750038E+01,1.810351023E-12
coarse,9581,C1D848F6,2BFF432D,-2.703562546E+01,1.813748479E-12
coarse,9582,C1D8451F,2BFFBDCF,-2.703375053E+01,1.817152223E-12
coarse,9583,C1D84148,2C001C57,-2.703187561E+01,1.820562581E-12
coarse,9584,C1D83D71,2C0059E3,-2.703000069E+01,1.823979119E-12
coarse,9585,C1D8399A,2C00978D,-2.702812576E+01,1.827402162E-12
coarse,9586,C1D835C3,2C00D554,-2.702625084E+01,1.830831493E-12
coarse,9587,C1D831EC,2C01133A,-2.702437592E+01,1.834267547E-12
coarse,9588,C1D82E14,2C01514D,-2.702249908E+01,1.837713358E-12
coarse,9589,C1D82A3D,2C018F6E,-2.702062416E+01,1.841162205E-12
coarse,9590,C1D82666,2C01CDAC,-2.701874924E+01,1.844617341E-12
coarse,9591,C1D8228F,2C020C09,-2.701687431E+01,1.848079198E-12
coarse,9592,C1D81EB8,2C024A83,-2.701499939E+01,1.851547344E-12
coarse,9593,C1D81AE1,2C02891C,-2.701312447E+01,1.855022212E-12
coarse,9594,C1D8170A,2C02C7D2,-2.701124954E+01,1.858503369E-12
coarse,9595,C1D81333,2C0306A7,-2.700937462E+01,1.861991247E-12
coarse,9596,C1D80F5C,2C03459A,-2.700749969E+01,1.865485631E-12
coarse,9597,C1D80B85,2C0384AB,-2.700562477E+01,1.868986519E-12
coarse,9598,C1D807AE,2C03C3DB,-2.700374985E+01,1.872494130E-12
coarse,9599,C1D803D7,2C040329,-2.700187492E+01,1.876008246E-12
coarse,9600,C1D80000,2C044295,-2.700000000E+01,1.879528868E-12
coarse,9601,C1D7FC29,2C04821F,-2.699812508E+01,1.883055994E-12
coarse,9602,C1D7F852,2C04C1C9,-2.699625015E+01,1.886590060E-12
coarse,9603,C1D7F47B,2C050191,-2.699437523E+01,1.890130630E-12
coarse,9604,C1D7F0A4,2C054177,-2.699250031E+01,1.893677706E-12
coarse,9605,C1D7ECCD,2C05817C,-2.699062538E+01,1.897231504E-12
coarse,9606,C1D7E8F6,2C05C1A0,-2.698875046E+01,1.900792024E-12
coarse,9607,C1D7E51F,2C0601E3,-2.698687553E+01,1.904359266E-12
coarse,9608,C1D7E148,2C064244,-2.698500061E+01,1.907933013E-12
coarse,9609,C1D7DD71,2C0682C5,-2.698312569E+01,1.911513699E-12
coarse,9610,C1D7D99A,2C06C364,-2.698125076E+01,1.915100890E-12
coarse,9611,C1D7D5C3,2C070423,-2.697937584E+01,1.918695021E-12
coarse,9612,C1D7D1EC,2C074501,-2.697750092E+01,1.922295873E-12
coarse,9613,C1D7CE14,2C07860E,-2.697562408E+01,1.925906917E-12
coarse,9614,C1D7CA3D,2C07C72B,-2.697374916E+01,1.929521430E-12
coarse,9615,C1D7C666,2C080866,-2.697187424E+01,1.933142448E-12
coarse,9616,C1D7C28F,2C0849C1,-2.696999931E+01,1.936770406E-12
coarse,9617,C1D7BEB8,2C088B3B,-2.696812439E+01,1.940405085E-12
coarse,9618,C1D7BAE1,2C08CCD4,-2.696624947E+01,1.944046486E-12
coarse,9619,C1D7B70A,2C090E8D,-2.696437454E+01,1.947694827E-12
coarse,9620,C1D7B333,2C095066,-2.696249962E+01,1.951350106E-12
coarse,9621,C1D7AF5C,2C09925E,-2.696062469E+01,1.955012107E-12
coarse,9622,C1D7AB85,2C09D476,-2.695874977E+01,1.958681047E-12
coarse,9623,C1D7A7AE,2C0A16AE,-2.695687485E+01,1.962356926E-12
coarse,9624,C1D7A3D7,2C0A5906,-2.695499992E+01,1.966039744E-12
coarse,9625,C1D7A000,2C0A9B7D,-2.695312500E+01,1.969729284E-12
coarse,9626,C1D79C29,2C0ADE14,-2.695125008E+01,1.973425763E-12
coarse,9627,C1D79852,2C0B20CC,-2.694937515E+01,1.977129398E-12
coarse,9628,C1D7947B,2C0B63A3,-2.694750023E+01,1.980839754E-12
coarse,9629,C1D790A4,2C0BA69B,-2.694562531E+01,1.984557267E-12
coarse,9630,C1D78CCD,2C0BE9B2,-2.694375038E+01,1.988281501E-12
coarse,9631,C1D788F6,2C0C2CEA,-2.694187546E+01,1.992012891E-12
coarse,9632,C1D7851F,2C0C7042,-2.694000053E+01,1.995751221E-12
coarse,9633,C1D78148,2C0CB3BB,-2.693812561E+01,1.999496705E-12
coarse,9634,C1D77D71,2C0CF754,-2.693625069E+01,2.003249129E-12
coarse,9635,C1D7799A,2C0D3B0D,-2.693437576E+01,2.007008492E-12
coarse,9636,C1D775C3,2C0D7EE7,-2.693250084E+01,2.010775010E-12
coarse,9637,C1D771EC,2C0DC2E2,-2.693062592E+01,2.014548684E-12
coarse,9638,C1D76E14,2C0E070F,-2.692874908E+01,2.018333200E-12
coarse,9639,C1D76A3D,2C0E4B4B,-2.692687416E+01,2.022120969E-12
coarse,9640,C1D76666,2C0E8FA8,-2.692499924E+01,2.025915893E-12
coarse,9641,C1D7628F,2C0ED426,-2.692312431E+01,2.029717974E-12
coarse,9642,C1D75EB8,2C0F18C4,-2.692124939E+01,2.033526993E-12
coarse,9643,C1D75AE1,2C0F5D84,-2.691937447E+01,2.037343384E-12
coarse,9644,C1D7570A,2C0FA264,-2.691749954E+01,2.041166715E-12
coarse,9645,C1D75333,2C0FE766,-2.691562462E+01,2.044997418E-12
coarse,9646,C1D74F5C,2C102C88,-2.691374969E+01,2.048835060E-12
coarse,9647,C1D74B85,2C1071CC,-2.691187477E+01,2.052680075E-12
coarse,9648,C1D747AE,2C10B732,-2.690999985E+01,2.056532462E-12
coarse,9649,C1D743D7,2C10FCB8,-2.690812492E+01,2.060391788E-12
coarse,9650,C1D74000,2C114260,-2.690625000E+01,2.064258486E-12
coarse,9651,C1D73C29,2C11882A,-2.690437508E+01,2.068132558E-12
coarse,9652,C1D73852,2C11CE15,-2.690250015E+01,2.072013785E-12
coarse,9653,C1D7347B,2C121421,-2.690062523E+01,2.075902167E-12
coarse,9654,C1D730A4,2C125A50,-2.689875031E+01,2.079798139E-12
coarse,9655,C1D72CCD,2C12A0A0,-2.689687538E+01,2.083701267E-12
coarse,9656,C1D728F6,2C12E711,-2.689500046E+01,2.087611551E-12
coarse,9657,C1D7251F,2C132DA5,-2.689312553E+01,2.091529424E-12
coarse,9658,C1D72148,2C13745B,-2.689125061E+01,2.095454669E-12
coarse,9659,C1D71D71,2C13BB32,-2.688937569E+01,2.099387070E-12
coarse,9660,C1D7199A,2C14022B,-2.688750076E+01,2.103326844E-12
coarse,9661,C1D715C3,2C144947,-2.688562584E+01,2.107274208E-12
coarse,9662,C1D711EC,2C149085,-2.688375092E+01,2.111228943E-12
coarse,9663,C1D70E14,2C14D7F7,-2.688187408E+01,2.115194955E-12
coarse,9664,C1D70A3D,2C151F7A,-2.687999916E+01,2.119164653E-12
coarse,9665,C1D70666,2C15671E,-2.687812424E+01,2.123141506E-12
coarse,9666,C1D7028F,2C15AEE6,-2.687624931E+01,2.127126166E-12
coarse,9667,C1D6FEB8,2C15F6CF,-2.687437439E+01,2.131117982E-12
coarse,9668,C1D6FAE1,2C163EDB,-2.687249947E+01,2.135117387E-12
coarse,9669,C1D6F70A,2C16870A,-2.687062454E+01,2.139124381E-12
coarse,9670,C1D6F333,2C16CF5B,-2.686874962E+01,2.143138748E-12
coarse,9671,C1D6EF5C,2C1717D0,-2.686687469E+01,2.147160921E-12
coarse,9672,C1D6EB85,2C176067,-2.686499977E+01,2.151190467E-12
coarse,9673,C1D6E7AE,2C17A920,-2.686312485E+01,2.155227385E-12
coarse,9674,C1D6E3D7,2C17F1FD,-2.686124992E+01,2.159272110E-12
coarse,9675,C1D6E000,2C183AFD,-2.685937500E+01,2.163324424E-12
coarse,9676,C1D6DC29,2C188420,-2.685750008E+01,2.167384328E-12
coarse,9677,C1D6D852,2C18CD66,-2.685562515E+01,2.171451820E-12
coarse,9678,C1D6D47B,2C1916CF,-2.685375023E+01,2.175526903E-12
coarse,9679,C1D6D0A4,2C19605B,-2.685187531E+01,2.179609574E-12
coarse,9680,C1D6CCCD,2C19AA0B,-2.685000038E+01,2.183700052E-12
coarse,9681,C1D6C8F6,2C19F3DE,-2.684812546E+01,2.187798120E-12
coarse,9682,C1D6C51F,2C1A3DD5,-2.684625053E+01,2.191903993E-12
coarse,9683,C1D6C148,2C1A87EF,-2.684437561E+01,2.196017456E-12
coarse,9684,C1D6BD71,2C1AD22D,-2.684250069E+01,2.200138726E-12
coarse,9685,C1D6B99A,2C1B1C8F,-2.684062576E+01,2.204267801E-12
coarse,9686,C1D6B5C3,2C1B6714,-2.683875084E+01,2.208404466E-12
coarse,9687,C1D6B1EC,2C1BB1BD,-2.683687592E+01,2.212548937E-12
coarse,9688,C1D6AE14,2C1BFC9D,-2.683499908E+01,2.216705335E-12
coarse,9689,C1D6AA3D,2C1C478E,-2.683312416E+01,2.220865419E-12
coarse,9690,C1D6A666,2C1C92A3,-2.683124924E+01,2.225033309E-12
coarse,9691,C1D6A28F,2C1CDDDC,-2.682937431E+01,2.229209005E-12
coarse,9692,C1D69EB8,2C1D2939,-2.682749939E+01,2.233392507E-12
coarse,9693,C1D69AE1,2C1D74BA,-2.682562447E+01,2.237583816E-12
coarse,9694,C1D6970A,2C1DC060,-2.682374954E+01,2.241783148E-12
coarse,9695,C1D69333,2C1E0C2A,-2.682187462E+01,2.245990286E-12
coarse,9696,C1D68F5C,2C1E5818,-2.681999969E+01,2.250205230E-12
coarse,9697,C1D68B85,2C1EA42B,-2.681812477E+01,2.254428198E-12
coarse,9698,C1D687AE,2C1EF062,-2.681624985E+01,2.258658972E-12
coarse,9699,C1D683D7,2C1F3CBE,-2.681437492E+01,2.262897768E-12
coarse,9700,C1D68000,2C1F893F,-2.681250000E+01,2.267144588E-12
coarse,9701,C1D67C29,2C1FD5E4,-2.681062508E+01,2.271399215E-12
coarse,9702,C1D67852,2C2022AE,-2.680875015E+01,2.275661864E-12
coarse,9703,C1D6747B,2C206F9D,-2.680687523E+01,2.279932536E-12
coarse,9704,C1D670A4,2C20BCB1,-2.680500031E+01,2.284211232E-12
coarse,9705,C1D66CCD,2C2109EB,-2.680312538E+01,2.288498167E-12
coarse,9706,C1D668F6,2C215749,-2.680125046E+01,2.292792909E-12
coarse,9707,C1D6651F,2C21A4CC,-2.679937553E+01,2.297095673E-12
coarse,9708,C1D66148,2C21F275,-2.679750061E+01,2.301406678E-12
coarse,9709,C1D65D71,2C224043,-2.679562569E+01,2.305725706E-12
coarse,9710,C1D6599A,2C228E36,-2.679375076E+01,2.310052757E-12
coarse,9711,C1D655C3,2C22DC4F,-2.679187584E+01,2.314388048E-12
coarse,9712,C1D651EC,2C232A8D,-2.679000092E+01,2.318731361E-12
coarse,9713,C1D64E14,2C237905,-2.678812408E+01,2.323087252E-12
coarse,9714,C1D64A3D,2C23C78F,-2.678624916E+01,2.327447046E-12
coarse,9715,C1D64666,2C24163E,-2.678437424E+01,2.331814863E-12
coarse,9716,C1D6428F,2C246513,-2.678249931E+01,2.336190920E-12
coarse,9717,C1D63EB8,2C24B40E,-2.678062439E+01,2.340575216E-12
coarse,9718,C1D63AE1,2C25032F,-2.677874947E+01,2.344967753E-12
coarse,9719,C1D6370A,2C255276,-2.677687454E+01,2.349368530E-12
coarse,9720,C1D63333,2C25A1E3,-2.677499962E+01,2.353777546E-12
coarse,9721,C1D62F5C,2C25F176,-2.677312469E+01,2.358194803E-12
coarse,9722,C1D62B85,2C26412F,-2.677124977E+01,2.362620299E-12
coarse,9723,C1D627AE,2C26910F,-2.676937485E+01,2.367054252E-12
coarse,9724,C1D623D7,2C26E115,-2.676749992E+01,2.371496445E-12
coarse,9725,C1D62000,2C273142,-2.676562500E+01,2.375947095E-12
coarse,9726,C1D61C29,2C278195,-2.676375008E+01,2.380405985E-12
coarse,9727,C1D61852,2C27D20E,-2.676187515E+01,2.384873115E-12
coarse,9728,C1D6147B,2C2822AF,-2.676000023E+01,2.389348918E-12
coarse,9729,C1D610A4,2C287376,-2.675812531E+01,2.393832962E-12
coarse,9730,C1D60CCD,2C28C464,-2.675625038E+01,2.398325462E-12
coarse,9731,C1D608F6,2C291578,-2.675437546E+01,2.402826202E-12
coarse,9732,C1D6051F,2C2966B4,-2.675250053E+01,2.407335616E-12
coarse,9733,C1D60148,2C29B817,-2.675062561E+01,2.411853486E-12
coarse,9734,C1D5FD71,2C2A09A0,-2.674875069E+01,2.416379596E-12
coarse,9735,C1D5F99A,2C2A5B51,-2.674687576E+01,2.420914380E-12
coarse,9736,C1D5F5C3,2C2AAD2A,-2.674500084E+01,2.425457838E-12
coarse,9737,C1D5F1EC,2C2AFF29,-2.674312592E+01,2.430009536E-12
coarse,9738,C1D5EE14,2C2B5166,-2.674124908E+01,2.434574677E-12
coarse,9739,C1D5EA3D,2C2BA3B4,-2.673937416E+01,2.439143505E-12
coarse,9740,C1D5E666,2C2BF62A,-2.673749924E+01,2.443721007E-12
coarse,9741,C1D5E28F,2C2C48C8,-2.673562431E+01,2.448307182E-12
coarse,9742,C1D5DEB8,2C2C9B8D,-2.673374939E+01,2.452901814E-12
coarse,9743,C1D5DAE1,2C2CEE7A,-2.673187447E+01,2.457505120E-12
coarse,9744,C1D5D70A,2C2D418F,-2.672999954E+01,2.462117099E-12
coarse,9745,C1D5D333,2C2D94CC,-2.672812462E+01,2.466737752E-12
coarse,9746,C1D5CF5C,2C2DE830,-2.672624969E+01,2.471366861E-12
coarse,9747,C1D5CB85,2C2E3BBD,-2.672437477E+01,2.476004861E-12
coarse,9748,C1D5C7AE,2C2E8F72,-2.672249985E+01,2.480651535E-12
coarse,9749,C1D5C3D7,2C2EE350,-2.672062492E+01,2.485307099E-12
coarse,9750,C1D5C000,2C2F3755,-2.671875000E+01,2.489971120E-12
coarse,9751,C1D5BC29,2C2F8B83,-2.671687508E+01,2.494644031E-12
coarse,9752,C1D5B852,2C2FDFD9,-2.671500015E+01,2.499325616E-12
coarse,9753,C1D5B47B,2C303458,-2.671312523E+01,2.504016092E-12
coarse,9754,C1D5B0A4,2C308900,-2.671125031E+01,2.508715458E-12
coarse,9755,C1D5ACCD,2C30DDD0,-2.670937538E+01,2.513423497E-12
coarse,9756,C1D5A8F6,2C3132C8,-2.670750046E+01,2.518140210E-12
coarse,9757,C1D5A51F,2C3187EA,-2.670562553E+01,2.522866031E-12
coarse,9758,C1D5A148,2C31DD35,-2.670375061E+01,2.527600742E-12
coarse,9759,C1D59D71,2C3232A8,-2.670187569E+01,2.532344126E-12
coarse,9760,C1D5999A,2C328845,-2.670000076E+01,2.537096618E-12
coarse,9761,C1D595C3,2C32DE0B,-2.669812584E+01,2.541858000E-12
coarse,9762,C1D591EC,2C3333FA,-2.669625092E+01,2.546628273E-12
coarse,9763,C1D58E14,2C338A28,-2.669437408E+01,2.551412207E-12
coarse,9764,C1D58A3D,2C33E06A,-2.669249916E+01,2.556200477E-12
coarse,9765,C1D58666,2C3436D5,-2.669062424E+01,2.560997638E-12
coarse,9766,C1D5828F,2C348D6A,-2.668874931E+01,2.565803906E-12
coarse,9767,C1D57EB8,2C34E428,-2.668687439E+01,2.570619065E-12
coarse,9768,C1D57AE1,2C353B10,-2.668499947E+01,2.575443331E-12
coarse,9769,C1D5770A,2C359221,-2.668312454E+01,2.580276487E-12
coarse,9770,C1D57333,2C35E95D,-2.668124962E+01,2.585118968E-12
coarse,9771,C1D56F5C,2C3640C2,-2.667937469E+01,2.589970339E-12
coarse,9772,C1D56B85,2C369851,-2.667749977E+01,2.594830817E-12
coarse,9773,C1D567AE,2C36F00B,-2.667562485E+01,2.599700620E-12
coarse,9774,C1D563D7,2C3747EE,-2.667374992E+01,2.604579313E-12
coarse,9775,C1D56000,2C379FFC,-2.667187500E+01,2.609467330E-12
coarse,9776,C1D55C29,2C37F834,-2.667000008E+01,2.614364454E-12
coarse,9777,C1D55852,2C385097,-2.666812515E+01,2.619270903E-12
coarse,9778,C1D5547B,2C38A924,-2.666625023E+01,2.624186458E-12
coarse,9779,C1D550A4,2C3901DB,-2.666437531E+01,2.629111122E-12
coarse,9780,C1D54CCD,2C395ABD,-2.666250038E+01,2.634045109E-12
coarse,9781,C1D548F6,2C39B3CA,-2.666062546E+01,2.638988420E-12
coarse,9782,C1D5451F,2C3A0D01,-2.665875053E+01,2.643940839E-12
coarse,9783,C1D54148,2C3A6664,-2.665687561E+01,2.648902798E-12
coarse,9784,C1D53D71,2C3ABFF1,-2.665500069E+01,2.653873865E-12
coarse,9785,C1D5399A,2C3B19AA,-2.665312576E+01,2.658854473E-12
