# glibc 2.39 logf / atanf / powf(x,0.25f) reference points
#   libc     Ubuntu GLIBC 2.39-0ubuntu8.7, x86-64 with FMA+AVX2
#            (logf and powf are ifunc-dispatched to their -mfma builds;
#             atanf is a plain FUNC, so no contraction)
#   produced by running the live libm through
#   tools/noahmp_wrf461_oracle/libm_ref_dump.c
# These are the functions gfortran calls for LOG, ATAN and **0.25 on a
# REAL(4); none of them is correctly rounded, so both the CPU and the
# CUDA transcriptions are checked against these bits, not against each
# other and not against a correctly-rounded library.
# Every column is an IEEE-754 binary32 bit pattern.
x,logf,atanf,powf025
4047444C,3F9160A2,3FA14886,3FAA077F
4049167A,3F928ABA,3FA19EFD,3FAA6A9A
4049F650,3F9318E5,3FA1C801,3FAA99F2
404ABD2F,3F9396B2,3FA1EC2C,3FAAC3E2
404E2841,3F95BA91,3FA28860,3FAB7AFF
4050663B,3F971D05,3FA2EC4B,3FABF1DF
405185AE,3F97CD19,3FA31D99,3FAC2D0B
4052F2D1,3F98AB68,3FA35B89,3FAC77DD
405303D1,3F98B5B9,3FA35E66,3FAC7B57
40531A57,3F98C362,3FA36231,3FAC7FF1
4056FD75,3F9B1946,3FA406F1,3FAD49D7
40574B5A,3F9B479E,3FA4139B,3FAD5987
4057F436,3F9BABDB,3FA42EF3,3FAD7B7A
4059017E,3F9C4B13,3FA45A3D,3FADB176
405C0A81,3F9E1238,3FA4D503,3FAE4C22
4063058B,3FA2119B,3FA5E3DA,3FAFA9E2
4064B19B,3FA30213,3FA62275,3FAFFC76
40652870,3FA34484,3FA633AF,3FB0134E
40652B54,3FA34622,3FA6341A,3FB013DC
406D7613,3FA7D2D2,3FA75D47,3FB1A62F
406F7359,3FA8E432,3FA7A1B8,3FB20523
407008D4,3FA93401,3FA7B59B,3FB220E5
407512D5,3FABDCC9,3FA85D8E,3FB30E5C
40753F9A,3FABF429,3FA86344,3FB31689
4077339F,3FACF819,3FA8A28E,3FB3718B
40782F70,3FAD7A3A,3FA8C213,3FB39F2D
4078C805,3FADC8D3,3FA8D50F,3FB3BAC2
407F8977,3FB136C6,3FA9A66D,3FB4EFFB
4080C2F9,3FB2347D,3FA9E204,3FB549BB
4080D8C8,3FB24A29,3FA9E716,3FB55168
4081D2CE,3FB3419B,3FAA20C7,3FB5A91E
40829097,3FB3FC31,3FAA4C06,3FB5EB5E
40844252,3FB5A2AB,3FAAAD25,3FB681B8
4084AA60,3FB60737,3FAAC418,3FB6A593
40860140,3FB75060,3FAB0ECA,3FB71B24
4086E687,3FB82AA6,3FAB3FF5,3FB76945
40880F81,3FB9433B,3FAB7EBA,3FB7CDE3
40881A0C,3FB94D26,3FAB80F0,3FB7D173
40894B05,3FBA6AB8,3FABC051,3FB83816
408AFA6A,3FBBFA77,3FAC1834,3FB8C822
408E9B17,3FBF46CF,3FACCEB4,3FB9F9D8
408F2AB7,3FBFC779,3FACEA24,3FBA289A
40901320,3FC0969B,3FAD161C,3FBA73F9
4090B759,3FC1282E,3FAD34DC,3FBAA904
4092093D,3FC251B0,3FAD7352,3FBB159A
4092586D,3FC29705,3FAD81CE,3FBB2EF1
4092FCC4,3FC32672,3FAD9FAD,3FBB6368
409315A3,3FC33C18,3FADA42C,3FBB6B55
4094A5BF,3FC49674,3FADEBC7,3FBBEA48
4094D4F9,3FC4BF18,3FADF422,3FBBF934
40965B52,3FC60D19,3FAE3875,3FBC73FC
409934A8,3FC8742E,3FAEB49F,3FBD56E9
409CD67A,3FCB73F5,3FAF4CA4,3FBE73AB
409DD836,3FCC45A1,3FAF7598,3FBEC1BA
409E9DB6,3FCCE566,3FAF94A2,3FBEFD49
409F6103,3FCD82A0,3FAFB30C,3FBF37F9
40A044FD,3FCE3935,3FAFD631,3FBF7C35
40A092AE,3FCE7732,3FAFE216,3FBF9366
40A130E7,3FCEF514,3FAFFA2C,3FBFC286
40A24657,3FCFD0A7,3FB023FA,3FC014D4
40A29B86,3FD013C7,3FB030B5,3FC02E04
40A4186C,3FD13E3F,3FB06904,3FC09E2D
40A6BA65,3FD347CB,3FB0CA47,3FC162C7
40A7C6EA,3FD4154B,3FB0F035,3FC1B075
40A9AEAF,3FD58753,3FB133F3,3FC23CA3
40AA52E9,3FD602FA,3FB14A6D,3FC26B91
40AA6325,3FD60F2D,3FB14CA4,3FC27033
40AB6223,3FD6CE2D,3FB16F32,3FC2B8C9
40ABEBFC,3FD734F7,3FB181B7,3FC2DFE5
40ACC676,3FD7D73A,3FB19ED6,3FC31DB1
40AFECDD,3FDA2744,3FB207F7,3FC3FFD2
40B1F56A,3FDB9FD6,3FB249E9,3FC4902F
40B3BAC4,3FDCE44E,3FB2822B,3FC50CE8
40B44679,3FDD47A7,3FB2934A,3FC53328
40B4F5F0,3FDDC400,3FB2A8A6,3FC56312
40B58F7A,3FDE306D,3FB2BB36,3FC58CE3
40B5C4F2,3FDE5619,3FB2C1A6,3FC59B6D
40B5EE31,3FDE7321,3FB2C69A,3FC5A6A2
40B62EE1,3FDEA09C,3FB2CE5B,3FC5B831
40B73C68,3FDF5D6F,3FB2EE72,3FC6012A
40B87191,3FE034B0,3FB312D0,3FC6547A
40BD0648,3FE35896,3FB398A7,3FC78CD5
40BFCC67,3FE535F5,3FB3E6AE,3FC8473A
40C1369E,3FE626CD,3FB40DA3,3FC8A586
40C17011,3FE64CD6,3FB413C4,3FC8B46F
40C22EA6,3FE6CAB5,3FB427FF,3FC8E5CC
40C2F02D,3FE74A07,3FB43C63,3FC917C7
40C30EB1,3FE75E0F,3FB43F96,3FC91FA6
40C47B83,3FE84C97,3FB46590,3FC97D6E
40C72E69,3FEA0B9E,3FB4AC07,3FCA2DA7
40C945FB,3FEB61FF,3FB4E162,3FCAB507
40C9E357,3FEBC5EA,3FB4F0DB,3FCADC9A
40CA0460,3FEBDADB,3FB4F418,3FCAE4E6
40CA773C,3FEC238D,3FB4FF50,3FCB01B7
40CA9E7E,3FEC3C5C,3FB50324,3FCB0B8E
40CCE24A,3FEDA89A,3FB53AF8,3FCB9C34
40CCE3E9,3FEDA99D,3FB53B20,3FCB9C9B
40D0362C,3FEFB889,3FB58AD8,3FCC6E92
40D1362E,3FF0558A,3FB5A25E,3FCCAD4D
40D2B5A9,3FF13F53,3FB5C530,3FCD0AD7
40D4163D,3FF214CF,3FB5E4C8,3FCD6068
40D56933,3FF2E0BF,3FB602C7,3FCDB246
40D7559B,3FF406C2,3FB62DB5,3FCE2886
40DA67FF,3FF5D6E8,3FB670BD,3FCEE3BF
40DA6A66,3FF5D850,3FB670F1,3FCEE451
40DC01F3,3FF6C64A,3FB692F4,3FCF4491
40DFD418,3FF8FA7C,3FB6E2A8,3FD02975
40E2C296,3FFAA4E1,3FB71E06,3FD0D718
40E54D96,3FFC124F,3FB75051,3FD16C5C
40E6AE04,3FFCD673,3FB76B16,3FD1BCA5
40E7C81E,3FFD729C,3FB7804B,3FD1FCA7
40EA8597,3FFEF3B9,3FB7B42C,3FD29AD5
40EACFCD,3FFF1C33,3FB7B998,3FD2AB7C
40EDB876,400057D1,3FB7EF40,3FD351BD
40F02D92,40010052,3FB81B96,3FD3DD03
40F2F613,4001BD16,3FB84CBD,3FD47976
40F329AB,4001CAAC,3FB85041,3FD484BC
40F4B85A,40023345,3FB86B3B,3FD4DBA3
40F74993,4002DE41,3FB896FA,3FD569FE
40F9BF73,40038077,3FB8C011,3FD5F163
40FA35EA,40039ECB,3FB8C7B5,3FD60ABD
40FAC380,4003C2F8,3FB8D0CD,3FD628FF
40FAC3BE,4003C308,3FB8D0D1,3FD6290C
40FADD76,4003C998,3FB8D277,3FD62E89
40FB224B,4003DB25,3FB8D6DE,3FD63D39
40FE6DC2,4004B0B3,3FB90C16,3FD6F03B
410075EB,4005506C,3FB93374,3FD77680
4100ADE1,40056C48,3FB93A47,3FD78DF3
410139D0,4005B1BB,3FB94B40,3FD7C875
410147CF,4005B8A9,3FB94CF1,3FD7CE4D
41020E95,40061AC5,3FB964CA,3FD82111
41034544,4006B2F2,3FB98982,3FD8A1B1
41034849,4006B46B,3FB989DD,3FD8A2F0
410390F4,4006D7CE,3FB9925A,3FD8C0E4
4105F00C,4007FC7E,3FB9D7E6,3FD9B943
410637F8,40081ED3,3FB9DFFA,3FD9D678
410913C3,4009781A,3FBA3052,3FDAFD0D
410A2F69,4009FC01,3FBA4E94,3FDB6DFF
410ADAA9,400A4B20,3FBA609E,3FDBB1DB
410B895E,400A9B74,3FBA72D7,3FDBF6D6
410BFE90,400AD11E,3FBA7EF8,3FDC24F7
410D7F45,400B800E,3FBAA63C,3FDCBB9A
410DEA09,400BB046,3FBAB0FD,3FDCE531
410FC83D,400C8687,3FBAE064,3FDD9E5E
410FC9B4,400C872E,3FBAE088,3FDD9EEE
4111B6C3,400D612E,3FBB1026,3FDE5BF9
411360EE,400E1B4D,3FBB384F,3FDEFDDD
4114B513,400EAE59,3FBB57BA,3FDF7E18
4115F2E3,400F368F,3FBB7496,3FDFF522
4116DF06,400F9B09,3FBB89B9,3FE04D1A
41170F52,400FAF83,3FBB8E04,3FE05F0B
4117B6DD,400FF657,3FBB9CD3,3FE09D28
4117F16C,40100F07,3FBBA1F8,3FE0B2D1
411C0FA0,4011C528,3FBBFC0C,3FE234AA
411C6182,4011E6B4,3FBC02D8,3FE25251
411D9B61,401266A8,3FBC1CA8,3FE2C38B
411ECB3C,4012E194,3FBC3545,3FE33089
411F345E,40130BE6,3FBC3DB4,3FE3561A
4120F542,4013BF5D,3FBC6139,3FE3F5B1
41210B5C,4013C827,3FBC62F4,3FE3FD84
41242A06,40150282,3FBCA03A,3FE51627
4125C435,4015A1A5,3FBCBECF,3FE5A4BB
41273D7E,401632AA,3FBCDA6D,3FE626F7
412887DE,4016B09C,3FBCF237,3FE6984D
412AB2B2,401781F7,3FBD195E,3FE7552E
412B00AE,40179F2D,3FBD1ECA,3FE76F96
412C260C,40180C9B,3FBD3306,3FE7D299
412C28C9,40180DA0,3FBD3336,3FE7D385
412E173C,4018C46A,3FBD54B6,3FE87947
412E27F5,4018CA8F,3FBD55D5,3FE87EDC
412F41A9,401931C1,3FBD6894,3FE8DCA8
412FB2AB,40195AF9,3FBD7008,3FE90228
41341343,401AEE29,3FBDB7FC,3FEA7244
41354E7B,401B5DCF,3FBDCB9B,3FEAD89A
413678C5,401BC6C4,3FBDDDEE,3FEB38F7
41398C13,401CD89A,3FBE0D32,3FEC351A
413A30C8,401D1151,3FBE16E3,3FEC6974
413D86CC,401E3446,3FBE4818,3FED76BE
413DF49D,401E5950,3FBE4E4C,3FED991D
413E7131,401E833B,3FBE554D,3FEDC008
413EE059,401EA88B,3FBE5B85,3FEDE2B1
413F9977,401EE67F,3FBE65D0,3FEE1C4A
4147103D,402158A2,3FBECBBB,3FF06576
4147BCE8,4021900E,3FBED491,3FF09987
41495B00,40221434,3FBEE985,3FF115DA
414B911A,4022C728,3FBF05A1,3FF1BE9C
414E1FF3,402393C1,3FBF2566,3FF2801D
414E671A,4023A9D4,3FBF28CD,3FF29508
414E98EF,4023B946,3FBF2B2E,3FF2A3AB
414E9B3F,4023B9FE,3FBF2B4B,3FF2A458
414F186B,4023E0B8,3FBF313F,3FF2C910
4151C566,4024B30C,3FBF515A,3FF390DB
41528CF0,4024EFD0,3FBF5A8D,3FF3CAB2
41550288,4025AE14,3FBF7723,3FF48027
4155D8CE,4025EE55,3FBF80B7,3FF4BD8D
4155FF45,4025F9D7,3FBF826D,3FF4C88D
4157B9EC,40267DB1,3FBF95F5,3FF546C1
41596AA6,4026FD92,3FBFA8C0,3FF5C165
415A10A2,40272E5B,3FBFAFE1,3FF5F03F
415A81A4,40274F7D,3FBFB4B6,3FF61016
415B24AF,40277F2D,3FBFBBA6,3FF63DF0
415B8F72,40279E53,3FBFC02B,3FF65BE8
415D6810,40282783,3FBFD3FA,3FF6E011
415E1AB5,40285B12,3FBFDB60,3FF711CE
415E2815,40285EEC,3FBFDBEE,3FF71586
415EAEEF,402885BA,3FBFE17C,3FF73AFD
4160770B,4029084B,3FBFF413,3FF7B935
4160D430,402922D4,3FBFF7D6,3FF7D2E4
4161B30A,40296225,3FC000C9,3FF81036
416357D9,4029D909,3FC0117F,3FF88386
41648F44,402A3079,3FC01DB6,3FF8D875
41655F91,402A6AB2,3FC025CF,3FF91114
4168FC3B,402B6AAF,3FC04914,3FFA0AA0
416A7C5E,402BD3DE,3FC05769,3FFA7171
416A7DB1,402BD43B,3FC05775,3FFA71CB
416A81C5,402BD557,3FC0579C,3FFA72E2
416AB706,402BE3DE,3FC05995,3FFA8119
416DA456,402CAEEC,3FC074F8,3FFB4819
416E85AC,402CEB7F,3FC07D13,3FFB8395
4170A3C4,402D7C4F,3FC09054,3FFC1204
4171CFF1,402DCBF3,3FC09AD9,3FFC607B
41783554,402F77AE,3FC0D27B,3FFE078A
4179E569,402FE6B7,3FC0E0B1,3FFE75CF
417AA95A,403018D2,3FC0E712,3FFEA7A2
417AB794,40301C73,3FC0E788,3FFEAB3F
417C5675,40308604,3FC0F4E9,3FFF1459
417C8CDA,403093CE,3FC0F6A6,3FFF2217
417CE6DA,4030AA99,3FC0F986,3FFF38CE
41800D53,403178C1,3FC11358,40000355
41809847,4031BE0E,3FC11BF3,40002601
4181074F,4031F539,3FC122C7,400041A1
41819F9A,40324096,3FC12C11,40006769
4185697A,40341896,3FC16549,40015502
41881FFA,40356269,3FC18C4E,4001FC0E
418A9805,403688E8,3FC1AE7F,400291EC
418AF38B,4036B31D,3FC1B359,4002A775
418BA944,4037069A,3FC1BCE7,4002D218
418C5F29,403759BE,3FC1C660,4002FC9C
418C760B,4037642C,3FC1C78F,400301F2
418DF2D5,403810C4,3FC1DB0D,40035A63
418E4B4D,4038389B,3FC1DF86,40036ED5
41911708,40397766,3FC202EA,400412E8
419475BC,403AEF97,3FC22BCE,4004D58B
41951950,403B35F4,3FC23359,4004FA13
41951E90,403B3835,3FC23397,4004FB3F
41954D5E,403B4C49,3FC235BD,400505AD
419781F4,403C3C88,3FC24F39,400582BE
4198117D,403C790D,3FC25596,4005A252
419934E9,403CF33E,3FC2625C,4005E22A
4199DB7B,403D38AD,3FC26993,4006067F
419A4DF2,403D6839,3FC26E80,40061F66
419ADD36,403DA389,3FC2749F,40063E7D
419C7617,403E4BA5,3FC285DB,400696C1
419D4828,403EA159,3FC28E93,4006C3D7
419E3F58,403F05A0,3FC298B8,4006F8AC
419F9BC7,403F91F0,3FC2A6CF,400742BA
41A022DE,403FC805,3FC2AC35,40075F50
41A15F0B,404045E5,3FC2B8B5,4007A1F1
41A207D2,404088B3,3FC2BF4D,4007C55A
41A215A2,40408E27,3FC2BFD6,4007C83E
41A22C26,4040970A,3FC2C0B6,4007CCF5
41A2591D,4040A8C7,3FC2C275,4007D65E
41A26031,4040AB91,3FC2C2BB,4007D7D9
41A3462D,404105F7,3FC2CB97,400807DA
41A527D3,4041C1AE,3FC2DDD7,40086BBD
41A6EB58,40426FB9,3FC2EE92,4008C89C
41A8343B,4042ED57,3FC2FA8A,40090BCB
41ACC07B,4044A272,3FC3237A,4009F692
41ACED69,4044B315,3FC32504,4009FF8A
41AD8CF9,4044EE07,3FC32A72,400A1F54
41B29BB1,4046C4A8,3FC35521,400B1E2A
41B635E1,40480BD0,3FC37217,400BD065
41B63722,40480C40,3FC37221,400BD0A3
41B8BE46,4048EDFC,3FC385C7,400C4C22
41B8E1FA,4048FA5A,3FC386D8,400C52E9
41B9B10F,404941E1,3FC38D02,400C7A24
41BA1E5F,40496783,3FC3903E,400C8ECC
41BE10A5,404ABF47,3FC3AD6F,400D4C0A
41C36043,404C82D1,3FC3D2DD,400E4620
41C48612,404CE2C8,3FC3DAAF,400E7B7E
41CAA3EA,404ED8F0,3FC402E2,400F940E
41CFDA47,4050790B,3FC42346,40107E2C
41D0161A,40508B74,3FC424B0,40108890
41D10CD7,4050D72A,3FC42A7D,4010B355
41D24C3B,405138A8,3FC431EB,4010EA7B
41D5F4FF,4052534A,3FC44735,40118AD1
41D62089,4052604F,3FC4482E,40119238
41D9037C,40533BB2,3FC45871,40120F2E
41DB1AB3,4053D8C8,3FC463F3,401268EA
41DBACC9,40540366,3FC4670E,4012814B
41DC0160,40541C06,3FC468D8,40128F64
41DDEB49,4054A9EC,3FC4731B,4012E0B7
41E0C770,40557BB9,3FC4821E,40135947
41E40EFE,40566909,3FC492DE,4013E21F
41E4B765,4056983A,3FC4962B,4013FD64
41E4D04E,40569F32,3FC496A8,4014016B
41E62F64,4057011A,3FC49D79,40143A11
41E7E551,40577A6A,3FC4A5DD,4014805F
41EA6058,405828BD,3FC4B1D0,4014E5A1
41EA93E9,405836D1,3FC4B2C6,4014EDD1
41EBF7D7,405897A3,3FC4B95A,4015262F
41ECF92D,4058DD49,3FC4BE0F,40154EC9
41EE0B30,4059271F,3FC4C306,401579DF
41EE34A3,40593243,3FC4C3C6,40158061
41EF3911,40597815,3FC4C873,4015A92D
41F02B0B,4059B8B1,3FC4CCC1,4015CEF7
41F10B12,4059F448,3FC4D0B7,4015F1DA
41F25E02,405A4E07,3FC4D6A6,40162674
41F25FCF,405A4E81,3FC4D6AE,401626BC
41F27CDD,405A562D,3FC4D72F,40162B3B
41F6957A,405B68A0,3FC4E920,4016CC90
41F733BB,405B91A6,3FC4EBC8,4016E4BC
41F79582,405BAAF1,3FC4ED6A,4016F3A5
41F7AF08,405BB18A,3FC4EDD7,4016F789
41FA3E7E,405C5A09,3FC4F8A8,40175B07
41FC5958,405CE345,3FC50163,4017AC41
41FC9C7C,405CF44A,3FC50277,4017B656
41FD278D,405D177C,3FC504B0,4017CB33
41FE09B2,405D508F,3FC50849,4017ED0E
41FE3463,405D5B4F,3FC508F6,4017F370
41FECFC0,405D8261,3FC50B6A,40180AA2
42007130,405E071D,3FC513B5,4018598C
4201D9F0,405EB9E3,3FC51EC6,4018C415
420234C4,405EE698,3FC52185,4018DEC5
42024D09,405EF285,3FC52241,4018E5E4
4202658B,405EFE8D,3FC522FD,4018ED14
4202E55C,405F3D2A,3FC526D2,40191280
42057584,40607AE3,3FC53A09,4019D0F0
4207889D,4061779D,3FC5490E,401A6915
4207EC64,4061A6A9,3FC54BD3,401A8578
4208022E,4061B0EB,3FC54C6D,401A8BA9
4208208B,4061BF33,3FC54D44,401A9448
420882B3,4061ED48,3FC54FF8,401AB01E
420888CE,4061F025,3FC55023,401AB1D9
420919EA,40623406,3FC5541A,401ADAE3
420B57DA,40633DC6,3FC56378,401B7BF8
420B72BB,40634A1D,3FC5642E,401B8377
420B8C1B,406355C2,3FC564D8,401B8A89
420C701A,4063BDFD,3FC56ACC,401BC9EB
420C97DB,4063D018,3FC56BD4,401BD4F0
420E7DD5,4064ABD7,3FC5783D,401C5AEC
420EED24,4064DDC2,3FC57B09,401C796C
42102B08,40656B7D,3FC582ED,401CD025
42110BBE,4065CEF1,3FC5886D,401D0D1D
421219FA,406645BF,3FC58EF3,401D5610
421323FF,4066B9DD,3FC59547,401D9D7E
42132BC8,4066BD40,3FC59577,401D9F94
421525DE,406797DE,3FC5A142,401E2668
4215D2FB,4067E1FB,3FC5A539,401E5438
4217D413,4068BBB5,3FC5B0C3,401EDB1A
4217DAAB,4068BE7C,3FC5B0E9,401EDCD3
421AE4D8,406A0337,3FC5C1D6,401FA6D6
421B06E1,406A1145,3FC5C290,401FAF9B
421D0BFB,406AE55E,3FC5CD6E,4020341F
421E3861,406B5F55,3FC5D39E,40208084
421EEFA6,406BA94C,3FC5D758,4020AEEA
42208F24,406C4FC2,3FC5DFAD,40211788
42213EFC,406C95B3,3FC5E327,40214391
42223F7B,406CFB31,3FC5E82B,4021838C
4223A8D6,406D891D,3FC5EF22,4021DD30
4223AA5D,406D89B6,3FC5EF29,4021DD90
4225D857,406E6277,3FC5F9AE,402266D7
422663D3,406E9834,3FC5FC44,402288F2
4228F3FF,406F92AB,3FC60836,40232845
422B3AAE,40706DEB,3FC61284,4023B43D
422C4552,4070D147,3FC61724,4023F3D3
422CD9B3,4071084F,3FC619B1,40241715
422CF8A9,407113C4,3FC61A39,40241E6E
422F8779,40720447,3FC62542,4024B8E7
422FAAE6,40721130,3FC625D9,4024C136
423064AB,407254BB,3FC628EA,4024ECB3
42309849,40726772,3FC629C3,4024F8C2
4233309B,40735674,3FC63481,40259310
42371BF4,4074B8F3,3FC64428,402678F6
423826A8,407515E7,3FC64834,4026B573
423A10DC,4075BF63,3FC64F86,402723F7
423A589C,4075D80C,3FC65095,40273411
4240C8F6,4078049C,3FC66811,4028A120
4242161E,407872D6,3FC66C9F,4028E9CC
424225E8,4078780B,3FC66CD6,4028ED3B
424325A7,4078CC22,3FC6704A,402924C1
42445BD7,4079318B,3FC6746F,402967D0
4248F061,407AAB53,3FC683A5,402A6287
42499A25,407AE14F,3FC685CA,402A8678
424A4C50,407B19C6,3FC68806,402AAC19
424A96AC,407B3148,3FC688F4,402ABBC6
424B4050,407B66C9,3FC68B0F,402ADF78
424CF977,407BF11C,3FC6907B,402B3BE5
424DDB95,407C378F,3FC69339,402B6B0B
424F2811,407C9E9A,3FC69737,402BB018
42506375,407CFFC0,3FC69AF4,402BF14C
42532FD6,407DDA4D,3FC6A349,402C8455
42532FE2,407DDA50,3FC6A349,402C8457
42579610,407F2C18,3FC6AFF2,402D688F
4257BD57,407F37C0,3FC6B060,402D7074
4258082A,407F4DEF,3FC6B133,402D7F7C
425A4B5B,407FF8A1,3FC6B77C,402DF352
425A67A2,40800075,3FC6B7CA,402DF8F4
425ACA4D,40800EE7,3FC6B8D8,402E0C97
425B7CA9,408028F2,3FC6BABF,402E3004
425BA9E6,40802F8A,3FC6BB3A,402E38FD
425E04F2,408086EC,3FC6C18E,402EB016
425F41E3,4080B47A,3FC6C4D4,402EEE4D
42611DB1,4080F865,3FC6C9AC,402F4B37
4264C5F2,40817C69,3FC6D2FA,40300060
4265EF2A,4081A5E1,3FC6D5DF,4030396E
42678E82,4081DF7B,3FC6D9DD,403088CD
42678FB8,4081DFA6,3FC6D9E0,40308908
4267B930,4081E560,3FC6DA45,403090EF
426D09B1,40829F22,3FC6E6F3,403191E6
426F45FA,4082EC08,3FC6EC1D,4031FCB3
427108D0,4083281A,3FC6F01D,40325050
427175D1,40833690,3FC6F113,40326475
42754E93,4083B80A,3FC6F995,40331944
427951E7,40843CF8,3FC7022E,4033D3A4
427B4DF9,40847DEC,3FC70655,40342EFB
427C32BA,40849B00,3FC7082E,403457EE
427EC143,4084EDA1,3FC70D65,4034CC80
428012F0,40851A4E,3FC71031,40350BA5
4282C0CC,4085C3E7,3FC71AAC,4035FC26
4283BC6C,40860141,3FC71E6A,40365375
4285B0B4,408679E2,3FC725AF,4036FF9A
42878CC6,4086EB0D,3FC72C68,4037A1AC
4288024E,408706C0,3FC72E0A,4037C96E
42895330,408755A1,3FC732A8,40383AD3
428B50B2,4087CB81,3FC73979,4038E4CA
428BF11A,4087F044,3FC73B94,403919EB
428C005F,4087F3C2,3FC73BC7,40391EF8
428FD839,4088D19B,3FC74848,403A60E7
429089CC,4088F903,3FC74A77,403A9A52
4290CF19,40890857,3FC74B50,403AB0AC
4291A060,40893675,3FC74DDB,403AF3FB
42932BD8,40898CE7,3FC75294,403B7267
42935789,40899665,3FC75318,403B804F
4293C01A,4089AD13,3FC75452,403BA18B
4294DB07,4089EA1F,3FC7579D,403BFB1D
4299E882,408AFB92,3FC76611,403D8E62
429A443D,408B0E9F,3FC7670E,403DAA9A
429C3920,408B75DE,3FC76C60,403E43D5
429D1241,408BA239,3FC76EA4,403E85CF
429D5ADD,408BB101,3FC76F64,403E9BCF
429FDB88,408C3244,3FC775E9,403F5CAE
42A06F26,408C4FC3,3FC77762,403F88CC
42A0A612,408C5AB6,3FC777EE,403F992E
42A10C46,408C6F0B,3FC778F1,403FB7A0
42A13B7E,408C786B,3FC77968,403FC5AC
42A36883,408CE63B,3FC77ED1,40406A79
42A3816A,408CEB1B,3FC77F0E,404071CD
42A38500,408CEBCF,3FC77F17,404072DB
42A40294,408D0459,3FC7804A,404097C3
42A6AB63,408D881D,3FC786AA,40415E6C
42A8FAC1,408DF8E0,3FC78C0A,40420910
42AB2247,408E60A8,3FC790EB,4042A6A3
42AB32D6,408E63C1,3FC79111,4042AB59
42ACC9EB,408EAF7E,3FC79496,40431EAB
42AE1AAC,408EED9F,3FC79774,40437D77
42B05A04,408F56B1,3FC79C40,40441E32
42B4BA35,40901F7A,3FC7A53F,404552C6
42B720E1,40908B99,3FC7AA00,4045F9BA
42B9F586,40910941,3FC7AF72,4046BC73
42BC56F4,40917175,3FC7B3E6,40475E80
42BE32DA,4091C1EB,3FC7B74D,4047DBFA
42BE4450,4091C4DB,3FC7B76D,4047E090
42BEBA6E,4091D8B3,3FC7B842,4047FF8E
42BEEE7D,4091E16E,3FC7B8A0,40480D33
42BF0CC3,4091E680,3FC7B8D6,40481520
42C2E007,409288E7,3FC7BF92,4049139D
42C2F707,40928CAE,3FC7BFB9,4049198C
42C30137,40928E5A,3FC7BFCB,40491C2C
42C3F88A,4092B6D6,3FC7C173,40495BD2
42C42770,4092BE7D,3FC7C1C3,404967DD
42C726EA,40933ABF,3FC7C6CA,404A2BC0
42C890C3,409374AF,3FC7C91C,404A8757
42CA68A5,4093BFA1,3FC7CC16,404AFE0F
42CB2B60,4093DE5B,3FC7CD4C,404B2ED0
42CFB15F,409492BF,3FC7D452,404C4DF2
42CFB7B1,409493B8,3FC7D45C,404C4F80
42D07133,4094B03F,3FC7D575,404C7D0E
42D0AD19,4094B970,3FC7D5CF,404C8BBD
42D196DC,4094DD35,3FC7D72D,404CC4EE
42D1D5E6,4094E6D3,3FC7D78B,404CD452
42D1F992,4094EC43,3FC7D7C0,404CDD06
42D46DD0,40954B74,3FC7DB5B,404D7598
42D55957,40956EDB,3FC7DCB0,404DAE73
42D63AEA,4095909E,3FC7DDF3,404DE4BC
42D6B541,4095A2DF,3FC7DEA1,404E021B
42D7FDC0,4095D3B0,3FC7E071,404E50B9
42D90BDE,4095FB9B,3FC7E1EB,404E911C
42DE2414,4096B9AC,3FC7E8D8,404FC4BA
42DE4509,4096BE6B,3FC7E903,404FCC6E
42E0CDF1,40971B4F,3FC7EC56,40506373
42E25FA8,4097544B,3FC7EE5C,4050C04E
42E30A93,40976C6B,3FC7EF36,4050E7AA
42E35695,40977720,3FC7EF96,4050F923
42E4E57C,4097AF15,3FC7F18C,40515493
42E60FDC,4097D8B1,3FC7F300,405198A9
42EB2C48,40988CB1,3FC7F930,4052C037
42EB4CA7,40989118,3FC7F957,4052C778
42EF5811,40991CB6,3FC7FE0C,4053ADDE
42F1B170,40996CB9,3FC800B5,40543258
42F409CE,4099BBD3,3FC80350,4054B5A5
42F7EFB2,409A3DA4,3FC80789,40558DCC
42F859BB,409A4B51,3FC807FA,4055A49E
42F8E8D8,409A5DBC,3FC80891,4055C35F
42F9294F,409A6605,3FC808D5,4055D134
42FA2797,409A869D,3FC809E1,405607AD
42FAF1A0,409AA06A,3FC80AB4,405632D7
42FF7D22,409B3375,3FC80F59,40572975
42FFB813,409B3AD6,3FC80F94,405735DC
43000C02,409B46D5,3FC80FF4,40574A09
430188F0,409BA57B,3FC812E4,4057E976
43038895,409C22EA,3FC816BC,4058BD71
4303C41B,409C3161,3FC8172D,4058D5F2
43041C6B,409C46CD,3FC817D3,4058FA3E
4306122B,409CBF71,3FC81B73,4059C720
43075DD9,409D0E3A,3FC81DCA,405A4D54
4307FC89,409D33A7,3FC81EE5,405A8D33
4308B483,409D5ED5,3FC82029,405AD6F9
4308FBE0,409D6F85,3FC820A6,405AF382
4308FF91,409D7062,3FC820AC,405AF4FC
430939DC,409D7DFD,3FC82112,405B0C43
4309BE9E,409D9CE3,3FC821F8,405B412A
430B050A,409DE85F,3FC82427,405BC29D
