# glibc 2.39 logf / atanf / powf(x,0.25f) reference points
#   libc     Ubuntu GLIBC 2.39-0ubuntu8.7, x86-64 with FMA+AVX2
#            (logf and powf are ifunc-dispatched to their -mfma builds;
#             atanf is a plain FUNC, so no contraction)
#   produced by running the live libm through
#   tools/noahmp_wrf461_oracle/libm_ref_dump.c
# These are the functions gfortran calls for LOG, ATAN and **0.25 on a
# REAL(4); none of them is correctly rounded, so both the CPU and the
# CUDA transcriptions are checked against these bits, not against each
# other and not against a correctly-rounded library.
# Every column is an IEEE-754 binary32 bit pattern.
x,logf,atanf,powf025
430CE87A,409E56E7,3FC8274F,405C80B3
430EF519,409ECD2F,3FC82AA5,405D4CD4
430F7525,409EE9CC,3FC82B71,405D7E52
4310EAB6,409F3CB4,3FC82DBE,405E0DF7
431124CF,409F4986,3FC82E18,405E2435
43113E99,409F4F35,3FC82E40,405E2E13
4313D161,409FDF14,3FC8322E,405F285A
4314A8D6,40A00D96,3FC8336F,405F797F
4314DD4D,40A018DF,3FC833BD,405F8D34
43153814,40A02C5D,3FC83443,405FAF41
4315B173,40A0465A,3FC834F5,405FDCAF
431940ED,40A106EA,3FC83A0B,40612E75
431D1EAC,40A1D304,3FC83F4D,406296A3
431E40DC,40A20DE7,3FC840CC,4062FEFA
431E4C47,40A21036,3FC840DB,40630312
431E6352,40A214DF,3FC840F9,40630B54
432034AC,40A2725A,3FC84352,4063B162
4321200C,40A2A13B,3FC8447D,406404D6
43233F3D,40A30C68,3FC84721,4064C412
43234EB9,40A30F71,3FC84734,4064C97F
43280278,40A3F7FC,3FC84CD2,40666A9E
432A73AE,40A46E35,3FC84F9D,40673FD2
432B561A,40A4989B,3FC8509B,40678C77
432BD75B,40A4B0B6,3FC8512B,4067B816
432DB9E3,40A50A14,3FC8533D,40685A17
432FC5C0,40A56A02,3FC8556F,4069087C
4332713E,40A5E581,3FC85839,4069E9BE
43330C48,40A60142,3FC858D8,406A1C7C
4334AA24,40A64AE5,3FC85A7B,406AA350
4335D071,40A67EDB,3FC85BA1,406B02A4
43388A7E,40A6F8CE,3FC85E4A,406BE2F5
43389ED4,40A6FC54,3FC85E5E,406BE974
4338D408,40A7058C,3FC85E91,406BFA72
4339438D,40A718D5,3FC85EFC,406C1E02
4339B9B0,40A72D36,3FC85F6C,406C439D
433A7C78,40A74EB4,3FC86025,406C8177
433B93DD,40A77E81,3FC8612A,406CD9DB
43413667,40A870F9,3FC86643,406E9C2E
4341C96B,40A88949,3FC866C3,406EC985
4343F566,40A8E496,3FC868A3,406F7414
43441AF1,40A8EAB6,3FC868C3,406F7F8B
43444AAA,40A8F27F,3FC868EC,406F8E1B
43476503,40A972FB,3FC86B85,40707F0A
4347684C,40A97382,3FC86B87,40708008
4349EF14,40A9DAA6,3FC86D96,40714221
434B36E5,40AA0E6F,3FC86E9B,4071A3CF
434E25EE,40AA83DA,3FC870E7,407281DF
434F0EE6,40AAA7EF,3FC8719A,4072C646
43505896,40AADABB,3FC87294,407326B0
43522A3D,40AB21F0,3FC873F1,4073AE1B
435393C8,40AB58CE,3FC874FB,407416A5
43551E57,40AB9443,3FC8761A,40748821
43557EEE,40ABA2C1,3FC8765F,4074A3D1
4355B10C,40ABAA43,3FC87683,4074B22C
4358EE62,40AC2585,3FC878CD,40759E40
435BE96D,40AC9550,3FC87ADA,40767522
43623735,40AD7CD6,3FC87F01,4078347F
4363B922,40ADB33F,3FC87FF6,40789E18
43650C5C,40ADE2C7,3FC880CB,4078FA7B
43673782,40AE2FF9,3FC88223,407990CF
43688209,40AE5D97,3FC882EC,4079E9D0
436B142D,40AEB7AC,3FC88477,407A99F0
436C6540,40AEE56D,3FC8853D,407AF395
436ECD7A,40AF386C,3FC886A3,407B9681
436F9525,40AF5322,3FC88715,407BCB07
4371B6E1,40AF9BB4,3FC8884A,407C59F1
4371FC90,40AFA4EC,3FC88871,407C6C1F
4375D59E,40B02629,3FC88A90,407D6B7C
43767E1E,40B03C11,3FC88AEB,407D96DE
4378BE1F,40B08681,3FC88C1F,407E2A82
437A05F3,40B0B092,3FC88CCC,407E7E18
437C12C7,40B0F378,3FC88DDC,407F033C
437C3CE0,40B0F8CF,3FC88DF2,407F0DE1
437EB426,40B14882,3FC88F34,407FACE1
4381771A,40B1CF56,3FC8914E,40805D60
4382B949,40B21E96,3FC89286,4080ACF2
4382F90A,40B22E2D,3FC892C3,4080BCA0
43872B2A,40B3307F,3FC896A5,4081C175
438ABE49,40B40654,3FC899C4,40829AEF
438B5722,40B42982,3FC89A46,4082BED8
438B58E0,40B429E8,3FC89A47,4082BF41
438D9D4D,40B4AE20,3FC89C29,40834695
438E8082,40B4E14E,3FC89CE1,40837B1D
438F3075,40B508B9,3FC89D6F,4083A3A0
439254A6,40B5BA80,3FC89FE4,40845AF4
4392614A,40B5BD43,3FC89FED,40845DD0
4392BAC5,40B5D0CD,3FC8A031,40847206
4392CD99,40B5D4E8,3FC8A040,40847645
4393824A,40B5FC33,3FC8A0C9,40849EF5
4393D455,40B60DFA,3FC8A106,4084B162
43943E19,40B624D7,3FC8A155,4084C918
439586FB,40B66B87,3FC8A248,40851281
4395873C,40B66B95,3FC8A248,4085128F
439638D7,40B69181,3FC8A2CA,40853A01
43966332,40B69A85,3FC8A2E9,40854364
439A12B4,40B760DD,3FC8A584,40861284
439B9833,40B7B15D,3FC8A68E,408666F0
439D6462,40B80F76,3FC8A7C2,4086C9E3
439D98E5,40B81A22,3FC8A7E5,4086D520
43A15B82,40B8DB4B,3FC8AA51,4087A133
43A1C215,40B8EF9C,3FC8AA91,4087B6BC
43A26EFB,40B911BE,3FC8AAFD,4087DAF1
43A27B8F,40B91439,3FC8AB05,4087DD92
43A53F48,40B99E6E,3FC8ACB5,40887095
43A6734F,40B9D9DD,3FC8AD6C,4088AFFE
43A68EF6,40B9DF2E,3FC8AD7D,4088B5AB
43A87986,40BA3CE4,3FC8AE9B,408919E6
43ACFBA2,40BB1538,3FC8B124,408A0260
43B0F573,40BBCF5F,3FC8B345,408ACBA8
43B1BE53,40BBF39E,3FC8B3AD,408AF2FB
43B274D0,40BC1468,3FC8B40B,408B1698
43B7B388,40BD01B5,3FC8B6AA,408C1963
43BAB633,40BD86DD,3FC8B81B,408CAB6D
43BE6DBD,40BE2858,3FC8B9D1,408D5D54
43BF0A1D,40BE4294,3FC8BA18,408D7A51
43BF3C59,40BE4AFD,3FC8BA2E,408D839D
43BFA91B,40BE5D2B,3FC8BA5F,408D97B7
43C0AF2A,40BE88CE,3FC8BAD3,408DC805
43C3DDD6,40BF0EFF,3FC8BC35,408E5CF6
43C42F87,40BF1C55,3FC8BC57,408E6BCC
43C43231,40BF1CC4,3FC8BC59,408E6C48
43C52331,40BF43FB,3FC8BCBF,408E97F0
43C6423D,40BF7272,3FC8BD37,408ECBBC
43C76F58,40BFA2E6,3FC8BDB4,408F01D5
43C7C4E9,40BFB09E,3FC8BDD7,408F112A
43C8264D,40BFC034,3FC8BDFF,408F2296
43C92CBB,40BFEA0E,3FC8BE6A,408F516A
43C95AC9,40BFF160,3FC8BE7C,408F599E
43CB3233,40C03BF4,3FC8BF39,408FAD3C
43CE485B,40C0B775,3FC8C06E,4090381F
43D01365,40C0FE5B,3FC8C11D,40908818
43D1B458,40C13E3B,3FC8C1BA,4090D049
43D22DDF,40C150C1,3FC8C1E7,4090E540
43D2B6DE,40C16596,3FC8C21A,4090FCD6
43D36B9E,40C180FD,3FC8C25C,40911BE4
43D37386,40C1822F,3FC8C25F,40911D3F
43D44A98,40C1A2AB,3FC8C2AD,40914217
43D463B9,40C1A675,3FC8C2B7,40914664
43D9BFBC,40C2729B,3FC8C49D,40922ED1
43DCD03F,40C2E518,3FC8C5A8,4092B1CB
43DDC4A2,40C3086F,3FC8C5FA,4092DA51
43E15AB2,40C38BD8,3FC8C727,40937163
43E28B7D,40C3B703,3FC8C788,4093A325
43E3D13E,40C3E4E5,3FC8C7F0,4093D81B
43E431EC,40C3F277,3FC8C80E,4093E7C8
43E4FB1A,40C40EA1,3FC8C84D,40940856
43E961DF,40C4AA99,3FC8C9A7,4094BD26
43EE83BA,40C55CCC,3FC8CB2A,40958CC8
43EF0835,40C56E8D,3FC8CB50,4095A188
43EF3364,40C57454,3FC8CB5C,4095A849
43EFADF6,40C584B6,3FC8CB7F,4095BB72
43F27633,40C5E341,3FC8CC48,40962A33
43F3795C,40C60563,3FC8CC90,40965244
43F4FC29,40C63811,3FC8CCFA,40968DD4
43F8077C,40C69D3C,3FC8CDCC,40970502
43F84DA7,40C6A649,3FC8CDDF,40970FAF
43F9B699,40C6D4AB,3FC8CE3E,40974677
43FC497C,40C728AC,3FC8CEEA,4097A9DE
43FCAF54,40C73594,3FC8CF04,4097B92A
43FD0D99,40C74182,3FC8CF1C,4097C74F
43FE679B,40C76D25,3FC8CF74,4097FB17
4400272B,40C7AA24,3FC8CFEE,40984394
4401BE42,40C80F2B,3FC8D0B7,4098BBF1
44022BD0,40C82A25,3FC8D0EC,4098DC24
4402F7DA,40C85C26,3FC8D14E,409917E8
44066BD5,40C93156,3FC8D2E9,409A17B8
4406F83D,40C952B2,3FC8D329,409A3FE5
440705AC,40C955E1,3FC8D32F,409A43BC
4407777D,40C970CF,3FC8D362,409A6434
4407B73C,40C97FDA,3FC8D37E,409A765A
440B2C9E,40CA4E00,3FC8D4FE,409B6FE7
440D5BF8,40CACD9C,3FC8D5E7,409C0B2B
440E2709,40CAFB73,3FC8D63A,409C4317
440E898A,40CB1198,3FC8D662,409C5E22
440EBA3F,40CB1C86,3FC8D675,409C6B7C
440EBDAD,40CB1D4B,3FC8D677,409C6C6D
44105A7C,40CB7951,3FC8D71B,409CDD0B
441224D1,40CBDE4B,3FC8D7CD,409D58FB
4414DF83,40CC75DF,3FC8D8D4,409E13BE
4415C88B,40CCA7CF,3FC8D929,409E5176
4415CF7D,40CCA94B,3FC8D92C,409E534C
441C4768,40CE0394,3FC8DB6F,40A001E5
441E139B,40CE6146,3FC8DC08,40A07730
441FC0AC,40CEB7AC,3FC8DC93,40A0E3A5
4422A253,40CF4A1D,3FC8DD7C,40A19C20
4422D884,40CF54C5,3FC8DD8C,40A1A995
4422DC4B,40CF5583,3FC8DD8E,40A1AA85
4423D754,40CF86B0,3FC8DDDB,40A1E8AD
44245615,40CF9F69,3FC8DE01,40A207F5
44245B00,40CFA05E,3FC8DE03,40A2092B
4424A794,40CFAF43,3FC8DE1A,40A21C08
4426343A,40CFFBFD,3FC8DE91,40A27D51
442B3317,40D0EE96,3FC8E001,40A3B26D
442B6CB9,40D0F95A,3FC8E011,40A3C032
442C9D37,40D131FF,3FC8E065,40A408B9
442CE326,40D13EF3,3FC8E078,40A41953
442FEF65,40D1CE1C,3FC8E14B,40A4D143
44354209,40D2C247,3FC8E2A9,40A60CD6
4435D99B,40D2DCFE,3FC8E2CE,40A62F82
44366FCF,40D2F762,3FC8E2F3,40A651C8
4438DBA1,40D36362,3FC8E38A,40A6DE59
44396D0D,40D37C85,3FC8E3AD,40A6FF21
443A5755,40D3A4DA,3FC8E3E4,40A733C8
443B1DDE,40D3C6E0,3FC8E413,40A7603F
443C0233,40D3EDD5,3FC8E448,40A79338
443CC058,40D40E21,3FC8E474,40A7BD86
443D3D43,40D42348,3FC8E491,40A7D940
443F6208,40D47F8E,3FC8E50D,40A8526C
4440F1EE,40D4C226,3FC8E565,40A8AA15
4441280F,40D4CB1F,3FC8E571,40A8B5E8
44414907,40D4D095,3FC8E579,40A8BD1B
444237DC,40D4F807,3FC8E5AD,40A8F122
44424A77,40D4FB17,3FC8E5B1,40A8F52E
44441498,40D54633,3FC8E613,40A95870
4444B7F6,40D560D1,3FC8E636,40A97BAB
4447CC1A,40D5E008,3FC8E6DA,40AA246F
44483594,40D5F0E8,3FC8E6F0,40AA3AE0
444980DD,40D625B0,3FC8E733,40AA811F
444A788D,40D64CED,3FC8E765,40AAB56D
44515B77,40D75EEB,3FC8E8BA,40AC245E
4452EBD5,40D79BE3,3FC8E904,40AC7670
44537C6D,40D7B1CB,3FC8E91E,40AC93F7
44538D69,40D7B45D,3FC8E921,40AC976E
445582EE,40D7FFE0,3FC8E97C,40ACFD5E
445848DA,40D86997,3FC8E9FA,40AD8C78
44595AAF,40D89201,3FC8EA2A,40ADC34C
445A2453,40D8AFA3,3FC8EA4D,40ADEB8B
445AB759,40D8C52D,3FC8EA66,40AE08D1
445C6D8F,40D9050A,3FC8EAB1,40AE5FBC
445F283D,40D969D9,3FC8EB25,40AEE946
4463130C,40D9F866,3FC8EBC7,40AFAC7F
44631BB5,40D9F99E,3FC8EBC8,40AFAE2C
4464DD56,40DA38BB,3FC8EC0F,40B004DF
4466A208,40DA77C8,3FC8EC56,40B05BAA
4466D0CD,40DA7E45,3FC8EC5D,40B0649A
4466E6CF,40DA8152,3FC8EC60,40B068CE
446709DC,40DA862D,3FC8EC66,40B06F80
44689551,40DABCC4,3FC8ECA2,40B0BACF
446A438B,40DAF7BF,3FC8ECE3,40B10C51
446AB828,40DB07A9,3FC8ECF4,40B12255
446D8941,40DB6962,3FC8ED5E,40B1A9C5
446EF15C,40DB99C1,3FC8ED92,40B1ECF5
446FA8CA,40DBB248,3FC8EDAC,40B20F11
44700E5A,40DBBFD5,3FC8EDBB,40B221EB
4471DC29,40DBFD29,3FC8EDFC,40B27759
447230B6,40DC0857,3FC8EE08,40B286F0
447293F8,40DC1572,3FC8EE15,40B29938
4474EAE8,40DC6413,3FC8EE68,40B30710
4478C5A0,40DCE3FE,3FC8EEED,40B3BA53
447E68F2,40DD9B94,3FC8EFA7,40B4BCD3
4480074C,40DDD071,3FC8EFDC,40B50788
4480A31D,40DDF74B,3FC8F003,40B53E83
44828C32,40DE7011,3FC8F07B,40B5E9D6
44845C52,40DEE10C,3FC8F0E9,40B68AAF
448667CA,40DF5EA3,3FC8F161,40B73E21
448936D0,40E00810,3FC8F201,40B8314E
448AA100,40E05C19,3FC8F24F,40B8AA63
448BB918,40E09C7F,3FC8F28A,40B90763
44914C3A,40E1DCFE,3FC8F3AA,40BAD8F3
4493F166,40E270CA,3FC8F42B,40BBB12F
44949723,40E29490,3FC8F44A,40BBE5AA
4497A3B6,40E33AF6,3FC8F4D8,40BCDA8E
4497DAAB,40E3468D,3FC8F4E1,40BCEBA8
4498E7C5,40E37F10,3FC8F511,40BD3F23
4499532A,40E39582,3FC8F524,40BD6055
44997B1D,40E39DD7,3FC8F52B,40BD6CAA
4499FFE1,40E3B97A,3FC8F542,40BD9593
449A2BB3,40E3C293,3FC8F549,40BDA30E
449C3E9C,40E4300A,3FC8F5A4,40BE4580
449C7540,40E43B39,3FC8F5AD,40BE5620
449C8996,40E43F61,3FC8F5B0,40BE5C4F
449DEC9D,40E487A3,3FC8F5EB,40BEC7E3
44A334D1,40E59526,3FC8F6C2,40C05B3F
44A3D33A,40E5B426,3FC8F6DA,40C089DB
44A5D75C,40E6185A,3FC8F728,40C120CF
44A784C6,40E66ACB,3FC8F767,40C19D5B
44A82F3D,40E68B4A,3FC8F780,40C1CE8A
44A946F9,40E6C058,3FC8F7A8,40C21EEE
44AB7F6B,40E72B1A,3FC8F7F8,40C2C11A
44ABD994,40E73BE9,3FC8F805,40C2DAAE
44AC37E9,40E74D75,3FC8F812,40C2F566
44AE15C9,40E7A5C6,3FC8F853,40C37C18
44AFFF90,40E7FF4F,3FC8F895,40C40507
44B20428,40E85CB4,3FC8F8D8,40C49441
44B6B3EB,40E93195,3FC8F96F,40C5DC40
44B7AEE0,40E95D6B,3FC8F98E,40C6200F
44B834DF,40E974BB,3FC8F99E,40C64427
44B92732,40E99EB8,3FC8F9BB,40C6853B
44B95826,40E9A72C,3FC8F9C1,40C69259
44BE31F4,40EA7AD1,3FC8FA51,40C7DBBE
44C0D1E6,40EAEB19,3FC8FA9D,40C88B5B
44C117C5,40EAF6AF,3FC8FAA4,40C89D83
44C2BF54,40EB3C94,3FC8FAD2,40C90B2D
44C626E6,40EBCA8E,3FC8FB2F,40C9EAA7
44C96833,40EC5008,3FC8FB84,40CABDA4
44CAB369,40EC847C,3FC8FBA6,40CB10CB
44D24F9C,40EDB269,3FC8FC61,40CCF1FF
44D2569A,40EDB37A,3FC8FC61,40CCF3B3
44D501B5,40EE1ABF,3FC8FCA0,40CD9951
44D58986,40EE2F20,3FC8FCAC,40CDBA0F
44D5F8DF,40EE3FCB,3FC8FCB6,40CDD4DC
44D80000,40EE8D11,3FC8FCE4,40CE5143
44D97941,40EEC4C4,3FC8FD05,40CEAB1E
44D9D07D,40EED197,3FC8FD0D,40CEBFD5
44DA4D64,40EEE3EC,3FC8FD17,40CEDD72
44DB1850,40EF019D,3FC8FD29,40CF0D74
44DE308C,40EF7483,3FC8FD6B,40CFC7A4
44E01E0A,40EFBB48,3FC8FD94,40D03AA4
44E19B62,40EFF18C,3FC8FDB3,40D092FF
44E20A26,40F0013F,3FC8FDBC,40D0AC94
44E29130,40F01457,3FC8FDC7,40D0CBB8
44E30CC3,40F025C6,3FC8FDD0,40D0E82A
44E5C27F,40F086F8,3FC8FE07,40D18708
44E76E10,40F0C24E,3FC8FE28,40D1E83F
44E8DDA5,40F0F4F9,3FC8FE44,40D23B67
44E8EF1E,40F0F760,3FC8FE45,40D23F58
44EC00F6,40F162A0,3FC8FE80,40D2EFCD
44ED35D4,40F18C66,3FC8FE96,40D334AF
44EE7949,40F1B7EB,3FC8FEAE,40D37C8B
44EF5AE6,40F1D623,3FC8FEBE,40D3AE7E
44F0387A,40F1F3B5,3FC8FECE,40D3DF6B
44F14499,40F21758,3FC8FEE1,40D41A71
44F293AA,40F243AA,3FC8FEF8,40D463EE
44F2E1A5,40F24DF2,3FC8FEFD,40D474FE
44F2F051,40F24FE1,3FC8FEFE,40D47833
44F47C01,40F283D5,3FC8FF1A,40D4CE83
44F4FAF5,40F2946F,3FC8FF22,40D4EA1E
44F51C16,40F298C3,3FC8FF25,40D4F150
44F774B2,40F2E6CD,3FC8FF4D,40D5734B
44FC4F4E,40F385EF,3FC8FF9F,40D67D4F
44FEA2C9,40F3D11C,3FC8FFC5,40D6FB6D
45008276,40F41D6E,3FC8FFEB,40D77BC2
4500834C,40F41DA3,3FC8FFEB,40D77C1C
4501DC75,40F47323,3FC90015,40D80C3B
45020338,40F47CAE,3FC9001A,40D81C58
450572BA,40F55258,3FC90082,40D98643
4505EDD9,40F56FD0,3FC90090,40D9B85E
45060223,40F574A9,3FC90092,40D9C09D
4506AAB5,40F59CD1,3FC900A5,40DA04F7
4506FB7D,40F5AFFD,3FC900AF,40DA25A2
45075F17,40F5C791,3FC900BA,40DA4DD4
4508CDC0,40F61DC9,3FC900E2,40DAE112
450CFBBF,40F71453,3FC90154,40DC883C
450FA4C6,40F7AD76,3FC90199,40DD90B2
45108659,40F7DF8F,3FC901AF,40DDE77B
4510ABD2,40F7E7DA,3FC901B3,40DDF5DC
451148F6,40F80A89,3FC901C2,40DE3209
45141758,40F8A741,3FC90206,40DF42BD
45144162,40F8B056,3FC9020A,40DF5294
45151CF2,40F8DF97,3FC9021F,40DFA515
4515F6FC,40F90E3F,3FC90233,40DFF6AA
451921D4,40F9B977,3FC9027B,40E12308
451EB4C4,40FADE5B,3FC902F3,40E3287F
4520D0B5,40FB4A82,3FC9031E,40E3E8BF
45213CFD,40FB6006,3FC90327,40E40F13
45241CB6,40FBF0C1,3FC90360,40E51182
4525D7D5,40FC46B4,3FC90381,40E5AB87
4525F1B7,40FC4BB2,3FC90383,40E5B47C
4528D0F5,40FCD844,3FC903B9,40E6B14A
45293B74,40FCEC6D,3FC903C1,40E6D5A3
452A8B57,40FD2BB2,3FC903D8,40E747D8
452AFD93,40FD411A,3FC903E0,40E76E89
452B65D1,40FD5496,3FC903E8,40E791C6
452BCD2A,40FD67DC,3FC903EF,40E7B4A7
452CE9FF,40FD9CBE,3FC90403,40E81475
452D2271,40FDA72E,3FC90406,40E82763
452D8CAB,40FDBACA,3FC9040E,40E84AF7
45304E7F,40FE3BE9,3FC9043D,40E935C1
4539CD92,40FFE9AF,3FC904D5,40EC49F0
453A316A,40FFFADC,3FC904DB,40EC69A8
453CBC6D,410034FF,3FC90501,40ED3741
45400618,41007BBB,3FC90530,40EE3E03
454047E5,41008136,3FC90534,40EE5269
4541AC7A,41009EC7,3FC90548,40EEC09A
45421F63,4100A842,3FC9054E,40EEE3FC
4544835F,4100DA64,3FC9056F,40EF9F67
4545FCD7,4100F903,3FC90583,40F01226
454859AB,41012999,3FC905A2,40F0C8AE
454B716C,41016858,3FC905CA,40F1B533
454E858B,4101A5DD,3FC905F0,40F29DF9
45506837,4101CB17,3FC90607,40F32B3F
45539071,410208AC,3FC9062C,40F415AE
4553D343,41020DB9,3FC90630,40F428F2
45566C94,41023FAC,3FC9064E,40F4E7C9
455EAD13,4102DA58,3FC906A8,40F73A79
455EE2CC,4102DE34,3FC906AA,40F74961
455FAB40,4102EC91,3FC906B3,40F780E7
456039B9,4102F6BF,3FC906B8,40F7A848
45615E62,41030B94,3FC906C4,40F7F8F0
456212F8,41031861,3FC906CC,40F82A8E
45621C22,41031907,3FC906CC,40F82D12
45627D1C,41031FE2,3FC906D0,40F847A9
45629E4C,4103223A,3FC906D1,40F850C1
4564CC64,41034971,3FC906E7,40F8E917
45650757,41034D90,3FC906E9,40F8F91D
45697A2D,41039C5C,3FC90715,40FA2C63
456C2D98,4103CB78,3FC9072F,40FAE4CE
456D1822,4103DB54,3FC90737,40FB2301
457114A0,41041F9F,3FC9075C,40FC2F8D
45726456,410435D7,3FC90768,40FC872A
4572DC65,41043DC2,3FC9076C,40FCA669
4576607A,410478A2,3FC9078B,40FD8F3E
457A2ED4,4104B76C,3FC907AB,40FE887E
457A30B9,4104B78B,3FC907AB,40FE88F9
457D7697,4104ECC8,3FC907C6,40FF5D0A
457EDEFA,41050377,3FC907D2,40FFB7A0
458023D0,41051A0B,3FC907DD,410008F3
4580F786,41053465,3FC907EA,41003DB5
4582471A,41055DD1,3FC907FE,410090D0
4582BF7E,41056C93,3FC90806,4100AE79
45835AE9,41057F8D,3FC9080F,4100D4A6
4583771F,410582FC,3FC90811,4100DB90
4583F3A6,4105921D,3FC90818,4100FA09
4586B69D,4105E6F4,3FC90841,4101A574
4586C4EA,4105E8A7,3FC90842,4101A8E5
458AB8A5,41065F0A,3FC90879,4102999B
458B03EC,410667B6,3FC9087D,4102AB4F
458B49E9,41066FC2,3FC90881,4102BBBE
458C61A2,41068FC4,3FC9088F,4102FD30
458DE21D,4106BB5A,3FC908A3,41035684
4590A6D6,41070A81,3FC908C6,4103F958
45917654,41072164,3FC908D0,41042892
45926A64,41073C26,3FC908DC,41045FDF
45959AD2,41079469,3FC90902,410516EA
45961CAA,4107A246,3FC90908,410533C2
45964492,4107A686,3FC9090A,41053C9B
45970424,4107BADF,3FC90913,410566FE
45974529,4107C1C1,3FC90916,41057557
45984FBC,4107DDDA,3FC90922,4105AFFC
45991363,4107F25B,3FC9092A,4105DAD6
45994BEA,4107F842,3FC9092D,4105E730
459AD03D,41082097,3FC9093D,41063BAD
459B0907,41082675,3FC90940,410647FA
459BCA2C,41083A57,3FC90948,410671B9
459C0A9C,410840F4,3FC9094B,41067F9E
459C4138,4108468C,3FC9094D,41068B61
459CC0FE,4108539C,3FC90952,4106A6DA
459D3135,41085F0C,3FC90957,4106BEED
459D315F,41085F11,3FC90957,4106BEF6
459ED672,410889B4,3FC90968,410718D8
459F05B1,41088E75,3FC9096A,410722E3
459FCBDD,4108A259,3FC90972,41074CE9
45A05D44,4108B0E2,3FC90978,41076BA6
45A1299B,4108C538,3FC90980,410796B5
45A154B4,4108C97F,3FC90982,41079FC5
45A4B365,41091E2C,3FC909A3,410853AC
45A65D1B,41094752,3FC909B3,4108AB6F
45A9E56F,41099D62,3FC909D4,410963B4
45AA389A,4109A535,3FC909D7,41097481
45AAB5A0,4109B0F1,3FC909DB,41098DB7
45ABD214,4109CB85,3FC909E5,4109C6E1
45ADB597,4109F84C,3FC909F6,410A2768
45AED2B0,410A1279,3FC909FF,410A5FF5
45AF0CAA,410A17C6,3FC90A01,410A6B6D
45AFD1AA,410A29BE,3FC90A08,410A924E
45B0A434,410A3CDB,3FC90A0F,410ABBB7
45B0EB7F,410A434F,3FC90A11,410AC9B5
45B11D19,410A47CB,3FC90A13,410AD36E
45B1F369,410A5B1C,3FC90A1A,410AFD5A
45B278ED,410A6718,3FC90A1E,410B1765
45B286CE,410A6857,3FC90A1E,410B1A19
45B7AE53,410ADCEC,3FC90A47,410C1864
45B9DADA,410B0D1E,3FC90A58,410C820B
45BA4B74,410B16CC,3FC90A5B,410C974E
45BC7E56,410B46DC,3FC90A6C,410D0109
45BD8C8E,410B5DBB,3FC90A74,410D3377
45BF80C8,410B87BD,3FC90A82,410D9044
45C03206,410B9686,3FC90A87,410DB0FA
45C1698F,410BB060,3FC90A8F,410DEA42
45C19A1A,410BB463,3FC90A91,410DF329
45C71991,410C2716,3FC90AB6,410EF272
45C7D3C0,410C3605,3FC90ABB,410F13D2
45C7E288,410C3734,3FC90ABB,410F1677
45C8248A,410C3C7C,3FC90ABD,410F2246
45CCAE9B,410C9858,3FC90ADA,410FF04B
45CF192C,410CC86A,3FC90AE9,41105C90
45D1D60E,410CFE36,3FC90AF9,4110D61B
45D1F241,410D005C,3FC90AFA,4110DAF8
45D2F3E1,410D13F2,3FC90B00,41110754
45D5872C,410D45A6,3FC90B0F,41117821
45D8F19E,410D86A7,3FC90B22,41120C2D
45D96603,410D8F3B,3FC90B25,41121FC0
45DD03EA,410DD2D0,3FC90B39,4112BA60
45DE29D6,410DE809,3FC90B3F,4112EB10
45DEA4A3,410DF0DF,3FC90B41,4112FF59
45E1F5C6,410E2D71,3FC90B52,41138ABA
45E28941,410E37DF,3FC90B55,4113A2C8
45E5C9F7,410E7244,3FC90B66,411429BA
45E77C26,410E9063,3FC90B6E,41146F86
45E797B0,410E924A,3FC90B6F,411473F0
45EA895A,410EC608,3FC90B7D,4114EC24
45EBF9EB,410EDF19,3FC90B84,41152683
45EC0B7B,410EE04A,3FC90B84,4115294A
45ED6289,410EF77A,3FC90B8A,41155F5E
45F165C0,410F3C22,3FC90B9D,4115FFF2
45F1D8E2,410F43C2,3FC90B9F,411611D2
45F5E277,410F8792,3FC90BB1,4116B12A
45F91DE5,410FBD10,3FC90BBE,41172F51
45FA287A,410FCE26,3FC90BC3,411757B3
45FA6B89,410FD26F,3FC90BC4,411761D7
45FBC408,410FE863,3FC90BC9,411795CC
45FC3672,410FEFA7,3FC90BCB,4117A702
4600DBB0,41104812,3FC90BE1,41187917
4601F101,41106A5C,3FC90BEA,4118CADE
46028FE3,41107DE1,3FC90BEF,4118F97D
4602B750,411082B5,3FC90BF0,41190508
4603C314,4110A35A,3FC90BF8,41195329
46043E5F,4110B24C,3FC90BFB,411976FB
4607BACF,41111CDF,3FC90C15,411A775F
4607BF29,41111D62,3FC90C15,411A789C
4607F19E,41112354,3FC90C16,411A86F4
46089670,411136AE,3FC90C1B,411AB5B6
460A5347,41116A76,3FC90C27,411B3314
460A88F5,411170AA,3FC90C29,411B4220
460C5D5E,4111A669,3FC90C35,411BC4B8
460CB288,4111B01B,3FC90C37,411BDC54
460CB88E,4111B0CA,3FC90C37,411BDDFF
460D5D8B,4111C382,3FC90C3B,411C0B9A
460EFF8A,4111F28C,3FC90C46,411C7E75
460F439F,4111FA28,3FC90C48,411C9112
460FACA2,411205DE,3FC90C4A,411CADBB
4611629F,4112365B,3FC90C55,411D249C
461268D3,4112531C,3FC90C5B,411D6B46
4613FB5A,41127EDD,3FC90C65,411DD70B
4613FEE6,41127F3F,3FC90C65,411DD7FD
46140BB9,411280A2,3FC90C65,411DDB68
4615AF39,4112ADB9,3FC90C6F,411E4AC5
