case,role,name,hex,value
veg_warm_night_rain,in,THAIR,43918000,  2.910000000E+02
veg_warm_night_rain,in,LWDN,43BA0000,  3.720000000E+02
veg_warm_night_rain,in,UU,3FE66666,  1.799999952E+00
veg_warm_night_rain,in,VV,3ECCCCCD,  4.000000060E-01
veg_warm_night_rain,in,ZREF,41A00000,  2.000000000E+01
veg_warm_night_rain,in,CO2AIR,42200000,  4.000000000E+01
veg_warm_night_rain,in,O2AIR,46A5A000,  2.120000000E+04
veg_warm_night_rain,in,SOLAD_+1,00000000,  0.000000000E+00
veg_warm_night_rain,in,SOLAI_+1,00000000,  0.000000000E+00
veg_warm_night_rain,in,SOLAD_+2,00000000,  0.000000000E+00
veg_warm_night_rain,in,SOLAI_+2,00000000,  0.000000000E+00
veg_warm_night_rain,in,COSZ,00000000,  0.000000000E+00
veg_warm_night_rain,in,IGS,3F800000,  1.000000000E+00
veg_warm_night_rain,in,EAIR,44EA1FD2,  1.872994385E+03
veg_warm_night_rain,in,TBOT,43900000,  2.880000000E+02
veg_warm_night_rain,in,ZSNSO_-2,00000000,  0.000000000E+00
veg_warm_night_rain,in,DZSNSO_-2,00000000,  0.000000000E+00
veg_warm_night_rain,in,STC_-2,00000000,  0.000000000E+00
veg_warm_night_rain,in,ZSNSO_-1,00000000,  0.000000000E+00
veg_warm_night_rain,in,DZSNSO_-1,00000000,  0.000000000E+00
veg_warm_night_rain,in,STC_-1,00000000,  0.000000000E+00
veg_warm_night_rain,in,ZSNSO_+0,00000000,  0.000000000E+00
veg_warm_night_rain,in,DZSNSO_+0,00000000,  0.000000000E+00
veg_warm_night_rain,in,STC_+0,00000000,  0.000000000E+00
veg_warm_night_rain,in,ZSNSO_+1,BDCCCCCD, -1.000000015E-01
veg_warm_night_rain,in,DZSNSO_+1,3DCCCCCD,  1.000000015E-01
veg_warm_night_rain,in,STC_+1,43920000,  2.920000000E+02
veg_warm_night_rain,in,ZSNSO_+2,BECCCCCD, -4.000000060E-01
veg_warm_night_rain,in,DZSNSO_+2,3E99999A,  3.000000119E-01
veg_warm_night_rain,in,STC_+2,43918000,  2.910000000E+02
veg_warm_night_rain,in,ZSNSO_+3,BF800000, -1.000000000E+00
veg_warm_night_rain,in,DZSNSO_+3,3F19999A,  6.000000238E-01
veg_warm_night_rain,in,STC_+3,43910000,  2.900000000E+02
veg_warm_night_rain,in,ZSNSO_+4,C0000000, -2.000000000E+00
veg_warm_night_rain,in,DZSNSO_+4,3F800000,  1.000000000E+00
veg_warm_night_rain,in,STC_+4,43904000,  2.885000000E+02
veg_warm_night_rain,in,ZSOIL_+1,BDCCCCCD, -1.000000015E-01
veg_warm_night_rain,in,SH2O_+1,3E99999A,  3.000000119E-01
veg_warm_night_rain,in,SMC_+1,3E99999A,  3.000000119E-01
veg_warm_night_rain,in,ZSOIL_+2,BECCCCCD, -4.000000060E-01
veg_warm_night_rain,in,SH2O_+2,3E9C28F6,  3.050000072E-01
veg_warm_night_rain,in,SMC_+2,3E9C28F6,  3.050000072E-01
veg_warm_night_rain,in,ZSOIL_+3,BF800000, -1.000000000E+00
veg_warm_night_rain,in,SH2O_+3,3E99999A,  3.000000119E-01
veg_warm_night_rain,in,SMC_+3,3E99999A,  3.000000119E-01
veg_warm_night_rain,in,ZSOIL_+4,C0000000, -2.000000000E+00
veg_warm_night_rain,in,SH2O_+4,3E947AE1,  2.899999917E-01
veg_warm_night_rain,in,SMC_+4,3E947AE1,  2.899999917E-01
veg_warm_night_rain,in,SNICE_-2,00000000,  0.000000000E+00
veg_warm_night_rain,in,SNLIQ_-2,00000000,  0.000000000E+00
veg_warm_night_rain,in,SNICE_-1,00000000,  0.000000000E+00
veg_warm_night_rain,in,SNLIQ_-1,00000000,  0.000000000E+00
veg_warm_night_rain,in,SNICE_+0,00000000,  0.000000000E+00
veg_warm_night_rain,in,SNLIQ_+0,00000000,  0.000000000E+00
veg_warm_night_rain,in,ELAI,405291A0,  3.290138245E+00
veg_warm_night_rain,in,ESAI,3F5A3B2D,  8.524654508E-01
veg_warm_night_rain,in,FWET,3EC6ECDB,  3.885258138E-01
veg_warm_night_rain,in,FOLN,3F800000,  1.000000000E+00
veg_warm_night_rain,in,FVEG,3F4CCCCD,  8.000000119E-01
veg_warm_night_rain,in,PAHV,3F73C49E,  9.522188902E-01
veg_warm_night_rain,in,PAHG,BF985AE3, -1.190273643E+00
veg_warm_night_rain,in,PAHB,C020D1B7, -2.512799978E+00
veg_warm_night_rain,in,QSNOW,00000000,  0.000000000E+00
veg_warm_night_rain,in,LAT,3F29C77A,  6.632000208E-01
veg_warm_night_rain,in,CANLIQ,3DA47C9C,  8.031579852E-02
veg_warm_night_rain,in,CANICE,00000000,  0.000000000E+00
veg_warm_night_rain,in,TV,43918000,  2.910000000E+02
veg_warm_night_rain,in,TG,4391C000,  2.915000000E+02
veg_warm_night_rain,in,SNOWH,00000000,  0.000000000E+00
veg_warm_night_rain,in,EAH,44ED8000,  1.900000000E+03
veg_warm_night_rain,in,TAH,4391999A,  2.912000122E+02
veg_warm_night_rain,in,SNEQVO,00000000,  0.000000000E+00
veg_warm_night_rain,in,SNEQV,00000000,  0.000000000E+00
veg_warm_night_rain,in,ALBOLD,3F266666,  6.499999762E-01
veg_warm_night_rain,in,CM,3C23D70A,  9.999999776E-03
veg_warm_night_rain,in,CH,3C23D70A,  9.999999776E-03
veg_warm_night_rain,in,DX,453B8000,  3.000000000E+03
veg_warm_night_rain,in,DZ8W,42200000,  4.000000000E+01
veg_warm_night_rain,in,Q2,3C47E282,  1.219999976E-02
veg_warm_night_rain,in,TAUSS,00000000,  0.000000000E+00
veg_warm_night_rain,in,LAISUN,00000000,  0.000000000E+00
veg_warm_night_rain,in,LAISHA,00000000,  0.000000000E+00
veg_warm_night_rain,in,RB,00000000,  0.000000000E+00
veg_warm_night_rain,in,QC,00000000,  0.000000000E+00
veg_warm_night_rain,in,QSFC,3C47E282,  1.219999976E-02
veg_warm_night_rain,in,PSFC,47BBE400,  9.620000000E+04
veg_warm_night_rain,in,ACC_SSOIL,00000000,  0.000000000E+00
veg_warm_night_rain,in,JULIAN,4348E666,  2.008999939E+02
veg_warm_night_rain,in,PRCP,3A9D4952,  1.200000057E-03
veg_warm_night_rain,in,FB,00000000,  0.000000000E+00
veg_warm_night_rain,out,Z0WRF,3DF5C28F,  1.199999973E-01
veg_warm_night_rain,undef,IMELT_-2,00000000,  0.000000000E+00
veg_warm_night_rain,undef,HCPCT_-2,00000000,  0.000000000E+00
veg_warm_night_rain,out,STC_-2,00000000,  0.000000000E+00
veg_warm_night_rain,undef,IMELT_-1,00000000,  0.000000000E+00
veg_warm_night_rain,undef,HCPCT_-1,00000000,  0.000000000E+00
veg_warm_night_rain,out,STC_-1,00000000,  0.000000000E+00
veg_warm_night_rain,undef,IMELT_+0,00000000,  0.000000000E+00
veg_warm_night_rain,undef,HCPCT_+0,00000000,  0.000000000E+00
veg_warm_night_rain,out,STC_+0,00000000,  0.000000000E+00
veg_warm_night_rain,out,IMELT_+1,00000000,                0
veg_warm_night_rain,out,HCPCT_+1,4A11C8DA,  2.388534500E+06
veg_warm_night_rain,out,STC_+1,4391FF43,  2.919942322E+02
veg_warm_night_rain,out,IMELT_+2,00000000,                0
veg_warm_night_rain,out,HCPCT_+2,4A130FF6,  2.409469500E+06
veg_warm_night_rain,out,STC_+2,4391800C,  2.910003662E+02
veg_warm_night_rain,out,IMELT_+3,00000000,                0
veg_warm_night_rain,out,HCPCT_+3,4A11C8DA,  2.388534500E+06
veg_warm_night_rain,out,STC_+3,43910001,  2.900000305E+02
veg_warm_night_rain,out,IMELT_+4,00000000,                0
veg_warm_night_rain,out,HCPCT_+4,4A0F3AA3,  2.346664750E+06
veg_warm_night_rain,out,STC_+4,43904002,  2.885000610E+02
veg_warm_night_rain,undef,SNICEV_-2,00000000,  0.000000000E+00
veg_warm_night_rain,undef,SNLIQV_-2,00000000,  0.000000000E+00
veg_warm_night_rain,undef,EPORE_-2,00000000,  0.000000000E+00
veg_warm_night_rain,out,SNICE_-2,00000000,  0.000000000E+00
veg_warm_night_rain,out,SNLIQ_-2,00000000,  0.000000000E+00
veg_warm_night_rain,undef,SNICEV_-1,00000000,  0.000000000E+00
veg_warm_night_rain,undef,SNLIQV_-1,00000000,  0.000000000E+00
veg_warm_night_rain,undef,EPORE_-1,00000000,  0.000000000E+00
veg_warm_night_rain,out,SNICE_-1,00000000,  0.000000000E+00
veg_warm_night_rain,out,SNLIQ_-1,00000000,  0.000000000E+00
veg_warm_night_rain,undef,SNICEV_+0,00000000,  0.000000000E+00
veg_warm_night_rain,undef,SNLIQV_+0,00000000,  0.000000000E+00
veg_warm_night_rain,undef,EPORE_+0,00000000,  0.000000000E+00
veg_warm_night_rain,out,SNICE_+0,00000000,  0.000000000E+00
veg_warm_night_rain,out,SNLIQ_+0,00000000,  0.000000000E+00
veg_warm_night_rain,out,BTRANI_+1,3DCB97CA,  9.941060841E-02
veg_warm_night_rain,out,SH2O_+1,3E99999A,  3.000000119E-01
veg_warm_night_rain,out,SMC_+1,3E99999A,  3.000000119E-01
veg_warm_night_rain,out,BTRANI_+2,3E9BB65E,  3.041257262E-01
veg_warm_night_rain,out,SH2O_+2,3E9C28F7,  3.050000370E-01
veg_warm_night_rain,out,SMC_+2,3E9C28F7,  3.050000370E-01
veg_warm_night_rain,out,BTRANI_+3,3F18B1D7,  5.964636207E-01
veg_warm_night_rain,out,SH2O_+3,3E99999A,  3.000000119E-01
veg_warm_night_rain,out,SMC_+3,3E99999A,  3.000000119E-01
veg_warm_night_rain,undef,BTRANI_+4,00000000,  0.000000000E+00
veg_warm_night_rain,out,SH2O_+4,3E947AE1,  2.899999917E-01
veg_warm_night_rain,out,SMC_+4,3E947AE1,  2.899999917E-01
veg_warm_night_rain,out,ALBSND_+1,00000000,  0.000000000E+00
veg_warm_night_rain,out,ALBSNI_+1,00000000,  0.000000000E+00
veg_warm_night_rain,out,ALBSND_+2,00000000,  0.000000000E+00
veg_warm_night_rain,out,ALBSNI_+2,00000000,  0.000000000E+00
veg_warm_night_rain,out,T2M,43917B28,  2.909621582E+02
veg_warm_night_rain,out,FSNO,00000000,  0.000000000E+00
veg_warm_night_rain,out,SAV,00000000,  0.000000000E+00
veg_warm_night_rain,out,SAG,00000000,  0.000000000E+00
veg_warm_night_rain,out,QMELT,00000000,  0.000000000E+00
veg_warm_night_rain,out,FSA,00000000,  0.000000000E+00
veg_warm_night_rain,out,FSR,00000000,  0.000000000E+00
veg_warm_night_rain,out,TAUX,BC97277C, -1.845144480E-02
veg_warm_night_rain,out,TAUY,BB865BFE, -4.100321792E-03
veg_warm_night_rain,out,FIRA,420B54EE,  3.483293915E+01
veg_warm_night_rain,out,FSH,BED14B32, -4.087768197E-01
veg_warm_night_rain,out,FCEV,4190FC7A,  1.812327957E+01
veg_warm_night_rain,out,FGEV,4037E4C4,  2.873337746E+00
veg_warm_night_rain,out,FCTR,3D68C5E8,  5.682936311E-02
veg_warm_night_rain,out,TRAD,43918A6B,  2.910813904E+02
veg_warm_night_rain,out,PSN,00000000,  0.000000000E+00
veg_warm_night_rain,out,APAR,00000000,  0.000000000E+00
veg_warm_night_rain,out,SSOIL,C171A0C6, -1.510175133E+01
veg_warm_night_rain,out,BTRAN,3F75DB4B,  9.603773952E-01
veg_warm_night_rain,out,PONDING,00000000,  0.000000000E+00
veg_warm_night_rain,out,TS,4391744F,  2.909086609E+02
veg_warm_night_rain,out,LATHEAV,4A193900,  2.510400000E+06
veg_warm_night_rain,out,LATHEAG,4A193900,  2.510400000E+06
veg_warm_night_rain,out,FROZEN_CANOPY,00000000,                0
veg_warm_night_rain,out,FROZEN_GROUND,00000000,                0
veg_warm_night_rain,out,TV,43917902,  2.909453735E+02
veg_warm_night_rain,out,TG,4391C299,  2.915202942E+02
veg_warm_night_rain,out,SNOWH,00000000,  0.000000000E+00
veg_warm_night_rain,out,EAH,44F9C02F,  1.998005737E+03
veg_warm_night_rain,out,TAH,43917AE3,  2.909600525E+02
veg_warm_night_rain,out,SNEQVO,00000000,  0.000000000E+00
veg_warm_night_rain,out,SNEQV,00000000,  0.000000000E+00
veg_warm_night_rain,out,ALBOLD,3F266666,  6.499999762E-01
veg_warm_night_rain,out,CM,3B9F5829,  4.862804431E-03
veg_warm_night_rain,out,CH,3C12F93A,  8.970553055E-03
veg_warm_night_rain,out,TAUSS,00000000,  0.000000000E+00
veg_warm_night_rain,out,LAISUN,00000000,  0.000000000E+00
veg_warm_night_rain,out,LAISHA,405291A0,  3.290138245E+00
veg_warm_night_rain,out,RB,00000000,  0.000000000E+00
veg_warm_night_rain,out,QSFC,3C56CA75,  1.310979296E-02
veg_warm_night_rain,out,T2MV,43917D01,  2.909765930E+02
veg_warm_night_rain,out,T2MB,439173C3,  2.909043884E+02
veg_warm_night_rain,undef,FSRV,00000000,  0.000000000E+00
veg_warm_night_rain,undef,FSRG,00000000,  0.000000000E+00
veg_warm_night_rain,undef,BGAP,00000000,  0.000000000E+00
veg_warm_night_rain,undef,WGAP,00000000,  0.000000000E+00
veg_warm_night_rain,out,RSSUN,469B525B,  1.988117773E+04
veg_warm_night_rain,out,RSSHA,469B525B,  1.988117773E+04
veg_warm_night_rain,out,TGV,4391DADE,  2.917098999E+02
veg_warm_night_rain,out,TGB,43916185,  2.907618713E+02
veg_warm_night_rain,out,Q1,3C559F96,  1.303853653E-02
veg_warm_night_rain,out,Q2V,3C4DF7A2,  1.257124729E-02
veg_warm_night_rain,out,Q2B,3C4D6C23,  1.253798883E-02
veg_warm_night_rain,out,Q2E,3C4DDBBC,  1.256459579E-02
veg_warm_night_rain,out,CHV,3C2F4AD5,  1.069899369E-02
veg_warm_night_rain,out,CHB,3B06CB32,  2.056789119E-03
veg_warm_night_rain,out,EMISSI,3F7E7663,  9.939939380E-01
veg_warm_night_rain,out,PAH,BF00A7C6, -5.025600195E-01
veg_warm_night_rain,out,CANHS,C2238381, -4.087842178E+01
veg_warm_night_rain,out,SHG,3F5B0306,  8.555148840E-01
veg_warm_night_rain,out,SHC,BF7B0E6F, -9.806889892E-01
veg_warm_night_rain,out,SHB,BF0FFFEE, -5.624989271E-01
veg_warm_night_rain,out,EVG,40199D93,  2.400242567E+00
veg_warm_night_rain,out,EVB,409880C4,  4.765718460E+00
veg_warm_night_rain,out,GHV,C1122001, -9.132813454E+00
veg_warm_night_rain,out,GHB,C21BE8F7, -3.897750473E+01
veg_warm_night_rain,out,IRG,4095FA1F,  4.686782360E+00
veg_warm_night_rain,out,IRC,41C50CBC,  2.463121796E+01
veg_warm_night_rain,out,IRB,42010BC2,  3.226148224E+01
veg_warm_night_rain,out,TR,3D68C5E8,  5.682936311E-02
veg_warm_night_rain,out,EVC,4190FC7A,  1.812327957E+01
veg_warm_night_rain,out,CHLEAF,3E29AE5A,  1.657041609E-01
veg_warm_night_rain,out,CHUC,3A823437,  9.933774127E-04
veg_warm_night_rain,out,CHV2,3C9F8F48,  1.947750151E-02
veg_warm_night_rain,out,CHB2,3B6139AE,  3.436665516E-03
veg_warm_night_rain,out,EFLXB,C0E4F5F9, -7.155025959E+00
veg_warm_night_rain,out,ACC_SSOIL,C171A0C6, -1.510175133E+01
snowpack_frozen_soil,cfg,VEGTYP,00000001,                1
snowpack_frozen_soil,cfg,SOILTYPE,00000006,                6
snowpack_frozen_soil,cfg,SLOPETYPE,00000001,                1
snowpack_frozen_soil,cfg,SOILCOLOR,00000004,                4
snowpack_frozen_soil,cfg,CROPTYPE,00000000,                0
snowpack_frozen_soil,cfg,YEARLEN,0000016D,              365
snowpack_frozen_soil,par,URBAN_FLAG,00000000,                0
snowpack_frozen_soil,par,NROOT,00000004,                4
snowpack_frozen_soil,par,ISBARREN,00000010,               16
snowpack_frozen_soil,par,MFSNO,3F800000,  1.000000000E+00
snowpack_frozen_soil,par,SCFFAC,3C03126F,  8.000000380E-03
snowpack_frozen_soil,par,Z0SNO,3B03126F,  2.000000095E-03
snowpack_frozen_soil,par,Z0MVT,3F8B851F,  1.090000033E+00
snowpack_frozen_soil,par,HVT,41A00000,  2.000000000E+01
snowpack_frozen_soil,par,CWPVT,3E3851EC,  1.800000072E-01
snowpack_frozen_soil,par,SNOW_EMIS,3F733333,  9.499999881E-01
snowpack_frozen_soil,par,RSURF_EXP,40A00000,  5.000000000E+00
snowpack_frozen_soil,par,RSURF_SNOW,42480000,  5.000000000E+01
snowpack_frozen_soil,par,EG_+1,3F7851EC,  9.700000286E-01
snowpack_frozen_soil,par,EG_+2,3F7AE148,  9.800000191E-01
snowpack_frozen_soil,par,SMCMAX_+1,3EE0C49C,  4.390000105E-01
snowpack_frozen_soil,par,SMCREF_+1,3EA872B0,  3.289999962E-01
snowpack_frozen_soil,par,SMCWLT_+1,3D872B02,  6.599999964E-02
snowpack_frozen_soil,par,PSISAT_+1,3EB5C28F,  3.549999893E-01
snowpack_frozen_soil,par,BEXP_+1,40A80000,  5.250000000E+00
snowpack_frozen_soil,par,SMCMAX_+2,3EE0C49C,  4.390000105E-01
snowpack_frozen_soil,par,SMCREF_+2,3EA872B0,  3.289999962E-01
snowpack_frozen_soil,par,SMCWLT_+2,3D872B02,  6.599999964E-02
snowpack_frozen_soil,par,PSISAT_+2,3EB5C28F,  3.549999893E-01
snowpack_frozen_soil,par,BEXP_+2,40A80000,  5.250000000E+00
snowpack_frozen_soil,par,SMCMAX_+3,3EE0C49C,  4.390000105E-01
snowpack_frozen_soil,par,SMCREF_+3,3EA872B0,  3.289999962E-01
snowpack_frozen_soil,par,SMCWLT_+3,3D872B02,  6.599999964E-02
snowpack_frozen_soil,par,PSISAT_+3,3EB5C28F,  3.549999893E-01
snowpack_frozen_soil,par,BEXP_+3,40A80000,  5.250000000E+00
snowpack_frozen_soil,par,SMCMAX_+4,3EE0C49C,  4.390000105E-01
snowpack_frozen_soil,par,SMCREF_+4,3EA872B0,  3.289999962E-01
snowpack_frozen_soil,par,SMCWLT_+4,3D872B02,  6.599999964E-02
snowpack_frozen_soil,par,PSISAT_+4,3EB5C28F,  3.549999893E-01
snowpack_frozen_soil,par,BEXP_+4,40A80000,  5.250000000E+00
snowpack_frozen_soil,seed,SHDFAC,3F0CCCCD,  5.500000119E-01
snowpack_frozen_soil,seed,SHDMAX,3F333333,  6.999999881E-01
snowpack_frozen_soil,seed,LAI,40800000,  4.000000000E+00
snowpack_frozen_soil,seed,SAI,3ECCCCCD,  4.000000060E-01
snowpack_frozen_soil,seed,SOLDN,433E0000,  1.900000000E+02
snowpack_frozen_soil,seed,PRCPCONV,00000000,  0.000000000E+00
snowpack_frozen_soil,seed,PRCPNONC,3A1D4952,  6.000000285E-04
snowpack_frozen_soil,seed,PRCPSHCV,00000000,  0.000000000E+00
snowpack_frozen_soil,seed,PRCPSNOW,3A1D4952,  6.000000285E-04
snowpack_frozen_soil,seed,PRCPGRPL,00000000,  0.000000000E+00
snowpack_frozen_soil,seed,PRCPHAIL,00000000,  0.000000000E+00
snowpack_frozen_soil,seed,SNODEP,3E4CCCCD,  2.000000030E-01
snowpack_frozen_soil,seed,SWE,42480000,  5.000000000E+01
snowpack_frozen_soil,seed,TROOT,43898334,  2.750250244E+02
snowpack_frozen_soil,seed,BDFALL,4289DE39,  6.893402863E+01
snowpack_frozen_soil,seed,RAIN,00000000,  0.000000000E+00
snowpack_frozen_soil,seed,SNOWFALL,3A1D4952,  6.000000285E-04
snowpack_frozen_soil,seed,FP,3F06BCA2,  5.263158083E-01
snowpack_frozen_soil,seed,FPICE,3F800000,  1.000000000E+00
snowpack_frozen_soil,seed,QRAIN,00000000,  0.000000000E+00
snowpack_frozen_soil,seed,SNOWHIN,36C369DE,  5.823777428E-06
snowpack_frozen_soil,seed,CMC,3F1CA64F,  6.119126678E-01
snowpack_frozen_soil,seed,QINTR,00000000,  0.000000000E+00
snowpack_frozen_soil,seed,QDRIPR,00000000,  0.000000000E+00
snowpack_frozen_soil,seed,QTHROR,00000000,  0.000000000E+00
snowpack_frozen_soil,seed,QINTS,3967CA5F,  2.210526582E-04
snowpack_frozen_soil,seed,QDRIPS,396836C0,  2.214564011E-04
snowpack_frozen_soil,seed,QTHROS,393CBE63,  1.800000173E-04
snowpack_frozen_soil,seed,SWDOWN,433E0000,  1.900000000E+02
snowpack_frozen_soil,seed,QPRECC,387BA883,  6.000000212E-05
snowpack_frozen_soil,seed,QPRECL,3A0D8ECA,  5.400000373E-04
snowpack_frozen_soil,in,ICE,00000000,                0
snowpack_frozen_soil,in,IST,00000001,                1
snowpack_frozen_soil,in,ISNOW,FFFFFFFE,               -2
snowpack_frozen_soil,in,ILOC,00000001,                1
snowpack_frozen_soil,in,JLOC,00000001,                1
snowpack_frozen_soil,in,DT,42700000,  6.000000000E+01
snowpack_frozen_soil,in,RHOAIR,3F9BD6E9,  1.217496037E+00
snowpack_frozen_soil,in,SFCPRS,47B3B000,  9.200000000E+04
snowpack_frozen_soil,in,QAIR,3AD1B717,  1.599999960E-03
snowpack_frozen_soil,in,SFCTMP,43838000,  2.630000000E+02
snowpack_frozen_soil,in,THAIR,43838000,  2.630000000E+02
snowpack_frozen_soil,in,LWDN,43610000,  2.250000000E+02
snowpack_frozen_soil,in,UU,40B00000,  5.500000000E+00
snowpack_frozen_soil,in,VV,40000000,  2.000000000E+00
snowpack_frozen_soil,in,ZREF,41A00000,  2.000000000E+01
snowpack_frozen_soil,in,CO2AIR,42200000,  4.000000000E+01
snowpack_frozen_soil,in,O2AIR,46A5A000,  2.120000000E+04
snowpack_frozen_soil,in,SOLAD_+1,42850000,  6.650000000E+01
snowpack_frozen_soil,in,SOLAI_+1,41E40001,  2.850000191E+01
snowpack_frozen_soil,in,SOLAD_+2,42850000,  6.650000000E+01
snowpack_frozen_soil,in,SOLAI_+2,41E40001,  2.850000191E+01
snowpack_frozen_soil,in,COSZ,3E8F5C29,  2.800000012E-01
snowpack_frozen_soil,in,IGS,00000000,  0.000000000E+00
snowpack_frozen_soil,in,EAIR,436C6D12,  2.364260559E+02
snowpack_frozen_soil,in,TBOT,438B0000,  2.780000000E+02
snowpack_frozen_soil,in,ZSNSO_-2,00000000,  0.000000000E+00
snowpack_frozen_soil,in,DZSNSO_-2,00000000,  0.000000000E+00
snowpack_frozen_soil,in,STC_-2,00000000,  0.000000000E+00
snowpack_frozen_soil,in,ZSNSO_-1,BD4CCCCD, -5.000000075E-02
snowpack_frozen_soil,in,DZSNSO_-1,3D4CCCCD,  5.000000075E-02
snowpack_frozen_soil,in,STC_-1,43840000,  2.640000000E+02
snowpack_frozen_soil,in,ZSNSO_+0,BE4CCCCD, -2.000000030E-01
snowpack_frozen_soil,in,DZSNSO_+0,3E19999A,  1.500000060E-01
snowpack_frozen_soil,in,STC_+0,43840000,  2.640000000E+02
snowpack_frozen_soil,in,ZSNSO_+1,BE99999A, -3.000000119E-01
snowpack_frozen_soil,in,DZSNSO_+1,3DCCCCCE,  1.000000089E-01
snowpack_frozen_soil,in,STC_+1,43874000,  2.705000000E+02
snowpack_frozen_soil,in,ZSNSO_+2,BF19999A, -6.000000238E-01
snowpack_frozen_soil,in,DZSNSO_+2,3E99999A,  3.000000119E-01
snowpack_frozen_soil,in,STC_+2,43880000,  2.720000000E+02
snowpack_frozen_soil,in,ZSNSO_+3,BF99999A, -1.200000048E+00
snowpack_frozen_soil,in,DZSNSO_+3,3F19999A,  6.000000238E-01
snowpack_frozen_soil,in,STC_+3,43890000,  2.740000000E+02
snowpack_frozen_soil,in,ZSNSO_+4,C00CCCCD, -2.200000048E+00
snowpack_frozen_soil,in,DZSNSO_+4,3F800000,  1.000000000E+00
snowpack_frozen_soil,in,STC_+4,438A8000,  2.770000000E+02
snowpack_frozen_soil,in,ZSOIL_+1,BDCCCCCD, -1.000000015E-01
snowpack_frozen_soil,in,SH2O_+1,3DB851EC,  9.000000358E-02
snowpack_frozen_soil,in,SMC_+1,3E99999A,  3.000000119E-01
snowpack_frozen_soil,in,ZSOIL_+2,BECCCCCD, -4.000000060E-01
snowpack_frozen_soil,in,SH2O_+2,3E0F5C29,  1.400000006E-01
snowpack_frozen_soil,in,SMC_+2,3E9EB852,  3.100000024E-01
snowpack_frozen_soil,in,ZSOIL_+3,BF800000, -1.000000000E+00
snowpack_frozen_soil,in,SH2O_+3,3EA3D70A,  3.199999928E-01
snowpack_frozen_soil,in,SMC_+3,3EA3D70A,  3.199999928E-01
snowpack_frozen_soil,in,ZSOIL_+4,C0000000, -2.000000000E+00
snowpack_frozen_soil,in,SH2O_+4,3EA8F5C3,  3.300000131E-01
snowpack_frozen_soil,in,SMC_+4,3EA8F5C3,  3.300000131E-01
snowpack_frozen_soil,in,SNICE_-2,00000000,  0.000000000E+00
snowpack_frozen_soil,in,SNLIQ_-2,00000000,  0.000000000E+00
snowpack_frozen_soil,in,SNICE_-1,41480000,  1.250000000E+01
snowpack_frozen_soil,in,SNLIQ_-1,00000000,  0.000000000E+00
snowpack_frozen_soil,in,SNICE_+0,42160000,  3.750000000E+01
snowpack_frozen_soil,in,SNLIQ_+0,00000000,  0.000000000E+00
snowpack_frozen_soil,in,ELAI,40800000,  4.000000000E+00
snowpack_frozen_soil,in,ESAI,3ECCCCCD,  4.000000060E-01
snowpack_frozen_soil,in,FWET,3DCEAF44,  1.009202302E-01
snowpack_frozen_soil,in,FOLN,3F800000,  1.000000000E+00
snowpack_frozen_soil,in,FVEG,3F333333,  6.999999881E-01
snowpack_frozen_soil,in,PAHV,BFC689F3, -1.551084876E+00
snowpack_frozen_soil,in,PAHG,3EA997B3,  3.312354982E-01
snowpack_frozen_soil,in,PAHB,BFA0D1B8, -1.256400108E+00
snowpack_frozen_soil,in,QSNOW,39D27A92,  4.014564329E-04
snowpack_frozen_soil,in,LAT,3F490FF9,  7.853999734E-01
snowpack_frozen_soil,in,CANLIQ,00000000,  0.000000000E+00
snowpack_frozen_soil,in,CANICE,3F1CA64F,  6.119126678E-01
snowpack_frozen_soil,in,TV,43844000,  2.645000000E+02
snowpack_frozen_soil,in,TG,43840000,  2.640000000E+02
snowpack_frozen_soil,in,SNOWH,3E4CCCCD,  2.000000030E-01
snowpack_frozen_soil,in,EAH,433E0000,  1.900000000E+02
snowpack_frozen_soil,in,TAH,4384199A,  2.642000122E+02
snowpack_frozen_soil,in,SNEQVO,42480000,  5.000000000E+01
snowpack_frozen_soil,in,SNEQV,42480000,  5.000000000E+01
snowpack_frozen_soil,in,ALBOLD,3F266666,  6.499999762E-01
snowpack_frozen_soil,in,CM,3C23D70A,  9.999999776E-03
snowpack_frozen_soil,in,CH,3C23D70A,  9.999999776E-03
snowpack_frozen_soil,in,DX,453B8000,  3.000000000E+03
snowpack_frozen_soil,in,DZ8W,42200000,  4.000000000E+01
snowpack_frozen_soil,in,Q2,3AD1B717,  1.599999960E-03
snowpack_frozen_soil,in,TAUSS,00000000,  0.000000000E+00
snowpack_frozen_soil,in,LAISUN,00000000,  0.000000000E+00
snowpack_frozen_soil,in,LAISHA,00000000,  0.000000000E+00
snowpack_frozen_soil,in,RB,00000000,  0.000000000E+00
snowpack_frozen_soil,in,QC,00000000,  0.000000000E+00
snowpack_frozen_soil,in,QSFC,3AD1B717,  1.599999960E-03
snowpack_frozen_soil,in,PSFC,47B3B000,  9.200000000E+04
snowpack_frozen_soil,in,ACC_SSOIL,00000000,  0.000000000E+00
snowpack_frozen_soil,in,JULIAN,41766666,  1.539999962E+01
snowpack_frozen_soil,in,PRCP,3A1D4952,  6.000000285E-04
snowpack_frozen_soil,in,FB,00000000,  0.000000000E+00
snowpack_frozen_soil,out,Z0WRF,3F8B851F,  1.090000033E+00
snowpack_frozen_soil,undef,IMELT_-2,00000000,  0.000000000E+00
snowpack_frozen_soil,undef,HCPCT_-2,00000000,  0.000000000E+00
