case,vegtype,soiltype,slopetype,soilcolor,field,index,value
snow_ice,15,16,1,8,LAIM,4,0.00000000
snow_ice,15,16,1,8,LAIM,5,0.00000000
snow_ice,15,16,1,8,LAIM,6,0.00000000
snow_ice,15,16,1,8,LAIM,7,0.00000000
snow_ice,15,16,1,8,LAIM,8,0.00000000
snow_ice,15,16,1,8,LAIM,9,0.00000000
snow_ice,15,16,1,8,LAIM,10,0.00000000
snow_ice,15,16,1,8,LAIM,11,0.00000000
snow_ice,15,16,1,8,LAIM,12,0.00000000
snow_ice,15,16,1,8,SLA,0,0.00000000
snow_ice,15,16,1,8,DILEFC,0,0.00000000
snow_ice,15,16,1,8,DILEFW,0,0.00000000
snow_ice,15,16,1,8,FRAGR,0,0.00000000
snow_ice,15,16,1,8,LTOVRC,0,0.00000000
snow_ice,15,16,1,8,C3PSN,0,1.00000000
snow_ice,15,16,1,8,KC25,0,30.0000000
snow_ice,15,16,1,8,AKC,0,2.09999990
snow_ice,15,16,1,8,KO25,0,30000.0000
snow_ice,15,16,1,8,AKO,0,1.20000005
snow_ice,15,16,1,8,VCMX25,0,0.00000000
snow_ice,15,16,1,8,AVCMX,0,2.40000010
snow_ice,15,16,1,8,BP,0,0.999999987E+15
snow_ice,15,16,1,8,MP,0,9.00000000
snow_ice,15,16,1,8,QE25,0,0.00000000
snow_ice,15,16,1,8,AQE,0,1.00000000
snow_ice,15,16,1,8,RMF25,0,0.00000000
snow_ice,15,16,1,8,RMS25,0,0.00000000
snow_ice,15,16,1,8,RMR25,0,0.00000000
snow_ice,15,16,1,8,ARM,0,2.00000000
snow_ice,15,16,1,8,FOLNMX,0,0.00000000
snow_ice,15,16,1,8,TMIN,0,0.00000000
snow_ice,15,16,1,8,XL,0,0.00000000
snow_ice,15,16,1,8,RHOL,1,0.00000000
snow_ice,15,16,1,8,RHOL,2,0.00000000
snow_ice,15,16,1,8,RHOS,1,0.00000000
snow_ice,15,16,1,8,RHOS,2,0.00000000
snow_ice,15,16,1,8,TAUL,1,0.00000000
snow_ice,15,16,1,8,TAUL,2,0.00000000
snow_ice,15,16,1,8,TAUS,1,0.00000000
snow_ice,15,16,1,8,TAUS,2,0.00000000
snow_ice,15,16,1,8,MRP,0,0.00000000
snow_ice,15,16,1,8,CWPVT,0,0.180000007
snow_ice,15,16,1,8,WRRAT,0,0.00000000
snow_ice,15,16,1,8,WDPOOL,0,0.00000000
snow_ice,15,16,1,8,TDLEF,0,0.00000000
snow_ice,15,16,1,8,NROOT,0,1
snow_ice,15,16,1,8,RGL,0,999.000000
snow_ice,15,16,1,8,RSMIN,0,999.000000
snow_ice,15,16,1,8,HS,0,999.000000
snow_ice,15,16,1,8,TOPT,0,298.000000
snow_ice,15,16,1,8,RSMAX,0,5000.00000
snow_ice,15,16,1,8,ALBSAT,1,0.500000007E-1
snow_ice,15,16,1,8,ALBSAT,2,0.100000001
snow_ice,15,16,1,8,ALBDRY,1,0.100000001
snow_ice,15,16,1,8,ALBDRY,2,0.200000003
snow_ice,15,16,1,8,ALBICE,1,0.800000012
snow_ice,15,16,1,8,ALBICE,2,0.550000012
snow_ice,15,16,1,8,ALBLAK,1,0.600000024
snow_ice,15,16,1,8,ALBLAK,2,0.400000006
snow_ice,15,16,1,8,OMEGAS,1,0.800000012
snow_ice,15,16,1,8,OMEGAS,2,0.400000006
snow_ice,15,16,1,8,BETADS,0,0.500000000
snow_ice,15,16,1,8,BETAIS,0,0.500000000
snow_ice,15,16,1,8,EG,1,0.970000029
snow_ice,15,16,1,8,EG,2,0.980000019
snow_ice,15,16,1,8,CO2,0,0.395000010E-3
snow_ice,15,16,1,8,O2,0,0.209000006
snow_ice,15,16,1,8,TIMEAN,0,10.5000000
snow_ice,15,16,1,8,FSATMX,0,0.379999995
snow_ice,15,16,1,8,Z0SNO,0,0.200000009E-2
snow_ice,15,16,1,8,SSI,0,0.299999993E-1
snow_ice,15,16,1,8,SNOW_RET_FAC,0,0.499999987E-4
snow_ice,15,16,1,8,SNOW_EMIS,0,0.949999988
snow_ice,15,16,1,8,SWEMX,0,1.00000000
snow_ice,15,16,1,8,TAU0,0,1000000.00
snow_ice,15,16,1,8,GRAIN_GROWTH,0,5000.00000
snow_ice,15,16,1,8,EXTRA_GROWTH,0,10.0000000
snow_ice,15,16,1,8,DIRT_SOOT,0,0.300000012
snow_ice,15,16,1,8,BATS_COSZ,0,2.00000000
snow_ice,15,16,1,8,BATS_VIS_NEW,0,0.949999988
snow_ice,15,16,1,8,BATS_NIR_NEW,0,0.649999976
snow_ice,15,16,1,8,BATS_VIS_AGE,0,0.200000003
snow_ice,15,16,1,8,BATS_NIR_AGE,0,0.500000000
snow_ice,15,16,1,8,BATS_VIS_DIR,0,0.400000006
snow_ice,15,16,1,8,BATS_NIR_DIR,0,0.400000006
snow_ice,15,16,1,8,RSURF_SNOW,0,50.0000000
snow_ice,15,16,1,8,RSURF_EXP,0,5.00000000
snow_ice,15,16,1,8,KLAT_FAC,0,1.79999995
snow_ice,15,16,1,8,TDSMC_FAC,0,0.899999976
snow_ice,15,16,1,8,TD_DC,0,20.0000000
snow_ice,15,16,1,8,TD_DCOEF,0,0.700000003E-1
snow_ice,15,16,1,8,TD_RADI,0,0.700000003E-1
snow_ice,15,16,1,8,TD_SPAC,0,60.0000000
snow_ice,15,16,1,8,TD_DDRAIN,0,1.20000005
snow_ice,15,16,1,8,TD_DEPTH,0,4
snow_ice,15,16,1,8,TD_ADEPTH,0,2.00000000
snow_ice,15,16,1,8,DRAIN_LAYER_OPT,0,4
snow_ice,15,16,1,8,TD_D,0,1.00000000
snow_ice,15,16,1,8,BEXP,1,4.26000023
snow_ice,15,16,1,8,BEXP,2,4.26000023
snow_ice,15,16,1,8,BEXP,3,4.26000023
snow_ice,15,16,1,8,BEXP,4,4.26000023
snow_ice,15,16,1,8,DKSAT,1,0.141000000E-4
snow_ice,15,16,1,8,DKSAT,2,0.141000000E-4
snow_ice,15,16,1,8,DKSAT,3,0.141000000E-4
snow_ice,15,16,1,8,DKSAT,4,0.141000000E-4
snow_ice,15,16,1,8,DWSAT,1,0.514000021E-5
snow_ice,15,16,1,8,DWSAT,2,0.514000021E-5
snow_ice,15,16,1,8,DWSAT,3,0.514000021E-5
snow_ice,15,16,1,8,DWSAT,4,0.514000021E-5
snow_ice,15,16,1,8,PSISAT,1,0.359999985E-1
snow_ice,15,16,1,8,PSISAT,2,0.359999985E-1
snow_ice,15,16,1,8,PSISAT,3,0.359999985E-1
snow_ice,15,16,1,8,PSISAT,4,0.359999985E-1
snow_ice,15,16,1,8,QUARTZ,1,0.250000000
snow_ice,15,16,1,8,QUARTZ,2,0.250000000
snow_ice,15,16,1,8,QUARTZ,3,0.250000000
snow_ice,15,16,1,8,QUARTZ,4,0.250000000
snow_ice,15,16,1,8,SMCDRY,1,0.280000009E-1
snow_ice,15,16,1,8,SMCDRY,2,0.280000009E-1
snow_ice,15,16,1,8,SMCDRY,3,0.280000009E-1
snow_ice,15,16,1,8,SMCDRY,4,0.280000009E-1
snow_ice,15,16,1,8,SMCMAX,1,0.421000004
snow_ice,15,16,1,8,SMCMAX,2,0.421000004
snow_ice,15,16,1,8,SMCMAX,3,0.421000004
snow_ice,15,16,1,8,SMCMAX,4,0.421000004
snow_ice,15,16,1,8,SMCREF,1,0.282999992
snow_ice,15,16,1,8,SMCREF,2,0.282999992
snow_ice,15,16,1,8,SMCREF,3,0.282999992
snow_ice,15,16,1,8,SMCREF,4,0.282999992
snow_ice,15,16,1,8,SMCWLT,1,0.280000009E-1
snow_ice,15,16,1,8,SMCWLT,2,0.280000009E-1
snow_ice,15,16,1,8,SMCWLT,3,0.280000009E-1
snow_ice,15,16,1,8,SMCWLT,4,0.280000009E-1
snow_ice,15,16,1,8,F1,0,-1.04400003
snow_ice,15,16,1,8,REFDK,0,0.199999999E-5
snow_ice,15,16,1,8,REFKDT,0,3.00000000
snow_ice,15,16,1,8,BVIC,0,1.00000000
snow_ice,15,16,1,8,AXAJ,0,0.170000009E-1
snow_ice,15,16,1,8,BXAJ,0,1.00000000
snow_ice,15,16,1,8,XXAJ,0,1.00000000
snow_ice,15,16,1,8,BDVIC,0,1.00000000
snow_ice,15,16,1,8,GDVIC,0,0.100000005E-2
snow_ice,15,16,1,8,BBVIC,0,1.00000000
snow_ice,15,16,1,8,CSOIL,0,2000000.00
snow_ice,15,16,1,8,ZBOT,0,-8.00000000
snow_ice,15,16,1,8,CZIL,0,0.100000001
snow_ice,15,16,1,8,SLOPE,0,0.100000001
snow_ice,15,16,1,8,KDT,0,21.1500015
snow_ice,15,16,1,8,FRZX,0,0.196443796
water,17,12,4,4,ISWATER,0,17
water,17,12,4,4,ISBARREN,0,16
water,17,12,4,4,ISICE,0,15
water,17,12,4,4,ISCROP,0,12
water,17,12,4,4,EBLFOREST,0,2
water,17,12,4,4,URBAN_FLAG,0,0
water,17,12,4,4,CH2OP,0,0.100000001
water,17,12,4,4,DLEAF,0,0.399999991E-1
water,17,12,4,4,Z0MVT,0,0.00000000
water,17,12,4,4,HVT,0,0.00000000
water,17,12,4,4,HVB,0,0.00000000
water,17,12,4,4,DEN,0,0.999999978E-2
water,17,12,4,4,RC,0,0.999999978E-2
water,17,12,4,4,MFSNO,0,3.00000000
water,17,12,4,4,SCFFAC,0,0.299999993E-1
water,17,12,4,4,CBIOM,0,0.199999996E-1
water,17,12,4,4,SAIM,1,0.00000000
water,17,12,4,4,SAIM,2,0.00000000
water,17,12,4,4,SAIM,3,0.00000000
water,17,12,4,4,SAIM,4,0.00000000
water,17,12,4,4,SAIM,5,0.00000000
water,17,12,4,4,SAIM,6,0.00000000
water,17,12,4,4,SAIM,7,0.00000000
water,17,12,4,4,SAIM,8,0.00000000
water,17,12,4,4,SAIM,9,0.00000000
water,17,12,4,4,SAIM,10,0.00000000
water,17,12,4,4,SAIM,11,0.00000000
water,17,12,4,4,SAIM,12,0.00000000
water,17,12,4,4,LAIM,1,0.00000000
water,17,12,4,4,LAIM,2,0.00000000
water,17,12,4,4,LAIM,3,0.00000000
water,17,12,4,4,LAIM,4,0.00000000
water,17,12,4,4,LAIM,5,0.00000000
water,17,12,4,4,LAIM,6,0.00000000
water,17,12,4,4,LAIM,7,0.00000000
water,17,12,4,4,LAIM,8,0.00000000
water,17,12,4,4,LAIM,9,0.00000000
water,17,12,4,4,LAIM,10,0.00000000
water,17,12,4,4,LAIM,11,0.00000000
water,17,12,4,4,LAIM,12,0.00000000
water,17,12,4,4,SLA,0,0.00000000
water,17,12,4,4,DILEFC,0,0.00000000
water,17,12,4,4,DILEFW,0,0.00000000
water,17,12,4,4,FRAGR,0,0.00000000
water,17,12,4,4,LTOVRC,0,0.00000000
water,17,12,4,4,C3PSN,0,1.00000000
water,17,12,4,4,KC25,0,30.0000000
water,17,12,4,4,AKC,0,2.09999990
water,17,12,4,4,KO25,0,30000.0000
water,17,12,4,4,AKO,0,1.20000005
water,17,12,4,4,VCMX25,0,0.00000000
water,17,12,4,4,AVCMX,0,2.40000010
water,17,12,4,4,BP,0,0.999999987E+15
water,17,12,4,4,MP,0,9.00000000
water,17,12,4,4,QE25,0,0.00000000
water,17,12,4,4,AQE,0,1.00000000
water,17,12,4,4,RMF25,0,0.00000000
water,17,12,4,4,RMS25,0,0.00000000
water,17,12,4,4,RMR25,0,0.00000000
water,17,12,4,4,ARM,0,2.00000000
water,17,12,4,4,FOLNMX,0,0.00000000
water,17,12,4,4,TMIN,0,0.00000000
water,17,12,4,4,XL,0,0.00000000
water,17,12,4,4,RHOL,1,0.00000000
water,17,12,4,4,RHOL,2,0.00000000
water,17,12,4,4,RHOS,1,0.00000000
water,17,12,4,4,RHOS,2,0.00000000
water,17,12,4,4,TAUL,1,0.00000000
water,17,12,4,4,TAUL,2,0.00000000
water,17,12,4,4,TAUS,1,0.00000000
water,17,12,4,4,TAUS,2,0.00000000
water,17,12,4,4,MRP,0,0.00000000
water,17,12,4,4,CWPVT,0,0.180000007
water,17,12,4,4,WRRAT,0,0.00000000
water,17,12,4,4,WDPOOL,0,0.00000000
water,17,12,4,4,TDLEF,0,0.00000000
water,17,12,4,4,NROOT,0,0
water,17,12,4,4,RGL,0,30.0000000
water,17,12,4,4,RSMIN,0,100.000000
water,17,12,4,4,HS,0,51.7500000
water,17,12,4,4,TOPT,0,298.000000
water,17,12,4,4,RSMAX,0,5000.00000
water,17,12,4,4,ALBSAT,1,0.900000036E-1
water,17,12,4,4,ALBSAT,2,0.180000007
water,17,12,4,4,ALBDRY,1,0.180000007
water,17,12,4,4,ALBDRY,2,0.360000014
water,17,12,4,4,ALBICE,1,0.800000012
water,17,12,4,4,ALBICE,2,0.550000012
water,17,12,4,4,ALBLAK,1,0.600000024
water,17,12,4,4,ALBLAK,2,0.400000006
water,17,12,4,4,OMEGAS,1,0.800000012
water,17,12,4,4,OMEGAS,2,0.400000006
water,17,12,4,4,BETADS,0,0.500000000
water,17,12,4,4,BETAIS,0,0.500000000
water,17,12,4,4,EG,1,0.970000029
water,17,12,4,4,EG,2,0.980000019
water,17,12,4,4,CO2,0,0.395000010E-3
water,17,12,4,4,O2,0,0.209000006
water,17,12,4,4,TIMEAN,0,10.5000000
water,17,12,4,4,FSATMX,0,0.379999995
water,17,12,4,4,Z0SNO,0,0.200000009E-2
water,17,12,4,4,SSI,0,0.299999993E-1
water,17,12,4,4,SNOW_RET_FAC,0,0.499999987E-4
water,17,12,4,4,SNOW_EMIS,0,0.949999988
water,17,12,4,4,SWEMX,0,1.00000000
water,17,12,4,4,TAU0,0,1000000.00
water,17,12,4,4,GRAIN_GROWTH,0,5000.00000
water,17,12,4,4,EXTRA_GROWTH,0,10.0000000
water,17,12,4,4,DIRT_SOOT,0,0.300000012
water,17,12,4,4,BATS_COSZ,0,2.00000000
water,17,12,4,4,BATS_VIS_NEW,0,0.949999988
water,17,12,4,4,BATS_NIR_NEW,0,0.649999976
water,17,12,4,4,BATS_VIS_AGE,0,0.200000003
water,17,12,4,4,BATS_NIR_AGE,0,0.500000000
water,17,12,4,4,BATS_VIS_DIR,0,0.400000006
water,17,12,4,4,BATS_NIR_DIR,0,0.400000006
water,17,12,4,4,RSURF_SNOW,0,50.0000000
water,17,12,4,4,RSURF_EXP,0,5.00000000
water,17,12,4,4,KLAT_FAC,0,3.29999995
water,17,12,4,4,TDSMC_FAC,0,0.899999976
water,17,12,4,4,TD_DC,0,20.0000000
water,17,12,4,4,TD_DCOEF,0,0.700000003E-1
water,17,12,4,4,TD_RADI,0,0.700000003E-1
water,17,12,4,4,TD_SPAC,0,10.0000000
water,17,12,4,4,TD_DDRAIN,0,1.20000005
water,17,12,4,4,TD_DEPTH,0,4
water,17,12,4,4,TD_ADEPTH,0,2.00000000
water,17,12,4,4,DRAIN_LAYER_OPT,0,4
water,17,12,4,4,TD_D,0,1.00000000
water,17,12,4,4,BEXP,1,11.5500002
water,17,12,4,4,BEXP,2,11.5500002
water,17,12,4,4,BEXP,3,11.5500002
water,17,12,4,4,BEXP,4,11.5500002
water,17,12,4,4,DKSAT,1,0.974000045E-6
water,17,12,4,4,DKSAT,2,0.974000045E-6
water,17,12,4,4,DKSAT,3,0.974000045E-6
water,17,12,4,4,DKSAT,4,0.974000045E-6
water,17,12,4,4,DWSAT,1,0.111999998E-4
water,17,12,4,4,DWSAT,2,0.111999998E-4
water,17,12,4,4,DWSAT,3,0.111999998E-4
water,17,12,4,4,DWSAT,4,0.111999998E-4
water,17,12,4,4,PSISAT,1,0.467999995
water,17,12,4,4,PSISAT,2,0.467999995
water,17,12,4,4,PSISAT,3,0.467999995
water,17,12,4,4,PSISAT,4,0.467999995
water,17,12,4,4,QUARTZ,1,0.250000000
water,17,12,4,4,QUARTZ,2,0.250000000
water,17,12,4,4,QUARTZ,3,0.250000000
water,17,12,4,4,QUARTZ,4,0.250000000
water,17,12,4,4,SMCDRY,1,0.137999997
water,17,12,4,4,SMCDRY,2,0.137999997
water,17,12,4,4,SMCDRY,3,0.137999997
water,17,12,4,4,SMCDRY,4,0.137999997
water,17,12,4,4,SMCMAX,1,0.467999995
water,17,12,4,4,SMCMAX,2,0.467999995
water,17,12,4,4,SMCMAX,3,0.467999995
water,17,12,4,4,SMCMAX,4,0.467999995
water,17,12,4,4,SMCREF,1,0.412000000
water,17,12,4,4,SMCREF,2,0.412000000
water,17,12,4,4,SMCREF,3,0.412000000
water,17,12,4,4,SMCREF,4,0.412000000
water,17,12,4,4,SMCWLT,1,0.137999997
water,17,12,4,4,SMCWLT,2,0.137999997
water,17,12,4,4,SMCWLT,3,0.137999997
water,17,12,4,4,SMCWLT,4,0.137999997
water,17,12,4,4,F1,0,-2.13800001
water,17,12,4,4,REFDK,0,0.199999999E-5
water,17,12,4,4,REFKDT,0,3.00000000
water,17,12,4,4,BVIC,0,0.300000012
water,17,12,4,4,AXAJ,0,0.170000009E-1
water,17,12,4,4,BXAJ,0,0.300000012
water,17,12,4,4,XXAJ,0,0.300000012
water,17,12,4,4,BDVIC,0,0.300000012
water,17,12,4,4,GDVIC,0,0.409999996
water,17,12,4,4,BBVIC,0,1.00000000
water,17,12,4,4,CSOIL,0,2000000.00
water,17,12,4,4,ZBOT,0,-8.00000000
water,17,12,4,4,CZIL,0,0.100000001
water,17,12,4,4,SLOPE,0,0.349999994
water,17,12,4,4,KDT,0,1.46099997
water,17,12,4,4,FRZX,0,0.150000006
